participant	session	bids_run	run_id	stimulus	protocol_name	mapping_confidence
sub-048	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-048	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-048	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-048	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-048	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-048	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-049	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-049	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-049	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-049	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-049	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-049	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-049	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-050	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-050	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-050	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-050	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-051	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-051	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-051	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-051	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-052	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-052	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-052	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-052	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-052	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-052	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-052	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-052	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-053	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-053	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-053	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-053	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-054	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-054	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-054	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-054	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-054	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-054	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-054	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-054	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-055	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-055	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-055	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-056	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-056	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-056	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-056	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-057	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-057	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-057	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-057	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-057	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-057	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-057	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-057	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-058	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-058	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-058	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-058	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-059	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-059	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-059	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-059	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-060	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-060	ses-01	run-03	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-060	ses-01	run-05	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-060	ses-01	run-07	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-060	ses-01	run-09	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-061	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-061	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-061	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-061	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-062	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-062	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-062	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-062	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-064	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-064	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-064	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-064	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-064	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-064	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-064	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-064	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-065	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-065	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-065	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-065	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-066	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-066	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-066	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-066	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-066	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-066	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-066	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-066	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-067	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-067	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-067	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-067	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-067	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-067	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-067	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-067	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-068	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-068	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-068	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-068	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-068	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-068	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-068	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-068	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-069	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-069	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-069	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-069	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-069	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-069	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-069	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-069	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-070	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-070	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-070	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-070	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-071	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-071	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-071	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-071	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-072	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-072	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-072	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-072	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-072	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-072	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-072	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-072	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-073	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-073	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-073	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-073	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-073	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-073	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-073	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-073	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-074	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-074	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-074	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-074	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-074	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-074	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-074	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-074	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-075	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-075	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-075	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-075	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-076	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-076	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-076	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-076	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-077	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-077	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-077	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-077	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-078	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-078	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-078	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-078	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-078	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-079	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-079	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-079	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-079	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-080	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-080	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-080	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-080	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-081	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-081	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-081	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-081	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-081	ses-02	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-081	ses-02	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-081	ses-02	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-081	ses-02	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-082	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-082	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-082	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-082	ses-01	run-07	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-082	ses-01	run-09	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-083	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-083	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-083	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-083	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
sub-084	ses-01	run-01	1	Movie1A.mp4	Movie1_AP	high_protocolname
sub-084	ses-01	run-03	2	Movie2A.mp4	Movie2_AP	high_protocolname
sub-084	ses-01	run-05	3	Movie1B.mp4	Movie3_AP	high_protocolname
sub-084	ses-01	run-07	4	Movie2B.mp4	Movie4_AP	high_protocolname
