subject	session	relative_key	geometry_flags	n_phi_keys	phi_keys	preserved_ok	missing_preserved_keys	changed_preserved_keys	readable	orig_shape	def_shape	orig_zooms	def_zooms	orig_orientation	def_orientation	orig_datatype	def_datatype	changed_voxel_volume_mm3
sub-047	ses-02	sub-047/ses-02/anat/sub-047_ses-02_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2603477.627658546
sub-047	ses-02	sub-047/ses-02/anat/sub-047_ses-02_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2535864.440447092
sub-047	ses-02	sub-047/ses-02/anat/sub-047_ses-02_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1727434.0
sub-048	ses-01	sub-048/ses-01/anat/sub-048_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2434421.3636288047
sub-048	ses-01	sub-048/ses-01/anat/sub-048_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2461933.1729355454
sub-048	ses-01	sub-048/ses-01/anat/sub-048_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1568080.0
sub-048	ses-02	sub-048/ses-02/anat/sub-048_ses-02_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2334204.5268687606
sub-048	ses-02	sub-048/ses-02/anat/sub-048_ses-02_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2364041.840285957
sub-048	ses-02	sub-048/ses-02/anat/sub-048_ses-02_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1811760.0
sub-049	ses-01	sub-049/ses-01/anat/sub-049_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3423087.266587913
sub-049	ses-01	sub-049/ses-01/anat/sub-049_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3419262.114406228
sub-049	ses-01	sub-049/ses-01/anat/sub-049_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	2072887.0
sub-050	ses-01	sub-050/ses-01/anat/sub-050_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	1183629.8802194
sub-050	ses-01	sub-050/ses-01/anat/sub-050_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	1165156.407341957
sub-050	ses-01	sub-050/ses-01/anat/sub-050_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1254556.0
sub-051	ses-01	sub-051/ses-01/anat/sub-051_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3333367.454326451
sub-051	ses-01	sub-051/ses-01/anat/sub-051_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3316513.437525928
sub-051	ses-01	sub-051/ses-01/anat/sub-051_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	2441951.0
sub-052	ses-01	sub-052/ses-01/anat/sub-052_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2104027.7479359508
sub-052	ses-01	sub-052/ses-01/anat/sub-052_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2049620.577351749
sub-052	ses-02	sub-052/ses-02/anat/sub-052_ses-02_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2219418.729416728
sub-052	ses-02	sub-052/ses-02/anat/sub-052_ses-02_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2122168.9327976108
sub-052	ses-02	sub-052/ses-02/anat/sub-052_ses-02_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1007655.0
sub-053	ses-01	sub-053/ses-01/anat/sub-053_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3478817.4452349544
sub-053	ses-01	sub-053/ses-01/anat/sub-053_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3448256.675783396
sub-053	ses-01	sub-053/ses-01/anat/sub-053_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	2616817.0
sub-054	ses-01	sub-054/ses-01/anat/sub-054_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2532486.2642866373
sub-054	ses-01	sub-054/ses-01/anat/sub-054_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2545356.4088979363
sub-054	ses-02	sub-054/ses-02/anat/sub-054_ses-02_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2149734.502106905
sub-054	ses-02	sub-054/ses-02/anat/sub-054_ses-02_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1565310.0
sub-054	ses-02	sub-054/ses-02/anat/sub-054_ses-02_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2046239.3291911483
sub-056	ses-01	sub-056/ses-01/anat/sub-056_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3183189.6551933885
sub-056	ses-01	sub-056/ses-01/anat/sub-056_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3089622.6747491956
sub-057	ses-01	sub-057/ses-01/anat/sub-057_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3558648.4890267253
sub-057	ses-01	sub-057/ses-01/anat/sub-057_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3538809.5120844245
sub-057	ses-01	sub-057/ses-01/anat/sub-057_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	2841552.0
sub-058	ses-01	sub-058/ses-01/anat/sub-058_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	1951647.8366982937
sub-058	ses-01	sub-058/ses-01/anat/sub-058_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	1953570.3967896104
sub-058	ses-01	sub-058/ses-01/anat/sub-058_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1540522.0
sub-059	ses-01	sub-059/ses-01/anat/sub-059_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2631061.6289687157
sub-059	ses-01	sub-059/ses-01/anat/sub-059_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2575222.3943164945
sub-059	ses-01	sub-059/ses-01/anat/sub-059_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1980718.0
sub-060	ses-01	sub-060/ses-01/anat/sub-060_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2632420.4770332575
sub-060	ses-01	sub-060/ses-01/anat/sub-060_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2497617.014630437
sub-060	ses-01	sub-060/ses-01/anat/sub-060_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	2633676.0
sub-061	ses-01	sub-061/ses-01/anat/sub-061_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3009192.0789289474
sub-061	ses-01	sub-061/ses-01/anat/sub-061_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2874073.2245111465
sub-062	ses-01	sub-062/ses-01/anat/sub-062_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1448840.0
sub-062	ses-01	sub-062/ses-01/anat/sub-062_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	1901664.8583242297
sub-062	ses-01	sub-062/ses-01/anat/sub-062_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	1869917.2728163004
sub-063	ses-01	sub-063/ses-01/anat/sub-063_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3360019.6155923605
sub-063	ses-01	sub-063/ses-01/anat/sub-063_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	(0.800000011920929, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3300997.7887889743
sub-064	ses-01	sub-064/ses-01/anat/sub-064_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2191700.0721001625
sub-064	ses-01	sub-064/ses-01/anat/sub-064_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2260495.9793677926
sub-064	ses-01	sub-064/ses-01/anat/sub-064_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1224936.0
sub-065	ses-01	sub-065/ses-01/anat/sub-065_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	1489376.3267415762
sub-065	ses-01	sub-065/ses-01/anat/sub-065_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	1486318.1505963206
sub-065	ses-01	sub-065/ses-01/anat/sub-065_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1368193.0
sub-066	ses-01	sub-066/ses-01/anat/sub-066_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2457216.6287115216
sub-066	ses-01	sub-066/ses-01/anat/sub-066_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2317917.806095183
sub-066	ses-01	sub-066/ses-01/anat/sub-066_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1226144.0
sub-067	ses-01	sub-067/ses-01/anat/sub-067_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2966124.172883332
sub-067	ses-01	sub-067/ses-01/anat/sub-067_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2901762.1858263016
sub-067	ses-01	sub-067/ses-01/anat/sub-067_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1786856.0
sub-068	ses-01	sub-068/ses-01/anat/sub-068_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	1983936.0942319036
sub-068	ses-01	sub-068/ses-01/anat/sub-068_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	1992474.206637442
sub-068	ses-01	sub-068/ses-01/anat/sub-068_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1661441.0
sub-069	ses-01	sub-069/ses-01/anat/sub-069_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2696236.1600643396
sub-069	ses-01	sub-069/ses-01/anat/sub-069_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2698964.608193934
sub-069	ses-01	sub-069/ses-01/anat/sub-069_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1919790.0
sub-070	ses-01	sub-070/ses-01/anat/sub-070_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3635365.54867059
sub-070	ses-01	sub-070/ses-01/anat/sub-070_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	3684202.1589902043
sub-071	ses-01	sub-071/ses-01/anat/sub-071_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2564300.409797728
sub-071	ses-01	sub-071/ses-01/anat/sub-071_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2357705.3279849887
sub-071	ses-01	sub-071/ses-01/anat/sub-071_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1412190.0
sub-072	ses-01	sub-072/ses-01/anat/sub-072_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2447726.1962607503
sub-072	ses-01	sub-072/ses-01/anat/sub-072_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2462263.412951231
sub-072	ses-01	sub-072/ses-01/anat/sub-072_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1300629.0
sub-073	ses-01	sub-073/ses-01/anat/sub-073_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2990711.438051164
sub-073	ses-01	sub-073/ses-01/anat/sub-073_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2970122.3810732365
sub-073	ses-01	sub-073/ses-01/anat/sub-073_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	2210120.0
sub-074	ses-01	sub-074/ses-01/anat/sub-074_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2301400.685310662
sub-074	ses-01	sub-074/ses-01/anat/sub-074_ses-01_run-02_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2295255.661018789
sub-074	ses-01	sub-074/ses-01/anat/sub-074_ses-01_run-03_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(192, 224, 224)	(192, 224, 224)	(1.0, 1.0, 1.0)	(1.0, 1.0, 1.0)	RAS	RAS	int16	int16	1359213.0
sub-075	ses-01	sub-075/ses-01/anat/sub-075_ses-01_run-01_T1w.nii.gz	OK	1	InstitutionalDepartmentName	True			True	(208, 300, 320)	(208, 300, 320)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	(0.7999999523162842, 0.800000011920929, 0.800000011920929)	RAS	RAS	int16	int16	2834009.734608233
