JSON	Field	Value	ReasonFlagged
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-01_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-02_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-02_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-02_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-02_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-02_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-02_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-03_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-03_T1w.json	ProtocolName	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-01/anat/sub-040_ses-01_run-03_T1w.json	SeriesDescription	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_FLAIR.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_FLAIR.json	ProtocolName	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_FLAIR.json	SeriesDescription	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-01_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-02_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-02_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-02_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-02_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-02_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-02_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-03_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-03_T1w.json	ProtocolName	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-040/ses-02/anat/sub-040_ses-02_run-03_T1w.json	SeriesDescription	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-01_FLAIR.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-01_FLAIR.json	ProtocolName	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-01_FLAIR.json	SeriesDescription	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-01_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-01_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-01_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-01_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-01_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-01_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-02_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-02_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-02_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-02_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-02_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-02_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-03_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-03_T1w.json	ProtocolName	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-01/anat/sub-041_ses-01_run-03_T1w.json	SeriesDescription	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-01_FLAIR.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-01_FLAIR.json	ProtocolName	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-01_FLAIR.json	SeriesDescription	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-01_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-01_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-01_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-01_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-01_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-01_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-02_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-02_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-02_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-02_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-02_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-02_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-03_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-03_T1w.json	ProtocolName	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-041/ses-02/anat/sub-041_ses-02_run-03_T1w.json	SeriesDescription	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-01_FLAIR.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-01_FLAIR.json	ProtocolName	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-01_FLAIR.json	SeriesDescription	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-01_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-01_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-01_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-01_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-01_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-01_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-02_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-02_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-02_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-02_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-02_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-02_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-03_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-03_T1w.json	ProtocolName	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-042/ses-01/anat/sub-042_ses-01_run-03_T1w.json	SeriesDescription	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-01_FLAIR.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-01_FLAIR.json	ProtocolName	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-01_FLAIR.json	SeriesDescription	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-01_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-01_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-01_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-01_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-01_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-01_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-02_FLAIR.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-02_FLAIR.json	ProtocolName	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-02_FLAIR.json	SeriesDescription	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-02_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-02_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-02_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-02_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-02_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-02_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-03_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-03_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-03_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-03_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-03_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-03_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-04_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-04_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-04_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-04_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-04_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-04_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-05_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-05_T1w.json	ProtocolName	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-05_T1w.json	SeriesDescription	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-06_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-06_T1w.json	ProtocolName	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-043/ses-02/anat/sub-043_ses-02_run-06_T1w.json	SeriesDescription	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-01_FLAIR.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-01_FLAIR.json	ProtocolName	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-01_FLAIR.json	SeriesDescription	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-01_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-01_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-01_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-01_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-01_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-01_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-02_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-02_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-02_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-02_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-02_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-02_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-03_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-03_T1w.json	ProtocolName	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-01/anat/sub-044_ses-01_run-03_T1w.json	SeriesDescription	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-01_FLAIR.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-01_FLAIR.json	ProtocolName	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-01_FLAIR.json	SeriesDescription	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-01_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-01_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-01_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-01_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-01_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-01_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-02_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-02_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-02_T1w.json	SeriesDescription	T1w_MPR	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-02_TB1TFL.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-02_TB1TFL.json	ProtocolName	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-02_TB1TFL.json	SeriesDescription	tfl_b1map_1mmiso	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-03_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-03_T1w.json	ProtocolName	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-044/ses-02/anat/sub-044_ses-02_run-03_T1w.json	SeriesDescription	WMn_MPRAGE_sagittal	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-045/ses-01/anat/sub-045_ses-01_run-01_FLAIR.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-045/ses-01/anat/sub-045_ses-01_run-01_FLAIR.json	ProtocolName	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-045/ses-01/anat/sub-045_ses-01_run-01_FLAIR.json	SeriesDescription	Sag Flair 3D-0.8	free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-045/ses-01/anat/sub-045_ses-01_run-01_T1w.json	InstitutionalDepartmentName	Department	audit_PHI_KEYS_list;free_text_descriptor
/home/alexrees/scratch/derivatives/defacing/sub-045/ses-01/anat/sub-045_ses-01_run-01_T1w.json	ProtocolName	T1w_MPR	free_text_descriptor
