file	ProtocolName	SeriesNumber	Channels	has_EXT_or_trigger	interpretation
sub-028/ses-02/func/sub-028_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-028/ses-02/func/sub-028_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-028/ses-02/func/sub-028_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-028/ses-02/func/sub-028_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-028/ses-02/func/sub-028_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-028/ses-02/func/sub-028_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-028/ses-02/func/sub-028_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-028/ses-02/func/sub-028_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-029/ses-01/func/sub-029_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-029/ses-01/func/sub-029_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-029/ses-01/func/sub-029_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-029/ses-01/func/sub-029_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-029/ses-01/func/sub-029_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-029/ses-01/func/sub-029_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-029/ses-01/func/sub-029_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-029/ses-01/func/sub-029_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-029/ses-02/func/sub-029_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-030/ses-01/func/sub-030_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-030/ses-02/func/sub-030_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-031/ses-01/func/sub-031_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-031/ses-01/func/sub-031_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-031/ses-01/func/sub-031_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-031/ses-01/func/sub-031_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-031/ses-01/func/sub-031_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-031/ses-01/func/sub-031_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-031/ses-01/func/sub-031_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-031/ses-01/func/sub-031_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-031/ses-02/func/sub-031_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-032/ses-01/func/sub-032_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-033/ses-01/func/sub-033_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-033/ses-01/func/sub-033_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-033/ses-01/func/sub-033_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-033/ses-01/func/sub-033_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-033/ses-01/func/sub-033_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
