file	ProtocolName	SeriesNumber	Channels	has_EXT_or_trigger	interpretation
sub-037/ses-01/func/sub-037_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-037/ses-01/func/sub-037_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-037/ses-01/func/sub-037_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-038/ses-01/func/sub-038_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-038/ses-02/func/sub-038_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-039/ses-01/func/sub-039_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-039/ses-02/func/sub-039_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-040/ses-01/func/sub-040_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-040/ses-02/func/sub-040_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-041/ses-01/func/sub-041_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-041/ses-01/func/sub-041_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-041/ses-01/func/sub-041_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-041/ses-01/func/sub-041_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-041/ses-01/func/sub-041_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-041/ses-01/func/sub-041_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-041/ses-01/func/sub-041_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-041/ses-01/func/sub-041_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-041/ses-01/func/sub-041_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-041/ses-02/func/sub-041_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-042/ses-01/func/sub-042_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-042/ses-01/func/sub-042_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-042/ses-01/func/sub-042_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-042/ses-01/func/sub-042_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-042/ses-01/func/sub-042_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-042/ses-01/func/sub-042_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-042/ses-01/func/sub-042_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-042/ses-01/func/sub-042_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-044/ses-01/func/sub-044_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-044/ses-02/func/sub-044_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-044/ses-02/func/sub-044_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-044/ses-02/func/sub-044_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-044/ses-02/func/sub-044_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-044/ses-02/func/sub-044_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-044/ses-02/func/sub-044_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-044/ses-02/func/sub-044_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-044/ses-02/func/sub-044_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-045/ses-01/func/sub-045_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-046/ses-01/func/sub-046_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-046/ses-02/func/sub-046_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-047/ses-01/func/sub-047_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-047/ses-02/func/sub-047_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-048/ses-01/func/sub-048_ses-01_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-05_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-07_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-07_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-048/ses-02/func/sub-048_ses-02_task-movie_run-07_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-049/ses-01/func/sub-049_ses-01_task-movie_run-01_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-049/ses-01/func/sub-049_ses-01_task-movie_run-01_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-049/ses-01/func/sub-049_ses-01_task-movie_run-01_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-049/ses-01/func/sub-049_ses-01_task-movie_run-03_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-049/ses-01/func/sub-049_ses-01_task-movie_run-03_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
sub-049/ses-01/func/sub-049_ses-01_task-movie_run-03_recording-trigger_physio.json	movie		trigger	YES	scanner trigger source possible but stimulus onset unavailable
sub-049/ses-01/func/sub-049_ses-01_task-movie_run-05_recording-pulse_physio.json	movie		cardiac	NO	physiology only
sub-049/ses-01/func/sub-049_ses-01_task-movie_run-05_recording-respiratory_physio.json	movie		respiratory	NO	physiology only
