scan_id	subject	session	run	protocol_id	status	review_class	mean_length	axis_flipped	axis_permutations	axis_basis
sub-040_ses-01_run-02_dwi	sub-040	ses-01	run-02	Protocol A	REVIEW	axis_swap	49.87	0	(1,0,2)	scanner
sub-040_ses-01_run-05_dwi	sub-040	ses-01	run-05	Protocol B	PASS	none	44.75	none	(0,1,2)	scanner
sub-040_ses-02_run-01_dwi	sub-040	ses-02	run-01	Protocol A	PASS	none	40.74	none	(0,1,2)	image
sub-040_ses-02_run-02_dwi	sub-040	ses-02	run-02	Protocol A	REVIEW	axis_flip	39.64	2	(0,1,2)	scanner
sub-040_ses-02_run-05_dwi	sub-040	ses-02	run-05	Protocol B	PASS	none	36.61	none	(0,1,2)	image
sub-041_ses-01_run-01_dwi	sub-041	ses-01	run-01	Protocol A	PASS	none	49.33	none	(0,1,2)	scanner
sub-041_ses-01_run-02_dwi	sub-041	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	17.20	2	(1,0,2)	image
sub-041_ses-01_run-05_dwi	sub-041	ses-01	run-05	Protocol B	PASS	none	40.55	none	(0,1,2)	scanner
sub-041_ses-02_run-01_dwi	sub-041	ses-02	run-01	Protocol A	PASS	none	47.81	none	(0,1,2)	scanner
sub-041_ses-02_run-02_dwi	sub-041	ses-02	run-02	Protocol A	REVIEW	axis_flip_and_swap	69.08	2	(2,1,0)	scanner
sub-041_ses-02_run-05_dwi	sub-041	ses-02	run-05	Protocol B	PASS	none	41.92	none	(0,1,2)	scanner
sub-042_ses-01_run-01_dwi	sub-042	ses-01	run-01	Protocol A	PASS	none	47.60	none	(0,1,2)	image
sub-042_ses-01_run-02_dwi	sub-042	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	76.89	2	(1,0,2)	scanner
sub-042_ses-01_run-05_dwi	sub-042	ses-01	run-05	Protocol B	PASS	none	47.92	none	(0,1,2)	scanner
sub-043_ses-02_run-01_dwi	sub-043	ses-02	run-01	Protocol A	PASS	none	40.58	none	(0,1,2)	image
sub-043_ses-02_run-02_dwi	sub-043	ses-02	run-02	Protocol A	PASS	none	40.84	none	(0,1,2)	scanner
sub-043_ses-02_run-03_dwi	sub-043	ses-02	run-03	Protocol A	REVIEW	axis_swap	17.51	0	(2,0,1)	image
sub-043_ses-02_run-04_dwi	sub-043	ses-02	run-04	Protocol A	REVIEW	axis_flip_and_swap	36.30	1	(1,0,2)	image
sub-043_ses-02_run-09_dwi	sub-043	ses-02	run-09	Protocol B	PASS	none	34.92	none	(0,1,2)	scanner
sub-043_ses-02_run-10_dwi	sub-043	ses-02	run-10	Protocol B	PASS	none	43.06	none	(0,1,2)	image
sub-044_ses-01_run-01_dwi	sub-044	ses-01	run-01	Protocol A	PASS	none	40.26	none	(0,1,2)	scanner
sub-044_ses-01_run-02_dwi	sub-044	ses-01	run-02	Protocol A	PASS	none	18.98	none	(0,1,2)	image
sub-044_ses-01_run-05_dwi	sub-044	ses-01	run-05	Protocol B	PASS	none	38.02	none	(0,1,2)	scanner
sub-044_ses-02_run-01_dwi	sub-044	ses-02	run-01	Protocol A	PASS	none	45.66	none	(0,1,2)	image
sub-044_ses-02_run-02_dwi	sub-044	ses-02	run-02	Protocol A	REVIEW	axis_flip	43.81	1	(0,1,2)	image
sub-044_ses-02_run-05_dwi	sub-044	ses-02	run-05	Protocol B	PASS	none	39.56	none	(0,1,2)	image
sub-045_ses-01_run-01_dwi	sub-045	ses-01	run-01	Protocol A	PASS	none	46.93	none	(0,1,2)	image
sub-045_ses-01_run-02_dwi	sub-045	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	19.44	1	(1,2,0)	scanner
sub-045_ses-01_run-05_dwi	sub-045	ses-01	run-05	Protocol B	PASS	none	49.07	none	(0,1,2)	image
sub-046_ses-01_run-01_dwi	sub-046	ses-01	run-01	Protocol A	PASS	none	40.43	none	(0,1,2)	image
sub-046_ses-01_run-02_dwi	sub-046	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	18.58	2	(0,2,1)	image
sub-046_ses-01_run-05_dwi	sub-046	ses-01	run-05	Protocol B	PASS	none	35.02	none	(0,1,2)	image
sub-046_ses-02_run-01_dwi	sub-046	ses-02	run-01	Protocol A	PASS	none	42.34	none	(0,1,2)	scanner
sub-046_ses-02_run-02_dwi	sub-046	ses-02	run-02	Protocol A	REVIEW	axis_swap	19.95	0	(2,0,1)	scanner
sub-046_ses-02_run-05_dwi	sub-046	ses-02	run-05	Protocol B	PASS	none	46.92	none	(0,1,2)	image
sub-047_ses-01_run-01_dwi	sub-047	ses-01	run-01	Protocol F	PASS	none	35.25	none	(0,1,2)	image
sub-047_ses-01_run-02_dwi	sub-047	ses-01	run-02	Protocol F	REVIEW	axis_flip_and_swap	43.84	1	(1,2,0)	scanner
sub-047_ses-01_run-03_dwi	sub-047	ses-01	run-03	Protocol E	PASS	none	44.68	none	(0,1,2)	image
sub-047_ses-01_run-04_dwi	sub-047	ses-01	run-04	Protocol E	PASS	none	65.90	none	(0,1,2)	scanner
sub-047_ses-01_run-07_dwi	sub-047	ses-01	run-07	Protocol B	PASS	none	46.39	none	(0,1,2)	image
sub-047_ses-02_run-01_dwi	sub-047	ses-02	run-01	Protocol A	PASS	none	47.91	none	(0,1,2)	scanner
sub-047_ses-02_run-02_dwi	sub-047	ses-02	run-02	Protocol A	REVIEW	axis_flip	69.45	2	(0,1,2)	scanner
sub-047_ses-02_run-05_dwi	sub-047	ses-02	run-05	Protocol B	PASS	none	45.19	none	(0,1,2)	image
sub-048_ses-01_run-01_dwi	sub-048	ses-01	run-01	Protocol A	PASS	none	38.60	none	(0,1,2)	scanner
sub-048_ses-01_run-02_dwi	sub-048	ses-01	run-02	Protocol A	REVIEW	axis_swap	47.33	0	(0,2,1)	image
sub-048_ses-01_run-05_dwi	sub-048	ses-01	run-05	Protocol B	PASS	none	43.12	none	(0,1,2)	scanner
sub-048_ses-02_run-01_dwi	sub-048	ses-02	run-01	Protocol A	PASS	none	41.12	none	(0,1,2)	image
sub-048_ses-02_run-02_dwi	sub-048	ses-02	run-02	Protocol A	REVIEW	axis_swap	19.04	none	(1,0,2)	scanner
sub-048_ses-02_run-05_dwi	sub-048	ses-02	run-05	Protocol B	PASS	none	37.84	none	(0,1,2)	scanner
sub-049_ses-01_run-01_dwi	sub-049	ses-01	run-01	Protocol A	PASS	none	39.77	none	(0,1,2)	image
sub-049_ses-01_run-02_dwi	sub-049	ses-01	run-02	Protocol A	PASS	none	20.53	0	(0,1,2)	scanner
sub-049_ses-01_run-05_dwi	sub-049	ses-01	run-05	Protocol B	PASS	none	41.07	none	(0,1,2)	image
sub-050_ses-01_run-01_dwi	sub-050	ses-01	run-01	Protocol A	PASS	none	39.47	none	(0,1,2)	scanner
sub-050_ses-01_run-02_dwi	sub-050	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	25.39	1	(1,2,0)	scanner
sub-050_ses-01_run-05_dwi	sub-050	ses-01	run-05	Protocol B	PASS	none	42.77	none	(0,1,2)	scanner
sub-051_ses-01_run-01_dwi	sub-051	ses-01	run-01	Protocol A	REVIEW	axis_swap	35.13	0	(0,2,1)	scanner
sub-051_ses-01_run-02_dwi	sub-051	ses-01	run-02	Protocol A	REVIEW	axis_flip	26.72	1	(0,1,2)	scanner
sub-051_ses-01_run-05_dwi	sub-051	ses-01	run-05	Protocol B	REVIEW	axis_flip_and_swap	30.76	1	(2,1,0)	image
sub-052_ses-01_run-01_dwi	sub-052	ses-01	run-01	Protocol A	PASS	none	47.47	none	(0,1,2)	image
sub-052_ses-01_run-02_dwi	sub-052	ses-01	run-02	Protocol A	REVIEW	axis_swap	75.89	0	(2,1,0)	image
sub-052_ses-01_run-05_dwi	sub-052	ses-01	run-05	Protocol B	PASS	none	42.02	none	(0,1,2)	scanner
sub-052_ses-02_run-01_dwi	sub-052	ses-02	run-01	Protocol A	PASS	none	40.88	none	(0,1,2)	image
sub-052_ses-02_run-02_dwi	sub-052	ses-02	run-02	Protocol A	REVIEW	axis_flip_and_swap	17.33	1	(1,0,2)	scanner
sub-052_ses-02_run-05_dwi	sub-052	ses-02	run-05	Protocol B	PASS	none	48.34	none	(0,1,2)	scanner
sub-053_ses-01_run-01_dwi	sub-053	ses-01	run-01	Protocol A	PASS	none	45.28	none	(0,1,2)	scanner
sub-053_ses-01_run-02_dwi	sub-053	ses-01	run-02	Protocol A	REVIEW	axis_swap	14.82	0	(0,2,1)	image
sub-053_ses-01_run-05_dwi	sub-053	ses-01	run-05	Protocol B	PASS	none	43.56	none	(0,1,2)	image
sub-054_ses-01_run-01_dwi	sub-054	ses-01	run-01	Protocol A	PASS	none	45.24	none	(0,1,2)	scanner
sub-054_ses-01_run-02_dwi	sub-054	ses-01	run-02	Protocol A	REVIEW	axis_swap	26.22	0	(1,2,0)	scanner
sub-054_ses-01_run-05_dwi	sub-054	ses-01	run-05	Protocol B	PASS	none	43.29	none	(0,1,2)	scanner
sub-054_ses-02_run-01_dwi	sub-054	ses-02	run-01	Protocol A	PASS	none	38.09	none	(0,1,2)	image
sub-054_ses-02_run-05_dwi	sub-054	ses-02	run-05	Protocol B	PASS	none	42.33	none	(0,1,2)	scanner
sub-056_ses-01_run-01_dwi	sub-056	ses-01	run-01	Protocol A	PASS	none	47.07	none	(0,1,2)	scanner
sub-056_ses-01_run-05_dwi	sub-056	ses-01	run-05	Protocol B	PASS	none	40.06	none	(0,1,2)	scanner
sub-057_ses-01_run-01_dwi	sub-057	ses-01	run-01	Protocol A	PASS	none	36.12	none	(0,1,2)	scanner
sub-057_ses-01_run-02_dwi	sub-057	ses-01	run-02	Protocol A	PASS	none	55.52	none	(0,1,2)	image
sub-057_ses-01_run-05_dwi	sub-057	ses-01	run-05	Protocol B	PASS	none	43.92	none	(0,1,2)	scanner
sub-058_ses-01_run-01_dwi	sub-058	ses-01	run-01	Protocol A	PASS	none	43.28	none	(0,1,2)	image
sub-058_ses-01_run-02_dwi	sub-058	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	44.08	1	(1,0,2)	image
sub-058_ses-01_run-05_dwi	sub-058	ses-01	run-05	Protocol B	PASS	none	38.27	none	(0,1,2)	scanner
sub-059_ses-01_run-01_dwi	sub-059	ses-01	run-01	Protocol A	PASS	none	45.51	none	(0,1,2)	image
sub-059_ses-01_run-02_dwi	sub-059	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	18.73	2	(0,2,1)	scanner
sub-059_ses-01_run-05_dwi	sub-059	ses-01	run-05	Protocol B	PASS	none	40.93	none	(0,1,2)	scanner
sub-060_ses-01_run-01_dwi	sub-060	ses-01	run-01	Protocol A	PASS	none	47.65	none	(0,1,2)	scanner
sub-060_ses-01_run-02_dwi	sub-060	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	35.28	1	(0,2,1)	scanner
sub-060_ses-01_run-05_dwi	sub-060	ses-01	run-05	Protocol B	PASS	none	49.39	none	(0,1,2)	scanner
sub-061_ses-01_run-01_dwi	sub-061	ses-01	run-01	Protocol A	PASS	none	43.38	none	(0,1,2)	image
sub-061_ses-01_run-05_dwi	sub-061	ses-01	run-05	Protocol B	PASS	none	32.64	none	(0,1,2)	scanner
sub-061_ses-01_run-13_dwi	sub-061	ses-01	run-13	Protocol B	PASS	none	35.78	none	(0,1,2)	image
sub-062_ses-01_run-03_dwi	sub-062	ses-01	run-03	Protocol B	PASS	none	42.79	none	(0,1,2)	image
sub-062_ses-01_run-11_dwi	sub-062	ses-01	run-11	Protocol A	PASS	none	39.72	none	(0,1,2)	image
sub-063_ses-01_run-03_dwi	sub-063	ses-01	run-03	Protocol B	PASS	none	42.40	none	(0,1,2)	image
sub-063_ses-01_run-11_dwi	sub-063	ses-01	run-11	Protocol A	PASS	none	49.03	none	(0,1,2)	image
sub-064_ses-01_run-01_dwi	sub-064	ses-01	run-01	Protocol A	PASS	none	42.60	none	(0,1,2)	scanner
sub-064_ses-01_run-02_dwi	sub-064	ses-01	run-02	Protocol A	REVIEW	axis_swap	71.36	0	(1,2,0)	image
sub-064_ses-01_run-05_dwi	sub-064	ses-01	run-05	Protocol B	PASS	none	45.96	none	(0,1,2)	image
sub-065_ses-01_run-01_dwi	sub-065	ses-01	run-01	Protocol A	PASS	none	46.93	none	(0,1,2)	scanner
sub-065_ses-01_run-02_dwi	sub-065	ses-01	run-02	Protocol A	REVIEW	axis_swap	63.13	0	(2,0,1)	scanner
sub-065_ses-01_run-05_dwi	sub-065	ses-01	run-05	Protocol B	PASS	none	36.93	none	(0,1,2)	scanner
sub-066_ses-01_run-01_dwi	sub-066	ses-01	run-01	Protocol A	PASS	none	39.85	none	(0,1,2)	scanner
sub-066_ses-01_run-02_dwi	sub-066	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	22.94	2	(2,1,0)	image
sub-066_ses-01_run-05_dwi	sub-066	ses-01	run-05	Protocol B	PASS	none	36.47	none	(0,1,2)	scanner
sub-067_ses-01_run-01_dwi	sub-067	ses-01	run-01	Protocol A	PASS	none	43.39	none	(0,1,2)	scanner
sub-067_ses-01_run-05_dwi	sub-067	ses-01	run-05	Protocol B	PASS	none	42.32	none	(0,1,2)	image
sub-068_ses-01_run-01_dwi	sub-068	ses-01	run-01	Protocol A	PASS	none	43.89	none	(0,1,2)	image
sub-068_ses-01_run-02_dwi	sub-068	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	20.45	2	(1,2,0)	scanner
sub-068_ses-01_run-05_dwi	sub-068	ses-01	run-05	Protocol B	PASS	none	38.14	none	(0,1,2)	scanner
sub-069_ses-01_run-01_dwi	sub-069	ses-01	run-01	Protocol A	PASS	none	41.49	none	(0,1,2)	scanner
sub-069_ses-01_run-02_dwi	sub-069	ses-01	run-02	Protocol A	REVIEW	axis_swap	18.59	0	(1,2,0)	image
sub-069_ses-01_run-05_dwi	sub-069	ses-01	run-05	Protocol B	PASS	none	40.98	none	(0,1,2)	scanner
sub-071_ses-01_run-01_dwi	sub-071	ses-01	run-01	Protocol A	PASS	none	38.43	none	(0,1,2)	image
sub-071_ses-01_run-02_dwi	sub-071	ses-01	run-02	Protocol A	REVIEW	axis_flip	18.32	2	(0,1,2)	scanner
sub-071_ses-01_run-05_dwi	sub-071	ses-01	run-05	Protocol B	PASS	none	45.44	none	(0,1,2)	scanner
sub-072_ses-01_run-01_dwi	sub-072	ses-01	run-01	Protocol A	PASS	none	37.57	none	(0,1,2)	scanner
sub-072_ses-01_run-02_dwi	sub-072	ses-01	run-02	Protocol A	REVIEW	axis_swap	19.74	none	(1,0,2)	image
sub-072_ses-01_run-05_dwi	sub-072	ses-01	run-05	Protocol B	PASS	none	42.82	none	(0,1,2)	image
sub-073_ses-01_run-01_dwi	sub-073	ses-01	run-01	Protocol A	PASS	none	37.61	none	(0,1,2)	scanner
sub-073_ses-01_run-02_dwi	sub-073	ses-01	run-02	Protocol A	REVIEW	axis_swap	63.49	0	(1,0,2)	scanner
sub-073_ses-01_run-05_dwi	sub-073	ses-01	run-05	Protocol B	PASS	none	40.28	none	(0,1,2)	image
sub-074_ses-01_run-01_dwi	sub-074	ses-01	run-01	Protocol A	PASS	none	42.04	none	(0,1,2)	scanner
sub-074_ses-01_run-02_dwi	sub-074	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	43.64	1	(1,2,0)	image
sub-074_ses-01_run-05_dwi	sub-074	ses-01	run-05	Protocol B	PASS	none	34.34	none	(0,1,2)	scanner
sub-075_ses-01_run-01_dwi	sub-075	ses-01	run-01	Protocol A	PASS	none	41.19	none	(0,1,2)	image
sub-075_ses-01_run-02_dwi	sub-075	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	17.83	2	(1,0,2)	image
sub-075_ses-01_run-05_dwi	sub-075	ses-01	run-05	Protocol B	PASS	none	50.25	none	(0,1,2)	scanner
sub-076_ses-01_run-01_dwi	sub-076	ses-01	run-01	Protocol A	PASS	none	40.22	none	(0,1,2)	image
sub-076_ses-01_run-02_dwi	sub-076	ses-01	run-02	Protocol A	PASS	none	21.70	none	(0,1,2)	image
sub-076_ses-01_run-05_dwi	sub-076	ses-01	run-05	Protocol B	PASS	none	46.15	none	(0,1,2)	image
sub-077_ses-01_run-01_dwi	sub-077	ses-01	run-01	Protocol A	PASS	none	45.93	none	(0,1,2)	scanner
sub-077_ses-01_run-02_dwi	sub-077	ses-01	run-02	Protocol A	REVIEW	axis_flip	49.72	2	(0,1,2)	scanner
sub-077_ses-01_run-05_dwi	sub-077	ses-01	run-05	Protocol B	PASS	none	33.45	none	(0,1,2)	image
sub-078_ses-01_run-01_dwi	sub-078	ses-01	run-01	Protocol A	PASS	none	39.75	none	(0,1,2)	scanner
sub-078_ses-01_run-02_dwi	sub-078	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	22.39	2	(1,0,2)	image
sub-078_ses-01_run-05_dwi	sub-078	ses-01	run-05	Protocol B	PASS	none	41.48	none	(0,1,2)	image
sub-079_ses-01_run-01_dwi	sub-079	ses-01	run-01	Protocol A	PASS	none	40.06	none	(0,1,2)	image
sub-079_ses-01_run-02_dwi	sub-079	ses-01	run-02	Protocol A	REVIEW	axis_swap	36.71	0	(2,1,0)	image
sub-079_ses-01_run-05_dwi	sub-079	ses-01	run-05	Protocol B	PASS	none	46.09	none	(0,1,2)	scanner
sub-080_ses-01_run-01_dwi	sub-080	ses-01	run-01	Protocol A	PASS	none	47.72	none	(0,1,2)	image
sub-080_ses-01_run-02_dwi	sub-080	ses-01	run-02	Protocol A	REVIEW	axis_flip_and_swap	49.16	2	(1,2,0)	image
sub-080_ses-01_run-05_dwi	sub-080	ses-01	run-05	Protocol B	PASS	none	45.41	none	(0,1,2)	image
sub-081_ses-01_run-01_dwi	sub-081	ses-01	run-01	Protocol A	PASS	none	47.61	none	(0,1,2)	scanner
sub-081_ses-01_run-02_dwi	sub-081	ses-01	run-02	Protocol A	REVIEW	axis_swap	21.22	none	(1,0,2)	scanner
sub-081_ses-01_run-05_dwi	sub-081	ses-01	run-05	Protocol B	PASS	none	38.92	none	(0,1,2)	image
sub-082_ses-01_run-01_dwi	sub-082	ses-01	run-01	Protocol A	PASS	none	39.81	none	(0,1,2)	scanner
sub-082_ses-01_run-02_dwi	sub-082	ses-01	run-02	Protocol A	REVIEW	axis_swap	34.50	0	(1,0,2)	image
sub-082_ses-01_run-03_dwi	sub-082	ses-01	run-03	Protocol B	PASS	none	38.49	none	(0,1,2)	scanner
sub-083_ses-01_run-01_dwi	sub-083	ses-01	run-01	Protocol A	PASS	none	45.83	none	(0,1,2)	image
sub-083_ses-01_run-02_dwi	sub-083	ses-01	run-02	Protocol A	PASS	none	19.21	none	(0,1,2)	scanner
sub-083_ses-01_run-05_dwi	sub-083	ses-01	run-05	Protocol B	PASS	none	42.73	none	(0,1,2)	scanner
sub-084_ses-01_run-01_dwi	sub-084	ses-01	run-01	Protocol A	PASS	none	39.58	none	(0,1,2)	image
sub-084_ses-01_run-02_dwi	sub-084	ses-01	run-02	Protocol A	REVIEW	axis_flip	53.96	2	(0,1,2)	scanner
sub-084_ses-01_run-05_dwi	sub-084	ses-01	run-05	Protocol B	REVIEW	axis_swap	38.70	none	(1,0,2)	image
