scan_id	subject	session	run	nifti	voxel_size_x	voxel_size_y	voxel_size_z	voxel_size_str	matrix_i	matrix_j	matrix_k	matrix_str	fov_x_mm	fov_y_mm	fov_z_mm	slice_thickness_mm	TR_s	TE_s	PhaseEncodingDirection	TotalReadoutTime	n_volumes	unique_bvals	n_b0	n_diffusion_directions	max_bvalue	orientation	protocol_id	protocol_label
sub-023_ses-01_run-01_dwi	sub-023	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-023/ses-01/dwi/sub-023_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-024_ses-02_run-02_dwi	sub-024	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-024/ses-02/dwi/sub-024_ses-02_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-025_ses-01_run-04_dwi	sub-025	ses-01	run-04	/lustre07/scratch/alexrees/bids/sub-025/ses-01/dwi/sub-025_ses-01_run-04_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-024_ses-02_run-05_dwi	sub-024	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-024/ses-02/dwi/sub-024_ses-02_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-025_ses-01_run-03_dwi	sub-025	ses-01	run-03	/lustre07/scratch/alexrees/bids/sub-025/ses-01/dwi/sub-025_ses-01_run-03_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-025_ses-01_run-01_dwi	sub-025	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-025/ses-01/dwi/sub-025_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	164	0,1000,2000	20	144	2000.0	LAS	Protocol C	Protocol C: b=0,1000,2000; 144 dir; 1×1×5 mm; n=2
sub-026_ses-01_run-02_dwi	sub-026	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-026/ses-01/dwi/sub-026_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-026_ses-01_run-01_dwi	sub-026	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-026/ses-01/dwi/sub-026_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-025_ses-02_run-01_dwi	sub-025	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-025/ses-02/dwi/sub-025_ses-02_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-026_ses-01_run-05_dwi	sub-026	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-026/ses-01/dwi/sub-026_ses-01_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-026_ses-02_run-05_dwi	sub-026	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-026/ses-02/dwi/sub-026_ses-02_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-025_ses-01_run-07_dwi	sub-025	ses-01	run-07	/lustre07/scratch/alexrees/bids/sub-025/ses-01/dwi/sub-025_ses-01_run-07_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-025_ses-02_run-05_dwi	sub-025	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-025/ses-02/dwi/sub-025_ses-02_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-025_ses-02_run-02_dwi	sub-025	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-025/ses-02/dwi/sub-025_ses-02_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-026_ses-02_run-02_dwi	sub-026	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-026/ses-02/dwi/sub-026_ses-02_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-026_ses-02_run-01_dwi	sub-026	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-026/ses-02/dwi/sub-026_ses-02_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-027_ses-02_run-05_dwi	sub-027	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-027/ses-02/dwi/sub-027_ses-02_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-028_ses-01_run-01_dwi	sub-028	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-028/ses-01/dwi/sub-028_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	307	0,1000,2000	20	287	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 287 dir; 1×1×5 mm; n=232
sub-027_ses-01_run-01_dwi	sub-027	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-027/ses-01/dwi/sub-027_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-028_ses-01_run-05_dwi	sub-028	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-028/ses-01/dwi/sub-028_ses-01_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-028_ses-02_run-01_dwi	sub-028	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-028/ses-02/dwi/sub-028_ses-02_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-027_ses-01_run-02_dwi	sub-027	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-027/ses-01/dwi/sub-027_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-028_ses-01_run-02_dwi	sub-028	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-028/ses-01/dwi/sub-028_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	307	0,1000,2000	20	287	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 287 dir; 1×1×5 mm; n=232
sub-027_ses-01_run-05_dwi	sub-027	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-027/ses-01/dwi/sub-027_ses-01_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-028_ses-02_run-02_dwi	sub-028	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-028/ses-02/dwi/sub-028_ses-02_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-027_ses-02_run-01_dwi	sub-027	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-027/ses-02/dwi/sub-027_ses-02_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-027_ses-02_run-02_dwi	sub-027	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-027/ses-02/dwi/sub-027_ses-02_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-028_ses-02_run-05_dwi	sub-028	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-028/ses-02/dwi/sub-028_ses-02_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-029_ses-01_run-02_dwi	sub-029	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-029/ses-01/dwi/sub-029_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-029_ses-02_run-01_dwi	sub-029	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-029/ses-02/dwi/sub-029_ses-02_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-030_ses-01_run-02_dwi	sub-030	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-030/ses-01/dwi/sub-030_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-029_ses-02_run-02_dwi	sub-029	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-029/ses-02/dwi/sub-029_ses-02_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-030_ses-01_run-01_dwi	sub-030	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-030/ses-01/dwi/sub-030_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-029_ses-01_run-05_dwi	sub-029	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-029/ses-01/dwi/sub-029_ses-01_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-029_ses-02_run-05_dwi	sub-029	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-029/ses-02/dwi/sub-029_ses-02_run-05_dwi.nii.gz	1.375	1.375	1.8199999332427976	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-029_ses-01_run-01_dwi	sub-029	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-029/ses-01/dwi/sub-029_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-030_ses-02_run-01_dwi	sub-030	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-030/ses-02/dwi/sub-030_ses-02_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-030_ses-02_run-05_dwi	sub-030	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-030/ses-02/dwi/sub-030_ses-02_run-05_dwi.nii.gz	1.375	1.375	1.8199999332427976	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-030_ses-01_run-05_dwi	sub-030	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-030/ses-01/dwi/sub-030_ses-01_run-05_dwi.nii.gz	1.375	1.375	1.8199999332427976	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-031_ses-01_run-02_dwi	sub-031	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-031/ses-01/dwi/sub-031_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-031_ses-01_run-05_dwi	sub-031	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-031/ses-01/dwi/sub-031_ses-01_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-031_ses-02_run-05_dwi	sub-031	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-031/ses-02/dwi/sub-031_ses-02_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-031_ses-02_run-02_dwi	sub-031	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-031/ses-02/dwi/sub-031_ses-02_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-031_ses-02_run-01_dwi	sub-031	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-031/ses-02/dwi/sub-031_ses-02_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-030_ses-02_run-02_dwi	sub-030	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-030/ses-02/dwi/sub-030_ses-02_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-032_ses-01_run-01_dwi	sub-032	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-032/ses-01/dwi/sub-032_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-031_ses-01_run-01_dwi	sub-031	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-031/ses-01/dwi/sub-031_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-032_ses-01_run-02_dwi	sub-032	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-032/ses-01/dwi/sub-032_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-032_ses-01_run-05_dwi	sub-032	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-032/ses-01/dwi/sub-032_ses-01_run-05_dwi.nii.gz	1.375	1.375	1.8199999332427976	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-033_ses-01_run-01_dwi	sub-033	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-033/ses-01/dwi/sub-033_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	27	0,1000,2000	20	7	2000.0	LAS	Protocol D	Protocol D: b=0,1000,2000; 7 dir; 1×1×5 mm; n=2
sub-034_ses-01_run-01_dwi	sub-034	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-034/ses-01/dwi/sub-034_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-034_ses-01_run-02_dwi	sub-034	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-034/ses-01/dwi/sub-034_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-034_ses-01_run-05_dwi	sub-034	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-034/ses-01/dwi/sub-034_ses-01_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-033_ses-01_run-02_dwi	sub-033	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-033/ses-01/dwi/sub-033_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	27	0,1000,2000	20	7	2000.0	LAS	Protocol D	Protocol D: b=0,1000,2000; 7 dir; 1×1×5 mm; n=2
sub-034_ses-02_run-01_dwi	sub-034	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-034/ses-02/dwi/sub-034_ses-02_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-034_ses-02_run-05_dwi	sub-034	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-034/ses-02/dwi/sub-034_ses-02_run-05_dwi.nii.gz	1.375	1.375	1.8199999332427976	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-035_ses-01_run-01_dwi	sub-035	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-035/ses-01/dwi/sub-035_ses-01_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-035_ses-01_run-02_dwi	sub-035	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-035/ses-01/dwi/sub-035_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-035_ses-02_run-01_dwi	sub-035	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-035/ses-02/dwi/sub-035_ses-02_run-01_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-034_ses-02_run-02_dwi	sub-034	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-034/ses-02/dwi/sub-034_ses-02_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
sub-035_ses-01_run-05_dwi	sub-035	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-035/ses-01/dwi/sub-035_ses-01_run-05_dwi.nii.gz	1.375	1.375	1.8200000524520876	1.38×1.38×1.82	160	160	32	160×160×32	220.0	220.0	58.24	1.4	4.14	0.051	j-	0.0160989	15	0,1000	4	11	1000.0	LAS	Protocol B	Protocol B: b=0,1000; 11 dir; 1.38×1.38×1.82 mm; n=121
sub-036_ses-01_run-02_dwi	sub-036	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-036/ses-01/dwi/sub-036_ses-01_run-02_dwi.nii.gz	1.0	1.0	5.0	1×1×5	220	220	30	220×220×30	220.0	220.0	150.0	5.0	3.5	0.075	j-	0.0678889	385	0,1000,2000	20	365	2000.0	LAS	Protocol A	Protocol A: b=0,1000,2000; 365 dir; 1×1×5 mm; n=232
