subject	session	status	output
sub-012	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
45.85         none                (0, 1, 2)           image
43.44         none                (0, 1, 2)           scanner
26.72            1                (2, 1, 0)           image
26.47            0                (0, 2, 1)           scanner
24.50         none                (0, 2, 1)           image
23.91            2                (0, 1, 2)           scanner
22.69            0                (1, 0, 2)           scanner
22.13            0                (0, 2, 1)           image
22.07            1                (0, 2, 1)           scanner
21.85         none                (0, 2, 1)           scanner
21.23            1                (0, 1, 2)           scanner
20.58         none                (2, 1, 0)           scanner
19.87            1                (2, 1, 0)           scanner
19.79            1                (2, 0, 1)           scanner
19.61         none                (1, 0, 2)           image
19.58         none                (1, 2, 0)           scanner
19.32         none                (1, 0, 2)           scanner
18.44            2                (1, 0, 2)           image
18.42            2                (1, 2, 0)           scanner
18.15            2                (2, 1, 0)           image
17.87            0                (2, 1, 0)           image
17.79         none                (1, 2, 0)           image
17.39            2                (2, 1, 0)           scanner
17.39         none                (2, 1, 0)           image
17.28            1                (0, 1, 2)           image
17.22            0                (2, 0, 1)           image
17.12            2                (1, 0, 2)           scanner
17.07         none                (2, 0, 1)           scanner
16.75            1                (0, 2, 1)           image
16.68            2                (0, 2, 1)           image
16.54            2                (2, 0, 1)           scanner
16.30            2                (0, 1, 2)           image
16.21            1                (1, 2, 0)           scanner
16.13            0                (0, 1, 2)           scanner
16.09         none                (2, 0, 1)           image
15.97            1                (1, 2, 0)           image
15.95            1                (2, 0, 1)           image
15.94            2                (2, 0, 1)           image
15.79            1                (1, 0, 2)           scanner
15.59            0                (1, 0, 2)           image
15.49            2                (0, 2, 1)           scanner
15.44            0                (1, 2, 0)           image
15.34            1                (1, 0, 2)           image
15.14            0                (2, 1, 0)           scanner
14.51            2                (1, 2, 0)           image
13.30            0                (0, 1, 2)           image
13.18            0                (2, 0, 1)           scanner
12.27            0                (1, 2, 0)           scanner"
sub-012	ses-01	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
22.18         none                (1, 0, 2)           image
18.29            2                (0, 2, 1)           scanner
17.58            2                (0, 2, 1)           image
17.21            0                (1, 2, 0)           image
16.98            2                (0, 1, 2)           scanner
16.60            0                (1, 0, 2)           scanner
16.52         none                (0, 2, 1)           image
16.01            2                (2, 0, 1)           image
15.91            0                (0, 1, 2)           image
15.87         none                (2, 1, 0)           scanner
15.86            2                (1, 2, 0)           scanner
15.65            1                (0, 1, 2)           image
15.45         none                (0, 1, 2)           image
15.35            0                (0, 2, 1)           image
15.06         none                (1, 2, 0)           scanner
15.03            0                (2, 1, 0)           image
15.02            1                (1, 2, 0)           scanner
14.84            1                (0, 1, 2)           scanner
14.73            0                (0, 2, 1)           scanner
14.64            1                (0, 2, 1)           image
14.46            1                (2, 1, 0)           scanner
14.43            0                (2, 0, 1)           scanner
14.43            2                (1, 0, 2)           scanner
14.18            1                (2, 1, 0)           image
13.78            1                (2, 0, 1)           image
13.69            1                (2, 0, 1)           scanner
13.60            2                (2, 1, 0)           scanner
13.47            2                (2, 1, 0)           image
13.30         none                (0, 1, 2)           scanner
13.04            2                (0, 1, 2)           image
12.84            1                (1, 0, 2)           scanner
12.78            1                (1, 2, 0)           image
12.77            1                (1, 0, 2)           image
12.71            2                (1, 2, 0)           image
12.44         none                (0, 2, 1)           scanner
12.35            0                (2, 1, 0)           scanner
12.22            0                (0, 1, 2)           scanner
12.15         none                (2, 1, 0)           image
12.12         none                (1, 2, 0)           image
12.12            0                (1, 2, 0)           scanner
11.65            1                (0, 2, 1)           scanner
11.58         none                (2, 0, 1)           scanner
11.47            2                (1, 0, 2)           image
11.41         none                (1, 0, 2)           scanner
10.44            0                (2, 0, 1)           image
10.16            2                (2, 0, 1)           scanner
10.13            0                (1, 0, 2)           image
 9.63         none                (2, 0, 1)           image"
sub-012	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
34.30         none                (0, 1, 2)           image
33.73         none                (0, 1, 2)           scanner
30.71            1                (2, 1, 0)           scanner
28.77            0                (0, 1, 2)           scanner
28.63            0                (1, 2, 0)           image
26.83            2                (1, 0, 2)           scanner
26.79            0                (0, 1, 2)           image
26.72            2                (0, 1, 2)           scanner
26.37            2                (1, 2, 0)           scanner
26.11            1                (1, 0, 2)           image
25.97            1                (2, 1, 0)           image
25.96            1                (0, 1, 2)           scanner
25.92            0                (1, 0, 2)           image
25.59            1                (0, 1, 2)           image
25.37         none                (2, 1, 0)           image
25.05         none                (0, 2, 1)           image
25.00            0                (2, 1, 0)           image
24.89            0                (1, 0, 2)           scanner
24.87         none                (1, 0, 2)           scanner
24.76            1                (0, 2, 1)           scanner
24.51            0                (2, 0, 1)           image
24.43         none                (2, 0, 1)           scanner
24.39            2                (1, 2, 0)           image
24.22            2                (0, 2, 1)           scanner
23.82         none                (2, 1, 0)           scanner
23.24         none                (1, 2, 0)           scanner
23.10         none                (1, 2, 0)           image
23.03            2                (1, 0, 2)           image
22.89            1                (1, 2, 0)           scanner
22.34         none                (0, 2, 1)           scanner
22.24            1                (2, 0, 1)           image
22.18            2                (0, 2, 1)           image
22.15         none                (1, 0, 2)           image
22.05            1                (1, 0, 2)           scanner
21.92            0                (1, 2, 0)           scanner
21.91            2                (2, 1, 0)           image
21.46            2                (2, 0, 1)           scanner
21.38         none                (2, 0, 1)           image
21.30            0                (0, 2, 1)           scanner
21.17            0                (0, 2, 1)           image
21.12            1                (1, 2, 0)           image
21.04            2                (0, 1, 2)           image
20.96            2                (2, 1, 0)           scanner
20.89            0                (2, 0, 1)           scanner
20.64            1                (0, 2, 1)           image
19.80            1                (2, 0, 1)           scanner
19.76            0                (2, 1, 0)           scanner
18.39            2                (2, 0, 1)           image"
sub-012	ses-02	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
37.46         none                (0, 1, 2)           scanner
32.60         none                (0, 1, 2)           image
26.12         none                (0, 2, 1)           image
25.41            0                (0, 1, 2)           scanner
24.46            1                (2, 1, 0)           scanner
24.06         none                (1, 0, 2)           image
22.66            2                (1, 0, 2)           image
21.25         none                (1, 0, 2)           scanner
20.84         none                (2, 1, 0)           scanner
20.83            2                (0, 2, 1)           image
20.74         none                (2, 1, 0)           image
20.72            2                (2, 0, 1)           scanner
20.45            2                (0, 1, 2)           scanner
19.80         none                (1, 2, 0)           image
19.72            2                (1, 2, 0)           scanner
19.40            2                (0, 1, 2)           image
19.36            1                (0, 1, 2)           image
19.31         none                (0, 2, 1)           scanner
19.20            0                (2, 1, 0)           image
19.15            0                (1, 2, 0)           image
19.04            1                (1, 2, 0)           scanner
18.64            2                (2, 1, 0)           scanner
18.58            2                (1, 2, 0)           image
18.37         none                (2, 0, 1)           scanner
18.36            2                (2, 1, 0)           image
18.27         none                (1, 2, 0)           scanner
17.63         none                (2, 0, 1)           image
17.55            0                (0, 2, 1)           image
17.35            1                (0, 1, 2)           scanner
17.16            1                (2, 0, 1)           image
17.02            0                (1, 0, 2)           scanner
16.59            0                (2, 0, 1)           scanner
16.43            1                (1, 0, 2)           image
16.24            1                (1, 2, 0)           image
16.10            0                (0, 1, 2)           image
15.93            2                (1, 0, 2)           scanner
15.92            0                (0, 2, 1)           scanner
15.84            2                (2, 0, 1)           image
15.78            1                (0, 2, 1)           image
15.66            1                (2, 1, 0)           image
15.46            1                (2, 0, 1)           scanner
15.43            1                (0, 2, 1)           scanner
14.58            2                (0, 2, 1)           scanner
14.28            0                (2, 0, 1)           image
14.22            0                (1, 0, 2)           image
14.11            1                (1, 0, 2)           scanner
13.62            0                (1, 2, 0)           scanner
13.42            0                (2, 1, 0)           scanner"
sub-012	ses-02	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
65.73            0                (1, 0, 2)           scanner
61.76            0                (0, 2, 1)           image
61.45            2                (0, 2, 1)           scanner
59.27            1                (1, 0, 2)           scanner
59.17            2                (1, 0, 2)           image
58.60            1                (0, 2, 1)           scanner
58.38         none                (2, 1, 0)           scanner
57.85         none                (1, 2, 0)           scanner
57.70            0                (1, 0, 2)           image
57.32            0                (1, 2, 0)           image
56.88            0                (1, 2, 0)           scanner
56.45            0                (2, 1, 0)           scanner
56.24            2                (1, 0, 2)           scanner
55.35         none                (1, 0, 2)           scanner
54.95            0                (0, 1, 2)           scanner
54.24            2                (1, 2, 0)           scanner
54.04            2                (1, 2, 0)           image
53.70            1                (1, 2, 0)           image
53.20            0                (0, 2, 1)           scanner
53.01            1                (2, 1, 0)           image
52.91            0                (2, 0, 1)           image
52.62         none                (2, 1, 0)           image
52.62            1                (0, 1, 2)           image
52.29            0                (2, 1, 0)           image
51.42            2                (2, 1, 0)           scanner
51.33         none                (1, 0, 2)           image
51.21            1                (2, 0, 1)           scanner
51.10            1                (0, 1, 2)           scanner
50.55            1                (1, 2, 0)           scanner
50.13            2                (2, 0, 1)           image
49.88         none                (1, 2, 0)           image
49.47            1                (0, 2, 1)           image
49.41            0                (0, 1, 2)           image
49.18            2                (2, 0, 1)           scanner
48.92            2                (0, 1, 2)           scanner
48.65            2                (2, 1, 0)           image
48.22         none                (0, 2, 1)           scanner
48.02         none                (0, 1, 2)           scanner
47.81            2                (0, 2, 1)           image
46.46            1                (2, 0, 1)           image
45.40            0                (2, 0, 1)           scanner
44.58            1                (1, 0, 2)           image
44.42            1                (2, 1, 0)           scanner
42.48         none                (2, 0, 1)           image
41.04         none                (0, 2, 1)           image
39.42         none                (0, 1, 2)           image
39.36         none                (2, 0, 1)           scanner
39.16            2                (0, 1, 2)           image"
sub-012	ses-02	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
29.45         none                (0, 1, 2)           scanner
26.32         none                (2, 1, 0)           scanner
26.30         none                (0, 1, 2)           image
24.72         none                (0, 2, 1)           scanner
24.15            1                (2, 1, 0)           image
23.70            0                (1, 0, 2)           scanner
23.38            1                (1, 2, 0)           scanner
23.16            1                (2, 1, 0)           scanner
23.14         none                (0, 2, 1)           image
22.87         none                (2, 0, 1)           image
22.87            2                (1, 0, 2)           image
22.46            2                (2, 1, 0)           image
22.31            1                (0, 1, 2)           scanner
22.29            2                (2, 1, 0)           scanner
22.22            0                (2, 1, 0)           scanner
21.93            2                (0, 2, 1)           image
21.80            0                (0, 1, 2)           image
21.69            2                (1, 2, 0)           scanner
21.65         none                (2, 1, 0)           image
21.65         none                (1, 0, 2)           image
21.59            1                (1, 0, 2)           scanner
21.58            0                (2, 0, 1)           image
21.52            0                (0, 2, 1)           scanner
21.15            1                (0, 1, 2)           image
20.77            2                (1, 0, 2)           scanner
20.73         none                (1, 2, 0)           image
20.59         none                (1, 0, 2)           scanner
20.58            1                (0, 2, 1)           image
20.44            0                (2, 0, 1)           scanner
20.32            2                (0, 2, 1)           scanner
19.87            2                (2, 0, 1)           scanner
19.86            1                (1, 0, 2)           image
19.77            2                (0, 1, 2)           image
19.59            0                (1, 0, 2)           image
19.53            2                (1, 2, 0)           image
19.45            0                (2, 1, 0)           image
19.31            0                (0, 2, 1)           image
18.84         none                (2, 0, 1)           scanner
18.79            1                (0, 2, 1)           scanner
18.78            0                (1, 2, 0)           image
18.76            0                (0, 1, 2)           scanner
18.75            1                (1, 2, 0)           image
18.23         none                (1, 2, 0)           scanner
17.95            2                (2, 0, 1)           image
17.86            1                (2, 0, 1)           scanner
17.51            2                (0, 1, 2)           scanner
16.13            1                (2, 0, 1)           image
14.23            0                (1, 2, 0)           scanner"
sub-013	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
46.45         none                (0, 1, 2)           image
43.02         none                (0, 1, 2)           scanner
29.11         none                (0, 2, 1)           image
27.89            0                (0, 2, 1)           scanner
27.75            0                (2, 1, 0)           scanner
27.33            2                (2, 0, 1)           scanner
27.16            1                (0, 1, 2)           scanner
27.13            2                (0, 1, 2)           image
27.08            1                (2, 1, 0)           image
26.32         none                (2, 1, 0)           image
25.76         none                (1, 0, 2)           scanner
24.52            1                (0, 1, 2)           image
23.91            2                (1, 2, 0)           image
23.64         none                (2, 0, 1)           image
23.49            1                (1, 2, 0)           scanner
23.48            1                (0, 2, 1)           image
23.33            1                (2, 1, 0)           scanner
23.01         none                (0, 2, 1)           scanner
22.39            0                (1, 2, 0)           scanner
21.99            2                (0, 2, 1)           scanner
21.96            2                (0, 1, 2)           scanner
21.84         none                (1, 0, 2)           image
21.82            2                (2, 1, 0)           image
21.71         none                (2, 1, 0)           scanner
21.45            1                (1, 0, 2)           image
20.97            0                (2, 0, 1)           image
20.91            2                (2, 1, 0)           scanner
20.85         none                (1, 2, 0)           image
20.66            0                (0, 2, 1)           image
20.50            2                (1, 0, 2)           image
20.35            0                (2, 1, 0)           image
20.27            0                (0, 1, 2)           scanner
20.22            0                (1, 2, 0)           image
20.08            2                (2, 0, 1)           image
19.97         none                (2, 0, 1)           scanner
19.93            2                (0, 2, 1)           image
18.97            2                (1, 0, 2)           scanner
18.59            0                (0, 1, 2)           image
18.42            0                (1, 0, 2)           image
18.26            1                (2, 0, 1)           image
17.98            1                (0, 2, 1)           scanner
17.64            2                (1, 2, 0)           scanner
17.53            1                (1, 0, 2)           scanner
17.44            1                (1, 2, 0)           image
16.88         none                (1, 2, 0)           scanner
16.05            0                (2, 0, 1)           scanner
15.94            1                (2, 0, 1)           scanner
15.73            0                (1, 0, 2)           scanner"
sub-013	ses-01	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
65.82            2                (0, 1, 2)           image
65.54            0                (0, 1, 2)           scanner
64.55            2                (0, 1, 2)           scanner
60.75         none                (0, 1, 2)           scanner
58.40            2                (1, 0, 2)           image
57.60            2                (2, 1, 0)           image
56.49         none                (2, 0, 1)           scanner
55.70         none                (1, 0, 2)           image
55.66         none                (1, 0, 2)           scanner
55.16         none                (0, 1, 2)           image
55.09            0                (1, 2, 0)           image
54.96            1                (0, 2, 1)           image
54.65         none                (2, 1, 0)           image
54.45            0                (2, 1, 0)           image
52.97            2                (1, 0, 2)           scanner
52.21            2                (1, 2, 0)           image
50.67            0                (0, 2, 1)           scanner
50.38         none                (0, 2, 1)           scanner
49.75         none                (0, 2, 1)           image
49.36            0                (2, 1, 0)           scanner
49.33            2                (0, 2, 1)           image
48.79            0                (2, 0, 1)           image
48.60            2                (2, 0, 1)           image
46.59         none                (1, 2, 0)           scanner
46.48            0                (2, 0, 1)           scanner
45.67            0                (0, 2, 1)           image
44.97         none                (1, 2, 0)           image
44.95            1                (2, 0, 1)           image
44.09            1                (0, 1, 2)           image
43.79         none                (2, 1, 0)           scanner
43.64            0                (1, 0, 2)           scanner
43.48            1                (1, 0, 2)           image
42.99            1                (2, 1, 0)           scanner
42.72            2                (0, 2, 1)           scanner
42.65            0                (1, 2, 0)           scanner
42.46            1                (2, 0, 1)           scanner
42.21            2                (2, 1, 0)           scanner
42.08            1                (1, 0, 2)           scanner
42.06            1                (0, 2, 1)           scanner
41.76            1                (1, 2, 0)           image
41.70            0                (0, 1, 2)           image
41.37            1                (0, 1, 2)           scanner
40.93            0                (1, 0, 2)           image
40.49            1                (2, 1, 0)           image
38.84         none                (2, 0, 1)           image
38.27            2                (2, 0, 1)           scanner
35.24            2                (1, 2, 0)           scanner
34.76            1                (1, 2, 0)           scanner"
sub-013	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
43.65         none                (0, 1, 2)           scanner
40.26         none                (0, 1, 2)           image
31.24            1                (2, 1, 0)           scanner
29.45            2                (1, 0, 2)           scanner
29.04         none                (1, 2, 0)           image
28.35            1                (0, 1, 2)           image
28.00            2                (2, 1, 0)           image
27.50            0                (1, 0, 2)           image
27.33         none                (1, 0, 2)           scanner
27.32            0                (0, 1, 2)           scanner
27.13            2                (0, 1, 2)           image
26.99         none                (1, 0, 2)           image
26.31            2                (1, 2, 0)           scanner
26.26            1                (1, 0, 2)           image
25.50            1                (2, 1, 0)           image
25.35            1                (0, 2, 1)           scanner
25.31            2                (0, 1, 2)           scanner
25.18         none                (2, 1, 0)           image
25.17            0                (2, 0, 1)           scanner
24.96            1                (1, 0, 2)           scanner
24.88            1                (2, 0, 1)           scanner
24.85            0                (1, 2, 0)           image
24.85            0                (2, 0, 1)           image
24.82            0                (0, 2, 1)           image
24.43            0                (0, 2, 1)           scanner
24.42            2                (1, 0, 2)           image
24.24            0                (1, 0, 2)           scanner
24.20            0                (0, 1, 2)           image
24.15            2                (0, 2, 1)           image
23.98         none                (0, 2, 1)           scanner
23.92            2                (0, 2, 1)           scanner
23.91         none                (2, 1, 0)           scanner
23.33            1                (0, 1, 2)           scanner
23.32            1                (0, 2, 1)           image
23.30            2                (2, 0, 1)           scanner
23.18            2                (2, 0, 1)           image
22.70         none                (1, 2, 0)           scanner
22.63            2                (1, 2, 0)           image
22.32         none                (0, 2, 1)           image
22.27            0                (1, 2, 0)           scanner
21.74            0                (2, 1, 0)           image
21.58            0                (2, 1, 0)           scanner
21.16            1                (1, 2, 0)           scanner
21.16            2                (2, 1, 0)           scanner
21.08            1                (1, 2, 0)           image
20.85            1                (2, 0, 1)           image
20.37         none                (2, 0, 1)           image
20.26         none                (2, 0, 1)           scanner"
sub-014	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
41.76         none                (0, 1, 2)           scanner
36.38         none                (0, 1, 2)           image
31.83            2                (0, 1, 2)           image
31.29            2                (1, 0, 2)           image
29.83            1                (0, 1, 2)           image
29.60         none                (1, 0, 2)           image
25.85            2                (0, 1, 2)           scanner
24.95            1                (1, 2, 0)           scanner
24.46         none                (1, 2, 0)           image
24.37            2                (2, 0, 1)           scanner
24.20            0                (2, 1, 0)           image
24.03            0                (1, 0, 2)           image
23.99            0                (0, 2, 1)           image
23.45         none                (0, 2, 1)           scanner
22.86            1                (1, 0, 2)           image
22.74            2                (2, 1, 0)           image
22.41         none                (2, 1, 0)           scanner
22.33            0                (0, 2, 1)           scanner
22.31            1                (0, 2, 1)           scanner
22.23         none                (0, 2, 1)           image
21.88            1                (2, 1, 0)           scanner
21.80            2                (1, 0, 2)           scanner
21.10         none                (1, 0, 2)           scanner
21.07            0                (1, 2, 0)           image
21.03            1                (2, 0, 1)           scanner
20.93            0                (2, 0, 1)           image
20.63            1                (2, 1, 0)           image
20.59            2                (0, 2, 1)           scanner
20.58         none                (2, 1, 0)           image
20.56         none                (2, 0, 1)           scanner
20.54            0                (0, 1, 2)           scanner
20.54            2                (2, 1, 0)           scanner
20.10            1                (0, 1, 2)           scanner
19.75            1                (0, 2, 1)           image
18.94            1                (1, 2, 0)           image
18.68            2                (1, 2, 0)           scanner
18.50         none                (1, 2, 0)           scanner
18.33            1                (1, 0, 2)           scanner
17.89            2                (1, 2, 0)           image
17.64            0                (2, 1, 0)           scanner
17.50            0                (0, 1, 2)           image
16.75            2                (2, 0, 1)           image
16.01            0                (2, 0, 1)           scanner
15.57            0                (1, 0, 2)           scanner
15.48         none                (2, 0, 1)           image
15.41            1                (2, 0, 1)           image
14.96            2                (0, 2, 1)           image
13.98            0                (1, 2, 0)           scanner"
sub-014	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
19.19         none                (0, 1, 2)           scanner
17.43            2                (0, 2, 1)           scanner
17.22            2                (0, 2, 1)           image
17.01         none                (2, 0, 1)           scanner
16.91            1                (1, 2, 0)           scanner
16.81            0                (1, 2, 0)           image
16.55            2                (1, 0, 2)           scanner
16.33            0                (2, 0, 1)           image
16.29         none                (1, 0, 2)           scanner
15.52            1                (2, 0, 1)           image
15.25            0                (1, 0, 2)           scanner
14.76         none                (0, 2, 1)           scanner
14.72            1                (2, 0, 1)           scanner
14.51            1                (2, 1, 0)           scanner
14.46            2                (1, 0, 2)           image
14.42            0                (0, 2, 1)           image
14.13            1                (0, 2, 1)           image
14.08         none                (2, 1, 0)           scanner
14.04            2                (2, 0, 1)           image
13.88            2                (1, 2, 0)           scanner
13.75         none                (1, 0, 2)           image
13.62            2                (0, 1, 2)           scanner
13.48            2                (1, 2, 0)           image
13.40            0                (2, 0, 1)           scanner
13.22            0                (0, 2, 1)           scanner
13.18         none                (0, 1, 2)           image
12.92            1                (1, 0, 2)           scanner
12.87            1                (0, 2, 1)           scanner
12.83         none                (2, 0, 1)           image
12.65            2                (0, 1, 2)           image
12.52            1                (1, 0, 2)           image
12.22            1                (2, 1, 0)           image
11.99            1                (0, 1, 2)           scanner
11.80         none                (2, 1, 0)           image
11.72            2                (2, 1, 0)           scanner
11.69            0                (2, 1, 0)           scanner
11.61            0                (0, 1, 2)           scanner
11.46            2                (2, 1, 0)           image
11.27            0                (1, 2, 0)           scanner
11.18         none                (1, 2, 0)           scanner
11.08            1                (0, 1, 2)           image
11.05            1                (1, 2, 0)           image
10.75            2                (2, 0, 1)           scanner
10.68         none                (1, 2, 0)           image
10.62            0                (1, 0, 2)           image
10.50         none                (0, 2, 1)           image
10.50            0                (2, 1, 0)           image
10.03            0                (0, 1, 2)           image"
sub-014	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
42.31         none                (0, 1, 2)           scanner
36.21         none                (0, 1, 2)           image
31.57            1                (1, 0, 2)           scanner
31.27            2                (0, 1, 2)           scanner
31.16            1                (2, 1, 0)           scanner
30.66            1                (0, 1, 2)           scanner
30.41         none                (2, 1, 0)           image
30.18            1                (1, 2, 0)           scanner
30.09            2                (1, 0, 2)           scanner
29.75         none                (0, 2, 1)           scanner
29.38            0                (0, 1, 2)           image
28.20            2                (1, 2, 0)           scanner
27.98            2                (0, 2, 1)           scanner
27.56            1                (2, 1, 0)           image
27.45            0                (0, 1, 2)           scanner
27.24         none                (1, 0, 2)           scanner
27.08            2                (2, 1, 0)           image
26.99            0                (1, 2, 0)           scanner
26.93            2                (0, 1, 2)           image
26.92         none                (1, 0, 2)           image
26.72         none                (0, 2, 1)           image
25.82            0                (1, 0, 2)           scanner
25.62            0                (2, 1, 0)           scanner
25.46            2                (1, 0, 2)           image
25.43            2                (0, 2, 1)           image
25.04            0                (2, 0, 1)           image
24.98         none                (2, 1, 0)           scanner
24.97            1                (2, 0, 1)           scanner
24.93            1                (0, 2, 1)           image
24.25            1                (1, 0, 2)           image
24.05            1                (2, 0, 1)           image
24.05            1                (1, 2, 0)           image
23.99            0                (0, 2, 1)           scanner
23.74         none                (2, 0, 1)           scanner
23.72            1                (0, 2, 1)           scanner
23.45         none                (2, 0, 1)           image
23.24         none                (1, 2, 0)           scanner
23.18            2                (2, 0, 1)           scanner
23.08         none                (1, 2, 0)           image
22.60            0                (1, 2, 0)           image
22.13            2                (1, 2, 0)           image
22.11            0                (2, 1, 0)           image
21.94            0                (0, 2, 1)           image
21.86            0                (1, 0, 2)           image
20.90            2                (2, 0, 1)           image
20.63            1                (0, 1, 2)           image
19.63            2                (2, 1, 0)           scanner
18.88            0                (2, 0, 1)           scanner"
sub-015	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
47.76         none                (0, 1, 2)           scanner
36.94         none                (0, 1, 2)           image
31.26            2                (0, 2, 1)           image
31.04            2                (0, 1, 2)           image
30.31            0                (0, 2, 1)           scanner
29.29            2                (0, 2, 1)           scanner
29.04         none                (0, 2, 1)           scanner
28.90         none                (1, 0, 2)           scanner
28.13            1                (2, 1, 0)           image
27.75            1                (0, 1, 2)           image
25.74            2                (2, 0, 1)           scanner
25.18         none                (0, 2, 1)           image
25.03            0                (0, 1, 2)           scanner
24.21            1                (0, 1, 2)           scanner
24.16            1                (2, 1, 0)           scanner
23.72            1                (0, 2, 1)           scanner
22.81            2                (0, 1, 2)           scanner
22.78         none                (1, 0, 2)           image
22.21            1                (1, 0, 2)           scanner
21.84         none                (1, 2, 0)           scanner
21.79            2                (1, 0, 2)           scanner
21.70            0                (2, 0, 1)           image
21.59            0                (1, 0, 2)           scanner
21.39         none                (2, 0, 1)           image
21.20         none                (2, 1, 0)           image
21.17            0                (2, 1, 0)           image
20.83            0                (2, 1, 0)           scanner
20.82            1                (2, 0, 1)           scanner
20.76            2                (1, 2, 0)           image
20.62            2                (2, 1, 0)           image
20.33            1                (0, 2, 1)           image
20.07            1                (1, 0, 2)           image
19.89         none                (2, 1, 0)           scanner
19.39            1                (2, 0, 1)           image
19.21            2                (2, 0, 1)           image
19.17            2                (2, 1, 0)           scanner
18.56         none                (2, 0, 1)           scanner
18.46            2                (1, 0, 2)           image
17.91            0                (2, 0, 1)           scanner
17.90         none                (1, 2, 0)           image
17.84            0                (0, 1, 2)           image
17.82            1                (1, 2, 0)           image
17.54            0                (0, 2, 1)           image
16.66            0                (1, 0, 2)           image
16.56            0                (1, 2, 0)           image
16.55            2                (1, 2, 0)           scanner
15.52            0                (1, 2, 0)           scanner
14.71            1                (1, 2, 0)           scanner"
sub-015	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
29.04            0                (0, 1, 2)           scanner
28.92         none                (1, 2, 0)           scanner
27.65            1                (0, 1, 2)           scanner
27.35            2                (0, 1, 2)           scanner
26.17            1                (0, 2, 1)           image
26.12         none                (1, 0, 2)           image
25.76            0                (0, 2, 1)           image
25.34            0                (2, 1, 0)           image
25.33            1                (0, 1, 2)           image
25.21            0                (0, 2, 1)           scanner
24.91            0                (1, 2, 0)           scanner
24.88         none                (0, 1, 2)           image
24.65         none                (2, 1, 0)           image
24.54            1                (2, 0, 1)           scanner
24.52            1                (1, 2, 0)           image
24.34         none                (2, 1, 0)           scanner
24.28            0                (1, 0, 2)           scanner
24.04            0                (0, 1, 2)           image
23.38            0                (1, 0, 2)           image
23.32            2                (1, 0, 2)           scanner
23.09            2                (2, 0, 1)           scanner
23.03            1                (0, 2, 1)           scanner
22.85            1                (2, 0, 1)           image
22.64            2                (1, 2, 0)           image
22.32         none                (2, 0, 1)           scanner
21.10            1                (1, 0, 2)           image
20.46            1                (1, 0, 2)           scanner
19.94            2                (1, 0, 2)           image
19.84            2                (2, 0, 1)           image
19.48            2                (0, 1, 2)           image
19.01         none                (2, 0, 1)           image
18.93            2                (0, 2, 1)           scanner
18.63            1                (1, 2, 0)           scanner
18.60         none                (1, 0, 2)           scanner
18.34            0                (2, 0, 1)           image
18.04            2                (1, 2, 0)           scanner
17.88            2                (2, 1, 0)           image
17.85         none                (1, 2, 0)           image
17.71         none                (0, 2, 1)           scanner
17.45            0                (2, 1, 0)           scanner
17.32            2                (0, 2, 1)           image
17.25            2                (2, 1, 0)           scanner
17.17            1                (2, 1, 0)           image
16.96         none                (0, 2, 1)           image
16.85         none                (0, 1, 2)           scanner
16.58            0                (1, 2, 0)           image
16.15            1                (2, 1, 0)           scanner
15.07            0                (2, 0, 1)           scanner"
