subject	session	status	output
sub-026	ses-02	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
43.73         none                (0, 1, 2)           scanner
42.41         none                (0, 1, 2)           image
31.76            1                (0, 1, 2)           scanner
29.24            1                (0, 1, 2)           image
28.05         none                (0, 2, 1)           image
27.37            0                (0, 2, 1)           scanner
26.64         none                (2, 1, 0)           scanner
26.53            1                (2, 1, 0)           scanner
26.48         none                (2, 1, 0)           image
26.43            0                (0, 1, 2)           image
25.69            2                (0, 1, 2)           scanner
24.80         none                (1, 0, 2)           scanner
24.44            2                (2, 0, 1)           scanner
24.35            2                (0, 1, 2)           image
24.13            0                (0, 2, 1)           image
23.91         none                (1, 0, 2)           image
23.21            2                (1, 0, 2)           scanner
23.17         none                (0, 2, 1)           scanner
22.59            0                (1, 0, 2)           scanner
22.56            1                (0, 2, 1)           image
22.37            2                (1, 0, 2)           image
22.35            0                (2, 1, 0)           scanner
22.32            2                (0, 2, 1)           image
22.23            1                (1, 0, 2)           image
22.16            1                (1, 2, 0)           scanner
21.67            1                (0, 2, 1)           scanner
21.63         none                (1, 2, 0)           scanner
21.49            1                (1, 0, 2)           scanner
21.30            2                (2, 1, 0)           scanner
21.28         none                (1, 2, 0)           image
21.10            0                (2, 1, 0)           image
21.07            2                (1, 2, 0)           image
21.00            0                (0, 1, 2)           scanner
20.52            2                (0, 2, 1)           scanner
20.50            1                (1, 2, 0)           image
20.45         none                (2, 0, 1)           scanner
20.37            0                (2, 0, 1)           scanner
20.24            0                (2, 0, 1)           image
20.19            0                (1, 2, 0)           scanner
20.16            2                (1, 2, 0)           scanner
20.04            1                (2, 0, 1)           scanner
19.56            0                (1, 2, 0)           image
19.39            2                (2, 0, 1)           image
19.20            1                (2, 0, 1)           image
19.15            1                (2, 1, 0)           image
18.23            0                (1, 0, 2)           image
17.12         none                (2, 0, 1)           image
15.37            2                (2, 1, 0)           image"
sub-026	ses-02	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
21.47            0                (0, 2, 1)           scanner
20.33         none                (2, 0, 1)           image
20.10         none                (0, 2, 1)           image
19.91            2                (1, 0, 2)           scanner
19.79         none                (0, 1, 2)           image
19.70            1                (1, 0, 2)           image
19.59            1                (0, 1, 2)           image
19.46            0                (2, 1, 0)           scanner
19.32            2                (0, 1, 2)           image
19.14            2                (2, 0, 1)           scanner
18.74         none                (2, 0, 1)           scanner
18.57         none                (1, 0, 2)           scanner
18.41            2                (1, 2, 0)           image
18.21            0                (2, 0, 1)           scanner
17.52            0                (1, 0, 2)           image
17.20            0                (2, 0, 1)           image
16.77            0                (2, 1, 0)           image
16.67         none                (0, 2, 1)           scanner
16.52            1                (0, 2, 1)           scanner
15.91         none                (1, 2, 0)           scanner
15.87            2                (0, 2, 1)           scanner
15.53            1                (0, 1, 2)           scanner
15.38            0                (1, 2, 0)           image
15.22            0                (0, 1, 2)           scanner
14.99            1                (2, 1, 0)           image
14.98         none                (2, 1, 0)           image
14.84         none                (0, 1, 2)           scanner
14.82            1                (1, 2, 0)           scanner
14.78         none                (1, 0, 2)           image
14.75         none                (1, 2, 0)           image
14.74            2                (2, 1, 0)           image
14.71            0                (1, 2, 0)           scanner
14.70            2                (0, 1, 2)           scanner
14.70         none                (2, 1, 0)           scanner
14.38            1                (2, 0, 1)           scanner
14.37            2                (0, 2, 1)           image
14.11            1                (2, 1, 0)           scanner
13.94            2                (2, 1, 0)           scanner
13.73            1                (0, 2, 1)           image
13.57            2                (1, 2, 0)           scanner
13.57            2                (2, 0, 1)           image
13.52            0                (0, 1, 2)           image
13.50            2                (1, 0, 2)           image
13.38            0                (1, 0, 2)           scanner
11.33            0                (0, 2, 1)           image
10.96            1                (2, 0, 1)           image
10.70            1                (1, 0, 2)           scanner
 9.81            1                (1, 2, 0)           image"
sub-026	ses-02	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
40.44         none                (0, 1, 2)           image
38.96         none                (0, 1, 2)           scanner
31.12            2                (0, 1, 2)           scanner
29.30            2                (1, 0, 2)           scanner
27.24            1                (1, 0, 2)           scanner
27.04            2                (0, 2, 1)           image
26.72            1                (2, 1, 0)           image
26.35            0                (1, 0, 2)           scanner
26.19         none                (1, 0, 2)           image
26.08            2                (0, 1, 2)           image
26.03            2                (2, 1, 0)           image
25.96            1                (2, 0, 1)           scanner
25.84         none                (1, 0, 2)           scanner
25.74            0                (2, 1, 0)           scanner
25.28            1                (0, 2, 1)           scanner
25.24            2                (2, 1, 0)           scanner
25.04         none                (1, 2, 0)           scanner
24.90            0                (0, 1, 2)           image
24.85         none                (2, 1, 0)           image
24.81            2                (0, 2, 1)           scanner
24.77            2                (1, 0, 2)           image
24.46            0                (0, 2, 1)           image
24.10            0                (0, 2, 1)           scanner
23.50         none                (2, 0, 1)           scanner
23.35            1                (0, 1, 2)           scanner
22.92         none                (0, 2, 1)           image
22.90         none                (2, 1, 0)           scanner
22.58         none                (2, 0, 1)           image
22.52            0                (2, 0, 1)           image
22.45         none                (1, 2, 0)           image
22.32            1                (0, 1, 2)           image
22.30            1                (1, 2, 0)           image
22.13            1                (1, 0, 2)           image
22.03         none                (0, 2, 1)           scanner
22.03            1                (2, 1, 0)           scanner
22.01            1                (1, 2, 0)           scanner
21.99            2                (2, 0, 1)           image
21.95            0                (2, 0, 1)           scanner
21.82            0                (1, 0, 2)           image
21.54            0                (0, 1, 2)           scanner
21.10            0                (1, 2, 0)           image
21.06            1                (0, 2, 1)           image
21.06            0                (2, 1, 0)           image
20.76            2                (2, 0, 1)           scanner
19.63            1                (2, 0, 1)           image
18.08            2                (1, 2, 0)           scanner
16.40            2                (1, 2, 0)           image
14.63            0                (1, 2, 0)           scanner"
sub-027	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
36.51         none                (0, 1, 2)           image
33.35         none                (0, 1, 2)           scanner
27.87            1                (0, 1, 2)           scanner
25.57         none                (1, 0, 2)           scanner
25.55            2                (0, 1, 2)           scanner
24.22         none                (2, 1, 0)           scanner
24.11            2                (0, 1, 2)           image
23.71         none                (1, 0, 2)           image
23.55            0                (0, 2, 1)           scanner
23.36            0                (2, 0, 1)           scanner
22.89            2                (1, 0, 2)           scanner
22.88         none                (0, 2, 1)           scanner
22.72            0                (0, 2, 1)           image
22.54            2                (0, 2, 1)           image
22.28            2                (1, 2, 0)           image
21.69            2                (1, 0, 2)           image
21.55            2                (1, 2, 0)           scanner
21.52            0                (2, 0, 1)           image
21.51            1                (1, 2, 0)           image
21.33            0                (1, 0, 2)           scanner
21.19            0                (1, 2, 0)           scanner
21.01            1                (0, 2, 1)           scanner
20.92            2                (2, 0, 1)           scanner
20.59            2                (0, 2, 1)           scanner
20.29            2                (2, 1, 0)           image
20.16            2                (2, 1, 0)           scanner
20.07            0                (1, 0, 2)           image
19.93         none                (1, 2, 0)           scanner
19.90            2                (2, 0, 1)           image
19.80            1                (2, 0, 1)           image
19.63            0                (1, 2, 0)           image
19.55            1                (1, 2, 0)           scanner
19.39            1                (1, 0, 2)           scanner
19.00            0                (0, 1, 2)           scanner
18.85            0                (2, 1, 0)           image
18.66            0                (0, 1, 2)           image
18.41            1                (2, 1, 0)           scanner
18.11            1                (0, 2, 1)           image
17.97            0                (2, 1, 0)           scanner
17.85         none                (2, 0, 1)           scanner
17.84            1                (1, 0, 2)           image
17.52            1                (2, 1, 0)           image
17.28         none                (0, 2, 1)           image
17.15         none                (1, 2, 0)           image
16.89         none                (2, 1, 0)           image
16.57            1                (0, 1, 2)           image
16.27            1                (2, 0, 1)           scanner
16.19         none                (2, 0, 1)           image"
sub-027	ses-01	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
17.83            2                (1, 0, 2)           image
17.20            1                (0, 1, 2)           scanner
16.51            0                (1, 0, 2)           scanner
16.08            2                (2, 0, 1)           image
15.88            0                (1, 2, 0)           image
15.65            0                (0, 1, 2)           scanner
15.57         none                (2, 1, 0)           scanner
14.87            1                (2, 1, 0)           image
14.86            1                (2, 0, 1)           image
14.74            1                (0, 2, 1)           image
14.72            0                (2, 0, 1)           image
14.58         none                (0, 1, 2)           image
14.50            2                (0, 1, 2)           scanner
14.49            0                (0, 2, 1)           scanner
14.42            2                (2, 1, 0)           scanner
14.24         none                (2, 1, 0)           image
14.20            2                (0, 2, 1)           image
14.01            0                (1, 0, 2)           image
14.01         none                (1, 2, 0)           image
13.89         none                (2, 0, 1)           scanner
13.73            0                (0, 1, 2)           image
13.61            1                (0, 1, 2)           image
13.61            2                (0, 1, 2)           image
13.51         none                (1, 0, 2)           image
13.08            2                (0, 2, 1)           scanner
12.89            1                (2, 1, 0)           scanner
12.89            1                (0, 2, 1)           scanner
12.76            0                (2, 1, 0)           image
12.69            2                (1, 0, 2)           scanner
12.63         none                (2, 0, 1)           image
12.59            0                (0, 2, 1)           image
12.57            0                (1, 2, 0)           scanner
12.46            2                (2, 0, 1)           scanner
12.39            2                (1, 2, 0)           scanner
12.12         none                (1, 0, 2)           scanner
12.05            1                (1, 0, 2)           image
11.99            1                (1, 2, 0)           image
11.73         none                (0, 1, 2)           scanner
11.50            2                (2, 1, 0)           image
11.44            0                (2, 0, 1)           scanner
11.29            2                (1, 2, 0)           image
11.28         none                (1, 2, 0)           scanner
11.27         none                (0, 2, 1)           image
11.07         none                (0, 2, 1)           scanner
10.97            1                (1, 0, 2)           scanner
10.73            1                (1, 2, 0)           scanner
10.11            0                (2, 1, 0)           scanner
 9.74            1                (2, 0, 1)           scanner"
sub-027	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
32.60         none                (0, 1, 2)           image
31.70            2                (0, 1, 2)           image
30.90         none                (0, 1, 2)           scanner
30.16            0                (0, 2, 1)           scanner
29.23            0                (0, 1, 2)           image
28.71            1                (2, 0, 1)           image
28.56            2                (0, 1, 2)           scanner
28.37            0                (0, 1, 2)           scanner
28.02         none                (2, 1, 0)           scanner
27.45         none                (2, 1, 0)           image
26.35            0                (2, 1, 0)           image
26.18            0                (1, 2, 0)           scanner
25.77         none                (1, 0, 2)           scanner
25.70            1                (2, 1, 0)           image
25.66         none                (0, 2, 1)           scanner
25.27            0                (1, 2, 0)           image
25.15            2                (2, 1, 0)           image
24.87            0                (1, 0, 2)           image
24.87            1                (1, 0, 2)           scanner
24.53            0                (2, 1, 0)           scanner
24.31            1                (2, 1, 0)           scanner
24.24         none                (1, 0, 2)           image
24.22            1                (0, 2, 1)           scanner
24.20            2                (2, 0, 1)           scanner
24.05            1                (1, 0, 2)           image
23.65            0                (2, 0, 1)           image
23.55            2                (1, 2, 0)           image
23.55            2                (1, 2, 0)           scanner
23.40            1                (2, 0, 1)           scanner
23.39            1                (1, 2, 0)           image
23.28            2                (1, 0, 2)           image
23.09         none                (0, 2, 1)           image
23.06            1                (1, 2, 0)           scanner
22.93            2                (0, 2, 1)           scanner
22.84            0                (0, 2, 1)           image
22.66            2                (2, 1, 0)           scanner
22.51         none                (2, 0, 1)           scanner
21.95            1                (0, 1, 2)           scanner
21.48         none                (1, 2, 0)           image
21.45            0                (1, 0, 2)           scanner
21.08            1                (0, 2, 1)           image
20.99            1                (0, 1, 2)           image
20.41            2                (1, 0, 2)           scanner
20.10            2                (0, 2, 1)           image
19.91         none                (2, 0, 1)           image
18.37            2                (2, 0, 1)           image
17.91            0                (2, 0, 1)           scanner
17.31         none                (1, 2, 0)           scanner"
sub-027	ses-02	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
30.28         none                (0, 1, 2)           image
27.36         none                (0, 1, 2)           scanner
26.88            1                (0, 1, 2)           scanner
26.03            1                (2, 1, 0)           scanner
25.01            2                (0, 1, 2)           scanner
24.06            2                (0, 1, 2)           image
24.01            0                (0, 1, 2)           scanner
23.92            2                (1, 0, 2)           scanner
23.50            2                (1, 0, 2)           image
23.49         none                (2, 1, 0)           scanner
23.46            1                (2, 1, 0)           image
23.40         none                (0, 2, 1)           scanner
23.25            1                (0, 2, 1)           scanner
23.11            0                (0, 2, 1)           scanner
22.88            0                (0, 2, 1)           image
22.41            2                (0, 2, 1)           scanner
22.31         none                (0, 2, 1)           image
22.17            2                (2, 1, 0)           scanner
21.67            1                (1, 0, 2)           scanner
21.59            1                (0, 2, 1)           image
21.13            0                (2, 1, 0)           scanner
21.06            2                (2, 0, 1)           scanner
20.88            0                (0, 1, 2)           image
20.47            0                (1, 2, 0)           scanner
20.39         none                (2, 1, 0)           image
20.34            0                (2, 1, 0)           image
20.29            1                (0, 1, 2)           image
20.15            1                (2, 0, 1)           scanner
19.39         none                (2, 0, 1)           scanner
19.09            0                (1, 0, 2)           scanner
18.94            0                (2, 0, 1)           image
18.91            0                (1, 2, 0)           image
18.86         none                (1, 0, 2)           scanner
18.63            1                (2, 0, 1)           image
18.40            2                (2, 1, 0)           image
18.34            2                (0, 2, 1)           image
18.16         none                (1, 0, 2)           image
18.10            1                (1, 2, 0)           scanner
16.99            0                (1, 0, 2)           image
16.95         none                (2, 0, 1)           image
16.66            2                (1, 2, 0)           scanner
16.50            0                (2, 0, 1)           scanner
16.09            2                (2, 0, 1)           image
16.08            2                (1, 2, 0)           image
16.01         none                (1, 2, 0)           scanner
15.56            1                (1, 0, 2)           image
14.96            1                (1, 2, 0)           image
14.60         none                (1, 2, 0)           image"
sub-027	ses-02	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
30.54            1                (1, 0, 2)           scanner
29.47         none                (1, 0, 2)           image
29.19            0                (0, 2, 1)           image
29.13         none                (0, 1, 2)           image
28.99            1                (0, 1, 2)           image
28.74            1                (2, 0, 1)           scanner
28.31         none                (1, 2, 0)           scanner
28.03            0                (1, 0, 2)           image
27.93            1                (2, 1, 0)           scanner
27.85            0                (1, 2, 0)           image
27.52            1                (1, 2, 0)           image
27.14         none                (1, 0, 2)           scanner
27.08            1                (1, 0, 2)           image
26.95            0                (1, 0, 2)           scanner
26.15            2                (1, 0, 2)           image
26.07            1                (0, 1, 2)           scanner
25.93         none                (2, 0, 1)           scanner
25.78         none                (1, 2, 0)           image
25.75            0                (1, 2, 0)           scanner
25.64            2                (0, 1, 2)           image
25.62            1                (2, 1, 0)           image
25.59            0                (0, 1, 2)           scanner
25.58            0                (2, 1, 0)           scanner
25.53            2                (0, 2, 1)           scanner
25.43            2                (1, 0, 2)           scanner
25.09            2                (2, 0, 1)           image
24.75            0                (0, 2, 1)           scanner
24.28            1                (1, 2, 0)           scanner
24.21         none                (0, 2, 1)           image
24.19            0                (2, 1, 0)           image
24.02            1                (2, 0, 1)           image
23.66            1                (0, 2, 1)           image
22.94         none                (2, 0, 1)           image
22.93            2                (1, 2, 0)           image
22.51         none                (2, 1, 0)           image
22.44            1                (0, 2, 1)           scanner
22.43         none                (0, 1, 2)           scanner
21.98            0                (0, 1, 2)           image
21.70         none                (2, 1, 0)           scanner
21.66            2                (2, 1, 0)           image
21.55            2                (2, 1, 0)           scanner
20.88            2                (1, 2, 0)           scanner
20.82            2                (0, 2, 1)           image
20.64            2                (2, 0, 1)           scanner
20.25            0                (2, 0, 1)           scanner
19.75            2                (0, 1, 2)           scanner
19.71            0                (2, 0, 1)           image
18.77         none                (0, 2, 1)           scanner"
sub-027	ses-02	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
37.50         none                (0, 1, 2)           image
32.34         none                (0, 1, 2)           scanner
31.53         none                (1, 0, 2)           image
29.96            2                (1, 0, 2)           scanner
29.37            0                (0, 1, 2)           image
28.73         none                (2, 0, 1)           scanner
28.00            0                (0, 1, 2)           scanner
27.92            1                (0, 1, 2)           scanner
27.71            1                (1, 0, 2)           scanner
27.06            1                (0, 1, 2)           image
26.56            0                (0, 2, 1)           image
25.43         none                (2, 1, 0)           image
25.26            1                (2, 0, 1)           scanner
25.06            1                (2, 1, 0)           image
25.03            0                (2, 1, 0)           scanner
24.54            2                (1, 2, 0)           image
24.34            0                (1, 2, 0)           image
24.32         none                (1, 0, 2)           scanner
24.31         none                (0, 2, 1)           image
24.22            1                (1, 0, 2)           image
24.04            0                (1, 2, 0)           scanner
23.93            0                (0, 2, 1)           scanner
23.82            1                (2, 0, 1)           image
23.65            1                (1, 2, 0)           scanner
23.53            1                (2, 1, 0)           scanner
23.44            2                (0, 2, 1)           image
23.33         none                (2, 1, 0)           scanner
23.26            2                (1, 0, 2)           image
23.04            0                (2, 1, 0)           image
23.02            0                (1, 0, 2)           image
23.00            1                (0, 2, 1)           image
22.84            2                (0, 1, 2)           scanner
22.55         none                (0, 2, 1)           scanner
22.55            1                (1, 2, 0)           image
22.54         none                (2, 0, 1)           image
22.46            2                (2, 1, 0)           image
22.24            2                (2, 0, 1)           scanner
21.98            1                (0, 2, 1)           scanner
21.90            2                (0, 2, 1)           scanner
21.25            0                (2, 0, 1)           image
21.14         none                (1, 2, 0)           scanner
20.31            2                (2, 1, 0)           scanner
20.19            0                (2, 0, 1)           scanner
19.92            2                (0, 1, 2)           image
19.04         none                (1, 2, 0)           image
18.82            0                (1, 0, 2)           scanner
18.23            2                (1, 2, 0)           scanner
17.99            2                (2, 0, 1)           image"
sub-028	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
39.24         none                (0, 1, 2)           image
36.11         none                (0, 1, 2)           scanner
32.75            2                (0, 1, 2)           image
26.51         none                (0, 2, 1)           image
25.91         none                (1, 0, 2)           image
24.44            1                (2, 1, 0)           scanner
24.27            0                (0, 2, 1)           image
24.00            2                (0, 1, 2)           scanner
23.45         none                (2, 0, 1)           image
23.26            0                (0, 2, 1)           scanner
22.71            2                (2, 1, 0)           scanner
22.31            1                (0, 1, 2)           image
22.21         none                (2, 1, 0)           scanner
21.75         none                (1, 0, 2)           scanner
21.61         none                (0, 2, 1)           scanner
21.12            2                (2, 1, 0)           image
21.03            2                (0, 2, 1)           scanner
20.89            1                (0, 2, 1)           scanner
20.85            2                (1, 0, 2)           scanner
20.71            2                (1, 0, 2)           image
20.45            2                (0, 2, 1)           image
20.43            0                (2, 1, 0)           image
20.36            1                (1, 2, 0)           scanner
20.09         none                (2, 0, 1)           scanner
19.99            2                (1, 2, 0)           image
19.97         none                (1, 2, 0)           scanner
19.78            2                (2, 0, 1)           image
19.75            0                (1, 2, 0)           image
19.62            1                (0, 1, 2)           scanner
19.40         none                (1, 2, 0)           image
19.31            1                (2, 0, 1)           scanner
19.11         none                (2, 1, 0)           image
19.02            0                (1, 2, 0)           scanner
18.94            1                (0, 2, 1)           image
18.90            0                (2, 0, 1)           image
18.88            1                (2, 0, 1)           image
18.69            0                (2, 1, 0)           scanner
18.65            1                (2, 1, 0)           image
18.08            2                (2, 0, 1)           scanner
17.84            1                (1, 2, 0)           image
17.78            2                (1, 2, 0)           scanner
17.77            0                (2, 0, 1)           scanner
17.46            0                (0, 1, 2)           image
17.13            1                (1, 0, 2)           image
16.54            1                (1, 0, 2)           scanner
16.45            0                (0, 1, 2)           scanner
16.33            0                (1, 0, 2)           scanner
13.71            0                (1, 0, 2)           image"
sub-028	ses-01	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
19.32         none                (1, 2, 0)           image
19.27            2                (0, 2, 1)           scanner
17.44         none                (1, 0, 2)           image
16.67            1                (1, 2, 0)           image
16.59            1                (2, 0, 1)           scanner
16.46         none                (0, 1, 2)           scanner
16.00         none                (1, 2, 0)           scanner
15.81         none                (1, 0, 2)           scanner
15.78            2                (0, 1, 2)           scanner
15.60            2                (0, 2, 1)           image
15.24            0                (2, 1, 0)           scanner
14.86         none                (2, 1, 0)           image
14.62            1                (0, 2, 1)           scanner
14.55            1                (0, 2, 1)           image
14.43            0                (2, 1, 0)           image
14.25            0                (2, 0, 1)           scanner
14.18            2                (2, 0, 1)           image
14.13         none                (0, 1, 2)           image
13.95         none                (0, 2, 1)           image
13.87            1                (1, 0, 2)           image
13.87            0                (1, 2, 0)           image
13.82            2                (0, 1, 2)           image
13.81            0                (0, 2, 1)           scanner
13.64            1                (1, 2, 0)           scanner
13.54         none                (2, 0, 1)           scanner
13.47         none                (0, 2, 1)           scanner
13.41            0                (0, 2, 1)           image
13.14            2                (1, 0, 2)           image
12.99            0                (1, 0, 2)           scanner
12.78            1                (2, 0, 1)           image
12.67            0                (2, 0, 1)           image
12.38            1                (0, 1, 2)           image
12.36            2                (2, 0, 1)           scanner
12.29            1                (1, 0, 2)           scanner
12.26            0                (0, 1, 2)           image
11.75            1                (2, 1, 0)           image
11.62            2                (2, 1, 0)           image
11.39            0                (1, 2, 0)           scanner
11.34            0                (1, 0, 2)           image
11.18            1                (2, 1, 0)           scanner
10.86            1                (0, 1, 2)           scanner
10.81            2                (2, 1, 0)           scanner
10.78            0                (0, 1, 2)           scanner
10.75            2                (1, 0, 2)           scanner
10.69         none                (2, 0, 1)           image
10.60         none                (2, 1, 0)           scanner
10.54            2                (1, 2, 0)           image
10.41            2                (1, 2, 0)           scanner"
sub-028	ses-01	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
43.94         none                (0, 1, 2)           scanner
31.72         none                (0, 1, 2)           image
31.15            2                (0, 1, 2)           scanner
30.74            1                (2, 1, 0)           image
29.39            2                (0, 1, 2)           image
29.31            0                (1, 2, 0)           image
29.24            0                (0, 1, 2)           scanner
29.18         none                (0, 2, 1)           image
28.98         none                (1, 0, 2)           image
28.64         none                (2, 1, 0)           image
28.31            1                (2, 1, 0)           scanner
28.01            2                (2, 1, 0)           image
27.52         none                (2, 1, 0)           scanner
27.30            1                (0, 1, 2)           scanner
27.25         none                (1, 0, 2)           scanner
26.99         none                (1, 2, 0)           image
26.81            2                (1, 0, 2)           image
26.41            1                (0, 2, 1)           scanner
26.24            0                (1, 2, 0)           scanner
25.91            2                (2, 0, 1)           image
25.55            0                (2, 1, 0)           image
25.08            1                (1, 0, 2)           image
24.98            2                (1, 0, 2)           scanner
24.78         none                (0, 2, 1)           scanner
24.60            1                (1, 2, 0)           scanner
24.13            2                (2, 1, 0)           scanner
23.94            0                (0, 1, 2)           image
23.79            2                (2, 0, 1)           scanner
23.63            2                (1, 2, 0)           scanner
23.55            0                (0, 2, 1)           image
23.55            1                (0, 2, 1)           image
23.53            0                (2, 0, 1)           image
23.51            1                (0, 1, 2)           image
23.40            1                (1, 2, 0)           image
22.99            2                (0, 2, 1)           image
22.79            2                (0, 2, 1)           scanner
22.79            1                (1, 0, 2)           scanner
22.48            0                (1, 0, 2)           image
22.33            0                (0, 2, 1)           scanner
22.11         none                (2, 0, 1)           scanner
21.40            1                (2, 0, 1)           scanner
20.92            0                (1, 0, 2)           scanner
20.74            0                (2, 0, 1)           scanner
20.26            0                (2, 1, 0)           scanner
20.16            1                (2, 0, 1)           image
19.81         none                (2, 0, 1)           image
18.96         none                (1, 2, 0)           scanner
17.29            2                (1, 2, 0)           image"
sub-028	ses-02	PASS	"Mean length     Axis flipped    Axis permutations    Axis basis
42.15         none                (0, 1, 2)           scanner
40.56         none                (0, 1, 2)           image
28.41            0                (0, 2, 1)           scanner
28.32         none                (2, 1, 0)           image
27.73            1                (0, 1, 2)           scanner
27.60            2                (0, 1, 2)           image
25.76         none                (0, 2, 1)           image
25.73            1                (2, 1, 0)           scanner
25.26            1                (0, 1, 2)           image
24.27         none                (1, 0, 2)           image
23.96         none                (1, 0, 2)           scanner
23.86            2                (0, 2, 1)           scanner
23.69            1                (1, 2, 0)           scanner
23.39            0                (2, 1, 0)           image
22.97         none                (2, 1, 0)           scanner
22.81            1                (0, 2, 1)           scanner
22.79            0                (1, 2, 0)           image
22.70            0                (0, 1, 2)           scanner
22.63            2                (0, 1, 2)           scanner
22.49            2                (1, 2, 0)           image
22.43            1                (2, 1, 0)           image
22.15         none                (1, 2, 0)           image
22.12            0                (2, 1, 0)           scanner
21.98            0                (0, 2, 1)           image
21.72         none                (0, 2, 1)           scanner
21.42            0                (0, 1, 2)           image
21.42            0                (2, 0, 1)           scanner
21.22            1                (1, 0, 2)           scanner
21.13            0                (2, 0, 1)           image
21.09         none                (1, 2, 0)           scanner
21.06            0                (1, 2, 0)           scanner
20.96            0                (1, 0, 2)           scanner
20.94         none                (2, 0, 1)           scanner
20.91            2                (2, 0, 1)           scanner
20.75         none                (2, 0, 1)           image
20.44            2                (1, 0, 2)           scanner
20.43            1                (0, 2, 1)           image
20.09            2                (1, 0, 2)           image
19.99            1                (1, 0, 2)           image
19.74            2                (2, 1, 0)           image
19.45            2                (1, 2, 0)           scanner
19.41            2                (0, 2, 1)           image
18.66            1                (2, 0, 1)           image
18.07            1                (1, 2, 0)           image
17.74            2                (2, 1, 0)           scanner
16.97            1                (2, 0, 1)           scanner
16.84            2                (2, 0, 1)           image
13.70            0                (1, 0, 2)           image"
sub-028	ses-02	REVIEW	"Mean length     Axis flipped    Axis permutations    Axis basis
17.77            1                (2, 0, 1)           scanner
16.79            2                (0, 2, 1)           image
16.30         none                (2, 1, 0)           image
15.85            2                (1, 2, 0)           image
15.55         none                (2, 1, 0)           scanner
15.50            0                (2, 1, 0)           scanner
15.45            0                (1, 0, 2)           image
15.39            1                (1, 0, 2)           image
15.35            2                (2, 1, 0)           image
14.99         none                (2, 0, 1)           image
14.90            2                (0, 1, 2)           image
14.75         none                (0, 1, 2)           scanner
14.67            1                (0, 1, 2)           scanner
14.53            2                (2, 1, 0)           scanner
14.34            1                (2, 0, 1)           image
14.33            2                (2, 0, 1)           scanner
14.15            2                (0, 2, 1)           scanner
14.07         none                (1, 0, 2)           scanner
13.61            0                (0, 1, 2)           scanner
13.55            1                (0, 1, 2)           image
13.46            0                (0, 1, 2)           image
13.28            1                (1, 0, 2)           scanner
13.15            0                (2, 1, 0)           image
12.84            0                (1, 0, 2)           scanner
12.79            2                (1, 0, 2)           scanner
12.74         none                (1, 2, 0)           scanner
12.73            2                (1, 2, 0)           scanner
12.70         none                (0, 1, 2)           image
12.67            2                (0, 1, 2)           scanner
12.56         none                (1, 2, 0)           image
12.47            0                (2, 0, 1)           image
12.28            1                (2, 1, 0)           scanner
12.27            1                (0, 2, 1)           scanner
12.18            1                (2, 1, 0)           image
12.17         none                (2, 0, 1)           scanner
12.14            1                (1, 2, 0)           image
12.13            0                (2, 0, 1)           scanner
12.07            2                (1, 0, 2)           image
11.94            2                (2, 0, 1)           image
11.89            0                (0, 2, 1)           image
11.83            0                (1, 2, 0)           scanner
11.82         none                (0, 2, 1)           scanner
11.48            0                (0, 2, 1)           scanner
11.11         none                (1, 0, 2)           image
11.11            1                (0, 2, 1)           image
10.57            1                (1, 2, 0)           scanner
10.54         none                (0, 2, 1)           image
10.53            0                (1, 2, 0)           image"
