scan_id	subject	session	run	protocol_id	mask_file_present	mask_voxels	voxel_volume_mm3	brain_volume_mm3	brain_fraction
sub-038_ses-01_run-05_dwi	sub-038	ses-01	run-05	Protocol B	True	197903.0	3.440937599167228	680971.873687992	0.241580810546875
sub-038_ses-02_run-01_dwi	sub-038	ses-02	run-01	Protocol A	True	248801.0	5.0	1244005.0	0.1713505509641873
sub-038_ses-02_run-02_dwi	sub-038	ses-02	run-02	Protocol A	True	1070538.0	5.0	5352690.0	0.7372851239669421
sub-038_ses-02_run-05_dwi	sub-038	ses-02	run-05	Protocol B	True	212252.0	3.4409373737871642	730345.8394610732	0.2590966796875
sub-039_ses-01_run-01_dwi	sub-039	ses-01	run-01	Protocol A	True	273877.0	5.0	1369385.0	0.1886205234159779
sub-039_ses-01_run-02_dwi	sub-039	ses-01	run-02	Protocol A	True	581980.0	5.0	2909900.0	0.4008126721763085
sub-039_ses-01_run-05_dwi	sub-039	ses-01	run-05	Protocol B	True	177179.0	3.440937599167228	609661.8828828504	0.216282958984375
sub-039_ses-02_run-01_dwi	sub-039	ses-02	run-01	Protocol A	True	281245.0	5.0	1406225.0	0.1936949035812672
sub-039_ses-02_run-02_dwi	sub-039	ses-02	run-02	Protocol A	True	587127.0	5.0	2935635.0	0.4043574380165289
sub-039_ses-02_run-05_dwi	sub-039	ses-02	run-05	Protocol B	True	227230.0	3.440937599167228	781884.2506587693	0.27738037109375
sub-040_ses-01_run-01_dwi	sub-040	ses-01	run-01	Protocol A	True	227380.0	5.0	1136900.0	0.1565977961432507
sub-040_ses-01_run-02_dwi	sub-040	ses-01	run-02	Protocol A	True	540592.0	5.0	2702960.0	0.3723085399449036
sub-040_ses-01_run-05_dwi	sub-040	ses-01	run-05	Protocol B	True	176297.0	3.440937599167228	606626.9759203849	0.215206298828125
sub-040_ses-02_run-01_dwi	sub-040	ses-02	run-01	Protocol A	True	226890.0	5.0	1134450.0	0.1562603305785124
sub-040_ses-02_run-02_dwi	sub-040	ses-02	run-02	Protocol A	True	438016.0	5.0	2190080.0	0.30166391184573
sub-040_ses-02_run-05_dwi	sub-040	ses-02	run-05	Protocol B	True	178039.0	3.440937599167228	612621.0892181342	0.217332763671875
sub-041_ses-01_run-01_dwi	sub-041	ses-01	run-01	Protocol A	True	241845.0	5.0	1209225.0	0.1665599173553719
sub-041_ses-01_run-02_dwi	sub-041	ses-01	run-02	Protocol A	True	1182580.0	5.0	5912900.0	0.8144490358126721
sub-041_ses-01_run-05_dwi	sub-041	ses-01	run-05	Protocol B	True	113642.0	3.4409373737871642	391035.0050319209	0.13872314453125
sub-041_ses-02_run-01_dwi	sub-041	ses-02	run-01	Protocol A	True	239620.0	5.0	1198100.0	0.1650275482093663
sub-041_ses-02_run-02_dwi	sub-041	ses-02	run-02	Protocol A	True	417390.0	5.0	2086950.0	0.2874586776859504
sub-041_ses-02_run-05_dwi	sub-041	ses-02	run-05	Protocol B	True	143952.0	3.440937599167228	495329.8492753208	0.17572265625
sub-042_ses-01_run-01_dwi	sub-042	ses-01	run-01	Protocol A	True	218310.0	5.0	1091550.0	0.1503512396694215
sub-042_ses-01_run-02_dwi	sub-042	ses-01	run-02	Protocol A	True	238019.0	5.0	1190095.0	0.1639249311294766
sub-042_ses-01_run-05_dwi	sub-042	ses-01	run-05	Protocol B	True	136722.0	3.4409373737871642	470451.8396189287	0.16689697265625
sub-043_ses-02_run-01_dwi	sub-043	ses-02	run-01	Protocol A	True	303428.0	5.0	1517140.0	0.2089724517906336
sub-043_ses-02_run-02_dwi	sub-043	ses-02	run-02	Protocol A	True	302190.0	5.0	1510950.0	0.2081198347107438
sub-043_ses-02_run-03_dwi	sub-043	ses-02	run-03	Protocol A	True	1154551.0	5.0	5772755.0	0.7951453168044077
sub-043_ses-02_run-04_dwi	sub-043	ses-02	run-04	Protocol A	True	501258.0	5.0	2506290.0	0.3452190082644628
sub-043_ses-02_run-09_dwi	sub-043	ses-02	run-09	Protocol B	True	212865.0	3.440937599167228	732455.182046732	0.259844970703125
sub-043_ses-02_run-10_dwi	sub-043	ses-02	run-10	Protocol B	True	161132.0	3.440937599167228	554445.1572290139	0.1966943359375
sub-044_ses-01_run-01_dwi	sub-044	ses-01	run-01	Protocol A	True	239695.0	5.0	1198475.0	0.1650792011019283
sub-044_ses-01_run-02_dwi	sub-044	ses-01	run-02	Protocol A	True	1207516.0	5.0	6037580.0	0.8316225895316804
sub-044_ses-01_run-05_dwi	sub-044	ses-01	run-05	Protocol B	True	125830.0	3.440937599167228	432973.1781032123	0.15360107421875
sub-044_ses-02_run-01_dwi	sub-044	ses-02	run-01	Protocol A	True	233117.0	5.0	1165585.0	0.1605488980716253
sub-044_ses-02_run-02_dwi	sub-044	ses-02	run-02	Protocol A	True	294621.0	5.0	1473105.0	0.2029070247933884
sub-044_ses-02_run-05_dwi	sub-044	ses-02	run-05	Protocol B	True	112727.0	3.440937599167228	387886.57274132414	0.137606201171875
sub-045_ses-01_run-01_dwi	sub-045	ses-01	run-01	Protocol A	True	248009.0	5.0	1240045.0	0.1708050964187328
sub-045_ses-01_run-02_dwi	sub-045	ses-01	run-02	Protocol A	True	1152159.0	5.0	5760795.0	0.7934979338842976
sub-045_ses-01_run-05_dwi	sub-045	ses-01	run-05	Protocol B	True	214474.0	3.440937599167228	737991.6506437921	0.26180908203125
sub-046_ses-01_run-01_dwi	sub-046	ses-01	run-01	Protocol A	True	244738.0	5.0	1223690.0	0.1685523415977961
sub-046_ses-01_run-02_dwi	sub-046	ses-01	run-02	Protocol A	True	1086831.0	5.0	5434155.0	0.7485061983471074
sub-046_ses-01_run-05_dwi	sub-046	ses-01	run-05	Protocol B	True	193141.0	3.440937599167228	664586.1288407577	0.235767822265625
sub-046_ses-02_run-01_dwi	sub-046	ses-02	run-01	Protocol A	True	241050.0	5.0	1205250.0	0.1660123966942149
sub-046_ses-02_run-02_dwi	sub-046	ses-02	run-02	Protocol A	True	1171448.0	5.0	5857240.0	0.8067823691460055
sub-046_ses-02_run-05_dwi	sub-046	ses-02	run-05	Protocol B	True	225328.0	3.440937599167228	775339.5873451532	0.27505859375
sub-047_ses-01_run-01_dwi	sub-047	ses-01	run-01	Protocol F	True	175598.0	6.506777089331763	1142577.043332479	0.1209352617079889
sub-047_ses-01_run-02_dwi	sub-047	ses-01	run-02	Protocol F	True	396165.0	6.506777089331763	2577757.3455951177	0.2728409090909091
sub-047_ses-01_run-03_dwi	sub-047	ses-01	run-03	Protocol E	True	176338.0	6.506777089331763	1147392.0583785845	0.1214449035812672
sub-047_ses-01_run-04_dwi	sub-047	ses-01	run-04	Protocol E	True	354805.0	6.506777089331763	2308637.045180356	0.2443560606060606
sub-047_ses-01_run-07_dwi	sub-047	ses-01	run-07	Protocol B	True	202488.0	3.4409373737871642	696748.5269434153	0.247177734375
sub-047_ses-02_run-01_dwi	sub-047	ses-02	run-01	Protocol A	True	237085.0	5.0	1185425.0	0.1632816804407713
sub-047_ses-02_run-02_dwi	sub-047	ses-02	run-02	Protocol A	True	541600.0	5.0	2708000.0	0.3730027548209366
sub-047_ses-02_run-05_dwi	sub-047	ses-02	run-05	Protocol B	True	194688.0	3.440937599167228	669909.2593066694	0.23765625
sub-048_ses-01_run-01_dwi	sub-048	ses-01	run-01	Protocol A	True	270306.0	5.0	1351530.0	0.1861611570247933
sub-048_ses-01_run-02_dwi	sub-048	ses-01	run-02	Protocol A	True	520869.0	5.0	2604345.0	0.3587252066115702
sub-048_ses-01_run-05_dwi	sub-048	ses-01	run-05	Protocol B	True	184381.0	3.440937599167228	634443.5154720527	0.225074462890625
sub-048_ses-02_run-01_dwi	sub-048	ses-02	run-01	Protocol A	True	271476.0	5.0	1357380.0	0.1869669421487603
sub-048_ses-02_run-02_dwi	sub-048	ses-02	run-02	Protocol A	True	1177837.0	5.0	5889185.0	0.8111825068870523
sub-048_ses-02_run-05_dwi	sub-048	ses-02	run-05	Protocol B	True	171934.0	3.4409373737871642	591614.1264247223	0.20988037109375
sub-049_ses-01_run-01_dwi	sub-049	ses-01	run-01	Protocol A	True	250159.0	5.0	1250795.0	0.1722858126721763
sub-049_ses-01_run-02_dwi	sub-049	ses-01	run-02	Protocol A	True	1243206.0	5.0	6216030.0	0.856202479338843
sub-049_ses-01_run-05_dwi	sub-049	ses-01	run-05	Protocol B	True	188844.0	3.4409373737871642	649800.3774154632	0.2305224609375
sub-050_ses-01_run-01_dwi	sub-050	ses-01	run-01	Protocol A	True	266042.0	5.0	1330210.0	0.1832245179063361
sub-050_ses-01_run-02_dwi	sub-050	ses-01	run-02	Protocol A	True	1063916.0	5.0	5319580.0	0.7327245179063361
sub-050_ses-01_run-05_dwi	sub-050	ses-01	run-05	Protocol B	True	218191.0	3.440937599167228	750781.6156998967	0.266346435546875
sub-051_ses-01_run-01_dwi	sub-051	ses-01	run-01	Protocol A	True	243431.0	5.0	1217155.0	0.1676522038567493
sub-051_ses-01_run-02_dwi	sub-051	ses-01	run-02	Protocol A	True	989888.0	5.0	4949440.0	0.6817410468319559
sub-051_ses-01_run-05_dwi	sub-051	ses-01	run-05	Protocol B	True	144994.0	3.4409373737871642	498915.2735748961	0.17699462890625
sub-052_ses-01_run-01_dwi	sub-052	ses-01	run-01	Protocol A	True	262210.0	5.0	1311050.0	0.1805853994490358
sub-052_ses-01_run-02_dwi	sub-052	ses-01	run-02	Protocol A	True	572611.0	5.0	2863055.0	0.3943601928374655
sub-052_ses-01_run-05_dwi	sub-052	ses-01	run-05	Protocol B	True	195376.0	3.440937599167228	672276.6243748964	0.23849609375
sub-052_ses-02_run-01_dwi	sub-052	ses-02	run-01	Protocol A	True	249296.0	5.0	1246480.0	0.1716914600550964
sub-052_ses-02_run-02_dwi	sub-052	ses-02	run-02	Protocol A	True	1095672.0	5.0	5478360.0	0.754595041322314
sub-052_ses-02_run-05_dwi	sub-052	ses-02	run-05	Protocol B	True	205428.0	3.4409373737871642	706864.8828223496	0.2507666015625
sub-053_ses-01_run-01_dwi	sub-053	ses-01	run-01	Protocol A	True	246888.0	5.0	1234440.0	0.1700330578512396
sub-053_ses-01_run-02_dwi	sub-053	ses-01	run-02	Protocol A	True	1167007.0	5.0	5835035.0	0.803723829201102
sub-053_ses-01_run-05_dwi	sub-053	ses-01	run-05	Protocol B	True	157839.0	3.4409373737871642	543114.1141411922	0.192674560546875
sub-054_ses-01_run-01_dwi	sub-054	ses-01	run-01	Protocol A	True	270151.0	5.0	1350755.0	0.1860544077134986
sub-054_ses-01_run-02_dwi	sub-054	ses-01	run-02	Protocol A	True	1180139.0	5.0	5900695.0	0.8127679063360882
sub-054_ses-01_run-05_dwi	sub-054	ses-01	run-05	Protocol B	True	130287.0	3.440937599167228	448309.43698270066	0.159041748046875
sub-054_ses-02_run-01_dwi	sub-054	ses-02	run-01	Protocol A	True	248563.0	5.0	1242815.0	0.1711866391184573
sub-054_ses-02_run-05_dwi	sub-054	ses-02	run-05	Protocol B	True	142727.0	3.440937599167228	491114.700716341	0.174227294921875
sub-056_ses-01_run-01_dwi	sub-056	ses-01	run-01	Protocol A	True	275069.0	5.0	1375345.0	0.1894414600550964
sub-056_ses-01_run-05_dwi	sub-056	ses-01	run-05	Protocol B	True	186218.0	3.440937599167228	640764.5178417229	0.22731689453125
sub-057_ses-01_run-01_dwi	sub-057	ses-01	run-01	Protocol A	True	245322.0	5.0	1226610.0	0.1689545454545454
sub-057_ses-01_run-02_dwi	sub-057	ses-01	run-02	Protocol A	True	270201.0	5.0	1351005.0	0.1860888429752066
sub-057_ses-01_run-05_dwi	sub-057	ses-01	run-05	Protocol B	True	169393.0	3.440937599167228	582870.7427357343	0.206778564453125
sub-058_ses-01_run-01_dwi	sub-058	ses-01	run-01	Protocol A	True	243917.0	5.0	1219585.0	0.1679869146005509
sub-058_ses-01_run-02_dwi	sub-058	ses-01	run-02	Protocol A	True	477039.0	5.0	2385195.0	0.3285392561983471
sub-058_ses-01_run-05_dwi	sub-058	ses-01	run-05	Protocol B	True	202712.0	3.440937599167228	697519.3426023872	0.247451171875
sub-059_ses-01_run-01_dwi	sub-059	ses-01	run-01	Protocol A	True	244063.0	5.0	1220315.0	0.1680874655647383
sub-059_ses-01_run-02_dwi	sub-059	ses-01	run-02	Protocol A	True	1224890.0	5.0	6124450.0	0.8435881542699725
sub-059_ses-01_run-05_dwi	sub-059	ses-01	run-05	Protocol B	True	184987.0	3.440937599167228	636528.7236571481	0.225814208984375
sub-060_ses-01_run-01_dwi	sub-060	ses-01	run-01	Protocol A	True	243038.0	5.0	1215190.0	0.1673815426997245
sub-060_ses-01_run-02_dwi	sub-060	ses-01	run-02	Protocol A	True	358935.0	5.0	1794675.0	0.2472004132231404
sub-060_ses-01_run-05_dwi	sub-060	ses-01	run-05	Protocol B	True	113704.0	3.4409373737871642	391248.3431490957	0.138798828125
sub-061_ses-01_run-01_dwi	sub-061	ses-01	run-01	Protocol A	True	237341.0	5.0	1186705.0	0.1634579889807162
sub-061_ses-01_run-05_dwi	sub-061	ses-01	run-05	Protocol B	True	98542.0	3.440937599167228	339076.872897137	0.12029052734375
sub-061_ses-01_run-13_dwi	sub-061	ses-01	run-13	Protocol B	True	181826.0	3.440937599167228	625651.9199061805	0.22195556640625
sub-062_ses-01_run-03_dwi	sub-062	ses-01	run-03	Protocol B	True	211227.0	3.440937599167228	726818.9262592961	0.257845458984375
sub-062_ses-01_run-11_dwi	sub-062	ses-01	run-11	Protocol A	True	273709.0	5.0	1368545.0	0.1885048209366391
sub-063_ses-01_run-03_dwi	sub-063	ses-01	run-03	Protocol B	True	191078.0	3.440937599167228	657487.4745736757	0.23324951171875
sub-063_ses-01_run-11_dwi	sub-063	ses-01	run-11	Protocol A	True	235844.0	5.0	1179220.0	0.162426997245179
sub-064_ses-01_run-01_dwi	sub-064	ses-01	run-01	Protocol A	True	287812.0	5.0	1439060.0	0.1982176308539945
sub-064_ses-01_run-02_dwi	sub-064	ses-01	run-02	Protocol A	True	261912.0	5.0	1309560.0	0.1803801652892562
sub-064_ses-01_run-05_dwi	sub-064	ses-01	run-05	Protocol B	True	269004.0	3.440937599167228	925625.977926381	0.3283740234375
sub-065_ses-01_run-01_dwi	sub-065	ses-01	run-01	Protocol A	True	277464.0	5.0	1387320.0	0.1910909090909091
sub-065_ses-01_run-02_dwi	sub-065	ses-01	run-02	Protocol A	True	442591.0	5.0	2212955.0	0.304814738292011
sub-065_ses-01_run-05_dwi	sub-065	ses-01	run-05	Protocol B	True	194490.0	3.440937599167228	669227.9536620342	0.23741455078125
sub-066_ses-01_run-01_dwi	sub-066	ses-01	run-01	Protocol A	True	199094.0	5.0	995470.0	0.1371170798898071
sub-066_ses-01_run-02_dwi	sub-066	ses-01	run-02	Protocol A	True	1170842.0	5.0	5854210.0	0.8063650137741046
sub-066_ses-01_run-05_dwi	sub-066	ses-01	run-05	Protocol B	True	137469.0	3.4409373737871642	473022.2198371477	0.167808837890625
sub-067_ses-01_run-01_dwi	sub-067	ses-01	run-01	Protocol A	True	231393.0	5.0	1156965.0	0.1593615702479338
sub-067_ses-01_run-05_dwi	sub-067	ses-01	run-05	Protocol B	True	209715.0	3.440937599167228	721616.2286093553	0.255999755859375
sub-068_ses-01_run-01_dwi	sub-068	ses-01	run-01	Protocol A	True	270528.0	5.0	1352640.0	0.1863140495867768
sub-068_ses-01_run-02_dwi	sub-068	ses-01	run-02	Protocol A	True	1142327.0	5.0	5711635.0	0.7867265840220385
sub-068_ses-01_run-05_dwi	sub-068	ses-01	run-05	Protocol B	True	197360.0	3.440937599167228	679103.4445716442	0.24091796875
sub-069_ses-01_run-01_dwi	sub-069	ses-01	run-01	Protocol A	True	265552.0	5.0	1327760.0	0.1828870523415978
sub-069_ses-01_run-02_dwi	sub-069	ses-01	run-02	Protocol A	True	1191819.0	5.0	5959095.0	0.8208119834710744
sub-069_ses-01_run-05_dwi	sub-069	ses-01	run-05	Protocol B	True	220352.0	3.440937599167228	758217.4818516971	0.268984375
sub-071_ses-01_run-01_dwi	sub-071	ses-01	run-01	Protocol A	True	222058.0	5.0	1110290.0	0.1529325068870523
sub-071_ses-01_run-02_dwi	sub-071	ses-01	run-02	Protocol A	True	1101252.0	5.0	5506260.0	0.7584380165289256
sub-071_ses-01_run-05_dwi	sub-071	ses-01	run-05	Protocol B	True	209207.0	3.440937599167228	719868.2323089783	0.255379638671875
sub-072_ses-01_run-01_dwi	sub-072	ses-01	run-01	Protocol A	True	273715.0	5.0	1368575.0	0.188508953168044
sub-072_ses-01_run-02_dwi	sub-072	ses-01	run-02	Protocol A	True	1163855.0	5.0	5819275.0	0.8015530303030303
sub-072_ses-01_run-05_dwi	sub-072	ses-01	run-05	Protocol B	True	257496.0	3.440937599167228	886027.6680351646	0.314326171875
sub-073_ses-01_run-01_dwi	sub-073	ses-01	run-01	Protocol A	True	268985.0	5.0	1344925.0	0.1852513774104683
sub-073_ses-01_run-02_dwi	sub-073	ses-01	run-02	Protocol A	True	426910.0	5.0	2134550.0	0.2940151515151515
sub-073_ses-01_run-05_dwi	sub-073	ses-01	run-05	Protocol B	True	148148.0	3.440937599167228	509768.0234414265	0.1808447265625
sub-074_ses-01_run-01_dwi	sub-074	ses-01	run-01	Protocol A	True	303446.0	5.0	1517230.0	0.2089848484848485
sub-074_ses-01_run-02_dwi	sub-074	ses-01	run-02	Protocol A	True	466258.0	5.0	2331290.0	0.3211143250688705
sub-074_ses-01_run-05_dwi	sub-074	ses-01	run-05	Protocol B	True	219656.0	3.440937599167228	755822.5892826767	0.268134765625
sub-075_ses-01_run-01_dwi	sub-075	ses-01	run-01	Protocol A	True	251100.0	5.0	1255500.0	0.1729338842975206
sub-075_ses-01_run-02_dwi	sub-075	ses-01	run-02	Protocol A	True	1180378.0	5.0	5901890.0	0.8129325068870523
sub-075_ses-01_run-05_dwi	sub-075	ses-01	run-05	Protocol B	True	189635.0	3.4409373737871642	652522.1588781289	0.231488037109375
sub-076_ses-01_run-01_dwi	sub-076	ses-01	run-01	Protocol A	True	285701.0	5.0	1428505.0	0.1967637741046832
sub-076_ses-01_run-02_dwi	sub-076	ses-01	run-02	Protocol A	True	1178321.0	5.0	5891605.0	0.8115158402203857
sub-076_ses-01_run-05_dwi	sub-076	ses-01	run-05	Protocol B	True	227808.0	3.440937599167228	783873.1125910879	0.2780859375
sub-077_ses-01_run-01_dwi	sub-077	ses-01	run-01	Protocol A	True	242114.0	5.0	1210570.0	0.1667451790633609
sub-077_ses-01_run-02_dwi	sub-077	ses-01	run-02	Protocol A	True	440038.0	5.0	2200190.0	0.3030564738292011
sub-077_ses-01_run-05_dwi	sub-077	ses-01	run-05	Protocol B	True	195856.0	3.440937599167228	673928.2744224967	0.23908203125
sub-078_ses-01_run-01_dwi	sub-078	ses-01	run-01	Protocol A	True	286983.0	5.0	1434915.0	0.197646694214876
sub-078_ses-01_run-02_dwi	sub-078	ses-01	run-02	Protocol A	True	1177988.0	5.0	5889940.0	0.8112865013774104
sub-078_ses-01_run-05_dwi	sub-078	ses-01	run-05	Protocol B	True	204196.0	3.4409373737871642	702625.6479778438	0.2492626953125
sub-079_ses-01_run-01_dwi	sub-079	ses-01	run-01	Protocol A	True	239423.0	5.0	1197115.0	0.1648918732782369
sub-079_ses-01_run-02_dwi	sub-079	ses-01	run-02	Protocol A	True	378245.0	5.0	1891225.0	0.2604993112947658
sub-079_ses-01_run-05_dwi	sub-079	ses-01	run-05	Protocol B	True	182944.0	3.440937599167228	629498.8881420494	0.2233203125
sub-080_ses-01_run-01_dwi	sub-080	ses-01	run-01	Protocol A	True	296413.0	5.0	1482065.0	0.2041411845730027
sub-080_ses-01_run-02_dwi	sub-080	ses-01	run-02	Protocol A	True	410168.0	5.0	2050840.0	0.2824848484848485
sub-080_ses-01_run-05_dwi	sub-080	ses-01	run-05	Protocol B	True	199571.0	3.440937599167228	686711.3576034029	0.243616943359375
sub-081_ses-01_run-01_dwi	sub-081	ses-01	run-01	Protocol A	True	250133.0	5.0	1250665.0	0.1722679063360881
sub-081_ses-01_run-02_dwi	sub-081	ses-01	run-02	Protocol A	True	1180664.0	5.0	5903320.0	0.813129476584022
sub-081_ses-01_run-05_dwi	sub-081	ses-01	run-05	Protocol B	True	215867.0	3.440937599167228	742784.8767194321	0.263509521484375
sub-082_ses-01_run-01_dwi	sub-082	ses-01	run-01	Protocol A	True	238937.0	5.0	1194685.0	0.1645571625344352
sub-082_ses-01_run-02_dwi	sub-082	ses-01	run-02	Protocol A	True	513528.0	5.0	2567640.0	0.3536694214876033
sub-082_ses-01_run-03_dwi	sub-082	ses-01	run-03	Protocol B	True	250003.0	3.440937599167228	860244.7226046046	0.305179443359375
sub-083_ses-01_run-01_dwi	sub-083	ses-01	run-01	Protocol A	True	287544.0	5.0	1437720.0	0.1980330578512396
sub-083_ses-01_run-02_dwi	sub-083	ses-01	run-02	Protocol A	True	1150361.0	5.0	5751805.0	0.7922596418732782
sub-083_ses-01_run-05_dwi	sub-083	ses-01	run-05	Protocol B	True	216561.0	3.440937599167228	745172.8874132541	0.264356689453125
sub-084_ses-01_run-01_dwi	sub-084	ses-01	run-01	Protocol A	True	259971.0	5.0	1299855.0	0.179043388429752
sub-084_ses-01_run-02_dwi	sub-084	ses-01	run-02	Protocol A	True	305605.0	5.0	1528025.0	0.2104717630853994
sub-084_ses-01_run-05_dwi	sub-084	ses-01	run-05	Protocol B	True	224605.0	3.4409373737871642	772851.738839466	0.274176025390625
