subject	session	run	nifti	status	median_b0	median_diffusion	p05_b0	p95_b0	p05_diffusion	p95_diffusion	cv_b0	cv_diffusion	n_mask_voxels	brain_fraction	error
sub-030	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-030/ses-02/dwi/sub-030_ses-02_run-01_dwi.nii.gz	OK	271.0	86.0	134.0	593.0	21.0	187.0	0.5600233748270143	0.5995185472920677	234049	0.16119077134986226	
sub-030	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-030/ses-02/dwi/sub-030_ses-02_run-02_dwi.nii.gz	OK	86.0	76.0	-3540.0	3552.0	-3668.0	3666.0	25.614251323713788	30.678514654939907	1145508	0.7889173553719008	
sub-030	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-030/ses-02/dwi/sub-030_ses-02_run-05_dwi.nii.gz	OK	564.0	245.0	369.0	949.0	57.0	377.0	0.3222424654144662	0.3841059638749996	191344	0.23357421875	
sub-031	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-031/ses-01/dwi/sub-031_ses-01_run-01_dwi.nii.gz	OK	296.0	97.0	139.0	622.0	23.0	215.0	0.5443742188781444	0.6192432474719145	239319	0.1648202479338843	
sub-031	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-031/ses-01/dwi/sub-031_ses-01_run-02_dwi.nii.gz	OK	-320.0	-76.0	-3664.0	3552.0	-3718.0	3702.0	-7.299963436065849	-31.504869558134846	1162179	0.8003987603305786	
sub-031	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-031/ses-01/dwi/sub-031_ses-01_run-05_dwi.nii.gz	OK	598.0	269.0	398.0	904.0	73.0	401.0	0.2787954350582529	0.35621797907838165	173660	0.2119873046875	
sub-031	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-031/ses-02/dwi/sub-031_ses-02_run-01_dwi.nii.gz	OK	264.0	88.0	141.0	527.0	22.0	188.0	0.4864926208989168	0.5928943517954329	238677	0.16437809917355373	
sub-031	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-031/ses-02/dwi/sub-031_ses-02_run-02_dwi.nii.gz	OK	2674.0	1698.0	-3586.0	3874.0	-3798.0	3830.0	0.7104009720307937	1.509986304812671	326720	0.2250137741046832	
sub-031	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-031/ses-02/dwi/sub-031_ses-02_run-05_dwi.nii.gz	OK	508.0	229.0	349.0	766.0	68.0	338.0	0.2732405213041503	0.34467574580095267	200698	0.24499267578125	
sub-032	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-032/ses-01/dwi/sub-032_ses-01_run-01_dwi.nii.gz	OK	281.0	92.0	144.0	559.0	22.0	201.0	0.48787936025156253	0.6043503216532602	238403	0.16418939393939394	
sub-032	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-032/ses-01/dwi/sub-032_ses-01_run-02_dwi.nii.gz	OK	2056.0	1304.0	-3580.0	3768.0	-3716.0	3758.0	0.9392825122888179	1.8455073518172471	387851	0.2671150137741047	
sub-032	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-032/ses-01/dwi/sub-032_ses-01_run-05_dwi.nii.gz	OK	588.0	259.0	370.0	892.0	57.0	384.0	0.2872689306703307	0.37003744616747963	154538	0.18864501953125	
sub-033	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-033/ses-01/dwi/sub-033_ses-01_run-01_dwi.nii.gz	OK	311.0	113.0	158.0	690.0	28.0	241.0	0.5744984770738991	0.5889294396618425	260590	0.17946969696969697	
sub-033	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-033/ses-01/dwi/sub-033_ses-01_run-02_dwi.nii.gz	OK	664.0	392.0	-3660.0	3678.0	-3686.0	3696.0	3.4925108465544743	6.101741586317464	994005	0.6845764462809918	
sub-034	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-034/ses-01/dwi/sub-034_ses-01_run-01_dwi.nii.gz	OK	291.0	92.0	141.0	659.0	21.0	207.0	0.6069267556540422	0.6291005774523205	268001	0.1845736914600551	
sub-034	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-034/ses-01/dwi/sub-034_ses-01_run-02_dwi.nii.gz	OK	2256.0	1410.0	-3464.0	3796.0	-3754.0	3782.0	0.805599524147879	1.747714958166343	484187	0.3334621212121212	
sub-034	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-034/ses-01/dwi/sub-034_ses-01_run-05_dwi.nii.gz	OK	622.0	269.0	379.0	970.0	59.0	413.0	0.31070567009600597	0.38958212689089183	147891	0.180531005859375	
sub-034	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-034/ses-02/dwi/sub-034_ses-02_run-01_dwi.nii.gz	OK	263.0	83.0	134.0	546.0	19.0	184.0	0.5203958139286045	0.6193083157860305	276596	0.1904931129476584	
sub-034	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-034/ses-02/dwi/sub-034_ses-02_run-02_dwi.nii.gz	OK	324.0	168.0	-3610.0	3634.0	-3666.0	3670.0	6.877646642296041	13.869195885937817	1198462	0.8253870523415978	
sub-034	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-034/ses-02/dwi/sub-034_ses-02_run-05_dwi.nii.gz	OK	526.0	230.0	333.0	818.0	54.0	347.0	0.30070585312850984	0.37353087920016087	169636	0.2070751953125	
sub-035	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-035/ses-01/dwi/sub-035_ses-01_run-01_dwi.nii.gz	OK	273.0	84.0	135.0	742.0	20.0	187.0	0.781231188516002	0.6229332779212522	256913	0.17693732782369145	
sub-035	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-035/ses-01/dwi/sub-035_ses-01_run-02_dwi.nii.gz	OK	406.0	282.0	-3594.0	3614.0	-3658.0	3668.0	5.408416226159072	8.237690005015846	1249246	0.8603622589531681	
sub-035	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-035/ses-01/dwi/sub-035_ses-01_run-05_dwi.nii.gz	OK	540.0	230.0	329.0	948.0	43.0	362.0	0.35930572804586935	0.41709762819590107	138268	0.1687841796875	
sub-035	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-035/ses-02/dwi/sub-035_ses-02_run-01_dwi.nii.gz	OK	249.0	76.0	126.0	611.0	18.0	174.0	0.6525602174858127	0.6416165838686404	264934	0.18246143250688704	
sub-035	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-035/ses-02/dwi/sub-035_ses-02_run-02_dwi.nii.gz	OK	3172.0	1800.0	-3952.0	3980.0	-3874.0	3888.0	0.7736970804661905	1.5680626794850712	230808	0.1589586776859504	
sub-035	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-035/ses-02/dwi/sub-035_ses-02_run-05_dwi.nii.gz	OK	558.0	239.0	345.0	988.0	46.0	375.0	0.35898165015444466	0.4113174790097865	161283	0.196878662109375	
sub-036	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-036/ses-01/dwi/sub-036_ses-01_run-01_dwi.nii.gz	OK	307.0	98.0	154.0	741.0	22.0	218.0	0.6399979601982151	0.6246648027773101	259577	0.1787720385674931	
sub-036	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-036/ses-01/dwi/sub-036_ses-01_run-02_dwi.nii.gz	OK	452.0	350.0	-3568.0	3600.0	-3652.0	3666.0	4.814991886542154	6.611959881937272	1203921	0.8291466942148761	
sub-036	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-036/ses-01/dwi/sub-036_ses-01_run-05_dwi.nii.gz	OK	505.0	219.0	328.0	827.0	47.0	328.0	0.3093468203288947	0.37649390918941944	176009	0.214854736328125	
sub-036	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-036/ses-02/dwi/sub-036_ses-02_run-01_dwi.nii.gz	OK	294.0	93.0	148.0	671.0	21.0	205.0	0.5918558059832408	0.6161557657477804	263380	0.18139118457300277	
sub-036	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-036/ses-02/dwi/sub-036_ses-02_run-02_dwi.nii.gz	OK	2684.0	1496.0	-3654.0	3890.0	-3810.0	3828.0	0.7303391477057161	1.755789004391051	387360	0.2667768595041322	
sub-036	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-036/ses-02/dwi/sub-036_ses-02_run-05_dwi.nii.gz	OK	505.0	216.0	340.0	866.0	49.0	324.0	0.32301251606126974	0.3741969045220354	216530	0.26431884765625	
sub-037	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-037/ses-01/dwi/sub-037_ses-01_run-01_dwi.nii.gz	OK	309.0	97.0	145.0	834.0	22.0	225.0	0.7422654963156833	0.6617945895641898	274828	0.1892754820936639	
sub-037	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-037/ses-01/dwi/sub-037_ses-01_run-02_dwi.nii.gz	OK	2080.0	1236.0	-3548.0	3780.0	-3720.0	3758.0	0.9219189166804578	1.9554549169294702	465703	0.32073209366391187	
sub-037	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-037/ses-01/dwi/sub-037_ses-01_run-05_dwi.nii.gz	OK	589.0	255.0	368.0	1008.0	64.0	402.0	0.33861781943663255	0.3934704516280526	214906	0.26233642578125	
sub-038	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-038/ses-01/dwi/sub-038_ses-01_run-01_dwi.nii.gz	OK	314.0	97.0	150.0	735.0	23.0	224.0	0.6176470904387644	0.6501201952634571	258944	0.17833608815426996	
sub-038	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-038/ses-01/dwi/sub-038_ses-01_run-02_dwi.nii.gz	OK	628.0	360.0	-3592.0	3622.0	-3656.0	3668.0	3.5159661430853735	6.448635610834267	1216057	0.8375048209366391	
sub-038	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-038/ses-01/dwi/sub-038_ses-01_run-05_dwi.nii.gz	OK	641.0	276.0	403.0	1087.0	64.0	428.0	0.32604800973060744	0.39223653040094697	197903	0.241580810546875	
sub-038	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-038/ses-02/dwi/sub-038_ses-02_run-01_dwi.nii.gz	OK	303.0	93.0	150.0	702.0	22.0	212.0	0.608130788037935	0.6407781737932533	248801	0.17135055096418733	
sub-038	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-038/ses-02/dwi/sub-038_ses-02_run-02_dwi.nii.gz	OK	-128.0	12.0	-3676.0	3574.0	-3680.0	3670.0	-17.699474016316252	195.17623041498578	1070538	0.7372851239669421	
sub-038	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-038/ses-02/dwi/sub-038_ses-02_run-05_dwi.nii.gz	OK	585.0	249.0	367.0	1017.0	57.0	385.0	0.3381992253714638	0.39348871677824776	212252	0.2590966796875	
sub-039	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-039/ses-01/dwi/sub-039_ses-01_run-01_dwi.nii.gz	OK	314.0	96.0	158.0	687.0	23.0	221.0	0.5635196151351398	0.6481136457993355	273877	0.18862052341597796	
sub-039	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-039/ses-01/dwi/sub-039_ses-01_run-02_dwi.nii.gz	OK	1470.0	682.0	-3506.0	3646.0	-3690.0	3714.0	1.3715175020264423	3.481247993903517	581980	0.40081267217630856	
sub-039	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-039/ses-01/dwi/sub-039_ses-01_run-05_dwi.nii.gz	OK	574.0	236.0	343.0	970.0	42.0	371.0	0.3369710542954839	0.4211295116835502	177179	0.216282958984375	
sub-039	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-039/ses-02/dwi/sub-039_ses-02_run-01_dwi.nii.gz	OK	247.0	73.0	72.0	587.0	16.0	192.0	0.6783000301088481	0.7689369229079009	281245	0.19369490358126723	
sub-039	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-039/ses-02/dwi/sub-039_ses-02_run-02_dwi.nii.gz	OK	1638.0	688.0	-3492.0	3690.0	-3702.0	3720.0	1.1868102463860528	3.489984076821972	587127	0.4043574380165289	
sub-039	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-039/ses-02/dwi/sub-039_ses-02_run-05_dwi.nii.gz	OK	579.0	240.0	355.0	978.0	49.0	373.0	0.33198455820885664	0.4026392499668233	227230	0.27738037109375	
sub-040	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-040/ses-01/dwi/sub-040_ses-01_run-01_dwi.nii.gz	OK	256.0	83.0	108.0	597.0	20.0	184.0	0.6244852066193725	0.62638821184749	227380	0.1565977961432507	
sub-040	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-040/ses-01/dwi/sub-040_ses-01_run-02_dwi.nii.gz	OK	2344.0	1286.0	-3762.0	3858.0	-3748.0	3776.0	0.9012875732064838	1.9240235171399314	540592	0.3723085399449036	
sub-040	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-040/ses-01/dwi/sub-040_ses-01_run-05_dwi.nii.gz	OK	643.0	280.0	410.0	1063.0	63.0	442.0	0.32244028014852133	0.3982675257690039	176297	0.215206298828125	
sub-040	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-040/ses-02/dwi/sub-040_ses-02_run-01_dwi.nii.gz	OK	243.0	81.0	123.0	545.0	20.0	173.0	0.5678789693040127	0.5893854257436943	226890	0.1562603305785124	
sub-040	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-040/ses-02/dwi/sub-040_ses-02_run-02_dwi.nii.gz	OK	2288.0	1518.0	-3664.0	3820.0	-3748.0	3788.0	0.8786686632755475	1.6101102505944256	438016	0.30166391184573005	
sub-040	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-040/ses-02/dwi/sub-040_ses-02_run-05_dwi.nii.gz	OK	618.0	274.0	402.0	1040.0	62.0	421.0	0.32365737519401344	0.38530775027996184	178039	0.217332763671875	
sub-041	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-041/ses-01/dwi/sub-041_ses-01_run-01_dwi.nii.gz	OK	294.0	88.0	135.0	691.0	18.0	199.0	0.6188708914730161	0.6391649263124344	241845	0.1665599173553719	
sub-041	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-041/ses-01/dwi/sub-041_ses-01_run-02_dwi.nii.gz	OK	-244.0	-10.0	-3610.0	3578.0	-3672.0	3660.0	-9.267652855086128	-232.75953538087242	1182580	0.8144490358126721	
sub-041	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-041/ses-01/dwi/sub-041_ses-01_run-05_dwi.nii.gz	OK	479.0	201.0	286.0	806.0	33.0	310.0	0.33534597769487956	0.41742340628079083	113642	0.13872314453125	
sub-041	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-041/ses-02/dwi/sub-041_ses-02_run-01_dwi.nii.gz	OK	279.0	84.0	138.0	645.0	18.0	187.0	0.5916696872282058	0.6273236443741916	239620	0.16502754820936638	
sub-041	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-041/ses-02/dwi/sub-041_ses-02_run-02_dwi.nii.gz	OK	2404.0	1322.0	-3694.0	3848.0	-3734.0	3772.0	0.8417221185685123	1.8588942581931023	417390	0.2874586776859504	
sub-041	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-041/ses-02/dwi/sub-041_ses-02_run-05_dwi.nii.gz	OK	502.0	214.0	309.0	859.0	39.0	328.0	0.33822988475081833	0.4021430836783937	143952	0.17572265625	
sub-042	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-042/ses-01/dwi/sub-042_ses-01_run-01_dwi.nii.gz	OK	251.0	85.0	135.0	482.0	22.0	183.0	0.4556931311695512	0.5914507480381425	218310	0.1503512396694215	
sub-042	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-042/ses-01/dwi/sub-042_ses-01_run-02_dwi.nii.gz	OK	3086.0	1612.0	-3830.0	3950.0	-3852.0	3870.0	0.6853884335176477	1.7002632392371235	238019	0.1639249311294766	
sub-042	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-042/ses-01/dwi/sub-042_ses-01_run-05_dwi.nii.gz	OK	503.0	223.0	311.0	757.0	51.0	329.0	0.29141324108888633	0.3645612595936149	136722	0.16689697265625	
sub-043	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-01_dwi.nii.gz	OK	305.0	94.0	165.0	715.0	21.0	229.0	0.6069543715842062	0.688996269654389	303428	0.20897245179063362	
sub-043	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-02_dwi.nii.gz	OK	315.0	96.0	170.0	731.0	22.0	232.0	0.597737554700888	0.6855017044775661	302190	0.2081198347107438	
sub-043	ses-02	run-03	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-03_dwi.nii.gz	OK	142.0	104.0	-3566.0	3582.0	-3660.0	3662.0	15.381927537411633	22.30513699416993	1154551	0.7951453168044077	
sub-043	ses-02	run-04	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-04_dwi.nii.gz	OK	1696.0	1008.0	-3448.0	3714.0	-3704.0	3740.0	1.1152828069732823	2.369504907069246	501258	0.34521900826446283	
sub-043	ses-02	run-09	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-09_dwi.nii.gz	OK	660.0	287.0	428.0	1069.0	60.0	438.0	0.3084375179518538	0.38592446923505186	212865	0.259844970703125	
sub-043	ses-02	run-10	/lustre07/scratch/alexrees/bids/sub-043/ses-02/dwi/sub-043_ses-02_run-10_dwi.nii.gz	OK	633.0	271.0	393.0	1004.0	47.0	415.0	0.3040287663702432	0.4018398242455797	161132	0.1966943359375	
sub-044	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-044/ses-01/dwi/sub-044_ses-01_run-01_dwi.nii.gz	OK	281.0	92.0	137.0	637.0	22.0	206.0	0.5902451615057894	0.6252520423533798	239695	0.16507920110192836	
sub-044	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-044/ses-01/dwi/sub-044_ses-01_run-02_dwi.nii.gz	OK	304.0	222.0	-3568.0	3586.0	-3654.0	3660.0	7.106586040977959	10.404962868175469	1207516	0.8316225895316804	
sub-044	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-044/ses-01/dwi/sub-044_ses-01_run-05_dwi.nii.gz	OK	628.0	276.0	393.0	1012.0	53.0	417.0	0.31067269740238695	0.39001804488657	125830	0.15360107421875	
sub-044	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-044/ses-02/dwi/sub-044_ses-02_run-01_dwi.nii.gz	OK	283.0	92.0	131.0	638.0	21.0	207.0	0.5892364627540968	0.6294916553113795	233117	0.16054889807162534	
sub-044	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-044/ses-02/dwi/sub-044_ses-02_run-02_dwi.nii.gz	OK	1844.0	1546.0	-3098.0	3720.0	-3726.0	3774.0	0.9447485852143044	1.5550824117212576	294621	0.20290702479338843	
sub-044	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-044/ses-02/dwi/sub-044_ses-02_run-05_dwi.nii.gz	OK	547.0	237.0	331.0	883.0	40.0	364.0	0.3162266204187689	0.40913911055214547	112727	0.137606201171875	
sub-045	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-045/ses-01/dwi/sub-045_ses-01_run-01_dwi.nii.gz	OK	238.0	79.0	125.0	539.0	19.0	173.0	0.6132820010171185	0.6042151065899976	248009	0.1708050964187328	
sub-045	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-045/ses-01/dwi/sub-045_ses-01_run-02_dwi.nii.gz	OK	-124.0	-2.0	-3588.0	3574.0	-3686.0	3678.0	-18.446309528731145	-1178.357057488367	1152159	0.7934979338842976	
sub-045	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-045/ses-01/dwi/sub-045_ses-01_run-05_dwi.nii.gz	OK	517.0	229.0	343.0	877.0	53.0	347.0	0.32900302631322775	0.37606452797142664	214474	0.26180908203125	
sub-046	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-046/ses-01/dwi/sub-046_ses-01_run-01_dwi.nii.gz	OK	307.0	98.0	134.0	744.0	23.0	230.0	0.660363188666613	0.6773759260466692	244738	0.16855234159779614	
sub-046	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-046/ses-01/dwi/sub-046_ses-01_run-02_dwi.nii.gz	OK	280.0	242.0	-3556.0	3570.0	-3650.0	3658.0	7.832294495844664	9.551544258379494	1086831	0.7485061983471074	
sub-046	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-046/ses-01/dwi/sub-046_ses-01_run-05_dwi.nii.gz	OK	603.0	261.0	385.0	1017.0	61.0	401.0	0.3267724735379205	0.3866864160157777	193141	0.235767822265625	
sub-046	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-046/ses-02/dwi/sub-046_ses-02_run-01_dwi.nii.gz	OK	275.0	85.0	141.0	639.0	21.0	202.0	0.61824639333611	0.672299168908128	241050	0.1660123966942149	
sub-046	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-046/ses-02/dwi/sub-046_ses-02_run-02_dwi.nii.gz	OK	-576.0	-174.0	-3820.0	3726.0	-3718.0	3694.0	-4.209830943637853	-13.763678951280394	1171448	0.8067823691460055	
sub-046	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-046/ses-02/dwi/sub-046_ses-02_run-05_dwi.nii.gz	OK	549.0	234.0	353.0	973.0	59.0	362.0	0.35002688174986724	0.38499601837228437	225328	0.27505859375	
sub-047	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-047/ses-01/dwi/sub-047_ses-01_run-01_dwi.nii.gz	OK	328.0	106.0	166.0	808.0	25.0	245.0	0.6651162063321561	0.6509045430014233	175598	0.12093526170798898	
sub-047	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-047/ses-01/dwi/sub-047_ses-01_run-02_dwi.nii.gz	OK	2444.0	1130.0	-3842.0	3892.0	-3790.0	3810.0	0.9684091874627724	2.284521070226504	396165	0.2728409090909091	
sub-047	ses-01	run-03	/lustre07/scratch/alexrees/bids/sub-047/ses-01/dwi/sub-047_ses-01_run-03_dwi.nii.gz	OK	327.0	108.0	167.0	803.0	25.0	247.0	0.6628484987599005	0.6428900984013923	176338	0.12144490358126722	
sub-047	ses-01	run-04	/lustre07/scratch/alexrees/bids/sub-047/ses-01/dwi/sub-047_ses-01_run-04_dwi.nii.gz	OK	2496.0	1470.0	-3754.0	3876.0	-3774.0	3804.0	0.8292180795990733	1.7272286375733887	354805	0.2443560606060606	
sub-047	ses-01	run-07	/lustre07/scratch/alexrees/bids/sub-047/ses-01/dwi/sub-047_ses-01_run-07_dwi.nii.gz	OK	578.0	255.0	371.0	978.0	60.0	388.0	0.32844882948536325	0.38222024858602	202488	0.247177734375	
sub-047	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-047/ses-02/dwi/sub-047_ses-02_run-01_dwi.nii.gz	OK	285.0	96.0	150.0	666.0	24.0	223.0	0.6136583793922451	0.6486613133432141	237085	0.16328168044077135	
sub-047	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-047/ses-02/dwi/sub-047_ses-02_run-02_dwi.nii.gz	OK	2258.0	1030.0	-3726.0	3848.0	-3754.0	3774.0	0.9269560499374969	2.4126728063356904	541600	0.37300275482093664	
sub-047	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-047/ses-02/dwi/sub-047_ses-02_run-05_dwi.nii.gz	OK	614.0	271.0	395.0	1027.0	63.0	411.0	0.32261865271556495	0.3798789866749606	194688	0.23765625	
sub-048	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-048/ses-01/dwi/sub-048_ses-01_run-01_dwi.nii.gz	OK	270.0	88.0	134.0	652.0	21.0	195.0	0.6483294131706562	0.6229186192495129	270306	0.18616115702479338	
sub-048	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-048/ses-01/dwi/sub-048_ses-01_run-02_dwi.nii.gz	OK	2090.0	1434.0	-3034.0	3770.0	-3748.0	3780.0	0.8117650784807638	1.7145173214990888	520869	0.35872520661157026	
sub-048	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-048/ses-01/dwi/sub-048_ses-01_run-05_dwi.nii.gz	OK	519.0	230.0	325.0	861.0	52.0	357.0	0.3279085373488177	0.3911564373700491	184381	0.225074462890625	
sub-048	ses-02	run-01	/lustre07/scratch/alexrees/bids/sub-048/ses-02/dwi/sub-048_ses-02_run-01_dwi.nii.gz	OK	265.0	85.0	134.0	617.0	20.0	193.0	0.6034121509930789	0.6307327522813769	271476	0.18696694214876033	
sub-048	ses-02	run-02	/lustre07/scratch/alexrees/bids/sub-048/ses-02/dwi/sub-048_ses-02_run-02_dwi.nii.gz	OK	714.0	288.0	-3626.0	3652.0	-3670.0	3676.0	3.1408359404224924	8.12883690939566	1177837	0.8111825068870523	
sub-048	ses-02	run-05	/lustre07/scratch/alexrees/bids/sub-048/ses-02/dwi/sub-048_ses-02_run-05_dwi.nii.gz	OK	586.0	260.0	360.0	946.0	57.0	402.0	0.3228203573037311	0.39093921490353156	171934	0.20988037109375	
sub-049	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-049/ses-01/dwi/sub-049_ses-01_run-01_dwi.nii.gz	OK	283.0	96.0	156.0	684.0	23.0	247.0	0.6461681815139033	0.7609115942900523	250159	0.1722858126721763	
sub-049	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-049/ses-01/dwi/sub-049_ses-01_run-02_dwi.nii.gz	OK	520.0	252.0	-3604.0	3622.0	-3656.0	3664.0	4.256819412018061	9.198399843931508	1243206	0.856202479338843	
sub-049	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-049/ses-01/dwi/sub-049_ses-01_run-05_dwi.nii.gz	OK	544.0	247.0	354.0	857.0	56.0	367.0	0.3004137954991072	0.36639189722015203	188844	0.2305224609375	
sub-050	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-050/ses-01/dwi/sub-050_ses-01_run-01_dwi.nii.gz	OK	292.0	94.0	149.0	636.0	23.0	214.0	0.5623016527231436	0.6347761010188192	266042	0.1832245179063361	
sub-050	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-050/ses-01/dwi/sub-050_ses-01_run-02_dwi.nii.gz	OK	-28.0	-4.0	-3884.0	3876.0	-3778.0	3778.0	-96.42069897431792	-629.6749380301134	1063916	0.7327245179063361	
sub-050	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-050/ses-01/dwi/sub-050_ses-01_run-05_dwi.nii.gz	OK	587.0	250.0	370.0	1027.0	59.0	388.0	0.3455078539222443	0.39211053358504616	218191	0.266346435546875	
sub-051	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-051/ses-01/dwi/sub-051_ses-01_run-01_dwi.nii.gz	OK	287.0	89.0	150.0	555.0	20.0	192.0	0.465435913235762	0.601696459190429	243431	0.1676522038567493	
sub-051	ses-01	run-02	/lustre07/scratch/alexrees/bids/sub-051/ses-01/dwi/sub-051_ses-01_run-02_dwi.nii.gz	OK	374.0	8.0	-3870.0	3880.0	-3776.0	3772.0	7.119744911126296	314.664124603612	989888	0.6817410468319559	
sub-051	ses-01	run-05	/lustre07/scratch/alexrees/bids/sub-051/ses-01/dwi/sub-051_ses-01_run-05_dwi.nii.gz	OK	532.0	228.0	335.0	836.0	48.0	348.0	0.2995840471487034	0.3868383262579254	144994	0.17699462890625	
sub-052	ses-01	run-01	/lustre07/scratch/alexrees/bids/sub-052/ses-01/dwi/sub-052_ses-01_run-01_dwi.nii.gz	OK	284.0	93.0	146.0	675.0	23.0	218.0	0.6329262829258026	0.6603530806685676	262210	0.18058539944903582	
