subject	session	mean_signal	median_signal	std_signal	mean_b0_signal	mean_diffusion_signal
sub-029	ses-02	103.2535400390625	85.0	82.10006713867188	315.1190185546875	91.64447021484376
sub-029	ses-02	-48.462162017822266	-72.0	2442.194580078125	-255.3428649902344	-37.12623596191406
sub-029	ses-02	315.8995056152344	273.0	189.0902557373047	562.7196044921875	226.1467437744141
sub-030	ses-01	102.26881408691406	94.0	76.44194793701172	305.95965576171875	91.10767364501952
sub-030	ses-01	762.2987060546875	1774.0	2674.888916015625	2385.026123046875	673.3821411132812
sub-030	ses-01	338.51690673828125	293.0	203.08741760253903	603.1107788085938	242.3009490966797
sub-030	ses-02	101.90950775146484	94.0	77.1642074584961	307.990478515625	90.6174087524414
sub-030	ses-02	27.388322830200195	86.0	2322.918212890625	13.570497512817385	28.145469665527344
sub-030	ses-02	330.83935546875	284.0	200.7575836181641	593.0465698242188	235.4912872314453
sub-031	ses-01	114.7417984008789	98.0	84.38611602783203	329.5187683105469	102.97320556640624
sub-031	ses-01	-79.48971557617188	-102.0	2387.25244140625	-303.0152282714844	-67.24173736572266
sub-031	ses-01	354.2641296386719	307.0	197.7171173095703	616.185546875	259.0199890136719
sub-031	ses-02	102.2597198486328	95.0	72.92962646484375	292.4187316894531	91.8400421142578
sub-031	ses-02	736.7708740234375	1600.0	2563.203857421875	2220.01904296875	655.4969482421875
sub-031	ses-02	302.1983337402344	260.0	166.84532165527344	525.4908447265625	221.0010681152344
sub-032	ses-01	108.01023864746094	100.0	77.47652435302734	309.990478515625	96.9428253173828
sub-032	ses-01	673.978759765625	1298.0	2393.834716796875	1649.64501953125	620.5175170898438
sub-032	ses-01	340.5469665527344	297.0	196.83126831054688	599.573974609375	246.35533142089844
sub-033	ses-01	294.8435974121094	272.0	189.36578369140625	355.4731750488281	121.61615753173828
sub-033	ses-01	254.13589477539065	594.0	2339.122802734375	280.87286376953125	177.74452209472656
sub-034	ses-01	109.8543472290039	93.0	86.04134368896484	333.4053955078125	97.60496520996094
sub-034	ses-01	709.009521484375	1410.0	2441.76513671875	1872.2564697265625	645.2698974609375
sub-034	ses-01	359.5671691894531	313.0	215.14944458007807	638.4186401367188	258.1666259765625
sub-034	ses-02	98.15343475341795	84.0	74.103515625	294.7906188964844	87.37879180908203
sub-034	ses-02	82.36428833007812	168.0	2331.623779296875	195.6339111328125	76.15773010253906
sub-034	ses-02	306.10614013671875	265.0	179.67686462402344	541.7943115234375	220.4013061523437
sub-035	ses-01	101.22283935546876	84.0	88.77099609375	336.17144775390625	88.34894561767578
sub-035	ses-01	120.95477294921876	252.0	2316.821044921875	219.4674224853516	115.55680847167967
sub-035	ses-01	312.4705505371094	270.0	202.14268493652344	569.7704467773438	218.90695190429688
sub-035	ses-02	91.67453002929688	82.0	76.40833282470703	296.5068359375	80.45084381103516
sub-035	ses-02	630.8226318359375	1688.0	2795.466552734375	2290.578369140625	539.8770751953125
sub-035	ses-02	324.664794921875	280.0	208.4056701660156	590.23388671875	228.09425354003903
sub-036	ses-01	116.66780090332033	98.0	93.01374816894533	360.4874572753906	103.3078155517578
sub-036	ses-01	149.97789001464844	270.0	2311.861572265625	282.7633972167969	142.70196533203125
sub-036	ses-01	293.388427734375	252.0	177.0217742919922	526.98876953125	208.44284057617188
sub-036	ses-02	110.1473159790039	100.0	86.16754913330078	339.03466796875	97.60554504394533
sub-036	ses-02	627.864013671875	1496.0	2613.01025390625	2162.616455078125	543.76806640625
sub-036	ses-02	293.6968688964844	248.0	181.78826904296875	534.926025390625	205.9771728515625
sub-037	ses-01	118.36078643798828	98.0	100.52008056640624	375.7074279785156	104.25959777832033
sub-037	ses-01	697.8099365234375	1344.0	2405.9013671875	1669.037841796875	644.5919189453125
sub-037	ses-01	346.77520751953125	298.0	212.4434967041016	619.9795532226562	247.4281311035156
sub-038	ses-01	117.6143569946289	98.0	94.03062438964844	362.7345886230469	104.18309783935548
sub-038	ses-01	164.4443359375	334.0	2319.978271484375	323.9428405761719	155.70469665527344
sub-038	ses-01	373.3297119140625	322.0	228.9337310791016	670.7568969726562	265.1743469238281
sub-038	ses-02	112.11506652832033	94.0	89.85475158691406	350.02667236328125	99.07882690429688
sub-038	ses-02	-0.7098981142044067	26.0	2339.3916015625	-128.11830139160156	6.271385192871094
sub-038	ses-02	338.9180908203125	290.0	212.71401977539065	615.2606811523438	238.4298553466797
sub-039	ses-01	115.65918731689452	97.0	91.3101043701172	357.9347839355469	102.3838119506836
sub-039	ses-01	347.0326843261719	642.0	2344.975830078125	1066.0350341796875	307.63525390625
sub-039	ses-01	324.0007019042969	278.0	211.2779693603516	598.5916748046875	224.14944458007807
sub-039	ses-02	92.9698715209961	75.0	79.20342254638672	282.31658935546875	82.5947036743164
