dimension	lr_coefficient	abs_lr_coefficient	permutation_importance_mean	permutation_importance_std
96	-1.0020775105977398	1.0020775105977398	0.0014766483516483538	0.0011834663478553422
126	-0.6227819693664727	0.6227819693664727	0.000366300366300365	0.0004769383391941297
103	-0.5471831734026968	0.5471831734026968	0.0003319597069597058	0.000473214894885401
2	-0.5381807281300831	0.5381807281300831	6.868131868131844e-05	0.0002569819633773302
79	-0.7411697898979408	0.7411697898979408	4.5787545787545625e-05	0.00011673579472510911
37	-0.6148981083020809	0.6148981083020809	3.434065934065922e-05	0.0001849301101351128
100	0.6442172937513507	0.6442172937513507	1.1446886446886406e-05	6.16433700450376e-05
75	-0.34570913933303893	0.34570913933303893	1.1446886446886406e-05	6.16433700450376e-05
0	0.06959516583040624	0.06959516583040624	0.0	0.0
88	-0.0716067932516351	0.0716067932516351	0.0	0.0
85	-0.05246452714524592	0.05246452714524592	0.0	0.0
86	-0.19224918151285172	0.19224918151285172	0.0	0.0
87	0.05111767978289973	0.05111767978289973	0.0	0.0
90	0.0	0.0	0.0	0.0
89	0.04997579241042254	0.04997579241042254	0.0	0.0
83	-0.013581977749005157	0.013581977749005157	0.0	0.0
91	-0.3078569790886876	0.3078569790886876	0.0	0.0
92	0.1041907675753966	0.1041907675753966	0.0	0.0
84	-0.02086618424501676	0.02086618424501676	0.0	0.0
80	-0.26486576881644347	0.26486576881644347	0.0	0.0
82	0.04081849931091703	0.04081849931091703	0.0	0.0
81	-0.1997170961605243	0.1997170961605243	0.0	0.0
94	0.33362514120051884	0.33362514120051884	0.0	0.0
78	-0.11172593870715558	0.11172593870715558	0.0	0.0
77	0.18895265300663747	0.18895265300663747	0.0	0.0
76	0.0008559161190186493	0.0008559161190186493	0.0	0.0
74	-0.039062313821597805	0.039062313821597805	0.0	0.0
73	0.1164889908955865	0.1164889908955865	0.0	0.0
72	0.0	0.0	0.0	0.0
71	0.3250416800766517	0.3250416800766517	0.0	0.0
70	-0.07094807136146256	0.07094807136146256	0.0	0.0
69	-0.08734542101389245	0.08734542101389245	0.0	0.0
68	0.24270957906740948	0.24270957906740948	0.0	0.0
67	-0.4197542266540068	0.4197542266540068	0.0	0.0
93	0.0017302860681079303	0.0017302860681079303	0.0	0.0
97	-0.3046929643776017	0.3046929643776017	0.0	0.0
95	-0.31024731295872987	0.31024731295872987	0.0	0.0
113	-0.00449457225307808	0.00449457225307808	0.0	0.0
125	0.33166507775614484	0.33166507775614484	0.0	0.0
124	-0.12149955948424489	0.12149955948424489	0.0	0.0
123	0.0005710514890885211	0.0005710514890885211	0.0	0.0
122	-0.19812859119804718	0.19812859119804718	0.0	0.0
121	0.019574953240468564	0.019574953240468564	0.0	0.0
120	-0.023181462771216268	0.023181462771216268	0.0	0.0
119	0.09624913908532647	0.09624913908532647	0.0	0.0
118	-0.23606437545342163	0.23606437545342163	0.0	0.0
117	-0.0750802518901622	0.0750802518901622	0.0	0.0
116	0.46975585712345325	0.46975585712345325	0.0	0.0
115	0.014511439039003529	0.014511439039003529	0.0	0.0
114	0.11583921645251008	0.11583921645251008	0.0	0.0
112	0.21801118651178777	0.21801118651178777	0.0	0.0
65	0.12810398414301097	0.12810398414301097	0.0	0.0
111	0.08181058517926088	0.08181058517926088	0.0	0.0
110	-0.35846701414557197	0.35846701414557197	0.0	0.0
109	0.0	0.0	0.0	0.0
108	0.1515990621796996	0.1515990621796996	0.0	0.0
107	-0.16444699015003145	0.16444699015003145	0.0	0.0
106	0.13041081889799697	0.13041081889799697	0.0	0.0
105	0.02220653818788602	0.02220653818788602	0.0	0.0
104	0.05282771844769097	0.05282771844769097	0.0	0.0
102	0.0	0.0	0.0	0.0
101	-0.0009678226266411396	0.0009678226266411396	0.0	0.0
99	0.12909054118056748	0.12909054118056748	0.0	0.0
98	0.6281124233028482	0.6281124233028482	0.0	0.0
66	-0.04512205248581552	0.04512205248581552	0.0	0.0
64	-0.009031858707872584	0.009031858707872584	0.0	0.0
1	-0.2733422773474845	0.2733422773474845	0.0	0.0
17	-0.07099098977326081	0.07099098977326081	0.0	0.0
30	0.0	0.0	0.0	0.0
29	0.15113286275175897	0.15113286275175897	0.0	0.0
28	0.0	0.0	0.0	0.0
27	0.1168917762456454	0.1168917762456454	0.0	0.0
26	-0.05440506402998829	0.05440506402998829	0.0	0.0
25	0.08689682049044246	0.08689682049044246	0.0	0.0
24	0.2613689404401093	0.2613689404401093	0.0	0.0
23	0.44505894797530804	0.44505894797530804	0.0	0.0
22	-0.04991537041344593	0.04991537041344593	0.0	0.0
21	-0.031983088792922186	0.031983088792922186	0.0	0.0
20	-0.061439726521279395	0.061439726521279395	0.0	0.0
19	-0.28384677664761826	0.28384677664761826	0.0	0.0
18	-0.043887892189434945	0.043887892189434945	0.0	0.0
16	-0.1984195707494724	0.1984195707494724	0.0	0.0
63	-0.14420990411894488	0.14420990411894488	0.0	0.0
15	-0.027908253687005002	0.027908253687005002	0.0	0.0
14	-0.35992392728573835	0.35992392728573835	0.0	0.0
13	0.0	0.0	0.0	0.0
12	-0.14733546574936704	0.14733546574936704	0.0	0.0
11	0.0018797988010619752	0.0018797988010619752	0.0	0.0
10	0.0	0.0	0.0	0.0
9	-0.014641883669844568	0.014641883669844568	0.0	0.0
8	0.3025927174864272	0.3025927174864272	0.0	0.0
7	-0.03118684239710059	0.03118684239710059	0.0	0.0
6	0.034703235840003475	0.034703235840003475	0.0	0.0
5	0.0018964805253057415	0.0018964805253057415	0.0	0.0
4	-0.0025944187857453913	0.0025944187857453913	0.0	0.0
3	0.1158079382465998	0.1158079382465998	0.0	0.0
31	0.07804478472775166	0.07804478472775166	0.0	0.0
32	-0.15910079673480415	0.15910079673480415	0.0	0.0
33	-0.0671899782079556	0.0671899782079556	0.0	0.0
34	0.0	0.0	0.0	0.0
62	0.0	0.0	0.0	0.0
61	-0.41753480827623524	0.41753480827623524	0.0	0.0
60	0.15022072234179795	0.15022072234179795	0.0	0.0
59	-0.1699856804466688	0.1699856804466688	0.0	0.0
58	0.06099109218169269	0.06099109218169269	0.0	0.0
57	0.0	0.0	0.0	0.0
56	-0.04270194568398921	0.04270194568398921	0.0	0.0
