participant_id	session_id	task	run	ProtocolName	SeriesDescription	SeriesNumber	SeriesTime	Echo	Magnitude_or_Phase	fmri_number_from_protocol	RepetitionTime	nifti_path	json_path	nifti_exists	has_events_tsv
sub-040	ses-01	fmri	2	fMRI2_AP	fMRI2_AP	13			phase	2	0.937	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-02_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-02_part-phase_bold.json	True	False
sub-040	ses-01	fmri	3	fMRI3_AP	fMRI3_AP	21			mag	3	0.937	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-03_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-03_bold.json	True	True
sub-040	ses-01	fmri	4	fMRI3_AP	fMRI3_AP	22			phase	3	0.937	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-04_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-04_part-phase_bold.json	True	False
sub-040	ses-01	fmri	5	fMRI4_AP	fMRI4_AP	25			mag	4	0.937	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-05_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-05_bold.json	True	True
sub-040	ses-01	fmri	6	fMRI4_AP	fMRI4_AP	26			phase	4	0.937	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-06_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-06_part-phase_bold.json	True	False
sub-040	ses-01	fmri	7	fMRI1_AP	fMRI1_AP	3			mag	1	0.937	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-07_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-07_bold.json	True	False
sub-040	ses-01	fmri	8	fMRI1_AP	fMRI1_AP	4			phase	1	0.937	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-08_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-08_part-phase_bold.json	True	False
sub-040	ses-01	fmri	9	fMRI1_AP	fMRI1_AP	8			mag	1	0.937	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-09_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-09_bold.json	True	False
sub-040	ses-01	fmri	10	fMRI1_AP	fMRI1_AP	9			phase	1	0.937	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-10_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-01/func/sub-040_ses-01_task-fmri_run-10_part-phase_bold.json	True	False
sub-040	ses-02	fmri	1	fMRI3_AP	fMRI3_AP	15			mag	3	0.937	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-01_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-01_bold.json	True	True
sub-040	ses-02	fmri	2	fMRI3_AP	fMRI3_AP	16			phase	3	0.937	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-02_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-02_part-phase_bold.json	True	False
sub-040	ses-02	fmri	3	fMRI4_AP	fMRI4_AP	19			mag	4	0.937	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-03_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-03_bold.json	True	True
sub-040	ses-02	fmri	4	fMRI4_AP	fMRI4_AP	20			phase	4	0.937	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-04_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-04_part-phase_bold.json	True	False
sub-040	ses-02	fmri	5	fMRI1_AP	fMRI1_AP	3			mag	1	0.937	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-05_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-05_bold.json	True	True
sub-040	ses-02	fmri	6	fMRI1_AP	fMRI1_AP	4			phase	1	0.937	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-06_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-06_part-phase_bold.json	True	False
sub-040	ses-02	fmri	7	fMRI2_AP	fMRI2_AP	7			mag	2	0.937	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-07_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-07_bold.json	True	True
sub-040	ses-02	fmri	8	fMRI2_AP	fMRI2_AP	8			phase	2	0.937	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-08_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-040/ses-02/func/sub-040_ses-02_task-fmri_run-08_part-phase_bold.json	True	False
sub-041	ses-01	fmri	1	fMRI2_AP	fMRI2_AP	11			mag	2	0.937	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-01_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-01_bold.json	True	True
sub-041	ses-01	fmri	2	fMRI2_AP	fMRI2_AP	12			phase	2	0.937	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-02_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-02_part-phase_bold.json	True	False
sub-041	ses-01	fmri	3	fMRI3_AP	fMRI3_AP	19			mag	3	0.937	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-03_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-03_bold.json	True	True
sub-041	ses-01	fmri	4	fMRI3_AP	fMRI3_AP	20			phase	3	0.937	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-04_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-04_part-phase_bold.json	True	False
sub-041	ses-01	fmri	5	fMRI4_AP	fMRI4_AP	23			mag	4	0.937	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-05_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-05_bold.json	True	True
sub-041	ses-01	fmri	6	fMRI4_AP	fMRI4_AP	24			phase	4	0.937	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-06_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-06_part-phase_bold.json	True	False
sub-041	ses-01	fmri	7	fMRI1_AP	fMRI1_AP	4			mag	1	0.937	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-07_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-07_bold.json	True	False
sub-041	ses-01	fmri	8	fMRI1_AP	fMRI1_AP	5			phase	1	0.937	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-08_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-08_part-phase_bold.json	True	False
sub-041	ses-01	fmri	9	fMRI1_AP_REDO	fMRI1_AP_REDO	7			mag	1	0.937	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-09_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-09_bold.json	True	False
sub-041	ses-01	fmri	10	fMRI1_AP_REDO	fMRI1_AP_REDO	8			phase	1	0.937	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-10_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-01/func/sub-041_ses-01_task-fmri_run-10_part-phase_bold.json	True	False
sub-041	ses-02	fmri	1	fMRI1_AP	fMRI1_AP	33			mag	1	0.937	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-01_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-01_bold.json	True	True
sub-041	ses-02	fmri	2	fMRI1_AP	fMRI1_AP	34			phase	1	0.937	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-02_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-02_part-phase_bold.json	True	False
sub-041	ses-02	fmri	3	fMRI2_AP	fMRI2_AP	37			mag	2	0.937	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-03_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-03_bold.json	True	True
sub-041	ses-02	fmri	4	fMRI2_AP	fMRI2_AP	38			phase	2	0.937	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-04_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-04_part-phase_bold.json	True	False
sub-041	ses-02	fmri	5	fMRI3_AP	fMRI3_AP	45			mag	3	0.937	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-05_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-05_bold.json	True	True
sub-041	ses-02	fmri	6	fMRI3_AP	fMRI3_AP	46			phase	3	0.937	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-06_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-06_part-phase_bold.json	True	False
sub-041	ses-02	fmri	7	fMRI4_AP	fMRI4_AP	49			mag	4	0.937	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-07_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-07_bold.json	True	True
sub-041	ses-02	fmri	8	fMRI4_AP	fMRI4_AP	50			phase	4	0.937	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-08_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-041/ses-02/func/sub-041_ses-02_task-fmri_run-08_part-phase_bold.json	True	False
sub-042	ses-01	fmri	1	fMRI3_AP	fMRI3_AP	15			mag	3	0.937	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-01_bold.nii.gz	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-01_bold.json	True	True
sub-042	ses-01	fmri	2	fMRI3_AP	fMRI3_AP	16			phase	3	0.937	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-02_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-02_part-phase_bold.json	True	False
sub-042	ses-01	fmri	3	fMRI4_AP	fMRI4_AP	19			mag	4	0.937	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-03_bold.nii.gz	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-03_bold.json	True	True
sub-042	ses-01	fmri	4	fMRI4_AP	fMRI4_AP	20			phase	4	0.937	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-04_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-04_part-phase_bold.json	True	False
sub-042	ses-01	fmri	5	fMRI1_AP	fMRI1_AP	3			mag	1	0.937	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-05_bold.nii.gz	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-05_bold.json	True	True
sub-042	ses-01	fmri	6	fMRI1_AP	fMRI1_AP	4			phase	1	0.937	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-06_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-06_part-phase_bold.json	True	False
sub-042	ses-01	fmri	7	fMRI2_AP	fMRI2_AP	7			mag	2	0.937	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-07_bold.nii.gz	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-07_bold.json	True	True
sub-042	ses-01	fmri	8	fMRI2_AP	fMRI2_AP	8			phase	2	0.937	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-08_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-042/ses-01/func/sub-042_ses-01_task-fmri_run-08_part-phase_bold.json	True	False
sub-043	ses-02	fmri	1	fMRI3_AP	fMRI3_AP	15			mag	3	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-01_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-01_bold.json	True	False
sub-043	ses-02	fmri	2	fMRI3_AP	fMRI3_AP	15			mag	3	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-02_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-02_bold.json	True	True
sub-043	ses-02	fmri	3	fMRI3_AP	fMRI3_AP	16			phase	3	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-03_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-03_part-phase_bold.json	True	False
sub-043	ses-02	fmri	4	fMRI3_AP	fMRI3_AP	16			phase	3	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-04_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-04_part-phase_bold.json	True	False
sub-043	ses-02	fmri	5	fMRI4_AP	fMRI4_AP	19			mag	4	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-05_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-05_bold.json	True	False
sub-043	ses-02	fmri	6	fMRI4_AP	fMRI4_AP	19			mag	4	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-06_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-06_bold.json	True	False
sub-043	ses-02	fmri	7	fMRI4_AP	fMRI4_AP	20			phase	4	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-07_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-07_part-phase_bold.json	True	False
sub-043	ses-02	fmri	8	fMRI4_AP	fMRI4_AP	20			phase	4	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-08_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-08_part-phase_bold.json	True	False
sub-043	ses-02	fmri	9	fMRI1_AP	fMRI1_AP	3			mag	1	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-09_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-09_bold.json	True	True
sub-043	ses-02	fmri	10	fMRI1_AP	fMRI1_AP	4			phase	1	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-10_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-10_part-phase_bold.json	True	False
sub-043	ses-02	fmri	11	fMRI2_AP	fMRI2_AP	7			mag	2	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-11_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-11_bold.json	True	False
sub-043	ses-02	fmri	12	fMRI2_AP	fMRI2_AP	7			mag	2	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-12_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-12_bold.json	True	False
sub-043	ses-02	fmri	13	fMRI2_AP	fMRI2_AP	8			phase	2	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-13_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-13_part-phase_bold.json	True	False
sub-043	ses-02	fmri	14	fMRI2_AP	fMRI2_AP	8			phase	2	0.937	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-14_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-043/ses-02/func/sub-043_ses-02_task-fmri_run-14_part-phase_bold.json	True	False
sub-044	ses-01	fmri	1	fMRI3_AP	fMRI3_AP	15			mag	3	0.937	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-01_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-01_bold.json	True	True
sub-044	ses-01	fmri	2	fMRI3_AP	fMRI3_AP	16			phase	3	0.937	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-02_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-02_part-phase_bold.json	True	False
sub-044	ses-01	fmri	3	fMRI4_AP	fMRI4_AP	19			mag	4	0.937	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-03_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-03_bold.json	True	True
sub-044	ses-01	fmri	4	fMRI4_AP	fMRI4_AP	20			phase	4	0.937	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-04_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-04_part-phase_bold.json	True	False
sub-044	ses-01	fmri	5	fMRI1_AP	fMRI1_AP	3			mag	1	0.937	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-05_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-05_bold.json	True	True
sub-044	ses-01	fmri	6	fMRI1_AP	fMRI1_AP	4			phase	1	0.937	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-06_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-06_part-phase_bold.json	True	False
sub-044	ses-01	fmri	7	fMRI2_AP	fMRI2_AP	7			mag	2	0.937	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-07_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-07_bold.json	True	True
sub-044	ses-01	fmri	8	fMRI2_AP	fMRI2_AP	8			phase	2	0.937	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-08_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-01/func/sub-044_ses-01_task-fmri_run-08_part-phase_bold.json	True	False
sub-044	ses-02	fmri	1	fMRI3_AP	fMRI3_AP	15			mag	3	0.937	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-01_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-01_bold.json	True	True
sub-044	ses-02	fmri	2	fMRI3_AP	fMRI3_AP	16			phase	3	0.937	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-02_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-02_part-phase_bold.json	True	False
sub-044	ses-02	fmri	3	fMRI4_AP	fMRI4_AP	19			mag	4	0.937	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-03_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-03_bold.json	True	True
sub-044	ses-02	fmri	4	fMRI4_AP	fMRI4_AP	20			phase	4	0.937	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-04_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-04_part-phase_bold.json	True	False
sub-044	ses-02	fmri	5	fMRI1_AP	fMRI1_AP	3			mag	1	0.937	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-05_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-05_bold.json	True	True
sub-044	ses-02	fmri	6	fMRI1_AP	fMRI1_AP	4			phase	1	0.937	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-06_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-06_part-phase_bold.json	True	False
sub-044	ses-02	fmri	7	fMRI2_AP	fMRI2_AP	7			mag	2	0.937	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-07_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-07_bold.json	True	True
sub-044	ses-02	fmri	8	fMRI2_AP	fMRI2_AP	8			phase	2	0.937	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-08_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-044/ses-02/func/sub-044_ses-02_task-fmri_run-08_part-phase_bold.json	True	False
sub-045	ses-01	fmri	1	fMRI3_AP	fMRI3_AP	15			mag	3	0.937	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-01_bold.nii.gz	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-01_bold.json	True	True
sub-045	ses-01	fmri	2	fMRI3_AP	fMRI3_AP	16			phase	3	0.937	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-02_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-02_part-phase_bold.json	True	False
sub-045	ses-01	fmri	3	fMRI4_AP	fMRI4_AP	19			mag	4	0.937	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-03_bold.nii.gz	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-03_bold.json	True	True
sub-045	ses-01	fmri	4	fMRI4_AP	fMRI4_AP	20			phase	4	0.937	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-04_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-04_part-phase_bold.json	True	False
sub-045	ses-01	fmri	5	fMRI1_AP	fMRI1_AP	3			mag	1	0.937	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-05_bold.nii.gz	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-05_bold.json	True	True
sub-045	ses-01	fmri	6	fMRI1_AP	fMRI1_AP	4			phase	1	0.937	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-06_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-06_part-phase_bold.json	True	False
sub-045	ses-01	fmri	7	fMRI2_AP	fMRI2_AP	7			mag	2	0.937	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-07_bold.nii.gz	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-07_bold.json	True	True
sub-045	ses-01	fmri	8	fMRI2_AP	fMRI2_AP	8			phase	2	0.937	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-08_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-045/ses-01/func/sub-045_ses-01_task-fmri_run-08_part-phase_bold.json	True	False
sub-046	ses-01	fmri	1	fMRI2_AP	fMRI2_AP	11			mag	2	0.937	/home/alexrees/scratch/bids/sub-046/ses-01/func/sub-046_ses-01_task-fmri_run-01_bold.nii.gz	/home/alexrees/scratch/bids/sub-046/ses-01/func/sub-046_ses-01_task-fmri_run-01_bold.json	True	True
sub-046	ses-01	fmri	2	fMRI2_AP	fMRI2_AP	12			phase	2	0.937	/home/alexrees/scratch/bids/sub-046/ses-01/func/sub-046_ses-01_task-fmri_run-02_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-046/ses-01/func/sub-046_ses-01_task-fmri_run-02_part-phase_bold.json	True	False
sub-046	ses-01	fmri	3	fMRI3_AP	fMRI3_AP	19			mag	3	0.937	/home/alexrees/scratch/bids/sub-046/ses-01/func/sub-046_ses-01_task-fmri_run-03_bold.nii.gz	/home/alexrees/scratch/bids/sub-046/ses-01/func/sub-046_ses-01_task-fmri_run-03_bold.json	True	True
sub-046	ses-01	fmri	4	fMRI3_AP	fMRI3_AP	20			phase	3	0.937	/home/alexrees/scratch/bids/sub-046/ses-01/func/sub-046_ses-01_task-fmri_run-04_part-phase_bold.nii.gz	/home/alexrees/scratch/bids/sub-046/ses-01/func/sub-046_ses-01_task-fmri_run-04_part-phase_bold.json	True	False
