relative_path	subject	session	run	filename	recording_type	has_trigger_channel	n_trigger_events	median_trigger_spacing_sec	sampling_frequency	recording_start_sec	recording_end_sec	possible_bold_sync	possible_stimulus_onset_sync	notes
<BIDS>/sub-042/ses-01/func/sub-042_ses-01_task-movie_run-01_recording-respiratory_physio.json	sub-042	ses-01	run-01	sub-042_ses-01_task-movie_run-01_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-042/ses-01/func/sub-042_ses-01_task-movie_run-07_recording-respiratory_physio.json	sub-042	ses-01	run-07	sub-042_ses-01_task-movie_run-07_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-042/ses-01/func/sub-042_ses-01_task-movie_run-01_recording-trigger_physio.json	sub-042	ses-01	run-01	sub-042_ses-01_task-movie_run-01_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.6135	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-042/ses-01/func/sub-042_ses-01_task-movie_run-07_recording-trigger_physio.json	sub-042	ses-01	run-07	sub-042_ses-01_task-movie_run-07_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.6455	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-042/ses-01/func/sub-042_ses-01_task-movie_run-03_recording-respiratory_physio.json	sub-042	ses-01	run-03	sub-042_ses-01_task-movie_run-03_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-042/ses-01/func/sub-042_ses-01_task-movie_run-05_recording-respiratory_physio.json	sub-042	ses-01	run-05	sub-042_ses-01_task-movie_run-05_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-042/ses-01/func/sub-042_ses-01_task-movie_run-03_recording-trigger_physio.json	sub-042	ses-01	run-03	sub-042_ses-01_task-movie_run-03_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.6935	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-042/ses-01/func/sub-042_ses-01_task-movie_run-05_recording-trigger_physio.json	sub-042	ses-01	run-05	sub-042_ses-01_task-movie_run-05_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.621500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-07_recording-pulse_physio.json	sub-035	ses-02	run-07	sub-035_ses-02_task-movie_run-07_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-05_recording-pulse_physio.json	sub-035	ses-02	run-05	sub-035_ses-02_task-movie_run-05_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-03_recording-pulse_physio.json	sub-035	ses-02	run-03	sub-035_ses-02_task-movie_run-03_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-01_recording-pulse_physio.json	sub-035	ses-02	run-01	sub-035_ses-02_task-movie_run-01_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-07_recording-respiratory_physio.json	sub-035	ses-02	run-07	sub-035_ses-02_task-movie_run-07_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-03_recording-trigger_physio.json	sub-035	ses-02	run-03	sub-035_ses-02_task-movie_run-03_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.533500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-05_recording-trigger_physio.json	sub-035	ses-02	run-05	sub-035_ses-02_task-movie_run-05_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.6240000000000006	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-01_recording-respiratory_physio.json	sub-035	ses-02	run-01	sub-035_ses-02_task-movie_run-01_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-05_recording-respiratory_physio.json	sub-035	ses-02	run-05	sub-035_ses-02_task-movie_run-05_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-01_recording-trigger_physio.json	sub-035	ses-02	run-01	sub-035_ses-02_task-movie_run-01_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.6240000000000006	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-07_recording-trigger_physio.json	sub-035	ses-02	run-07	sub-035_ses-02_task-movie_run-07_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.6240000000000006	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-035/ses-02/func/sub-035_ses-02_task-movie_run-03_recording-respiratory_physio.json	sub-035	ses-02	run-03	sub-035_ses-02_task-movie_run-03_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-03_recording-trigger_physio.json	sub-035	ses-01	run-03	sub-035_ses-01_task-movie_run-03_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.704000000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-01_recording-pulse_physio.json	sub-035	ses-01	run-01	sub-035_ses-01_task-movie_run-01_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-03_recording-pulse_physio.json	sub-035	ses-01	run-03	sub-035_ses-01_task-movie_run-03_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-05_recording-pulse_physio.json	sub-035	ses-01	run-05	sub-035_ses-01_task-movie_run-05_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-05_recording-trigger_physio.json	sub-035	ses-01	run-05	sub-035_ses-01_task-movie_run-05_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.701500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-07_recording-pulse_physio.json	sub-035	ses-01	run-07	sub-035_ses-01_task-movie_run-07_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-07_recording-respiratory_physio.json	sub-035	ses-01	run-07	sub-035_ses-01_task-movie_run-07_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-01_recording-respiratory_physio.json	sub-035	ses-01	run-01	sub-035_ses-01_task-movie_run-01_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-01_recording-trigger_physio.json	sub-035	ses-01	run-01	sub-035_ses-01_task-movie_run-01_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.701500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-07_recording-trigger_physio.json	sub-035	ses-01	run-07	sub-035_ses-01_task-movie_run-07_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.701500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-05_recording-respiratory_physio.json	sub-035	ses-01	run-05	sub-035_ses-01_task-movie_run-05_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-035/ses-01/func/sub-035_ses-01_task-movie_run-03_recording-respiratory_physio.json	sub-035	ses-01	run-03	sub-035_ses-01_task-movie_run-03_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-03_recording-respiratory_physio.json	sub-048	ses-02	run-03	sub-048_ses-02_task-movie_run-03_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-03_recording-trigger_physio.json	sub-048	ses-02	run-03	sub-048_ses-02_task-movie_run-03_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.792	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-05_recording-trigger_physio.json	sub-048	ses-02	run-05	sub-048_ses-02_task-movie_run-05_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.792	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-05_recording-respiratory_physio.json	sub-048	ses-02	run-05	sub-048_ses-02_task-movie_run-05_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-01_recording-respiratory_physio.json	sub-048	ses-02	run-01	sub-048_ses-02_task-movie_run-01_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-01_recording-trigger_physio.json	sub-048	ses-02	run-01	sub-048_ses-02_task-movie_run-01_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.784000000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-07_recording-trigger_physio.json	sub-048	ses-02	run-07	sub-048_ses-02_task-movie_run-07_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.872	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-07_recording-respiratory_physio.json	sub-048	ses-02	run-07	sub-048_ses-02_task-movie_run-07_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-03_recording-pulse_physio.json	sub-048	ses-02	run-03	sub-048_ses-02_task-movie_run-03_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-01_recording-pulse_physio.json	sub-048	ses-02	run-01	sub-048_ses-02_task-movie_run-01_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-07_recording-pulse_physio.json	sub-048	ses-02	run-07	sub-048_ses-02_task-movie_run-07_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-048/ses-02/func/sub-048_ses-02_task-movie_run-05_recording-pulse_physio.json	sub-048	ses-02	run-05	sub-048_ses-02_task-movie_run-05_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-03_recording-trigger_physio.json	sub-048	ses-01	run-03	sub-048_ses-01_task-movie_run-03_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.621500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-05_recording-trigger_physio.json	sub-048	ses-01	run-05	sub-048_ses-01_task-movie_run-05_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.5815	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-01_recording-pulse_physio.json	sub-048	ses-01	run-01	sub-048_ses-01_task-movie_run-01_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-03_recording-pulse_physio.json	sub-048	ses-01	run-03	sub-048_ses-01_task-movie_run-03_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-05_recording-pulse_physio.json	sub-048	ses-01	run-05	sub-048_ses-01_task-movie_run-05_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-07_recording-pulse_physio.json	sub-048	ses-01	run-07	sub-048_ses-01_task-movie_run-07_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-05_recording-respiratory_physio.json	sub-048	ses-01	run-05	sub-048_ses-01_task-movie_run-05_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-03_recording-respiratory_physio.json	sub-048	ses-01	run-03	sub-048_ses-01_task-movie_run-03_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-01_recording-trigger_physio.json	sub-048	ses-01	run-01	sub-048_ses-01_task-movie_run-01_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.621500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-07_recording-trigger_physio.json	sub-048	ses-01	run-07	sub-048_ses-01_task-movie_run-07_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.6240000000000006	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-07_recording-respiratory_physio.json	sub-048	ses-01	run-07	sub-048_ses-01_task-movie_run-07_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-048/ses-01/func/sub-048_ses-01_task-movie_run-01_recording-respiratory_physio.json	sub-048	ses-01	run-01	sub-048_ses-01_task-movie_run-01_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-01_recording-pulse_physio.json	sub-007	ses-02	run-01	sub-007_ses-02_task-movie_run-01_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-01_recording-trigger_physio.json	sub-007	ses-02	run-01	sub-007_ses-02_task-movie_run-01_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.701500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-03_recording-pulse_physio.json	sub-007	ses-02	run-03	sub-007_ses-02_task-movie_run-03_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-05_recording-pulse_physio.json	sub-007	ses-02	run-05	sub-007_ses-02_task-movie_run-05_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-07_recording-pulse_physio.json	sub-007	ses-02	run-07	sub-007_ses-02_task-movie_run-07_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-07_recording-trigger_physio.json	sub-007	ses-02	run-07	sub-007_ses-02_task-movie_run-07_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.701500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-01_recording-respiratory_physio.json	sub-007	ses-02	run-01	sub-007_ses-02_task-movie_run-01_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-07_recording-respiratory_physio.json	sub-007	ses-02	run-07	sub-007_ses-02_task-movie_run-07_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-03_recording-trigger_physio.json	sub-007	ses-02	run-03	sub-007_ses-02_task-movie_run-03_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.701500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-05_recording-trigger_physio.json	sub-007	ses-02	run-05	sub-007_ses-02_task-movie_run-05_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.704000000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-03_recording-respiratory_physio.json	sub-007	ses-02	run-03	sub-007_ses-02_task-movie_run-03_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-007/ses-02/func/sub-007_ses-02_task-movie_run-05_recording-respiratory_physio.json	sub-007	ses-02	run-05	sub-007_ses-02_task-movie_run-05_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-01_recording-respiratory_physio.json	sub-070	ses-01	run-01	sub-070_ses-01_task-movie_run-01_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-07_recording-respiratory_physio.json	sub-070	ses-01	run-07	sub-070_ses-01_task-movie_run-07_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-03_recording-trigger_physio.json	sub-070	ses-01	run-03	sub-070_ses-01_task-movie_run-03_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.704000000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-03_recording-pulse_physio.json	sub-070	ses-01	run-03	sub-070_ses-01_task-movie_run-03_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-01_recording-pulse_physio.json	sub-070	ses-01	run-01	sub-070_ses-01_task-movie_run-01_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-07_recording-pulse_physio.json	sub-070	ses-01	run-07	sub-070_ses-01_task-movie_run-07_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-05_recording-pulse_physio.json	sub-070	ses-01	run-05	sub-070_ses-01_task-movie_run-05_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-05_recording-trigger_physio.json	sub-070	ses-01	run-05	sub-070_ses-01_task-movie_run-05_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.704000000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-03_recording-respiratory_physio.json	sub-070	ses-01	run-03	sub-070_ses-01_task-movie_run-03_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-05_recording-respiratory_physio.json	sub-070	ses-01	run-05	sub-070_ses-01_task-movie_run-05_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-01_recording-trigger_physio.json	sub-070	ses-01	run-01	sub-070_ses-01_task-movie_run-01_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.701500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-070/ses-01/func/sub-070_ses-01_task-movie_run-07_recording-trigger_physio.json	sub-070	ses-01	run-07	sub-070_ses-01_task-movie_run-07_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.6240000000000006	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-03_recording-respiratory_physio.json	sub-051	ses-01	run-03	sub-051_ses-01_task-movie_run-03_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-05_recording-respiratory_physio.json	sub-051	ses-01	run-05	sub-051_ses-01_task-movie_run-05_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-05_recording-pulse_physio.json	sub-051	ses-01	run-05	sub-051_ses-01_task-movie_run-05_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-07_recording-pulse_physio.json	sub-051	ses-01	run-07	sub-051_ses-01_task-movie_run-07_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-01_recording-pulse_physio.json	sub-051	ses-01	run-01	sub-051_ses-01_task-movie_run-01_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-03_recording-pulse_physio.json	sub-051	ses-01	run-03	sub-051_ses-01_task-movie_run-03_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-03_recording-trigger_physio.json	sub-051	ses-01	run-03	sub-051_ses-01_task-movie_run-03_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.701500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-05_recording-trigger_physio.json	sub-051	ses-01	run-05	sub-051_ses-01_task-movie_run-05_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.704000000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-01_recording-respiratory_physio.json	sub-051	ses-01	run-01	sub-051_ses-01_task-movie_run-01_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-07_recording-respiratory_physio.json	sub-051	ses-01	run-07	sub-051_ses-01_task-movie_run-07_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-01_recording-trigger_physio.json	sub-051	ses-01	run-01	sub-051_ses-01_task-movie_run-01_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.32	-7.704000000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-051/ses-01/func/sub-051_ses-01_task-movie_run-07_recording-trigger_physio.json	sub-051	ses-01	run-07	sub-051_ses-01_task-movie_run-07_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.701500000000001	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-026/ses-02/func/sub-026_ses-02_task-movie_run-01_recording-respiratory_physio.json	sub-026	ses-02	run-01	sub-026_ses-02_task-movie_run-01_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-026/ses-02/func/sub-026_ses-02_task-movie_run-07_recording-respiratory_physio.json	sub-026	ses-02	run-07	sub-026_ses-02_task-movie_run-07_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
<BIDS>/sub-026/ses-02/func/sub-026_ses-02_task-movie_run-07_recording-trigger_physio.json	sub-026	ses-02	run-07	sub-026_ses-02_task-movie_run-07_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.6135	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-026/ses-02/func/sub-026_ses-02_task-movie_run-01_recording-trigger_physio.json	sub-026	ses-02	run-01	sub-026_ses-02_task-movie_run-01_recording-trigger_physio.json	bids_physio_json	TRUE	0		125.0	-11.3175	-7.6135	NO	NO	columns=trigger; insufficient trigger edges for stimulus onset
<BIDS>/sub-026/ses-02/func/sub-026_ses-02_task-movie_run-01_recording-pulse_physio.json	sub-026	ses-02	run-01	sub-026_ses-02_task-movie_run-01_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-026/ses-02/func/sub-026_ses-02_task-movie_run-03_recording-pulse_physio.json	sub-026	ses-02	run-03	sub-026_ses-02_task-movie_run-03_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-026/ses-02/func/sub-026_ses-02_task-movie_run-05_recording-pulse_physio.json	sub-026	ses-02	run-05	sub-026_ses-02_task-movie_run-05_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-026/ses-02/func/sub-026_ses-02_task-movie_run-07_recording-pulse_physio.json	sub-026	ses-02	run-07	sub-026_ses-02_task-movie_run-07_recording-pulse_physio.json	bids_physio_json	FALSE			500.0			NO	NO	columns=cardiac
<BIDS>/sub-026/ses-02/func/sub-026_ses-02_task-movie_run-03_recording-respiratory_physio.json	sub-026	ses-02	run-03	sub-026_ses-02_task-movie_run-03_recording-respiratory_physio.json	bids_physio_json	FALSE			125.0			NO	NO	columns=respiratory
