relative_path	subject	session	line_number	matched_keyword	line_text	surrounding_lines	is_movie_related
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/Show_movie.m	sub-008	ses-01	74	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', win);	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/Show_movie.m	sub-008	ses-01	75	Flip	Screen('Flip', win);	% Flip info to the real window | Screen('Flip', win); | %% keyboard cheking	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/Show_movie.m	sub-008	ses-01	93	trigger	% only look for t as trigger	keysOfInterest(KbName('t'))=1; | % only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/Show_movie.m	sub-008	ses-01	94	KbQueue	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	% only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart;	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/Show_movie.m	sub-008	ses-01	95	KbQueue	KbQueueStart;	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart; | 	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/Show_movie.m	sub-008	ses-01	97	KbCheck	[keyPress, keyTime, keyID] = KbCheck(-1);	 | [keyPress, keyTime, keyID] = KbCheck(-1); | oldKeyID = keyID;	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/Show_movie.m	sub-008	ses-01	99	KbQueue	KbQueueWait	oldKeyID = keyID; | KbQueueWait | while 1	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/Show_movie.m	sub-008	ses-01	103	KbCheck	[keyIsDown,secs,keyCode]=KbCheck;	%%%% PAUSE CODE %%%%%%% | [keyIsDown,secs,keyCode]=KbCheck; | if (keyIsDown==1 && keyCode(space))	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/Show_movie.m	sub-008	ses-01	138	Flip	Screen('Flip', win);	% Update display: | Screen('Flip', win); | 	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/main.m	sub-008	ses-01	11	fopen	outputFileID = fopen(outputFile, 'w');	% Open the output file for writing | outputFileID = fopen(outputFile, 'w'); | 	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/main.m	sub-008	ses-01	14	diary	diary(outputFile);	% Redirect MATLAB output to the text file | diary(outputFile); | 	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/main.m	sub-008	ses-01	26	trigger	% press t to start --> this comes from the trigger box	%% NOTE: | % press t to start --> this comes from the trigger box | % press space to finish --> you usually do not need to do this, unless	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/3-Movie_Data/main.m	sub-008	ses-01	80	save	save([resultdir '/' (t) '_Subject_is_' comment '_selected_run_id_' num2str(run_id)])	t = datestr(now,'mmmm-dd-yyyy_HH-MM-SS_AM') | save([resultdir '/' (t) '_Subject_is_' comment '_selected_run_id_' num2str(run_id)]) | 	TRUE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	47	trigger	% only look for t as trigger	keysOfInterest(KbName('t'))=1; | % only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	48	KbQueue	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	% only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	49	KbQueue	KbQueueStart;	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart; | 	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	51	KbCheck	[keyPress, keyTime, keyID] = KbCheck(-1);	 | [keyPress, keyTime, keyID] = KbCheck(-1); | oldKeyID = keyID;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	118	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', windowPtr);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	119	Flip	Screen('Flip', windowPtr);	% Flip info to the real window | Screen('Flip', windowPtr); | %__________________________________________________________________________%	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	131	trigger	%% Wait for trigger	 | %% Wait for trigger | KbQueueWait;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	132	KbQueue	KbQueueWait;	%% Wait for trigger | KbQueueWait; | % non-stimulated eye	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	140	Flip	% Flip info to the real window	Screen('DrawingFinished', windowPtr); | % Flip info to the real window | Screen('Flip', windowPtr);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	141	Flip	Screen('Flip', windowPtr);	% Flip info to the real window | Screen('Flip', windowPtr); | 	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/4-resting state/main.m	sub-008	ses-01	147	KbCheck	[keyIsDown,secs,keyCode]=KbCheck;	while 1 | [keyIsDown,secs,keyCode]=KbCheck; | if (keyIsDown==1 && keyCode(KbName('t')))	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	185	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', windowPtr);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	186	Flip	Screen('Flip', windowPtr);	% Flip info to the real window | Screen('Flip', windowPtr); | %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	316	fprintf	"fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end');"	"%% Print some info for the operator | fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end'); | %% Keyboard - Looking for trigger to start the stimulus"	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	317	trigger	%% Keyboard - Looking for trigger to start the stimulus	"fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end'); | %% Keyboard - Looking for trigger to start the stimulus | TrigKey = KbName('t');"	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	320	KbCheck	while KbCheck; end % Wait until all keys are released.	escapeKey = KbName('ESCAPE'); | while KbCheck; end % Wait until all keys are released. | while 1	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	323	KbCheck	[ keyIsDown, seconds, keyCode ] = KbCheck;	% Check the state of the keyboard. | [ keyIsDown, seconds, keyCode ] = KbCheck; | keyCode = find(keyCode, 1);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	328	Flip	Screen('Flip', windowPtr);	if (keyCode == TrigKey) | Screen('Flip', windowPtr); | break;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	337	KbCheck	[ keyIsDown, seconds, keyCode ] = KbCheck;	% Check the state of the keyboard. | [ keyIsDown, seconds, keyCode ] = KbCheck; | keyCode = find(keyCode, 1);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	370	save	save([resultdir '/' (t) '  The Right Eye is _ eye =1 ' ]);	if optionZ == '1' | save([resultdir '/' (t) '  The Right Eye is _ eye =1 ' ]); | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	373	save	save([resultdir '/' (t) '  The Right Eye is _ eye =0 ' ]);	if optionZ == '0' | save([resultdir '/' (t) '  The Right Eye is _ eye =0 ' ]); | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	405	save	save([resultdir '/' (t) '  The Right Eye is _ eye =1 ' ]);	if optionZ == '1' | save([resultdir '/' (t) '  The Right Eye is _ eye =1 ' ]); | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-008	ses-01	408	save	save([resultdir '/' (t) '  The Right Eye is _ eye =0 ' ]);	if optionZ == '0' | save([resultdir '/' (t) '  The Right Eye is _ eye =0 ' ]); | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	75	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', windowPtr);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	76	Flip	Screen('Flip', windowPtr);	% Flip info to the real window | Screen('Flip', windowPtr); | %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	79	fprintf	"fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end');"	"%% Print some info for the operator | fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end'); | %% Keyboard - Looking for trigger to start the stimulus"	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	80	trigger	%% Keyboard - Looking for trigger to start the stimulus	"fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end'); | %% Keyboard - Looking for trigger to start the stimulus | TrigKey = KbName('t');"	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	83	KbCheck	while KbCheck; end % Wait until all keys are released.	escapeKey = KbName('ESCAPE'); | while KbCheck; end % Wait until all keys are released. | c=0;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	87	KbCheck	[ keyIsDown, seconds, keyCode ] = KbCheck;	% Check the state of the keyboard. | [ keyIsDown, seconds, keyCode ] = KbCheck; | keyCode = find(keyCode, 1);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	103	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	104	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	116	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	117	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	129	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	130	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	142	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	143	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	155	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	156	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	168	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	169	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	181	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	182	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	194	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	195	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	207	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	208	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-008	ses-01	212	KbCheck	while KbCheck; end % Wait until all keys are released.	if c==10 % end of the sequence | while KbCheck; end % Wait until all keys are released. | Screen('CloseAll');	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/CheckerFlickerSquare.m	sub-008	ses-01	23	pulse	% Passed in pulse time	if nargin==2 | % Passed in pulse time | obj.flickerFrequency = flickerFrequency;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/CheckerFlickerSquare.m	sub-008	ses-01	40	load	Redlevel = load('RedLevel.mat');	 | Redlevel = load('RedLevel.mat'); | Redlevel= (Redlevel.RedLevel);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/CheckerFlickerSquare.m	sub-008	ses-01	42	load	Greenlevel = load('GreenLevel.mat');	Redlevel= (Redlevel.RedLevel); | Greenlevel = load('GreenLevel.mat'); | Greenlevel = (Greenlevel.GreenLevel);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/CheckerFlickerSquare.m	sub-008	ses-01	67	Flip	% Flip contrast	 | % Flip contrast | switch obj.stimParams.gratingColor	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/CheckerFlickerSine.m	sub-008	ses-01	23	pulse	% Passed in pulse time	if nargin==2 | % Passed in pulse time | obj.flickerFrequency = flickerFrequency;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/CheckerFlickerSine.m	sub-008	ses-01	47	load	Redlevel = load('RedLevel.mat');	% read the isoluminant R and G values | Redlevel = load('RedLevel.mat'); | Redlevel= (Redlevel.RedLevel);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/CheckerFlickerSine.m	sub-008	ses-01	49	load	Greenlevel = load('GreenLevel.mat');	Redlevel= (Redlevel.RedLevel); | Greenlevel = load('GreenLevel.mat'); | Greenlevel = (Greenlevel.GreenLevel);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/CheckerFlickerSine.m	sub-008	ses-01	69	Flip	% Flip contrast	 | % Flip contrast | switch obj.stimParams.gratingColor	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	12	load	% load shuffeled order of runs	%__________________________________________________________________________% | % load shuffeled order of runs | % estimate which fMRI run it should correspond to	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	14	load	runs_random = load([resultdir '/runs_random.mat']);	% estimate which fMRI run it should correspond to | runs_random = load([resultdir '/runs_random.mat']); | runs_random = runs_random.runs_random;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	68	save	%% Save input parameters	Screen('Preference', 'SkipSyncTests', 1); | %% Save input parameters | scan.comment = comment;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	71	load	%load in params	%% File specifc Parameters | %load in params | presentStimParams	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	77	save	%% Chosse current paradigm and save it	conditionEnd = 2; | %% Chosse current paradigm and save it | switch paradigmNumber	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	122	trigger	% only look for t as trigger	keysOfInterest(KbName('t'))=1; | % only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	123	KbQueue	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	% only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	124	KbQueue	KbQueueStart;	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart; | 	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	126	KbCheck	[keyPress, keyTime, keyID] = KbCheck(-1);	 | [keyPress, keyTime, keyID] = KbCheck(-1); | oldKeyID = keyID;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	150	save	%% Save old LUT, define new LUT and define some colors	pixPerDeg = 800/30; | %% Save old LUT, define new LUT and define some colors | %absmax, absmin and absmean luminance and derived colors are absolute,	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	201	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', windowPtr);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	202	Flip	Screen('Flip', windowPtr);	% Flip info to the real window | Screen('Flip', windowPtr); | %% Create the textures now that we have the diameter, screenprops,	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	245	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', windowPtr);	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	246	Flip	Screen('Flip', windowPtr);	% Flip info to the real window | Screen('Flip', windowPtr); | %Screen('BlendFunction', windowPtr, 'GL_SRC_ALPHA', 'GL_ONE_MINUS_SRC_ALPHA');	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	255	trigger	trigger = true;	laststate = conditionNone; | trigger = true; | currentConditionStartTime = 0;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	277	trigger	%% Wait for trigger	 | %% Wait for trigger | scan.runs{run}.triggerTimes = KbQueueWait;	FALSE
<RAW>/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_MATLAB/2-Grating/main.m	sub-008	ses-01	278	KbQueue	scan.runs{run}.triggerTimes = KbQueueWait;	%% Wait for trigger | scan.runs{run}.triggerTimes = KbQueueWait; | 	FALSE
