relative_path	subject	session	line_number	matched_keyword	line_text	surrounding_lines	is_movie_related
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/presentStimParams.m	sub-002	ses-01	58	save	save([resultdir '/' (t) '__Subject_is_' comment '__sequence_of_stimuli_for_fMRI_number_' num2str(fMRI_number) '_is_' num2str(stimRunIndices(:,:,stimOrder))],'Stim_order_selected');	t = datestr(now,'mmmm-dd-yyyy_HH-MM-SS_AM') | save([resultdir '/' (t) '__Subject_is_' comment '__sequence_of_stimuli_for_fMRI_number_' num2str(fMRI_number) '_is_' num2str(stimRunIndices(:,:,stimOrder))],'Stim_order_selected'); | save([resultdir '/fMRI_' num2str(fMRI_number)],'Stim_order_selected');	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/presentStimParams.m	sub-002	ses-01	59	save	save([resultdir '/fMRI_' num2str(fMRI_number)],'Stim_order_selected');	save([resultdir '/' (t) '__Subject_is_' comment '__sequence_of_stimuli_for_fMRI_number_' num2str(fMRI_number) '_is_' num2str(stimRunIndices(:,:,stimOrder))],'Stim_order_selected'); | save([resultdir '/fMRI_' num2str(fMRI_number)],'Stim_order_selected'); | 	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerFlickerSquare.m	sub-002	ses-01	23	pulse	% Passed in pulse time	if nargin==2 | % Passed in pulse time | obj.flickerFrequency = flickerFrequency;	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerFlickerSquare.m	sub-002	ses-01	40	load	Redlevel = load('RedLevel.mat');	 | Redlevel = load('RedLevel.mat'); | Redlevel= (Redlevel.RedLevel);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerFlickerSquare.m	sub-002	ses-01	42	load	Greenlevel = load('GreenLevel.mat');	Redlevel= (Redlevel.RedLevel); | Greenlevel = load('GreenLevel.mat'); | Greenlevel = (Greenlevel.GreenLevel);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerFlickerSquare.m	sub-002	ses-01	67	Flip	% Flip contrast	 | % Flip contrast | switch obj.stimParams.gratingColor	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerMoveSine.m	sub-002	ses-01	26	pulse	% Passed in pulse time	if nargin==2 | % Passed in pulse time | obj.pulseTime = pulseTime;	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerMoveSine.m	sub-002	ses-01	45	load	Redlevel = load('RedLevel.mat');	% read the isoluminant R and G values | Redlevel = load('RedLevel.mat'); | Redlevel= (Redlevel.RedLevel);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerMoveSine.m	sub-002	ses-01	47	load	Greenlevel = load('GreenLevel.mat');	Redlevel= (Redlevel.RedLevel); | Greenlevel = load('GreenLevel.mat'); | Greenlevel = (Greenlevel.GreenLevel);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerFlickerSine.m	sub-002	ses-01	23	pulse	% Passed in pulse time	if nargin==2 | % Passed in pulse time | obj.flickerFrequency = flickerFrequency;	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerFlickerSine.m	sub-002	ses-01	47	load	Redlevel = load('RedLevel.mat');	% read the isoluminant R and G values | Redlevel = load('RedLevel.mat'); | Redlevel= (Redlevel.RedLevel);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerFlickerSine.m	sub-002	ses-01	49	load	Greenlevel = load('GreenLevel.mat');	Redlevel= (Redlevel.RedLevel); | Greenlevel = load('GreenLevel.mat'); | Greenlevel = (Greenlevel.GreenLevel);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/2-Grating/CheckerFlickerSine.m	sub-002	ses-01	69	Flip	% Flip contrast	 | % Flip contrast | switch obj.stimParams.gratingColor	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	75	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', windowPtr);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	76	Flip	Screen('Flip', windowPtr);	% Flip info to the real window | Screen('Flip', windowPtr); | %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	79	fprintf	"fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end');"	"%% Print some info for the operator | fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end'); | %% Keyboard - Looking for trigger to start the stimulus"	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	80	trigger	%% Keyboard - Looking for trigger to start the stimulus	"fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end'); | %% Keyboard - Looking for trigger to start the stimulus | TrigKey = KbName('t');"	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	83	KbCheck	while KbCheck; end % Wait until all keys are released.	escapeKey = KbName('ESCAPE'); | while KbCheck; end % Wait until all keys are released. | c=0;	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	87	KbCheck	[ keyIsDown, seconds, keyCode ] = KbCheck;	% Check the state of the keyboard. | [ keyIsDown, seconds, keyCode ] = KbCheck; | keyCode = find(keyCode, 1);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	103	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	104	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	116	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	117	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	129	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	130	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	142	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	143	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	155	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	156	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	168	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	169	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	181	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	182	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	194	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	195	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	207	Flip	Screen('Flip', windowPtr);	Screen('DrawLine', windowPtr, White, fixRectArray(1)+fixRadius,0,fixRectArray(1)+fixRadius,1080, 5); | Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released.	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	208	KbCheck	while KbCheck; end % Wait until all keys are released.	Screen('Flip', windowPtr); | while KbCheck; end % Wait until all keys are released. | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	sub-002	ses-01	212	KbCheck	while KbCheck; end % Wait until all keys are released.	if c==10 % end of the sequence | while KbCheck; end % Wait until all keys are released. | Screen('CloseAll');	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	186	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', windowPtr);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	187	Flip	Screen('Flip', windowPtr);	% Flip info to the real window | Screen('Flip', windowPtr); | %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	317	fprintf	"fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end');"	"%% Print some info for the operator | fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end'); | %% Keyboard - Looking for trigger to start the stimulus"	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	318	trigger	%% Keyboard - Looking for trigger to start the stimulus	"fprintf('\n Press the ""t"" key to proceed to the demo.\n  Press ""esc"" to end'); | %% Keyboard - Looking for trigger to start the stimulus | TrigKey = KbName('t');"	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	321	KbCheck	while KbCheck; end % Wait until all keys are released.	escapeKey = KbName('ESCAPE'); | while KbCheck; end % Wait until all keys are released. | while 1	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	324	KbCheck	[ keyIsDown, seconds, keyCode ] = KbCheck;	% Check the state of the keyboard. | [ keyIsDown, seconds, keyCode ] = KbCheck; | keyCode = find(keyCode, 1);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	329	Flip	Screen('Flip', windowPtr);	if (keyCode == TrigKey) | Screen('Flip', windowPtr); | break;	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	338	KbCheck	[ keyIsDown, seconds, keyCode ] = KbCheck;	% Check the state of the keyboard. | [ keyIsDown, seconds, keyCode ] = KbCheck; | keyCode = find(keyCode, 1);	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	371	save	save([resultdir '/' (t) '  The Right Eye is _ eye =1 ' ]);	if optionZ == '1' | save([resultdir '/' (t) '  The Right Eye is _ eye =1 ' ]); | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	374	save	save([resultdir '/' (t) '  The Right Eye is _ eye =0 ' ]);	if optionZ == '0' | save([resultdir '/' (t) '  The Right Eye is _ eye =0 ' ]); | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	406	save	save([resultdir '/' (t) '  The Right Eye is _ eye =1 ' ]);	if optionZ == '1' | save([resultdir '/' (t) '  The Right Eye is _ eye =1 ' ]); | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/1-Check_FOV_and_EyeTracking/main.m	sub-002	ses-01	409	save	save([resultdir '/' (t) '  The Right Eye is _ eye =0 ' ]);	if optionZ == '0' | save([resultdir '/' (t) '  The Right Eye is _ eye =0 ' ]); | end	FALSE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/Show_movie.m	sub-002	ses-01	74	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', win);	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/Show_movie.m	sub-002	ses-01	75	Flip	Screen('Flip', win);	% Flip info to the real window | Screen('Flip', win); | %% keyboard cheking	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/Show_movie.m	sub-002	ses-01	93	trigger	% only look for t as trigger	keysOfInterest(KbName('t'))=1; | % only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/Show_movie.m	sub-002	ses-01	94	KbQueue	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	% only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart;	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/Show_movie.m	sub-002	ses-01	95	KbQueue	KbQueueStart;	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart; | 	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/Show_movie.m	sub-002	ses-01	97	KbCheck	[keyPress, keyTime, keyID] = KbCheck(-1);	 | [keyPress, keyTime, keyID] = KbCheck(-1); | oldKeyID = keyID;	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/Show_movie.m	sub-002	ses-01	99	KbQueue	KbQueueWait	oldKeyID = keyID; | KbQueueWait | while 1	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/Show_movie.m	sub-002	ses-01	103	KbCheck	[keyIsDown,secs,keyCode]=KbCheck;	%%%% PAUSE CODE %%%%%%% | [keyIsDown,secs,keyCode]=KbCheck; | if (keyIsDown==1 && keyCode(space))	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/Show_movie.m	sub-002	ses-01	138	Flip	Screen('Flip', win);	% Update display: | Screen('Flip', win); | 	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/main.m	sub-002	ses-01	11	fopen	outputFileID = fopen(outputFile, 'w');	% Open the output file for writing | outputFileID = fopen(outputFile, 'w'); | 	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/main.m	sub-002	ses-01	14	diary	diary(outputFile);	% Redirect MATLAB output to the text file | diary(outputFile); | 	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/main.m	sub-002	ses-01	26	trigger	% press t to start --> this comes from the trigger box	%% NOTE: | % press t to start --> this comes from the trigger box | % press space to finish --> you usually do not need to do this, unless	TRUE
<RAW>/Data_ON/SUBON2_Session01_26FEB2025/SUBON2-Session1-2025FEB26-MATLAB/3-Movie_Data/main.m	sub-002	ses-01	80	save	save([resultdir '/' (t) '_Subject_is_' comment '_selected_run_id_' num2str(run_id)])	t = datestr(now,'mmmm-dd-yyyy_HH-MM-SS_AM') | save([resultdir '/' (t) '_Subject_is_' comment '_selected_run_id_' num2str(run_id)]) | 	TRUE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	47	trigger	% only look for t as trigger	keysOfInterest(KbName('t'))=1; | % only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	48	KbQueue	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	% only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart;	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	49	KbQueue	KbQueueStart;	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart; | 	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	51	KbCheck	[keyPress, keyTime, keyID] = KbCheck(-1);	 | [keyPress, keyTime, keyID] = KbCheck(-1); | oldKeyID = keyID;	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	118	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', windowPtr);	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	119	Flip	Screen('Flip', windowPtr);	% Flip info to the real window | Screen('Flip', windowPtr); | %__________________________________________________________________________%	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	131	trigger	%% Wait for trigger	 | %% Wait for trigger | KbQueueWait;	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	132	KbQueue	KbQueueWait;	%% Wait for trigger | KbQueueWait; | % non-stimulated eye	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	140	Flip	% Flip info to the real window	Screen('DrawingFinished', windowPtr); | % Flip info to the real window | Screen('Flip', windowPtr);	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	141	Flip	Screen('Flip', windowPtr);	% Flip info to the real window | Screen('Flip', windowPtr); | 	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/4-resting state/main.m	sub-001	ses-02	147	KbCheck	[keyIsDown,secs,keyCode]=KbCheck;	while 1 | [keyIsDown,secs,keyCode]=KbCheck; | if (keyIsDown==1 && keyCode(KbName('t')))	FALSE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/3-Movie_Data/Show_movie.m	sub-001	ses-02	74	Flip	% Flip info to the real window	 | % Flip info to the real window | Screen('Flip', win);	TRUE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/3-Movie_Data/Show_movie.m	sub-001	ses-02	75	Flip	Screen('Flip', win);	% Flip info to the real window | Screen('Flip', win); | %% keyboard cheking	TRUE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/3-Movie_Data/Show_movie.m	sub-001	ses-02	93	trigger	% only look for t as trigger	keysOfInterest(KbName('t'))=1; | % only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	TRUE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/3-Movie_Data/Show_movie.m	sub-001	ses-02	94	KbQueue	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest);	% only look for t as trigger | KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart;	TRUE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/3-Movie_Data/Show_movie.m	sub-001	ses-02	95	KbQueue	KbQueueStart;	KbQueueCreate(psychtoolbox_forp_id, keysOfInterest); | KbQueueStart; | 	TRUE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/3-Movie_Data/Show_movie.m	sub-001	ses-02	97	KbCheck	[keyPress, keyTime, keyID] = KbCheck(-1);	 | [keyPress, keyTime, keyID] = KbCheck(-1); | oldKeyID = keyID;	TRUE
<RAW>/Data_ON/SUBON1_Session02_12DEC2024/SUBON1-Session2-2024DEC13-MATLAB/SUBON-session2-2024DEC13/3-Movie_Data/Show_movie.m	sub-001	ses-02	99	KbQueue	KbQueueWait	oldKeyID = keyID; | KbQueueWait | while 1	TRUE
