participant_id	session_id	task	bids_run	matlab_run_id	stimulus_name	eye	mapping_confidence	mapping_method	ProtocolName	SeriesNumber
sub-026	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	23
sub-026	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-026	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-026	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-026	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-026	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-026	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-027	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	23
sub-027	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	27
sub-027	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-027	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-027	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-027	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-027	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-027	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-028	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	23
sub-028	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	27
sub-028	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-028	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-028	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	29
sub-028	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	33
sub-028	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	37
sub-028	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	41
sub-029	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-029	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-029	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	23
sub-029	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	27
sub-029	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-029	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-029	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-029	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-030	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-030	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-030	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	27
sub-030	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	23
sub-030	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-030	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-030	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-030	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-031	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	23
sub-031	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	27
sub-031	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-031	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-031	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-031	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-031	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-031	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-032	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	23
sub-032	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	27
sub-032	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-032	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-033	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	24
sub-033	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	28
sub-033	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	36
sub-033	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	40
sub-034	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-034	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-034	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-034	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-034	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	36
sub-034	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	40
sub-034	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	28
sub-034	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	32
sub-035	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	28
sub-035	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	32
sub-035	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	36
sub-035	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	40
sub-035	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-035	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-035	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-035	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-036	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-036	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-036	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-036	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-036	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-036	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-036	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-036	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-037	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-037	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-037	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-037	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-038	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-038	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-038	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-038	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-038	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	37
sub-038	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	33
sub-038	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	45
sub-038	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	41
sub-039	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	28
sub-039	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	32
sub-039	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	36
sub-039	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	40
sub-039	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-039	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-039	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-039	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-040	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	45
sub-040	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	41
sub-040	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	37
sub-040	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	33
sub-040	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-040	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-040	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-040	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-041	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	31
sub-041	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	35
sub-041	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	39
sub-041	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	43
sub-041	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	65
sub-041	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	69
sub-041	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	57
sub-041	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	61
sub-042	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-042	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-042	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-042	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-044	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-044	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-044	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-044	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-044	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-044	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-044	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-044	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-045	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-045	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-045	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-045	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-046	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	39
sub-046	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	43
sub-046	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	31
sub-046	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	35
sub-046	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-046	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-046	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-046	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-047	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id	Movie4_AP	39
sub-047	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id	Movie3_AP	35
sub-047	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id	Movie2_AP	31
sub-047	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id	Movie1_AP	27
sub-047	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-047	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-047	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-047	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-048	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-048	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-048	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-048	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-048	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-048	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-048	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-048	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-049	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-049	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-049	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-049	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-049	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-049	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-049	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-050	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-050	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-050	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-050	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-051	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id	Movie2_AP	31
sub-051	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id	Movie1_AP	27
sub-051	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id	Movie4_AP	39
sub-051	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id	Movie3_AP	35
sub-052	ses-01	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-052	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-052	ses-01	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-052	ses-01	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-052	ses-02	movie	07	4	Movie2B.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie4_AP	39
sub-052	ses-02	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
sub-052	ses-02	movie	03	2	Movie2A.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie2_AP	31
sub-052	ses-02	movie	01	1	Movie1A.mp4	left	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie1_AP	27
sub-053	ses-01	movie	05	3	Movie1B.mp4	right	HIGH	ProtocolName_MovieN_to_matlab_run_id+selected_run_id_mat_present	Movie3_AP	35
