bids_root	relative_bold	n_volumes	TR	scan_duration_s	mp4_duration_s	events_duration_s	duration_capped_to_scan	tsv_rewritten
/lustre07/scratch/alexrees/bids	sub-024/ses-02/func/sub-024_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-024/ses-02/func/sub-024_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-024/ses-02/func/sub-024_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-025/ses-01/func/sub-025_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-025/ses-01/func/sub-025_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-025/ses-01/func/sub-025_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-025/ses-01/func/sub-025_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-025/ses-02/func/sub-025_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-025/ses-02/func/sub-025_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-025/ses-02/func/sub-025_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-025/ses-02/func/sub-025_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-026/ses-01/func/sub-026_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-026/ses-01/func/sub-026_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-026/ses-01/func/sub-026_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-026/ses-01/func/sub-026_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-026/ses-02/func/sub-026_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-026/ses-02/func/sub-026_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-026/ses-02/func/sub-026_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-026/ses-02/func/sub-026_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-027/ses-01/func/sub-027_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-027/ses-01/func/sub-027_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-027/ses-01/func/sub-027_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-027/ses-01/func/sub-027_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-027/ses-02/func/sub-027_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-027/ses-02/func/sub-027_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-027/ses-02/func/sub-027_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-027/ses-02/func/sub-027_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-028/ses-01/func/sub-028_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-028/ses-01/func/sub-028_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-028/ses-01/func/sub-028_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-028/ses-01/func/sub-028_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-028/ses-02/func/sub-028_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-028/ses-02/func/sub-028_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-028/ses-02/func/sub-028_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-028/ses-02/func/sub-028_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-029/ses-01/func/sub-029_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-029/ses-01/func/sub-029_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-029/ses-01/func/sub-029_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-029/ses-01/func/sub-029_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-029/ses-02/func/sub-029_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-029/ses-02/func/sub-029_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-029/ses-02/func/sub-029_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-029/ses-02/func/sub-029_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-030/ses-01/func/sub-030_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-030/ses-01/func/sub-030_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-030/ses-01/func/sub-030_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-030/ses-01/func/sub-030_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-030/ses-02/func/sub-030_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-030/ses-02/func/sub-030_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-030/ses-02/func/sub-030_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-030/ses-02/func/sub-030_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-031/ses-01/func/sub-031_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-031/ses-01/func/sub-031_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-031/ses-01/func/sub-031_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-031/ses-01/func/sub-031_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-031/ses-02/func/sub-031_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-031/ses-02/func/sub-031_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-031/ses-02/func/sub-031_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-031/ses-02/func/sub-031_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-032/ses-01/func/sub-032_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-032/ses-01/func/sub-032_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-032/ses-01/func/sub-032_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-032/ses-01/func/sub-032_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-033/ses-01/func/sub-033_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-033/ses-01/func/sub-033_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-033/ses-01/func/sub-033_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-033/ses-01/func/sub-033_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-034/ses-01/func/sub-034_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-034/ses-01/func/sub-034_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-034/ses-01/func/sub-034_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-034/ses-01/func/sub-034_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-034/ses-02/func/sub-034_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-034/ses-02/func/sub-034_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-034/ses-02/func/sub-034_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-034/ses-02/func/sub-034_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-035/ses-01/func/sub-035_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-035/ses-01/func/sub-035_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-035/ses-01/func/sub-035_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-035/ses-01/func/sub-035_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-035/ses-02/func/sub-035_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-035/ses-02/func/sub-035_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-035/ses-02/func/sub-035_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-035/ses-02/func/sub-035_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-036/ses-01/func/sub-036_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-036/ses-01/func/sub-036_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-036/ses-01/func/sub-036_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-036/ses-01/func/sub-036_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-036/ses-02/func/sub-036_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-036/ses-02/func/sub-036_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-036/ses-02/func/sub-036_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-036/ses-02/func/sub-036_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-037/ses-01/func/sub-037_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-037/ses-01/func/sub-037_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-037/ses-01/func/sub-037_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-037/ses-01/func/sub-037_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-038/ses-01/func/sub-038_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-038/ses-01/func/sub-038_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-038/ses-01/func/sub-038_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-038/ses-01/func/sub-038_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-038/ses-02/func/sub-038_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-038/ses-02/func/sub-038_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-038/ses-02/func/sub-038_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-038/ses-02/func/sub-038_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-039/ses-01/func/sub-039_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-039/ses-01/func/sub-039_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-039/ses-01/func/sub-039_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-039/ses-01/func/sub-039_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-039/ses-02/func/sub-039_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-039/ses-02/func/sub-039_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-039/ses-02/func/sub-039_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-039/ses-02/func/sub-039_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-040/ses-01/func/sub-040_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-040/ses-01/func/sub-040_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-040/ses-01/func/sub-040_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-040/ses-01/func/sub-040_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-040/ses-02/func/sub-040_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-040/ses-02/func/sub-040_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-040/ses-02/func/sub-040_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-040/ses-02/func/sub-040_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-041/ses-01/func/sub-041_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-041/ses-01/func/sub-041_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-041/ses-01/func/sub-041_ses-01_task-movie_run-05_bold.nii.gz	209	0.937	195.833	196.821333	195.833	True	True
/lustre07/scratch/alexrees/bids	sub-041/ses-01/func/sub-041_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-041/ses-02/func/sub-041_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-041/ses-02/func/sub-041_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-041/ses-02/func/sub-041_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-041/ses-02/func/sub-041_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-042/ses-01/func/sub-042_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-042/ses-01/func/sub-042_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-042/ses-01/func/sub-042_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-042/ses-01/func/sub-042_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-043/ses-02/func/sub-043_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-043/ses-02/func/sub-043_ses-02_task-movie_run-02_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-043/ses-02/func/sub-043_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-043/ses-02/func/sub-043_ses-02_task-movie_run-06_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-043/ses-02/func/sub-043_ses-02_task-movie_run-09_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-043/ses-02/func/sub-043_ses-02_task-movie_run-10_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-043/ses-02/func/sub-043_ses-02_task-movie_run-13_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-043/ses-02/func/sub-043_ses-02_task-movie_run-14_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-044/ses-01/func/sub-044_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-044/ses-01/func/sub-044_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-044/ses-01/func/sub-044_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-044/ses-01/func/sub-044_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-044/ses-02/func/sub-044_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-044/ses-02/func/sub-044_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-044/ses-02/func/sub-044_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-044/ses-02/func/sub-044_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-045/ses-01/func/sub-045_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-045/ses-01/func/sub-045_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-045/ses-01/func/sub-045_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-045/ses-01/func/sub-045_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-046/ses-01/func/sub-046_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-046/ses-01/func/sub-046_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-046/ses-01/func/sub-046_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-046/ses-01/func/sub-046_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-046/ses-02/func/sub-046_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-046/ses-02/func/sub-046_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-046/ses-02/func/sub-046_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-046/ses-02/func/sub-046_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-047/ses-01/func/sub-047_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-047/ses-01/func/sub-047_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-047/ses-01/func/sub-047_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-047/ses-01/func/sub-047_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-047/ses-02/func/sub-047_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-047/ses-02/func/sub-047_ses-02_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-047/ses-02/func/sub-047_ses-02_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-047/ses-02/func/sub-047_ses-02_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-048/ses-01/func/sub-048_ses-01_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-048/ses-01/func/sub-048_ses-01_task-movie_run-03_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-048/ses-01/func/sub-048_ses-01_task-movie_run-05_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-048/ses-01/func/sub-048_ses-01_task-movie_run-07_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
/lustre07/scratch/alexrees/bids	sub-048/ses-02/func/sub-048_ses-02_task-movie_run-01_bold.nii.gz	210	0.937	196.77	196.821333	196.77	True	True
