iqm	family	split	split_value	n	n_total	missing	missing_pct	mean	sd	median	iqr	min	max	p01	p99	variance	zero_variance	near_zero_variance
efc	entropy	session	ses-01	230	230	0	0.0	0.5473304347826088	0.044967627703658725	0.5446	0.06772500000000004	0.4117	0.6614	0.457372	0.651223	0.0020220875412948554	False	False
efc	entropy	session	ses-02	150	150	0	0.0	0.5434246666666667	0.03971261178924199	0.5425	0.06105000000000005	0.4575	0.6298	0.459517	0.619942	0.0015770915351230423	False	False
fber	energy	all	all	380	380	0	0.0	6863.204546578948	6423.592314109282	6442.8027	10648.680999999999	43.5667	27062.5035	60.13965700000001	24457.992603	41262538.21788383	False	False
fber	energy	sequence_group	T1w	264	264	0	0.0	9811.994479924242	5555.703333833812	9156.32635	7303.370775	85.2768	27062.5035	931.442476	24808.502582000005	30865839.533572134	False	False
fber	energy	sequence_group	WMn	116	116	0	0.0	152.1653879310345	83.25947873048048	129.5313	86.46265000000001	43.5667	583.9765	45.62529	409.52636499999994	6932.1407984713305	False	False
fber	energy	cohort	Control	277	277	0	0.0	7064.13152599278	6580.9527532842085	6689.5582	10836.5678	46.7954	27062.5035	65.168488	24681.11259600001	43308939.140959	False	False
fber	energy	cohort	Glaucoma	74	74	0	0.0	5513.365781081082	5489.691801109522	4895.6386999999995	9396.0484	43.5667	21043.1289	44.918732999999996	19321.23628999999	30136716.07116911	False	False
fber	energy	cohort	Data_ON	21	21	0	0.0	9256.752090476188	6756.265179050691	10155.6006	8645.0074	125.583	24464.9322	142.56266	23357.87408	45647119.169652864	False	False
fber	energy	cohort	Data_TON	8	8	0	0.0	6109.0541625000005	6562.185843525616	4821.78645	7151.005350000001	99.2606	19690.4266	109.016325	18937.292987999997	43062283.04496801	False	False
fber	energy	session	ses-01	230	230	0	0.0	6739.238268695653	6273.134925884608	6442.8027	10498.45075	43.5667	27062.5035	50.649587000000004	23482.158134000027	39352221.79835328	False	False
fber	energy	session	ses-02	150	150	0	0.0	7053.286172666666	6664.48514871382	6449.024149999999	10849.34925	60.154	25448.8724	63.363094000000004	23705.56908599997	44415362.297427066	False	False
fwhm_avg	smoothness	all	all	380	380	0	0.0	4.157812172408377	0.8679450814997584	4.557950045672655	1.7786221291404876	2.5689766666666665	5.848362551973891	2.6668729000000004	5.431866048253846	0.7533286644996222	False	False
fwhm_avg	smoothness	sequence_group	T1w	264	264	0	0.0	4.711491548668622	0.26200801265971574	4.681358377502493	0.30663220675771985	3.995962537124323	5.848362551973891	4.257511541526831	5.547933513297411	0.06864819869789375	False	False
fwhm_avg	smoothness	sequence_group	WMn	116	116	0	0.0	2.897714281609195	0.14248741180355054	2.8957266666666666	0.1405366666666663	2.5689766666666665	3.4719466666666663	2.6094111666666664	3.399938833333332	0.020302662522474597	False	False
fwhm_avg	smoothness	cohort	Control	277	277	0	0.0	4.135457126070125	0.8659836536780299	4.544900041658933	1.7749067126180047	2.5999966666666663	5.848362551973891	2.7160411999999994	5.379805383486287	0.74992768843755	False	False
fwhm_avg	smoothness	cohort	Glaucoma	74	74	0	0.0	4.1840241501953725	0.8840020000283708	4.594225043078705	1.731575044394741	2.5689766666666665	5.560583391009527	2.654632433333333	5.411036805380785	0.7814595360541597	False	False
fwhm_avg	smoothness	cohort	Data_ON	21	21	0	0.0	4.227046906291453	0.797907757603173	4.558970880544998	0.5249750044791046	2.66276	4.978779092477077	2.663186	4.967488284082005	0.6366567896433238	False	False
fwhm_avg	smoothness	cohort	Data_TON	8	8	0	0.0	4.5076536808975485	1.0339101652665839	4.850391712598478	0.9039654295837245	2.789336666666667	5.402987546893527	2.8029757	5.4023420888524	1.0689702298415749	False	False
fwhm_avg	smoothness	session	ses-01	230	230	0	0.0	4.17477591544583	0.8652046498739463	4.565893794194398	1.78870796533548	2.5689766666666665	5.848362551973891	2.6641056	5.347991719633873	0.748579086163498	False	False
fwhm_avg	smoothness	session	ses-02	150	150	0	0.0	4.131801099750949	0.8743906025790091	4.544118792380864	1.7596858797748114	2.66489	5.575441720595156	2.7063731666666664	5.550744597233437	0.7645589258784827	False	False
fwhm_x	smoothness	all	all	380	380	0	0.0	4.109331161489508	0.844716057057847	4.496787768029438	1.710410280132161	2.50619	5.658700337284824	2.6528229	5.42264419821478	0.7135452170513559	False	False
fwhm_x	smoothness	sequence_group	T1w	264	264	0	0.0	4.647603717295504	0.2565956967694732	4.630081525974365	0.2823937668319809	3.8924002320051327	5.658700337284824	4.193924624977388	5.4893708271919985	0.06584135160061143	False	False
fwhm_x	smoothness	sequence_group	WMn	116	116	0	0.0	2.8842970689655174	0.14874880071722457	2.88701	0.16447499999999993	2.50619	3.48194	2.5577035	3.3120484999999995	0.02212620571481259	False	False
fwhm_x	smoothness	cohort	Control	277	277	0	0.0	4.089993595879872	0.8406219155776705	4.480300267046705	1.7173427798386083	2.54488	5.601762833891084	2.6695224	5.275912314468882	0.7066452049494721	False	False
fwhm_x	smoothness	cohort	Glaucoma	74	74	0	0.0	4.120562955933738	0.8672065069520515	4.509287768774495	1.658236530119868	2.50619	5.658700337284824	2.5968414	5.476547076427642	0.7520471256999786	False	False
fwhm_x	smoothness	cohort	Data_ON	21	21	0	0.0	4.215625943418376	0.7997235672818076	4.581524931729959	0.4390996763061592	2.6775	4.986862797240185	2.6847600000000003	4.973017723136446	0.6395577840659398	False	False
fwhm_x	smoothness	cohort	Data_TON	8	8	0	0.0	4.395976469550742	0.9784428785991391	4.759694033699873	0.7466707125877265	2.80898	5.292525315459091	2.8147375	5.28114681478088	0.9573504666813698	False	False
fwhm_x	smoothness	session	ses-01	230	230	0	0.0	4.127146574201094	0.8427319490700875	4.520137769421206	1.7181290307181496	2.50619	5.601762833891084	2.6342444	5.269629814094413	0.7101971379834686	False	False
fwhm_x	smoothness	session	ses-02	150	150	0	0.0	4.082014195331743	0.8498462581621563	4.463950266072169	1.71913840414142	2.69397	5.658700337284824	2.6981161	5.495446827554155	0.7222386625122185	False	False
fwhm_y	smoothness	all	all	380	380	0	0.0	4.129466353185445	0.8200472529488699	4.485449933161588	1.6674336798554856	2.63749	5.777449913909287	2.6789026	5.2758409213838435	0.6724774970689879	False	False
fwhm_y	smoothness	sequence_group	T1w	264	264	0	0.0	4.649203197766929	0.26596182010213276	4.63691243090462	0.33995311993430377	3.939537441296317	5.777449913909287	4.1388493133263395	5.280878671308775	0.07073568975203923	False	False
fwhm_y	smoothness	sequence_group	WMn	116	116	0	0.0	2.9466169827586217	0.15187904833162946	2.94724	0.15464500000000037	2.63749	3.66059	2.647071	3.588900499999998	0.02306724532212144	False	False
fwhm_y	smoothness	cohort	Control	277	277	0	0.0	4.104955322663668	0.8164723359093756	4.467249933432789	1.668892429971808	2.6445	5.777449913909287	2.7233440000000004	5.2485039217911975	0.6666270753053123	False	False
fwhm_y	smoothness	cohort	Glaucoma	74	74	0	0.0	4.173306437332952	0.836546435474824	4.563549931997807	1.6291811798709466	2.68099	5.281587421298215	2.6883483999999997	5.23920179692981	0.6998099387056339	False	False
fwhm_y	smoothness	cohort	Data_ON	21	21	0	0.0	4.143524472564839	0.733460147920839	4.37559993479848	0.5725249914687138	2.63749	4.892337427098491	2.6423200000000002	4.891597427109518	0.537963788588059	False	False
fwhm_y	smoothness	cohort	Data_TON	8	8	0	0.0	4.5357374432666235	1.0282616365247372	4.902762426943147	0.8771274757381153	2.82316	5.466524918542431	2.8358356000000002	5.453091043742611	1.0573219931485307	False	False
fwhm_y	smoothness	session	ses-01	230	230	0	0.0	4.14617724464363	0.818718085022338	4.488406183117537	1.6777080546314567	2.6445	5.777449913909287	2.6839132	5.238505921940179	0.6702993027426443	False	False
fwhm_y	smoothness	session	ses-02	150	150	0	0.0	4.103842986282895	0.8241640838368243	4.4782311832691555	1.673868679892366	2.63749	5.466524918542431	2.717845	5.281036171306429	0.6792464370865919	False	False
fwhm_z	smoothness	all	all	380	380	0	0.0	4.234639002550177	0.9490966423154137	4.657299930600823	1.8729461776085778	2.51975	6.165874908121304	2.6471562	5.680869415348448	0.9007844364543923	False	False
fwhm_z	smoothness	sequence_group	T1w	264	264	0	0.0	4.837667730943437	0.30170412753711046	4.775999928832055	0.33143437006124277	4.15594993807152	6.165874908121304	4.305190935847656	5.795463913640859	0.09102538057292903	False	False
fwhm_z	smoothness	sequence_group	WMn	116	116	0	0.0	2.8622287931034487	0.1606662384283165	2.82427	0.18442000000000025	2.51975	3.34301	2.6138844999999997	3.3229679999999995	0.02581364017070465	False	False
fwhm_z	smoothness	cohort	Control	277	277	0	0.0	4.211422459666835	0.9507339072463961	4.652299930675329	1.868989927816541	2.61061	6.165874908121304	2.6808076	5.718198414792205	0.9038949623879988	False	False
fwhm_z	smoothness	cohort	Glaucoma	74	74	0	0.0	4.258203057319424	0.9563292442245886	4.6595311805675745	1.8100211776408002	2.51975	5.741462414445543	2.6020137	5.545411792366924	0.914565623359173	False	False
fwhm_z	smoothness	cohort	Data_ON	21	21	0	0.0	4.321990302891145	0.8744275090964355	4.591574931580202	0.6718999899879101	2.64338	5.126362423611248	2.644532	5.122657423666456	0.7646234686645967	False	False
fwhm_z	smoothness	cohort	Data_TON	8	8	0	0.0	4.591247129875278	1.1018521458654025	4.888718677152415	1.0470355980094812	2.73587	5.61416241634246	2.7583539999999998	5.614043416344233	1.2140781513481922	False	False
fwhm_z	smoothness	session	ses-01	230	230	0	0.0	4.251003927492764	0.9439427770735032	4.671637430387177	1.8880874271193524	2.51975	6.165874908121304	2.6369987999999998	5.627643541141577	0.8910279663892373	False	False
fwhm_z	smoothness	session	ses-02	150	150	0	0.0	4.209546117638209	0.9595715371640522	4.641218680840453	1.8599693028186364	2.64338	5.929149911648781	2.6875611999999998	5.815896913336381	0.9207775349353821	False	False
icvs_csf	tissue_fraction	all	all	380	380	0	0.0	0.2613366372160157	0.00930599391100003	0.26062175962467415	0.013829124608362608	0.2371960334594324	0.2876883142351535	0.2422805744631229	0.2820803780533895	8.66015226715696e-05	False	False
icvs_csf	tissue_fraction	sequence_group	T1w	264	264	0	0.0	0.26525137735811544	0.007970575021919382	0.2639666852312412	0.012159159911874495	0.2501988682797548	0.2876883142351535	0.25046314503401385	0.283577714420816	6.353006618004515e-05	False	False
icvs_csf	tissue_fraction	sequence_group	WMn	116	116	0	0.0	0.2524272286167543	0.004986871706122259	0.2523338040715637	0.0071320172039645024	0.2371960334594324	0.2646777733387834	0.23900113520616215	0.2622706018409825	2.4868889413322735e-05	False	False
icvs_csf	tissue_fraction	cohort	Control	277	277	0	0.0	0.26080395208882934	0.009304345335358418	0.25919172365597	0.0131075531138522	0.2385268335926748	0.2876883142351535	0.24226171387653125	0.2825604131179449	8.657084211960597e-05	False	False
icvs_csf	tissue_fraction	cohort	Glaucoma	74	74	0	0.0	0.2619484032845041	0.009092010528931079	0.2612207564713529	0.011029526797862732	0.2371960334594324	0.2828847518679247	0.2414224354767309	0.28180282952344693	8.26646554581936e-05	False	False
icvs_csf	tissue_fraction	cohort	Data_ON	21	21	0	0.0	0.26677560281370644	0.009399767151147235	0.2718260711336825	0.014662276637349037	0.2476780824433185	0.2771087650586143	0.2479573480855322	0.2771069214235187	8.835562249578662e-05	False	False
icvs_csf	tissue_fraction	cohort	Data_TON	8	8	0	0.0	0.2598447389173885	0.007382046048102086	0.25950646525303606	0.006337115302460561	0.2523704402432871	0.2759838117109608	0.25246055201145895	0.27498130564361606	5.449460385629963e-05	False	False
icvs_csf	tissue_fraction	session	ses-01	230	230	0	0.0	0.2613454857042012	0.009431803688299519	0.2607154786670975	0.014249410010509389	0.2371960334594324	0.2876883142351535	0.24171641406933997	0.28173202886256066	8.895892081462039e-05	False	False
icvs_csf	tissue_fraction	session	ses-02	150	150	0	0.0	0.26132306953413137	0.009141078683670463	0.2605724392677265	0.013610162384610769	0.2441590794769186	0.2874417204486429	0.24532132725184794	0.2830425783947119	8.355931950105452e-05	False	False
icvs_gm	tissue_fraction	all	all	380	380	0	0.0	0.37533861075370323	0.011355931557898406	0.37490755598428693	0.017974970726808426	0.3477105132794733	0.3997428759545873	0.35224027546570885	0.39812661854616005	0.0001289571815476729	False	False
icvs_gm	tissue_fraction	sequence_group	T1w	264	264	0	0.0	0.37003417970213554	0.008403239022917959	0.3702946758350578	0.012281317284118798	0.3477105132794733	0.3892742784029829	0.35126274976220484	0.387351164895001	7.061442607629116e-05	False	False
icvs_gm	tissue_fraction	sequence_group	WMn	116	116	0	0.0	0.38741076418140885	0.007204789263456035	0.38832476267128063	0.008603788323202521	0.3509648534128086	0.3997428759545873	0.36351083692538244	0.39926194995611236	5.1908988330811355e-05	False	False
icvs_gm	tissue_fraction	cohort	Control	277	277	0	0.0	0.3767596584415546	0.01111657641993767	0.3759020694812049	0.01750477285647023	0.3509648534128086	0.3997428759545873	0.3556633603246668	0.3984152827280386	0.0001235782713003142	False	False
icvs_gm	tissue_fraction	cohort	Glaucoma	74	74	0	0.0	0.37138515484141815	0.011474914612426914	0.3721510131217018	0.019038036219825583	0.3477105132794733	0.3926923396485507	0.3483719473613428	0.3915541764060835	0.00013167366536248872	False	False
icvs_gm	tissue_fraction	cohort	Data_ON	21	21	0	0.0	0.3733064979990883	0.011525078392396146	0.371722957268341	0.011405294975852298	0.3525793117076191	0.3959352883496509	0.35369454835938374	0.3950926287553027	0.00013282743195087654	False	False
icvs_gm	tissue_fraction	cohort	Data_TON	8	8	0	0.0	0.3680385977313473	0.006204014365559641	0.3670240100239748	0.009070580689024554	0.3573913048903417	0.3754500873833094	0.3578959082988328	0.37541580954013076	3.8489794248070386e-05	False	False
icvs_gm	tissue_fraction	session	ses-01	230	230	0	0.0	0.3749859627455967	0.011431297849241413	0.37474099168219366	0.018043063694618	0.3477105132794733	0.3997428759545873	0.34958474317713994	0.3979744350415564	0.00013067457051807135	False	False
icvs_gm	tissue_fraction	session	ses-02	150	150	0	0.0	0.3758793376994665	0.011255970636769152	0.37568807677355825	0.0178703557273297	0.3554642862413896	0.399298635097183	0.35597390539951046	0.39707708004305126	0.00012669687497580934	False	False
icvs_wm	tissue_fraction	all	all	380	380	0	0.0	0.363324752030281	0.01164720387818585	0.36038693777157393	0.019982807582498485	0.3401163935430749	0.4105083129945166	0.34335414926436564	0.38389259210738186	0.0001356573581800275	False	False
icvs_wm	tissue_fraction	sequence_group	T1w	264	264	0	0.0	0.364714442939749	0.012441416808590528	0.36665766865508226	0.02292686953595463	0.3401163935430749	0.3910715063809776	0.34310163980163216	0.38359178896876145	0.0001547888522050789	False	False
icvs_wm	tissue_fraction	sequence_group	WMn	116	116	0	0.0	0.3601620072018368	0.008863447302760534	0.35921510192323247	0.006915033476032284	0.3469567169930694	0.4105083129945166	0.3471688062803512	0.3946816947009926	7.856069808881299e-05	False	False
icvs_wm	tissue_fraction	cohort	Control	277	277	0	0.0	0.3624363894696159	0.011658217746998741	0.3593151487755452	0.019991346548224376	0.3401163935430749	0.4105083129945166	0.3431155711292418	0.38338681328037955	0.0001359140410364364	False	False
icvs_wm	tissue_fraction	cohort	Glaucoma	74	74	0	0.0	0.36666644187407776	0.011048384670670285	0.36454977498567565	0.01832088441560592	0.3468991672777647	0.3910715063809776	0.34797122012766607	0.3858148232008303	0.00012206680383110215	False	False
icvs_wm	tissue_fraction	cohort	Data_ON	21	21	0	0.0	0.3599178991872052	0.011392980747425082	0.3563380033998158	0.007949773129856286	0.3462079488296619	0.3839754352302367	0.3463577024623434	0.38364006477373225	0.00012980001031119857	False	False
icvs_wm	tissue_fraction	cohort	Data_TON	8	8	0	0.0	0.37211666335126414	0.0083487407684847	0.3708337818230057	0.013921113220804804	0.3594162632773968	0.3817330357884613	0.3598219456423858	0.381729512412755	6.970147241935849e-05	False	False
icvs_wm	tissue_fraction	session	ses-01	230	230	0	0.0	0.36366855155020206	0.01203868592927746	0.36060425708823396	0.0204987752441384	0.3401163935430749	0.4105083129945166	0.3438198484939314	0.38901364574726277	0.00014492995890378309	False	False
icvs_wm	tissue_fraction	session	ses-02	150	150	0	0.0	0.3627975927664021	0.011038768795806547	0.36023075802598525	0.018769134076998317	0.3404758955183831	0.3835464195424504	0.34332999033073297	0.3825678118143897	0.00012185441652727231	False	False
inu_med	bias_field	all	all	380	380	0	0.0	0.8406786411216385	0.25097014710298843	0.9767802953720093	0.4941958785057068	0.3581337034702301	1.2913764715194702	0.41138940066099167	1.1846305739879608	0.06298601473689566	False	False
inu_med	bias_field	sequence_group	T1w	264	264	0	0.0	0.7510488291807247	0.24528478417901492	0.6199521720409393	0.4829038605093956	0.3581337034702301	1.0671226978302002	0.4052767859399318	1.0630348485708236	0.06016462534974593	False	False
inu_med	bias_field	sequence_group	WMn	116	116	0	0.0	1.0446637303664768	0.09783784041439035	1.0615568459033966	0.10948865115642537	0.6881843209266663	1.2913764715194702	0.7440316990017891	1.2425002872943876	0.009572243016951714	False	False
inu_med	bias_field	cohort	Control	277	277	0	0.0	0.844256242851488	0.2526755171217008	0.9811251759529114	0.49485993385314964	0.3581337034702301	1.2913764715194702	0.4069142925739288	1.1772175598144532	0.06384491695271889	False	False
inu_med	bias_field	cohort	Glaucoma	74	74	0	0.0	0.8608401353294785	0.24503067101008397	0.9818068444728852	0.4617813378572464	0.4454836249351501	1.247606873512268	0.45286470144987107	1.2012023234367368	0.060040029735652006	False	False
inu_med	bias_field	cohort	Data_ON	21	21	0	0.0	0.7200909817502612	0.22352757497819178	0.5842962563037872	0.4190640151500702	0.4138562381267547	1.063923716545105	0.4255988001823425	1.058467483520508	0.049964576775631146	False	False
inu_med	bias_field	cohort	Data_TON	8	8	0	0.0	0.8468529656529427	0.2748998326001524	0.998323991894722	0.511033296585083	0.4781213104724884	1.0978796482086182	0.4811418840289116	1.0955431628227235	0.07556991796359182	False	False
inu_med	bias_field	session	ses-01	230	230	0	0.0	0.8402101937843406	0.25103763702043946	0.9766776263713837	0.4963049143552778	0.3581337034702301	1.2913764715194702	0.41107385009527203	1.2050010144710543	0.0630198952008059	False	False
inu_med	bias_field	session	ses-02	150	150	0	0.0	0.8413969270388285	0.2517058009190836	0.9781765192747116	0.49449685215950034	0.3784513473510742	1.186856031417847	0.417805497944355	1.1687473058700562	0.06335581021631735	False	False
inu_range	bias_field	all	all	380	380	0	0.0	0.4111754918608226	0.3790916829476417	0.2251548528671265	0.7568425804376601	0.0167359232902527	1.210491880774498	0.029908777534961645	1.1158378737866879	0.1437105040800753	False	False
inu_range	bias_field	sequence_group	T1w	264	264	0	0.0	0.5613231784297209	0.36407737907167814	0.3075516402721403	0.700705926120281	0.1152297973632812	1.210491880774498	0.13001651632785796	1.1223463136553757	0.13255233795170243	False	False
inu_range	bias_field	sequence_group	WMn	116	116	0	0.0	0.06946006725574355	0.03065368786855911	0.06395533978939061	0.028195267915725686	0.0167359232902527	0.2251378536224366	0.02740200132131569	0.1858122178912159	0.000939648579943048	False	False
inu_range	bias_field	cohort	Control	277	277	0	0.0	0.40550329969247745	0.37565225186543233	0.220852118730545	0.7421679228544235	0.0167359232902527	1.1303932219743729	0.028077468395233104	1.1159776507616044	0.14111461433157022	False	False
inu_range	bias_field	cohort	Glaucoma	74	74	0	0.0	0.43298021659657754	0.39267509208380075	0.24697655439376826	0.7973160676658154	0.0303542554378509	1.210491880774498	0.0317693546414376	1.137793828070162	0.15419372794302139	False	False
inu_range	bias_field	cohort	Data_ON	21	21	0	0.0	0.37660596718390776	0.3577688951060836	0.2321352899074554	0.07160194814205167	0.0389089435338974	1.0652901649475095	0.0408634305000305	1.0624308323860165	0.12799858230542785	False	False
inu_range	bias_field	cohort	Data_TON	8	8	0	0.0	0.4966264441609382	0.4743307393376275	0.24705497324466694	0.8648193791508676	0.0314987897872924	1.1129286646842955	0.033525763750076217	1.1075640390217303	0.22498965028058032	False	False
inu_range	bias_field	session	ses-01	230	230	0	0.0	0.41941921068922333	0.3822219314389681	0.233570934087038	0.782842584699392	0.0167359232902527	1.1303932219743729	0.028848115861415793	1.112727782517671	0.14609360487293524	False	False
inu_range	bias_field	session	ses-02	150	150	0	0.0	0.3985351229906081	0.37516214073815557	0.2092963881790637	0.7385504506528379	0.0273696780204772	1.210491880774498	0.03638426458835601	1.1211332099139686	0.14074663184323563	False	False
qi_1	artifact	all	all	380	380	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
qi_1	artifact	sequence_group	T1w	264	264	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
qi_1	artifact	sequence_group	WMn	116	116	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
qi_1	artifact	cohort	Control	277	277	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
qi_1	artifact	cohort	Glaucoma	74	74	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
qi_1	artifact	cohort	Data_ON	21	21	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
qi_1	artifact	cohort	Data_TON	8	8	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
qi_1	artifact	session	ses-01	230	230	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
qi_1	artifact	session	ses-02	150	150	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	False
qi_2	artifact	all	all	380	380	0	0.0	0.0007160294697175299	0.000527419085713105	0.0005777190252524	0.0008413235048025751	1.984704845740097e-05	0.0021418126680195	2.7509983936479568e-05	0.0019796042127973807	2.781708919744476e-07	False	False
qi_2	artifact	sequence_group	T1w	264	264	0	0.0	0.000823029866555159	0.0005578342223900593	0.0007870121571965	0.0009710887326056499	1.984704845740097e-05	0.0021418126680195	2.973526239933211e-05	0.002005521255866905	3.1117901966952216e-07	False	False
qi_2	artifact	sequence_group	WMn	116	116	0	0.0	0.00047251132519051195	0.00034496630467640394	0.00040782897475435	0.000454199216170625	2.4343187452176937e-05	0.0017006085996133	2.562193432748464e-05	0.0014190297531715597	1.1900175136209355e-07	False	False
qi_2	artifact	cohort	Control	277	277	0	0.0	0.0007037120065652459	0.0005359629856123924	0.0005487566035528	0.0008444653288332001	1.984704845740097e-05	0.0021418126680195	2.8332735636635923e-05	0.0020003604088565602	2.872563219465496e-07	False	False
qi_2	artifact	cohort	Glaucoma	74	74	0	0.0	0.0007391362635564447	0.0004520905473019762	0.0007444539041277999	0.0007556217626665001	2.4343187452176937e-05	0.0019172547053427	3.6866404845870995e-05	0.0018749053126308948	2.043858629598004e-07	False	False
qi_2	artifact	cohort	Data_ON	21	21	0	0.0	0.0006645422274377295	0.0006129082870683786	0.0004302412172313	0.0008517671054073001	2.7966277434186413e-05	0.0017590469427116	4.0726705712247364e-05	0.00175116574382566	3.75656568357094e-07	False	False
qi_2	artifact	cohort	Data_TON	8	8	0	0.0	0.001063937799339882	0.0006100580476769437	0.00126263362691535	0.000978435573822525	8.065483097325675e-05	0.0016318148074384	0.00010098445584217677	0.001631798435349009	3.7217082153540406e-07	False	False
qi_2	artifact	session	ses-01	230	230	0	0.0	0.0007308641896007984	0.0005235188616630369	0.00061437917290195	0.0008328977116658249	1.984704845740097e-05	0.0021418126680195	2.5650184174308583e-05	0.001959403657984142	2.740719985169619e-07	False	False
qi_2	artifact	session	ses-02	150	150	0	0.0	0.0006932828992298517	0.0005343003552747711	0.0005489159542473	0.000832134933307575	3.0088023620192683e-05	0.0020305315144555	4.522466974766487e-05	0.0019642083753562854	2.8547686964674667e-07	False	False
rpve_csf	partial_volume	all	all	380	380	0	0.0	6.487981030388073	0.6536640191056412	6.429168290191981	0.9018554641911782	5.036386314483979	8.480091680873338	5.287205600684746	8.180832262129627	0.42727664987334	False	False
rpve_csf	partial_volume	sequence_group	T1w	264	264	0	0.0	6.626248806279506	0.6215990803849533	6.642131484975332	0.9590654748581855	5.44128166653946	8.480091680873338	5.514034853026396	8.404259366712306	0.38638541673541954	False	False
rpve_csf	partial_volume	sequence_group	WMn	116	116	0	0.0	6.173302643876543	0.6170387280033574	6.166517394561339	0.9387990651545941	5.036386314483979	7.921457885760158	5.057926636549297	7.855969067537222	0.3807367918560012	False	False
rpve_csf	partial_volume	cohort	Control	277	277	0	0.0	6.544065667546983	0.6664188042812687	6.469906236797297	0.8522487381601191	5.036386314483979	8.480091680873338	5.325762365654721	8.398487836481141	0.4441140226996759	False	False
rpve_csf	partial_volume	cohort	Glaucoma	74	74	0	0.0	6.27009508080914	0.5190048804434713	6.241266888329097	0.7822021153456085	5.249464197237527	7.22023990800105	5.284339164979893	7.193822372922942	0.26936606592414186	False	False
rpve_csf	partial_volume	cohort	Data_ON	21	21	0	0.0	6.847867660201811	0.5430396014839867	6.947673195788238	0.3738963405995728	5.435203494966718	7.513474353113885	5.524001344739211	7.507067652765217	0.2948920087798871	False	False
rpve_csf	partial_volume	cohort	Data_TON	8	8	0	0.0	5.616793099104912	0.29875614421950636	5.547506665062068	0.16155749510968764	5.133748565826776	6.061581617091968	5.160496606658049	6.0588384739419165	0.08925523370890649	False	False
rpve_csf	partial_volume	session	ses-01	230	230	0	0.0	6.504554659566799	0.6427631220423128	6.4506386624102925	0.8996569950780913	5.133748565826776	8.432229090140265	5.3137088067129	8.112338883264082	0.41314443105758114	False	False
rpve_csf	partial_volume	session	ses-02	150	150	0	0.0	6.462568132314031	0.671409044693683	6.416698495759196	0.883804122891263	5.036386314483979	8.480091680873338	5.1683652925745145	8.210716642723202	0.45079010529648406	False	False
rpve_gm	partial_volume	all	all	380	380	0	0.0	6.385111900710909	0.6460433988563578	6.345802138245322	0.8863770734527865	4.974046403176211	8.379469998822612	5.223742554635891	8.103269865960016	0.417372073205875	False	False
rpve_gm	partial_volume	sequence_group	T1w	264	264	0	0.0	6.500544143767943	0.6243487220145539	6.494756265026195	0.9762230052595031	5.289801767711575	8.379469998822612	5.375507238520728	8.266587872352465	0.3898113266812067	False	False
rpve_gm	partial_volume	sequence_group	WMn	116	116	0	0.0	6.122404037201799	0.6195380663850167	6.123584686729243	0.9603463802158325	4.974046403176211	7.867784114898722	4.995447439982219	7.816335380393281	0.38382741570008544	False	False
rpve_gm	partial_volume	cohort	Control	277	277	0	0.0	6.4437345306210725	0.6594596959295848	6.378505137489549	0.9062554125734374	4.974046403176211	8.379469998822612	5.284945287808424	8.2605223562526	0.4348870905555403	False	False
rpve_gm	partial_volume	cohort	Glaucoma	74	74	0	0.0	6.161075777301623	0.5073071055601207	6.163575528047025	0.822804822673362	5.209003472379841	7.136091692083153	5.222623130667077	7.058778877601011	0.25736049935178745	False	False
rpve_gm	partial_volume	cohort	Data_ON	21	21	0	0.0	6.733747252210639	0.5248037442314974	6.870498073244717	0.42944956301424675	5.385411711552482	7.381331469991755	5.461981861525134	7.368362766266833	0.27541896995939896	False	False
rpve_gm	partial_volume	cohort	Data_TON	8	8	0	0.0	5.512469683920644	0.28000133389270276	5.447338687352415	0.21270567885439196	5.085637755533914	5.956970153137362	5.1061653213251565	5.950998708270432	0.07840074698169282	False	False
rpve_gm	partial_volume	session	ses-01	230	230	0	0.0	6.401178848372592	0.6358842108990936	6.35153529170355	0.9196981366909984	5.085637755533914	8.332736153833713	5.255782549335143	8.032989347529934	0.404348729670763	False	False
rpve_gm	partial_volume	session	ses-02	150	150	0	0.0	6.3604759142963285	0.6627061822293316	6.324230096672019	0.8131489142454758	4.974046403176211	8.379469998822612	5.101114729869381	8.099988659107115	0.43917948396497614	False	False
rpve_wm	partial_volume	all	all	380	380	0	0.0	6.489931623087847	0.6340247857631611	6.474020788957299	0.8753209126671617	5.148171252242812	8.458212044037007	5.377000697554872	8.178039181280154	0.40198742896202233	False	False
