subject_id	session	sequence_group	run	mriqc_source_file	iqm	value	outlier_iqr	outlier_robust_z	robust_z	split
sub-005	ses-02	T1w	2	sub-005/ses-02/anat/sub-005_ses-02_run-02_T1w.json	snrd_total	73.04259062551036	False	True	3.67917431344162	sequence_group=T1w
sub-012	ses-01	T1w	2	sub-012/ses-01/anat/sub-012_ses-01_run-02_T1w.json	snrd_total	95.05403948019244	True	True	5.110486466632393	sequence_group=T1w
sub-014	ses-01	T1w	2	sub-014/ses-01/anat/sub-014_ses-01_run-02_T1w.json	snrd_total	101.1913095912586	True	True	5.509567388355315	sequence_group=T1w
sub-022	ses-02	T1w	2	sub-022/ses-02/anat/sub-022_ses-02_run-02_T1w.json	snrd_total	80.53759942895839	False	True	4.166543284901446	sequence_group=T1w
sub-024	ses-01	T1w	2	sub-024/ses-01/anat/sub-024_ses-01_run-02_T1w.json	snrd_total	88.31591414362443	False	True	4.672334450941657	sequence_group=T1w
sub-024	ses-02	T1w	2	sub-024/ses-02/anat/sub-024_ses-02_run-02_T1w.json	snrd_total	98.99646613826508	True	True	5.366845928747598	sequence_group=T1w
sub-031	ses-01	T1w	2	sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.json	snrd_total	118.39747424203824	True	True	6.628412074002793	sequence_group=T1w
sub-031	ses-02	T1w	2	sub-031/ses-02/anat/sub-031_ses-02_run-02_T1w.json	snrd_total	83.12963755434879	False	True	4.335092647321811	sequence_group=T1w
sub-034	ses-01	T1w	2	sub-034/ses-01/anat/sub-034_ses-01_run-02_T1w.json	snrd_total	78.77781106127507	False	True	4.0521116318858805	sequence_group=T1w
sub-034	ses-02	T1w	2	sub-034/ses-02/anat/sub-034_ses-02_run-02_T1w.json	snrd_total	101.3877022348127	True	True	5.522337977850447	sequence_group=T1w
sub-035	ses-01	T1w	2	sub-035/ses-01/anat/sub-035_ses-01_run-02_T1w.json	snrd_total	73.69321251156258	False	True	3.7214815245110247	sequence_group=T1w
sub-036	ses-02	T1w	2	sub-036/ses-02/anat/sub-036_ses-02_run-02_T1w.json	snrd_total	97.71581145725996	True	True	5.283570328805734	sequence_group=T1w
sub-041	ses-01	T1w	2	sub-041/ses-01/anat/sub-041_ses-01_run-02_T1w.json	snrd_total	94.98328847868736	True	True	5.105885825894329	sequence_group=T1w
sub-041	ses-02	T1w	1	sub-041/ses-02/anat/sub-041_ses-02_run-01_T1w.json	snrd_total	75.70936409011198	False	True	3.852583401361748	sequence_group=T1w
sub-042	ses-01	T1w	2	sub-042/ses-01/anat/sub-042_ses-01_run-02_T1w.json	snrd_total	102.07507648725212	True	True	5.567035041083415	sequence_group=T1w
sub-044	ses-02	T1w	2	sub-044/ses-02/anat/sub-044_ses-02_run-02_T1w.json	snrd_total	107.91580879902509	True	True	5.946833354068906	sequence_group=T1w
sub-049	ses-01	T1w	2	sub-049/ses-01/anat/sub-049_ses-01_run-02_T1w.json	snrd_total	103.00794154413416	True	True	5.627695341185297	sequence_group=T1w
sub-054	ses-02	T1w	1	sub-054/ses-02/anat/sub-054_ses-02_run-01_T1w.json	snrd_total	99.42377579927154	True	True	5.394632082899112	sequence_group=T1w
sub-060	ses-01	T1w	2	sub-060/ses-01/anat/sub-060_ses-01_run-02_T1w.json	snrd_total	72.19645913786486	False	True	3.6241539333903194	sequence_group=T1w
sub-063	ses-01	T1w	1	sub-063/ses-01/anat/sub-063_ses-01_run-01_T1w.json	snrd_total	87.23745022852734	False	True	4.602206468061158	sequence_group=T1w
sub-063	ses-01	T1w	2	sub-063/ses-01/anat/sub-063_ses-01_run-02_T1w.json	snrd_total	85.92468553850945	False	True	4.516842888975237	sequence_group=T1w
sub-066	ses-02	T1w	2	sub-066/ses-02/anat/sub-066_ses-02_run-02_T1w.json	snrd_total	73.38947598812895	False	True	3.701730812950482	sequence_group=T1w
sub-077	ses-01	T1w	2	sub-077/ses-01/anat/sub-077_ses-01_run-02_T1w.json	snrd_total	83.33815167124112	False	True	4.348651445363238	sequence_group=T1w
sub-079	ses-01	T1w	2	sub-079/ses-01/anat/sub-079_ses-01_run-02_T1w.json	snrd_total	74.23641926345609	False	True	3.756803980148246	sequence_group=T1w
sub-048	ses-02	WMn	3	sub-048/ses-02/anat/sub-048_ses-02_run-03_T1w.json	snrd_total	3.097794576809392	True	False	-3.4471639177591444	sequence_group=WMn
sub-062	ses-01	WMn	1	sub-062/ses-01/anat/sub-062_ses-01_run-01_T1w.json	snrd_total	34.38404553992907	True	True	5.2689967354301785	sequence_group=WMn
sub-081	ses-02	WMn	1	sub-081/ses-02/anat/sub-081_ses-02_run-01_T1w.json	snrd_total	27.57304860897047	True	False	3.371494106285029	sequence_group=WMn
sub-005	ses-01	T1w	2	sub-005/ses-01/anat/sub-005_ses-01_run-02_T1w.json	snrd_wm	117.35898417191166	False	True	4.613506906977635	sequence_group=T1w
sub-005	ses-02	T1w	2	sub-005/ses-02/anat/sub-005_ses-02_run-02_T1w.json	snrd_wm	102.60914708476236	False	True	3.8987662093721585	sequence_group=T1w
sub-007	ses-02	T1w	2	sub-007/ses-02/anat/sub-007_ses-02_run-02_T1w.json	snrd_wm	96.88872922318508	False	True	3.621568879746006	sequence_group=T1w
sub-012	ses-01	T1w	2	sub-012/ses-01/anat/sub-012_ses-01_run-02_T1w.json	snrd_wm	135.65821853500606	True	True	5.500242635450148	sequence_group=T1w
sub-014	ses-01	T1w	2	sub-014/ses-01/anat/sub-014_ses-01_run-02_T1w.json	snrd_wm	141.99188128962632	True	True	5.8071562988952286	sequence_group=T1w
sub-022	ses-02	T1w	2	sub-022/ses-02/anat/sub-022_ses-02_run-02_T1w.json	snrd_wm	114.5112766074272	False	True	4.475514027518017	sequence_group=T1w
sub-024	ses-01	T1w	2	sub-024/ses-01/anat/sub-024_ses-01_run-02_T1w.json	snrd_wm	125.2409151382534	True	True	4.995445826307768	sequence_group=T1w
sub-024	ses-02	T1w	2	sub-024/ses-02/anat/sub-024_ses-02_run-02_T1w.json	snrd_wm	139.19124306472918	True	True	5.671444283448797	sequence_group=T1w
sub-031	ses-01	T1w	2	sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.json	snrd_wm	162.40706170700636	True	True	6.796425550280565	sequence_group=T1w
sub-031	ses-02	T1w	2	sub-031/ses-02/anat/sub-031_ses-02_run-02_T1w.json	snrd_wm	113.93882076169513	False	True	4.447774230250468	sequence_group=T1w
sub-034	ses-01	T1w	2	sub-034/ses-01/anat/sub-034_ses-01_run-02_T1w.json	snrd_wm	108.3909504877921	False	True	4.178938130816606	sequence_group=T1w
sub-034	ses-02	T1w	2	sub-034/ses-02/anat/sub-034_ses-02_run-02_T1w.json	snrd_wm	138.89869715364898	True	True	5.657268230701118	sequence_group=T1w
sub-035	ses-01	T1w	2	sub-035/ses-01/anat/sub-035_ses-01_run-02_T1w.json	snrd_wm	107.50979327828976	False	True	4.136239427441198	sequence_group=T1w
sub-036	ses-02	T1w	2	sub-036/ses-02/anat/sub-036_ses-02_run-02_T1w.json	snrd_wm	137.59688492315786	True	True	5.594185623328918	sequence_group=T1w
sub-041	ses-01	T1w	2	sub-041/ses-01/anat/sub-041_ses-01_run-02_T1w.json	snrd_wm	139.7729478330658	True	True	5.699632260676261	sequence_group=T1w
sub-041	ses-02	T1w	1	sub-041/ses-02/anat/sub-041_ses-02_run-01_T1w.json	snrd_wm	105.9415566572238	False	True	4.060246551728169	sequence_group=T1w
sub-042	ses-01	T1w	2	sub-042/ses-01/anat/sub-042_ses-01_run-02_T1w.json	snrd_wm	142.87564818561987	True	True	5.8499814612364025	sequence_group=T1w
sub-044	ses-02	T1w	2	sub-044/ses-02/anat/sub-044_ses-02_run-02_T1w.json	snrd_wm	156.57839797060356	True	True	6.5139828927481735	sequence_group=T1w
sub-049	ses-01	T1w	2	sub-049/ses-01/anat/sub-049_ses-01_run-02_T1w.json	snrd_wm	140.22434749763926	True	True	5.72150597421288	sequence_group=T1w
sub-054	ses-02	T1w	1	sub-054/ses-02/anat/sub-054_ses-02_run-01_T1w.json	snrd_wm	138.7514026709834	True	True	5.6501307036442565	sequence_group=T1w
sub-060	ses-01	T1w	2	sub-060/ses-01/anat/sub-060_ses-01_run-02_T1w.json	snrd_wm	101.1333539159894	False	True	3.8272529151752233	sequence_group=T1w
sub-063	ses-01	T1w	1	sub-063/ses-01/anat/sub-063_ses-01_run-01_T1w.json	snrd_wm	123.66200225559446	True	True	4.918935605310606	sequence_group=T1w
sub-063	ses-01	T1w	2	sub-063/ses-01/anat/sub-063_ses-01_run-02_T1w.json	snrd_wm	121.93567448018064	True	True	4.835282022480868	sequence_group=T1w
sub-066	ses-02	T1w	2	sub-066/ses-02/anat/sub-066_ses-02_run-02_T1w.json	snrd_wm	103.5111976932416	False	True	3.9424773552899404	sequence_group=T1w
sub-077	ses-01	T1w	2	sub-077/ses-01/anat/sub-077_ses-01_run-02_T1w.json	snrd_wm	117.86395736361244	False	True	4.6379766614010745	sequence_group=T1w
sub-079	ses-01	T1w	2	sub-079/ses-01/anat/sub-079_ses-01_run-02_T1w.json	snrd_wm	102.62743079724808	False	True	3.899652192948767	sequence_group=T1w
sub-012	ses-02	WMn	3	sub-012/ses-02/anat/sub-012_ses-02_run-03_T1w.json	snrd_wm	5.262791543981442	True	False	3.393651233895029	sequence_group=WMn
sub-028	ses-02	WMn	3	sub-028/ses-02/anat/sub-028_ses-02_run-03_T1w.json	snrd_wm	4.954972962786483	True	False	3.0811870112713806	sequence_group=WMn
sub-051	ses-01	WMn	3	sub-051/ses-01/anat/sub-051_ses-01_run-03_T1w.json	snrd_wm	4.946157630864055	True	False	3.0722386371166492	sequence_group=WMn
sub-054	ses-02	WMn	2	sub-054/ses-02/anat/sub-054_ses-02_run-02_T1w.json	snrd_wm	6.1266449853663065	True	True	4.27054207321745	sequence_group=WMn
sub-057	ses-01	WMn	3	sub-057/ses-01/anat/sub-057_ses-01_run-03_T1w.json	snrd_wm	6.78318796102909	True	True	4.936993688039096	sequence_group=WMn
sub-062	ses-01	WMn	1	sub-062/ses-01/anat/sub-062_ses-01_run-01_T1w.json	snrd_wm	5.274146309860606	True	False	3.405177367501821	sequence_group=WMn
sub-081	ses-02	WMn	1	sub-081/ses-02/anat/sub-081_ses-02_run-01_T1w.json	snrd_wm	5.237960295301705	True	False	3.3684452285091013	sequence_group=WMn
sub-002	ses-02	T1w	2	sub-002/ses-02/anat/sub-002_ses-02_run-02_T1w.json	summary_bg_k	3487.3228	True	True	6.092843690440713	sequence_group=T1w
sub-007	ses-01	T1w	2	sub-007/ses-01/anat/sub-007_ses-01_run-02_T1w.json	summary_bg_k	2837.6626	False	True	4.802429349506564	sequence_group=T1w
sub-009	ses-02	T1w	2	sub-009/ses-02/anat/sub-009_ses-02_run-02_T1w.json	summary_bg_k	2703.6841	False	True	4.536309033413865	sequence_group=T1w
sub-012	ses-02	T1w	1	sub-012/ses-02/anat/sub-012_ses-02_run-01_T1w.json	summary_bg_k	2342.0156	False	True	3.8179300730525223	sequence_group=T1w
sub-012	ses-02	T1w	2	sub-012/ses-02/anat/sub-012_ses-02_run-02_T1w.json	summary_bg_k	3552.8673	True	True	6.223034154269894	sequence_group=T1w
sub-018	ses-01	T1w	1	sub-018/ses-01/anat/sub-018_ses-01_run-01_T1w.json	summary_bg_k	2691.4496	False	True	4.512007753676921	sequence_group=T1w
sub-018	ses-01	T1w	2	sub-018/ses-01/anat/sub-018_ses-01_run-02_T1w.json	summary_bg_k	2700.4817	False	True	4.529948134461755	sequence_group=T1w
sub-023	ses-01	T1w	2	sub-023/ses-01/anat/sub-023_ses-01_run-02_T1w.json	summary_bg_k	2828.8701	False	True	4.78496488409424	sequence_group=T1w
sub-023	ses-02	T1w	2	sub-023/ses-02/anat/sub-023_ses-02_run-02_T1w.json	summary_bg_k	5620.7078	True	True	10.330367550966262	sequence_group=T1w
sub-026	ses-01	T1w	2	sub-026/ses-01/anat/sub-026_ses-01_run-02_T1w.json	summary_bg_k	2356.5619	False	True	3.846823260795177	sequence_group=T1w
sub-029	ses-01	T1w	1	sub-029/ses-01/anat/sub-029_ses-01_run-01_T1w.json	summary_bg_k	3754.6077	True	True	6.623749336307813	sequence_group=T1w
sub-029	ses-01	T1w	2	sub-029/ses-01/anat/sub-029_ses-01_run-02_T1w.json	summary_bg_k	6640.0615	True	True	12.355100839174906	sequence_group=T1w
sub-032	ses-01	T1w	1	sub-032/ses-01/anat/sub-032_ses-01_run-01_T1w.json	summary_bg_k	3504.6225	True	True	6.127205932384822	sequence_group=T1w
sub-032	ses-01	T1w	2	sub-032/ses-01/anat/sub-032_ses-01_run-02_T1w.json	summary_bg_k	5329.528	True	True	9.751999675405564	sequence_group=T1w
sub-034	ses-02	T1w	1	sub-034/ses-02/anat/sub-034_ses-02_run-01_T1w.json	summary_bg_k	2264.952	False	True	3.6648593222138337	sequence_group=T1w
sub-034	ses-02	T1w	2	sub-034/ses-02/anat/sub-034_ses-02_run-02_T1w.json	summary_bg_k	2218.3831	False	True	3.5723599257577656	sequence_group=T1w
sub-035	ses-01	T1w	2	sub-035/ses-01/anat/sub-035_ses-01_run-02_T1w.json	summary_bg_k	3221.5481	True	True	5.564937741550091	sequence_group=T1w
sub-035	ses-02	T1w	1	sub-035/ses-02/anat/sub-035_ses-02_run-01_T1w.json	summary_bg_k	2321.1157	False	True	3.7764167855152992	sequence_group=T1w
sub-035	ses-02	T1w	2	sub-035/ses-02/anat/sub-035_ses-02_run-02_T1w.json	summary_bg_k	6492.7828	True	True	12.06256245280902	sequence_group=T1w
sub-038	ses-02	T1w	1	sub-038/ses-02/anat/sub-038_ses-02_run-01_T1w.json	summary_bg_k	2341.934	False	True	3.8177679916902654	sequence_group=T1w
sub-038	ses-02	T1w	2	sub-038/ses-02/anat/sub-038_ses-02_run-02_T1w.json	summary_bg_k	3318.3185	True	True	5.757151935890354	sequence_group=T1w
sub-039	ses-01	T1w	1	sub-039/ses-01/anat/sub-039_ses-01_run-01_T1w.json	summary_bg_k	2556.6143	False	True	4.244185583280523	sequence_group=T1w
sub-039	ses-01	T1w	2	sub-039/ses-01/anat/sub-039_ses-01_run-02_T1w.json	summary_bg_k	3830.0419	True	True	6.7735836242584915	sequence_group=T1w
sub-041	ses-02	T1w	2	sub-041/ses-02/anat/sub-041_ses-02_run-02_T1w.json	summary_bg_k	3316.0235	True	True	5.752593397576872	sequence_group=T1w
sub-042	ses-01	T1w	1	sub-042/ses-01/anat/sub-042_ses-01_run-01_T1w.json	summary_bg_k	2232.4612	False	True	3.6003231319586457	sequence_group=T1w
sub-042	ses-01	T1w	2	sub-042/ses-01/anat/sub-042_ses-01_run-02_T1w.json	summary_bg_k	3115.0315	True	True	5.353364755876124	sequence_group=T1w
sub-043	ses-02	T1w	4	sub-043/ses-02/anat/sub-043_ses-02_run-04_T1w.json	summary_bg_k	2851.8296	False	True	4.830569136995492	sequence_group=T1w
sub-045	ses-01	T1w	2	sub-045/ses-01/anat/sub-045_ses-01_run-02_T1w.json	summary_bg_k	3055.7104	True	True	5.235535776726734	sequence_group=T1w
sub-046	ses-01	T1w	1	sub-046/ses-01/anat/sub-046_ses-01_run-01_T1w.json	summary_bg_k	4815.8674	True	True	8.731720143716782	sequence_group=T1w
sub-046	ses-01	T1w	2	sub-046/ses-01/anat/sub-046_ses-01_run-02_T1w.json	summary_bg_k	6658.9786	True	True	12.392675708512579	sequence_group=T1w
sub-046	ses-02	T1w	2	sub-046/ses-02/anat/sub-046_ses-02_run-02_T1w.json	summary_bg_k	2889.9051	False	True	4.90619816773839	sequence_group=T1w
sub-051	ses-01	T1w	2	sub-051/ses-01/anat/sub-051_ses-01_run-02_T1w.json	summary_bg_k	2615.6153	False	True	4.361378750615471	sequence_group=T1w
sub-056	ses-01	T1w	1	sub-056/ses-01/anat/sub-056_ses-01_run-01_T1w.json	summary_bg_k	3154.3343	True	True	5.431431561813854	sequence_group=T1w
sub-056	ses-01	T1w	2	sub-056/ses-01/anat/sub-056_ses-01_run-02_T1w.json	summary_bg_k	3719.7992	True	True	6.55460951892881	sequence_group=T1w
sub-059	ses-01	T1w	1	sub-059/ses-01/anat/sub-059_ses-01_run-01_T1w.json	summary_bg_k	3522.9716	True	True	6.163652588318547	sequence_group=T1w
sub-059	ses-01	T1w	2	sub-059/ses-01/anat/sub-059_ses-01_run-02_T1w.json	summary_bg_k	4858.6739	True	True	8.816746318146429	sequence_group=T1w
sub-073	ses-01	T1w	1	sub-073/ses-01/anat/sub-073_ses-01_run-01_T1w.json	summary_bg_k	2542.6853	False	True	4.21651853309818	sequence_group=T1w
sub-073	ses-01	T1w	2	sub-073/ses-01/anat/sub-073_ses-01_run-02_T1w.json	summary_bg_k	3174.7624	True	True	5.472007717160968	sequence_group=T1w
sub-073	ses-02	T1w	1	sub-073/ses-02/anat/sub-073_ses-02_run-01_T1w.json	summary_bg_k	4332.2239	True	True	7.771063313731531	sequence_group=T1w
sub-073	ses-02	T1w	2	sub-073/ses-02/anat/sub-073_ses-02_run-02_T1w.json	summary_bg_k	6456.9562	True	True	11.99140039235509	sequence_group=T1w
sub-075	ses-01	T1w	1	sub-075/ses-01/anat/sub-075_ses-01_run-01_T1w.json	summary_bg_k	3195.4339	True	True	5.5130673357871665	sequence_group=T1w
sub-075	ses-01	T1w	2	sub-075/ses-01/anat/sub-075_ses-01_run-02_T1w.json	summary_bg_k	3845.7134	True	True	6.8047117868640346	sequence_group=T1w
sub-008	ses-01	WMn	3	sub-008/ses-01/anat/sub-008_ses-01_run-03_T1w.json	summary_bg_k	443.2606	False	True	3.9374556038697666	sequence_group=WMn
sub-020	ses-01	WMn	3	sub-020/ses-01/anat/sub-020_ses-01_run-03_T1w.json	summary_bg_k	511.0601	False	True	4.64839630201961	sequence_group=WMn
sub-031	ses-02	WMn	3	sub-031/ses-02/anat/sub-031_ses-02_run-03_T1w.json	summary_bg_k	518.3293	False	True	4.724620612272501	sequence_group=WMn
sub-042	ses-01	WMn	3	sub-042/ses-01/anat/sub-042_ses-01_run-03_T1w.json	summary_bg_k	466.2637	False	True	4.178664461952947	sequence_group=WMn
sub-049	ses-01	WMn	3	sub-049/ses-01/anat/sub-049_ses-01_run-03_T1w.json	summary_bg_k	672.5093	True	True	6.341341042965101	sequence_group=WMn
sub-052	ses-02	WMn	3	sub-052/ses-02/anat/sub-052_ses-02_run-03_T1w.json	summary_bg_k	414.5702	False	True	3.6366101255668544	sequence_group=WMn
sub-079	ses-01	WMn	3	sub-079/ses-01/anat/sub-079_ses-01_run-03_T1w.json	summary_bg_k	521.1113	False	True	4.7537924649005125	sequence_group=WMn
sub-012	ses-01	WMn	3	sub-012/ses-01/anat/sub-012_ses-01_run-03_T1w.json	summary_bg_mad	3521.1803	True	True	3.956447943665123	sequence_group=WMn
sub-013	ses-01	T1w	1	sub-013/ses-01/anat/sub-013_ses-01_run-01_T1w.json	summary_bg_mean	29.2306	True	False	3.1219835690968454	sequence_group=T1w
sub-027	ses-01	T1w	1	sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.json	summary_bg_mean	38.385	True	True	4.536482807399349	sequence_group=T1w
sub-027	ses-02	T1w	1	sub-027/ses-02/anat/sub-027_ses-02_run-01_T1w.json	summary_bg_mean	26.3895	True	False	2.682988792165398	sequence_group=T1w
sub-040	ses-01	T1w	1	sub-040/ses-01/anat/sub-040_ses-01_run-01_T1w.json	summary_bg_mean	43.1928	True	True	5.279363764961917	sequence_group=T1w
sub-040	ses-02	T1w	1	sub-040/ses-02/anat/sub-040_ses-02_run-01_T1w.json	summary_bg_mean	40.8844	True	True	4.922679542981503	sequence_group=T1w
sub-052	ses-01	T1w	1	sub-052/ses-01/anat/sub-052_ses-01_run-01_T1w.json	summary_bg_mean	29.5064	True	False	3.1645990206746473	sequence_group=T1w
sub-052	ses-02	T1w	1	sub-052/ses-02/anat/sub-052_ses-02_run-01_T1w.json	summary_bg_mean	34.4054	True	True	3.9215718171926017	sequence_group=T1w
sub-066	ses-01	T1w	2	sub-066/ses-01/anat/sub-066_ses-01_run-02_T1w.json	summary_bg_mean	50.9241	True	True	6.473971599564747	sequence_group=T1w
sub-066	ses-02	T1w	1	sub-066/ses-02/anat/sub-066_ses-02_run-01_T1w.json	summary_bg_mean	42.5035	True	True	5.172856039173016	sequence_group=T1w
sub-068	ses-01	T1w	1	sub-068/ses-01/anat/sub-068_ses-01_run-01_T1w.json	summary_bg_mean	27.5963	True	False	2.8694584330794353	sequence_group=T1w
sub-068	ses-02	T1w	1	sub-068/ses-02/anat/sub-068_ses-02_run-01_T1w.json	summary_bg_mean	43.8155	True	True	5.375580739934713	sequence_group=T1w
sub-069	ses-01	T1w	1	sub-069/ses-01/anat/sub-069_ses-01_run-01_T1w.json	summary_bg_mean	34.1035	True	True	3.874923503808488	sequence_group=T1w
sub-071	ses-01	T1w	1	sub-071/ses-01/anat/sub-071_ses-01_run-01_T1w.json	summary_bg_mean	47.7816	True	True	5.988405767138195	sequence_group=T1w
sub-072	ses-02	T1w	1	sub-072/ses-02/anat/sub-072_ses-02_run-01_T1w.json	summary_bg_mean	27.9526	True	False	2.924512404787814	sequence_group=T1w
sub-082	ses-01	T1w	1	sub-082/ses-01/anat/sub-082_ses-01_run-01_T1w.json	summary_bg_mean	37.2353	True	True	4.358836017410231	sequence_group=T1w
sub-084	ses-01	T1w	1	sub-084/ses-01/anat/sub-084_ses-01_run-01_T1w.json	summary_bg_mean	38.1015	True	True	4.492677584330796	sequence_group=T1w
sub-012	ses-01	WMn	3	sub-012/ses-01/anat/sub-012_ses-01_run-03_T1w.json	summary_bg_median	2375.0	True	True	3.956447504302926	sequence_group=WMn
sub-027	ses-01	T1w	1	sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.json	summary_bg_p95	108.0	True	True	4.047	sequence_group=T1w
sub-066	ses-01	T1w	2	sub-066/ses-01/anat/sub-066_ses-01_run-02_T1w.json	summary_bg_p95	182.0	True	True	7.886461538461538	sequence_group=T1w
sub-066	ses-02	T1w	1	sub-066/ses-02/anat/sub-066_ses-02_run-01_T1w.json	summary_bg_p95	130.0	True	True	5.188461538461539	sequence_group=T1w
sub-069	ses-01	T1w	1	sub-069/ses-01/anat/sub-069_ses-01_run-01_T1w.json	summary_bg_p95	111.0	True	True	4.202653846153845	sequence_group=T1w
sub-084	ses-01	T1w	1	sub-084/ses-01/anat/sub-084_ses-01_run-01_T1w.json	summary_bg_p95	107.0	True	True	3.9951153846153846	sequence_group=T1w
sub-013	ses-01	T1w	1	sub-013/ses-01/anat/sub-013_ses-01_run-01_T1w.json	summary_bg_stdv	160.8821	True	True	3.5826545308378717	sequence_group=T1w
sub-040	ses-01	T1w	1	sub-040/ses-01/anat/sub-040_ses-01_run-01_T1w.json	summary_bg_stdv	195.1416	True	True	4.572105458714418	sequence_group=T1w
sub-040	ses-02	T1w	1	sub-040/ses-02/anat/sub-040_ses-02_run-01_T1w.json	summary_bg_stdv	182.6709	True	True	4.211938331749049	sequence_group=T1w
sub-052	ses-01	T1w	1	sub-052/ses-01/anat/sub-052_ses-01_run-01_T1w.json	summary_bg_stdv	153.2344	True	False	3.361780791842222	sequence_group=T1w
sub-052	ses-02	T1w	1	sub-052/ses-02/anat/sub-052_ses-02_run-01_T1w.json	summary_bg_stdv	169.6708	True	True	3.8364815677131503	sequence_group=T1w
sub-066	ses-02	T1w	1	sub-066/ses-02/anat/sub-066_ses-02_run-01_T1w.json	summary_bg_stdv	166.0891	True	True	3.73303824868119	sequence_group=T1w
sub-068	ses-01	T1w	1	sub-068/ses-01/anat/sub-068_ses-01_run-01_T1w.json	summary_bg_stdv	149.2399	True	False	3.2464153681961427	sequence_group=T1w
sub-068	ses-02	T1w	1	sub-068/ses-02/anat/sub-068_ses-02_run-01_T1w.json	summary_bg_stdv	189.2251	True	True	4.4012306235655805	sequence_group=T1w
sub-071	ses-01	T1w	1	sub-071/ses-01/anat/sub-071_ses-01_run-01_T1w.json	summary_bg_stdv	214.25	True	True	5.1239764466224775	sequence_group=T1w
sub-072	ses-02	T1w	1	sub-072/ses-02/anat/sub-072_ses-02_run-01_T1w.json	summary_bg_stdv	146.0901	True	False	3.155445782165245	sequence_group=T1w
sub-082	ses-01	T1w	1	sub-082/ses-01/anat/sub-082_ses-01_run-01_T1w.json	summary_bg_stdv	189.629	True	True	4.4128956866800255	sequence_group=T1w
sub-027	ses-01	WMn	3	sub-027/ses-01/anat/sub-027_ses-01_run-03_T1w.json	summary_bg_stdv	5778.9047	True	False	2.826165511842134	sequence_group=WMn
sub-048	ses-02	WMn	3	sub-048/ses-02/anat/sub-048_ses-02_run-03_T1w.json	summary_bg_stdv	7209.5161	True	True	3.9558076671178655	sequence_group=WMn
sub-050	ses-01	WMn	3	sub-050/ses-01/anat/sub-050_ses-01_run-03_T1w.json	summary_bg_stdv	7717.7772	True	True	4.357141785136787	sequence_group=WMn
sub-068	ses-01	WMn	3	sub-068/ses-01/anat/sub-068_ses-01_run-03_T1w.json	summary_bg_stdv	5779.6831	True	False	2.8267801535636154	sequence_group=WMn
sub-082	ses-01	WMn	3	sub-082/ses-01/anat/sub-082_ses-01_run-03_T1w.json	summary_bg_stdv	9066.9461	True	True	5.42247515520988	sequence_group=WMn
sub-001	ses-02	T1w	1	sub-001/ses-02/anat/sub-001_ses-02_run-01_T1w.json	summary_csf_k	0.0339	True	True	4.386610454943134	sequence_group=T1w
sub-005	ses-01	T1w	1	sub-005/ses-01/anat/sub-005_ses-01_run-01_T1w.json	summary_csf_k	0.8027	True	True	8.92340485564305	sequence_group=T1w
sub-005	ses-02	T1w	1	sub-005/ses-02/anat/sub-005_ses-02_run-01_T1w.json	summary_csf_k	0.5271	True	True	7.297051399825024	sequence_group=T1w
sub-011	ses-02	T1w	1	sub-011/ses-02/anat/sub-011_ses-02_run-01_T1w.json	summary_csf_k	0.1197	True	True	4.892928040244971	sequence_group=T1w
sub-017	ses-01	T1w	1	sub-017/ses-01/anat/sub-017_ses-01_run-01_T1w.json	summary_csf_k	-0.0637	True	True	3.810659448818899	sequence_group=T1w
sub-017	ses-02	T1w	1	sub-017/ses-02/anat/sub-017_ses-02_run-01_T1w.json	summary_csf_k	-0.2475	True	False	2.7260304024496946	sequence_group=T1w
sub-023	ses-01	T1w	1	sub-023/ses-01/anat/sub-023_ses-01_run-01_T1w.json	summary_csf_k	-0.0133	True	True	4.108076771653545	sequence_group=T1w
sub-023	ses-02	T1w	1	sub-023/ses-02/anat/sub-023_ses-02_run-01_T1w.json	summary_csf_k	-0.0091	True	True	4.132861548556432	sequence_group=T1w
sub-028	ses-01	T1w	1	sub-028/ses-01/anat/sub-028_ses-01_run-01_T1w.json	summary_csf_k	-0.1611	True	False	3.2358886701662306	sequence_group=T1w
sub-028	ses-02	T1w	1	sub-028/ses-02/anat/sub-028_ses-02_run-01_T1w.json	summary_csf_k	-0.2324	True	False	2.815137576552932	sequence_group=T1w
sub-033	ses-01	T1w	1	sub-033/ses-01/anat/sub-033_ses-01_run-01_T1w.json	summary_csf_k	-0.1117	True	True	3.527404855643046	sequence_group=T1w
sub-034	ses-01	T1w	1	sub-034/ses-01/anat/sub-034_ses-01_run-01_T1w.json	summary_csf_k	1.8567	True	True	15.143203630796155	sequence_group=T1w
sub-034	ses-02	T1w	1	sub-034/ses-02/anat/sub-034_ses-02_run-01_T1w.json	summary_csf_k	0.7484	True	True	8.602973097112864	sequence_group=T1w
sub-050	ses-01	T1w	1	sub-050/ses-01/anat/sub-050_ses-01_run-01_T1w.json	summary_csf_k	-0.0231	True	True	4.0502456255468084	sequence_group=T1w
sub-059	ses-01	T1w	1	sub-059/ses-01/anat/sub-059_ses-01_run-01_T1w.json	summary_csf_k	-0.2173	True	False	2.904244750656169	sequence_group=T1w
