	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_2	rpve_csf	rpve_gm	rpve_wm	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
icvs_wm	0.27993695459962326	-0.5985315034790297	0.43433248398869817	-0.5230538576865413	-0.15792103948025987	-0.2909281723147117	-0.132902779379541	-0.08737169876600162	-0.4211355860531273	-0.7566524430092646	1.0	0.4405489562910852	-0.3062699419521009	-0.038895936647061084	-0.2970284088724868	-0.30036520201437744	-0.31631876369507556	-0.6353976857724983	-0.8606773536308768	-0.6366355283896513	0.08966286087725368	-0.1675008649521393	-0.23146119248068273	-0.20281397762657133	-0.09186176142697881	0.13763887287125667	0.14267780653782705	0.2624995194710337	0.14267780653782705	0.2867494843919578	0.24598469995771344	0.15044429793649813	0.10060354438165532	0.07054934071425825	0.06683581286279937	-0.299741472945386	0.1274977895667551	0.1907507784569254	0.0514974272430645	0.13785414984815283	0.02913158805212778	0.022696344135624495	-0.6075266647161977	0.09554856331191162	0.16426402183523622	-0.018313919963095376	-0.02357680915432936	-0.019067389382231962	-0.016760979210730362	-0.024925998539191942	-0.01869065467266367	-0.013900741936723946	-0.632183908045977	-0.4294160612001691	-0.1633183408295852
inu_med	0.35264675354630376	-0.3433129589051628	0.35450425015740816	-0.4171837158343905	0.09436051205166647	-0.07864544390404699	0.10288701802944682	0.22761696075039403	-0.18367739207319417	-0.3727905278130166	0.4405489562910852	1.0	0.36328758697574287	0.06330680813439434	-0.10400184523123054	-0.10549340714258255	-0.12280013839234229	-0.5827393995310037	-0.35663706608234347	-0.3176796217275977	0.2793449429131588	-0.467843001576135	-0.49957329027793795	-0.4847191788721024	-0.07975243147656941	-0.02312689808941683	0.0974306246003163	0.0009303040787298658	0.0974306246003163	-0.010886885186052454	0.007634644216353362	0.28799501786663334	-0.1588590320224503	-0.2767539307269442	-0.28221273978395417	-0.4048284014756738	-0.2535809018567639	-0.20578172452235421	-0.19703263182412867	-0.23060777303655863	-0.3034790297159113	-0.3042017452812055	-0.428611244065351	-0.2825592637518458	-0.241917502787068	-0.2067350939914658	-0.08676096621621708	-0.25152808211278976	-0.09426897527649769	-0.27932956598623765	-0.27906046976511745	0.033806173836158845	-0.3860146849652097	-0.09792027063391381	-0.07247145657940261
inu_range	0.4185291969399915	-0.20752700572790528	0.12163570038150816	0.10499365701764503	0.450159535616807	0.4089194036054984	0.4095567600814977	0.46047745358090186	0.11887133356398724	0.26110790758466923	-0.3062699419521009	0.36328758697574287	1.0	0.10527044170222581	0.05335024795294661	0.04570022680967209	0.044323991850228735	0.23856533271825625	0.4297082228116711	0.5307038788298158	0.4827739976165763	-0.1711528850959136	-0.14358205512628303	-0.11398915926652059	0.39840848806366047	-0.18296236497136048	-0.05944267783428927	-0.2412024756852343	-0.05944267783428927	-0.2637340247842968	-0.18045592588321224	0.29818225153296063	-0.3433129589051628	-0.3655710606235344	-0.36068119786260716	-0.10571354432449462	-0.42574097566601316	-0.45177411294352826	0.06286484231903805	-0.45908584169453737	-0.349094683427517	-0.33935340022296545	0.03950739730621928	-0.39679082918388986	-0.4158920539730135	-0.5445200476684735	0.14603936131808545	-0.04693038096336447	0.2241973182499529	-0.13477107600046132	-0.14424326298389267	0.13127282512589858	0.12635220851112905	0.5054165225079768	0.4639987698458463
qi_2	0.004128704878330065	-0.12508361204013377	0.17849769925454506	-0.16418713720063047	-0.020943374466612846	0.010064218014507529	0.06429861992080883	-0.04903701995156268	0.02981586130011917	-0.030277169107753816	-0.038895936647061084	0.06330680813439434	0.10527044170222581	1.0	-0.14344366278399262	-0.14330527044170221	-0.1437896436397186	0.01202475685234306	-0.031399684772998114	-0.03730442471072156	-0.025364240956444854	0.01989774343597432	-0.021166339906969592	-0.009402990812286165	-0.04733786952677507	0.5703225310421712	0.0337200701556738	0.11251297428208973	0.0337200701556738	0.027893799050140042	0.467097220620459	0.07237933413947584	-0.07003421366239956	-0.009487563910352517	-0.016391804097951025	-0.03461763942841827	-0.020535885903202246	-0.0217429746665129	-0.0707455325137441	-0.030100334448160536	-0.04029523699688617	-0.04194056817744974	-0.09520294777547149	-0.03833475249834571	-0.028101333948410412	0.02304232499135048	-0.02385743968885831	-0.03604351670318687	-0.011548160905741744	-0.028770230269480643	-0.029423749663629723	-0.11649559835466881	-0.06465228923999539	-0.0650213354861031	-0.017883366009303042
rpve_csf	0.19371083688924767	0.1087763810402491	-0.5205577407477642	0.2820666589782032	-0.1122131242071272	-0.058209468745482426	-0.04057971014492753	-0.18580709645177412	-0.4211278975896667	0.6316687809941183	-0.2970284088724868	-0.10400184523123054	0.05335024795294661	-0.14344366278399262	1.0	0.9994079883135355	0.9982239649406066	0.017814169838157843	0.44441625341175567	0.3089839695536847	0.2632606773536309	-0.05915503786568254	0.1165724829892746	0.07539307269442203	0.2803675085534156	-0.12213893053473264	-0.10281737697068107	-0.263422135086303	-0.10281737697068107	-0.30744686781063946	-0.33440202975435357	-0.3012883967414106	-0.059524084111790256	-0.2250413254911006	-0.2154461230923	-0.28455276740605445	-0.2168684888325068	-0.18054049898127858	0.18613036968159874	-0.1637642717102987	-0.12220043824241725	-0.12146234575020182	0.2582838866218697	-0.1474650126189873	-0.17330565486487526	-0.23881136354899474	0.09725577935682023	0.022219659401068695	0.17317243818939693	-0.047430131088302005	-0.051812555260831124	0.5034867181793719	0.5681390074193673	0.08505747126436781	0.363395225464191
rpve_gm	0.18325452658286243	0.1230000384423173	-0.5248788067158051	0.28310460154538114	-0.11383538999730904	-0.058736129504835956	-0.03961865221235536	-0.18834428939376466	-0.4194518125552608	0.6345442663283742	-0.30036520201437744	-0.10549340714258255	0.04570022680967209	-0.14330527044170221	0.9994079883135355	1.0	0.9991235151654941	0.017275977395917425	0.4477069157728828	0.3052396878483835	0.25309652865874754	-0.05721754507361704	0.11863299119670934	0.07626955752892785	0.26988044439318803	-0.11732595240841118	-0.10820028440716263	-0.26596701649175414	-0.10820028440716263	-0.3088346381327316	-0.33476338753700075	-0.3085501644378983	-0.05676392572944297	-0.22315765194325915	-0.2136777764963672	-0.2810506386421134	-0.21444662284242494	-0.1782262714796448	0.17673504927386138	-0.16004305539537925	-0.12053204167147195	-0.11999384922923154	0.2648614050407605	-0.14583505523237494	-0.17197555068619536	-0.22792449928881714	0.0894480996906792	0.016799292661361626	0.16278524419228835	-0.05111290508591858	-0.05519547918348518	0.49930419405681775	0.574766462922385	0.08275093222619459	0.35113212624457
rpve_wm	0.1657017645023642	0.14173682389574443	-0.5366348740914894	0.2937608119017414	-0.10999884673048091	-0.05139747702596091	-0.0367816091954023	-0.18687579287279438	-0.4043516703186868	0.643262983892669	-0.31631876369507556	-0.12280013839234229	0.044323991850228735	-0.1437896436397186	0.9982239649406066	0.9991235151654941	1.0	0.03461346249951947	0.46058509206934994	0.31356629377618883	0.2381501556913851	-0.04626148464229424	0.1290201053319494	0.08611079075846692	0.2648137469726675	-0.1223926498289317	-0.11046110553048488	-0.26783531311267444	-0.11046110553048488	-0.30933823345736894	-0.3366009303040787	-0.3151468787667352	-0.053619344174066816	-0.21749894283627416	-0.20804213277976397	-0.2647893821421457	-0.21021796793910738	-0.17611963249144658	0.1752434844955463	-0.155353092684427	-0.11468880944143313	-0.11422750163379848	0.2799039705422917	-0.14139495904950397	-0.16911544227886058	-0.2152154691884827	0.08506565024735041	0.01803713527851459	0.15691505720724586	-0.047945258140160686	-0.05190481682235805	0.4923615115519164	0.5856763925729443	0.09030869180794218	0.34234421250913005
snr_csf	-0.09422980817283666	0.24962134317456655	-0.25129458997591797	0.44260946449851996	0.26725098988967055	0.36130081363387706	0.22988505747126436	0.1580748087494714	0.5699611732595241	0.3246684350132626	-0.6353976857724983	-0.5827393995310037	0.23856533271825625	0.01202475685234306	0.017814169838157843	0.017275977395917425	0.03461346249951947	1.0	0.6459308807134894	0.7676930765386537	0.05052089339945412	0.3404912928151309	0.2806212278476147	0.3218083266059278	0.2541729135432284	-0.10201822165840156	-0.11658993014030747	-0.16856187290969898	-0.11658993014030747	-0.175970045689107	-0.13450197977934109	0.08177849878633256	-0.21205551070618536	0.025871679544842964	0.024410871487333258	0.5915637524179744	-0.05934724945219698	-0.1689693614731096	0.029047070785950684	-0.13472494521969786	-0.0036289547533925343	0.0017299042786299158	0.4139877022386644	-0.05583372896971251	-0.11237458193979934	-0.14371275900511282	0.11674230236404272	0.11297428208972436	0.16282753106644385	0.08593395609887364	0.08242801676085035	-0.14895629108522662	0.34333602429554455	0.5646868873255679	0.3031638027140276
snr_gm	-0.011771037558144005	0.46728174374351283	-0.4778084048361848	0.5287510091108292	0.22033598585322722	0.30835026400369114	0.22968515742128937	0.13675469957329028	0.18354668819436434	0.8128012916618613	-0.8606773536308768	-0.35663706608234347	0.4297082228116711	-0.031399684772998114	0.44441625341175567	0.4477069157728828	0.46058509206934994	0.6459308807134894	1.0	0.841517702687118	0.1980625072079345	0.14520432091646485	0.24541575366163074	0.22377272902010534	0.30819205781724524	-0.17543535924345519	-0.2715330757655461	-0.44476992273094224	-0.2715330757655461	-0.4629117420370333	-0.41239380309845075	-0.07511643239246643	-0.2714488909391458	-0.2834275170107254	-0.2758466920385961	0.13437641157361027	-0.34046822742474914	-0.3913274132164687	-0.07380939109188103	-0.3478183984930612	-0.22542574866412948	-0.21702225810171838	0.5545682230220772	-0.29714815120985044	-0.3674086033906124	-0.21889055472263869	0.013927731871210708	-0.07585438050205666	0.07842677451332801	-0.12940452850497827	-0.13770806904240188	0.17569676700111483	0.6774612693653174	0.5072463768115942	0.3969784338599931
snr_total	0.3665167416291854	0.0546111559604813	-0.24869964377624923	0.42386499058163224	0.3435666781993619	0.37578975087477806	0.30936070426325296	0.2877484334755699	0.22913158805212777	0.5502787068004459	-0.6366355283896513	-0.3176796217275977	0.5307038788298158	-0.03730442471072156	0.3089839695536847	0.3052396878483835	0.31356629377618883	0.7676930765386537	0.841517702687118	1.0	0.5507553915350017	0.14526582862414947	0.187683081536155	0.22038980509745126	0.5840003075385384	-0.21807557759581747	-0.24897484867280512	-0.43656633221850616	-0.24897484867280512	-0.461116482368288	-0.3972782839349556	0.10780015338534	-0.43736593241840616	-0.3551608810979126	-0.3489024718410026	0.14459063344604864	-0.42784761465421134	-0.4935378464613847	0.056583355597989424	-0.48033675469957327	-0.32794372044746856	-0.3191865605658709	0.36561545544444846	-0.38766076127538895	-0.44483911890208744	-0.5690001153269519	0.1421259108502708	-0.043831930188751776	0.2614751199486805	-0.14885634106023912	-0.16081959020489756	0.19100449775112444	0.5022565640256794	0.6835274670357129	0.7136201130204128
snr_wm	0.9518010225656403	-0.6091800253719294	0.15394374165856867	-0.0260638911313574	0.2627071079844693	0.1583134554138461	0.22369584438549955	0.31550378656825434	-0.25737131434282856	0.05386537500480529	0.08966286087725368	0.2793449429131588	0.4827739976165763	-0.025364240956444854	0.2632606773536309	0.25309652865874754	0.2381501556913851	0.05052089339945412	0.1980625072079345	0.5507553915350017	1.0	-0.139161188636451	-0.09595971245146658	-0.03337561988236651	0.7479029715911275	-0.17051474262868566	-0.22304461456449678	-0.4142236574020682	-0.22304461456449678	-0.44377511970081535	-0.3715603736593242	0.27229514530313115	-0.5529312266943451	-0.5796640141467728	-0.5733902279629416	-0.4429712352800898	-0.5915734440472071	-0.5722215815169338	0.13939211046831282	-0.6263176104255564	-0.5576903855764426	-0.5534309768192827	-0.21337915684334022	-0.562400650446298	-0.5568215892053973	-0.9240533579364164	0.14917627249857343	-0.19435666781993619	0.30608392792145916	-0.3548610310229501	-0.3680928766386038	0.36442547956790833	0.0859493330257948	0.4152846653596279	0.8770614692653673
snrd_csf	-0.17668089032406872	0.1436896936147311	-0.25753014958460335	0.3179025871679545	0.18554568869411447	0.29093970503206984	0.2624457002268097	0.03978779840848806	0.1649252296928459	0.030430938376965363	-0.1675008649521393	-0.467843001576135	-0.1711528850959136	0.01989774343597432	-0.05915503786568254	-0.05721754507361704	-0.04626148464229424	0.3404912928151309	0.14520432091646485	0.14526582862414947	-0.139161188636451	1.0	0.9424210971437358	0.9679391073693923	0.4154768769461423	0.30975281589974246	-0.16586275785352977	-0.15231614961749895	-0.16586275785352977	-0.12492239442300865	0.08336600930304079	0.0017299076037159617	0.058678353131126744	0.2054434321300888	0.207004190212586	0.3111474181074201	0.1826471379694768	0.14738784453926881	-0.13672805275859026	0.13635489947334026	0.15991235151654942	0.16186522123553607	0.20398764457136456	0.1609967343191655	0.14281320878022527	0.08705647176411795	0.09976607715199015	0.13145734824895244	0.09391145897681927	0.13617806481374697	0.13407911428900934	-0.23728135932033984	0.03083073847691539	-0.07986775842847807	-0.02105101295506093
snrd_gm	-0.13455579902356515	0.17365163572060124	-0.30846798239291506	0.39844693038096335	0.16112712874332064	0.2765122756170787	0.24906777380540499	0.003851920193749279	-0.025594894860262177	0.24097951024487757	-0.23146119248068273	-0.49957329027793795	-0.14358205512628303	-0.021166339906969592	0.1165724829892746	0.11863299119670934	0.1290201053319494	0.2806212278476147	0.24541575366163074	0.187683081536155	-0.09595971245146658	0.9424210971437358	1.0	0.9853765424979818	0.49181563064621536	0.2827893745434975	-0.15659262226113188	-0.1687694614231346	-0.15659262226113188	-0.14823386044286108	0.04376273401760658	-0.17824199100865395	0.09278437704224811	0.17126821204782225	0.1803021566140007	0.17943124045768158	0.1501556913850767	0.13451735670626225	0.013831572351488956	0.1450813055010956	0.18633760043055395	0.1909814323607427	0.29012584165616123	0.1793106894838385	0.15506093107292507	0.047776111944027984	0.17732389953721675	0.19637873371006803	0.17137332390714421	0.18980509745127436	0.1850305616422558	-0.017275977395917425	0.21504632299235	-0.08837119901587667	0.07089532156998424
snrd_total	-0.07412447622342674	0.10444777611194403	-0.2892346255974446	0.36960750394033753	0.20344443163033868	0.3108682406268777	0.28302002844731483	0.049198477684234805	0.026363741206319916	0.16918463845000575	-0.20281397762657133	-0.4847191788721024	-0.11398915926652059	-0.009402990812286165	0.07539307269442203	0.07626955752892785	0.08611079075846692	0.3218083266059278	0.22377272902010534	0.22038980509745126	-0.03337561988236651	0.9679391073693923	0.9853765424979818	1.0	0.5356783146888094	0.28990120324453156	-0.18026972511388437	-0.18631453504017223	-0.18026972511388437	-0.16530612637197795	0.04264021835236228	-0.08625319312127785	0.05234305923961096	0.15851305116672432	0.16591704147926037	0.2123766230119897	0.13528620305232	0.11335870526275324	-0.02083193178785955	0.10648521892899704	0.15149348402721716	0.1556298773690078	0.2516448601406163	0.14595807088419474	0.12380732710567793	-0.014315918963595126	0.1783618480895841	0.18201668396570944	0.18696949194795456	0.16511744127936032	0.1601968246645908	-0.07337869526775075	0.1491331257448199	-0.049813554761081	0.11572675200861107
snrd_wm	0.7019105831699535	-0.4503825010571637	-0.031616055623815524	0.25084380886479835	0.3212086264560028	0.3029029771715455	0.3283588974743398	0.2726867335562988	-0.21985161265521086	0.22436474070656978	-0.09186176142697881	-0.07975243147656941	0.39840848806366047	-0.04733786952677507	0.2803675085534156	0.26988044439318803	0.2648137469726675	0.2541729135432284	0.30819205781724524	0.5840003075385384	0.7479029715911275	0.4154768769461423	0.49181563064621536	0.5356783146888094	1.0	0.03256833121900588	-0.23867042586582612	-0.3846230730788452	-0.23867042586582612	-0.3907822834403164	-0.22084342444162533	0.1275787636544925	-0.328881712989659	-0.2977203705839388	-0.2853726982662515	-0.19781068899818882	-0.33118825202783225	-0.3305654864875255	0.24680015146347722	-0.3691385076692423	-0.26136162687886827	-0.2536654749548303	0.0468614550124368	-0.27452095975324564	-0.28594164456233423	-0.7650559335716757	0.3828530899215417	0.10625456502517971	0.5032253352344579	-0.03721985161265521	-0.05085149732825895	0.35459962326529043	0.20769615192403798	0.3417214469688233	0.8246107715373082
