path	subject	session	extension	category	size	potential BIDS destination
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/GratingStimulus3.m	SUBC017	ses-01	.m	stimulus	483	bids/stimuli/GratingStimulus3.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/GratingStimulus4.m	SUBC017	ses-01	.m	stimulus	499	bids/stimuli/GratingStimulus4.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/GratingStimulus5.m	SUBC017	ses-01	.m	stimulus	497	bids/stimuli/GratingStimulus5.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/GreenLevel.mat	SUBC017	ses-01	.mat	stimulus	1936	bids/stimuli/GreenLevel.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/RandomGenerator.m	SUBC017	ses-01	.m	stimulus	1178	bids/stimuli/RandomGenerator.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/RedLevel.mat	SUBC017	ses-01	.mat	stimulus	1936	bids/stimuli/RedLevel.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/August-18-2023_ 3-07-04_PM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	SUBC017	ses-01	.mat	task_timing	205	bids/sub-017/ses-01/func/August-18-2023__3-07-04_PM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_1_is_11___6__10__12___1___5___9___2___4___7___3___8_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/August-18-2023_ 3-12-59_PM__scan_info_for_subject_SUBC17__selected_run_is_1__fmri_number_is1.mat	SUBC017	ses-01	.mat	stimulus	74254	bids/stimuli/August-18-2023__3-12-59_PM__scan_info_for_subject_SUBC17__selected_run_is_1__fmri_number_is1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/August-18-2023_ 3-13-29_PM__Subject_is_c17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	SUBC017	ses-01	.mat	task_timing	205	bids/sub-017/ses-01/func/August-18-2023__3-13-29_PM__Subject_is_c17__sequence_of_stimuli_for_fMRI_number_2_is_6___9__10___3___7___5___1__12___8___4___2__11_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/August-18-2023_ 3-17-23_PM__scan_info_for_subject_c17__selected_run_is_4__fmri_number_is2.mat	SUBC017	ses-01	.mat	stimulus	74266	bids/stimuli/August-18-2023__3-17-23_PM__scan_info_for_subject_c17__selected_run_is_4__fmri_number_is2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/August-18-2023_ 3-18-50_PM__Subject_is_subc17__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	SUBC017	ses-01	.mat	task_timing	205	bids/sub-017/ses-01/func/August-18-2023__3-18-50_PM__Subject_is_subc17__sequence_of_stimuli_for_fMRI_number_3_is_3___1___7___8___9___4__12__11___6___2__10___5_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/August-18-2023_ 3-22-55_PM__scan_info_for_subject_subc17__selected_run_is_2__fmri_number_is3.mat	SUBC017	ses-01	.mat	stimulus	74233	bids/stimuli/August-18-2023__3-22-55_PM__scan_info_for_subject_subc17__selected_run_is_2__fmri_number_is3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/August-18-2023_ 3-23-13_PM__Subject_is_subc17__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	SUBC017	ses-01	.mat	task_timing	205	bids/sub-017/ses-01/func/August-18-2023__3-23-13_PM__Subject_is_subc17__sequence_of_stimuli_for_fMRI_number_4_is_12___3__10___6__11___7___1___2___5___8___9___4_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/August-18-2023_ 3-27-09_PM__scan_info_for_subject_subc17__selected_run_is_5__fmri_number_is4.mat	SUBC017	ses-01	.mat	stimulus	74253	bids/stimuli/August-18-2023__3-27-09_PM__scan_info_for_subject_subc17__selected_run_is_5__fmri_number_is4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/fMRI_1.mat	SUBC017	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/fMRI_2.mat	SUBC017	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/fMRI_3.mat	SUBC017	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/fMRI_4.mat	SUBC017	ses-01	.mat	stimulus	205	bids/stimuli/fMRI_4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/runs_random.mat	SUBC017	ses-01	.mat	stimulus	138851	bids/stimuli/runs_random.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/Results/runs_random_record_SUBC17.mat	SUBC017	ses-01	.mat	stimulus	195	bids/stimuli/runs_random_record_SUBC17.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/main.m	SUBC017	ses-01	.m	stimulus	16513	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/2-Grating/presentStimParams.m	SUBC017	ses-01	.m	stimulus	3205	bids/stimuli/presentStimParams.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/3-Movie_Data/Results/August-18-2023_ 3-28-24_PM_Subject_is_c17_selected_run_id_1.mat	SUBC017	ses-01	.mat	task_timing	820	bids/sub-017/ses-01/func/August-18-2023__3-28-24_PM_Subject_is_c17_selected_run_id_1_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/3-Movie_Data/Results/August-18-2023_ 3-34-19_PM_Subject_is_subc17_selected_run_id_2.mat	SUBC017	ses-01	.mat	task_timing	829	bids/sub-017/ses-01/func/August-18-2023__3-34-19_PM_Subject_is_subc17_selected_run_id_2_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/3-Movie_Data/Results/August-18-2023_ 3-39-49_PM_Subject_is_subc17_selected_run_id_3.mat	SUBC017	ses-01	.mat	task_timing	829	bids/sub-017/ses-01/func/August-18-2023__3-39-49_PM_Subject_is_subc17_selected_run_id_3_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/3-Movie_Data/Results/August-18-2023_ 3-43-56_PM_Subject_is_subc17_selected_run_id_4.mat	SUBC017	ses-01	.mat	task_timing	829	bids/sub-017/ses-01/func/August-18-2023__3-43-56_PM_Subject_is_subc17_selected_run_id_4_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/3-Movie_Data/Show_movie.m	SUBC017	ses-01	.m	stimulus	4743	bids/stimuli/Show_movie.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/3-Movie_Data/main.m	SUBC017	ses-01	.m	stimulus	3446	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Control_Session01_2023AUG18_MATLAB/4-resting state/main.m	SUBC017	ses-01	.m	unknown	6305	reports/associated_data/unclassified/sub-017/ses-01/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.ecg	SUBC017	ses-01	.ecg	physiology	81623	bids/sub-017/ses-01/func/SUBC17_Session01_control_2023AUG18_AfterCoilChange_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.puls	SUBC017	ses-01	.puls	physiology	9312793	bids/sub-017/ses-01/func/SUBC17_Session01_control_2023AUG18_AfterCoilChange_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.resp	SUBC017	ses-01	.resp	physiology	9005476	bids/sub-017/ses-01/func/SUBC17_Session01_control_2023AUG18_AfterCoilChange_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.ecg	SUBC017	ses-01	.ecg	physiology	64530	bids/sub-017/ses-01/func/SUBC17_session01_control_2023AUG18_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.puls	SUBC017	ses-01	.puls	physiology	6035753	bids/sub-017/ses-01/func/SUBC17_session01_control_2023AUG18_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.resp	SUBC017	ses-01	.resp	physiology	5944262	bids/sub-017/ses-01/func/SUBC17_session01_control_2023AUG18_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/1-Check_FOV_and_EyeTracking/Results/April-02-2024_10-09-47_AM  The Right Eye is _ eye =1 .mat	SUBC017	ses-02	.mat	eye_tracking	3512	bids/sub-017/ses-02/eyetrack/April-02-2024_10-09-47_AM__The_Right_Eye_is___eye_=1__eyetrack.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/1-Check_FOV_and_EyeTracking/Results/April-09-2024_ 9-22-00_AM  The Right Eye is _ eye =1 .mat	SUBC017	ses-02	.mat	eye_tracking	3511	bids/sub-017/ses-02/eyetrack/April-09-2024__9-22-00_AM__The_Right_Eye_is___eye_=1__eyetrack.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/1-Check_FOV_and_EyeTracking/main.m	SUBC017	ses-02	.m	eye_tracking	18041	bids/sub-017/ses-02/eyetrack/main_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	SUBC017	ses-02	.m	eye_tracking	12568	bids/sub-017/ses-02/eyetrack/updated_main_eyetracking_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/CheckerFlickerSine.m	SUBC017	ses-02	.m	stimulus	6004	bids/stimuli/CheckerFlickerSine.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/CheckerFlickerSquare.m	SUBC017	ses-02	.m	stimulus	6062	bids/stimuli/CheckerFlickerSquare.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/CheckerMoveSine.m	SUBC017	ses-02	.m	stimulus	4276	bids/stimuli/CheckerMoveSine.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/CheckerMoveSquare.m	SUBC017	ses-02	.m	stimulus	4301	bids/stimuli/CheckerMoveSquare.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/GratingStimulus1.m	SUBC017	ses-02	.m	stimulus	490	bids/stimuli/GratingStimulus1.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/GratingStimulus2.m	SUBC017	ses-02	.m	stimulus	485	bids/stimuli/GratingStimulus2.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/GratingStimulus3.m	SUBC017	ses-02	.m	stimulus	483	bids/stimuli/GratingStimulus3.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/GratingStimulus4.m	SUBC017	ses-02	.m	stimulus	499	bids/stimuli/GratingStimulus4.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/GratingStimulus5.m	SUBC017	ses-02	.m	stimulus	497	bids/stimuli/GratingStimulus5.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/GreenLevel.mat	SUBC017	ses-02	.mat	stimulus	1936	bids/stimuli/GreenLevel.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/RandomGenerator.m	SUBC017	ses-02	.m	stimulus	1178	bids/stimuli/RandomGenerator.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/RedLevel.mat	SUBC017	ses-02	.mat	stimulus	1936	bids/stimuli/RedLevel.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/April-09-2024_ 9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	SUBC017	ses-02	.mat	task_timing	205	bids/sub-017/ses-02/func/April-09-2024__9-45-25_AM__Subject_is_SUBC17_Sess02__sequence_of_stimuli_for_fMRI_number_1_is_11___6__10__12___1___5___9___2___4___7___3___8_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/April-09-2024_ 9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat	SUBC017	ses-02	.mat	stimulus	74214	bids/stimuli/April-09-2024__9-52-44_AM__scan_info_for_subject_SUBC17_Sess02__selected_run_is_1__fmri_number_is1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/April-09-2024_ 9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	SUBC017	ses-02	.mat	task_timing	205	bids/sub-017/ses-02/func/April-09-2024__9-53-16_AM__Subject_is_SUBC17__sequence_of_stimuli_for_fMRI_number_2_is_6___9__10___3___7___5___1__12___8___4___2__11_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/April-09-2024_ 9-57-30_AM__scan_info_for_subject_SUBC17__selected_run_is_4__fmri_number_is2.mat	SUBC017	ses-02	.mat	stimulus	74240	bids/stimuli/April-09-2024__9-57-30_AM__scan_info_for_subject_SUBC17__selected_run_is_4__fmri_number_is2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/April-09-2024_ 9-57-56_AM__Subject_is_SUBC17_sess02__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	SUBC017	ses-02	.mat	task_timing	205	bids/sub-017/ses-02/func/April-09-2024__9-57-56_AM__Subject_is_SUBC17_sess02__sequence_of_stimuli_for_fMRI_number_3_is_3___1___7___8___9___4__12__11___6___2__10___5_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/April-09-2024_10-01-46_AM__scan_info_for_subject_SUBC17_sess02__selected_run_is_2__fmri_number_is3.mat	SUBC017	ses-02	.mat	stimulus	74241	bids/stimuli/April-09-2024_10-01-46_AM__scan_info_for_subject_SUBC17_sess02__selected_run_is_2__fmri_number_is3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/April-09-2024_10-04-13_AM__Subject_is_subc17_sess02__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	SUBC017	ses-02	.mat	task_timing	205	bids/sub-017/ses-02/func/April-09-2024_10-04-13_AM__Subject_is_subc17_sess02__sequence_of_stimuli_for_fMRI_number_4_is_12___3__10___6__11___7___1___2___5___8___9___4_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/April-09-2024_10-08-41_AM__scan_info_for_subject_subc17_sess02__selected_run_is_5__fmri_number_is4.mat	SUBC017	ses-02	.mat	stimulus	74253	bids/stimuli/April-09-2024_10-08-41_AM__scan_info_for_subject_subc17_sess02__selected_run_is_5__fmri_number_is4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/fMRI_1.mat	SUBC017	ses-02	.mat	stimulus	205	bids/stimuli/fMRI_1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/fMRI_2.mat	SUBC017	ses-02	.mat	stimulus	205	bids/stimuli/fMRI_2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/fMRI_3.mat	SUBC017	ses-02	.mat	stimulus	205	bids/stimuli/fMRI_3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/fMRI_4.mat	SUBC017	ses-02	.mat	stimulus	205	bids/stimuli/fMRI_4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/runs_random.mat	SUBC017	ses-02	.mat	stimulus	138462	bids/stimuli/runs_random.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/Results/runs_random_record_SUBC17_Sess02.mat	SUBC017	ses-02	.mat	stimulus	195	bids/stimuli/runs_random_record_SUBC17_Sess02.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/main.m	SUBC017	ses-02	.m	stimulus	16513	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/2-Grating/presentStimParams.m	SUBC017	ses-02	.m	stimulus	3205	bids/stimuli/presentStimParams.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/3-Movie_Data/Results/April-09-2024_10-09-15_AM_Subject_is_SUBC17_Sess02_selected_run_id_1.mat	SUBC017	ses-02	.mat	task_timing	839	bids/sub-017/ses-02/func/April-09-2024_10-09-15_AM_Subject_is_SUBC17_Sess02_selected_run_id_1_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/3-Movie_Data/Results/April-09-2024_10-14-35_AM_Subject_is_subc17-sess02_selected_run_id_2.mat	SUBC017	ses-02	.mat	task_timing	842	bids/sub-017/ses-02/func/April-09-2024_10-14-35_AM_Subject_is_subc17-sess02_selected_run_id_2_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/3-Movie_Data/Results/April-09-2024_10-19-37_AM_Subject_is_subc17-sess02_selected_run_id_3.mat	SUBC017	ses-02	.mat	task_timing	842	bids/sub-017/ses-02/func/April-09-2024_10-19-37_AM_Subject_is_subc17-sess02_selected_run_id_3_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/3-Movie_Data/Results/April-09-2024_10-23-51_AM_Subject_is_subc17-sess02_selected_run_id_4.mat	SUBC017	ses-02	.mat	task_timing	842	bids/sub-017/ses-02/func/April-09-2024_10-23-51_AM_Subject_is_subc17-sess02_selected_run_id_4_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/3-Movie_Data/Show_movie.m	SUBC017	ses-02	.m	stimulus	4743	bids/stimuli/Show_movie.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/3-Movie_Data/main.m	SUBC017	ses-02	.m	stimulus	3446	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APR09_MATLAB/4-resting state/main.m	SUBC017	ses-02	.m	unknown	6305	reports/associated_data/unclassified/sub-017/ses-02/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.ecg	SUBC017	ses-02	.ecg	physiology	77345	bids/sub-017/ses-02/func/SUBC17_Session02_2024APR09_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.puls	SUBC017	ses-02	.puls	physiology	8804917	bids/sub-017/ses-02/func/SUBC17_Session02_2024APR09_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.resp	SUBC017	ses-02	.resp	physiology	8614953	bids/sub-017/ses-02/func/SUBC17_Session02_2024APR09_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.ecg	SUBC018	ses-01	.ecg	physiology	2760702	bids/sub-018/ses-01/func/SUBC18_CONTROL_SESSION01_2023AUG28_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.puls	SUBC018	ses-01	.puls	physiology	598601	bids/sub-018/ses-01/func/SUBC18_CONTROL_SESSION01_2023AUG28_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.resp	SUBC018	ses-01	.resp	physiology	599624	bids/sub-018/ses-01/func/SUBC18_CONTROL_SESSION01_2023AUG28_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/SUBC018_Control_Session01_2023AUG28_MATLAB/1-Check_FOV_and_EyeTracking/Results/August-28-2023_ 1-06-24_PM  The Right Eye is _ eye =1 .mat	SUBC018	ses-01	.mat	eye_tracking	3513	bids/sub-018/ses-01/eyetrack/August-28-2023__1-06-24_PM__The_Right_Eye_is___eye_=1__eyetrack.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/SUBC018_Control_Session01_2023AUG28_MATLAB/1-Check_FOV_and_EyeTracking/main.m	SUBC018	ses-01	.m	eye_tracking	18041	bids/sub-018/ses-01/eyetrack/main_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/SUBC018_Control_Session01_2023AUG28_MATLAB/1-Check_FOV_and_EyeTracking/main_eyetrakcing.m	SUBC018	ses-01	.m	eye_tracking	7886	bids/sub-018/ses-01/eyetrack/main_eyetrakcing_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/SUBC018_Control_Session01_2023AUG28_MATLAB/1-EyeTracking/main_eyetracking.m	SUBC018	ses-01	.m	eye_tracking	7879	bids/sub-018/ses-01/eyetrack/main_eyetracking_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/SUBC018_Control_Session01_2023AUG28_MATLAB/2-Grating/CheckerFlickerSine.m	SUBC018	ses-01	.m	stimulus	6004	bids/stimuli/CheckerFlickerSine.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/SUBC018_Control_Session01_2023AUG28_MATLAB/2-Grating/CheckerFlickerSquare.m	SUBC018	ses-01	.m	stimulus	6062	bids/stimuli/CheckerFlickerSquare.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/SUBC018_Control_Session01_2023AUG28_MATLAB/2-Grating/CheckerMoveSine.m	SUBC018	ses-01	.m	stimulus	4276	bids/stimuli/CheckerMoveSine.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC18-Session1-2023AUG28/SUBC018_Control_Session01_2023AUG28_MATLAB/2-Grating/CheckerMoveSquare.m	SUBC018	ses-01	.m	stimulus	4301	bids/stimuli/CheckerMoveSquare.m
