file	relative_under_movie	folder_role	filename	extension	size_bytes	content_class	timing_keywords_in_content	identity_keywords_in_content	n_lines	notes
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/subC015-Session01_2023AUG07_Matlab/3-Movie_Data/Results/August-07-2023_10-12-37_AM_Subject_is_015_selected_run_id_1.mat	Results/August-07-2023_10-12-37_AM_Subject_is_015_selected_run_id_1.mat	Results	August-07-2023_10-12-37_AM_Subject_is_015_selected_run_id_1.mat	.mat	821	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/subC015-Session01_2023AUG07_Matlab/3-Movie_Data/Results/August-07-2023_10-25-44_AM_Subject_is_015_selected_run_id_4.mat	Results/August-07-2023_10-25-44_AM_Subject_is_015_selected_run_id_4.mat	Results	August-07-2023_10-25-44_AM_Subject_is_015_selected_run_id_4.mat	.mat	822	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4743	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	3446	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024/3-Movie_Data/output.txt	output.txt	MovieRoot	output.txt	.txt	55984	DIARY_OTHER			1	encoding=utf-16; ptb_diag=False; triggerTimes_assign=False
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024/3-Movie_Data/Results/July-29-2024_10-43-47_AM_Subject_is_SUBC045_selected_run_id_1.mat	Results/July-29-2024_10-43-47_AM_Subject_is_SUBC045_selected_run_id_1.mat	Results	July-29-2024_10-43-47_AM_Subject_is_SUBC045_selected_run_id_1.mat	.mat	822	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024/3-Movie_Data/Results/July-29-2024_10-56-51_AM_Subject_is_SUBC045_selected_run_id_4.mat	Results/July-29-2024_10-56-51_AM_Subject_is_SUBC045_selected_run_id_4.mat	Results	July-29-2024_10-56-51_AM_Subject_is_SUBC045_selected_run_id_4.mat	.mat	823	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024/3-Movie_Data/Results/July-29-2024_10-48-41_AM_Subject_is_SUBC045_selected_run_id_2.mat	Results/July-29-2024_10-48-41_AM_Subject_is_SUBC045_selected_run_id_2.mat	Results	July-29-2024_10-48-41_AM_Subject_is_SUBC045_selected_run_id_2.mat	.mat	823	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024/3-Movie_Data/Results/July-29-2024_10-52-49_AM_Subject_is_SUBC045_selected_run_id_3.mat	Results/July-29-2024_10-52-49_AM_Subject_is_SUBC045_selected_run_id_3.mat	Results	July-29-2024_10-52-49_AM_Subject_is_SUBC045_selected_run_id_3.mat	.mat	823	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC33_Session02_2024AUG15/SUBC033_Session02_2024AUG15_MATLAB/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	3446	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC33_Session02_2024AUG15/SUBC033_Session02_2024AUG15_MATLAB/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4743	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC33_Session02_2024AUG15/SUBC033_Session02_2024AUG15_MATLAB/3-Movie_Data/output.txt	output.txt	MovieRoot	output.txt	.txt	51465	DIARY_OTHER			1	encoding=utf-16; ptb_diag=False; triggerTimes_assign=False
/lustre06/project/6001995/raw_original/Control/SUBC33_Session02_2024AUG15/SUBC033_Session02_2024AUG15_MATLAB/3-Movie_Data/Results/August-15-2024_ 2-08-02_PM_Subject_is_SUBC033_Session02_selected_run_id_1.mat	Results/August-15-2024_ 2-08-02_PM_Subject_is_SUBC033_Session02_selected_run_id_1.mat	Results	August-15-2024_ 2-08-02_PM_Subject_is_SUBC033_Session02_selected_run_id_1.mat	.mat	849	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC33_Session02_2024AUG15/SUBC033_Session02_2024AUG15_MATLAB/3-Movie_Data/Results/August-15-2024_ 2-20-21_PM_Subject_is_SUBC033_Session02_selected_run_id_4.mat	Results/August-15-2024_ 2-20-21_PM_Subject_is_SUBC033_Session02_selected_run_id_4.mat	Results	August-15-2024_ 2-20-21_PM_Subject_is_SUBC033_Session02_selected_run_id_4.mat	.mat	849	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC33_Session02_2024AUG15/SUBC033_Session02_2024AUG15_MATLAB/3-Movie_Data/Results/August-15-2024_ 2-16-20_PM_Subject_is_SUBC033_Session02_selected_run_id_3.mat	Results/August-15-2024_ 2-16-20_PM_Subject_is_SUBC033_Session02_selected_run_id_3.mat	Results	August-15-2024_ 2-16-20_PM_Subject_is_SUBC033_Session02_selected_run_id_3.mat	.mat	849	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC33_Session02_2024AUG15/SUBC033_Session02_2024AUG15_MATLAB/3-Movie_Data/Results/August-15-2024_ 2-12-15_PM_Subject_is_SUBC033_Session02_selected_run_id_2.mat	Results/August-15-2024_ 2-12-15_PM_Subject_is_SUBC033_Session02_selected_run_id_2.mat	Results	August-15-2024_ 2-12-15_PM_Subject_is_SUBC033_Session02_selected_run_id_2.mat	.mat	848	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/Movie1B.mp4	Movie1B.mp4	MovieRoot	Movie1B.mp4	.mp4	181514135	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	2901	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/Movie2A.mp4	Movie2A.mp4	MovieRoot	Movie2A.mp4	.mp4	178229515	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/Movie2B.mp4	Movie2B.mp4	MovieRoot	Movie2B.mp4	.mp4	173312179	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4743	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/Movie1A.mp4	Movie1A.mp4	MovieRoot	Movie1A.mp4	.mp4	183368517	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/Results/May-31-2023_ 2-45-08_PM_Subject_is_C07_selected_run_id_2.mat	Results/May-31-2023_ 2-45-08_PM_Subject_is_C07_selected_run_id_2.mat	Results	May-31-2023_ 2-45-08_PM_Subject_is_C07_selected_run_id_2.mat	.mat	587	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/Results/May-31-2023_ 2-52-54_PM_Subject_is_C07_selected_run_id_4.mat	Results/May-31-2023_ 2-52-54_PM_Subject_is_C07_selected_run_id_4.mat	Results	May-31-2023_ 2-52-54_PM_Subject_is_C07_selected_run_id_4.mat	.mat	585	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/Results/May-31-2023_ 2-40-58_PM_Subject_is_C07_selected_run_id_1.mat	Results/May-31-2023_ 2-40-58_PM_Subject_is_C07_selected_run_id_1.mat	Results	May-31-2023_ 2-40-58_PM_Subject_is_C07_selected_run_id_1.mat	.mat	586	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/Results/May-31-2023_ 3-00-24_PM_Subject_is_C07_selected_run_id_4.mat	Results/May-31-2023_ 3-00-24_PM_Subject_is_C07_selected_run_id_4.mat	Results	May-31-2023_ 3-00-24_PM_Subject_is_C07_selected_run_id_4.mat	.mat	587	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/3-Movie_Data/Results/May-31-2023_ 2-48-55_PM_Subject_is_SUBC07_selected_run_id_3.mat	Results/May-31-2023_ 2-48-55_PM_Subject_is_SUBC07_selected_run_id_3.mat	Results	May-31-2023_ 2-48-55_PM_Subject_is_SUBC07_selected_run_id_3.mat	.mat	594	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	2901	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie2A.mp4	Movie2A.mp4	MovieRoot	Movie2A.mp4	.mp4	178229515	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4196	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie1B.mp4	Movie1B.mp4	MovieRoot	Movie1B.mp4	.mp4	181514135	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie1A.mp4	Movie1A.mp4	MovieRoot	Movie1A.mp4	.mp4	183368517	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC07-Session1-2023MAY31/SUBC07_Session01_2023MAY31_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie2B.mp4	Movie2B.mp4	MovieRoot	Movie2B.mp4	.mp4	173312179	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	3446	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4743	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/3-Movie_Data/output.txt	output.txt	MovieRoot	output.txt	.txt	51412	DIARY_OTHER			1	encoding=utf-16; ptb_diag=False; triggerTimes_assign=False
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/3-Movie_Data/Results/October-17-2023_ 5-52-29_PM_Subject_is_sub-c24_selected_run_id_1.mat	Results/October-17-2023_ 5-52-29_PM_Subject_is_sub-c24_selected_run_id_1.mat	Results	October-17-2023_ 5-52-29_PM_Subject_is_sub-c24_selected_run_id_1.mat	.mat	827	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/3-Movie_Data/Results/October-17-2023_ 5-57-10_PM_Subject_is_sub-c24_selected_run_id_2.mat	Results/October-17-2023_ 5-57-10_PM_Subject_is_sub-c24_selected_run_id_2.mat	Results	October-17-2023_ 5-57-10_PM_Subject_is_sub-c24_selected_run_id_2.mat	.mat	828	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/3-Movie_Data/Results/October-17-2023_ 6-00-58_PM_Subject_is_sub-c24_selected_run_id_3.mat	Results/October-17-2023_ 6-00-58_PM_Subject_is_sub-c24_selected_run_id_3.mat	Results	October-17-2023_ 6-00-58_PM_Subject_is_sub-c24_selected_run_id_3.mat	.mat	828	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/3-Movie_Data/Results/October-17-2023_ 6-06-09_PM_Subject_is_sub-c24_selected_run_id_4.mat	Results/October-17-2023_ 6-06-09_PM_Subject_is_sub-c24_selected_run_id_4.mat	Results	October-17-2023_ 6-06-09_PM_Subject_is_sub-c24_selected_run_id_4.mat	.mat	826	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie1A.mp4	Movie1A.mp4	MovieRoot	Movie1A.mp4	.mp4	183368517	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie2B.mp4	Movie2B.mp4	MovieRoot	Movie2B.mp4	.mp4	173312179	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/1-Check_FOV_and_EyeTracking/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4196	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/1-Check_FOV_and_EyeTracking/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	2901	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie2A.mp4	Movie2A.mp4	MovieRoot	Movie2A.mp4	.mp4	178229515	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie1B.mp4	Movie1B.mp4	MovieRoot	Movie1B.mp4	.mp4	181514135	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/3-Movie_Data/output.txt	output.txt	MovieRoot	output.txt	.txt	33991	DIARY_OTHER			1	encoding=utf-16; ptb_diag=False; triggerTimes_assign=False
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4743	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	3446	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/3-Movie_Data/Results/August-14-2025_10-53-51_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_2.mat	Results/August-14-2025_10-53-51_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_2.mat	Results	August-14-2025_10-53-51_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_2.mat	.mat	868	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/3-Movie_Data/Results/August-14-2025_11-01-29_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_4.mat	Results/August-14-2025_11-01-29_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_4.mat	Results	August-14-2025_11-01-29_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_4.mat	.mat	868	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/3-Movie_Data/Results/August-14-2025_10-57-39_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_3.mat	Results/August-14-2025_10-57-39_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_3.mat	Results	August-14-2025_10-57-39_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_3.mat	.mat	868	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC55_SESSION02_2025AUG14/SUBC55-Session2-2025AUG14/3-Movie_Data/Results/August-14-2025_10-49-35_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_1.mat	Results/August-14-2025_10-49-35_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_1.mat	Results	August-14-2025_10-49-35_AM_Subject_is_SUBC55-Session2-2025AUG14_selected_run_id_1.mat	.mat	867	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_MATLAB/3-Movie_Data/output.txt	output.txt	MovieRoot	output.txt	.txt	51413	DIARY_OTHER			1	encoding=utf-16; ptb_diag=False; triggerTimes_assign=False
/lustre06/project/6001995/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_MATLAB/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	3446	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_MATLAB/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4743	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_MATLAB/3-Movie_Data/Results/December-14-2023_ 5-51-21_PM_Subject_is_SUBC06_selected_run_id_1.mat	Results/December-14-2023_ 5-51-21_PM_Subject_is_SUBC06_selected_run_id_1.mat	Results	December-14-2023_ 5-51-21_PM_Subject_is_SUBC06_selected_run_id_1.mat	.mat	830	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_MATLAB/3-Movie_Data/Results/December-14-2023_ 5-55-43_PM_Subject_is_SUBC06_selected_run_id_2.mat	Results/December-14-2023_ 5-55-43_PM_Subject_is_SUBC06_selected_run_id_2.mat	Results	December-14-2023_ 5-55-43_PM_Subject_is_SUBC06_selected_run_id_2.mat	.mat	831	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_MATLAB/3-Movie_Data/Results/December-14-2023_ 6-06-04_PM_Subject_is_SUBC06_selected_run_id_4.mat	Results/December-14-2023_ 6-06-04_PM_Subject_is_SUBC06_selected_run_id_4.mat	Results	December-14-2023_ 6-06-04_PM_Subject_is_SUBC06_selected_run_id_4.mat	.mat	829	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_MATLAB/3-Movie_Data/Results/December-14-2023_ 5-50-08_PM_Subject_is_SUBC06_selected_run_id_1.mat	Results/December-14-2023_ 5-50-08_PM_Subject_is_SUBC06_selected_run_id_1.mat	Results	December-14-2023_ 5-50-08_PM_Subject_is_SUBC06_selected_run_id_1.mat	.mat	830	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC06_Session02_2023DEC14/SUBC06_Session02_2023DEC14_MATLAB/3-Movie_Data/Results/December-14-2023_ 6-01-48_PM_Subject_is_SUBC06_selected_run_id_3.mat	Results/December-14-2023_ 6-01-48_PM_Subject_is_SUBC06_selected_run_id_3.mat	Results	December-14-2023_ 6-01-48_PM_Subject_is_SUBC06_selected_run_id_3.mat	.mat	831	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4743	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/output.txt	output.txt	MovieRoot	output.txt	.txt	51370	DIARY_OTHER			1	encoding=utf-16; ptb_diag=False; triggerTimes_assign=False
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	3446	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/Results/May-13-2024_ 4-05-39_PM_Subject_is_SUBC43_SESSION01_selected_run_id_1.mat	Results/May-13-2024_ 4-05-39_PM_Subject_is_SUBC43_SESSION01_selected_run_id_1.mat	Results	May-13-2024_ 4-05-39_PM_Subject_is_SUBC43_SESSION01_selected_run_id_1.mat	.mat	839	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/Results/May-13-2024_ 4-09-56_PM_Subject_is_SUBC43_SESSION01_selected_run_id_2.mat	Results/May-13-2024_ 4-09-56_PM_Subject_is_SUBC43_SESSION01_selected_run_id_2.mat	Results	May-13-2024_ 4-09-56_PM_Subject_is_SUBC43_SESSION01_selected_run_id_2.mat	.mat	840	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/Results/May-13-2024_ 4-14-04_PM_Subject_is_SUBC43_SESSION01_selected_run_id_3.mat	Results/May-13-2024_ 4-14-04_PM_Subject_is_SUBC43_SESSION01_selected_run_id_3.mat	Results	May-13-2024_ 4-14-04_PM_Subject_is_SUBC43_SESSION01_selected_run_id_3.mat	.mat	840	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/Results/May-13-2024_ 4-18-08_PM_Subject_is_SUBC43_SESSION01_selected_run_id_4.mat	Results/May-13-2024_ 4-18-08_PM_Subject_is_SUBC43_SESSION01_selected_run_id_4.mat	Results	May-13-2024_ 4-18-08_PM_Subject_is_SUBC43_SESSION01_selected_run_id_4.mat	.mat	840	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie2B.mp4	Movie2B.mp4	MovieRoot	Movie2B.mp4	.mp4	173312179	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	2901	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie1A.mp4	Movie1A.mp4	MovieRoot	Movie1A.mp4	.mp4	183368517	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie1B.mp4	Movie1B.mp4	MovieRoot	Movie1B.mp4	.mp4	181514135	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4196	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie2A.mp4	Movie2A.mp4	MovieRoot	Movie2A.mp4	.mp4	178229515	STIMULUS_MP4				not a timing log
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/3-Movie_Data/main.m	main.m	MovieRoot	main.m	.m	3446	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/3-Movie_Data/output.txt	output.txt	MovieRoot	output.txt	.txt	7430	DIARY_PTB_DIAGNOSTICS_ONLY	vbltimestamp	run_id	142	encoding=utf-8; ptb_diag=True; triggerTimes_assign=False
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/3-Movie_Data/Show_movie.m	Show_movie.m	MovieRoot	Show_movie.m	.m	4743	MATLAB_SCRIPT				
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/3-Movie_Data/Results/July-12-2023_10-46-26_AM_Subject_is_SUBC12_selected_run_id_1.mat	Results/July-12-2023_10-46-26_AM_Subject_is_SUBC12_selected_run_id_1.mat	Results	July-12-2023_10-46-26_AM_Subject_is_SUBC12_selected_run_id_1.mat	.mat	824	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/3-Movie_Data/Results/July-12-2023_10-50-59_AM_Subject_is_SUBC12_selected_run_id_2.mat	Results/July-12-2023_10-50-59_AM_Subject_is_SUBC12_selected_run_id_2.mat	Results	July-12-2023_10-50-59_AM_Subject_is_SUBC12_selected_run_id_2.mat	.mat	823	MAT_IDENTITY_ONLY				
/lustre06/project/6001995/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/3-Movie_Data/Results/July-12-2023_10-54-54_AM_Subject_is_SUBC12_selected_run_id_3.mat	Results/July-12-2023_10-54-54_AM_Subject_is_SUBC12_selected_run_id_3.mat	Results	July-12-2023_10-54-54_AM_Subject_is_SUBC12_selected_run_id_3.mat	.mat	823	MAT_IDENTITY_ONLY				
