file	line	pattern	severity	recommendation
/lustre06/project/6001995/raw_original/Control/SUBC38_Session01_2024MAR07/SUBC38_Session01_2024MAR07_MATLAB/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC38_Session01_2024MAR07/SUBC38_Session01_2024MAR07_MATLAB/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_Session1_2024MAR10_MATLAB/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC39_Session2_2024SEP08/SUBC39_Session2_2024SEP08_MATLAB/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC40_SESSION01_2024MAR18/SUBC40_SESSION01_2024MAR18_MATLAB/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC40_Session02_2024OCT05/SUBC040_Session02_2024OCT05_matlab/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC41_Session01_2024MAR21/SUBC41_Session01_2024MAR21_MATLAB/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_MATLAB/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_MATLAB/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_matlab/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_Session01_2024MAY13_MATLAB/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC44_SESSION01_2024JUL25/SUBC044_Session1_2024JUL25_MATALB/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19_matlab/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	86	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	86	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	90	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	90	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	95	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	95	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	99	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/SUBC045_Session02_2025FEB10/3-Movie_Data/main.m	99	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024/3-Movie_Data/main.m	8	WindowsUserPath	HIGH	Do not copy raw script; publish sanitized path placeholders only
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024/3-Movie_Data/main.m	8	Desktop	MEDIUM	Review before publication
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024/3-Movie_Data/main.m	59	HardcodedSubjectPrompt	LOW	Review before publication
