filepath	tag	value_present	example_value_redacted	risk_category
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI3_AP_0015/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0015.0001.2023.07.12.12.24.02.953830.10765627.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI2_AP_0007/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0007.0001.2023.07.12.12.24.02.953830.10706231.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI3_AP_PHYSIOLOG_0017/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0017.0001.2023.07.12.12.24.02.953830.10814873.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI3_AP_SBREF_0014/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0014.0001.2023.07.12.12.24.02.953830.10765398.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI4_AP_0023/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0023.0001.2023.07.12.12.24.02.953830.10822977.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI2_AP_PHYSIOLOG_0009/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0009.0001.2023.07.12.12.24.02.953830.10756501.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI4_AP_0027/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0027.0001.2023.07.12.12.24.02.953830.10875203.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI4_AP_0028/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0028.0001.2023.07.12.12.24.02.953830.10875412.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI4_AP_PHYSIOLOG_0025/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2023.07.12.12.24.02.953830.10873247.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI4_AP_0024/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0024.0001.2023.07.12.12.24.02.953830.10830520.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI4_AP_SBREF_0022/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0022.0001.2023.07.12.12.24.02.953830.10822748.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI3_AP_0016/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0016.0001.2023.07.12.12.24.02.953830.10774328.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/GSLD_75TE_PA_3B0_0067/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0067.0001.2023.07.12.12.24.02.953830.11285632.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/GSLD_75TE_PA_3B0_0068/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0068.0001.2023.07.12.12.24.02.953830.11285720.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/GSLD_76DIR_B2000_1MMISO_AP_0065/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0065.0001.2023.07.12.12.24.02.953830.11230326.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/GSLD_76DIR_B2000_1MMISO_AP_0066/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0066.0001.2023.07.12.12.24.02.953830.11230918.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI4_AP_SBREF_0026/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0026.0001.2023.07.12.12.24.02.953830.10874974.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/LOCALIZER_0050/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0050.0001.2023.07.12.12.24.02.953830.11201642.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE1_AP_0031/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0031.0001.2023.07.12.12.24.02.953830.10928453.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE1_AP_0032/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0032.0001.2023.07.12.12.24.02.953830.10935417.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE1_AP_PHYSIOLOG_0033/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2023.07.12.12.24.02.953830.10975309.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE1_AP_SBREF_0030/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0030.0001.2023.07.12.12.24.02.953830.10928224.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE2_AP_0035/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0035.0001.2023.07.12.12.24.02.953830.10978631.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE2_AP_0036/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0036.0001.2023.07.12.12.24.02.953830.10978840.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE2_AP_PHYSIOLOG_0037/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.07.12.12.24.02.953830.11024469.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE2_AP_SBREF_0034/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0034.0001.2023.07.12.12.24.02.953830.10978402.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/CONTROL2_AP_0056/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0056.0001.2023.07.12.12.24.02.953830.11220115.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE3_AP_0040/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0040.0001.2023.07.12.12.24.02.953830.11038089.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE3_AP_PHYSIOLOG_0041/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.07.12.12.24.02.953830.11074641.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE3_AP_SBREF_0038/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0038.0001.2023.07.12.12.24.02.953830.11028580.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE4_AP_0043/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0043.0001.2023.07.12.12.24.02.953830.11076939.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE4_AP_0044/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0044.0001.2023.07.12.12.24.02.953830.11085833.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE4_AP_PHYSIOLOG_0045/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0045.0001.2023.07.12.12.24.02.953830.11123795.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/MOVIE4_AP_SBREF_0042/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0042.0001.2023.07.12.12.24.02.953830.11076710.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/FMRI4_AP_PHYSIOLOG_0029/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.07.12.12.24.02.953830.10924455.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/RESOLVE_AP_COLFA_0075/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0075.0001.2023.07.12.12.24.02.953830.11296725.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/RESOLVE_AP_TENSOR_0076/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0076.0001.2023.07.12.12.24.02.953830.11297858.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/RESOLVE_AP_TRACEW_0073/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0073.0001.2023.07.12.12.24.02.953830.11294646.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/RESOLVE_P3_160_1_4ISO_AP_0071/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0071.0001.2023.07.12.12.24.02.953830.11292804.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/RESOLVE_P3_160_1_4ISO_AP_ADC_0072/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0072.0001.2023.07.12.12.24.02.953830.11293573.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/RESOLVE_P3_160_1_4ISO_AP_FA_0074/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0074.0001.2023.07.12.12.24.02.953830.11295685.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/RESOLVE_P3_160_1_4ISO_PA_0077/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0077.0001.2023.07.12.12.24.02.953830.11299246.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/REST1_AP_0047/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0047.0001.2023.07.12.12.24.02.953830.11127117.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/REST1_AP_0048/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0048.0001.2023.07.12.12.24.02.953830.11132730.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/REST1_AP_PHYSIOLOG_0049/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0049.0001.2023.07.12.12.24.02.953830.11199487.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/REST1_AP_SBREF_0046/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0046.0001.2023.07.12.12.24.02.953830.11126888.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/SAG_FLAIR_3D-0_8_0078/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0078.0001.2023.07.12.12.24.02.953830.11303048.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/SPINECHOFIELDMAP_AP_0018/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0018.0001.2023.07.12.12.24.02.953830.10818648.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/SPINECHOFIELDMAP_AP_0019/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0019.0001.2023.07.12.12.24.02.953830.10818858.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/SPINECHOFIELDMAP_AP_0061/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0061.0001.2023.07.12.12.24.02.953830.11227250.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/SPINECHOFIELDMAP_AP_0062/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0062.0001.2023.07.12.12.24.02.953830.11227460.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/SPINECHOFIELDMAP_PA_0020/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0020.0001.2023.07.12.12.24.02.953830.10820698.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/SPINECHOFIELDMAP_PA_0021/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0021.0001.2023.07.12.12.24.02.953830.10820908.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/SPINECHOFIELDMAP_PA_0063/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0063.0001.2023.07.12.12.24.02.953830.11228276.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/SPINECHOFIELDMAP_PA_0064/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0064.0001.2023.07.12.12.24.02.953830.11228486.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/T1W_MPR_0051/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0051.0001.2023.07.12.12.24.02.953830.11203692.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/T1W_MPR_0052/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0052.0001.2023.07.12.12.24.02.953830.11207164.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/TFL_B1MAP_1MMISO_0069/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0069.0001.2023.07.12.12.24.02.953830.11291778.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/TFL_B1MAP_1MMISO_0070/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0070.0001.2023.07.12.12.24.02.953830.11292065.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/WMN_MPRAGE_SAGITTAL_0079/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0079.0001.2023.07.12.12.24.02.953830.11308170.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/main.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie1A.mp4	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/LOCALIZER_0001/SUBC12_CONTROL_SESSION01_2023JUL12.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0001.0001.2023.07.12.12.24.02.953830.10645594.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-EyeTracking/main_eyetracking.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/2-Grating/CheckerFlickerSine.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/2-Grating/Results/July-12-2023_10-21-10_AM__Subject_is_SUBC12__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/3-Movie_Data/Show_movie.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/3-Movie_Data/Results/July-12-2023_10-46-26_AM_Subject_is_SUBC12_selected_run_id_1.mat	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/4-resting state/main.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/main.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie1A.mp4	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-Check_FOV_and_EyeTracking/Results/July-11-2023_11-31-59_AM  The Right Eye is _ eye =1 .mat	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/1-EyeTracking/main_eyetracking.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/2-Grating/CheckerFlickerSine.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/2-Grating/Results/July-12-2023_10-21-10_AM__Subject_is_SUBC12__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/3-Movie_Data/Show_movie.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/3-Movie_Data/Results/July-12-2023_10-46-26_AM_Subject_is_SUBC12_selected_run_id_1.mat	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session1-2023JUL12/SUBC12_Session01_2023JUL12_Matlab/4-resting state/main.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/1-Check_FOV_and_EyeTracking/main_eyetrakcing.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/1-Check_FOV_and_EyeTracking/3-Movie_Data/Movie2B.mp4	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC14-Session1-2023JUL19/SUBC14_Session01_2023JUL19_Matlab/1-EyeTracking/main_eyetracking.m	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC15_Session02_2024FEB08/SUBC15_SESSION02_2024FEB08_NII/FMRI4_AP_0015/SUBC15_SESSION02_2024FEB8.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0015.0036.2024.02.09.15.18.51.797232.22734240.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC07-Session2-2023NOV24/SUBC07-Session2-2023NOV24-NII/WMN_MPRAGE_SAGITTAL_0075/SUB07-SESSION2-2023NOV24.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0075.0001.2023.11.24.16.56.38.542896.74300632.IMA	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC12-Session01-2023JUL12/SUBC12_SESSION01_2023JUL12_NII/PHOENIXZIPREPORT_0099/REPORT_SUBC12_CONTROL_SESSION01_2023JUL12.SR.DR_SHMUEL_COMPLETE_PROTOCOL.0099.0001.2023.07.12.12.24.02.953830.10644565.SR	PARSE_ERROR	False		parse_error
/lustre07/scratch/alexrees/raw_original/Control/SUBC16-Session1-2023AUG08/SUBC16_Session01_2023AUG08_Data/FMRI2_AP_0007/SUBC16_CONTROL_2023AUG08.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0007.0090.2023.08.08.16.29.32.103247.21043940.IMA	PARSE_ERROR	False		parse_error
