filepath	extension	size	subject	session	sequence	candidate_type
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10.ecg	.ecg	46914	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10_final.puls	.puls	6005559	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10_final.pmu	.pmu	2296	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10_final.ext2	.ext2	2417893	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10_final.ext	.ext	2438758	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10.resp	.resp	1223517	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10_final.resp	.resp	5845697	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10_final.ecg	.ecg	24269	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10.ext2	.ext2	506905	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10.puls	.puls	1266520	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10.pmu	.pmu	2296	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session01_2024FEB10/SUBG08_Session01_2024FEB10_Peripheral/SUBG08_Session01_2024FEB10.ext	.ext	506908	sub-073	ses-01	SUBG08_Session01_2024FEB10_Peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG10_Session01_2024SEP13/peripheral/SUBG10-Session1-2024SEPT13.puls	.puls	5074956	sub-075	ses-01	peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG10_Session01_2024SEP13/peripheral/SUBG10-Session1-2024SEPT13.pmu	.pmu	2296	sub-075	ses-01	peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG10_Session01_2024SEP13/peripheral/SUBG10-Session1-2024SEPT13.ext2	.ext2	2042347	sub-075	ses-01	peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG10_Session01_2024SEP13/peripheral/SUBG10-Session1-2024SEPT13.ext	.ext	2063210	sub-075	ses-01	peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG10_Session01_2024SEP13/peripheral/SUBG10-Session1-2024SEPT13.ecg	.ecg	47832	sub-075	ses-01	peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG10_Session01_2024SEP13/peripheral/SUBG10-Session1-2024SEPT13.resp	.resp	4915059	sub-075	ses-01	peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13-Session1-2024NOV25/peripheral recording/SUBG13-Session1-2024NOV25.resp	.resp	6447454	sub-078	ses-01	peripheral recording	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13-Session1-2024NOV25/peripheral recording/SUBG13-Session1-2024NOV25.ext	.ext	2633083	sub-078	ses-01	peripheral recording	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13-Session1-2024NOV25/peripheral recording/SUBG13-Session1-2024NOV25.pmu	.pmu	2296	sub-078	ses-01	peripheral recording	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13-Session1-2024NOV25/peripheral recording/SUBG13-Session1-2024NOV25.ext2	.ext2	2612200	sub-078	ses-01	peripheral recording	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13-Session1-2024NOV25/peripheral recording/SUBG13-Session1-2024NOV25.ecg	.ecg	39302	sub-078	ses-01	peripheral recording	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13-Session1-2024NOV25/peripheral recording/SUBG13-Session1-2024NOV25.puls	.puls	6534987	sub-078	ses-01	peripheral recording	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG15_Session01_2024DEC08/peripheral recording/SUBG15-Session1-2024NOV08.puls	.puls	5640356	sub-080	ses-01	peripheral recording	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG15_Session01_2024DEC08/peripheral recording/SUBG15-Session1-2024NOV08.ext	.ext	2280434	sub-080	ses-01	peripheral recording	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG15_Session01_2024DEC08/peripheral recording/SUBG15-Session1-2024NOV08.ext2	.ext2	2259565	sub-080	ses-01	peripheral recording	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG15_Session01_2024DEC08/peripheral recording/SUBG15-Session1-2024NOV08.pmu	.pmu	2296	sub-080	ses-01	peripheral recording	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG15_Session01_2024DEC08/peripheral recording/SUBG15-Session1-2024NOV08.resp	.resp	5645383	sub-080	ses-01	peripheral recording	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG15_Session01_2024DEC08/peripheral recording/SUBG15-Session1-2024NOV08.ecg	.ecg	81025	sub-080	ses-01	peripheral recording	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG18_SESSION01_2025MAR14/peripheral/SUBG18_SESSION01_2025MAR14.ecg	.ecg	70578	sub-083	ses-01	peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG18_SESSION01_2025MAR14/peripheral/SUBG18_SESSION01_2025MAR14.ext2	.ext2	2989779	sub-083	ses-01	peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG18_SESSION01_2025MAR14/peripheral/SUBG18_SESSION01_2025MAR14.puls	.puls	7449876	sub-083	ses-01	peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG18_SESSION01_2025MAR14/peripheral/SUBG18_SESSION01_2025MAR14.pmu	.pmu	2296	sub-083	ses-01	peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG18_SESSION01_2025MAR14/peripheral/SUBG18_SESSION01_2025MAR14.resp	.resp	7461996	sub-083	ses-01	peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG18_SESSION01_2025MAR14/peripheral/SUBG18_SESSION01_2025MAR14.ext	.ext	3011162	sub-083	ses-01	peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG06-SESSION1-2023NOV14/SUBG06-SESSION1-2023NOV14-peripheral/SUBG06-Session01-2023-NOV14.ext	.ext	4899951	sub-071	ses-01	SUBG06-SESSION1-2023NOV14-peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG06-SESSION1-2023NOV14/SUBG06-SESSION1-2023NOV14-peripheral/SUBG06-Session01-2023-NOV14.pmu	.pmu	2296	sub-071	ses-01	SUBG06-SESSION1-2023NOV14-peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG06-SESSION1-2023NOV14/SUBG06-SESSION1-2023NOV14-peripheral/SUBG06-Session01-2023-NOV14.resp	.resp	12031761	sub-071	ses-01	SUBG06-SESSION1-2023NOV14-peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG06-SESSION1-2023NOV14/SUBG06-SESSION1-2023NOV14-peripheral/SUBG06-Session01-2023-NOV14.ext2	.ext2	4878666	sub-071	ses-01	SUBG06-SESSION1-2023NOV14-peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG06-SESSION1-2023NOV14/SUBG06-SESSION1-2023NOV14-peripheral/SUBG06-Session01-2023-NOV14.ecg	.ecg	48901	sub-071	ses-01	SUBG06-SESSION1-2023NOV14-peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG06-SESSION1-2023NOV14/SUBG06-SESSION1-2023NOV14-peripheral/SUBG06-Session01-2023-NOV14.puls	.puls	12157242	sub-071	ses-01	SUBG06-SESSION1-2023NOV14-peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG07_Session01_2023DEC02/SUBG07_SESSION01_2023DEC02_Peripheral/SUBG07_Session01_2023DEC2.resp	.resp	7056174	sub-072	ses-01	SUBG07_SESSION01_2023DEC02_Peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG07_Session01_2023DEC02/SUBG07_SESSION01_2023DEC02_Peripheral/SUBG07_Session01_2023DEC2.ecg	.ecg	36493	sub-072	ses-01	SUBG07_SESSION01_2023DEC02_Peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG07_Session01_2023DEC02/SUBG07_SESSION01_2023DEC02_Peripheral/SUBG07_Session01_2023DEC2.ext2	.ext2	2858535	sub-072	ses-01	SUBG07_SESSION01_2023DEC02_Peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG07_Session01_2023DEC02/SUBG07_SESSION01_2023DEC02_Peripheral/SUBG07_Session01_2023DEC2.ext	.ext	2879398	sub-072	ses-01	SUBG07_SESSION01_2023DEC02_Peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG07_Session01_2023DEC02/SUBG07_SESSION01_2023DEC02_Peripheral/SUBG07_Session01_2023DEC2.pmu	.pmu	2296	sub-072	ses-01	SUBG07_SESSION01_2023DEC02_Peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG07_Session01_2023DEC02/SUBG07_SESSION01_2023DEC02_Peripheral/SUBG07_Session01_2023DEC2.puls	.puls	7052851	sub-072	ses-01	SUBG07_SESSION01_2023DEC02_Peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session01_2024MAY23/SUBG09_Session01_2024MAY23_Peripheral/SUBG09_SESSION01_2024MAY23.puls	.puls	5961607	sub-074	ses-01	SUBG09_Session01_2024MAY23_Peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session01_2024MAY23/SUBG09_Session01_2024MAY23_Peripheral/SUBG09_SESSION01_2024MAY23.ext2	.ext2	2384058	sub-074	ses-01	SUBG09_Session01_2024MAY23_Peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session01_2024MAY23/SUBG09_Session01_2024MAY23_Peripheral/SUBG09_SESSION01_2024MAY23.pmu	.pmu	2296	sub-074	ses-01	SUBG09_Session01_2024MAY23_Peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session01_2024MAY23/SUBG09_Session01_2024MAY23_Peripheral/SUBG09_SESSION01_2024MAY23.ext	.ext	2404921	sub-074	ses-01	SUBG09_Session01_2024MAY23_Peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session01_2024MAY23/SUBG09_Session01_2024MAY23_Peripheral/SUBG09_SESSION01_2024MAY23.ecg	.ecg	55077	sub-074	ses-01	SUBG09_Session01_2024MAY23_Peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session01_2024MAY23/SUBG09_Session01_2024MAY23_Peripheral/SUBG09_SESSION01_2024MAY23.resp	.resp	5866731	sub-074	ses-01	SUBG09_Session01_2024MAY23_Peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04-SESSION01-2023OCT15/SUBG04-SESSION01-2023OCT15-Peripheral/subg04_peripheral_2023oct15.ext2	.ext2	2472188	sub-069	ses-01	SUBG04-SESSION01-2023OCT15-Peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04-SESSION01-2023OCT15/SUBG04-SESSION01-2023OCT15-Peripheral/subg04_peripheral_2023oct15.ext	.ext	2493051	sub-069	ses-01	SUBG04-SESSION01-2023OCT15-Peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04-SESSION01-2023OCT15/SUBG04-SESSION01-2023OCT15-Peripheral/subg04_peripheral_2023oct15.pmu	.pmu	2296	sub-069	ses-01	SUBG04-SESSION01-2023OCT15-Peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04-SESSION01-2023OCT15/SUBG04-SESSION01-2023OCT15-Peripheral/subg04_peripheral_2023oct15.puls	.puls	6106150	sub-069	ses-01	SUBG04-SESSION01-2023OCT15-Peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04-SESSION01-2023OCT15/SUBG04-SESSION01-2023OCT15-Peripheral/subg04_peripheral_2023oct15.ecg	.ecg	34795	sub-069	ses-01	SUBG04-SESSION01-2023OCT15-Peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04-SESSION01-2023OCT15/SUBG04-SESSION01-2023OCT15-Peripheral/subg04_peripheral_2023oct15.resp	.resp	6059031	sub-069	ses-01	SUBG04-SESSION01-2023OCT15-Peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session02_2024NOV19/peripheral_data/SUBG09-SCAN2-NOV19-2024.ecg	.ecg	88702	sub-074	ses-02	peripheral_data	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session02_2024NOV19/peripheral_data/SUBG09-SCAN2-NOV19-2024.resp	.resp	6477097	sub-074	ses-02	peripheral_data	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session02_2024NOV19/peripheral_data/SUBG09-SCAN2-NOV19-2024.ext2	.ext2	2628308	sub-074	ses-02	peripheral_data	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session02_2024NOV19/peripheral_data/SUBG09-SCAN2-NOV19-2024.ext	.ext	2649171	sub-074	ses-02	peripheral_data	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session02_2024NOV19/peripheral_data/SUBG09-SCAN2-NOV19-2024.puls	.puls	6569728	sub-074	ses-02	peripheral_data	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG09_Session02_2024NOV19/peripheral_data/SUBG09-SCAN2-NOV19-2024.pmu	.pmu	2296	sub-074	ses-02	peripheral_data	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG19_Session1-2025Mar30/peripheral/SUBG19_SESSION01_2025MAR30.puls	.puls	6042582	sub-084	ses-01	peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG19_Session1-2025Mar30/peripheral/SUBG19_SESSION01_2025MAR30.ext	.ext	2454623	sub-084	ses-01	peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG19_Session1-2025Mar30/peripheral/SUBG19_SESSION01_2025MAR30.pmu	.pmu	2296	sub-084	ses-01	peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG19_Session1-2025Mar30/peripheral/SUBG19_SESSION01_2025MAR30.ext2	.ext2	2433760	sub-084	ses-01	peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG19_Session1-2025Mar30/peripheral/SUBG19_SESSION01_2025MAR30.resp	.resp	5979331	sub-084	ses-01	peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG19_Session1-2025Mar30/peripheral/SUBG19_SESSION01_2025MAR30.ecg	.ecg	38211	sub-084	ses-01	peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04_Session02_2024APR13/SUBG04_Session02_2024APR13_Peripheral/SUBG04_2024APR13.ext2	.ext2	2776922	sub-069	ses-02	SUBG04_Session02_2024APR13_Peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04_Session02_2024APR13/SUBG04_Session02_2024APR13_Peripheral/SUBG04_2024APR13.ext	.ext	2797797	sub-069	ses-02	SUBG04_Session02_2024APR13_Peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04_Session02_2024APR13/SUBG04_Session02_2024APR13_Peripheral/SUBG04_2024APR13.pmu	.pmu	2296	sub-069	ses-02	SUBG04_Session02_2024APR13_Peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04_Session02_2024APR13/SUBG04_Session02_2024APR13_Peripheral/SUBG04_2024APR13.puls	.puls	6887180	sub-069	ses-02	SUBG04_Session02_2024APR13_Peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04_Session02_2024APR13/SUBG04_Session02_2024APR13_Peripheral/SUBG04_2024APR13.ecg	.ecg	95510	sub-069	ses-02	SUBG04_Session02_2024APR13_Peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04_Session02_2024APR13/SUBG04_Session02_2024APR13_Peripheral/SUBG04_2024APR13.resp	.resp	6804658	sub-069	ses-02	SUBG04_Session02_2024APR13_Peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG12_Session01_2024NOV20/SUBG12-SESSION1-2024NOV20-peripheral/SUBG12-Session2-2024NOV20.ext2	.ext2	2467973	sub-077	ses-01	SUBG12-SESSION1-2024NOV20-peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG12_Session01_2024NOV20/SUBG12-SESSION1-2024NOV20-peripheral/SUBG12-Session2-2024NOV20.puls	.puls	6176021	sub-077	ses-01	SUBG12-SESSION1-2024NOV20-peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG12_Session01_2024NOV20/SUBG12-SESSION1-2024NOV20-peripheral/SUBG12-Session2-2024NOV20.ext	.ext	2488838	sub-077	ses-01	SUBG12-SESSION1-2024NOV20-peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG12_Session01_2024NOV20/SUBG12-SESSION1-2024NOV20-peripheral/SUBG12-Session2-2024NOV20.pmu	.pmu	2296	sub-077	ses-01	SUBG12-SESSION1-2024NOV20-peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG12_Session01_2024NOV20/SUBG12-SESSION1-2024NOV20-peripheral/SUBG12-Session2-2024NOV20.ecg	.ecg	29224	sub-077	ses-01	SUBG12-SESSION1-2024NOV20-peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG12_Session01_2024NOV20/SUBG12-SESSION1-2024NOV20-peripheral/SUBG12-Session2-2024NOV20.resp	.resp	6107695	sub-077	ses-01	SUBG12-SESSION1-2024NOV20-peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG17_Session01_2025FEB06/peripheral/SUBG17_Session01_2025FEB06.resp	.resp	8200015	sub-082	ses-01	peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG17_Session01_2025FEB06/peripheral/SUBG17_Session01_2025FEB06.ecg	.ecg	79775	sub-082	ses-01	peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG17_Session01_2025FEB06/peripheral/SUBG17_Session01_2025FEB06.ext	.ext	3350922	sub-082	ses-01	peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG17_Session01_2025FEB06/peripheral/SUBG17_Session01_2025FEB06.pmu	.pmu	2296	sub-082	ses-01	peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG17_Session01_2025FEB06/peripheral/SUBG17_Session01_2025FEB06.ext2	.ext2	3329554	sub-082	ses-01	peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG17_Session01_2025FEB06/peripheral/SUBG17_Session01_2025FEB06.puls	.puls	8286635	sub-082	ses-01	peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session02_2024AUG18/peripheral/SUBG08-Session2-2024AUG18.resp	.resp	6023655	sub-073	ses-02	peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session02_2024AUG18/peripheral/SUBG08-Session2-2024AUG18.ext	.ext	2453076	sub-073	ses-02	peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session02_2024AUG18/peripheral/SUBG08-Session2-2024AUG18.pmu	.pmu	2296	sub-073	ses-02	peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session02_2024AUG18/peripheral/SUBG08-Session2-2024AUG18.ecg	.ecg	53926	sub-073	ses-02	peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session02_2024AUG18/peripheral/SUBG08-Session2-2024AUG18.ext2	.ext2	2432213	sub-073	ses-02	peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG08_Session02_2024AUG18/peripheral/SUBG08-Session2-2024AUG18.puls	.puls	6081358	sub-073	ses-02	peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.puls	.puls	6743135	sub-068	ses-02	SUBG03_Session02_2024APR14_peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.ecg	.ecg	43393	sub-068	ses-02	SUBG03_Session02_2024APR14_peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.ext2	.ext2	2700807	sub-068	ses-02	SUBG03_Session02_2024APR14_peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.pmu	.pmu	2296	sub-068	ses-02	SUBG03_Session02_2024APR14_peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.ext	.ext	2721677	sub-068	ses-02	SUBG03_Session02_2024APR14_peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.resp	.resp	6543388	sub-068	ses-02	SUBG03_Session02_2024APR14_peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13_SESSION02_2025MAY22/peripheral/SUBG13_SESSION02_2025MAY22.ecg	.ecg	62397	sub-078	ses-02	peripheral	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13_SESSION02_2025MAY22/peripheral/SUBG13_SESSION02_2025MAY22.ext2	.ext2	2150553	sub-078	ses-02	peripheral	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13_SESSION02_2025MAY22/peripheral/SUBG13_SESSION02_2025MAY22.puls	.puls	5388494	sub-078	ses-02	peripheral	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13_SESSION02_2025MAY22/peripheral/SUBG13_SESSION02_2025MAY22.pmu	.pmu	2296	sub-078	ses-02	peripheral	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13_SESSION02_2025MAY22/peripheral/SUBG13_SESSION02_2025MAY22.ext	.ext	2171416	sub-078	ses-02	peripheral	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG13_SESSION02_2025MAY22/peripheral/SUBG13_SESSION02_2025MAY22.resp	.resp	5380537	sub-078	ses-02	peripheral	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.pmu	.pmu	2296	sub-066	ses-01	PhysioData	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.ext	.ext	8522653	sub-066	ses-01	PhysioData	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.resp	.resp	20542171	sub-066	ses-01	PhysioData	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.ext2	.ext2	8501360	sub-066	ses-01	PhysioData	pmu_ext2
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.ecg	.ecg	29953	sub-066	ses-01	PhysioData	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.puls	.puls	21143090	sub-066	ses-01	PhysioData	pmu_puls
/lustre06/project/6001995/raw_original/Glaucoma/SUBG11_Session01_2024OCT06/SUBG11-Session1-2024OCT06-periphery/SUBG11-Session1-2024OCT6.resp	.resp	6514777	sub-076	ses-01	SUBG11-Session1-2024OCT06-periphery	pmu_resp
/lustre06/project/6001995/raw_original/Glaucoma/SUBG11_Session01_2024OCT06/SUBG11-Session1-2024OCT06-periphery/SUBG11-Session1-2024OCT6.pmu	.pmu	2296	sub-076	ses-01	SUBG11-Session1-2024OCT06-periphery	pmu_pmu
/lustre06/project/6001995/raw_original/Glaucoma/SUBG11_Session01_2024OCT06/SUBG11-Session1-2024OCT06-periphery/SUBG11-Session1-2024OCT6.ext	.ext	2629045	sub-076	ses-01	SUBG11-Session1-2024OCT06-periphery	pmu_ext
/lustre06/project/6001995/raw_original/Glaucoma/SUBG11_Session01_2024OCT06/SUBG11-Session1-2024OCT06-periphery/SUBG11-Session1-2024OCT6.ecg	.ecg	51699	sub-076	ses-01	SUBG11-Session1-2024OCT06-periphery	pmu_ecg
/lustre06/project/6001995/raw_original/Glaucoma/SUBG11_Session01_2024OCT06/SUBG11-Session1-2024OCT06-periphery/SUBG11-Session1-2024OCT6.puls	.puls	6494348	sub-076	ses-01	SUBG11-Session1-2024OCT06-periphery	pmu_puls
