filepath	extension	size	subject	session	sequence	candidate_type
/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/FMRI3_AP_PHYSIOLOG_0013/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0013.0001.2024.02.03.13.25.57.158485.14128555.IMA	.ima	3462144	sub-029	ses-01	FMRI3_AP_PHYSIOLOG_0013	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/FMRI2_AP_PHYSIOLOG_0009/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0009.0001.2024.02.03.13.25.57.158485.14076329.IMA	.ima	3462144	sub-029	ses-01	FMRI2_AP_PHYSIOLOG_0009	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/MOVIE4_AP_PHYSIOLOG_0041/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2024.02.03.13.25.57.158485.14390373.IMA	.ima	3228672	sub-029	ses-01	MOVIE4_AP_PHYSIOLOG_0041	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/MOVIE1_AP_PHYSIOLOG_0025/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2024.02.03.13.25.57.158485.14236763.IMA	.ima	3228672	sub-029	ses-01	MOVIE1_AP_PHYSIOLOG_0025	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/MOVIE3_AP_PHYSIOLOG_0037/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2024.02.03.13.25.57.158485.14340195.IMA	.ima	3228672	sub-029	ses-01	MOVIE3_AP_PHYSIOLOG_0037	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/CONTROL3_PA_PHYSIOLOG_0053/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0053.0001.2024.02.03.13.25.57.158485.14490756.IMA	.ima	498176	sub-029	ses-01	CONTROL3_PA_PHYSIOLOG_0053	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/MOVIE2_AP_PHYSIOLOG_0029/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2024.02.03.13.25.57.158485.14286941.IMA	.ima	3228672	sub-029	ses-01	MOVIE2_AP_PHYSIOLOG_0029	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/REST1_AP_PHYSIOLOG_0045/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0045.0001.2024.02.03.13.25.57.158485.14465035.IMA	.ima	4827136	sub-029	ses-01	REST1_AP_PHYSIOLOG_0045	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/FMRI1_AP_PHYSIOLOG_0005/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0005.0001.2024.03.10.11.09.54.43669.40536467.IMA	.ima	5721088	sub-038	ses-01	FMRI1_AP_PHYSIOLOG_0005	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/CONTROL1_PA_PHYSIOLOG_0010/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0010.0001.2024.03.10.11.09.54.43669.40594516.IMA	.ima	932352	sub-038	ses-01	CONTROL1_PA_PHYSIOLOG_0010	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/MOVIE4_AP_PHYSIOLOG_0041/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.03.10.11.09.54.43669.40904791.IMA	.ima	5340160	sub-038	ses-01	MOVIE4_AP_PHYSIOLOG_0041	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/CONTROL3_PA_PHYSIOLOG_0053/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0053.0001.2024.03.10.11.09.54.43669.41005168.IMA	.ima	399872	sub-038	ses-01	CONTROL3_PA_PHYSIOLOG_0053	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/FMRI4_AP_PHYSIOLOG_0021/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0021.0001.2024.03.10.11.09.54.43669.40703393.IMA	.ima	5721088	sub-038	ses-01	FMRI4_AP_PHYSIOLOG_0021	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/FMRI3_AP_PHYSIOLOG_0017/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0017.0001.2024.03.10.11.09.54.43669.40650137.IMA	.ima	5721088	sub-038	ses-01	FMRI3_AP_PHYSIOLOG_0017	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/MOVIE1_AP_PHYSIOLOG_0029/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2024.03.10.11.09.54.43669.40755275.IMA	.ima	5348352	sub-038	ses-01	MOVIE1_AP_PHYSIOLOG_0029	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/FMRI2_AP_PHYSIOLOG_0009/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0009.0001.2024.03.10.11.09.54.43669.40590741.IMA	.ima	5721088	sub-038	ses-01	FMRI2_AP_PHYSIOLOG_0009	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/CONTROL2_AP_PHYSIOLOG_0049/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0049.0001.2024.03.10.11.09.54.43669.40999022.IMA	.ima	394752	sub-038	ses-01	CONTROL2_AP_PHYSIOLOG_0049	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/MOVIE2_AP_PHYSIOLOG_0033/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.03.10.11.09.54.43669.40805459.IMA	.ima	5348352	sub-038	ses-01	MOVIE2_AP_PHYSIOLOG_0033	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/REST1_AP_PHYSIOLOG_0045/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0045.0001.2024.03.10.11.09.54.43669.40979447.IMA	.ima	7905280	sub-038	ses-01	REST1_AP_PHYSIOLOG_0045	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC39_Session01_2024MAR10/SUBC39_SESSION01_2024MAR10_NII/MOVIE3_AP_PHYSIOLOG_0037/SUBC39_SESSION01_2024MAR10.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.03.10.11.09.54.43669.40854607.IMA	.ima	5348352	sub-038	ses-01	MOVIE3_AP_PHYSIOLOG_0037	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/CONTROL2_AP_PHYSIOLOG_0049/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0049.0001.2023.07.21.14.03.09.368664.13892780.IMA	.ima	395264	sub-013	ses-01	CONTROL2_AP_PHYSIOLOG_0049	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/MOVIE4_AP_PHYSIOLOG_0037/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.07.21.14.03.09.368664.13794449.IMA	.ima	2210816	sub-013	ses-01	MOVIE4_AP_PHYSIOLOG_0037	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/MOVIE3_AP_PHYSIOLOG_0033/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2023.07.21.14.03.09.368664.13745289.IMA	.ima	2210816	sub-013	ses-01	MOVIE3_AP_PHYSIOLOG_0033	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/REST1_AP_PHYSIOLOG_0041/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.07.21.14.03.09.368664.13870135.IMA	.ima	3276800	sub-013	ses-01	REST1_AP_PHYSIOLOG_0041	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/MOVIE2_AP_PHYSIOLOG_0029/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.07.21.14.03.09.368664.13696141.IMA	.ima	2210816	sub-013	ses-01	MOVIE2_AP_PHYSIOLOG_0029	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/MOVIE1_AP_PHYSIOLOG_0025/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2023.07.21.14.03.09.368664.13646981.IMA	.ima	2210816	sub-013	ses-01	MOVIE1_AP_PHYSIOLOG_0025	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/CONTROL3_PA_PHYSIOLOG_0053/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0053.0001.2023.07.21.14.03.09.368664.13898926.IMA	.ima	399872	sub-013	ses-01	CONTROL3_PA_PHYSIOLOG_0053	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/FMRI1_AP_PHYSIOLOG_0005/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0005.0001.2023.07.21.14.03.09.368664.13432273.IMA	.ima	2366464	sub-013	ses-01	FMRI1_AP_PHYSIOLOG_0005	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/CONTROL1_PA_PHYSIOLOG_0010/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0010.0001.2023.07.21.14.03.09.368664.13489298.IMA	.ima	375296	sub-013	ses-01	CONTROL1_PA_PHYSIOLOG_0010	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/FMRI3_AP_PHYSIOLOG_0017/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0017.0001.2023.07.21.14.03.09.368664.13544919.IMA	.ima	2366464	sub-013	ses-01	FMRI3_AP_PHYSIOLOG_0017	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/FMRI4_AP_PHYSIOLOG_0021/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0021.0001.2023.07.21.14.03.09.368664.13597145.IMA	.ima	2366464	sub-013	ses-01	FMRI4_AP_PHYSIOLOG_0021	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC13-Session1-2023JUL17/TROL_2023JUL17_23_07_17-09_57_42-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20230717_095958_470000/FMRI2_AP_PHYSIOLOG_0009/SUBC_CONTROL_2023JUL17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0009.0001.2023.07.21.14.03.09.368664.13486547.IMA	.ima	2366464	sub-013	ses-01	FMRI2_AP_PHYSIOLOG_0009	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/CONTROL3_AP_PHYSIOLOG_0063/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0063.0001.2023.05.08.12.17.15.267862.122007698.IMA	.ima	389632	sub-001	ses-01	CONTROL3_AP_PHYSIOLOG_0063	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/REST1_AP_PHYSIOLOG_0041/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.05.08.12.17.15.267862.121896953.IMA	.ima	3276288	sub-001	ses-01	REST1_AP_PHYSIOLOG_0041	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/CONTROL1_PA_PHYSIOLOG_0010/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0010.0001.2023.05.08.12.17.15.267862.121514068.IMA	.ima	374784	sub-001	ses-01	CONTROL1_PA_PHYSIOLOG_0010	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/FMRI1_AP_PHYSIOLOG_0005/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0005.0001.2023.05.08.12.17.15.267862.121458067.IMA	.ima	2366464	sub-001	ses-01	FMRI1_AP_PHYSIOLOG_0005	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/MOVIE2_AP_PHYSIOLOG_0029/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.05.08.12.17.15.267862.121722953.IMA	.ima	2210816	sub-001	ses-01	MOVIE2_AP_PHYSIOLOG_0029	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/FMRI3_AP_PHYSIOLOG_0017/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0017.0001.2023.05.08.12.17.15.267862.121570713.IMA	.ima	2366464	sub-001	ses-01	FMRI3_AP_PHYSIOLOG_0017	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/FMRI4_AP_PHYSIOLOG_0021/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0021.0001.2023.05.08.12.17.15.267862.121622933.IMA	.ima	2366464	sub-001	ses-01	FMRI4_AP_PHYSIOLOG_0021	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/MOVIE4_AP_PHYSIOLOG_0037/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.05.08.12.17.15.267862.121821267.IMA	.ima	2210816	sub-001	ses-01	MOVIE4_AP_PHYSIOLOG_0037	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/CONTROL2_PA_PHYSIOLOG_0067/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0067.0001.2023.05.08.12.17.15.267862.122019990.IMA	.ima	393728	sub-001	ses-01	CONTROL2_PA_PHYSIOLOG_0067	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/MOVIE3_AP_PHYSIOLOG_0033/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2023.05.08.12.17.15.267862.121771083.IMA	.ima	2210816	sub-001	ses-01	MOVIE3_AP_PHYSIOLOG_0033	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/FMRI2_AP_PHYSIOLOG_0009/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0009.0001.2023.05.08.12.17.15.267862.121511317.IMA	.ima	2366464	sub-001	ses-01	FMRI2_AP_PHYSIOLOG_0009	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC01-Session1-2023MAY5/SUBC01_Sessoin01_2023MAY05_NII/MOVIE1_AP_PHYSIOLOG_0025/SUB050_CONTROLSUBJECT_2023MAY05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2023.05.08.12.17.15.267862.121671751.IMA	.ima	2210816	sub-001	ses-01	MOVIE1_AP_PHYSIOLOG_0025	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC10-Session1-2023JUL05/SUBC10-SESSION01-2023JUL05-NII/CONTROL3_PA_PHYSIOLOG_0045/SUBC-10-2023-JUL-05-SESSION01.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0045.0001.2023.07.05.17.09.13.440246.7816340.IMA	.ima	399872	sub-010	ses-01	CONTROL3_PA_PHYSIOLOG_0045	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC10-Session1-2023JUL05/SUBC10-SESSION01-2023JUL05-NII/REST1_AP_PHYSIOLOG_0037/SUBC-10-2023-JUL-05-SESSION01.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.07.05.17.09.13.440246.7791649.IMA	.ima	3276288	sub-010	ses-01	REST1_AP_PHYSIOLOG_0037	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC10-Session1-2023JUL05/SUBC10-SESSION01-2023JUL05-NII/FMRI1_AP_PHYSIOLOG_0005/SUBC-10-2023-JUL-05-SESSION01.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0005.0001.2023.07.05.17.09.13.440246.7522747.IMA	.ima	2366464	sub-010	ses-01	FMRI1_AP_PHYSIOLOG_0005	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC10-Session1-2023JUL05/SUBC10-SESSION01-2023JUL05-NII/FMRI3_AP_PHYSIOLOG_0017/SUBC-10-2023-JUL-05-SESSION01.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0017.0001.2023.07.05.17.09.13.440246.7635393.IMA	.ima	2366464	sub-010	ses-01	FMRI3_AP_PHYSIOLOG_0017	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC10-Session1-2023JUL05/SUBC10-SESSION01-2023JUL05-NII/MOVIE1_AP_PHYSIOLOG_0030/SUBC-10-2023-JUL-05-SESSION01.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0030.0001.2023.07.05.17.09.13.440246.7709832.IMA	.ima	517120	sub-010	ses-01	MOVIE1_AP_PHYSIOLOG_0030	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC10-Session1-2023JUL05/SUBC10-SESSION01-2023JUL05-NII/FMRI4_AP_PHYSIOLOG_0021/SUBC-10-2023-JUL-05-SESSION01.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0021.0001.2023.07.05.17.09.13.440246.7688643.IMA	.ima	2366464	sub-010	ses-01	FMRI4_AP_PHYSIOLOG_0021	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC10-Session1-2023JUL05/SUBC10-SESSION01-2023JUL05-NII/CONTROL1_PA_PHYSIOLOG_0010/SUBC-10-2023-JUL-05-SESSION01.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0010.0001.2023.07.05.17.09.13.440246.7578748.IMA	.ima	374784	sub-010	ses-01	CONTROL1_PA_PHYSIOLOG_0010	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC10-Session1-2023JUL05/SUBC10-SESSION01-2023JUL05-NII/MOVIE1_AP_PHYSIOLOG_0029/SUBC-10-2023-JUL-05-SESSION01.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.07.05.17.09.13.440246.7707054.IMA	.ima	699392	sub-010	ses-01	MOVIE1_AP_PHYSIOLOG_0029	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC10-Session1-2023JUL05/SUBC10-SESSION01-2023JUL05-NII/FMRI2_AP_PHYSIOLOG_0009/SUBC-10-2023-JUL-05-SESSION01.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0009.0001.2023.07.05.17.09.13.440246.7577015.IMA	.ima	2366464	sub-010	ses-01	FMRI2_AP_PHYSIOLOG_0009	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC10-Session1-2023JUL05/SUBC10-SESSION01-2023JUL05-NII/CONTROL2_AP_PHYSIOLOG_0041/SUBC-10-2023-JUL-05-SESSION01.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.07.05.17.09.13.440246.7810194.IMA	.ima	394752	sub-010	ses-01	CONTROL2_AP_PHYSIOLOG_0041	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/SUBC15_Session01_2023AUG07_Data/CONTROL2_AP_PHYSIOLOG_0049/SUBC015_CONTROL_SESSION01_2023AUG07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0049.0001.2023.08.08.14.34.24.73131.20417644.IMA	.ima	951808	sub-015	ses-01	CONTROL2_AP_PHYSIOLOG_0049	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/SUBC15_Session01_2023AUG07_Data/REST1_AP_PHYSIOLOG_0045/SUBC015_CONTROL_SESSION01_2023AUG07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0045.0001.2023.08.08.14.34.24.73131.20401143.IMA	.ima	7880192	sub-015	ses-01	REST1_AP_PHYSIOLOG_0045	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/SUBC15_Session01_2023AUG07_Data/MOVIE4_AP_PHYSIOLOG_0041/SUBC015_CONTROL_SESSION01_2023AUG07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.08.08.14.34.24.73131.20326481.IMA	.ima	5340160	sub-015	ses-01	MOVIE4_AP_PHYSIOLOG_0041	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/SUBC15_Session01_2023AUG07_Data/CONTROL3_PA_PHYSIOLOG_0053/SUBC015_CONTROL_SESSION01_2023AUG07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0053.0001.2023.08.08.14.34.24.73131.20425840.IMA	.ima	952320	sub-015	ses-01	CONTROL3_PA_PHYSIOLOG_0053	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/SUBC15_Session01_2023AUG07_Data/CONTROL1_PA_PHYSIOLOG_0010/SUBC015_CONTROL_SESSION01_2023AUG07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0010.0001.2023.08.08.14.34.24.73131.20014164.IMA	.ima	927744	sub-015	ses-01	CONTROL1_PA_PHYSIOLOG_0010	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/SUBC15_Session01_2023AUG07_Data/MOVIE1_AP_PHYSIOLOG_0025/SUBC015_CONTROL_SESSION01_2023AUG07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2023.08.08.14.34.24.73131.20172871.IMA	.ima	5323776	sub-015	ses-01	MOVIE1_AP_PHYSIOLOG_0025	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/SUBC15_Session01_2023AUG07_Data/FMRI2_AP_PHYSIOLOG_0009/SUBC015_CONTROL_SESSION01_2023AUG07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0009.0001.2023.08.08.14.34.24.73131.20012443.IMA	.ima	5692416	sub-015	ses-01	FMRI2_AP_PHYSIOLOG_0009	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/SUBC15_Session01_2023AUG07_Data/MOVIE3_AP_PHYSIOLOG_0037/SUBC015_CONTROL_SESSION01_2023AUG07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.08.08.14.34.24.73131.20277333.IMA	.ima	5327872	sub-015	ses-01	MOVIE3_AP_PHYSIOLOG_0037	dicom_physiolog
/lustre06/project/6001995/raw_original/Control/SUBC15-Session1-2023AUG07/SUBC15_Session01_2023AUG07_Data/FMRI3_AP_PHYSIOLOG_0017/SUBC015_CONTROL_SESSION01_2023AUG07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0017.0001.2023.08.08.14.34.24.73131.20071833.IMA	.ima	5696512	sub-015	ses-01	FMRI3_AP_PHYSIOLOG_0017	dicom_physiolog
