source_type	filepath	subject	session	sampling_confidence	starttime_confidence	runmap_confidence	recoverable	reason
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_NII/FMRI2_AP_PHYSIOLOG_0009/SUBC027-SCAN01-01-12-2023.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0009.0001.2023.12.02.12.40.59.235854.78889427.IMA	sub-026	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI2_AP → sub-026_ses-01_task-fmri_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_NII/MOVIE1_AP_PHYSIOLOG_0025/SUBC027-SCAN01-01-12-2023.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2023.12.02.12.40.59.235854.79051909.IMA	sub-026	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie1_AP → sub-026_ses-01_task-movie_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/ION2-2024JUL17_24_07_17-16_01_39-DST-1_3_12_2_1107_5_2_43_166092/PRECISONPSYCHIATRY_FTD_20240717_160234_707000/FMRI4_AP_PHYSIOLOG_0021/SUBC27-SESSION2-2024JUL17.MR.PRECISONPSYCHIATRY_FTD.0021.0001.2024.07.17.17.58.41.110266.112772595.IMA	sub-026	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI4_AP → sub-026_ses-02_task-fmri_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-dicom/MOVIE4_AP_PHYSIOLOG_0045/SUBC26-SESSION01-2023OCT20.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0045.0001.2023.10.20.17.26.29.643777.54289571.IMA	sub-025	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie4_AP → sub-025_ses-01_task-movie_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_NII/MOVIE4_AP_PHYSIOLOG_0041/SUBC027-SCAN01-01-12-2023.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.12.02.12.40.59.235854.79204495.IMA	sub-026	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie4_AP → sub-026_ses-01_task-movie_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/ION2-2024JUL17_24_07_17-16_01_39-DST-1_3_12_2_1107_5_2_43_166092/PRECISONPSYCHIATRY_FTD_20240717_160234_707000/MOVIE1_AP_PHYSIOLOG_0029/SUBC27-SESSION2-2024JUL17.MR.PRECISONPSYCHIATRY_FTD.0029.0001.2024.07.17.17.58.41.110266.112824483.IMA	sub-026	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie1_AP → sub-026_ses-02_task-movie_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_DATA/FMRI1_AP_PHYSIOLOG_0005/SUBC26-SESSION2-2024APR19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0005.0001.2024.05.03.11.55.02.783222.65284523.IMA	sub-025	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI1_AP → sub-025_ses-02_task-fmri_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_NII/MOVIE2_AP_PHYSIOLOG_0029/SUBC027-SCAN01-01-12-2023.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.12.02.12.40.59.235854.79102087.IMA	sub-026	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie2_AP → sub-026_ses-01_task-movie_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_DATA/FMRI3_AP_PHYSIOLOG_0017/SUBC26-SESSION2-2024APR19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0017.0001.2024.05.03.11.55.02.783222.65398187.IMA	sub-025	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI3_AP → sub-025_ses-02_task-fmri_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_DATA/MOVIE2_AP_PHYSIOLOG_0029/SUBC26-SESSION2-2024APR19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2024.05.03.11.55.02.783222.65550433.IMA	sub-025	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie2_AP → sub-025_ses-02_task-movie_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-dicom/MOVIE2_AP_PHYSIOLOG_0033/SUBC26-SESSION01-2023OCT20.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2023.10.20.17.26.29.643777.54187163.IMA	sub-025	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie2_AP → sub-025_ses-01_task-movie_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/ION2-2024JUL13_24_07_13-09_58_21-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20240713_100002_612000/FMRI2_AP_PHYSIOLOG_0009/SUBC28-SESSION2-2024JUL13.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0009.0001.2024.07.13.11.40.36.725722.107912597.IMA	sub-027	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI2_AP → sub-027_ses-02_task-fmri_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_DATA/FMRI2_AP_PHYSIOLOG_0009/SUBC26-SESSION2-2024APR19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0009.0001.2024.05.03.11.55.02.783222.65336743.IMA	sub-025	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI2_AP → sub-025_ses-02_task-fmri_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_DATA/MOVIE4_AP_PHYSIOLOG_0041/SUBC26-SESSION2-2024APR19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2024.05.03.11.55.02.783222.65652841.IMA	sub-025	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie4_AP → sub-025_ses-02_task-movie_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/ION2-2024JUL13_24_07_13-09_58_21-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20240713_100002_612000/MOVIE4_AP_PHYSIOLOG_0041/SUBC28-SESSION2-2024JUL13.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2024.07.13.11.40.36.725722.108226641.IMA	sub-027	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie4_AP → sub-027_ses-02_task-movie_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/ION2-2024JUL17_24_07_17-16_01_39-DST-1_3_12_2_1107_5_2_43_166092/PRECISONPSYCHIATRY_FTD_20240717_160234_707000/FMRI3_AP_PHYSIOLOG_0017/SUBC27-SESSION2-2024JUL17.MR.PRECISONPSYCHIATRY_FTD.0017.0001.2024.07.17.17.58.41.110266.112719339.IMA	sub-026	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI3_AP → sub-026_ses-02_task-fmri_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_NII/FMRI3_AP_PHYSIOLOG_0013/SUBC027-SCAN01-01-12-2023.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0013.0001.2023.12.02.12.40.59.235854.78943701.IMA	sub-026	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI3_AP → sub-026_ses-01_task-fmri_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-dicom/FMRI4_AP_PHYSIOLOG_0025/SUBC26-SESSION01-2023OCT20.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2023.10.20.17.26.29.643777.54088167.IMA	sub-025	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI4_AP → sub-025_ses-01_task-fmri_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_NII/FMRI4_AP_PHYSIOLOG_0021/SUBC027-SCAN01-01-12-2023.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0021.0001.2023.12.02.12.40.59.235854.79003103.IMA	sub-026	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI4_AP → sub-026_ses-01_task-fmri_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/ION2-2024JUL17_24_07_17-16_01_39-DST-1_3_12_2_1107_5_2_43_166092/PRECISONPSYCHIATRY_FTD_20240717_160234_707000/MOVIE2_AP_PHYSIOLOG_0033/SUBC27-SESSION2-2024JUL17.MR.PRECISONPSYCHIATRY_FTD.0033.0001.2024.07.17.17.58.41.110266.112874661.IMA	sub-026	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie2_AP → sub-026_ses-02_task-movie_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/ION2-2024JUL13_24_07_13-09_58_21-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20240713_100002_612000/FMRI1_AP_PHYSIOLOG_0005/SUBC28-SESSION2-2024JUL13.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0005.0001.2024.07.13.11.40.36.725722.107858323.IMA	sub-027	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI1_AP → sub-027_ses-02_task-fmri_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/ION2-2024JUL13_24_07_13-09_58_21-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20240713_100002_612000/FMRI4_AP_PHYSIOLOG_0021/SUBC28-SESSION2-2024JUL13.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0021.0001.2024.07.13.11.40.36.725722.108024219.IMA	sub-027	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI4_AP → sub-027_ses-02_task-fmri_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_DATA/FMRI4_AP_PHYSIOLOG_0021/SUBC26-SESSION2-2024APR19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0021.0001.2024.05.03.11.55.02.783222.65451437.IMA	sub-025	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI4_AP → sub-025_ses-02_task-fmri_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/ION2-2024JUL17_24_07_17-16_01_39-DST-1_3_12_2_1107_5_2_43_166092/PRECISONPSYCHIATRY_FTD_20240717_160234_707000/FMRI2_AP_PHYSIOLOG_0009/SUBC27-SESSION2-2024JUL17.MR.PRECISONPSYCHIATRY_FTD.0009.0001.2024.07.17.17.58.41.110266.112659955.IMA	sub-026	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI2_AP → sub-026_ses-02_task-fmri_run-07_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/ION2-2024JUL13_24_07_13-09_58_21-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20240713_100002_612000/MOVIE3_AP_PHYSIOLOG_0037/SUBC28-SESSION2-2024JUL13.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2024.07.13.11.40.36.725722.108177487.IMA	sub-027	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie3_AP → sub-027_ses-02_task-movie_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_dicom/MOVIE1_AP_PHYSIOLOG_0031/SUBC29_SESSION02_2024JULY14.MR.DR_SHMUEL_FINAL_PROTOCOL.0031.0001.2024.07.14.13.44.24.758411.108771413.IMA	sub-028	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie1_AP → sub-028_ses-02_task-movie_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/ION2-2024JUL13_24_07_13-09_58_21-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20240713_100002_612000/MOVIE2_AP_PHYSIOLOG_0033/SUBC28-SESSION2-2024JUL13.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2024.07.13.11.40.36.725722.108127309.IMA	sub-027	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Movie2_AP → sub-027_ses-02_task-movie_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/CONTROL2_AP_PHYSIOLOG_0049/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0049.0001.2024.02.03.13.25.57.158485.14484610.IMA	sub-029	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Control2_AP → sub-029_ses-01_task-control_run-03_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/CONTROL3_PA_PHYSIOLOG_0053/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0053.0001.2024.02.03.13.25.57.158485.14490756.IMA	sub-029	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Control3_PA → sub-029_ses-01_task-control_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC30-SESSION2-2024JUL20/ION2_2024JUL20_24_07_20-13_00_15-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20240720_130131_057000/CONTROL3_PA_PHYSIOLOG_0053/SUBC30_SESSION2_2024JUL20.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0053.0001.2024.07.21.11.50.39.581721.115551346.IMA	sub-029	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Control3_PA → sub-029_ses-02_task-control_run-05_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC30_Session01_2024JAN19/SUBC30_SESSION01_2024JAN19_NII/CONTROL1_PA_PHYSIOLOG_0018/SUBC30_SESSION01_2024JAN19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0018.0001.2024.02.03.13.25.57.158485.14184556.IMA	sub-029	ses-01	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Control1_PA → sub-029_ses-01_task-control_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC30-SESSION2-2024JUL20/ION2_2024JUL20_24_07_20-13_00_15-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_COMPLETE_PROTOCOL_20240720_130131_057000/CONTROL1_PA_PHYSIOLOG_0010/SUBC30_SESSION2_2024JUL20.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0010.0001.2024.07.21.11.50.39.581721.115141716.IMA	sub-029	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: Control1_PA → sub-029_ses-02_task-control_run-01_bold.json
physiolog_dicom	/lustre06/project/6001995/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_dicom/FMRI2_AP_PHYSIOLOG_0011/SUBC29_SESSION02_2024JULY14.MR.DR_SHMUEL_FINAL_PROTOCOL.0011.0001.2024.07.14.13.44.24.758411.108607897.IMA	sub-028	ses-02	MEDIUM	MEDIUM	CONFIRMED	YES	CSA SampleTime present (PULS=2;RESP=8;EXT=8); Hz inferred as 1000/SampleTime (Siemens EJA_1 ms convention) | ACQUISITION_INFO volume0 ACQ_START_TICS and physio ACQ_TIME_TICS share CSA clock; BIDS StartTime = (physio_first_tick - vol0_start_tick) * tick_seconds | Unique BIDS ProtocolName match: fMRI2_AP → sub-028_ses-02_task-fmri_run-08_bold.json
