file	format_detected	channels	n_samples	header_detected	timestamp_present	sampling_metadata_present
/lustre06/project/6001995/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1867960	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_Session01_control_2023AUG18_AfterCoilChange.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1868168	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	11051	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1216969	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Physio/SUBC17_session01_control_2023AUG18.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1217176	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	13279	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1759795	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC17_Session02_2024APR09/SUBC17_Session02_2024APRIL09_PERIPHERAL/SUBC17_Session02_2024APR09.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1760000	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	480004	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	119591	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC18-Session1-2023AUG28/PhysioData/SUBC18_CONTROL_SESSION01_2023AUG28.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	119796	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	13163	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	3723596	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC20-Session1_2023SEP07/Physiology Data/SUBC20_CONTROL_SESSION01_2023SEPT07.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	3723801	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	11511	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	2171347	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC20_Session02_2024MAR05/SUBC20_Session02_2024MAR5_peripheral/SUBC020_SESSION02_05MAR2024.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	2171553	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	5587	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	2671738	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC21-Session1-2023SEP09/SUBC021_Session01_2023SEP09_Physio/SUBC021-Control-Session01-2023-Sept-09.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	2671943	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	20167	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	3408766	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-peripheral/SUBC22_Control_Session01_28SEPT2023.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	3408972	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	17015	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1135892	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC22_Session02_2024MAR25/SUBC22_Session02_2024MAR25_Peripheral/SUBC22-Session2-2024MAR25.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1136097	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	26271	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1783002	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-Physio Data/subc23_peripheral.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1783208	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	7199	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1314509	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_Peripheral/SUBC23_Session02_2024APR22.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1314715	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	23571	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1453678	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-peripheral/SUBC024_Session02_2024APR27.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1453883	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	15607	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1364254	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-Physio/SUBC024_Session01_2023OCT17.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1364460	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	20535	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	3418758	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC25-Session01-2023NOV08/SUBC25-SESSION01-2023OCT19-Physio/SUBc25_Control_Session01-2023OCT19.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	3418964	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	7539	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.ext	text_unclassified	EXT	NA	false	false	false
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.ext2	text_unclassified	EXT2	NA	false	false	false
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.puls	siemens_ascii_pmu	PULS	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC25_Session02_2024APR23/SUBC25_Session02_2024APR23_Physio/SUBC25_Session02_2024APR23.resp	siemens_ascii_pmu	RESP	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	8927	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	3157372	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC26-Session1-2023OCT20/SUBC26-Session1-2023OCT20-peripheral/SUBC26-Session01-2023OCT20.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	3157577	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	6431	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1154976	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC26_Session2_2024APR19/SUBC26_SESSION02_2024APR19_PERIPHERAL/SUBC26-Session2-2024Apr19.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1155182	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	9491	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	3195048	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC27-Session2-2024JUL17/SUBC27-Session2-2024JUL17-Peripheral/SUBC27-Session2-2024JUL17.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	3195254	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	8287	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1276804	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC27_Session01_2023DEC01/SUBC27_Session01_2023DEC01_Peripheral/SUBC027_Session01_2023DEC01.resp	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1277010	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.ecg	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	9859	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.ext	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.ext2	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	NA	true	true	false
/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.pmu	siemens_binary_pmu_vsn	NA	NA	true	false	false
/lustre06/project/6001995/raw_original/Control/SUBC28-Session2-2024JUL13/SUBC28-Session2-2024JUL13-peripheral/SUBC28-Session2-2024JUL13.puls	siemens_ascii_pmu	ECG;PULS;RESP;EXT;EXT2	1243902	true	true	false
