physical_acquisition_id	subject_id	session	run	bids_name	selected_run	selected_reconstruction	selection_rule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56
sub-011_ses-02_phys01	sub-011	ses-02	2	sub-011_ses-02_run-02_T1w	2	NORM	prefer_NORM	-8.124966366	4.293959443	-2.65090909	0.05253681573	1.664025838	3.549998205	1.715431346	-1.590011185	-0.3889973061	-1.79923813	1.088945236	0.5665144503	0.3605750395	-0.221036539	-0.3592460369	0.6285705899	-0.8490163751	0.1705659155	-0.7807916519	1.167381743	-0.02086870737	-0.7631365192	0.1354774276	0.2602735335	0.06450780222	-0.2000700666	0.1390146079	-0.124297102	-0.3104772114	0.04050669582	-0.1794046583	0.04372297953	0.007891639965	0.05368780103	-0.05123536335	0.1808332682	0.07898757939	0.03782821924	0.03012004914	-0.1090284145	0.009761801894	-0.01725926063	0.013961378	-0.0127652448	-0.01585656978	0.009678052728	-0.02065379338	0.01528319524	-0.01267432387	-0.000987891072	0.001054165238	1.644878781e-15	4.202921253e-15	-8.490713485e-16	3.08719634e-17	-3.367753831e-16
sub-012_ses-01_phys01	sub-012	ses-01	2	sub-012_ses-01_run-02_T1w	2	NORM	prefer_NORM	6.47684018	-5.521643163	-2.119994651	2.087275076	1.198092093	-1.004384315	3.197752637	-2.452242043	-3.092495016	-0.3733928341	-0.4468021285	0.08408874892	1.063365378	-1.157950582	0.4430095359	-0.07234971909	-0.7285234383	0.8179586475	0.6527302382	0.6958564451	0.2711073238	-0.4473333977	-0.06087515233	-0.1653730245	0.3379508265	0.02239215966	-0.2848524	0.08459940731	-0.3403228074	-0.04347957972	0.105571139	-0.2772703782	0.07944681691	0.04578330247	-0.06673938115	-0.1097205203	0.04154875652	0.1656315598	-0.04868530405	-0.05338076682	-0.08963910958	0.02353442072	-0.0334313822	0.01231203986	-0.02980806731	0.00501937545	-0.0001765042422	-0.02092903811	-0.01241218045	0.0009682753374	-0.0004651351559	-1.328965617e-15	4.745617526e-15	-1.180699017e-15	-7.909843194e-16	2.828555126e-16
sub-012_ses-02_phys01	sub-012	ses-02	2	sub-012_ses-02_run-02_T1w	2	NORM	prefer_NORM	7.343604269	-3.595485056	-0.8107762641	-1.201802958	-0.6425342023	-2.30401117	0.4748343765	-1.577675071	-0.5007815452	-2.123053912	1.825536392	0.4152319886	2.063539246	-0.7534312051	0.2121996853	0.1748676148	-0.811067429	1.05496317	-0.5468503872	0.05606225148	-0.02009013727	-0.3029755189	0.4374767414	0.4590615131	0.1487319195	0.1137740205	-0.4367270647	0.1903947752	-0.2892077576	0.09166026116	-0.0855802669	-0.05053134263	0.07089243483	-0.05621155522	0.00629919676	-0.001023729901	-0.03270580552	-0.04472362562	0.08193426179	0.020179785	-0.004756368893	0.003821088073	-0.006674141204	-0.04792327833	-0.030702665	-0.008567709261	-0.01749711249	0.008257485778	0.00812147679	-0.0001203238232	-0.0004213454314	-4.91928055e-17	3.172683186e-15	2.152753886e-15	3.519123792e-16	-1.145405121e-16
sub-013_ses-01_phys01	sub-013	ses-01	2	sub-013_ses-01_run-02_T1w	2	NORM	prefer_NORM	1.34950027	0.1553508881	1.791786792	-2.394566877	-0.6209002543	0.913372393	1.84828466	-1.113560152	-0.004502661208	0.1066169991	-1.248460399	-1.154131946	0.9631457374	0.8137862818	1.482349379	1.560915886	0.3418950382	-0.7576053775	0.5382996002	-0.7086339367	-0.5052674025	-0.1074462064	-0.06223685419	-0.6570943347	0.6392979357	-0.4536469126	0.1118577815	0.314945357	-0.3372423345	0.07462088275	0.2038750241	0.01076904512	-0.04644514705	-0.02970291057	-0.02168926045	0.1356178484	0.01752947878	-0.1330624576	0.03721322081	0.05518844679	-0.02838633513	0.03143044437	4.201021574e-05	-0.01427879334	0.01065842147	0.01308953573	-0.00341245878	-0.0015012467	0.01733518722	0.0004983969436	-0.000269243705	-1.162309009e-14	3.245969804e-15	-3.236199611e-16	8.516552496e-17	-2.597829282e-16
sub-014_ses-01_phys01	sub-014	ses-01	2	sub-014_ses-01_run-02_T1w	2	NORM	prefer_NORM	-0.8811664609	-0.1439447095	0.8775270784	2.711075638	3.99542652	0.6899061015	-0.8578840337	-0.7215726551	-2.353157947	0.8048578006	0.1280328697	-1.095052202	-0.7963621228	-1.214450293	0.2544829624	-1.352400581	0.9737984928	0.3161841676	1.880125924	-0.4299036577	0.3447973348	0.1630572659	-0.3736657058	0.4201796727	-0.1075862296	0.1330115871	0.2521896396	-0.08106802675	-0.2119494078	-0.08957548022	0.1108445747	-0.03068477421	-0.1604132817	-0.05323841286	0.04831088456	-0.01554904529	-0.02300166848	-0.06784268429	-0.03531765582	-0.02982565396	-0.005394835256	-0.03050181477	0.03795836152	0.02895693338	-0.0413571805	0.001371517234	-0.02293407306	-0.004140518465	0.004138984515	-0.0008404331583	0.0003508690348	3.888529051e-15	2.610217376e-15	1.430966413e-15	2.05545841e-17	-2.821129581e-16
sub-015_ses-01_phys01	sub-015	ses-01	2	sub-015_ses-01_run-02_T1w	2	NORM	prefer_NORM	-3.902788555	1.768170529	-1.592613382	-0.3792216576	-2.432489099	2.384806095	0.3690794757	-0.8187385891	0.5782670536	0.1677734931	-0.4697934544	0.4646624743	-0.2965084144	-0.1687195875	0.5491071775	0.1479504503	0.07878683413	0.5573936096	0.1949048612	0.4789355563	-0.05306425782	0.109851775	-0.5612986132	-0.499359392	-0.04949643406	-0.1344689575	0.02894625587	-0.1465819765	-0.2213013492	-0.2965472977	0.103038806	0.2548208723	0.1792335012	-0.1683456677	0.01055179282	0.07200504874	-0.06207563019	-0.01203453647	0.008946155519	0.01262221541	0.02484691466	-0.01041475438	-0.02218276313	-0.013278123	0.01101578519	-0.02146121321	-0.007826877404	-0.01356315088	-0.01128312222	-0.0005406422744	0.0002776779574	-9.332167343e-16	5.038631912e-15	-2.410682933e-15	1.56187509e-16	2.296432734e-16
sub-015_ses-02_phys01	sub-015	ses-02	2	sub-015_ses-02_run-02_T1w	2	NORM	prefer_NORM	-3.31143439	0.4010354212	-0.8035276131	-1.147682456	-1.869571116	2.975617947	0.2685989416	-1.409510397	0.4667624374	0.4349697996	0.3666150369	0.3529840433	0.1249195124	-0.7010394976	0.3036807838	0.09550711639	0.09074237064	0.583194575	-0.2814243914	-0.2814968574	-0.07288043708	0.2305135667	-0.1476858477	-0.4492361775	0.06784969247	0.0001428659611	0.145437062	0.002571292864	-0.219061117	-0.1484841962	0.2484955143	0.226625692	0.3407818452	-0.1810818021	-0.01032113342	0.07121498101	0.07984762361	-0.03378099263	0.01074867251	-0.04498371106	0.02383467241	-0.02708900703	0.01709157499	-0.03600886444	0.05023400086	0.007257991993	0.002501843474	-0.01442036738	-0.01285793375	7.32806286e-05	-5.923501759e-05	-1.297837171e-17	3.231579873e-15	-1.850855367e-16	1.150425068e-17	1.793714463e-16
sub-016_ses-01_phys01	sub-016	ses-01	2	sub-016_ses-01_run-02_T1w	2	NORM	prefer_NORM	1.012065837	-0.673568013	0.5201761226	-1.464280006	-3.623815654	-0.7362181777	1.402399921	-0.838783055	0.2302381229	1.17641059	-0.6948694724	-0.3629036361	-0.613286864	-0.5033114078	-0.3462721127	-0.6194606968	-0.7341293035	-0.48920441	0.1731834644	0.09617764576	-0.05291354584	-0.2377657081	0.1100471403	0.01412258891	-0.1723337025	0.07833137908	-0.2712940627	0.01648686078	-0.1281545788	-0.01087949424	0.04312054502	0.03109867568	-0.08398240261	0.02038918457	-0.01778425077	0.09634287689	-0.03716046669	-0.04840531432	0.0166955397	-0.03736156818	-0.001605906698	0.01749640438	0.01318563646	0.01651088735	-0.0307239167	0.05681734253	0.01353752435	-0.01627891923	0.01012102697	1.3535134e-05	0.0007211416249	-9.142087716e-15	4.966167734e-15	-9.061822966e-16	-1.311428782e-16	1.62835228e-16
sub-016_ses-02_phys01	sub-016	ses-02	2	sub-016_ses-02_run-02_T1w	2	NORM	prefer_NORM	1.550792627	0.06558325586	0.8039674064	-0.9305903905	-2.84167416	-0.2413377802	0.8370465313	-0.4971219474	0.3182549253	1.646032804	0.2716977956	-0.8778300451	-0.6913598271	-0.156548898	-0.8763385436	0.2747596793	-0.3726778949	0.1174519944	0.5307304536	0.3509733172	-0.1016149572	0.2554305971	0.01635523621	-0.06371492243	-0.0542569124	0.2829385681	-0.2437695518	0.1866204274	-0.3051034825	0.1020735679	0.04806500131	0.0323303167	-0.0770001448	-0.1557152859	-0.00436986154	0.05672332487	-0.06233181405	-0.08693821211	-0.02513175673	-0.0186494355	-0.005854533385	0.03715017438	-0.02674586186	0.02861419057	-0.02037402513	0.01764385433	0.003376874505	0.006358785626	0.009655640154	-0.0001273211249	0.0003798331054	5.217618296e-15	4.558608089e-15	3.408492854e-16	4.432220621e-16	1.708435143e-16
sub-017_ses-01_phys01	sub-017	ses-01	2	sub-017_ses-01_run-02_T1w	2	NORM	prefer_NORM	-1.434926805	3.78261919	0.2164467811	-2.333420549	0.5909066427	1.194007039	0.3774886141	-0.5512937444	-0.6087778669	0.501411305	-1.688614561	1.489669444	0.4111502053	-0.001020132807	-0.5487241812	-0.9204299614	-0.5461362432	-0.6382048634	0.1298125544	0.05935190161	0.6313218916	0.1311632786	0.1828726898	-0.0338357886	0.006162064845	0.1180791551	0.07196568373	0.2750480489	-0.07424678611	0.02249619947	-0.01269112906	-0.1001338665	0.05782260487	-0.09208182683	-0.1089537307	0.02140517888	-0.121753613	0.02220289757	0.05016386668	0.05320538212	-0.007965100477	-0.03880913472	0.03164178567	0.01246977708	0.009175380316	-0.008469056618	-0.005459763209	0.01973439038	0.0009887922621	8.075403622e-05	-4.521965647e-05	-5.42748474e-15	4.48054924e-15	-8.487271424e-16	5.824576771e-17	-4.620922261e-17
sub-017_ses-02_phys01	sub-017	ses-02	2	sub-017_ses-02_run-02_T1w	2	NORM	prefer_NORM	-2.070051776	3.94911234	0.08201152897	-1.988460346	-0.6114239038	1.394199772	0.4306622203	-0.9905742125	-0.3848503129	0.9811785906	-1.444730696	0.6241314992	0.2986873271	-0.4099247978	-0.009100507688	-0.6334769146	-0.4453943047	-0.6814555131	-0.03545186701	0.1101132658	0.6170181127	0.1004388886	0.2965321123	0.01289060291	-0.02031442535	-0.1458289262	0.09988109815	0.0846738099	-0.1449111065	-0.1057596164	-0.01912807204	-0.1060283014	-0.02600485249	-0.06430343037	-0.09501725435	-0.06765388201	-0.1324387241	0.01232349611	0.07412518789	0.04544468027	0.01772315686	-0.04743091529	-0.001848339654	-0.02982448449	0.01597373551	-0.006153277598	-0.004870474392	-0.006397776025	0.006896396863	-0.0001140319051	-0.0004492423613	4.3757562e-15	4.384847116e-15	-1.624378524e-15	-1.92963955e-16	1.205462695e-16
sub-018_ses-01_phys01	sub-018	ses-01	2	sub-018_ses-01_run-02_T1w	2	NORM	prefer_NORM	0.4311616371	-0.6863106463	-2.833246397	0.2624412339	-1.334431343	-1.021797951	-1.555313136	-2.407380111	0.6025223203	-0.7360024514	0.3607060055	0.7369804426	-0.3492038638	-1.385779565	-0.4730771091	0.6069766489	0.5510319053	0.04665135019	-0.05942198649	-0.2366672468	0.2486879743	-0.4209153944	-0.2892569115	-0.4302993824	0.09051681781	-0.09842820063	-0.03169175639	0.1820498398	-0.1322479672	-0.3443658363	-0.08654270238	0.06795065357	-0.07086697315	-0.06485446487	0.1086636476	0.06366914617	-0.01793158187	-0.09441389331	0.06466358254	0.01910066182	-0.05231631972	0.002944774479	-0.008190428248	0.04391666136	0.03167726625	-0.03919017921	-0.01093010393	0.002163354408	0.01044141396	0.0002003075772	-0.0001485138949	4.731265377e-15	4.079899977e-15	1.365423894e-17	-2.655267233e-16	2.152666401e-16
sub-019_ses-01_phys01	sub-019	ses-01	2	sub-019_ses-01_run-02_T1w	2	NORM	prefer_NORM	4.401473923	-0.5329613751	-1.258149307	-2.67909395	0.6990006959	1.375084907	0.4476823235	-1.827709339	0.6042980159	0.4915982393	-0.5649114465	1.066382909	-0.283902627	0.2814847222	0.410474406	-1.21549851	-0.6082632518	-0.5645588897	-0.04575637118	-0.2663832689	-0.4144411417	0.2303932489	0.2756915211	0.1468027612	-0.5623961025	-0.08523358843	0.1602655558	0.4150894863	-0.01921592001	0.2344253211	-0.1121697096	-0.1043886335	0.06819360862	-0.1047036438	0.1353028015	0.03985586908	-0.02474281416	-0.05976320523	-0.1037258258	0.01955912152	-0.06010832697	-0.02371094414	0.04569217618	-0.01238732603	-0.01200356656	0.001976858451	-0.01332152369	-0.007704149185	-0.01157261253	0.0005006659391	-4.964267779e-05	-7.533033796e-15	3.90917027e-15	9.773009817e-16	-1.080529442e-16	3.249880731e-16
sub-019_ses-02_phys01	sub-019	ses-02	2	sub-019_ses-02_run-02_T1w	2	NORM	prefer_NORM	3.685728638	0.2902482999	-1.407793176	-1.698321635	-0.04522469993	0.1817272437	1.545012278	-1.313974061	1.223203366	1.247718817	-0.6295635306	0.2133406008	-0.5360663177	0.3748512662	0.6614037527	-1.132520351	-0.3752623788	-0.3016845394	0.2773062399	0.1173964449	-0.4445004667	-0.1441449706	0.2567832664	0.03225552117	-0.2542574474	-0.02962541969	0.139406122	0.130378769	0.06483411249	0.03545277506	-0.1577179629	-0.04786512703	0.06849022495	-0.1107546553	0.132611367	0.04772592626	-0.00331092352	-0.03499783258	0.009972012589	0.00752286564	-0.00701963286	0.06375901799	-0.01557642581	-0.01046693307	-0.04527616221	-0.009975088543	-0.01564880759	-0.0002380761392	-0.004095250178	-0.0006007844755	-0.0004574683776	5.253827227e-15	4.034365707e-15	-4.025223088e-16	4.406511518e-17	3.136790275e-16
sub-020_ses-01_phys01	sub-020	ses-01	2	sub-020_ses-01_run-02_T1w	2	NORM	prefer_NORM	-4.895054919	0.8782856948	2.983402791	-0.2723186616	-2.777441091	1.416574558	0.7797775401	0.8768842309	-0.2806717974	-0.2519249719	1.208601921	1.167587356	0.5339547477	-0.1469597691	0.318849418	-0.777375953	-0.08469562435	-0.2736149316	0.09561401701	0.415495587	-0.0922910273	-0.4857037786	-0.04257433482	0.1070218183	-0.5352046453	-0.08691491638	0.2789739324	0.3177406905	0.4062803398	-0.05324630935	0.1143666351	0.07813183039	0.133747047	0.07051313	-0.1031960933	-0.04409723318	-0.01507493095	0.07252127953	-0.05156912681	0.02174792921	-0.01941956109	0.01899592901	0.004959102645	0.02792182559	0.0746578499	0.01724892809	0.002197894916	-0.01080110207	0.008971422597	-4.905157466e-05	-2.380960379e-05	9.780432991e-15	4.269931029e-15	4.996584409e-16	-1.693040542e-17	-1.471716501e-16
sub-021_ses-01_phys01	sub-021	ses-01	2	sub-021_ses-01_run-02_T1w	2	NORM	prefer_NORM	0.6673698243	-3.762112315	4.910856234	-2.483491927	-1.804170962	-0.5782763175	0.6861161753	0.9980483861	-0.08255073559	-0.6523324802	0.2070689659	0.7032415369	0.01782424355	-0.07768347161	0.09825304137	-0.5790336934	0.8430420073	0.4511990847	-0.02093380608	0.3465334766	-0.3400828513	-0.188863424	0.2632494314	-0.6436824531	-0.3477386823	0.295033742	0.1708991234	-0.01329948719	-0.1242461333	-0.146345351	0.2817096532	0.05302476028	-0.1913784338	0.030315759	-0.1118509849	0.04510017827	-0.04399052264	-0.005466502938	-0.002652675876	0.01870922028	0.004953820784	0.01925225362	-0.006115870041	0.002931454693	-0.03285888735	-0.03743540228	-0.01327121444	-0.007859130854	0.005498343876	0.001124962073	0.0005058721023	1.067945856e-14	4.816485588e-15	-2.681871133e-15	-1.3129927e-16	1.360294715e-16
sub-021_ses-02_phys01	sub-021	ses-02	2	sub-021_ses-02_run-02_T1w	2	NORM	prefer_NORM	2.345032565	-3.91227427	4.673029784	-2.599906699	-2.672584203	-1.931837373	0.6924149745	0.447341003	-1.322170944	-1.146705635	0.127808588	-0.4212327887	1.117965137	0.2495244875	0.1183234576	-0.4235986681	0.2882170505	0.9222011678	-0.9352710559	0.2244870104	-0.1834997169	-0.2670121809	0.1899309563	-0.05056907032	-0.5157800074	0.1693540997	0.3446523209	-0.08580235123	-0.07836989827	-0.08653433352	0.08503170786	0.1529823575	0.02588055926	0.04807323658	-0.07286010303	0.06350379237	-0.03375386028	-0.01620137091	-0.01765109747	-0.01191310329	0.09185144546	-0.02078344525	0.01626418803	-0.04357284856	-0.02210490138	-0.003745543626	-0.008152566497	0.007591361959	0.009552463627	0.001492200408	0.0008600117188	-1.113944709e-14	3.792287527e-15	1.286056382e-16	-2.389753988e-16	-1.572737654e-16
sub-022_ses-01_phys01	sub-022	ses-01	2	sub-022_ses-01_run-02_T1w	2	NORM	prefer_NORM	0.07225768292	-2.679125849	2.181571372	-0.6778391691	0.770446781	-0.6618039186	-1.081516051	0.4947248181	0.2586817155	0.3415984598	-0.3836412261	1.152486561	-0.3147537976	0.6517865041	-0.6286345013	0.01783838253	0.3851929084	0.5213309043	0.03817293501	0.1891155829	-0.2721585632	-0.2112701601	0.1495546169	-0.1047056401	0.02397259354	0.01671451199	0.1801946554	0.3208643714	0.04605957783	0.09265586857	0.09637544707	0.3049184509	-0.132646889	-0.06253984787	-0.004320720988	-0.04853872535	-0.08060629059	-0.04349861267	-0.0343987855	-0.08034920948	0.008730325409	-0.03360041429	0.0002138053975	0.01264861443	-0.02540508504	0.006356591639	0.01010514935	0.002052525173	-0.009035953513	0.0009847079325	-1.705509294e-06	1.041545344e-15	4.410890252e-15	-2.339445468e-15	3.053000269e-16	1.954615951e-16
sub-022_ses-02_phys01	sub-022	ses-02	2	sub-022_ses-02_run-02_T1w	2	NORM	prefer_NORM	-2.013788194	-3.900064168	0.5826110466	1.348182839	1.157758196	-0.2240690688	0.4283555682	-0.563836575	-0.2341837827	1.8448168	0.174318117	-0.5235249001	-0.2706244962	0.5222064386	0.2770859028	0.7341367729	0.411157741	0.5416952144	0.08683619972	-0.4913827827	-0.04749671803	-0.08063218891	-0.2812819831	0.04232800214	0.04363015769	-0.0501443938	-0.1756581301	0.06962708149	0.2264524939	-0.06626177434	-0.0279065225	0.1416942882	-0.0001753595587	-0.06838785646	-0.03308953077	0.07918469093	-0.1433298807	0.004779593527	-0.07201382196	-0.07598484428	-0.01575330105	0.0005106533087	0.04660805652	0.0272996657	0.03223886203	0.00426504847	0.01555093158	0.004205033826	-0.005680346025	0.0003705555547	0.0002510977135	1.343795638e-15	3.755077005e-15	-1.876332293e-16	-1.653492668e-16	-5.434953249e-16
sub-023_ses-01_phys01	sub-023	ses-01	2	sub-023_ses-01_run-02_T1w	2	NORM	prefer_NORM	-3.658991555	3.240031003	-2.915911842	2.597829968	-3.063330412	-2.818315119	0.05490158349	1.864116972	0.05385941945	-1.562924604	0.5343433201	-1.341875172	-0.5463002165	-0.3949089726	-0.006752441932	0.5562258174	-0.3029900732	-0.1577758622	0.1379871051	-0.1515312137	-0.2091834062	-0.4790159653	-0.002450120042	-0.190313746	0.003603302304	-0.07958551006	-0.2657556103	0.4051287964	0.361289765	0.07683067032	0.1056017527	0.04024285485	0.0880915446	0.07030713005	-0.09020789734	-0.08153123579	-0.08265398908	-0.004377841539	-0.09358256693	-0.04378838996	-0.02973896882	-0.002449054885	0.02171730168	-0.0389343278	-0.0164996511	-0.009717291398	0.00405791517	-0.004763300453	0.002969663618	-0.0004326251502	-5.550666936e-05	-5.140962572e-16	3.491990546e-15	7.966108277e-16	-7.231802621e-17	-4.10555826e-17
sub-023_ses-02_phys01	sub-023	ses-02	2	sub-023_ses-02_run-02_T1w	2	NORM	prefer_NORM	-4.042476002	2.223717094	-3.848556121	3.650223656	-2.091569876	-3.648946389	0.5531336867	1.617600984	0.3552446552	-1.550870134	0.6815935145	-2.347026495	0.5433031949	-0.6785849694	-0.1763686539	0.2696299833	-0.5228160803	-0.885162469	0.2294099375	-0.01813503714	-0.1653436554	0.3648755679	0.1497893685	-0.1447051757	0.1502495081	-0.01082914936	-0.00147498465	0.4554770428	0.2878236496	-0.2627635318	0.1615543446	0.1190876551	-0.05084202144	0.06549891526	-0.1705355436	-0.03236242883	-0.07950021128	-0.05249167597	-0.01439329307	0.007479702064	0.01247652708	-0.004226699326	0.04095986954	-0.02774428627	-0.04501755959	-0.01364480484	0.005459161764	0.005297998665	-0.009203724223	-0.0007127467597	0.000290002764	-3.627336067e-15	4.43756395e-15	-2.85343835e-16	-2.075636404e-16	1.728342499e-16
sub-024_ses-01_phys01	sub-024	ses-01	2	sub-024_ses-01_run-02_T1w	2	NORM	prefer_NORM	-4.282299707	-4.887992752	-1.465733201	2.619765338	0.8003236381	1.462211755	-0.1879288579	0.9558192278	-0.6295489909	0.6107848841	0.05022106326	1.363199382	-0.7180850057	0.1122183133	0.4564549845	0.3686420772	0.09690644562	0.105534455	-0.779675215	-0.5255480758	0.05103542576	0.5091234305	0.02809317381	0.3379292032	0.03034251341	0.088050576	-0.2042532142	-0.1399794595	0.1170660709	0.1613991276	-0.1835577685	0.05899648491	0.04343053009	0.07939081462	-0.1617701141	-0.05374441545	0.02500175192	-0.008514174984	0.03956736521	-0.05360288252	-0.05969846825	-0.02909227716	-0.01004272423	-0.008357876803	-0.005989418904	-0.01612905836	-0.005670992054	-0.008180936825	0.007695846794	-0.0001286054627	2.333641586e-05	-1.369392869e-14	3.87720764e-15	-2.489226382e-16	3.383990871e-16	8.922482305e-16
sub-024_ses-02_phys01	sub-024	ses-02	2	sub-024_ses-02_run-02_T1w	2	NORM	prefer_NORM	-5.528225415	-3.937482474	-1.989172528	2.918688469	1.65093041	1.14895431	-0.9347933897	1.572839754	-1.340765194	0.6375462704	-0.1154885824	1.431360497	-0.7967534853	-0.3206419355	0.2735024699	0.1384297245	0.3663791684	0.131572341	-0.7380325026	-0.3508314813	0.08516228125	0.4456613593	0.02330130723	0.3363876335	0.1876740267	0.09046047852	-0.3138840342	-0.09574256001	-0.03726569973	-0.03810333669	-0.1665713224	-0.08380497283	0.1426543439	-0.02750279157	-0.1114780094	-0.03819293378	0.07725473315	-0.1177186685	0.04445786461	-0.02783137244	-0.02018861923	0.005631523469	-0.00836467268	-0.01586781778	-0.06719913363	-0.00216104781	0.0007405366485	-0.01705264091	0.01373308546	-0.000386158276	-7.439420262e-06	1.031609746e-14	4.324490334e-15	-2.820452086e-17	-3.543328483e-16	-3.008323005e-16
sub-025_ses-01_phys01	sub-025	ses-01	2	sub-025_ses-01_run-02_T1w	2	NORM	prefer_NORM	-3.205076249	0.276121209	1.001662386	-1.453487889	-0.595422565	0.2680597514	1.77132425	1.50295956	-0.7759794448	-1.651513734	-0.4841672412	0.1925798293	-0.0596139896	0.6399163731	-0.2449460853	-1.370723302	0.4619574472	-0.3131861461	-0.1701800496	-0.1453706979	0.0528412923	-0.1153410342	-0.1331318735	0.02069244223	0.4506488099	-0.2766121492	-0.5252113052	-0.2380645766	-0.1077443664	-0.1032263329	0.2771180495	-0.2444369233	0.08213180557	-0.07146015936	0.0008700198217	-0.09198985711	0.08375946915	-0.03953003876	-0.05368741307	0.01147227459	0.01482522324	-0.04501199564	0.0006414693912	0.01152134348	0.02765612445	0.008452478706	0.008614167768	-0.01620907638	0.007165922147	0.0004248539708	0.0001597735316	2.184643986e-16	4.461467732e-15	1.75237e-16	-5.204580998e-17	-3.432349947e-16
sub-025_ses-02_phys01	sub-025	ses-02	2	sub-025_ses-02_run-02_T1w	2	NORM	prefer_NORM	-4.294033118	0.1652835069	-0.05040219527	0.4269210383	-0.9822323513	-0.3354320721	2.46013256	1.071373111	0.2972287291	-1.604716191	-0.2542077805	-0.4058353606	-0.3315445418	1.087004133	0.4262210417	-0.9954867007	0.06735207449	-0.4541705752	-0.4837601271	-0.256008807	0.362802006	-0.271251509	-0.3278019093	0.1596981322	0.3288982596	-0.100714523	-0.177883436	-0.3926100743	-0.1560029549	0.188337771	0.2095266938	0.1226426245	-0.1212037275	0.09557401442	0.0237062037	-0.01023959485	-0.01318202259	-0.01840062852	-0.0266648915	0.005212649289	0.02889441809	-0.04686445929	-0.01026316595	0.02203125421	0.006753635837	0.004489340771	0.01479634401	-0.007758445217	-0.004351796057	0.000726919869	-0.000103615519	-5.381285522e-15	4.128937462e-15	3.378875391e-16	1.340920653e-17	1.840298471e-16
sub-026_ses-01_phys01	sub-026	ses-01	2	sub-026_ses-01_run-02_T1w	2	NORM	prefer_NORM	1.015083007	1.183727144	0.9667331825	-0.8670175227	1.344689827	-1.846140662	0.1893068217	-1.35632523	1.089030608	-0.814679104	-0.1301043451	0.3502107466	0.2827002026	1.152221375	-0.02228403039	-0.5059964928	-0.4109829053	0.6753967888	0.7529813354	-0.7108547369	0.5505128618	-0.04854004416	0.02954490832	0.03180965513	-0.4130428577	-0.2546388178	0.1815495982	0.03632576272	0.04311243838	-0.07901640781	0.2845043246	0.1735470657	0.0732534527	0.02736211673	-0.07074264326	0.06125216094	-0.02566662378	0.007830910397	0.01098578041	-0.0316524012	0.02801654143	-0.002320145806	-0.01813537547	0.00164607801	-0.02490699382	0.01123499955	0.004092133854	-0.002537668066	0.001575147967	-0.0004993898107	0.0004015759773	-4.996717937e-15	3.446260848e-15	4.118988265e-15	-1.023729556e-16	-4.356539104e-17
sub-026_ses-02_phys01	sub-026	ses-02	2	sub-026_ses-02_run-02_T1w	2	NORM	prefer_NORM	0.7311867215	0.2793919502	-1.004232913	-0.4403964446	1.261315392	-0.9630227729	2.753937006	-1.159379366	1.337527611	0.282759688	-0.6758616661	0.4440306833	0.5089344449	1.303317408	-0.5593411956	0.2425684628	-0.8850802514	0.1598886905	0.3532280779	-0.5785718384	-0.2535884556	0.1589351733	-0.111274601	0.01122780703	-0.2507107284	-0.3382437141	0.3807455219	-0.2650657234	0.1072704735	-0.1285293031	0.01344577667	0.3171550598	0.01501320751	0.1281251221	0.01740584072	-0.001583118775	-0.007713841198	-0.019359085	0.008095065457	-0.02847267781	0.04290366438	-0.001847619281	-0.0548364731	-0.02035304272	-0.008400195392	0.002127864884	0.007173114277	0.004034813161	0.01135521543	-0.0011468291	-0.0005098175474	1.477923765e-15	3.560428407e-15	-4.596230262e-16	-3.888808669e-16	6.870919386e-17
sub-027_ses-01_phys01	sub-027	ses-01	2	sub-027_ses-01_run-02_T1w	2	NORM	prefer_NORM	3.907998057	-0.08834271781	-2.601644385	-1.079641014	-1.250838507	3.343223277	-1.615186309	-1.411367684	-1.663895291	-0.4609533474	0.2060612066	0.6010067903	1.345886933	1.142296026	-0.7189371154	0.5535404509	0.3288452444	0.360427695	0.608514388	0.5225672498	0.07606232166	-0.02860726184	0.3253604833	0.3653868022	0.3968045353	0.2826230181	-0.2844059971	-0.2057299621	0.2185886212	-0.430983743	-0.09784421817	-0.1677486338	0.06144637648	0.04825825706	-0.03147882415	0.02525882406	0.0402814774	-0.06463267696	-0.09090130827	0.1444558774	-0.02544995754	-0.02609777062	-0.03992111182	-0.01083975965	0.0214227907	-0.02202513856	-0.003283966071	0.01067973596	-0.007136507936	0.0005528003956	0.0006762854595	9.419923864e-16	3.746168301e-15	-6.732483671e-16	2.098004944e-17	-5.187427846e-17
