iqm	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56
icvs_wm	0.1582658048	0.1689314312	0.08285621563	0.02977206396	0.06528817139	-0.2135071354	0.09473806768	0.06411179309	-0.08811096514	-0.1448761744	-0.02692995702	0.1129420203	0.1220437395	0.1146715621	0.2018214445	-0.1455046655	-0.05453844914	0.03477170763	-0.130685591	0.1877685565	-0.08881269578	0.03376342666	-0.03941231122	0.02300283299	-0.07602806557	0.00330244861	-0.01825322446	-0.1597013839	0.1702875648	-0.001658310371	0.04735139081	0.10921739	0.2435031274	0.2727058489	0.2178763775	0.07804735779	0.1795683809	0.04096977523	0.07220904327	-0.083512791	0.0149404158	-0.05724244262	0.05140725983	0.0525448336	0.05267813702	-0.01179097364	0.007891758884	0.00794573509	0.0009192461535	0.001905720056	0.001167109657	0.5854918648	-0.1066995088	0.03886710462	0.004954563896	0.0106278169
inu_med	0.1901477336	0.06474736881	0.09285869301	0.06854392067	-0.1222115357	-0.06121581519	-0.2476240408	-0.01487342626	0.09849612201	0.06112501203	0.1784073978	0.0328292532	-0.0392102991	-0.112585818	0.1511632138	0.08098989819	-0.08704672661	0.3091943847	0.07206135367	-0.08848298367	-0.174745301	0.1727660094	0.1201003466	0.05816567944	-0.2685161206	-0.08461382744	0.03520737779	-0.06527553211	0.1183433001	0.3452442664	-0.2253272112	0.269975345	-0.1194126513	-0.3345253274	0.1545866609	-0.2512611303	0.08160147809	-0.009580044469	-0.0279481854	-0.02823358734	-0.1125915051	-0.06889693037	0.01235326726	-0.0263403202	0.01338100535	0.0051026104	-0.004122039474	-0.009658678063	0.004351738224	0.001368727509	-0.0003172718328	-6.528204719e-15	-3.504141421e-16	9.332812301e-16	-1.60678762e-16	2.751705114e-16
inu_range	0.1689401694	0.1141636476	0.1117874475	0.07666135279	-0.1117498023	-0.01565266381	-0.217274665	-0.05835164294	0.1460086294	0.01707105961	0.1264720744	0.01784419901	-0.09319766338	-0.161802332	0.2084487134	0.03072841865	-0.1242957486	0.2620402475	-0.06229875884	-0.3444245595	0.04709892908	0.1675255664	0.1533971111	0.1451229938	-0.0280182866	0.1917867602	-0.2889110902	0.2272667919	-0.1899391906	-0.0637158045	0.2085654827	-0.1906500709	0.1432451909	0.2894963542	-0.1517105151	0.2078962427	-0.03768781744	0.01460921665	0.03677249469	-0.01456306853	0.07805344134	0.06974852573	-0.0009551103161	0.01622556574	0.002660161469	-0.01294471528	0.01290458182	0.002371594695	-0.004612274277	-0.0009241697258	0.0003796191675	4.986994475e-15	-3.712308239e-16	8.153200337e-16	4.482091781e-16	1.418136442e-16
qi_2	0.0433497141	0.1397139622	0.02152531703	-0.2033805834	-0.1256998535	0.2028808707	0.1160106712	0.03564232788	-0.1919091774	0.1486214118	-0.1232441603	-0.06793055999	-0.1926675368	-0.3225248787	-0.07154010318	-0.4917429223	-0.1429744682	0.1429615832	0.2031405609	0.266949111	0.1541196471	0.2693798107	0.1380931912	0.0790010562	0.09674701379	0.1604024392	-0.0457658243	0.002580674931	0.06878289734	-0.2250483131	-0.09729381612	0.06135666487	-0.02982553516	-0.05097077947	0.042409645	-0.07925454249	0.001104651428	-0.02148345597	0.0457391243	-0.05114443131	0.01859066607	0.004688092913	0.005179438428	-0.01647327289	0.005827771247	-0.002834707314	-0.0001882985719	-0.002729713824	0.001298081647	-0.0001865266046	-0.0001023935773	2.003735756e-15	-7.285838599e-16	-2.775557562e-16	-4.857225733e-17	-1.530893468e-16
rpve_csf	-0.05461888937	-0.196950082	-0.0005409469808	0.121808372	-0.1210058186	0.04910904371	-0.07053420508	0.4352709164	-0.08774215923	-0.09082937807	0.114553094	-0.04596195097	-0.02585968077	0.009989671509	0.03204869436	-0.124339333	0.05243465716	-0.03840796951	-0.04833525349	-0.04251287536	-0.009507483865	0.02289813662	-0.02892866345	0.06848885799	-0.005212450665	0.007322272146	-0.01504967689	-0.00842605596	-0.02051094296	0.01555338183	-0.02121340549	-0.0259566074	0.01701043022	-0.002668286306	0.0140630755	-0.002428577039	0.0100462696	0.009076124252	0.000628176608	-0.0004575650996	0.002551080728	-0.000369956095	0.001498922715	-0.006963934495	-0.01405882931	0.01426105621	0.002258041896	0.007702262387	0.0009074577976	-0.5392299007	0.6122162101	1.479252608e-12	-1.935951399e-14	-3.967659534e-13	-2.76584311e-14	1.391606353e-14
rpve_gm	-0.06204692529	-0.1947946856	-0.0009171761691	0.1208936891	-0.1187376371	0.05532582638	-0.07549694365	0.4332668916	-0.0871917041	-0.09038756785	0.1127309867	-0.04568745691	-0.02529011029	0.00931336189	0.03403719943	-0.1218323478	0.05063053759	-0.03855592461	-0.04908716443	-0.04148295649	-0.009077863232	0.02403019494	-0.0282060809	0.06916389087	-0.006787646428	0.007880369918	-0.01514785664	-0.009830485623	-0.0163583974	0.01577486871	-0.01823494445	-0.02684598437	0.01827628836	0.005074696938	0.0181929826	-0.009868335078	0.002338001836	0.00777255382	-0.0002982573851	0.009596715331	7.621093222e-06	-0.0007686997338	0.004255170893	0.003425099415	0.007396103199	-0.007609790507	-0.005746731001	-0.006866501689	-0.003656907795	-0.2626614584	-0.774026077	-8.995429119e-13	-1.717376241e-13	5.117295476e-13	-8.270294172e-15	-2.712350947e-14
rpve_wm	-0.06247075993	-0.1928757354	-0.004057254252	0.122687805	-0.1182937813	0.05720933098	-0.07869512242	0.4344300663	-0.08937484637	-0.09286703924	0.1151455554	-0.04380969215	-0.02571807414	0.0106617289	0.03202899684	-0.122929121	0.0517377973	-0.03919788949	-0.04849059611	-0.04487426117	-0.007798817195	0.02559239848	-0.02741717877	0.07232400118	-0.005573129981	0.007028927871	-0.01180206769	-0.01156609051	-0.01248291985	0.01348482386	-0.01856921401	-0.03040832385	0.01733090571	0.003297791406	0.01054294983	-0.009557661862	3.205225207e-05	0.004759145776	0.003808938401	0.002960238275	-0.004670238386	-0.001769540703	-0.00800855898	0.004985005205	0.003458881318	-0.01307672382	0.0001019765419	-0.004197414135	-0.003834530662	0.7996643458	0.15920809	-5.808062284e-13	1.899591595e-13	-1.138256156e-13	3.588362246e-14	1.284175132e-14
snr_csf	0.003503528917	0.1851034363	-0.2617755495	0.001153323478	0.0460194508	-0.1040544738	-0.153459696	0.1225666007	-0.07409697658	-0.1157353336	-0.07508373828	-0.07739017416	-0.2004738091	-0.1297789672	-0.1097232372	0.1395349013	0.03723452801	-0.006506253674	-0.06676400383	0.05069757291	0.148473861	-0.005169622055	0.008334646504	0.1030320042	-0.04911577973	-0.2783859847	-0.101520418	0.003456482543	0.08099326624	-0.05918408049	0.2692559228	0.2844630621	-0.2604893861	0.0525271721	-0.09365249355	0.05418591206	0.1485706048	0.06206427194	0.1223030022	0.03826602992	-0.07559785236	0.3005077466	0.01780281071	0.0766790216	0.3201334308	0.308364512	0.03726094947	0.03549315186	0.02441501383	0.0006604092152	0.0001243106743	-0.009151581172	-0.0585732033	-0.0212249676	-0.003701772734	-0.004541100669
snr_gm	-0.2211775341	0.04058573422	0.06418043437	0.02235532938	-0.2013621149	-0.06516468364	0.01712740251	0.03068521295	0.02665000895	0.0208876319	-0.06478879819	-0.03201263734	-0.0493415233	-0.1823204518	0.05174709555	0.1676065413	-0.0613467314	-0.00818140898	-0.02643477977	0.08927721696	0.0009935698323	-0.04042322449	-0.0733606703	-0.08872413434	-0.0006875393243	0.07886186738	-0.08100487582	0.02147137316	-0.04505617852	-0.01933740899	0.2568151205	0.08931685217	0.05832586424	0.1181829598	0.4517798483	-0.1332888827	-0.3571396988	-0.1922828072	-0.3569331229	0.1021296962	-0.05571445403	-0.1096052205	0.1360514868	-0.1509590785	0.01135082744	0.2144254891	0.003129118955	-0.01869773288	-0.001941882244	0.00533200313	0.004685818107	-0.03674499364	-0.2351803412	-0.08522148082	-0.01486318189	-0.01823321151
snr_total	-0.2242914009	0.1228296773	0.05435939433	-0.001645553013	0.07017665055	0.007614651526	-0.01175618902	0.09342180123	-0.03154577283	0.01386734842	-0.08985049731	-0.0201007249	0.05713809019	-0.05773158937	0.03645231233	0.1125309933	-0.1520356284	0.06597261373	-0.1137351931	0.06239281727	0.02011873991	-0.03791180744	0.1018417622	0.08490050628	-0.06393089421	0.02888124529	-0.007839073098	-0.0253482297	-0.05181204027	-0.01244536714	0.05479579915	-0.1693260075	-0.2066801957	-0.08164277283	0.2808164499	0.1346828498	-0.02914245823	0.1122640393	-0.01380366583	0.08779548704	0.01678714131	-0.08183389776	-0.03294800537	-0.07551256127	0.08636439266	0.007404247685	-0.02080157345	-0.001361642618	0.01813626744	-7.694807454e-05	0.003208899175	0.1115212129	0.7137733415	0.2586475588	0.04510982061	0.05533787493
