subset	IQM	family_group	in_core_quality	in_tissue_sensitive	n_obs	n_subjects	converged	status	cohort_stat	cohort_p	cohort_q	glaucoma_coef	glaucoma_p	on_coef	ton_coef	acquisition_stat	acquisition_p	acquisition_q	xa30_coef	xa30_p	r2_marginal	r2_conditional	finding_class_cohort	overall_cohort_finding	overall_acquisition_finding	formula
FULL_56	tpm_overlap_csf	morphology / tissue	False	True	133	83	True	ok	1.649584874	0.648199764	0.7259837357	-0.0007542758687	0.8402184953	0.002351270095	0.00979538187	3.061184718e-06	0.9986040026	0.9986040026	-7.287954589e-06	0.9986040026	0.2501233061	0.8668394405	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""tpm_overlap_csf"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
FULL_56	tpm_overlap_gm	morphology / tissue	False	True	133	83	True	ok	3.39449418	0.3347058647	0.4571592298	-0.004312646978	0.06737002829	-0.0004155190942	-0.00251527412	0.003184285076	0.9549996807	0.9986040026	0.0001549980956	0.9549996807	0.2135586643	0.8395595555	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""tpm_overlap_gm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
FULL_56	tpm_overlap_wm	morphology / tissue	False	True	133	83	True	ok	9.440837477	0.02396915139	0.1282570513	-0.006424125543	0.03594461393	0.002672487702	-0.01689857369	0.5134702883	0.4736404414	0.9986040026	0.00189419978	0.4736404414	0.1498362718	0.9235862684	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""tpm_overlap_wm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
FULL_56	wm2max	intensity	False	True	133	83	True	ok	5.462915889	0.1408735594	0.2544812685	-0.03102521309	0.08752919169	0.01544504933	0.04106832398	5.69426932	0.01702039739	0.1906284507	0.05611431267	0.01702039739	0.2620181976	0.7886290976	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""wm2max"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	cjv	contrast	True	False	133	83	True	ok	6.590852918	0.08614753352	0.146973524	0.0465488728	0.01982227146	0.02770452009	0.06406470819	0.2677706061	0.6048312042	0.8195326278	-0.01345168916	0.6048312042	0.260662158	0.7832404609	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""cjv"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	cnr	contrast	True	False	133	83	True	ok	8.229585803	0.04149767021	0.146973524	-0.1527187337	0.01263506119	-0.1420297888	-0.1750844937	0.01150253462	0.914590753	0.914590753	0.006986956094	0.914590753	0.2634245732	0.8845140448	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""cnr"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	efc	entropy / information	True	False	133	83	True	ok	7.621181653	0.05452518202	0.146973524	0.02464914538	0.01291744473	-0.01024038103	0.01460414974	0.470377187	0.4928136961	0.8195326278	0.007949711649	0.4928136961	0.3652157553	0.8739811286	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""efc"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	fber	entropy / information	True	False	133	83	True	ok	3.763605689	0.2881478747	0.3841971663	-2352.242393	0.1204104484	1868.163528	165.4485654	0.2362882516	0.6268998828	0.8195326278	-1055.172327	0.6268998828	0.08891604142	0.6237746721	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""fber"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	fwhm_avg	smoothness / sharpness	True	False	133	83	True	ok	10.10034646	0.01773213261	0.1418570609	-0.02489758822	0.6483747309	-0.2210395402	0.1486369998	21.46617608	3.601251464e-06	1.984602201e-05	0.284692268	3.601251464e-06	0.1318885082	0.844022546	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""fwhm_avg"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	fwhm_x	smoothness / sharpness	True	False	133	83	True	ok	7.015863329	0.07139386932	0.146973524	-0.02859066052	0.5967758428	-0.1806655097	0.1216377154	14.61239472	0.000132043212	0.0005281728481	0.2245550797	0.000132043212	0.1039586603	0.8521263354	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""fwhm_x"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	fwhm_y	smoothness / sharpness	True	False	133	83	True	ok	14.8671589	0.001933762665	0.03094020263	-0.003837762261	0.948902419	-0.2933132939	0.2182989998	21.40338875	3.721129128e-06	1.984602201e-05	0.345464006	3.721129128e-06	0.1671964531	0.7946586592	ROBUST_ACROSS_FAMILIES	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""fwhm_y"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	fwhm_z	smoothness / sharpness	True	False	133	83	True	ok	6.444963715	0.09185845253	0.146973524	-0.04315224122	0.4634521571	-0.1890725701	0.1060892036	23.47342566	1.266511277e-06	1.984602201e-05	0.2835164549	1.266511277e-06	0.1041208857	0.88708449	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""fwhm_z"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	snr_csf	signal / SNR	True	False	133	83	True	ok	8.357551435	0.03917223779	0.146973524	-0.002460016525	0.9517809648	0.01789856464	0.2685640231	1.337121765	0.2475421892	0.7921350054	0.04542167856	0.2475421892	0.2508346091	0.9107972183	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""snr_csf"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	snr_gm	signal / SNR	True	False	133	83	True	ok	4.430905367	0.2185367944	0.317871701	-0.2854990808	0.0925716173	-0.3626354727	-0.2223825031	0.0164235042	0.8980269281	0.914590753	0.02274114831	0.8980269281	0.2380505822	0.8863261785	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""snr_gm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	snr_total	signal / SNR	True	False	133	83	True	ok	6.721388251	0.08132869137	0.146973524	-0.2668915784	0.1467581809	-0.4808201559	0.4335310649	0.1955445557	0.6583414461	0.8195326278	0.07124455664	0.6583414461	0.09380348509	0.9152446764	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""snr_total"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	snr_wm	signal / SNR	True	False	133	83	True	ok	6.802099826	0.07848028927	0.146973524	-0.5165135402	0.2227344474	-1.086339956	1.252384953	0.1312969883	0.7170910493	0.8195326278	0.1173602738	0.7170910493	0.06915457199	0.9376650413	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""snr_wm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	snrd_csf	signal / SNR	True	False	133	83	True	ok	0.4351667951	0.9328857773	0.9328857773	-1.403665104	0.7619443011	-0.2854266531	-6.900372256	0.2670310936	0.6053303288	0.8195326278	-3.42127342	0.6053303288	0.1677995042	0.6527443678	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""snrd_csf"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	snrd_gm	signal / SNR	True	False	133	83	True	ok	0.5007795106	0.9187201232	0.9328857773	-2.51847594	0.7717099644	-0.4066044135	-14.04371231	0.1995724711	0.6550661566	0.8195326278	-5.80931954	0.6550661566	0.1767257246	0.5874872729	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""snrd_gm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	snrd_total	signal / SNR	True	False	133	83	True	ok	0.500186381	0.9188504626	0.9328857773	-2.580505863	0.7555597595	-0.6160561862	-13.3020641	0.2018344257	0.6532442071	0.8195326278	-5.536891951	0.6532442071	0.175585746	0.5989661796	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""snrd_total"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
CORE_QUALITY	snrd_wm	signal / SNR	True	False	133	83	True	ok	0.5234986382	0.9136993524	0.9328857773	-3.815404419	0.7423573288	-1.152626363	-18.96874962	0.1799511067	0.671415262	0.8195326278	-7.374726283	0.671415262	0.1767663961	0.5878309394	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""snrd_wm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	icvs_csf	morphology / tissue	False	True	133	83	True	ok	2.951252517	0.3992023061	0.5275173331	-0.001363975258	0.4694251763	0.003610748928	-0.001961311236	0.3591605195	0.5489728315	0.9986040026	-0.001252426916	0.5489728315	0.08916485212	0.8444047899	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""icvs_csf"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	icvs_gm	morphology / tissue	False	True	133	83	True	ok	7.012481701	0.07150100053	0.199379585	-0.003452865319	0.05084106964	-0.004044852939	-0.006690017013	0.08799127712	0.7667465331	0.9986040026	0.0005179551877	0.7667465331	0.3750697849	0.920005595	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""icvs_gm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	icvs_wm	morphology / tissue	False	True	133	83	True	ok	9.677060004	0.02152046067	0.1035726585	0.004810885896	0.007465049993	0.000713364653	0.008789219606	0.01407594151	0.9055589312	0.9986040026	0.0002699299088	0.9055589312	0.3411722533	0.8283485679	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""icvs_wm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	rpve_csf	morphology / tissue	False	True	133	83	True	ok	2.218150698	0.528382104	0.592808398	-0.07354908541	0.6662723807	0.08270036365	-0.5604985596	1.549491848	0.2132104735	0.9986040026	-0.05167059203	0.2132104735	0.264500897	0.9957633478	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""rpve_csf"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	rpve_gm	morphology / tissue	False	True	133	83	True	ok	2.18230144	0.5354428437	0.592808398	-0.08422134085	0.6229192353	0.06808597634	-0.5620502654	1.482094916	0.2234470407	0.9986040026	-0.05230464574	0.2234470407	0.2658884585	0.995504037	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""rpve_gm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	rpve_wm	morphology / tissue	False	True	133	83	True	ok	2.135607135	0.5447428522	0.592808398	-0.08266651937	0.6286833385	0.07039429072	-0.5532711328	1.5698348	0.2102310064	0.9986040026	-0.05467907795	0.2102310064	0.2621239161	0.9953162534	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""rpve_wm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_bg_k	intensity	False	True	133	83	True	ok	1.711992717	0.6342708398	0.666205313	-462.633501	0.304772602	-49.42440387	-1047.029408	0.1015198801	0.7500132862	0.9986040026	-224.8817475	0.7500132862	0.03675168583	0.4265319107	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_bg_k"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_bg_mad	intensity	False	True	133	83	True	ok	10.42018049	0.01531225065	0.09442554566	2.212504776	0.001821102924	-0.3777199198	0.7239398588	0.003793255551	0.9508898097	0.9986040026	0.07102586312	0.9508898097	0.106914112	0.3808091503	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_bg_mad"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_bg_mean	intensity	False	True	133	83	True	ok	14.62011214	0.002171824126	0.04017874633	5.058500307	0.0002077520402	-0.4354220803	3.845138533	0.07400197451	0.7855966152	0.9986040026	-0.5831161944	0.7855966152	0.1553015558	0.4862122818	ROBUST_ACROSS_FAMILIES	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_bg_mean"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_bg_median	intensity	False	True	133	83	True	ok	10.42018049	0.01531225065	0.09442554566	1.492314027	0.001821102924	-0.2547685956	0.4882907452	0.003793255551	0.9508898097	0.9986040026	0.04790628836	0.9508898097	0.106914112	0.3808091503	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_bg_median"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_bg_p95	intensity	False	True	133	83	True	ok	12.36770398	0.00622406863	0.0767635131	14.23792638	0.0004970685075	0.2032299346	5.175160457	0.1924016856	0.6609251876	0.9986040026	-3.00297784	0.6609251876	0.1073684343	0.3009045641	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_bg_p95"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_bg_stdv	intensity	False	True	133	83	True	ok	9.33148352	0.02519334936	0.1035726585	17.25385637	0.008411124672	-6.019963949	24.05074893	0.5508084939	0.457987532	0.9986040026	6.183281724	0.457987532	0.2406315064	0.7961344195	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_bg_stdv"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_csf_k	intensity	False	True	133	83	True	ok	5.27540229	0.1527064861	0.2825069993	0.04104163331	0.3613743357	0.1264944794	0.1162460422	0.1171263456	0.7321723431	0.9986040026	0.01431555944	0.7321723431	0.1873971923	0.9125334713	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_csf_k"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_csf_mad	intensity	False	True	133	83	True	ok	2.691600981	0.4416565073	0.5447096923	-0.3790689393	0.915992223	-5.147899609	-10.74394425	2.035958347	0.1536173341	0.9986040026	-3.955093644	0.1536173341	0.1830594033	0.9442004304	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_csf_mad"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_csf_mean	intensity	False	True	133	83	True	ok	3.907389847	0.2716395651	0.3865639965	0.9528972238	0.9138964693	-2.666990722	40.12627762	0.1869097274	0.6655011671	0.9986040026	-3.180529222	0.6655011671	0.1519054194	0.9303144337	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_csf_mean"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_csf_median	intensity	False	True	133	83	True	ok	4.717414979	0.193698038	0.2986178086	-0.5006515627	0.9613687013	-6.45424276	50.09566806	0.02296619717	0.8795450087	0.9986040026	-1.271528704	0.8795450087	0.151716017	0.9348870145	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_csf_median"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_csf_p05	intensity	False	True	133	83	True	ok	5.048509637	0.1682792982	0.2830151833	1.722700166	0.8043895804	8.071795396	34.41064848	0.0004397700644	0.9832690322	0.9986040026	0.1188781698	0.9832690322	0.3121774617	0.9462809852	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_csf_p05"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_csf_p95	intensity	False	True	133	83	True	ok	2.270021082	0.5182883872	0.592808398	1.970842862	0.8309343263	-3.249986459	31.8677945	2.874864224	0.08997256318	0.9986040026	-12.90293247	0.08997256318	0.1062375369	0.9283163711	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_csf_p95"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_csf_stdv	intensity	False	True	133	83	True	ok	1.303786863	0.7282340452	0.7282340452	0.7126672027	0.8501847395	-5.407491392	-0.5847186894	3.063012974	0.08009302775	0.9986040026	-4.400910041	0.08009302775	0.1943703817	0.9608763862	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_csf_stdv"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_gm_k	intensity	False	True	133	83	True	ok	10.45553985	0.01506554896	0.09442554566	0.190662563	0.01025251745	0.228037853	-0.1020323074	0.4393306963	0.5074456768	0.9986040026	0.08569934568	0.5074456768	0.1580034277	0.2469155187	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_gm_k"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_gm_mad	intensity	False	True	133	83	True	ok	9.056073006	0.0285545807	0.1056519486	0.5453567962	0.668431264	-2.860927629	7.516183028	0.05569629659	0.8134321826	0.9986040026	0.433131681	0.8134321826	0.1968339277	0.6590908526	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_gm_mad"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_gm_mean	intensity	False	True	133	83	True	ok	5.075957134	0.1663189383	0.2830151833	3.259820027	0.3617685027	-3.461923486	16.70057507	0.1128002319	0.7369783593	0.9986040026	-1.098508095	0.7369783593	0.1236701602	0.9087157287	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_gm_mean"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_gm_median	intensity	False	True	133	83	True	ok	5.915445566	0.1157972362	0.2520292787	3.354120842	0.310378622	-3.142128549	16.88530711	0.002216309621	0.9624513023	0.9986040026	-0.1549807878	0.9624513023	0.1783250913	0.8932952884	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_gm_median"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_gm_p05	intensity	False	True	133	83	True	ok	2.858134334	0.414019164	0.5282313471	-10.90968519	0.2196052316	-14.79610445	6.436072232	0.2674681663	0.6050352265	0.9986040026	-3.999245699	0.6050352265	0.1370991762	0.920655091	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_gm_p05"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_gm_p95	intensity	False	True	133	83	True	ok	7.488284774	0.05786023151	0.1946207787	12.59470013	0.0227653676	9.648047926	22.17611316	0.01826583197	0.8924923733	0.9986040026	-0.8733402177	0.8924923733	0.3556512852	0.8655680796	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_gm_p95"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_gm_stdv	intensity	False	True	133	83	True	ok	6.035728216	0.1098848493	0.2520292787	7.786754438	0.02185475368	5.633986702	6.961335643	0.02281644708	0.8799353743	0.9986040026	0.6050715841	0.8799353743	0.2952723987	0.848593064	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_gm_stdv"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_wm_k	intensity	False	True	133	83	True	ok	5.647641461	0.1300699131	0.2673659325	0.07474252498	0.04574537159	-0.05063976652	0.01814521514	0.4834174697	0.4868784076	0.9986040026	-0.03623792669	0.4868784076	0.1164771395	0.6649330938	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_wm_k"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_wm_mad	intensity	False	True	133	83	True	ok	4.903499609	0.1790012996	0.2879586125	3.884181136	0.0873667458	4.541643568	-2.352187526	0.05764985431	0.8102497569	0.9986040026	-0.5879072249	0.8102497569	0.1300776445	0.8584441936	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_wm_mad"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_wm_mean	intensity	False	True	133	83	True	ok	6.199787542	0.1022845345	0.2520292787	-1.949117189	0.6482355483	-13.01406562	9.370828489	0.0007172930597	0.9786333489	0.9986040026	0.0931166833	0.9786333489	0.06740141522	0.9278696053	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_wm_mean"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_wm_median	intensity	False	True	133	83	True	ok	4.260422294	0.2346816619	0.3473288596	-4.133554114	0.2636434228	-9.181228325	3.133325681	0.04058610575	0.8403389537	0.9986040026	0.7355268707	0.8403389537	0.08306456392	0.8841558579	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_wm_median"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_wm_p05	intensity	False	True	133	83	True	ok	7.230010332	0.06491691794	0.199379585	-4.294427054	0.6210589629	-24.5178738	30.50227869	0.01839402207	0.8921180864	0.9986040026	0.7105122052	0.8921180864	0.06846981841	0.9638789348	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_wm_p05"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_wm_p95	intensity	False	True	133	83	True	ok	18.64232051	0.0003241306305	0.01199283333	6.702667802	0.0008982969524	-6.864187878	5.826721428	0.001124892473	0.9732444335	0.9986040026	0.1156394999	0.9732444335	0.1702906445	0.3113520445	ROBUST_ACROSS_FAMILIES	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_wm_p95"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	summary_wm_stdv	intensity	False	True	133	83	True	ok	6.891401335	0.07544092406	0.199379585	3.088724998	0.2654732644	7.179106401	-8.837465061	0.1029687382	0.7482957054	0.9986040026	-0.7688657622	0.7482957054	0.06944729341	0.9160401968	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""summary_wm_stdv"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	tpm_overlap_csf	morphology / tissue	False	True	133	83	True	ok	1.649584874	0.648199764	0.666205313	-0.0007542758687	0.8402184953	0.002351270095	0.00979538187	3.061184718e-06	0.9986040026	0.9986040026	-7.287954589e-06	0.9986040026	0.2501233061	0.8668394405	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""tpm_overlap_csf"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
TISSUE_SENSITIVE	tpm_overlap_gm	morphology / tissue	False	True	133	83	True	ok	3.39449418	0.3347058647	0.4586709998	-0.004312646978	0.06737002829	-0.0004155190942	-0.00251527412	0.003184285076	0.9549996807	0.9986040026	0.0001549980956	0.9549996807	0.2135586643	0.8395595555	NOT_REPLICATED	ROBUST_ACROSS_FAMILIES	FAMILY_DEPENDENT	"Q(""tpm_overlap_gm"") ~ C(cohort, Treatment(""Control"")) + C(software_platform, Treatment(""E11"")) + age + C(sex) + C(session)"
