pc	rank_abs_loading	iqm	iqm_family	loading	abs_loading	sign	loading_squared	contribution	sum_loading_squared	in_top10
PC5	20	summary_csf_mean	intensity_summary	0.1297697777	0.1297697777	+	0.0168401952	0.01684019521	1	False
PC5	21	fwhm_y	smoothness	-0.1297348504	0.1297348504	-	0.01683113141	0.01683113141	1	False
PC5	22	efc	entropy	0.1013475676	0.1013475676	+	0.01027132946	0.01027132946	1	False
PC5	23	qi_2	artifact	-0.09486584754	0.09486584754	-	0.008999529029	0.00899952903	1	False
PC5	24	snr_gm	snr	-0.07457362242	0.07457362242	-	0.005561225161	0.005561225161	1	False
PC5	25	summary_csf_stdv	intensity_summary	-0.07342882742	0.07342882742	-	0.005391792696	0.005391792697	1	False
PC5	26	summary_csf_k	intensity_summary	0.06865998771	0.06865998771	+	0.004714193912	0.004714193913	1	False
PC5	27	summary_wm_median	intensity_summary	0.06805815997	0.06805815997	+	0.004631913139	0.004631913139	1	False
PC5	28	summary_gm_mad	intensity_summary	0.06606846361	0.06606846361	+	0.004365041884	0.004365041884	1	False
PC5	29	summary_gm_stdv	intensity_summary	0.0646260454	0.0646260454	+	0.004176525744	0.004176525744	1	False
PC5	30	summary_bg_p95	intensity_summary	0.06289494921	0.06289494921	+	0.003955774636	0.003955774636	1	False
PC5	31	tpm_overlap_wm	template_overlap	-0.05624117533	0.05624117533	-	0.003163069802	0.003163069803	1	False
PC5	32	inu_range	bias_field	-0.05236072861	0.05236072861	-	0.002741645901	0.002741645901	1	False
PC5	33	snr_wm	snr	0.05189735098	0.05189735098	+	0.002693335039	0.002693335039	1	False
PC5	34	summary_wm_p05	intensity_summary	0.05189073809	0.05189073809	+	0.0026926487	0.0026926487	1	False
PC5	35	summary_bg_k	intensity_summary	0.05187752044	0.05187752044	+	0.002691277127	0.002691277127	1	False
PC5	36	wm2max	intensity_ratio	0.05184169257	0.05184169257	+	0.002687561089	0.002687561089	1	False
PC5	37	summary_wm_mean	intensity_summary	0.05020991732	0.05020991732	+	0.002521035797	0.002521035797	1	False
PC5	38	cjv	contrast	-0.0493555754	0.0493555754	-	0.002435972823	0.002435972823	1	False
PC5	39	inu_med	bias_field	-0.04933349091	0.04933349091	-	0.002433793325	0.002433793325	1	False
PC5	40	summary_wm_k	intensity_summary	-0.04719274539	0.04719274539	-	0.002227155217	0.002227155218	1	False
PC5	41	icvs_csf	tissue_fraction	0.04528213841	0.04528213841	+	0.002050472059	0.002050472059	1	False
PC5	42	fber	energy	0.04124729104	0.04124729104	+	0.001701339018	0.001701339018	1	False
PC5	43	cnr	contrast	0.03929018774	0.03929018774	+	0.001543718853	0.001543718853	1	False
PC5	44	icvs_gm	tissue_fraction	-0.03493472031	0.03493472031	-	0.001220434683	0.001220434683	1	False
PC5	45	summary_gm_mean	intensity_summary	-0.03189599919	0.03189599919	-	0.001017354764	0.001017354764	1	False
PC5	46	snr_total	snr	0.03159977687	0.03159977687	+	0.0009985458982	0.0009985458983	1	False
PC5	47	summary_bg_mean	intensity_summary	0.03159067904	0.03159067904	+	0.0009979710022	0.0009979710023	1	False
PC5	48	summary_gm_k	intensity_summary	0.02895506695	0.02895506695	+	0.0008383959021	0.0008383959021	1	False
PC5	49	summary_gm_median	intensity_summary	-0.02460216123	0.02460216123	-	0.0006052663372	0.0006052663372	1	False
PC5	50	summary_csf_p95	intensity_summary	0.02417904251	0.02417904251	+	0.0005846260967	0.0005846260967	1	False
PC5	51	summary_wm_stdv	intensity_summary	-0.01964994285	0.01964994285	-	0.000386120254	0.000386120254	1	False
PC5	52	summary_wm_p95	intensity_summary	0.0130948092	0.0130948092	+	0.000171474028	0.000171474028	1	False
PC5	53	summary_wm_mad	intensity_summary	0.01204598549	0.01204598549	+	0.0001451057664	0.0001451057664	1	False
PC5	54	summary_gm_p95	intensity_summary	0.01191662089	0.01191662089	+	0.0001420058534	0.0001420058534	1	False
PC5	55	summary_bg_stdv	intensity_summary	-0.008575990856	0.008575990856	-	7.354761916e-05	7.354761917e-05	1	False
PC5	56	icvs_wm	tissue_fraction	-0.005414164435	0.005414164435	-	2.931317653e-05	2.931317653e-05	1	False
PC6	1	summary_bg_median	intensity_summary	0.3321233569	0.3321233569	+	0.1103059242	0.1103059242	0.9999999999	True
PC6	2	summary_bg_mad	intensity_summary	0.3321233569	0.3321233569	+	0.1103059242	0.1103059242	0.9999999999	True
PC6	3	summary_bg_mean	intensity_summary	0.2983210921	0.2983210921	+	0.08899547399	0.088995474	0.9999999999	True
PC6	4	summary_bg_stdv	intensity_summary	0.2801581707	0.2801581707	+	0.07848860061	0.07848860062	0.9999999999	True
PC6	5	summary_bg_p95	intensity_summary	0.25323262	0.25323262	+	0.06412675983	0.06412675984	0.9999999999	True
PC6	6	tpm_overlap_gm	template_overlap	0.2301659216	0.2301659216	+	0.05297635147	0.05297635147	0.9999999999	True
PC6	7	summary_bg_k	intensity_summary	-0.2029446993	0.2029446993	-	0.04118655097	0.04118655098	0.9999999999	True
PC6	8	qi_2	artifact	0.1997363198	0.1997363198	+	0.03989459745	0.03989459745	0.9999999999	True
PC6	9	efc	entropy	0.1978137463	0.1978137463	+	0.03913027823	0.03913027823	0.9999999999	True
PC6	10	icvs_gm	tissue_fraction	0.1828206242	0.1828206242	+	0.03342338063	0.03342338064	0.9999999999	True
PC6	11	summary_gm_k	intensity_summary	-0.1712443995	0.1712443995	-	0.02932464436	0.02932464436	0.9999999999	False
PC6	12	summary_wm_median	intensity_summary	-0.169596909	0.169596909	-	0.02876311154	0.02876311155	0.9999999999	False
PC6	13	icvs_csf	tissue_fraction	-0.1683289779	0.1683289779	-	0.0283346448	0.0283346448	0.9999999999	False
PC6	14	fber	energy	-0.1547439818	0.1547439818	-	0.0239456999	0.02394569991	0.9999999999	False
PC6	15	summary_csf_p05	intensity_summary	-0.1541498108	0.1541498108	-	0.02376216417	0.02376216417	0.9999999999	False
PC6	16	snr_gm	snr	0.1362753958	0.1362753958	+	0.0185709835	0.0185709835	0.9999999999	False
PC6	17	summary_wm_mean	intensity_summary	-0.1337938274	0.1337938274	-	0.01790078825	0.01790078825	0.9999999999	False
PC6	18	summary_gm_stdv	intensity_summary	-0.1334967934	0.1334967934	-	0.01782139385	0.01782139385	0.9999999999	False
PC6	19	summary_gm_p95	intensity_summary	-0.1174465684	0.1174465684	-	0.01379369643	0.01379369643	0.9999999999	False
PC6	20	summary_wm_p05	intensity_summary	-0.1062709226	0.1062709226	-	0.01129350899	0.01129350899	0.9999999999	False
PC6	21	summary_csf_median	intensity_summary	0.1025986852	0.1025986852	+	0.0105264902	0.01052649021	0.9999999999	False
PC6	22	rpve_wm	partial_volume	0.09293249869	0.09293249869	+	0.008636449313	0.008636449314	0.9999999999	False
PC6	23	rpve_gm	partial_volume	0.09201899717	0.09201899717	+	0.00846749584	0.008467495841	0.9999999999	False
PC6	24	rpve_csf	partial_volume	0.09068053336	0.09068053336	+	0.00822295913	0.008222959131	0.9999999999	False
PC6	25	summary_wm_k	intensity_summary	0.08643080699	0.08643080699	+	0.007470284397	0.007470284398	0.9999999999	False
PC6	26	summary_csf_stdv	intensity_summary	0.08600741798	0.08600741798	+	0.007397275948	0.007397275948	0.9999999999	False
PC6	27	summary_gm_mad	intensity_summary	-0.08365381154	0.08365381154	-	0.006997960185	0.006997960186	0.9999999999	False
PC6	28	summary_wm_p95	intensity_summary	-0.08023693714	0.08023693714	-	0.006437966082	0.006437966082	0.9999999999	False
PC6	29	summary_wm_mad	intensity_summary	-0.07827554506	0.07827554506	-	0.006127060954	0.006127060955	0.9999999999	False
PC6	30	summary_gm_median	intensity_summary	-0.07746323891	0.07746323891	-	0.006000553382	0.006000553383	0.9999999999	False
PC6	31	fwhm_x	smoothness	-0.07407115731	0.07407115731	-	0.005486536345	0.005486536346	0.9999999999	False
PC6	32	summary_gm_p05	intensity_summary	0.07388738785	0.07388738785	+	0.005459346083	0.005459346084	0.9999999999	False
PC6	33	summary_gm_mean	intensity_summary	-0.07104431473	0.07104431473	-	0.005047294655	0.005047294656	0.9999999999	False
PC6	34	fwhm_avg	smoothness	-0.07019367874	0.07019367874	-	0.004927152535	0.004927152536	0.9999999999	False
PC6	35	tpm_overlap_csf	template_overlap	0.06902721691	0.06902721691	+	0.004764756674	0.004764756675	0.9999999999	False
PC6	36	fwhm_z	smoothness	-0.06776937597	0.06776937597	-	0.004592688319	0.00459268832	0.9999999999	False
PC6	37	fwhm_y	smoothness	-0.05911103378	0.05911103378	-	0.003494114315	0.003494114315	0.9999999999	False
PC6	38	summary_csf_k	intensity_summary	-0.05537631155	0.05537631155	-	0.003066535881	0.003066535881	0.9999999999	False
PC6	39	summary_csf_mean	intensity_summary	0.05379839951	0.05379839951	+	0.00289426779	0.00289426779	0.9999999999	False
PC6	40	snr_total	snr	0.04942531274	0.04942531274	+	0.002442861539	0.00244286154	0.9999999999	False
PC6	41	summary_csf_p95	intensity_summary	0.03745586546	0.03745586546	+	0.001402941857	0.001402941857	0.9999999999	False
PC6	42	snr_csf	snr	0.0373381192	0.0373381192	+	0.001394135145	0.001394135146	0.9999999999	False
PC6	43	tpm_overlap_wm	template_overlap	0.03727206808	0.03727206808	+	0.001389207059	0.001389207059	0.9999999999	False
PC6	44	snrd_wm	snr_dietrich	-0.03089477887	0.03089477887	-	0.0009544873614	0.0009544873615	0.9999999999	False
PC6	45	summary_wm_stdv	intensity_summary	-0.02782341179	0.02782341179	-	0.0007741422436	0.0007741422437	0.9999999999	False
PC6	46	snrd_gm	snr_dietrich	-0.02609818855	0.02609818855	-	0.0006811154456	0.0006811154457	0.9999999999	False
PC6	47	snrd_total	snr_dietrich	-0.02472880013	0.02472880013	-	0.0006115135559	0.0006115135559	0.9999999999	False
PC6	48	cjv	contrast	-0.02374257708	0.02374257708	-	0.0005637099664	0.0005637099665	0.9999999999	False
PC6	49	cnr	contrast	-0.02270918131	0.02270918131	-	0.0005157069158	0.0005157069158	0.9999999999	False
PC6	50	inu_range	bias_field	-0.02008829869	0.02008829869	-	0.0004035397443	0.0004035397443	0.9999999999	False
PC6	51	icvs_wm	tissue_fraction	-0.01564184046	0.01564184046	-	0.000244667173	0.000244667173	0.9999999999	False
PC6	52	summary_csf_mad	intensity_summary	0.01299162694	0.01299162694	+	0.0001687823705	0.0001687823706	0.9999999999	False
PC6	53	wm2max	intensity_ratio	-0.007134258602	0.007134258602	-	5.08976458e-05	5.08976458e-05	0.9999999999	False
PC6	54	snrd_csf	snr_dietrich	-0.006187225565	0.006187225565	-	3.828176019e-05	3.82817602e-05	0.9999999999	False
PC6	55	snr_wm	snr	-0.001471110791	0.001471110791	-	2.164166959e-06	2.16416696e-06	0.9999999999	False
PC6	56	inu_med	bias_field	0.0004249129884	0.0004249129884	+	1.805510477e-07	1.805510477e-07	0.9999999999	False
PC7	1	tpm_overlap_gm	template_overlap	-0.3076702255	0.3076702255	-	0.09466096766	0.09466096766	0.9999999999	True
PC7	2	summary_wm_p05	intensity_summary	0.2563981657	0.2563981657	+	0.06574001937	0.06574001938	0.9999999999	True
PC7	3	snr_csf	snr	-0.2511999893	0.2511999893	-	0.06310143462	0.06310143463	0.9999999999	True
PC7	4	summary_csf_k	intensity_summary	-0.2431875819	0.2431875819	-	0.05914019999	0.05914019999	0.9999999999	True
PC7	5	tpm_overlap_csf	template_overlap	-0.2415094808	0.2415094808	-	0.05832682932	0.05832682932	0.9999999999	True
PC7	6	summary_csf_p05	intensity_summary	-0.2254958286	0.2254958286	-	0.05084836872	0.05084836872	0.9999999999	True
PC7	7	summary_wm_median	intensity_summary	0.2236808085	0.2236808085	+	0.05003310409	0.05003310409	0.9999999999	True
PC7	8	summary_bg_k	intensity_summary	-0.2195257052	0.2195257052	-	0.04819153524	0.04819153525	0.9999999999	True
PC7	9	snr_wm	snr	0.2103972909	0.2103972909	+	0.04426702002	0.04426702002	0.9999999999	True
PC7	10	fwhm_z	smoothness	-0.1997080982	0.1997080982	-	0.03988332449	0.03988332449	0.9999999999	True
PC7	11	fwhm_x	smoothness	-0.1927869993	0.1927869993	-	0.0371668271	0.0371668271	0.9999999999	False
PC7	12	summary_wm_mean	intensity_summary	0.1890441375	0.1890441375	+	0.03573768592	0.03573768592	0.9999999999	False
PC7	13	fwhm_avg	smoothness	-0.1886511932	0.1886511932	-	0.0355892727	0.0355892727	0.9999999999	False
PC7	14	summary_csf_mad	intensity_summary	0.169757713	0.169757713	+	0.02881768112	0.02881768112	0.9999999999	False
PC7	15	qi_2	artifact	0.1646474514	0.1646474514	+	0.02710878325	0.02710878325	0.9999999999	False
PC7	16	summary_csf_median	intensity_summary	-0.1534922212	0.1534922212	-	0.02355986197	0.02355986197	0.9999999999	False
PC7	17	summary_gm_k	intensity_summary	0.1453286294	0.1453286294	+	0.02112041052	0.02112041052	0.9999999999	False
PC7	18	fwhm_y	smoothness	-0.1449956264	0.1449956264	-	0.02102373168	0.02102373168	0.9999999999	False
PC7	19	summary_wm_stdv	intensity_summary	-0.1407805765	0.1407805765	-	0.01981917072	0.01981917072	0.9999999999	False
PC7	20	summary_csf_mean	intensity_summary	-0.1377489883	0.1377489883	-	0.01897478378	0.01897478378	0.9999999999	False
PC7	21	summary_bg_stdv	intensity_summary	0.1325537071	0.1325537071	+	0.01757048527	0.01757048527	0.9999999999	False
PC7	22	icvs_csf	tissue_fraction	0.1319997872	0.1319997872	+	0.01742394382	0.01742394382	0.9999999999	False
PC7	23	snr_total	snr	0.1279145534	0.1279145534	+	0.01636213297	0.01636213297	0.9999999999	False
PC7	24	summary_wm_k	intensity_summary	-0.1243040679	0.1243040679	-	0.0154515013	0.0154515013	0.9999999999	False
PC7	25	summary_bg_mean	intensity_summary	0.1051702374	0.1051702374	+	0.01106077883	0.01106077884	0.9999999999	False
PC7	26	tpm_overlap_wm	template_overlap	-0.08810768863	0.08810768863	-	0.007762964796	0.007762964796	0.9999999999	False
PC7	27	inu_range	bias_field	-0.08310435623	0.08310435623	-	0.006906334024	0.006906334025	0.9999999999	False
PC7	28	summary_gm_mad	intensity_summary	0.07133792228	0.07133792228	+	0.005089099155	0.005089099155	0.9999999999	False
PC7	29	summary_bg_p95	intensity_summary	0.0680139694	0.0680139694	+	0.004625900034	0.004625900034	0.9999999999	False
PC7	30	summary_gm_median	intensity_summary	0.06556716422	0.06556716422	+	0.004299053024	0.004299053024	0.9999999999	False
PC7	31	summary_bg_mad	intensity_summary	0.0653024918	0.0653024918	+	0.004264415435	0.004264415436	0.9999999999	False
PC7	32	summary_bg_median	intensity_summary	0.0653024918	0.0653024918	+	0.004264415435	0.004264415436	0.9999999999	False
PC7	33	summary_wm_mad	intensity_summary	-0.06073025222	0.06073025222	-	0.003688163535	0.003688163535	0.9999999999	False
PC7	34	summary_gm_p95	intensity_summary	0.05919825066	0.05919825066	+	0.003504432881	0.003504432881	0.9999999999	False
PC7	35	icvs_gm	tissue_fraction	-0.05862050691	0.05862050691	-	0.00343636383	0.003436363831	0.9999999999	False
PC7	36	summary_gm_mean	intensity_summary	0.0580002841	0.0580002841	+	0.003364032956	0.003364032956	0.9999999999	False
PC7	37	cnr	contrast	0.05634510907	0.05634510907	+	0.003174771316	0.003174771316	0.9999999999	False
PC7	38	summary_csf_p95	intensity_summary	-0.05544853566	0.05544853566	-	0.003074540107	0.003074540107	0.9999999999	False
PC7	39	summary_wm_p95	intensity_summary	0.0539331167	0.0539331167	+	0.002908781077	0.002908781077	0.9999999999	False
PC7	40	fber	energy	0.05387222583	0.05387222583	+	0.002902216716	0.002902216716	0.9999999999	False
PC7	41	cjv	contrast	-0.05386644216	0.05386644216	-	0.002901593591	0.002901593591	0.9999999999	False
PC7	42	summary_gm_stdv	intensity_summary	0.04561091308	0.04561091308	+	0.002080355392	0.002080355392	0.9999999999	False
PC7	43	icvs_wm	tissue_fraction	-0.04497173304	0.04497173304	-	0.002022456773	0.002022456773	0.9999999999	False
PC7	44	snrd_csf	snr_dietrich	-0.04269829938	0.04269829938	-	0.00182314477	0.00182314477	0.9999999999	False
PC7	45	inu_med	bias_field	-0.03458903753	0.03458903753	-	0.001196401517	0.001196401517	0.9999999999	False
PC7	46	wm2max	intensity_ratio	0.03429358232	0.03429358232	+	0.001176049788	0.001176049788	0.9999999999	False
PC7	47	rpve_csf	partial_volume	-0.02980308424	0.02980308424	-	0.0008882238302	0.0008882238303	0.9999999999	False
PC7	48	rpve_wm	partial_volume	-0.02666746979	0.02666746979	-	0.000711153945	0.000711153945	0.9999999999	False
PC7	49	rpve_gm	partial_volume	-0.02509035404	0.02509035404	-	0.0006295258659	0.0006295258659	0.9999999999	False
PC7	50	snrd_total	snr_dietrich	-0.02340693162	0.02340693162	-	0.0005478844479	0.0005478844479	0.9999999999	False
PC7	51	efc	entropy	0.02216643794	0.02216643794	+	0.0004913509709	0.000491350971	0.9999999999	False
PC7	52	summary_csf_stdv	intensity_summary	0.02195320422	0.02195320422	+	0.0004819431755	0.0004819431756	0.9999999999	False
PC7	53	snrd_gm	snr_dietrich	-0.02075616704	0.02075616704	-	0.0004308184702	0.0004308184702	0.9999999999	False
PC7	54	snrd_wm	snr_dietrich	-0.01771626246	0.01771626246	-	0.0003138659556	0.0003138659556	0.9999999999	False
PC7	55	snr_gm	snr	0.006049721008	0.006049721008	+	3.659912427e-05	3.659912428e-05	0.9999999999	False
PC7	56	summary_gm_p05	intensity_summary	0.004826338396	0.004826338396	+	2.329354231e-05	2.329354231e-05	0.9999999999	False
PC8	1	rpve_wm	partial_volume	0.390264182	0.390264182	+	0.1523061318	0.1523061318	1	True
PC8	2	rpve_gm	partial_volume	0.3860702314	0.3860702314	+	0.1490502236	0.1490502236	1	True
PC8	3	rpve_csf	partial_volume	0.3842889492	0.3842889492	+	0.1476779965	0.1476779965	1	True
PC8	4	tpm_overlap_gm	template_overlap	-0.315663753	0.315663753	-	0.09964360496	0.09964360496	1	True
PC8	5	snr_csf	snr	0.2409064603	0.2409064603	+	0.05803592261	0.05803592261	1	True
PC8	6	summary_csf_mad	intensity_summary	-0.2191707927	0.2191707927	-	0.04803583637	0.04803583637	1	True
PC8	7	snr_wm	snr	0.1938038571	0.1938038571	+	0.03755993503	0.03755993503	1	True
PC8	8	summary_wm_stdv	intensity_summary	-0.188638634	0.188638634	-	0.03558453424	0.03558453424	1	True
PC8	9	summary_wm_p05	intensity_summary	0.1789425706	0.1789425706	+	0.03202044357	0.03202044357	1	True
PC8	10	fber	energy	-0.1606474381	0.1606474381	-	0.02580759937	0.02580759937	1	True
PC8	11	summary_csf_p05	intensity_summary	0.1484472155	0.1484472155	+	0.02203657579	0.02203657579	1	False
PC8	12	fwhm_y	smoothness	0.1376583166	0.1376583166	+	0.01894981213	0.01894981213	1	False
PC8	13	snr_total	snr	0.1346628495	0.1346628495	+	0.01813408304	0.01813408304	1	False
PC8	14	icvs_gm	tissue_fraction	-0.1267942638	0.1267942638	-	0.01607678533	0.01607678533	1	False
PC8	15	summary_gm_p05	intensity_summary	-0.1174676236	0.1174676236	-	0.01379864259	0.01379864259	1	False
PC8	16	summary_bg_mean	intensity_summary	0.1156526879	0.1156526879	+	0.01337554422	0.01337554422	1	False
PC8	17	summary_gm_mad	intensity_summary	0.1087542077	0.1087542077	+	0.01182747769	0.01182747769	1	False
PC8	18	summary_bg_stdv	intensity_summary	0.1063132992	0.1063132992	+	0.01130251759	0.01130251759	1	False
PC8	19	fwhm_avg	smoothness	0.1043169436	0.1043169436	+	0.01088202472	0.01088202472	1	False
PC8	20	fwhm_z	smoothness	0.08605030663	0.08605030663	+	0.007404655271	0.007404655271	1	False
PC8	21	summary_csf_median	intensity_summary	0.08298301956	0.08298301956	+	0.006886181535	0.006886181535	1	False
PC8	22	summary_csf_stdv	intensity_summary	-0.08085897747	0.08085897747	-	0.006538174237	0.006538174238	1	False
PC8	23	icvs_wm	tissue_fraction	0.07647043024	0.07647043024	+	0.005847726701	0.005847726701	1	False
PC8	24	fwhm_x	smoothness	0.07569119957	0.07569119957	+	0.005729157692	0.005729157692	1	False
PC8	25	tpm_overlap_csf	template_overlap	0.07434781011	0.07434781011	+	0.005527596868	0.005527596868	1	False
PC8	26	summary_csf_mean	intensity_summary	0.06926096429	0.06926096429	+	0.004797081174	0.004797081174	1	False
PC8	27	summary_bg_median	intensity_summary	-0.05946976329	0.05946976329	-	0.003536652746	0.003536652746	1	False
PC8	28	summary_bg_mad	intensity_summary	-0.05946976329	0.05946976329	-	0.003536652746	0.003536652746	1	False
PC8	29	summary_gm_stdv	intensity_summary	0.05342763423	0.05342763423	+	0.002854512099	0.002854512099	1	False
PC8	30	summary_wm_mad	intensity_summary	-0.05172992049	0.05172992049	-	0.002675984674	0.002675984674	1	False
PC8	31	inu_range	bias_field	0.04955280478	0.04955280478	+	0.002455480462	0.002455480462	1	False
PC8	32	summary_bg_p95	intensity_summary	0.04952553437	0.04952553437	+	0.002452778555	0.002452778555	1	False
PC8	33	summary_wm_k	intensity_summary	-0.04872546398	0.04872546398	-	0.00237417084	0.00237417084	1	False
PC8	34	snr_gm	snr	-0.04698379657	0.04698379657	-	0.00220747714	0.00220747714	1	False
PC8	35	tpm_overlap_wm	template_overlap	-0.04544813181	0.04544813181	-	0.002065532685	0.002065532685	1	False
PC8	36	wm2max	intensity_ratio	-0.04451300786	0.04451300786	-	0.001981407869	0.001981407869	1	False
PC8	37	qi_2	artifact	-0.03690115426	0.03690115426	-	0.001361695186	0.001361695186	1	False
PC8	38	summary_bg_k	intensity_summary	-0.03230249601	0.03230249601	-	0.001043451248	0.001043451248	1	False
PC8	39	summary_csf_k	intensity_summary	-0.03108651739	0.03108651739	-	0.0009663715634	0.0009663715634	1	False
PC8	40	summary_gm_k	intensity_summary	0.02762210837	0.02762210837	+	0.0007629808708	0.0007629808708	1	False
PC8	41	summary_wm_mean	intensity_summary	0.02675847715	0.02675847715	+	0.0007160160994	0.0007160160994	1	False
PC8	42	inu_med	bias_field	0.02559397731	0.02559397731	+	0.0006550516745	0.0006550516746	1	False
PC8	43	summary_wm_p95	intensity_summary	-0.02488406458	0.02488406458	-	0.00061921667	0.00061921667	1	False
PC8	44	efc	entropy	0.02425451401	0.02425451401	+	0.0005882814499	0.0005882814499	1	False
PC8	45	snrd_gm	snr_dietrich	-0.02213117535	0.02213117535	-	0.0004897889224	0.0004897889224	1	False
PC8	46	snrd_wm	snr_dietrich	-0.01867561781	0.01867561781	-	0.0003487787006	0.0003487787006	1	False
PC8	47	snrd_total	snr_dietrich	-0.01770278352	0.01770278352	-	0.0003133885444	0.0003133885444	1	False
PC8	48	summary_gm_mean	intensity_summary	-0.01602666605	0.01602666605	-	0.0002568540247	0.0002568540247	1	False
PC8	49	summary_csf_p95	intensity_summary	-0.0148455569	0.0148455569	-	0.0002203905597	0.0002203905597	1	False
PC8	50	icvs_csf	tissue_fraction	0.01431289576	0.01431289576	+	0.000204858985	0.000204858985	1	False
PC8	51	summary_wm_median	intensity_summary	-0.01423829738	0.01423829738	-	0.0002027291123	0.0002027291123	1	False
PC8	52	cnr	contrast	-0.009150613261	0.009150613261	-	8.373372305e-05	8.373372305e-05	1	False
PC8	53	cjv	contrast	0.008712901631	0.008712901631	+	7.591465483e-05	7.591465483e-05	1	False
PC8	54	summary_gm_p95	intensity_summary	-0.008377215059	0.008377215059	-	7.017773214e-05	7.017773215e-05	1	False
PC8	55	snrd_csf	snr_dietrich	-0.006546413752	0.006546413752	-	4.285553301e-05	4.285553301e-05	1	False
PC8	56	summary_gm_median	intensity_summary	-0.0007418811411	0.0007418811411	-	5.503876275e-07	5.503876275e-07	1	False
PC9	1	summary_csf_k	intensity_summary	0.5200007757	0.5200007757	+	0.2704008067	0.2704008067	1	True
PC9	2	summary_bg_k	intensity_summary	-0.4937201908	0.4937201908	-	0.2437596268	0.2437596268	1	True
PC9	3	tpm_overlap_wm	template_overlap	-0.3727853806	0.3727853806	-	0.13896894	0.13896894	1	True
PC9	4	fber	energy	0.2488698078	0.2488698078	+	0.06193618123	0.06193618124	1	True
PC9	5	tpm_overlap_gm	template_overlap	-0.2351818786	0.2351818786	-	0.05531051602	0.05531051602	1	True
PC9	6	efc	entropy	-0.1830263351	0.1830263351	-	0.03349863934	0.03349863934	1	True
PC9	7	qi_2	artifact	0.1777985375	0.1777985375	+	0.03161231994	0.03161231994	1	True
PC9	8	summary_wm_median	intensity_summary	-0.1393035597	0.1393035597	-	0.01940548175	0.01940548175	1	True
PC9	9	summary_wm_mean	intensity_summary	-0.1106398176	0.1106398176	-	0.01224116924	0.01224116924	1	True
PC9	10	summary_csf_p05	intensity_summary	-0.1062605166	0.1062605166	-	0.01129129739	0.01129129739	1	True
PC9	11	fwhm_x	smoothness	0.1044652203	0.1044652203	+	0.01091298225	0.01091298225	1	False
PC9	12	summary_wm_k	intensity_summary	0.1032168693	0.1032168693	+	0.01065372211	0.01065372211	1	False
PC9	13	summary_wm_p05	intensity_summary	-0.09595876164	0.09595876164	-	0.009208083935	0.009208083936	1	False
PC9	14	summary_csf_stdv	intensity_summary	0.08081307547	0.08081307547	+	0.006530753167	0.006530753167	1	False
PC9	15	snrd_csf	snr_dietrich	0.07952767463	0.07952767463	+	0.006324651032	0.006324651032	1	False
PC9	16	summary_bg_p95	intensity_summary	-0.07248110879	0.07248110879	-	0.005253511131	0.005253511132	1	False
PC9	17	snrd_total	snr_dietrich	0.07121245077	0.07121245077	+	0.005071213145	0.005071213145	1	False
PC9	18	snrd_gm	snr_dietrich	0.07085042314	0.07085042314	+	0.005019782459	0.005019782459	1	False
PC9	19	summary_gm_p05	intensity_summary	-0.07044074899	0.07044074899	-	0.004961899118	0.004961899118	1	False
PC9	20	snrd_wm	snr_dietrich	0.06791756432	0.06791756432	+	0.004612795543	0.004612795543	1	False
PC9	21	fwhm_z	smoothness	0.06392553141	0.06392553141	+	0.004086473566	0.004086473566	1	False
PC9	22	summary_wm_p95	intensity_summary	-0.06276764813	0.06276764813	-	0.003939777652	0.003939777652	1	False
PC9	23	summary_gm_mad	intensity_summary	-0.05924645425	0.05924645425	-	0.003510142341	0.003510142341	1	False
PC9	24	summary_bg_stdv	intensity_summary	0.05819689453	0.05819689453	+	0.003386878533	0.003386878533	1	False
PC9	25	tpm_overlap_csf	template_overlap	-0.05818165794	0.05818165794	-	0.003385105321	0.003385105321	1	False
PC9	26	summary_bg_mad	intensity_summary	-0.05456243532	0.05456243532	-	0.002977059348	0.002977059348	1	False
PC9	27	summary_bg_median	intensity_summary	-0.05456243532	0.05456243532	-	0.002977059348	0.002977059348	1	False
PC9	28	fwhm_avg	smoothness	0.05434195347	0.05434195347	+	0.002953047907	0.002953047907	1	False
PC9	29	icvs_csf	tissue_fraction	-0.05291749341	0.05291749341	-	0.002800261109	0.002800261109	1	False
PC9	30	snr_csf	snr	-0.05272147341	0.05272147341	-	0.002779553759	0.002779553759	1	False
PC9	31	summary_gm_median	intensity_summary	-0.04778913655	0.04778913655	-	0.002283801572	0.002283801572	1	False
PC9	32	summary_csf_p95	intensity_summary	0.04527997602	0.04527997602	+	0.002050276228	0.002050276228	1	False
PC9	33	summary_gm_mean	intensity_summary	-0.04434267067	0.04434267067	-	0.001966272442	0.001966272442	1	False
PC9	34	summary_gm_k	intensity_summary	0.04171851391	0.04171851391	+	0.001740434403	0.001740434403	1	False
PC9	35	summary_csf_mad	intensity_summary	-0.03708230659	0.03708230659	-	0.001375097462	0.001375097462	1	False
PC9	36	summary_csf_median	intensity_summary	0.03660809202	0.03660809202	+	0.001340152401	0.001340152401	1	False
PC9	37	icvs_gm	tissue_fraction	0.03598329751	0.03598329751	+	0.0012947977	0.0012947977	1	False
PC9	38	summary_wm_mad	intensity_summary	-0.03594592855	0.03594592855	-	0.001292109779	0.001292109779	1	False
