pc	rank_abs_loading	iqm	iqm_family	loading	abs_loading	sign	loading_squared	contribution	sum_loading_squared	in_top10
PC9	39	inu_range	bias_field	0.03506775465	0.03506775465	+	0.001229747416	0.001229747416	1	False
PC9	40	summary_gm_p95	intensity_summary	-0.03317408898	0.03317408898	-	0.00110052018	0.00110052018	1	False
PC9	41	summary_csf_mean	intensity_summary	0.02798821446	0.02798821446	+	0.0007833401487	0.0007833401487	1	False
PC9	42	cnr	contrast	-0.02568466466	0.02568466466	-	0.0006597019987	0.0006597019987	1	False
PC9	43	cjv	contrast	0.0248799842	0.0248799842	+	0.0006190136138	0.0006190136138	1	False
PC9	44	inu_med	bias_field	-0.02456317248	0.02456317248	-	0.0006033494423	0.0006033494423	1	False
PC9	45	snr_gm	snr	-0.01738347703	0.01738347703	-	0.0003021852737	0.0003021852737	1	False
PC9	46	rpve_gm	partial_volume	-0.01708362658	0.01708362658	-	0.0002918502971	0.0002918502971	1	False
PC9	47	rpve_wm	partial_volume	-0.01654261332	0.01654261332	-	0.0002736580555	0.0002736580555	1	False
PC9	48	rpve_csf	partial_volume	-0.01613985607	0.01613985607	-	0.000260494954	0.000260494954	1	False
PC9	49	snr_wm	snr	0.01371997492	0.01371997492	+	0.0001882377118	0.0001882377118	1	False
PC9	50	summary_bg_mean	intensity_summary	-0.01336422413	0.01336422413	-	0.0001786024866	0.0001786024866	1	False
PC9	51	fwhm_y	smoothness	-0.01270047321	0.01270047321	-	0.0001613020198	0.0001613020198	1	False
PC9	52	icvs_wm	tissue_fraction	0.009597508319	0.009597508319	+	9.211216593e-05	9.211216594e-05	1	False
PC9	53	wm2max	intensity_ratio	0.007295435243	0.007295435243	+	5.322337538e-05	5.322337539e-05	1	False
PC9	54	summary_wm_stdv	intensity_summary	-0.006713026288	0.006713026288	-	4.506472194e-05	4.506472194e-05	1	False
PC9	55	summary_gm_stdv	intensity_summary	0.006676899288	0.006676899288	+	4.45809841e-05	4.45809841e-05	1	False
PC9	56	snr_total	snr	-0.0005847608834	0.0005847608834	-	3.419452908e-07	3.419452908e-07	1	False
PC10	1	summary_bg_k	intensity_summary	0.4570359158	0.4570359158	+	0.2088818283	0.2088818283	0.9999999999	True
PC10	2	tpm_overlap_wm	template_overlap	-0.3316471528	0.3316471528	-	0.109989834	0.109989834	0.9999999999	True
PC10	3	tpm_overlap_gm	template_overlap	-0.3127854524	0.3127854524	-	0.09783473923	0.09783473924	0.9999999999	True
PC10	4	qi_2	artifact	-0.2714800598	0.2714800598	-	0.07370142287	0.07370142288	0.9999999999	True
PC10	5	icvs_csf	tissue_fraction	-0.2510270638	0.2510270638	-	0.06301458676	0.06301458677	0.9999999999	True
PC10	6	summary_wm_median	intensity_summary	-0.2067166212	0.2067166212	-	0.04273176148	0.04273176148	0.9999999999	True
PC10	7	summary_bg_p95	intensity_summary	0.1860524039	0.1860524039	+	0.034615497	0.034615497	0.9999999999	True
PC10	8	summary_bg_median	intensity_summary	0.1750191024	0.1750191024	+	0.0306316862	0.03063168621	0.9999999999	True
PC10	9	summary_bg_mad	intensity_summary	0.1750191024	0.1750191024	+	0.0306316862	0.03063168621	0.9999999999	True
PC10	10	summary_gm_mad	intensity_summary	-0.1496177779	0.1496177779	-	0.02238547946	0.02238547947	0.9999999999	True
PC10	11	icvs_wm	tissue_fraction	0.1495358022	0.1495358022	+	0.02236095614	0.02236095614	0.9999999999	False
PC10	12	summary_bg_stdv	intensity_summary	-0.1441121453	0.1441121453	-	0.02076831042	0.02076831042	0.9999999999	False
PC10	13	snrd_wm	snr_dietrich	-0.1393020764	0.1393020764	-	0.01940506849	0.01940506849	0.9999999999	False
PC10	14	summary_wm_mean	intensity_summary	-0.1375741448	0.1375741448	-	0.01892664532	0.01892664532	0.9999999999	False
PC10	15	efc	entropy	-0.1372611676	0.1372611676	-	0.01884062813	0.01884062813	0.9999999999	False
PC10	16	snr_csf	snr	-0.1332685252	0.1332685252	-	0.01776049981	0.01776049981	0.9999999999	False
PC10	17	snrd_total	snr_dietrich	-0.13149721	0.13149721	-	0.01729151624	0.01729151624	0.9999999999	False
PC10	18	snrd_gm	snr_dietrich	-0.1291193001	0.1291193001	-	0.01667179366	0.01667179366	0.9999999999	False
PC10	19	snr_wm	snr	0.1268643828	0.1268643828	+	0.01609457162	0.01609457162	0.9999999999	False
PC10	20	summary_wm_stdv	intensity_summary	-0.1199357509	0.1199357509	-	0.01438458434	0.01438458435	0.9999999999	False
PC10	21	summary_csf_p05	intensity_summary	-0.1167418957	0.1167418957	-	0.01362867021	0.01362867021	0.9999999999	False
PC10	22	snrd_csf	snr_dietrich	-0.1148721121	0.1148721121	-	0.01319560214	0.01319560214	0.9999999999	False
PC10	23	fber	energy	0.1100284938	0.1100284938	+	0.01210626945	0.01210626945	0.9999999999	False
PC10	24	summary_wm_p95	intensity_summary	-0.09593280414	0.09593280414	-	0.00920310291	0.009203102911	0.9999999999	False
PC10	25	snr_total	snr	0.09208250106	0.09208250106	+	0.008479187001	0.008479187002	0.9999999999	False
PC10	26	summary_gm_k	intensity_summary	0.06922580951	0.06922580951	+	0.004792212702	0.004792212703	0.9999999999	False
PC10	27	summary_csf_stdv	intensity_summary	0.06366102322	0.06366102322	+	0.004052725877	0.004052725878	0.9999999999	False
PC10	28	rpve_wm	partial_volume	-0.06231178017	0.06231178017	-	0.003882757948	0.003882757948	0.9999999999	False
PC10	29	rpve_gm	partial_volume	-0.06226125542	0.06226125542	-	0.003876463926	0.003876463927	0.9999999999	False
PC10	30	rpve_csf	partial_volume	-0.06152419982	0.06152419982	-	0.003785227163	0.003785227164	0.9999999999	False
PC10	31	summary_wm_mad	intensity_summary	-0.05643402654	0.05643402654	-	0.003184799352	0.003184799352	0.9999999999	False
PC10	32	cjv	contrast	0.04671735054	0.04671735054	+	0.002182510841	0.002182510842	0.9999999999	False
PC10	33	summary_gm_p95	intensity_summary	-0.04596683052	0.04596683052	-	0.002112949508	0.002112949508	0.9999999999	False
PC10	34	tpm_overlap_csf	template_overlap	0.04305710182	0.04305710182	+	0.001853914017	0.001853914017	0.9999999999	False
PC10	35	snr_gm	snr	0.04253056059	0.04253056059	+	0.001808848584	0.001808848584	0.9999999999	False
PC10	36	fwhm_y	smoothness	-0.04147219959	0.04147219959	-	0.001719943339	0.001719943339	0.9999999999	False
PC10	37	summary_gm_median	intensity_summary	-0.03871044744	0.03871044744	-	0.001498498741	0.001498498741	0.9999999999	False
PC10	38	wm2max	intensity_ratio	-0.03670438162	0.03670438162	-	0.00134721163	0.00134721163	0.9999999999	False
PC10	39	summary_csf_k	intensity_summary	-0.03589438023	0.03589438023	-	0.001288406532	0.001288406532	0.9999999999	False
PC10	40	summary_gm_p05	intensity_summary	-0.03537902939	0.03537902939	-	0.001251675721	0.001251675721	0.9999999999	False
PC10	41	summary_gm_mean	intensity_summary	-0.03389280213	0.03389280213	-	0.001148722036	0.001148722036	0.9999999999	False
PC10	42	inu_range	bias_field	0.03353477176	0.03353477176	+	0.001124580917	0.001124580917	0.9999999999	False
PC10	43	fwhm_z	smoothness	0.03344863175	0.03344863175	+	0.001118810966	0.001118810966	0.9999999999	False
PC10	44	summary_csf_median	intensity_summary	-0.03183324952	0.03183324952	-	0.001013355775	0.001013355775	0.9999999999	False
PC10	45	summary_wm_p05	intensity_summary	-0.02677852386	0.02677852386	-	0.0007170893401	0.0007170893402	0.9999999999	False
PC10	46	inu_med	bias_field	0.02496271574	0.02496271574	+	0.0006231371771	0.0006231371772	0.9999999999	False
PC10	47	cnr	contrast	0.02057133811	0.02057133811	+	0.0004231799516	0.0004231799517	0.9999999999	False
PC10	48	summary_csf_mean	intensity_summary	-0.01995201969	0.01995201969	-	0.0003980830897	0.0003980830897	0.9999999999	False
PC10	49	summary_bg_mean	intensity_summary	0.01720688001	0.01720688001	+	0.0002960767197	0.0002960767197	0.9999999999	False
PC10	50	icvs_gm	tissue_fraction	0.01670698657	0.01670698657	+	0.0002791234003	0.0002791234003	0.9999999999	False
PC10	51	summary_wm_k	intensity_summary	0.01565600228	0.01565600228	+	0.0002451104074	0.0002451104074	0.9999999999	False
PC10	52	fwhm_x	smoothness	0.01554290646	0.01554290646	+	0.0002415819412	0.0002415819412	0.9999999999	False
PC10	53	summary_gm_stdv	intensity_summary	-0.01303121045	0.01303121045	-	0.0001698124458	0.0001698124458	0.9999999999	False
PC10	54	fwhm_avg	smoothness	0.003880048624	0.003880048624	+	1.505477732e-05	1.505477733e-05	0.9999999999	False
PC10	55	summary_csf_mad	intensity_summary	0.003015504038	0.003015504038	+	9.093264603e-06	9.093264604e-06	0.9999999999	False
PC10	56	summary_csf_p95	intensity_summary	0.001764775413	0.001764775413	+	3.114432258e-06	3.114432259e-06	0.9999999999	False
