iqm	family_group	model	n_obs	n_subjects	r2	r2_adj	term	beta	se	p	ci_low	ci_high	vif	anatomy_sensitive_by_construction	selected_anatomy	fdr_q
snr_gm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.35593988846517854	0.32502500311150706	"C(software_platform, Treatment(""E11""))[T.XA30]"	-0.34973731410894965	0.2144936917551921	0.10550781859608889	-0.7742469507757801	0.07477232255788085	1.1043504240334137	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.4081874486149964
snr_gm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.35593988846517854	0.32502500311150706	C(sex)[T.M]	-0.23723619687399655	0.0968379716873961	0.015677302279662755	-0.42889056134587966	-0.04558183240211344	1.2862671374116312	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.04877382931450635
snr_gm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.35593988846517854	0.32502500311150706	age	-0.009507875624460182	0.004952502955543824	0.05716023298159906	-0.019309493625649824	0.00029374237672945974	1.2314702819886814	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.1710772996247979
snr_gm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.35593988846517854	0.32502500311150706	icv_etiv	-3.7164806109593985e-07	4.1665184076573125e-07	0.37411371888124845	-1.1962537643811287e-06	4.529576421892491e-07	2.7808277107323653	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.6137447076295072
snr_gm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.35593988846517854	0.32502500311150706	total_wm	6.727331890419846e-07	1.1671961060521968e-06	0.5654036017868159	-1.6372927648432702e-06	2.982759142927239e-06	2.7625549912036185	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.6332520340012338
snr_gm	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.35593988846517854	0.32502500311150706	mean_cortical_thickness	3.1777670925180854	0.5548525328893358	7.186735908846839e-08	2.079645067515357	4.275889117520814	1.1686380010010804	TRUE	icv_etiv+total_wm+mean_cortical_thickness	1.0061430272385576e-06
snr_total	signal / SNR	A_acquisition_age_sex	132	83	0.026510187051622447	0.0036940195606448567	"C(software_platform, Treatment(""E11""))[T.XA30]"	-0.1890779755640513	0.25853442847541147	0.4659049329269257	-0.7006325128622811	0.3224765617341786	1.054672241057326	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.7973352210726662
snr_total	signal / SNR	A_acquisition_age_sex	132	83	0.026510187051622447	0.0036940195606448567	C(sex)[T.M]	-0.033672168292100055	0.10709720758923243	0.7537234271345042	-0.24558229104564594	0.1782379544614458	1.0341868013958861	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.8613982024394334
snr_total	signal / SNR	A_acquisition_age_sex	132	83	0.026510187051622447	0.0036940195606448567	age	-0.008206589336074292	0.005717485806365601	0.15362668259076778	-0.019519611835368704	0.00310643316322012	1.0789157431589922	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.3186331194475184
snr_total	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.13126244094930373	0.08956303811487032	"C(software_platform, Treatment(""E11""))[T.XA30]"	-0.27452033765808126	0.2528958196444509	0.2797859160370709	-0.7750325514827914	0.22599187616662886	1.1043504240334137	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.5853698343092762
snr_total	signal / SNR	B_acquisition_age_sex_anatomy	132	83	0.13126244094930373	0.08956303811487032	C(sex)[T.M]	-0.16893266488360598	0.11417547071986259	0.14149905305057742	-0.3949000916873361	0.057034761920124105	1.2862671374116312	TRUE	icv_etiv+total_wm+mean_cortical_thickness	0.2140214694189088
