IQM	IQM_family	model	predictor	term	coefficient	SE	statistic	p_value	q_value	CI_low	CI_high	std_coefficient	n_observations	n_subjects	converged	status	exclusion_reason	fdr_family	exploratory	acquisition_variable
summary_gm_mad	intensity	B_acquisition_SAR	SAR	sar	175.3520389	87.95348261	1.993690684	0.04618586813	0.08082526922	2.966380651	347.7376971	0.1715632567	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_gm_mean	intensity	B_acquisition_SAR	SAR	sar	216.885425	153.3971113	1.413882069	0.1573965316	0.2184449151	-83.76738839	517.5382385	0.08361917479	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_gm_median	intensity	B_acquisition_SAR	SAR	sar	271.9018064	155.8444032	1.744700488	0.0810370183	0.1226506223	-33.54761114	577.351224	0.1088394932	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_gm_p05	intensity	B_acquisition_SAR	SAR	sar	-713.1740931	334.4610244	-2.132308523	0.03298149184	0.06368839804	-1368.705655	-57.64253095	-0.1152670473	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_gm_p95	intensity	B_acquisition_SAR	SAR	sar	838.9204907	300.3904587	2.792766769	0.005225935675	0.01829077486	250.1660103	1427.674971	0.1778599023	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_gm_stdv	intensity	B_acquisition_SAR	SAR	sar	510.9324863	181.1353947	2.820721412	0.004791579452	0.01788856329	155.9136364	865.9513362	0.1894820173	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_wm_k	intensity	B_acquisition_SAR	SAR	sar	8.023051389	2.415844088	3.321013731	0.0008969112467	0.005022702982	3.288083984	12.75801879	0.2841384032	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_wm_mad	intensity	B_acquisition_SAR	SAR	sar	248.2996275	111.003637	2.23686029	0.02529547265	0.05902276953	30.73649692	465.8627581	0.1523794656	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_wm_mean	intensity	B_acquisition_SAR	SAR	sar	-189.8721422	161.0887611	-1.178680256	0.2385255204	0.3106378871	-505.6003123	125.8560279	-0.06219451894	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_wm_median	intensity	B_acquisition_SAR	SAR	sar	-347.9578857	166.5711996	-2.088943866	0.03671277649	0.06853051612	-674.4314378	-21.4843336	-0.1313479525	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_wm_p05	intensity	B_acquisition_SAR	SAR	sar	-297.9132901	238.2967881	-1.250177531	0.2112347029	0.2816462706	-764.9664123	169.1398322	-0.04843358678	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_wm_p95	intensity	B_acquisition_SAR	SAR	sar	470.0260152	165.3968125	2.841808182	0.004485847248	0.01788856329	145.8542195	794.1978109	0.2670432224	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
summary_wm_stdv	intensity	B_acquisition_SAR	SAR	sar	182.1985035	109.3641922	1.665979511	0.09571749545	0.1410573617	-32.1513745	396.5483814	0.09262813874	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
tpm_overlap_csf	morphology / tissue	B_acquisition_SAR	SAR	sar	0.4868939977	0.1894793449	2.569641551	0.01018037914	0.03353536659	0.1155213059	0.8582666895	0.1561796797	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
tpm_overlap_gm	morphology / tissue	B_acquisition_SAR	SAR	sar	0.2278932557	0.1287037723	1.770680468	0.07661385236	0.1191771037	-0.02436150267	0.4801480141	0.1269845142	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
tpm_overlap_wm	morphology / tissue	B_acquisition_SAR	SAR	sar	0.008845448776	0.1256845775	0.07037815581	0.9438926773	0.9728581818	-0.2374917965	0.255182694	0.003802626331	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
wm2max	intensity	B_acquisition_SAR	SAR	sar	-3.824881615	1.050233543	-3.641934349	0.0002705970905	0.001894179634	-5.883301535	-1.766461695	-0.2617991168	127	79	True	ok	excluded 6/133 rows with missing ['sar']; no other rows were removed	model_B_SAR	False	SAR
cjv	contrast	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.001177060413	0.0003223808113	3.651149113	0.0002610696019	0.001044278408	0.0005452056338	0.001808915193	0.3420972474	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
cnr	contrast	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.004153566755	0.0008776275146	-4.732721668	2.215291654e-06	1.378403696e-05	-0.005873685075	-0.002433448434	-0.3931817984	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
efc	entropy / information	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.001288171347	0.0001033776205	12.4608338	1.220874271e-35	6.836895917e-34	0.001085554934	0.00149078776	0.6881102011	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
fber	entropy / information	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-140.9291681	21.91072029	-6.431973313	1.2595786e-10	1.763410039e-09	-183.8733908	-97.9849455	-0.5629628056	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
fwhm_avg	smoothness / sharpness	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.000796581978	0.0008591305792	0.9271954663	0.3538250563	0.404371493	-0.0008872830152	0.002480446971	0.09198218312	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
fwhm_x	smoothness / sharpness	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.0006389386016	0.0008306194945	0.769231406	0.4417559495	0.4850653563	-0.0009890456925	0.002266922896	0.07531492394	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
fwhm_y	smoothness / sharpness	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.001390905246	0.001006318484	1.382172014	0.166918891	0.232096011	-0.00058144274	0.003363253231	0.1410313571	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
fwhm_z	smoothness / sharpness	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.0004495813178	0.0008566305563	0.5248252172	0.5997046997	0.6458358304	-0.001229383721	0.002128546356	0.05027469534	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
icvs_csf	morphology / tissue	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-5.542048659e-05	2.911527878e-05	-1.903484662	0.05697733321	0.1029267955	-0.0001124853844	1.644411224e-06	-0.1814449227	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
icvs_gm	morphology / tissue	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-8.257659138e-05	2.509457249e-05	-3.290615587	0.0009996842188	0.003110128681	-0.0001317610497	-3.33921331e-05	-0.2576224072	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
icvs_wm	morphology / tissue	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.000130982389	2.860274417e-05	4.579364422	4.663909867e-06	2.611789525e-05	7.492204059e-05	0.0001870427374	0.392866067	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
inu_med	homogeneity / bias field	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.001645523761	0.0002515091621	6.542599671	6.045851493e-11	1.128558945e-09	0.001152574862	0.002138472661	0.5697597045	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
inu_range	homogeneity / bias field	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.001583477775	0.0002036290217	7.776287302	7.468398792e-15	2.091151662e-13	0.001184372227	0.001982583324	0.6152196477	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
qi_2	artifact	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	6.402679743e-06	2.677359903e-06	2.391415415	0.01678355076	0.03696648219	1.155150761e-06	1.165020873e-05	0.2348984344	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
rpve_csf	morphology / tissue	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.001533059313	0.0008139880816	1.883392825	0.05964715198	0.104382516	-6.232801116e-05	0.003128446636	0.05126361318	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
rpve_gm	morphology / tissue	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.0011246856	0.0008565610589	1.313024434	0.1891747149	0.235417423	-0.0005541432265	0.002803514426	0.03749690561	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
rpve_wm	morphology / tissue	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.001232586401	0.0008661815637	1.423011586	0.1547327966	0.232096011	-0.0004650982681	0.00293027107	0.0412979047	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
snr_csf	signal / SNR	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.0002411123608	0.0006002013636	0.4017191153	0.687890755	0.7268279676	-0.0009352606953	0.001417485417	0.03381562293	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
snr_gm	signal / SNR	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.006019001236	0.00246214245	-2.444619415	0.01450050684	0.03530558188	-0.01084471176	-0.001193290708	-0.2112510637	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
snr_total	signal / SNR	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.005248668951	0.002495970782	-2.102856728	0.0354782954	0.07095659079	-0.01014068179	-0.0003566561129	-0.1806076017	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
snr_wm	signal / SNR	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.01078578588	0.00531407127	-2.029665268	0.04239057567	0.07912907458	-0.02120117418	-0.0003703975852	-0.1636052108	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
snrd_csf	signal / SNR	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.1022444987	0.07667262845	-1.333520199	0.1823611515	0.232096011	-0.2525200891	0.04803109164	-0.1300691612	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
snrd_gm	signal / SNR	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.194438221	0.1454661963	-1.336655704	0.1813350473	0.232096011	-0.4795467267	0.09067028472	-0.1288325069	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
snrd_total	signal / SNR	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.1882515257	0.1385979194	-1.358256506	0.1743823062	0.232096011	-0.4598984561	0.08339540462	-0.1311338624	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
snrd_wm	signal / SNR	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.2672493001	0.1944266637	-1.374550666	0.1692707922	0.232096011	-0.6483185587	0.1138199584	-0.1323889754	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_bg_k	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-19.44832759	7.811166602	-2.48981088	0.01278110853	0.03408295608	-34.75793281	-4.138722374	-0.2614902007	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_bg_mad	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.04869700558	0.01234383876	3.945045502	7.978482694e-05	0.0003723291924	0.02450352617	0.07289048498	0.3829788248	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_bg_mean	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.1370717684	0.02209631701	6.203376259	5.526449669e-10	5.158019691e-09	0.09376378284	0.1803797539	0.5554080749	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_bg_median	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.03284568028	0.008325805181	3.945045502	7.978482694e-05	0.0003723291924	0.01652740198	0.04916395857	0.3829788248	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_bg_p95	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.3388266138	0.07023554953	4.824146974	1.406037118e-06	9.842259823e-06	0.2011674662	0.4764857613	0.4537421783	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_bg_stdv	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.5185211062	0.0965510809	5.370432949	7.854783482e-08	6.283826786e-07	0.3292844649	0.7077577474	0.4541882465	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_csf_k	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.0005853036387	0.0006475374018	0.9038916318	0.3660528669	0.4099792109	-0.0006838463474	0.001854453625	0.08119437954	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_csf_mad	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.01507731853	0.04553749649	-0.3310967815	0.7405713827	0.7679999524	-0.1043291716	0.07417453455	-0.02650511759	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_csf_mean	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.1829728128	0.1162099534	1.574502075	0.1153714222	0.1845942755	-0.04479451053	0.4107401361	0.1219010327	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_csf_median	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.1838233553	0.1347838803	1.363837834	0.1726186098	0.232096011	-0.08034819568	0.4479949063	0.1043371822	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_csf_p05	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.02079272515	0.09267037205	0.2243729543	0.8224671136	0.8224671136	-0.1608378665	0.2024233168	0.01712484931	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_csf_p95	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.2792261661	0.1170252526	2.38603344	0.01703120234	0.03696648219	0.04986088569	0.5085914466	0.1895420563	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_csf_stdv	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.1011928424	0.0409295168	2.472368362	0.01342211352	0.03416537987	0.02097246356	0.1814132212	0.1697786057	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_gm_k	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.00248203867	0.001393227983	1.781502166	0.07483045132	0.1232501551	-0.0002486379992	0.005212715339	0.1752979408	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_gm_mad	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.03320180087	0.02239019661	1.482872234	0.1381083597	0.2148352262	-0.01068217809	0.07708577982	0.14895129	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_gm_mean	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.1153116301	0.04953399004	2.327929367	0.01991585456	0.0413069576	0.0182267936	0.2123964666	0.2038533194	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_gm_median	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.1209575045	0.0480292679	2.518412414	0.01178851987	0.03300785564	0.02682186922	0.2150931398	0.2220119763	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_gm_p05	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.2376074116	0.1152841548	-2.061058711	0.03929743928	0.07588471033	-0.463560203	-0.01165462007	-0.1760916486	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_gm_p95	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.3024082482	0.08592741211	3.519345466	0.0004326129804	0.00161508846	0.1339936152	0.4708228813	0.2939815304	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_gm_stdv	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.1767470283	0.05210868714	3.391891794	0.0006941184629	0.00242941462	0.07461587823	0.2788781784	0.3005562545	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_wm_k	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.002370456522	0.000613923785	3.861157655	0.0001128510531	0.0004861276136	0.001167188014	0.00357372503	0.384938653	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_wm_mad	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.08188914121	0.0343610466	2.383196943	0.01716300959	0.03696648219	0.01454272741	0.149235555	0.2304336301	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_wm_mean	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.06782844743	0.05651117557	-1.200266084	0.2300360172	0.280043847	-0.1785883163	0.04293142142	-0.1018760049	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_wm_median	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.1368377163	0.05313268001	-2.575396465	0.01001252445	0.02951059837	-0.2409758555	-0.03269957705	-0.2368490288	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_wm_p05	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.10170171	0.09349503019	-1.087776642	0.2766937234	0.322809344	-0.2849486019	0.0815451819	-0.07581483189	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_wm_p95	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.1253809029	0.03775325573	3.321061997	0.0008967561485	0.002954020254	0.05138588136	0.1993759244	0.3266331232	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
summary_wm_stdv	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	0.06804635794	0.03810403905	1.785804331	0.07413094532	0.1232501551	-0.006636186257	0.1427289021	0.1586252005	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
tpm_overlap_csf	morphology / tissue	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	8.073199682e-05	5.893885526e-05	1.36975848	0.1707623067	0.232096011	-3.478603678e-05	0.0001962500304	0.1187421664	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
tpm_overlap_gm	morphology / tissue	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	1.01867806e-05	3.735732044e-05	0.2726849913	0.7850953728	0.7993698342	-6.303222202e-05	8.340578321e-05	0.02602707767	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
tpm_overlap_wm	morphology / tissue	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-4.747037455e-05	4.238273696e-05	-1.120040327	0.2626965777	0.3130001776	-0.0001305390126	3.559826345e-05	-0.09357408828	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
wm2max	intensity	B_acquisition_TxRefAmp	TxRefAmp	tx_ref_amp	-0.001646145068	0.0002619039993	-6.285299471	3.272222931e-10	3.664889683e-09	-0.002159467474	-0.001132822662	-0.5166393142	127	79	True	ok	excluded 6/133 rows with missing ['tx_ref_amp']; no other rows were removed	model_B_TxRefAmp	False	TxRefAmp
cjv	contrast	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	-0.01181838089	0.02449972508	-0.4823883064	0.6295301265	0.9977952046	-0.05983695967	0.0362001979	-0.1647873862	133	83	True	ok		model_B_software_platform	True	software_platform
cnr	contrast	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	-0.009039185611	0.06257149524	-0.1444617166	0.885135885	0.9977952046	-0.1316770627	0.1135986915	-0.04125923749	133	83	True	ok		model_B_software_platform	True	software_platform
efc	entropy / information	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	0.001809428992	0.01093204144	0.1655161118	0.8685377694	0.9977952046	-0.0196169785	0.02323583649	0.04666986395	133	83	True	ok		model_B_software_platform	True	software_platform
fber	entropy / information	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	18.86913005	2006.773118	0.00940272215	0.9924978237	0.9977952046	-3914.333906	3952.072167	0.003646869836	133	83	True	ok		model_B_software_platform	True	software_platform
fwhm_avg	smoothness / sharpness	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	0.2291735293	0.0585124913	3.916659917	8.978426553e-05	0.002513959435	0.1144911537	0.3438559049	1.21935849	133	83	True	ok		model_B_software_platform	True	software_platform
fwhm_x	smoothness / sharpness	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	0.1824898737	0.05602057889	3.25755066	0.001123781975	0.01573294764	0.0726915567	0.2922881907	1.008987208	133	83	True	ok		model_B_software_platform	True	software_platform
fwhm_y	smoothness / sharpness	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	0.2548193059	0.0714799256	3.564907263	0.0003639848632	0.006794384112	0.1147212261	0.3949173857	1.193082128	133	83	True	ok		model_B_software_platform	True	software_platform
fwhm_z	smoothness / sharpness	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	0.247018238	0.05567225442	4.437007996	9.12179066e-06	0.0005108202769	0.1379026244	0.3561338516	1.259188262	133	83	True	ok		model_B_software_platform	True	software_platform
icvs_csf	morphology / tissue	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	-0.0001406859791	0.002015321866	-0.06980819366	0.9443463255	0.9977952046	-0.004090644253	0.003809272295	-0.02207170241	133	83	True	ok		model_B_software_platform	True	software_platform
icvs_gm	morphology / tissue	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	8.340961705e-05	0.001689695721	0.04936369076	0.9606294634	0.9977952046	-0.003228333141	0.003395152375	0.0123835897	133	83	True	ok		model_B_software_platform	True	software_platform
icvs_wm	morphology / tissue	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	-0.0001756869567	0.002175154286	-0.08076988276	0.9356249599	0.9977952046	-0.004438911019	0.004087537105	-0.02549045529	133	83	True	ok		model_B_software_platform	True	software_platform
inu_med	homogeneity / bias field	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	-0.002868534797	0.02434996064	-0.1178044942	0.9062225685	0.9977952046	-0.05059358068	0.04485651109	-0.04740403253	133	83	True	ok		model_B_software_platform	True	software_platform
inu_range	homogeneity / bias field	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	0.01186217963	0.02181803506	0.5436868899	0.5866569556	0.9977952046	-0.03090038331	0.05462474256	0.2215115617	133	83	True	ok		model_B_software_platform	True	software_platform
qi_2	artifact	B_acquisition_software_platform	software_platform[T.XA30]	"C(software_platform, Treatment(""E11""))[T.XA30]"	0.000443510564	0.0002159426577	2.053834887	0.03999167512	0.3440260016	2.027073213e-05	0.0008667503958	0.7642154346	133	83	True	ok		model_B_software_platform	True	software_platform
