IQM	IQM_family	model	predictor	term	coefficient	SE	statistic	p_value	q_value	CI_low	CI_high	std_coefficient	n_observations	n_subjects	converged	status	exclusion_reason	fdr_family	exploratory	acquisition_variable
rpve_wm	morphology / tissue	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	0.07039429072	0.2261502051	0.3112722834	0.7555936361	0.9747701562	-0.3728519664	0.5136405478	0.1133460118	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
snr_csf	signal / SNR	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	0.01789856464	0.0561206045	0.3189303608	0.749779321	0.9747701562	-0.09209579898	0.1278929283	0.1202095652	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
snr_gm	signal / SNR	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-0.3626354727	0.2360190971	-1.536466655	0.1244239698	0.4128267651	-0.8252244027	0.09995345727	-0.6065813672	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
snr_total	signal / SNR	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-0.4808201559	0.2517248225	-1.910102274	0.05612004628	0.2739654625	-0.9741917419	0.01255143023	-0.7949931628	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
snr_wm	signal / SNR	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-1.086339956	0.5746668862	-1.890382031	0.05870688481	0.2739654625	-2.212666356	0.03998644436	-0.7940905434	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
snrd_csf	signal / SNR	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-0.2854266531	6.77891289	-0.04210507757	0.9664149324	0.9747701562	-13.57185177	13.00099846	-0.01737536756	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
snrd_gm	signal / SNR	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-0.4066044135	12.85657226	-0.03162619127	0.9747701562	0.9747701562	-25.60502302	24.79181419	-0.01286607094	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
snrd_total	signal / SNR	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-0.6160561862	12.25168769	-0.05028337333	0.9598965732	0.9747701562	-24.62892282	23.39681044	-0.02049952553	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
snrd_wm	signal / SNR	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-1.152626363	17.19057283	-0.06704991011	0.94654197	0.9747701562	-34.84552997	32.54027725	-0.02726457458	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_bg_k	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-49.42440387	676.5086684	-0.07305804962	0.941759924	0.9747701562	-1375.357029	1276.508221	-0.0319110048	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_bg_mad	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-0.3777199198	1.077855028	-0.3504366636	0.7260110151	0.9747701562	-2.490276954	1.734837115	-0.1445416971	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_bg_mean	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-0.4354220803	2.046961126	-0.2127163407	0.8315482204	0.9747701562	-4.447392165	3.576548004	-0.0854740879	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_bg_median	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-0.2547685956	0.7270032562	-0.3504366636	0.7260110151	0.9747701562	-1.679668794	1.170131603	-0.1445416971	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_bg_p95	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	0.2032299346	6.275730655	0.03238346987	0.9741662447	0.9747701562	-12.09697613	12.503436	0.01321590782	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_bg_stdv	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-6.019963949	9.351564527	-0.6437386955	0.519744893	0.8618639936	-24.34869362	12.30876572	-0.2535523988	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_csf_k	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	0.1264944794	0.06182291236	2.046077653	0.04074873129	0.2739654625	0.005323797755	0.247665161	0.8432283881	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_csf_mad	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-5.147899609	4.877458732	-1.055447087	0.2912208974	0.6795154272	-14.70754306	4.411743842	-0.4250624248	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_csf_mean	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-2.666990722	12.01965989	-0.221885706	0.8244028581	0.9747701562	-26.22509122	20.89110977	-0.08467273517	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_csf_median	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-6.45424276	14.07158358	-0.4586720979	0.6464696537	0.9747701562	-34.03403977	21.12555425	-0.1750189901	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_csf_p05	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	8.071795396	9.472171736	0.8521588946	0.3941259077	0.7975700928	-10.49332006	26.63691085	0.3145383907	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_csf_p95	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-3.249986459	12.57993867	-0.258346765	0.7961392976	0.9747701562	-27.90621318	21.40624026	-0.1022025863	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_csf_stdv	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-5.407491392	5.083771676	-1.063677076	0.2874750126	0.6795154272	-15.37150078	4.556517998	-0.4173555777	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_gm_k	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	0.228037853	0.1160442062	1.965094686	0.04940327957	0.2739654625	0.0005953881623	0.4554803178	0.7712555204	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_gm_mad	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-2.860927629	1.866458087	-1.532811076	0.1253224108	0.4128267651	-6.519118258	0.7972630007	-0.6190263893	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_gm_mean	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-3.461923486	4.908794481	-0.7052492214	0.4806551548	0.8614148555	-13.08298388	6.159136905	-0.2914456037	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_gm_median	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-3.142128549	4.575326036	-0.686755113	0.4922370603	0.8614148555	-12.1096028	5.825345699	-0.2758474833	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_gm_p05	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	-14.79610445	12.15713494	-1.217071663	0.2235769509	0.5962052024	-38.6236511	9.031442196	-0.5154702053	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_gm_p95	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	9.648047926	7.796321699	1.237512804	0.2158967638	0.5962052024	-5.632461815	24.92855767	0.453434563	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
summary_gm_stdv	intensity	C_full_software_platform	Data_ON	"C(cohort, Treatment(""Control""))[T.Data_ON]"	5.633986702	4.79413683	1.175182708	0.2399216269	0.6107095956	-3.762348822	15.03032223	0.4568900857	133	83	True	ok		model_C_software_platform_Data_ON	False	software_platform
