subject	session	n_t1w	run	acq	ProtocolName	SeriesDescription	ImageType	NORM_status	SeriesInstanceUID	AcquisitionNumber	SeriesNumber	RepetitionTime	EchoTime	FlipAngle	SliceThickness	voxel_size	size_x	size_y	size_z	SAR	ShimSetting	series_time	n_dicom_files	dicom_match	n_acquisition_clusters	session_pattern	has_norm_non_norm_pair	consecutive_series	same_acquisition_parameters	same_SeriesInstanceUID	series_time_delta_s	json_differing_keys	bids_name
sub-068	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023101415403476870147731.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0454671	-1548,1307,-11248,257,9,-72,109,24	154046.21	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.285	ImageType,SeriesNumber	sub-068_ses-01_run-01_T1w
sub-068	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023101415332716549147504.0.0.0	1	49	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0454671	-1548,1307,-11248,257,9,-72,109,24	154046.495	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.285	ImageType,SeriesNumber	sub-068_ses-01_run-02_T1w
sub-068	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024041415483819821647703.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0448378	-1547,1288,-11270,279,88,-251,-9,35	154845.695	416	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.238	ImageType,SeriesNumber	sub-068_ses-02_run-01_T1w
sub-068	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024041415413572807047486.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0448378	-1547,1288,-11270,279,88,-251,-9,35	154845.933	416	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.238	ImageType,SeriesNumber	sub-068_ses-02_run-02_T1w
sub-069	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023101510291922974347701.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0497979	-1577,1286,-11238,291,30,-245,28,44	102931.445	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.329	ImageType,SeriesNumber	sub-069_ses-01_run-01_T1w
sub-069	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023101510221750080447486.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0497979	-1577,1286,-11238,291,30,-245,28,44	102931.774	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.329	ImageType,SeriesNumber	sub-069_ses-01_run-02_T1w
sub-069	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024041311154356273947704.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0427191	-1567,1264,-11250,317,28,-234,-29,20	111600.882	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.483	ImageType,SeriesNumber	sub-069_ses-02_run-01_T1w
sub-069	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024041311083958370147487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0427191	-1567,1264,-11250,317,28,-234,-29,20	111601.365	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.483	ImageType,SeriesNumber	sub-069_ses-02_run-02_T1w
sub-070	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023110413352144892474694.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0477046	-1569,1298,-11171,437,9,-93,115,18	133539.062	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.434	ImageType,SeriesNumber	sub-070_ses-01_run-01_T1w
sub-070	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023110413281913759474481.0.0.0	1	49	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0477046	-1569,1298,-11171,437,9,-93,115,18	133539.496	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.434	ImageType,SeriesNumber	sub-070_ses-01_run-02_T1w
sub-071	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023111418530657490347700.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0474445	-1570,1286,-11248,263,-67,-456,110,52	185323.901	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.435	ImageType,SeriesNumber	sub-071_ses-01_run-01_T1w
sub-071	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023111418454115655247487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0474445	-1570,1286,-11248,263,-67,-456,110,52	185324.336	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.435	ImageType,SeriesNumber	sub-071_ses-01_run-02_T1w
sub-072	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2023120212124276507647702.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0449344	-1555,1258,-11237,305,39,-429,-69,66	121249.366	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.712	ImageType,SeriesNumber	sub-072_ses-01_run-01_T1w
sub-072	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2023120212052790765347487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0449344	-1555,1258,-11237,305,39,-429,-69,66	121250.078	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.712	ImageType,SeriesNumber	sub-072_ses-01_run-02_T1w
sub-072	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024072110513147673449238.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0365389	-1555,1327,-11305,359,59,-408,-152,-17	105149.022	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.46	ImageType,SeriesNumber	sub-072_ses-02_run-01_T1w
sub-072	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024072110441014837849017.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0365389	-1555,1327,-11305,359,59,-408,-152,-17	105149.482	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.46	ImageType,SeriesNumber	sub-072_ses-02_run-02_T1w
sub-073	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024021016023323443047707.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0353874	-1545,1269,-11262,480,57,-362,115,-2	160233.465	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.037	ImageType,SeriesNumber	sub-073_ses-01_run-01_T1w
sub-073	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024021015553113923147486.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0353874	-1545,1269,-11262,480,57,-362,115,-2	160233.502	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.037	ImageType,SeriesNumber	sub-073_ses-01_run-02_T1w
sub-073	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.202408181136063241147700.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0340639	-1552,1282,-11303,420,84,-287,122,-6	113607.431	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.059	ImageType,SeriesNumber	sub-073_ses-02_run-01_T1w
sub-073	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024081811290414838047487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0340639	-1552,1282,-11303,420,84,-287,122,-6	113607.49	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.059	ImageType,SeriesNumber	sub-073_ses-02_run-02_T1w
sub-074	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024052312072694275247708.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0387096	-1579,1310,-11262,320,-11,-242,9,56	120727.884	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.074	ImageType,SeriesNumber	sub-074_ses-01_run-01_T1w
sub-074	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024052312002494375547487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0387096	-1579,1310,-11262,320,-11,-242,9,56	120727.958	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.074	ImageType,SeriesNumber	sub-074_ses-01_run-02_T1w
sub-074	ses-02	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024111911291484232547701.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0413741	-1563,1275,-11203,501,-67,-310,-24,12	112932.303	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.437	ImageType,SeriesNumber	sub-074_ses-02_run-01_T1w
sub-074	ses-02	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024111911221115820747486.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0413741	-1563,1275,-11203,501,-67,-310,-24,12	112932.74	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.437	ImageType,SeriesNumber	sub-074_ses-02_run-02_T1w
sub-075	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024091318391182754647717.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0417276	-1582,1296,-11249,297,157,-255,231,-4	183916.703	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.141	ImageType,SeriesNumber	sub-075_ses-01_run-01_T1w
sub-075	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024091318320790361847487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0417276	-1582,1296,-11249,297,157,-255,231,-4	183916.844	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.141	ImageType,SeriesNumber	sub-075_ses-01_run-02_T1w
sub-076	ses-01	1	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024100615185728413247487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0476667	-1556,1312,-11266,199,3,-268,8,84	152610.338	208	unique	1	SINGLE_VOLUME	False	False	True	False			sub-076_ses-01_run-02_T1w
sub-077	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024112017240478753654750.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0362062	-1576,1313,-11327,395,22,-287,-40,-2	172423.942	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.563	ImageType,SeriesNumber	sub-077_ses-01_run-01_T1w
sub-077	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024112017170218278254527.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0362062	-1576,1313,-11327,395,22,-287,-40,-2	172424.505	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.563	ImageType,SeriesNumber	sub-077_ses-01_run-02_T1w
sub-078	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024112517283028168188882.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0390572	-1574,1324,-11262,350,92,0,111,54	172847.89	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.483	ImageType,SeriesNumber	sub-078_ses-01_run-01_T1w
sub-078	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024112517211990642988667.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0390572	-1574,1324,-11262,350,92,0,111,54	172848.373	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.483	ImageType,SeriesNumber	sub-078_ses-01_run-02_T1w
sub-079	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024120115592034129047702.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0318955	-1550,1315,-11245,318,95,-381,-36,-7	155922.275	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.107	ImageType,SeriesNumber	sub-079_ses-01_run-01_T1w
sub-079	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024120115521651859247487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0318955	-1550,1315,-11245,318,95,-381,-36,-7	155922.382	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.107	ImageType,SeriesNumber	sub-079_ses-01_run-02_T1w
sub-080	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024120812051659484747696.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0393967	-1567,1314,-11267,276,-68,-196,-44,5	120518.171	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.095	ImageType,SeriesNumber	sub-080_ses-01_run-01_T1w
sub-080	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024120811570138919647487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0393967	-1567,1314,-11267,276,-68,-196,-44,5	120518.266	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.095	ImageType,SeriesNumber	sub-080_ses-01_run-02_T1w
sub-081	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2024121412015144227847712.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0391591	-1570,1301,-11291,413,-27,-284,70,108	120206.291	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.418	ImageType,SeriesNumber	sub-081_ses-01_run-01_T1w
sub-081	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2024121411543163195547487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0391591	-1570,1301,-11291,413,-27,-284,70,108	120206.709	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.418	ImageType,SeriesNumber	sub-081_ses-01_run-02_T1w
sub-081	ses-02	2	2		T1w_MPR	T1w_MPR_ND	ORIGINAL,PRIMARY,M,NONE	non-NORM	1.3.12.2.1107.5.2.43.166092.2025081710222497868000741.0.0.0	1	3	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0			102225.633	1	unique	1	PAIRED_RECONSTRUCTIONS_OTHER	False	True	True	False	0.016	SeriesDescription,SeriesNumber	sub-081_ses-02_run-02_T1w
sub-081	ses-02	2	3		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,NONE	non-NORM	1.3.12.2.1107.5.2.43.166092.2025081710152556493800614.0.0.0	1	4	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0			102225.649	1	unique	1	PAIRED_RECONSTRUCTIONS_OTHER	False	True	True	False	0.016	SeriesDescription,SeriesNumber	sub-081_ses-02_run-03_T1w
sub-082	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2025020615144467504579844.0.0.0	1	51	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0457684	-1534,1309,-11281,184,67,-270,27,91	151452.949	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.245	ImageType,SeriesNumber	sub-082_ses-01_run-01_T1w
sub-082	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2025020615074199730179621.0.0.0	1	52	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.0457684	-1534,1309,-11281,184,67,-270,27,91	151453.194	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.245	ImageType,SeriesNumber	sub-082_ses-01_run-02_T1w
sub-083	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2025031412461153334166794.0.0.0	1	52	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.040403	-1569,1292,-11302,330,22,-303,-49,30	124621.364	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.26	ImageType,SeriesNumber	sub-083_ses-01_run-01_T1w
sub-083	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2025031412390935806666573.0.0.0	1	53	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.040403	-1569,1292,-11302,330,22,-303,-49,30	124621.624	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.26	ImageType,SeriesNumber	sub-083_ses-01_run-02_T1w
sub-084	ses-01	2	1		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND	non-NORM	1.3.12.2.1107.5.2.43.166092.2025033011372825845747700.0.0.0	1	47	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.042453	-1544,1229,-11248,323,9,-408,-195,45	113740.433	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.329	ImageType,SeriesNumber	sub-084_ses-01_run-01_T1w
sub-084	ses-01	2	2		T1w_MPR	T1w_MPR	ORIGINAL,PRIMARY,M,ND,NORM	NORM	1.3.12.2.1107.5.2.43.166092.2025033011302350995847487.0.0.0	1	48	2.5	0.00222	8	0.8	0.8x0.8x0.8	208.0	300.0	320.0	0.042453	-1544,1229,-11248,323,9,-408,-195,45	113740.762	208	unique	1	PAIRED_NORM_NON_NORM	True	True	True	False	0.329	ImageType,SeriesNumber	sub-084_ses-01_run-02_T1w
