iqm	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56
summary_bg_stdv	0.1210809652	0.04953178632	-0.1510934821	0.07507259639	-0.008575990856	0.2801581707	0.1325537071	0.1063132992	0.05819689453	-0.1441121453	-0.2300722863	-0.01926435112	0.3532929182	0.3274165604	0.1544313425	-0.06688823884	-0.2226098169	-0.02033222939	0.03567967897	-0.1113917986	0.02308228059	0.1227787505	0.1107609276	-0.2560779102	-0.05914177462	0.06865860862	0.08086083034	0.03164235507	-0.02610564061	-0.0360793983	-0.06898074476	-0.06936041082	-0.1042835525	0.3988683772	-0.32517659	-0.08663558651	-0.1307792271	-0.0814645911	0.101996968	0.03382160568	-0.06425594014	0.01466205187	0.005152240382	0.01483596274	0.02377818428	-0.02886768926	0.003632420398	-0.007785688784	0.01462973303	0.0003061867595	8.867915886e-05	-1.254874383e-15	5.880935957e-16	4.996003611e-16	7.771561172e-16	2.775557562e-16
summary_csf_k	0.06582176081	-0.01198206347	0.01157379959	-0.1260544667	0.06865998771	-0.05537631155	-0.2431875819	-0.03108651739	0.5200007757	-0.03589438023	0.4691349805	0.1878000944	0.4906126612	-0.1173299493	-0.1413292848	-0.1671890976	-0.02044089192	0.1611824341	0.0429861185	-0.09072985404	0.1158036581	0.006791957098	-0.1191819928	0.0285252065	-0.02671968656	0.001200004943	0.09448547703	-0.03576958477	0.02174482396	-0.04747615218	-0.03827879744	-0.004269210583	0.0142373309	-0.01574798664	-0.01500334113	0.007455981649	0.008892390662	-0.03192396057	0.007096607142	-2.28359756e-05	-0.009469763834	0.006911650197	0.004534733348	-0.005004348793	0.0007984241354	0.004973942545	-0.0004094482072	0.0006638166218	0.0001494795811	-0.0005389524483	-5.690717438e-05	6.889010597e-17	7.341646499e-16	3.330669074e-16	-5.551115123e-17	-1.387778781e-17
summary_csf_mad	0.1100239691	0.03072020313	0.2366170081	0.02716811325	-0.2255441181	0.01299162694	0.169757713	-0.2191707927	-0.03708230659	0.003015504038	-0.02303157979	-0.02878241268	0.07289566986	-0.1241657896	0.1363932719	-0.01596031087	0.02647575897	0.08494648681	-0.2283909189	-0.3765574777	-0.3436368351	0.0488357614	-0.1974299125	0.1437063662	-0.1014855542	0.3511512234	0.06135812595	0.2891071998	0.1132609881	-0.3140638389	-0.03747074971	-0.03619943203	0.1091290858	-0.09002988208	-0.0581139106	-0.05044259867	-0.002065234392	7.500652177e-05	0.05821190575	0.07663291485	0.0638922032	-0.03608874576	0.0438607043	0.01494041783	-0.002371654972	0.004851259112	0.009819097971	0.004441440647	-0.003365318534	-0.0002222739715	-0.00141074035	-3.158928346e-16	-1.18290574e-15	1.040834086e-17	-3.053113318e-16	-3.885780586e-16
summary_csf_mean	0.1476211092	0.1875906974	0.09556033177	-0.1475645985	0.1297697777	0.05379839951	-0.1377489883	0.06926096429	0.02798821446	-0.01995201969	-0.0340994761	0.05354556951	-0.04619382464	0.004285914624	0.06078722168	0.034799068	0.08060404752	-0.08005602356	0.08144444156	0.07864585517	-0.1121969676	0.03213822931	0.03959876345	0.04152671854	-0.01262990754	0.1457906674	-0.03190023712	-0.0738795995	0.06172970561	0.1154998763	0.06211575427	0.03980498154	-0.09187880676	0.0314588715	0.01872670139	0.08980192546	0.02838070367	-0.2126212956	0.04098647837	0.2968667382	0.02791480279	-0.5939916404	0.4067697739	-0.2827774761	0.09729944435	-0.005265611962	-0.01208857153	-0.004226972981	-0.005318308284	0.02843183028	-0.004226033837	1.03528297e-14	1.531587357e-14	1.956768081e-15	1.613292833e-16	-1.221245327e-15
summary_csf_median	0.1230861529	0.2109016406	0.1171148406	-0.1607147964	0.1300897556	0.1025986852	-0.1534922212	0.08298301956	0.03660809202	-0.03183324952	0.01489754208	0.04778923094	-0.07386785045	0.03760586223	0.1030731152	0.04499239676	0.08895917876	-0.09302507358	0.1788698826	0.158393371	-0.146484121	0.08653164182	-0.01151085491	0.01933251635	0.02643874687	0.2107072557	-0.1004462361	-0.01039843955	0.08983635937	-0.01047423378	0.007595780222	-0.01627762986	-0.04372399355	-0.02418561339	-0.05530686522	-0.1071093566	0.1500801176	0.0162046444	0.005554813819	-0.01651107589	0.004496603031	0.6636017494	0.4029945722	0.02523290115	-0.08375940515	-0.02744293951	0.001102381449	0.01676145471	0.005248338511	-0.004487483928	0.00255663984	1.530026106e-15	6.501743588e-15	2.164934898e-15	6.730727087e-16	-7.632783294e-16
summary_csf_p05	0.04681050633	0.1117398764	-0.1647691645	-0.06117582438	0.2865259429	-0.1541498108	-0.2254958286	0.1484472155	-0.1062605166	-0.1167418957	-0.2381157177	0.1442083883	0.04301680077	-0.2583588375	0.02508407333	0.1354891285	-0.06143364015	-0.1037880795	-0.3987078318	-0.4584571225	0.08864671413	-0.02839969246	-0.1546448462	0.04627556141	0.06375755872	0.1018575859	0.005178964806	-0.1364160163	0.02296243172	0.304969425	0.05259686206	-0.0498209517	-0.04184899264	0.0534451852	-0.0273803701	-0.01651119658	-0.02253107512	0.05074055899	-0.06860832429	-0.1024736339	-0.07514253801	0.07206042767	-0.02083835444	-0.008822510024	0.005790507886	-0.006975309338	-0.003823929335	0.0006055317108	0.006273270252	0.000926616948	0.0008565496796	-2.775557562e-17	1.42247325e-15	-1.665334537e-16	1.110223025e-16	2.220446049e-16
summary_csf_p95	0.1772496192	0.1242381686	0.142597264	-0.09581476106	0.02417904251	0.03745586546	-0.05544853566	-0.0148455569	0.04527997602	0.001764775413	-0.002379351291	0.02621434199	-0.02396812189	0.02174982101	0.06190600162	0.01097725847	0.0356281298	0.02535434379	0.1007922072	0.09049048763	-0.1084364079	0.04713283728	0.00890888383	0.05308089465	-0.02346377158	0.1890143703	-0.09464375373	-0.1777052123	0.06662246877	0.2825276432	0.05117044034	-0.1614423607	-0.0212802272	0.0873039346	0.04312123692	-0.04333426212	-0.01589398915	0.07980175323	0.1227555348	0.2977855013	0.423240747	-0.02338904189	-0.5281726587	0.3103465067	-0.06803166201	0.01636963259	0.03526568067	0.009790154044	0.003094474078	-0.01720957411	0.005506567654	-4.74620343e-15	-1.012558093e-14	-2.220446049e-16	-9.36750677e-16	1.054711873e-15
summary_csf_stdv	0.1617014565	0.09465696493	0.2056784211	-0.07505639767	-0.07342882742	0.08600741798	0.02195320422	-0.08085897747	0.08081307547	0.06366102322	0.05550070983	-0.04133540015	-0.03892781372	0.1069734212	0.05820023529	-0.0294896148	0.08740331107	0.02267217636	0.1067661978	0.05876359292	-0.1503831875	0.07014562244	-0.0309814122	0.0703705522	0.03039555903	0.2275029919	-0.07369722422	-0.1285881666	0.0300131185	0.2095750292	0.1014449078	0.08129877347	-0.1283043306	0.0001242838467	-0.0531659707	0.03560915981	-0.1221800945	0.1819259332	-0.01828357143	-0.5687406421	-0.4500290032	-0.1555239161	-0.2128922293	-0.06902128738	0.04602284085	-0.01186692362	-0.0007157460857	-0.01091838586	0.002660553017	0.01245379376	0.003350747166	-1.054711873e-15	2.414735079e-15	-2.194425197e-15	4.30211422e-16	6.52256027e-16
summary_gm_k	0.1502803655	-0.09640279087	-0.04186780578	0.0620389494	0.02895506695	-0.1712443995	0.1453286294	0.02762210837	0.04171851391	0.06922580951	-0.1375372083	0.1212376484	0.1240796886	0.07907598336	-0.4451836214	-0.149727623	0.4511870167	-0.4187552494	0.1559441253	-0.2733604176	-0.2315057839	0.02597763737	0.1502725937	-0.09326359833	-0.01421611194	-0.07658255841	-0.09708412998	-0.09169630643	0.03972573509	-0.08787126221	-0.04467750494	0.09064452954	-0.08463143131	0.017638655	0.0004611266248	0.007804433479	0.03604195108	0.0480604369	0.01710411343	-0.02737216194	0.08094503579	0.01319202242	-0.01283289078	0.01902342627	0.005638699351	-0.003261706542	-0.03985729928	-0.00523794456	0.005985737982	0.001320007793	0.002083007061	-5.551115123e-17	2.498001805e-16	-0	2.775557562e-17	0
summary_gm_mad	0.1571982842	0.02248608635	0.0343877937	0.05824825303	0.06606846361	-0.08365381154	0.07133792228	0.1087542077	-0.05924645425	-0.1496177779	0.4674507878	-0.1455524464	-0.2237353239	0.1683333957	0.2303172524	0.1102170192	-0.1862656906	-0.02159714206	0.1462515265	-0.4621300494	-0.06759473477	0.1013677906	0.2208598794	0.11787869	0.1404838419	-0.1831083271	-0.01421782655	-0.1721775155	0.04950690656	-0.1038427204	-0.02369592868	0.09938580372	0.01225530079	0.1650975264	0.151968415	0.106795307	0.09554485065	0.0137081371	-0.001068201517	0.01740237821	0.01128264796	0.03163500429	-0.02203529249	-0.02995949241	0.01332955944	-0.01099875474	-0.05990681448	-0.0199546492	0.001239985193	4.129077002e-05	0.002066747925	2.498001805e-16	1.526556659e-16	-1.110223025e-16	2.220446049e-16	1.825796458e-16
summary_gm_mean	0.1954268966	0.04002075957	0.09732324339	-0.01524057957	-0.03189599919	-0.07104431473	0.0580002841	-0.01602666605	-0.04434267067	-0.03389280213	-0.09847838955	0.06069768273	0.05652258501	-0.1598057456	-0.02907969375	0.01434126792	-0.05542599754	0.05816357999	0.07275788994	0.04842252813	0.03492538806	-0.05633698554	0.0826801764	-0.01824610306	-0.08880896295	-0.0639530996	-0.03061082956	-0.009982884166	-0.01877906962	-0.02298689223	0.009937358215	-0.0707472855	0.1260733354	0.07440386714	0.005439932316	0.06759623196	0.01473236777	0.03450352661	-0.01158663196	0.0977854052	-0.09848590716	0.1101715741	-0.1392138866	-0.335069632	-0.1147813918	-0.1095959319	-0.1412181095	-0.1271069496	-0.7699218019	-0.05792431073	-0.04288453812	-2.949376854e-14	-5.900835376e-14	1.998401444e-15	-1.977584763e-15	4.163336342e-17
summary_gm_median	0.1956384788	0.03607318785	0.08935025443	-0.01251077689	-0.02460216123	-0.07746323891	0.06556716422	-0.0007418811411	-0.04778913655	-0.03871044744	-0.1005908255	0.06219758725	0.06592717869	-0.1595565442	-0.04327278839	0.0194540561	-0.06605621866	0.08426761222	0.119108688	0.06902612339	0.04651543399	-0.04542941015	0.0542617673	-0.02212162325	-0.05383288147	-0.03702189636	-0.02238501737	0.03476504494	-0.01803673836	-0.03446255215	0.008727880828	-0.1543026245	0.1745789251	0.1157591074	0.1140341298	-0.02505880077	-0.08754370568	0.2341477402	-0.07606877534	0.07942514235	0.007606405768	0.09488245082	-0.1003393059	-0.4490329562	0.01691387005	-0.1243753277	-0.3499263416	-0.04771049469	0.5733002346	0.007233032354	0.006460991881	-1.942890293e-15	-8.326672685e-16	-2.373101715e-15	1.262878691e-15	-5.551115123e-17
summary_gm_p05	0.06824950527	0.2150792388	0.254604456	-0.07213712499	-0.134983142	0.07388738785	0.004826338396	-0.1174676236	-0.07044074899	-0.03537902939	-0.1509102443	0.09213129641	0.129874951	-0.3507234186	0.09251553412	0.04811043178	-0.07473773496	0.01474987198	0.009057276277	-0.02401245885	-0.0255839378	0.02068336771	0.219154148	0.04343685826	-0.1765406689	-0.3781780109	0.02349644417	-0.1853730127	-0.144086997	-0.03172250815	-0.06837708908	0.2871785546	-0.1362101327	-0.1180998712	-0.220230784	0.1758129915	0.1128659476	-0.1061426207	0.1453508294	-0.0128310751	-0.01737415857	0.06837083059	-0.06007419574	0.01736656016	-0.05581280112	0.05376107379	0.2784688982	0.01973043937	0.1667351538	0.004346888015	0.0008950650465	3.524958103e-15	4.274358645e-15	-8.604228441e-16	5.551115123e-16	-6.661338148e-16
summary_gm_p95	0.2005228347	-0.0365628339	0.01064914314	0.01392671786	0.01191662089	-0.1174465684	0.05919825066	-0.008377215059	-0.03317408898	-0.04596683052	-0.04508029554	0.04945445912	0.008034956102	-0.05633343904	-0.02976562525	-0.0008125844558	-0.02382120347	0.06793243548	0.04044006789	0.0422340488	0.03879616383	-0.1143791854	0.09052246233	-0.02652726916	-0.1849550282	0.004623023466	-0.1004249011	-0.05179078805	0.0957671523	-0.009019914066	0.06919782537	-0.09490358069	0.2419969818	0.02266853248	-0.01828839749	0.1557145933	0.1198911244	-0.01083093852	-0.08536527502	0.2626881023	-0.5266218089	-0.03703065495	0.1014117122	0.5470107457	0.1361079567	0.05417712813	-0.1856680236	0.07477711705	0.049399494	0.005838653614	0.006363635008	1.201816424e-14	2.85743651e-14	1.231653668e-15	1.09807996e-15	2.324529458e-16
summary_gm_stdv	0.1812546972	-0.1306116054	-0.08577720135	0.04021149054	0.0646260454	-0.1334967934	0.04561091308	0.05342763423	0.006676899288	-0.01303121045	0.04006971984	-0.01326195473	-0.07057625556	0.09404728053	-0.06767432359	-0.0211225189	-0.004236186958	0.01544861516	0.02657827374	0.01759059944	0.02754467053	-0.09000561609	-0.01940473033	-0.04619861838	-0.008214880585	0.1339944475	-0.08930202522	0.05836445841	0.09697260894	-0.00707476979	0.05732982502	-0.1385420215	0.173561696	0.03084991636	-0.02178534934	0.05505927747	0.08944558533	-0.1012652691	-0.07179424783	0.138203544	-0.1994537586	0.06997426828	-0.1436182722	-0.276498607	-0.1333125879	0.09212788541	0.7467007888	0.01350609075	0.1280166709	0.00756508499	-0.007386088199	3.552713679e-15	-6.106226635e-16	-1.054711873e-15	9.020562075e-16	-9.575673587e-16
summary_wm_k	0.1680915813	-0.0002861367407	0.1408947328	-0.08496599258	-0.04719274539	0.08643080699	-0.1243040679	-0.04872546398	0.1032168693	0.01565600228	0.2008648983	-0.08852557058	-0.05624809401	-0.03392871481	0.0278554897	-0.12491647	-0.1036224807	-0.2375163237	-0.4308663058	0.06456453398	-0.05390983882	-0.1932025136	0.1931980874	-0.3439479746	0.1106161154	-0.1217974816	-0.3762750728	0.3465609274	-0.1202253015	0.04482756974	0.1169994307	0.04326336564	-0.12680058	0.05527422973	0.009796672245	-0.01444133948	-0.01259228119	0.1928188373	-0.03014123531	0.06231607843	0.009759394861	-0.021452763	0.01635514471	0.02601656899	-0.02298641689	-0.01154048806	-0.0005334284314	0.002979113423	-0.005333181841	-0.0003940686846	-0.0001155787328	-6.383782392e-16	-5.689893001e-16	2.775557562e-16	8.326672685e-17	-2.220446049e-16
summary_wm_mad	0.1636304172	-0.1954733501	-0.09471260695	0.01356427519	0.01204598549	-0.07827554506	-0.06073025222	-0.05172992049	-0.03594592855	-0.05643402654	-0.07631154561	0.06207661624	-0.008069219966	-0.009267224668	0.0344067083	0.07975718006	0.0695752107	0.1255689942	0.2472659533	-0.02728522459	0.04783594086	0.1654184694	-0.1700854895	0.08778900356	0.3744590367	0.0217271047	0.09358468653	0.3510969958	-0.2279540065	0.09749370459	0.06706255009	0.2562087635	-0.1956803569	-0.02508932176	-0.2842855816	0.1976224756	0.1574987317	0.2454531953	-0.1038568836	0.2117716623	-0.04381958726	-0.03789747216	-0.03445562294	0.04903299574	-0.164494293	-0.04192074473	-0.05123628993	0.01628097419	0.01091400544	0.003413120378	0.001517216365	3.858025011e-15	8.430756093e-15	1.401656569e-15	1.665334537e-16	-4.996003611e-16
summary_wm_mean	0.1635024457	0.1283008391	0.1217158148	-0.007530270299	0.05020991732	-0.1337938274	0.1890441375	0.02675847715	-0.1106398176	-0.1375741448	0.05476736476	0.1528837366	0.01846400976	0.1184145484	-0.02535472121	0.0100372337	0.05621512021	0.06783451662	-0.07482447945	0.05873491451	0.1524519894	-0.05144582975	-0.05705435675	-0.03669425476	0.04025642988	-0.04288964031	0.0294212478	0.05504731816	0.00704221385	-0.01502180117	-0.009738515277	-0.01145157646	-0.07237356064	-0.05985440479	0.07799125543	-0.1180594533	-0.07692031646	-0.1904853471	-0.03551247991	-0.1197511712	0.01444279262	-0.1041156464	0.09415947933	0.2064003155	-0.4452023354	-0.1151772574	-0.0008785411978	-0.6221809692	0.09229625957	0.003854673995	0.03130935157	4.662936703e-15	1.992850329e-14	-9.839351556e-15	-5.204170428e-15	-3.053113318e-16
summary_wm_median	0.1372009681	0.1485200482	0.1176051436	-0.0009184726447	0.06805815997	-0.169596909	0.2236808085	-0.01423829738	-0.1393035597	-0.2067166212	0.03142602636	0.2568554266	0.04301815998	0.1934362378	0.01452000508	0.02091686373	0.1048524127	0.142024987	-0.09826298295	0.106124366	0.2351049949	-0.0886673479	-0.117095249	-0.0176966693	-0.08835274759	-0.0590813358	0.05786701824	-0.01276090144	0.04099117676	-0.06985490281	0.003456418133	0.1116647313	0.001199684098	0.1248963466	0.1183604941	0.01903245453	-0.09562611707	0.4366481167	0.1286801536	-0.1060156508	0.1841180626	-0.06578151845	0.2101908666	0.0491231811	0.07391335774	0.0575307877	0.1754327983	0.3721353119	-0.0949917359	0.005196714601	-0.008087904712	4.05231404e-15	2.831068713e-15	5.03069808e-15	2.331468352e-15	-2.532696275e-16
summary_wm_p05	0.1115322458	0.2246826964	0.1512626441	0.01441457053	0.05189073809	-0.1062709226	0.2563981657	0.1789425706	-0.09595876164	-0.02677852386	0.1215063027	-0.02926610764	0.01398447251	-0.02429770711	-0.1620760166	0.01170381285	-0.09137674266	-0.004449545099	0.02983497446	0.03967920409	0.1066534773	-0.02927410539	-0.05515712238	-0.02744634933	0.1157147118	0.05884139419	0.07645592742	0.1102285964	-0.05539833048	0.02441196421	-0.04642922582	0.06307247782	-0.2241764011	-0.2047141608	-0.1310189887	-0.2203389442	-0.05917486373	-0.1579853665	-0.2689242517	0.1142992778	0.002716899571	0.1047457835	-0.1437637902	-0.03465970742	0.5744046853	0.1815760519	0.01186686222	-0.09302528146	-0.03982372267	-0.006976183988	-0.009280669212	-1.527944438e-14	-3.297362383e-14	-1.748601264e-15	5.273559367e-16	6.383782392e-16
summary_wm_p95	0.1992437513	-0.0006632986994	0.07282134992	-0.02603336071	0.0130948092	-0.08023693714	0.0539331167	-0.02488406458	-0.06276764813	-0.09593280414	0.01532737377	0.1011470339	-0.01513588107	0.06517603421	0.0132874349	-0.0009408806658	0.04726211096	0.02580319624	-0.03974623768	0.02165398843	0.05534924525	0.003620087242	0.008785965522	-0.06596252125	0.168246578	-0.04979367726	-0.03894440464	0.1234439782	-0.05197920956	0.02783422516	-0.01294325126	-0.1704890734	0.007173026695	-0.119462408	-0.02649547779	-0.005110431223	0.08106710872	-0.5697918219	0.005261925072	-0.2080745107	0.03920953682	-0.001977777262	-0.1273081317	-0.03276767732	-0.1981969021	-0.07721112052	-0.2079615743	0.5701943517	0.02495531154	0.02293384848	0.004780774393	2.273181643e-14	3.969047313e-14	9.797718192e-15	3.136380045e-15	6.938893904e-16
summary_wm_stdv	0.1589912508	-0.1918598531	-0.04128884525	-0.04018756094	-0.01964994285	-0.02782341179	-0.1407805765	-0.188638634	-0.006713026288	-0.1199357509	-0.09438740711	0.1828384316	-0.0187437705	0.09863908284	0.1588736741	0.01600870486	0.1363455913	0.08145266248	-0.004018885963	0.01381369574	0.002185756132	0.04213962637	0.01916160452	-0.03021272233	0.1162757727	-0.1215944261	-0.08214805147	0.1064915131	-0.06131120619	0.05268401256	0.06935527287	-0.1904521246	0.2298797294	0.01288805712	-0.0358983749	0.1803135877	0.182162286	-0.1150501018	0.2533092307	-0.2613443959	0.1909845188	0.04050830381	0.03346174538	-0.007560285999	0.4826358749	0.1391663469	0.0199245596	-0.323983281	-0.004701353457	-0.01985596573	-0.01017843572	-2.174649349e-14	-4.363176487e-14	-6.633582572e-15	-1.942890293e-15	3.885780586e-16
tpm_overlap_csf	0.1215840111	0.1455424307	-0.02643605632	-0.1582724901	0.1689759393	0.06902721691	-0.2415094808	0.07434781011	-0.05818165794	0.04305710182	-0.04975919126	-0.1127478003	-0.1415589829	0.3328970625	-0.278306372	-0.08816254042	0.01488157199	0.2870797208	-0.1139734653	-0.07857954764	-0.2495505813	0.06218190144	-0.05119834849	0.1453691615	-0.4070492091	-0.2456046048	0.162888054	0.1981478983	-0.2878417781	-0.00510288806	0.01092061871	-0.1023878612	-0.07331467565	0.006113087672	0.0612277671	0.05115423469	0.03606657328	0.009766868709	-0.099666166	-0.00901734307	-0.01975248979	0.03016072441	-0.05561850205	-0.001902173949	-0.001598157656	0.003216399532	-0.003591421076	0.0003979761797	0.001562259232	0.001375090539	-0.0006100330368	3.60822483e-16	-2.498001805e-16	-2.862293735e-16	-2.220446049e-16	0
tpm_overlap_gm	-0.01130799184	-0.01585628279	0.139636555	-0.007820268904	-0.1908016913	0.2301659216	-0.3076702255	-0.315663753	-0.2351818786	-0.3127854524	0.1181209138	-0.04369703329	-0.05275085455	0.08036307579	-0.2585726998	0.1305514246	-0.03581848201	-0.3110817036	0.2074205653	-0.1493996387	0.2861030426	-0.2759878855	-0.004504931224	-0.01351424365	-0.1242683008	0.186618899	0.211633977	0.05122587388	-0.07450716267	0.06741881724	-0.04156427163	-0.03252846534	0.0243776779	0.01171081109	-0.01011391475	-0.02434465213	-0.0033844207	-0.009409437664	0.004401249328	0.007122622102	-0.01538920751	0.00156918809	-0.006752733662	0.004135594584	-0.004827495573	-0.001064073726	0.01003098742	0.001369737257	0.002504406523	0.001172876344	-0.0004741515616	1.075528555e-16	3.330669074e-16	-5.551115123e-17	1.110223025e-16	-5.204170428e-17
tpm_overlap_wm	-0.1506456513	-0.03361364735	-0.01556916421	0.03203675144	-0.05624117533	0.03727206808	-0.08810768863	-0.04544813181	-0.3727853806	-0.3316471528	0.1155268567	0.05196528216	0.1767105858	-0.01585649048	-0.4130427955	-0.001734784148	-0.2472471181	0.2084738546	-0.05070448873	0.1205910983	-0.3478824555	0.2371198034	-0.05941755008	-0.07304408075	0.2139633675	-0.02535447739	-0.268710123	-0.1616419259	0.147211532	-0.009390790277	0.0947354212	-0.002148284169	0.02888902861	-0.02155749477	-0.05704314657	0.005778522702	-0.02385094439	0.02165212148	0.02962666425	0.007199051571	-0.007395851244	-0.02843123539	0.04604525958	-0.01106464936	-0.01104280735	-0.005784402365	0.01501936383	0.001477260805	-0.008726127236	-0.0007492480652	0.001141074811	8.326672685e-16	2.053912596e-15	2.775557562e-16	-1.102633609e-16	-2.775557562e-17
wm2max	-0.1964503504	0.06066838661	-0.02918553233	0.04641070162	0.05184169257	-0.007134258602	0.03429358232	-0.04451300786	0.007295435243	-0.03670438162	0.01515720465	0.1107015009	0.03227832578	0.03858878885	0.01840702211	0.09513043455	0.04391654541	0.1709543078	0.1490987157	-0.1339325405	0.04032963756	0.004615092368	0.1190618956	0.05623793453	-0.1753232384	0.06148085099	-0.469250641	0.2915385529	0.03424112739	0.3053373192	-0.6182558782	0.09532974169	0.04048325117	-0.0169888991	0.03882478662	-0.01381466981	-0.01866464861	-0.01045602516	-0.0324750243	-0.01502272722	-0.01713235153	-0.02760129702	0.008685226587	-0.02407570514	0.00450439061	-0.005266263523	0.01003702031	-0.001496620877	-0.006722919331	-0.0009079090492	0.0003178485032	4.510281038e-16	8.326672685e-16	-4.163336342e-16	1.630640067e-16	-1.387778781e-16
