IQM	N_subjects	N_observations	N_longitudinal_subjects	cohort_effect	cohort_se	cohort_ci_low	cohort_ci_high	cohort_p	cohort_q	cohort_wald	session_effect	session_se	session_ci_low	session_ci_high	session_p	session_q	interaction	interaction_se	interaction_ci_low	interaction_ci_high	interaction_p	interaction_q	glaucoma_cohort_estimate	glaucoma_interaction	convergence	warnings	status	interaction_coefficients	change_Control	change_Glaucoma	change_Data_ON	change_Data_TON
snr_wm	83	132	49	-0.2416641852	0.2218731794	-0.676527626	0.1931992556	0.04143627822	0.172407776	8.232873245	0.1019385037	0.08297821641	-0.06069581198	0.2645728193	0.2192603927	0.8027424324	2.377924046	0.1977738026	-0.2617366132	0.5135224473	0.4977572838	0.9611864791	-0.2416641852	0.1258929171	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.677381 SE=0.508169 CI=[-1.67337,0.318612] p=0.1825 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.123973 SE=0.519321 CI=[-1.14182,0.893878] p=0.8113 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.125893 SE=0.197774 CI=[-0.261737,0.513522] p=0.5244"	0.1019385037	0.2278314207	-0.5754421776	-0.02203406259
snrd_csf	83	132	49	-1.190304537	3.281644307	-7.622209189	5.241600115	0.3085565613	0.4096470565	3.595732316	-1.578931309	2.075685606	-5.64720034	2.489337721	0.4468485738	0.9321049595	4.079219045	4.756719204	-1.197949159	17.44804749	0.2530359869	0.9446676846	-1.190304537	8.125049166	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-10.6317 SE=11.4356 CI=[-33.0451,11.7816] p=0.3525 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.909177 SE=12.526 CI=[-23.6414,25.4598] p=0.9421 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=8.12505 SE=4.75672 CI=[-1.19795,17.448] p=0.08761"	-1.578931309	6.546117856	-12.21067892	-0.6697546529
snrd_gm	83	132	49	-1.651314812	6.145558645	-13.69638842	10.3937588	0.2539731817	0.381392007	4.070292349	-1.950393064	3.875071607	-9.545393851	5.644607724	0.6147407543	0.9321049595	4.13802738	8.884887768	-2.379453279	32.44866678	0.2469402248	0.9446676846	-1.651314812	15.03460675	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-20.9887 SE=21.4295 CI=[-62.9897,21.0123] p=0.3274 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.620301 SE=23.3955 CI=[-45.234,46.4746] p=0.9788 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=15.0346 SE=8.88489 CI=[-2.37945,32.4487] p=0.09062"	-1.950393064	13.08421369	-22.93909135	-1.330092343
snrd_total	83	132	49	-1.658050416	5.699998669	-12.82984252	9.513741688	0.2451707243	0.3813766822	4.155346708	-2.002636178	3.585931137	-9.030932058	5.025659703	0.5765232532	0.9321049595	4.141872374	8.224427614	-2.289002993	29.95016084	0.2465463805	0.9446676846	-1.658050416	13.83057892	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-19.8046 SE=19.8283 CI=[-58.6673,19.0581] p=0.3179 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.800002 SE=21.655 CI=[-41.643,43.243] p=0.9705 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=13.8306 SE=8.22443 CI=[-2.289,29.9502] p=0.09264"	-2.002636178	11.82794275	-21.80727833	-1.202634427
snrd_wm	83	132	49	-2.136161286	7.704428277	-17.23656323	12.96424066	0.2162495741	0.3459993186	4.455990646	-2.47729466	4.817031698	-11.9185033	6.96391398	0.6070574619	0.9321049595	4.159319219	11.05755448	-3.350505581	39.99431148	0.2447664935	0.9446676846	-2.136161286	18.32190295	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-27.868 SE=26.6948 CI=[-80.1889,24.4528] p=0.2965 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.877457 SE=29.1104 CI=[-56.178,57.9329] p=0.976 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=18.3219 SE=11.0576 CI=[-3.35051,39.9943] p=0.09753"	-2.47729466	15.84460829	-30.34532859	-1.599837786
summary_bg_k	83	132	49	-375.256485	315.3645462	-993.3596375	242.8466675	0.5256339875	0.5779273237	2.232199319	-84.38572068	176.4611461	-430.2432117	261.4717704	0.632499794	0.9321049595	0.414682679	408.6980528	-609.8484614	992.2184668	0.9371929721	0.9817095475	-375.256485	191.1850027	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=477.213 SE=1002.42 CI=[-1487.5,2441.93] p=0.634 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=76.628 SE=1073.56 CI=[-2027.52,2180.77] p=0.9431 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=191.185 SE=408.698 CI=[-609.848,992.218] p=0.6399"	-84.38572068	106.799282	392.8273028	-7.757692665
summary_bg_mad	83	132	49	2.218242201	1.400162302	-0.5260254829	4.962509885	0.3364957964	0.4096470565	3.381231591	-1.320719437	0.7397395985	-2.770582408	0.129143534	0.07419900967	0.4616827268	1.69132742	1.749115532	-1.820683783	5.035723112	0.6388636269	0.9674290517	2.218242201	1.607519664	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-3.47615 SE=4.34865 CI=[-11.9993,5.04705] p=0.4241 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.15748 SE=4.54056 CI=[-7.74186,10.0568] p=0.7988 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.60752 SE=1.74912 CI=[-1.82068,5.03572] p=0.3581"	-1.320719437	0.2868002273	-4.796867368	-0.1632421686
summary_bg_mean	83	132	49	7.198492939	2.742700269	1.822899192	12.57408669	0.01403978627	0.0873586701	10.60894447	-0.9158083959	0.9461900585	-2.770306833	0.9386900414	0.3330990451	0.9321049595	0.5731905558	2.262445287	-2.932955535	5.935667025	0.9025414043	0.9719676662	7.198492939	1.501355745	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.38873 SE=5.795 CI=[-10.9693,11.7467] p=0.9465 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=2.41818 SE=5.92218 CI=[-9.18908,14.0254] p=0.683 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.50136 SE=2.26245 CI=[-2.93296,5.93567] p=0.5069"	-0.9158083959	0.5855473491	-0.527078661	1.502371651
summary_bg_median	83	132	49	1.496183867	0.9443965343	-0.3547993275	3.347167061	0.3364957964	0.4096470565	3.381231591	-0.8908130561	0.4989475236	-1.868732233	0.08710612034	0.07419900967	0.4616827268	1.69132742	1.179762264	-1.228034388	3.396548706	0.6388636269	0.9674290517	1.496183867	1.084257159	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-2.34463 SE=2.93312 CI=[-8.09345,3.40419] p=0.4241 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.780708 SE=3.06257 CI=[-5.22181,6.78323] p=0.7988 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.08426 SE=1.17976 CI=[-1.22803,3.39655] p=0.3581"	-0.8908130561	0.1934441031	-3.235442714	-0.1101053343
summary_bg_p95	83	132	49	20.96240937	5.836819266	9.522453822	32.40236491	0.0004567779451	0.008526521642	17.92046888	-2.173792131	2.283296121	-6.648970294	2.301386031	0.3410760537	0.9321049595	1.90036406	5.467839448	-16.80523301	4.628303771	0.5933417569	0.9674290517	20.96240937	-6.08846462	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=4.20906 SE=13.8606 CI=[-22.9571,31.3753] p=0.7614 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=9.14973 SE=14.226 CI=[-18.7327,37.0322] p=0.5201 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-6.08846 SE=5.46784 CI=[-16.8052,4.6283] p=0.2655"	-2.173792131	-8.262256751	2.035262905	6.975934566
summary_bg_stdv	83	132	49	21.47177958	13.83605174	-5.646383517	48.58994267	0.2090612947	0.34433625	4.536457826	-5.860325083	4.875388955	-15.41591185	3.69526168	0.2293549807	0.8027424324	4.988364882	11.65319999	2.974465641	48.65417019	0.1726511101	0.9446676846	21.47177958	25.81431792	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-3.721 SE=29.7895 CI=[-62.1074,54.6654] p=0.9006 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=6.43987 SE=30.5133 CI=[-53.3651,66.2449] p=0.8328 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=25.8143 SE=11.6532 CI=[2.97447,48.6542] p=0.02675"	-5.860325083	19.95399284	-9.5813253	0.5795403253
summary_csf_k	83	132	49	0.2459583908	0.2064352802	-0.1586473235	0.6505641051	0.005056113079	0.04719038874	12.81420824	-0.005125027919	0.03683274471	-0.07731588099	0.06706582516	0.8893369496	0.9970317604	0.09073897475	0.08898112298	-0.1522463157	0.196553277	0.9929251364	0.9929251364	0.2459583908	0.02215348064	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.0331095 SE=0.231741 CI=[-0.487313,0.421094] p=0.8864 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.0159275 SE=0.232248 CI=[-0.43927,0.471125] p=0.9453 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.0221535 SE=0.0889811 CI=[-0.152246,0.196553] p=0.8034"	-0.005125027919	0.01702845272	-0.03823452225	0.01080245567
summary_csf_mad	83	132	49	0.143859703	4.291088743	-8.266519688	8.554239094	0.1537604223	0.3075208446	5.259373355	-0.9397295327	1.579506398	-4.035505187	2.156046121	0.5518759621	0.9321049595	0.3665018134	3.792838036	-7.199830143	7.667821757	0.947072092	0.9817095475	0.143859703	0.233995807	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-1.59876 SE=9.61449 CI=[-20.4428,17.2453] p=0.8679 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-5.67632 SE=9.85929 CI=[-25.0002,13.6475] p=0.5648 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.233996 SE=3.79284 CI=[-7.19983,7.66782] p=0.9508"	-0.9397295327	-0.7057337258	-2.538486132	-6.61605095
summary_csf_mean	83	132	49	-2.673934594	11.189735	-24.60541218	19.25754299	0.172421545	0.311471178	4.991487345	0.5125948131	2.957123766	-5.283261266	6.308450893	0.862382329	0.9970317604	1.655524529	7.112862055	-20.74944789	7.132459018	0.6468665453	0.9674290517	-2.673934594	-6.808494436	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-9.72925 SE=18.3543 CI=[-45.7031,26.2446] p=0.5961 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=12.0181 SE=18.6101 CI=[-24.457,48.4933] p=0.5184 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-6.80849 SE=7.11286 CI=[-20.7494,7.13246] p=0.3385"	0.5125948131	-6.295899623	-9.216659411	12.53072277
summary_csf_median	83	132	49	-4.228667721	12.9493569	-29.60894086	21.15160542	0.09960150333	0.2231073675	6.260505159	0.9765961319	3.021431714	-4.945301209	6.898493473	0.7465263863	0.9722204101	2.138296813	7.279432029	-21.35168335	7.18316586	0.5442039939	0.9674290517	-4.228667721	-7.084258744	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-15.8934 SE=18.8318 CI=[-52.8031,21.0162] p=0.3987 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=12.9258 SE=19.0395 CI=[-24.3909,50.2425] p=0.4972 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-7.08426 SE=7.27943 CI=[-21.3517,7.18317] p=0.3305"	0.9765961319	-6.107662612	-14.9168382	13.90236814
summary_csf_p05	83	132	49	0.9880462541	8.240097018	-15.16224713	17.13833964	0.3258569896	0.4096470565	3.460989642	2.527461716	1.587376226	-0.5837385171	5.638661949	0.1113339308	0.5667909205	7.312913139	3.831045632	-10.73646494	4.280957982	0.06256547598	0.8759166637	0.9880462541	-3.227753479	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-18.7296 SE=9.93711 CI=[-38.206,0.746722] p=0.05945 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=17.0208 SE=10.0014 CI=[-2.58166,36.6233] p=0.08879 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-3.22775 SE=3.83105 CI=[-10.7365,4.28096] p=0.3995"	2.527461716	-0.7002917633	-16.20218749	19.5482743
summary_csf_p95	83	132	49	-1.821746812	16.65625034	-34.46739759	30.82390397	0.201017785	0.3411210896	4.629596656	-1.310561271	5.573884551	-12.23517424	9.614051702	0.8141114833	0.9949413347	0.933881566	13.35745435	-37.81751992	14.54273899	0.8172446553	0.9674290517	-1.821746812	-11.63739047	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.90005 SE=34.17 CI=[-65.072,68.8721] p=0.9557 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=11.9397 SE=34.9783 CI=[-56.6166,80.496] p=0.7328 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-11.6374 SE=13.3575 CI=[-37.8175,14.5427] p=0.3836"	-1.310561271	-12.94795174	0.5894903364	10.62912904
summary_csf_stdv	83	132	49	0.1089783634	5.50717554	-10.68488735	10.90284408	0.1638388172	0.311471178	5.111121094	-1.530159481	1.843119321	-5.142606969	2.082288008	0.406425157	0.9321049595	0.6665097852	4.422371155	-11.86011578	5.475260605	0.8810514578	0.9674290517	0.1089783634	-3.192427585	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=3.71308 SE=11.2906 CI=[-18.4162,25.8423] p=0.7423 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.881855 SE=11.557 CI=[-23.5332,21.7695] p=0.9392 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-3.19243 SE=4.42237 CI=[-11.8601,5.47526] p=0.4704"	-1.530159481	-4.722587066	2.182923753	-2.412014715
summary_gm_k	83	132	49	0.5476714262	0.8693197737	-1.156164021	2.251506874	0.9366464388	0.9366464388	0.4172978279	-0.2285057259	0.3285155927	-0.8723844561	0.4153730042	0.4866979016	0.9321049595	5.762902173	0.7818806634	-1.337508912	1.727406969	0.123732928	0.9446676846	0.5476714262	0.1949490287	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=4.61916 SE=1.9917 CI=[0.715491,8.52283] p=0.02038 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.4093 SE=2.06032 CI=[-2.62885,5.44745] p=0.494 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.194949 SE=0.781881 CI=[-1.33751,1.72741] p=0.8031"	-0.2285057259	-0.03355669723	4.390654723	1.180796374
summary_gm_mad	83	132	49	0.8370230244	1.180683011	-1.477073155	3.151119203	0.01620325084	0.09073820469	10.29698344	-0.5042050222	0.5337382343	-1.550312739	0.5419026942	0.3448287894	0.9321049595	2.062297668	1.256719144	-2.747642218	2.178606303	0.5595777761	0.9674290517	0.8370230244	-0.2845179575	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.850815 SE=3.16359 CI=[-5.34971,7.05134] p=0.788 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=4.52744 SE=3.29248 CI=[-1.9257,10.9806] p=0.1691 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.284518 SE=1.25672 CI=[-2.74764,2.17861] p=0.8209"	-0.5042050222	-0.7887229797	0.346610228	4.023236773
summary_gm_mean	83	132	49	-4.189259179	9.813690381	-23.42373888	15.04522052	0.05653440163	0.172407776	7.540203465	-0.5635474957	4.615771316	-9.610293035	8.483198044	0.902826373	0.9970317604	0.8550109358	10.94751619	-19.63948083	23.2739941	0.8362688365	0.9674290517	-4.189259179	1.817256636	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=19.44 SE=27.3845 CI=[-34.2326,73.1126] p=0.4778 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=17.4724 SE=28.5699 CI=[-38.5235,73.4684] p=0.5408 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.81726 SE=10.9475 CI=[-19.6395,23.274] p=0.8682"	-0.5635474957	1.25370914	18.87642587	16.90889066
summary_gm_median	83	132	49	-3.311894308	9.230438546	-21.40322142	14.7794328	0.06465291601	0.172407776	7.23917172	-0.3011234235	4.380337864	-8.886427876	8.284181029	0.9451931256	0.9970317604	0.9882510933	10.37720075	-18.75947839	21.91840108	0.8040948155	0.9674290517	-3.311894308	1.579461345	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=19.5234 SE=25.9739 CI=[-31.3845,70.4313] p=0.4523 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=18.2674 SE=27.1055 CI=[-34.8584,71.3931] p=0.5004 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.57946 SE=10.3772 CI=[-18.7595,21.9184] p=0.879"	-0.3011234235	1.278337921	19.22229928	17.96627032
summary_gm_p05	83	132	49	-17.30279999	12.74488539	-42.28231634	7.676716357	0.1793198308	0.3138097038	4.899317372	0.6457323145	3.392717455	-6.003871708	7.295336337	0.8490513779	0.9970317604	0.9688827135	8.176700702	-8.484068266	23.56800951	0.8087808121	0.9674290517	-17.30279999	7.541970622	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-5.89318 SE=21.0532 CI=[-47.1566,35.3703] p=0.7795 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=1.87804 SE=21.3515 CI=[-39.9701,43.7262] p=0.9299 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=7.54197 SE=8.1767 CI=[-8.48407,23.568] p=0.3563"	0.6457323145	8.187702937	-5.247452117	2.523767432
summary_gm_p95	83	132	49	4.022006975	13.33939094	-22.12271884	30.16673279	0.1177076819	0.253524238	5.87783091	-1.591177805	6.682741442	-14.68911035	11.50675474	0.8118015539	0.9949413347	1.472503775	15.74602283	-33.75872379	27.96455152	0.6886308284	0.9674290517	4.022006975	-2.897086131	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=40.508 SE=39.2802 CI=[-36.4799,117.496] p=0.3024 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=24.2521 SE=41.1412 CI=[-56.3833,104.887] p=0.5555 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-2.89709 SE=15.746 CI=[-33.7587,27.9646] p=0.854"	-1.591177805	-4.488263936	38.91677862	22.66088412
summary_gm_stdv	83	132	49	6.233822773	4.805758324	-3.18529046	15.65293601	0.3032832725	0.4096470565	3.638136183	-1.090395356	1.799546379	-4.617441448	2.436650736	0.5445626325	0.9321049595	2.880049779	4.287075953	-12.97819373	3.826835202	0.4104912534	0.9611864791	6.233822773	-4.575679266	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=11.9394 SE=10.968 CI=[-9.55737,33.4363] p=0.2763 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=6.37522 SE=11.2456 CI=[-15.6658,28.4162] p=0.5708 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-4.57568 SE=4.28708 CI=[-12.9782,3.82684] p=0.2858"	-1.090395356	-5.666074622	10.8490487	5.284827041
summary_wm_k	83	132	49	-0.009786826802	0.06786337423	-0.1427965962	0.1232229426	0.3116035776	0.4096470565	3.571523298	-0.04811638623	0.02487698807	-0.09687438689	0.0006416144223	0.05309192219	0.4247353775	0.2776313278	0.05939534249	-0.1440366162	0.08878884804	0.9641790199	0.9817095475	-0.009786826802	-0.02762388409	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.0378126 SE=0.151478 CI=[-0.334704,0.259079] p=0.8029 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.0124712 SE=0.155333 CI=[-0.291976,0.316919] p=0.936 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.0276239 SE=0.0593953 CI=[-0.144037,0.0887888] p=0.6419"	-0.04811638623	-0.07574027032	-0.08592893745	-0.03564516155
summary_wm_mad	83	132	49	2.831291108	1.91933877	-0.9305437544	6.59312597	0.08136861014	0.1898600903	6.720276607	-0.3926418255	0.8183284075	-1.996536032	1.211252381	0.6313627864	0.9321049595	4.091982225	1.937800422	-5.883929943	1.712108131	0.2517014815	0.9446676846	2.831291108	-2.085910906	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=7.3767 SE=4.98515 CI=[-2.39402,17.1474] p=0.1389 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=3.38381 SE=5.08045 CI=[-6.57369,13.3413] p=0.5054 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-2.08591 SE=1.9378 CI=[-5.88393,1.71211] p=0.2817"	-0.3926418255	-2.478552731	6.984058259	2.991167392
summary_wm_mean	83	132	49	-1.823860041	8.528812779	-18.54002592	14.89230584	0.1705158901	0.311471178	5.017559055	-0.1631016053	4.188952549	-8.373297735	8.047094524	0.96894131	0.9970317604	0.7047336501	9.926796686	-19.92935665	18.98297132	0.872089986	0.9674290517	-1.823860041	-0.4731926639	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.0885946 SE=24.5847 CI=[-48.2736,48.0964] p=0.9971 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=21.5486 SE=25.9128 CI=[-29.2395,72.3367] p=0.4056 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-0.473193 SE=9.9268 CI=[-19.9294,18.983] p=0.962"	-0.1631016053	-0.6362942692	-0.2516961967	21.38548944
summary_wm_median	83	132	49	-1.435121532	8.116196232	-17.34257384	14.47233077	0.3703079941	0.4412180355	3.141574772	0.08027478869	3.976193025	-7.712920337	7.873469914	0.9838927176	0.9970317604	0.8106291052	9.438653903	-17.92137536	19.07746806	0.8469230389	0.9674290517	-1.435121532	0.5780463502	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-5.29384 SE=23.3361 CI=[-51.0318,40.4441] p=0.8205 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=21.2681 SE=24.6103 CI=[-26.9671,69.5033] p=0.3875 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.578046 SE=9.43865 CI=[-17.9214,19.0775] p=0.9512"	0.08027478869	0.6583211389	-5.213567857	21.34837022
summary_wm_p05	83	132	49	-4.646404894	8.509130496	-21.32399421	12.03118442	0.05347878875	0.172407776	7.664510197	1.290786475	3.765598772	-6.089651499	8.671224449	0.7317610705	0.9722204101	0.6719003611	8.94851802	-17.43950158	17.63804449	0.8797925085	0.9674290517	-4.646404894	0.09927145699	True		ok	"C(cohort, Treatment(""Control""))[T.Data_ON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=-5.64117 SE=22.4629 CI=[-49.6677,38.3854] p=0.8017 || C(cohort, Treatment(""Control""))[T.Data_TON]:C(session, Treatment(""ses-01""))[T.ses-02]: est=18.1094 SE=23.4485 CI=[-27.8489,64.0677] p=0.4399 || C(cohort, Treatment(""Control""))[T.Glaucoma]:C(session, Treatment(""ses-01""))[T.ses-02]: est=0.0992715 SE=8.94852 CI=[-17.4395,17.638] p=0.9911"	1.290786475	1.390057932	-4.350379148	19.40015582
