path_original	path_resolved	exists	subject_source	session_source	extension	inventory_category	paradigm	role	size_bytes	contents_summary	potential_bids_destination
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/July-30-2024_ 9-50-34_AM__scan_info_for_subject_SUB031__selected_run_is_5__fmri_number_is4.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/July-30-2024_ 9-50-34_AM__scan_info_for_subject_SUB031__selected_run_is_5__fmri_number_is4.mat	True	SUBC031	ses-02	.mat	stimulus	task-fmri	scan_info_triggers	75259	scan.runs.triggerTimes (+vbl); primary onset source	bids/stimuli/July-30-2024__9-50-34_AM__scan_info_for_subject_SUB031__selected_run_is_5__fmri_number_is4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/fMRI_1.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/fMRI_1.mat	True	SUBC031	ses-02	.mat	stimulus	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/stimuli/fMRI_1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/fMRI_2.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/fMRI_2.mat	True	SUBC031	ses-02	.mat	stimulus	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/stimuli/fMRI_2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/fMRI_3.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/fMRI_3.mat	True	SUBC031	ses-02	.mat	stimulus	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/stimuli/fMRI_3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/fMRI_4.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/fMRI_4.mat	True	SUBC031	ses-02	.mat	stimulus	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/stimuli/fMRI_4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/runs_random.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/runs_random.mat	True	SUBC031	ses-02	.mat	stimulus	task-fmri	runs_random_workspace	140879	paradigm/runParadigmFinal, Stim_order, fMRI_number, run_number, vbl	bids/stimuli/runs_random.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/runs_random_record_SUB031.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/Results/runs_random_record_SUB031.mat	True	SUBC031	ses-02	.mat	stimulus	task-fmri	runs_random_workspace	195	paradigm/runParadigmFinal, Stim_order, fMRI_number, run_number, vbl	bids/stimuli/runs_random_record_SUB031.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/main.m	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/main.m	True	SUBC031	ses-02	.m	stimulus	task-fmri	stimulus_script	16513	Psychtoolbox presentation / timing definition	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/presentStimParams.m	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/2-Grating/presentStimParams.m	True	SUBC031	ses-02	.m	stimulus	task-fmri	stimulus_script	3205	Psychtoolbox presentation / timing definition	bids/stimuli/presentStimParams.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/Results/July-30-2024_ 9-51-43_AM_Subject_is_SUB031_selected_run_id_1.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/Results/July-30-2024_ 9-51-43_AM_Subject_is_SUB031_selected_run_id_1.mat	True	SUBC031	ses-02	.mat	task_timing	task-movie	movie_run_selection_log	824	run_id, change_eye; NO triggerTimes/frame onsets	bids/sub-030/ses-02/func/July-30-2024__9-51-43_AM_Subject_is_SUB031_selected_run_id_1_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/Results/July-30-2024_ 9-55-46_AM_Subject_is_SUB031_selected_run_id_2.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/Results/July-30-2024_ 9-55-46_AM_Subject_is_SUB031_selected_run_id_2.mat	True	SUBC031	ses-02	.mat	task_timing	task-movie	movie_run_selection_log	825	run_id, change_eye; NO triggerTimes/frame onsets	bids/sub-030/ses-02/func/July-30-2024__9-55-46_AM_Subject_is_SUB031_selected_run_id_2_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/Results/July-30-2024_ 9-59-34_AM_Subject_is_SUB031_selected_run_id_3.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/Results/July-30-2024_ 9-59-34_AM_Subject_is_SUB031_selected_run_id_3.mat	True	SUBC031	ses-02	.mat	task_timing	task-movie	movie_run_selection_log	825	run_id, change_eye; NO triggerTimes/frame onsets	bids/sub-030/ses-02/func/July-30-2024__9-59-34_AM_Subject_is_SUB031_selected_run_id_3_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/Results/July-30-2024_10-03-17_AM_Subject_is_SUB031_selected_run_id_4.mat	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/Results/July-30-2024_10-03-17_AM_Subject_is_SUB031_selected_run_id_4.mat	True	SUBC031	ses-02	.mat	task_timing	task-movie	movie_run_selection_log	825	run_id, change_eye; NO triggerTimes/frame onsets	bids/sub-030/ses-02/func/July-30-2024_10-03-17_AM_Subject_is_SUB031_selected_run_id_4_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/Show_movie.m	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/Show_movie.m	True	SUBC031	ses-02	.m	stimulus	task-movie	stimulus_script	4743	Movie selection + playback (trigger t; no saved timing)	bids/stimuli/Show_movie.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/main.m	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/3-Movie_Data/main.m	True	SUBC031	ses-02	.m	stimulus	task-movie	stimulus_script	3446	Movie selection + playback (trigger t; no saved timing)	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/4-resting state/main.m	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/SUBC031_Session2_2024JUL30_MATLAB/4-resting state/main.m	True	SUBC031	ses-02	.m	unknown	task-rest	stimulus_script	6305	Fixation rest presentation	reports/associated_data/unclassified/sub-030/ses-02/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/peripheral/SUBC31-Session2-2024JUL30.ecg	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/peripheral/SUBC31-Session2-2024JUL30.ecg	True	SUBC031	ses-02	.ecg	physiology	other	physiology	86047		bids/sub-030/ses-02/func/SUBC31-Session2-2024JUL30_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/peripheral/SUBC31-Session2-2024JUL30.puls	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/peripheral/SUBC31-Session2-2024JUL30.puls	True	SUBC031	ses-02	.puls	physiology	other	physiology	5674584		bids/sub-030/ses-02/func/SUBC31-Session2-2024JUL30_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC031_Session2_2024JUL30/peripheral/SUBC31-Session2-2024JUL30.resp	/project/def-amirs/raw_original/Control/SUBC031_Session2_2024JUL30/peripheral/SUBC31-Session2-2024JUL30.resp	True	SUBC031	ses-02	.resp	physiology	other	physiology	5611511		bids/sub-030/ses-02/func/SUBC31-Session2-2024JUL30_physio.tsv.gz
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/1-Check_FOV_and_EyeTracking/main.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/1-Check_FOV_and_EyeTracking/main.m	True	SUBC035	ses-02	.m	eye_tracking	other	eye_tracking	18043		bids/sub-034/ses-02/eyetrack/main_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/1-Check_FOV_and_EyeTracking/updated_main_eyetracking.m	True	SUBC035	ses-02	.m	eye_tracking	other	eye_tracking	12568		bids/sub-034/ses-02/eyetrack/updated_main_eyetracking_eyetrack.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/CheckerFlickerSine.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/CheckerFlickerSine.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	6004	Psychtoolbox presentation / timing definition	bids/stimuli/CheckerFlickerSine.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/CheckerFlickerSquare.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/CheckerFlickerSquare.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	6062	Psychtoolbox presentation / timing definition	bids/stimuli/CheckerFlickerSquare.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/CheckerMoveSine.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/CheckerMoveSine.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	4276	Psychtoolbox presentation / timing definition	bids/stimuli/CheckerMoveSine.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/CheckerMoveSquare.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/CheckerMoveSquare.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	4301	Psychtoolbox presentation / timing definition	bids/stimuli/CheckerMoveSquare.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GratingStimulus1.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GratingStimulus1.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	489	Psychtoolbox presentation / timing definition	bids/stimuli/GratingStimulus1.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GratingStimulus2.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GratingStimulus2.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	485	Psychtoolbox presentation / timing definition	bids/stimuli/GratingStimulus2.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GratingStimulus3.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GratingStimulus3.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	483	Psychtoolbox presentation / timing definition	bids/stimuli/GratingStimulus3.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GratingStimulus4.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GratingStimulus4.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	499	Psychtoolbox presentation / timing definition	bids/stimuli/GratingStimulus4.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GratingStimulus5.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GratingStimulus5.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	497	Psychtoolbox presentation / timing definition	bids/stimuli/GratingStimulus5.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GreenLevel.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/GreenLevel.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	display_calibration	1936	RGB gun levels	bids/stimuli/GreenLevel.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/RandomGenerator.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/RandomGenerator.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	1178	Psychtoolbox presentation / timing definition	bids/stimuli/RandomGenerator.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/RedLevel.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/RedLevel.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	display_calibration	1936	RGB gun levels	bids/stimuli/RedLevel.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-04-24_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-04-24_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	True	SUBC035	ses-02	.mat	task_timing	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/sub-034/ses-02/func/August-27-2024__6-04-24_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_1_is_11___6__10__12___1___5___9___2___4___7___3___8_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-09-24_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_1__fmri_number_is1.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-09-24_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_1__fmri_number_is1.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	scan_info_triggers	74272	scan.runs.triggerTimes (+vbl); primary onset source	bids/stimuli/August-27-2024__6-09-24_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_1__fmri_number_is1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-09-53_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-09-53_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	True	SUBC035	ses-02	.mat	task_timing	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/sub-034/ses-02/func/August-27-2024__6-09-53_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_2_is_6___9__10___3___7___5___1__12___8___4___2__11_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-13-43_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_4__fmri_number_is2.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-13-43_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_4__fmri_number_is2.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	scan_info_triggers	74261	scan.runs.triggerTimes (+vbl); primary onset source	bids/stimuli/August-27-2024__6-13-43_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_4__fmri_number_is2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-15-35_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-15-35_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	True	SUBC035	ses-02	.mat	task_timing	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/sub-034/ses-02/func/August-27-2024__6-15-35_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_3_is_3___1___7___8___9___4__12__11___6___2__10___5_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-19-30_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_2__fmri_number_is3.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-19-30_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_2__fmri_number_is3.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	scan_info_triggers	74269	scan.runs.triggerTimes (+vbl); primary onset source	bids/stimuli/August-27-2024__6-19-30_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_2__fmri_number_is3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-19-47_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-19-47_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	True	SUBC035	ses-02	.mat	task_timing	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/sub-034/ses-02/func/August-27-2024__6-19-47_PM__Subject_is_SUBC035_Session02_2024AUG27__sequence_of_stimuli_for_fMRI_number_4_is_12___3__10___6__11___7___1___2___5___8___9___4_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-23-38_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_5__fmri_number_is4.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/August-27-2024_ 6-23-38_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_5__fmri_number_is4.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	scan_info_triggers	74266	scan.runs.triggerTimes (+vbl); primary onset source	bids/stimuli/August-27-2024__6-23-38_PM__scan_info_for_subject_SUBC035_Session02_2024AUG27__selected_run_is_5__fmri_number_is4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/fMRI_1.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/fMRI_1.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/stimuli/fMRI_1.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/fMRI_2.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/fMRI_2.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/stimuli/fMRI_2.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/fMRI_3.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/fMRI_3.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/stimuli/fMRI_3.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/fMRI_4.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/fMRI_4.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	stim_order	205	Stim_order_selected (12 conditions)	bids/stimuli/fMRI_4.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	runs_random_workspace	138931	paradigm/runParadigmFinal, Stim_order, fMRI_number, run_number, vbl	bids/stimuli/runs_random.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random_record_SUBC035.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/Results/runs_random_record_SUBC035.mat	True	SUBC035	ses-02	.mat	stimulus	task-fmri	runs_random_workspace	195	paradigm/runParadigmFinal, Stim_order, fMRI_number, run_number, vbl	bids/stimuli/runs_random_record_SUBC035.mat
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/main.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/main.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	16513	Psychtoolbox presentation / timing definition	bids/stimuli/main.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/presentStimParams.m	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/2-Grating/presentStimParams.m	True	SUBC035	ses-02	.m	stimulus	task-fmri	stimulus_script	3205	Psychtoolbox presentation / timing definition	bids/stimuli/presentStimParams.m
/lustre07/scratch/alexrees/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/3-Movie_Data/Results/August-27-2024_ 6-25-15_PM_Subject_is_SUBC035_Session02_2024AUG27_selected_run_id_1.mat	/project/def-amirs/raw_original/Control/SUBC035_Session02_2024AUG27/SUBC035_Session02_2024AUG27_matlab/3-Movie_Data/Results/August-27-2024_ 6-25-15_PM_Subject_is_SUBC035_Session02_2024AUG27_selected_run_id_1.mat	True	SUBC035	ses-02	.mat	task_timing	task-movie	movie_run_selection_log	871	run_id, change_eye; NO triggerTimes/frame onsets	bids/sub-034/ses-02/func/August-27-2024__6-25-15_PM_Subject_is_SUBC035_Session02_2024AUG27_selected_run_id_1_events.tsv
