participant_id	session_id	bids_run	has_events_tsv	reconstruction_status	in_level1_session	can_reconstruct_complete_events	blockers
sub-033	ses-01	05	True	already_released	True	YES	
sub-033	ses-01	03	True	already_released	True	YES	
sub-033	ses-01	01	True	already_released	True	YES	
sub-012	ses-01	01	True	already_released	True	YES	
sub-012	ses-01	03	False	reconstructable_with_mapping_fix	True	YES	
sub-012	ses-01	05	False	reconstructable_with_mapping_fix	True	YES	
sub-012	ses-01	07	True	already_released	True	YES	
sub-012	ses-01	09	True	already_released	True	YES	
sub-012	ses-02	01	True	already_released	True	YES	
sub-012	ses-02	03	True	already_released	True	YES	
sub-012	ses-02	05	True	already_released	True	YES	
sub-012	ses-02	07	True	already_released	True	YES	
sub-065	ses-01	03	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-065	ses-01	01	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-065	ses-01	07	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-065	ses-01	05	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-081	ses-01	01	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-081	ses-01	03	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-081	ses-01	05	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-081	ses-01	07	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-018	ses-01	05	True	already_released	True	YES	
sub-018	ses-01	07	True	already_released	True	YES	
sub-018	ses-01	01	True	already_released	True	YES	
sub-018	ses-01	03	True	already_released	True	YES	
sub-057	ses-01	07	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-057	ses-01	05	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-057	ses-01	03	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-057	ses-01	01	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
