participant_id	session_id	bids_run	has_events_tsv	reconstruction_status	in_level1_session	can_reconstruct_complete_events	blockers
sub-020	ses-01	07	True	already_released	True	YES	
sub-020	ses-01	05	False	reconstructable_with_mapping_fix	True	YES	
sub-020	ses-01	03	True	already_released	True	YES	
sub-020	ses-01	01	True	already_released	True	YES	
sub-027	ses-01	03	True	already_released	True	YES	
sub-027	ses-01	01	True	already_released	True	YES	
sub-027	ses-01	07	True	already_released	True	YES	
sub-027	ses-01	05	True	already_released	True	YES	
sub-027	ses-02	07	True	already_released	True	YES	
sub-027	ses-02	05	True	already_released	True	YES	
sub-027	ses-02	03	True	already_released	True	YES	
sub-027	ses-02	01	True	already_released	True	YES	
sub-050	ses-01	01	True	already_released	True	YES	
sub-050	ses-01	03	True	already_released	True	YES	
sub-050	ses-01	05	True	already_released	True	YES	
sub-050	ses-01	07	True	already_released	True	YES	
sub-062	ses-01	05	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-062	ses-01	07	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-062	ses-01	01	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-062	ses-01	03	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-015	ses-02	05	True	already_released	True	YES	
sub-015	ses-02	07	True	already_released	True	YES	
sub-015	ses-02	01	True	already_released	True	YES	
sub-015	ses-02	03	True	already_released	True	YES	
sub-015	ses-01	03	True	already_released	True	YES	
sub-015	ses-01	01	True	already_released	True	YES	
sub-015	ses-01	07	True	already_released	True	YES	
sub-015	ses-01	05	True	already_released	True	YES	
sub-068	ses-01	01	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-068	ses-01	03	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-068	ses-01	05	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-068	ses-01	07	False	sources_uncertain_or_absent	False	UNCERTAIN	not in Level-1 events plan for this session
sub-049	ses-02	01	True	already_released	True	YES	
sub-049	ses-02	03	True	already_released	True	YES	
sub-049	ses-02	05	True	already_released	True	YES	
sub-049	ses-02	07	True	already_released	True	YES	
sub-049	ses-01	03	True	already_released	True	YES	
sub-049	ses-01	01	True	already_released	True	YES	
sub-049	ses-01	07	True	already_released	True	YES	
