subject	session	release_relative_path	original_release_size	replacement_file	status	json_source	notes
sub-068	ses-01	sub-068/ses-01/anat/sub-068_ses-01_run-01_TB1TFL.nii.gz	83508	/home/alexrees/scratch/derivatives/defacing/sub-068/ses-01/anat/sub-068_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 83508 -> 83912
sub-068	ses-01	sub-068/ses-01/anat/sub-068_ses-01_run-02_TB1TFL.nii.gz	79593	/home/alexrees/scratch/derivatives/defacing/sub-068/ses-01/anat/sub-068_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 79593 -> 24661
sub-068	ses-02	sub-068/ses-02/anat/sub-068_ses-02_run-01_TB1TFL.nii.gz	84112	/home/alexrees/scratch/derivatives/defacing/sub-068/ses-02/anat/sub-068_ses-02_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 84112 -> 83863
sub-068	ses-02	sub-068/ses-02/anat/sub-068_ses-02_run-02_TB1TFL.nii.gz	80370	/home/alexrees/scratch/derivatives/defacing/sub-068/ses-02/anat/sub-068_ses-02_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 80370 -> 14607
sub-069	ses-01	sub-069/ses-01/anat/sub-069_ses-01_run-01_TB1TFL.nii.gz	85515	/home/alexrees/scratch/derivatives/defacing/sub-069/ses-01/anat/sub-069_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 85515 -> 87383
sub-069	ses-01	sub-069/ses-01/anat/sub-069_ses-01_run-02_TB1TFL.nii.gz	79386	/home/alexrees/scratch/derivatives/defacing/sub-069/ses-01/anat/sub-069_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 79386 -> 22783
sub-069	ses-02	sub-069/ses-02/anat/sub-069_ses-02_run-01_TB1TFL.nii.gz	87219	/home/alexrees/scratch/derivatives/defacing/sub-069/ses-02/anat/sub-069_ses-02_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 87219 -> 89475
sub-069	ses-02	sub-069/ses-02/anat/sub-069_ses-02_run-02_TB1TFL.nii.gz	79382	/home/alexrees/scratch/derivatives/defacing/sub-069/ses-02/anat/sub-069_ses-02_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 79382 -> 19296
sub-071	ses-01	sub-071/ses-01/anat/sub-071_ses-01_run-01_TB1TFL.nii.gz	86109	/home/alexrees/scratch/derivatives/defacing/sub-071/ses-01/anat/sub-071_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 86109 -> 86774
sub-071	ses-01	sub-071/ses-01/anat/sub-071_ses-01_run-02_TB1TFL.nii.gz	80712	/home/alexrees/scratch/derivatives/defacing/sub-071/ses-01/anat/sub-071_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 80712 -> 19840
sub-072	ses-01	sub-072/ses-01/anat/sub-072_ses-01_run-01_TB1TFL.nii.gz	84414	/home/alexrees/scratch/derivatives/defacing/sub-072/ses-01/anat/sub-072_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 84414 -> 96526
sub-072	ses-01	sub-072/ses-01/anat/sub-072_ses-01_run-02_TB1TFL.nii.gz	77975	/home/alexrees/scratch/derivatives/defacing/sub-072/ses-01/anat/sub-072_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 77975 -> 14200
sub-072	ses-02	sub-072/ses-02/anat/sub-072_ses-02_run-01_TB1TFL.nii.gz	86477	/home/alexrees/scratch/derivatives/defacing/sub-072/ses-02/anat/sub-072_ses-02_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 86477 -> 87441
sub-072	ses-02	sub-072/ses-02/anat/sub-072_ses-02_run-02_TB1TFL.nii.gz	79602	/home/alexrees/scratch/derivatives/defacing/sub-072/ses-02/anat/sub-072_ses-02_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 79602 -> 20532
sub-073	ses-01	sub-073/ses-01/anat/sub-073_ses-01_run-01_TB1TFL.nii.gz	82639	/home/alexrees/scratch/derivatives/defacing/sub-073/ses-01/anat/sub-073_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 82639 -> 80390
sub-073	ses-01	sub-073/ses-01/anat/sub-073_ses-01_run-02_TB1TFL.nii.gz	78443	/home/alexrees/scratch/derivatives/defacing/sub-073/ses-01/anat/sub-073_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 78443 -> 22434
sub-073	ses-02	sub-073/ses-02/anat/sub-073_ses-02_run-01_TB1TFL.nii.gz	84114	/home/alexrees/scratch/derivatives/defacing/sub-073/ses-02/anat/sub-073_ses-02_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 84114 -> 80892
sub-073	ses-02	sub-073/ses-02/anat/sub-073_ses-02_run-02_TB1TFL.nii.gz	79335	/home/alexrees/scratch/derivatives/defacing/sub-073/ses-02/anat/sub-073_ses-02_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 79335 -> 18018
sub-074	ses-01	sub-074/ses-01/anat/sub-074_ses-01_run-01_TB1TFL.nii.gz	86817	/home/alexrees/scratch/derivatives/defacing/sub-074/ses-01/anat/sub-074_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 86817 -> 89009
sub-074	ses-01	sub-074/ses-01/anat/sub-074_ses-01_run-02_TB1TFL.nii.gz	79119	/home/alexrees/scratch/derivatives/defacing/sub-074/ses-01/anat/sub-074_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 79119 -> 27588
sub-074	ses-02	sub-074/ses-02/anat/sub-074_ses-02_run-01_TB1TFL.nii.gz	86724	/home/alexrees/scratch/derivatives/defacing/sub-074/ses-02/anat/sub-074_ses-02_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 86724 -> 88978
sub-074	ses-02	sub-074/ses-02/anat/sub-074_ses-02_run-02_TB1TFL.nii.gz	78774	/home/alexrees/scratch/derivatives/defacing/sub-074/ses-02/anat/sub-074_ses-02_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 78774 -> 22298
sub-075	ses-01	sub-075/ses-01/anat/sub-075_ses-01_run-01_TB1TFL.nii.gz	85639	/home/alexrees/scratch/derivatives/defacing/sub-075/ses-01/anat/sub-075_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 85639 -> 82895
sub-075	ses-01	sub-075/ses-01/anat/sub-075_ses-01_run-02_TB1TFL.nii.gz	79413	/home/alexrees/scratch/derivatives/defacing/sub-075/ses-01/anat/sub-075_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 79413 -> 23391
sub-076	ses-01	sub-076/ses-01/anat/sub-076_ses-01_run-01_TB1TFL.nii.gz	88984	/home/alexrees/scratch/derivatives/defacing/sub-076/ses-01/anat/sub-076_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 88984 -> 92185
sub-076	ses-01	sub-076/ses-01/anat/sub-076_ses-01_run-02_TB1TFL.nii.gz	81208	/home/alexrees/scratch/derivatives/defacing/sub-076/ses-01/anat/sub-076_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 81208 -> 18932
sub-077	ses-01	sub-077/ses-01/anat/sub-077_ses-01_run-01_TB1TFL.nii.gz	82425	/home/alexrees/scratch/derivatives/defacing/sub-077/ses-01/anat/sub-077_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 82425 -> 76146
sub-077	ses-01	sub-077/ses-01/anat/sub-077_ses-01_run-02_TB1TFL.nii.gz	80624	/home/alexrees/scratch/derivatives/defacing/sub-077/ses-01/anat/sub-077_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 80624 -> 21513
sub-078	ses-01	sub-078/ses-01/anat/sub-078_ses-01_run-01_TB1TFL.nii.gz	85413	/home/alexrees/scratch/derivatives/defacing/sub-078/ses-01/anat/sub-078_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 85413 -> 81102
sub-078	ses-01	sub-078/ses-01/anat/sub-078_ses-01_run-02_TB1TFL.nii.gz	80764	/home/alexrees/scratch/derivatives/defacing/sub-078/ses-01/anat/sub-078_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 80764 -> 15337
sub-079	ses-01	sub-079/ses-01/anat/sub-079_ses-01_run-01_TB1TFL.nii.gz	86829	/home/alexrees/scratch/derivatives/defacing/sub-079/ses-01/anat/sub-079_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 86829 -> 88486
sub-079	ses-01	sub-079/ses-01/anat/sub-079_ses-01_run-02_TB1TFL.nii.gz	80368	/home/alexrees/scratch/derivatives/defacing/sub-079/ses-01/anat/sub-079_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 80368 -> 15563
sub-080	ses-01	sub-080/ses-01/anat/sub-080_ses-01_run-01_TB1TFL.nii.gz	85845	/home/alexrees/scratch/derivatives/defacing/sub-080/ses-01/anat/sub-080_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 85845 -> 89135
sub-080	ses-01	sub-080/ses-01/anat/sub-080_ses-01_run-02_TB1TFL.nii.gz	79347	/home/alexrees/scratch/derivatives/defacing/sub-080/ses-01/anat/sub-080_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 79347 -> 23646
sub-081	ses-01	sub-081/ses-01/anat/sub-081_ses-01_run-01_TB1TFL.nii.gz	85736	/home/alexrees/scratch/derivatives/defacing/sub-081/ses-01/anat/sub-081_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 85736 -> 82492
sub-081	ses-01	sub-081/ses-01/anat/sub-081_ses-01_run-02_TB1TFL.nii.gz	80571	/home/alexrees/scratch/derivatives/defacing/sub-081/ses-01/anat/sub-081_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 80571 -> 23164
sub-081	ses-02	sub-081/ses-02/anat/sub-081_ses-02_run-01_TB1TFL.nii.gz	86982	/home/alexrees/scratch/derivatives/defacing/sub-081/ses-02/anat/sub-081_ses-02_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 86982 -> 21102
sub-081	ses-02	sub-081/ses-02/anat/sub-081_ses-02_run-02_TB1TFL.nii.gz	65787	/home/alexrees/scratch/derivatives/defacing/sub-081/ses-02/anat/sub-081_ses-02_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 65787 -> 69851
sub-081	ses-02	sub-081/ses-02/anat/sub-081_ses-02_run-03_TB1TFL.nii.gz	64090	/home/alexrees/scratch/derivatives/defacing/sub-081/ses-02/anat/sub-081_ses-02_run-03_TB1TFL.nii.gz	REPLACED	defacing	size 64090 -> 68601
sub-081	ses-02	sub-081/ses-02/anat/sub-081_ses-02_run-04_TB1TFL.nii.gz	84260	/home/alexrees/scratch/derivatives/defacing/sub-081/ses-02/anat/sub-081_ses-02_run-04_TB1TFL.nii.gz	REPLACED	defacing	size 84260 -> 19472
sub-082	ses-01	sub-082/ses-01/anat/sub-082_ses-01_run-01_TB1TFL.nii.gz	87624	/home/alexrees/scratch/derivatives/defacing/sub-082/ses-01/anat/sub-082_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 87624 -> 91035
sub-082	ses-01	sub-082/ses-01/anat/sub-082_ses-01_run-02_TB1TFL.nii.gz	80510	/home/alexrees/scratch/derivatives/defacing/sub-082/ses-01/anat/sub-082_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 80510 -> 14070
sub-083	ses-01	sub-083/ses-01/anat/sub-083_ses-01_run-01_TB1TFL.nii.gz	86076	/home/alexrees/scratch/derivatives/defacing/sub-083/ses-01/anat/sub-083_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 86076 -> 87453
sub-083	ses-01	sub-083/ses-01/anat/sub-083_ses-01_run-02_TB1TFL.nii.gz	80641	/home/alexrees/scratch/derivatives/defacing/sub-083/ses-01/anat/sub-083_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 80641 -> 28323
sub-084	ses-01	sub-084/ses-01/anat/sub-084_ses-01_run-01_TB1TFL.nii.gz	85581	/home/alexrees/scratch/derivatives/defacing/sub-084/ses-01/anat/sub-084_ses-01_run-01_TB1TFL.nii.gz	REPLACED	defacing	size 85581 -> 87336
sub-084	ses-01	sub-084/ses-01/anat/sub-084_ses-01_run-02_TB1TFL.nii.gz	79853	/home/alexrees/scratch/derivatives/defacing/sub-084/ses-01/anat/sub-084_ses-01_run-02_TB1TFL.nii.gz	REPLACED	defacing	size 79853 -> 20297
