participant	session	modality	nifti_path	json_path	release_json_relative	json_exists	status	detail
sub-016	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-016/ses-02/anat/sub-016_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-016/ses-02/anat/sub-016_ses-02_run-02_T1w.json	sub-016/ses-02/anat/sub-016_ses-02_run-02_T1w.json	yes	OK	
sub-016	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-016/ses-02/anat/sub-016_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-016/ses-02/anat/sub-016_ses-02_run-03_T1w.json	sub-016/ses-02/anat/sub-016_ses-02_run-03_T1w.json	yes	OK	
sub-017	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-01_T1w.json	sub-017/ses-01/anat/sub-017_ses-01_run-01_T1w.json	yes	OK	
sub-017	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-02_T1w.json	sub-017/ses-01/anat/sub-017_ses-01_run-02_T1w.json	yes	OK	
sub-017	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-03_T1w.json	sub-017/ses-01/anat/sub-017_ses-01_run-03_T1w.json	yes	OK	
sub-017	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-01_T1w.json	sub-017/ses-02/anat/sub-017_ses-02_run-01_T1w.json	yes	OK	
sub-017	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-02_T1w.json	sub-017/ses-02/anat/sub-017_ses-02_run-02_T1w.json	yes	OK	
sub-017	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-03_T1w.json	sub-017/ses-02/anat/sub-017_ses-02_run-03_T1w.json	yes	OK	
sub-018	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-018/ses-01/anat/sub-018_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-018/ses-01/anat/sub-018_ses-01_run-01_T1w.json	sub-018/ses-01/anat/sub-018_ses-01_run-01_T1w.json	yes	OK	
sub-018	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-018/ses-01/anat/sub-018_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-018/ses-01/anat/sub-018_ses-01_run-02_T1w.json	sub-018/ses-01/anat/sub-018_ses-01_run-02_T1w.json	yes	OK	
sub-019	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-01_T1w.json	sub-019/ses-01/anat/sub-019_ses-01_run-01_T1w.json	yes	OK	
sub-019	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-02_T1w.json	sub-019/ses-01/anat/sub-019_ses-01_run-02_T1w.json	yes	OK	
sub-019	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-03_T1w.json	sub-019/ses-01/anat/sub-019_ses-01_run-03_T1w.json	yes	OK	
sub-019	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-01_T1w.json	sub-019/ses-02/anat/sub-019_ses-02_run-01_T1w.json	yes	OK	
sub-019	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-02_T1w.json	sub-019/ses-02/anat/sub-019_ses-02_run-02_T1w.json	yes	OK	
sub-019	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-019/ses-02/anat/sub-019_ses-02_run-03_T1w.json	sub-019/ses-02/anat/sub-019_ses-02_run-03_T1w.json	yes	OK	
sub-020	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-01_T1w.json	sub-020/ses-01/anat/sub-020_ses-01_run-01_T1w.json	yes	OK	
sub-020	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-02_T1w.json	sub-020/ses-01/anat/sub-020_ses-01_run-02_T1w.json	yes	OK	
sub-020	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-020/ses-01/anat/sub-020_ses-01_run-03_T1w.json	sub-020/ses-01/anat/sub-020_ses-01_run-03_T1w.json	yes	OK	
sub-021	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-01_T1w.json	sub-021/ses-01/anat/sub-021_ses-01_run-01_T1w.json	yes	OK	
sub-021	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-02_T1w.json	sub-021/ses-01/anat/sub-021_ses-01_run-02_T1w.json	yes	OK	
sub-021	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-03_T1w.json	sub-021/ses-01/anat/sub-021_ses-01_run-03_T1w.json	yes	OK	
sub-021	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-01_T1w.json	sub-021/ses-02/anat/sub-021_ses-02_run-01_T1w.json	yes	OK	
sub-021	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-02_T1w.json	sub-021/ses-02/anat/sub-021_ses-02_run-02_T1w.json	yes	OK	
sub-021	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-03_T1w.json	sub-021/ses-02/anat/sub-021_ses-02_run-03_T1w.json	yes	OK	
sub-022	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-022/ses-01/anat/sub-022_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-022/ses-01/anat/sub-022_ses-01_run-01_T1w.json	sub-022/ses-01/anat/sub-022_ses-01_run-01_T1w.json	yes	OK	
sub-022	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-022/ses-01/anat/sub-022_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-022/ses-01/anat/sub-022_ses-01_run-02_T1w.json	sub-022/ses-01/anat/sub-022_ses-01_run-02_T1w.json	yes	OK	
sub-022	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-01_T1w.json	sub-022/ses-02/anat/sub-022_ses-02_run-01_T1w.json	yes	OK	
sub-022	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-02_T1w.json	sub-022/ses-02/anat/sub-022_ses-02_run-02_T1w.json	yes	OK	
sub-022	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-03_T1w.json	sub-022/ses-02/anat/sub-022_ses-02_run-03_T1w.json	yes	OK	
sub-023	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-01_T1w.json	sub-023/ses-01/anat/sub-023_ses-01_run-01_T1w.json	yes	OK	
sub-023	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-02_T1w.json	sub-023/ses-01/anat/sub-023_ses-01_run-02_T1w.json	yes	OK	
sub-023	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-03_T1w.json	sub-023/ses-01/anat/sub-023_ses-01_run-03_T1w.json	yes	OK	
sub-023	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-01_T1w.json	sub-023/ses-02/anat/sub-023_ses-02_run-01_T1w.json	yes	OK	
sub-023	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-02_T1w.json	sub-023/ses-02/anat/sub-023_ses-02_run-02_T1w.json	yes	OK	
sub-023	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-03_T1w.json	sub-023/ses-02/anat/sub-023_ses-02_run-03_T1w.json	yes	OK	
sub-024	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-024/ses-01/anat/sub-024_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-024/ses-01/anat/sub-024_ses-01_run-01_T1w.json	sub-024/ses-01/anat/sub-024_ses-01_run-01_T1w.json	yes	OK	
sub-024	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-01_T1w.json	sub-024/ses-02/anat/sub-024_ses-02_run-01_T1w.json	yes	OK	
sub-024	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-02_T1w.json	sub-024/ses-02/anat/sub-024_ses-02_run-02_T1w.json	yes	OK	
sub-024	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-03_T1w.json	sub-024/ses-02/anat/sub-024_ses-02_run-03_T1w.json	yes	OK	
sub-025	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-01_T1w.json	sub-025/ses-01/anat/sub-025_ses-01_run-01_T1w.json	yes	OK	
sub-025	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-02_T1w.json	sub-025/ses-01/anat/sub-025_ses-01_run-02_T1w.json	yes	OK	
sub-025	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-03_T1w.json	sub-025/ses-01/anat/sub-025_ses-01_run-03_T1w.json	yes	OK	
sub-025	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-01_T1w.json	sub-025/ses-02/anat/sub-025_ses-02_run-01_T1w.json	yes	OK	
sub-025	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-02_T1w.json	sub-025/ses-02/anat/sub-025_ses-02_run-02_T1w.json	yes	OK	
sub-025	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-03_T1w.json	sub-025/ses-02/anat/sub-025_ses-02_run-03_T1w.json	yes	OK	
sub-026	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-01_T1w.json	sub-026/ses-01/anat/sub-026_ses-01_run-01_T1w.json	yes	OK	
sub-026	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-02_T1w.json	sub-026/ses-01/anat/sub-026_ses-01_run-02_T1w.json	yes	OK	
sub-026	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-03_T1w.json	sub-026/ses-01/anat/sub-026_ses-01_run-03_T1w.json	yes	OK	
sub-026	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-01_T1w.json	sub-026/ses-02/anat/sub-026_ses-02_run-01_T1w.json	yes	OK	
sub-026	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-02_T1w.json	sub-026/ses-02/anat/sub-026_ses-02_run-02_T1w.json	yes	OK	
sub-026	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-03_T1w.json	sub-026/ses-02/anat/sub-026_ses-02_run-03_T1w.json	yes	OK	
sub-027	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.json	sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.json	yes	OK	
sub-027	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-02_T1w.json	sub-027/ses-01/anat/sub-027_ses-01_run-02_T1w.json	yes	OK	
sub-027	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-03_T1w.json	sub-027/ses-01/anat/sub-027_ses-01_run-03_T1w.json	yes	OK	
sub-027	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-01_T1w.json	sub-027/ses-02/anat/sub-027_ses-02_run-01_T1w.json	yes	OK	
sub-027	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-02_T1w.json	sub-027/ses-02/anat/sub-027_ses-02_run-02_T1w.json	yes	OK	
sub-027	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-03_T1w.json	sub-027/ses-02/anat/sub-027_ses-02_run-03_T1w.json	yes	OK	
sub-028	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-01_T1w.json	sub-028/ses-01/anat/sub-028_ses-01_run-01_T1w.json	yes	OK	
sub-028	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-02_T1w.json	sub-028/ses-01/anat/sub-028_ses-01_run-02_T1w.json	yes	OK	
sub-028	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-03_T1w.json	sub-028/ses-01/anat/sub-028_ses-01_run-03_T1w.json	yes	OK	
sub-028	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-01_T1w.json	sub-028/ses-02/anat/sub-028_ses-02_run-01_T1w.json	yes	OK	
sub-028	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-02_T1w.json	sub-028/ses-02/anat/sub-028_ses-02_run-02_T1w.json	yes	OK	
sub-028	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-028/ses-02/anat/sub-028_ses-02_run-03_T1w.json	sub-028/ses-02/anat/sub-028_ses-02_run-03_T1w.json	yes	OK	
sub-029	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-01_T1w.json	sub-029/ses-01/anat/sub-029_ses-01_run-01_T1w.json	yes	OK	
sub-029	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-02_T1w.json	sub-029/ses-01/anat/sub-029_ses-01_run-02_T1w.json	yes	OK	
sub-029	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-03_T1w.json	sub-029/ses-01/anat/sub-029_ses-01_run-03_T1w.json	yes	OK	
sub-029	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-01_T1w.json	sub-029/ses-02/anat/sub-029_ses-02_run-01_T1w.json	yes	OK	
sub-029	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-02_T1w.json	sub-029/ses-02/anat/sub-029_ses-02_run-02_T1w.json	yes	OK	
sub-029	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-029/ses-02/anat/sub-029_ses-02_run-03_T1w.json	sub-029/ses-02/anat/sub-029_ses-02_run-03_T1w.json	yes	OK	
sub-030	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-01_T1w.json	sub-030/ses-01/anat/sub-030_ses-01_run-01_T1w.json	yes	OK	
sub-030	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-02_T1w.json	sub-030/ses-01/anat/sub-030_ses-01_run-02_T1w.json	yes	OK	
sub-030	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-01/anat/sub-030_ses-01_run-03_T1w.json	sub-030/ses-01/anat/sub-030_ses-01_run-03_T1w.json	yes	OK	
sub-030	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-01_T1w.json	sub-030/ses-02/anat/sub-030_ses-02_run-01_T1w.json	yes	OK	
sub-030	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-02_T1w.json	sub-030/ses-02/anat/sub-030_ses-02_run-02_T1w.json	yes	OK	
sub-030	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-030/ses-02/anat/sub-030_ses-02_run-03_T1w.json	sub-030/ses-02/anat/sub-030_ses-02_run-03_T1w.json	yes	OK	
sub-031	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-01_T1w.json	sub-031/ses-01/anat/sub-031_ses-01_run-01_T1w.json	yes	OK	
sub-031	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.json	sub-031/ses-01/anat/sub-031_ses-01_run-02_T1w.json	yes	OK	
sub-031	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-03_T1w.json	sub-031/ses-01/anat/sub-031_ses-01_run-03_T1w.json	yes	OK	
sub-031	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-01_T1w.json	sub-031/ses-02/anat/sub-031_ses-02_run-01_T1w.json	yes	OK	
sub-031	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-02_T1w.json	sub-031/ses-02/anat/sub-031_ses-02_run-02_T1w.json	yes	OK	
sub-031	ses-02	T1w	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-03_T1w.json	sub-031/ses-02/anat/sub-031_ses-02_run-03_T1w.json	yes	OK	
sub-032	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-01_T1w.json	sub-032/ses-01/anat/sub-032_ses-01_run-01_T1w.json	yes	OK	
sub-032	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-02_T1w.json	sub-032/ses-01/anat/sub-032_ses-01_run-02_T1w.json	yes	OK	
sub-032	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-032/ses-01/anat/sub-032_ses-01_run-03_T1w.json	sub-032/ses-01/anat/sub-032_ses-01_run-03_T1w.json	yes	OK	
sub-033	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-033/ses-01/anat/sub-033_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-033/ses-01/anat/sub-033_ses-01_run-01_T1w.json	sub-033/ses-01/anat/sub-033_ses-01_run-01_T1w.json	yes	OK	
sub-033	ses-01	T1w	/lustre07/scratch/alexrees/bids/sub-033/ses-01/anat/sub-033_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-033/ses-01/anat/sub-033_ses-01_run-02_T1w.json	sub-033/ses-01/anat/sub-033_ses-01_run-02_T1w.json	yes	OK	
