priority_basis	rank	image_identifier	subject	session	run	filename	model_estimated_artifact_probability	model_uncertainty	model_confidence	image_path
high_model_estimated_artifact_probability	92	sub-028_ses-01_run-03_T1w.nii.gz	sub-028	ses-01	03	sub-028_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-028/ses-01/anat/sub-028_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	93	sub-027_ses-02_run-02_T1w.nii.gz	sub-027	ses-02	02	sub-027_ses-02_run-02_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	94	sub-027_ses-02_run-01_T1w.nii.gz	sub-027	ses-02	01	sub-027_ses-02_run-01_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-027/ses-02/anat/sub-027_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	95	sub-027_ses-01_run-01_T1w.nii.gz	sub-027	ses-01	01	sub-027_ses-01_run-01_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	96	sub-025_ses-01_run-03_T1w.nii.gz	sub-025	ses-01	03	sub-025_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-025/ses-01/anat/sub-025_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	97	sub-024_ses-02_run-03_T1w.nii.gz	sub-024	ses-02	03	sub-024_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	98	sub-023_ses-02_run-03_T1w.nii.gz	sub-023	ses-02	03	sub-023_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-023/ses-02/anat/sub-023_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	99	sub-023_ses-01_run-03_T1w.nii.gz	sub-023	ses-01	03	sub-023_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-023/ses-01/anat/sub-023_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	100	sub-021_ses-02_run-03_T1w.nii.gz	sub-021	ses-02	03	sub-021_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	101	sub-021_ses-02_run-02_T1w.nii.gz	sub-021	ses-02	02	sub-021_ses-02_run-02_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	102	sub-021_ses-02_run-01_T1w.nii.gz	sub-021	ses-02	01	sub-021_ses-02_run-01_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-021/ses-02/anat/sub-021_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	103	sub-021_ses-01_run-03_T1w.nii.gz	sub-021	ses-01	03	sub-021_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-021/ses-01/anat/sub-021_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	104	sub-019_ses-01_run-03_T1w.nii.gz	sub-019	ses-01	03	sub-019_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	105	sub-019_ses-01_run-02_T1w.nii.gz	sub-019	ses-01	02	sub-019_ses-01_run-02_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-019/ses-01/anat/sub-019_ses-01_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	106	sub-017_ses-02_run-01_T1w.nii.gz	sub-017	ses-02	01	sub-017_ses-02_run-01_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	107	sub-017_ses-01_run-03_T1w.nii.gz	sub-017	ses-01	03	sub-017_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-017/ses-01/anat/sub-017_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	108	sub-015_ses-02_run-03_T1w.nii.gz	sub-015	ses-02	03	sub-015_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-015/ses-02/anat/sub-015_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	109	sub-015_ses-01_run-03_T1w.nii.gz	sub-015	ses-01	03	sub-015_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-015/ses-01/anat/sub-015_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	110	sub-015_ses-01_run-02_T1w.nii.gz	sub-015	ses-01	02	sub-015_ses-01_run-02_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-015/ses-01/anat/sub-015_ses-01_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	111	sub-015_ses-01_run-01_T1w.nii.gz	sub-015	ses-01	01	sub-015_ses-01_run-01_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-015/ses-01/anat/sub-015_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	112	sub-014_ses-01_run-03_T1w.nii.gz	sub-014	ses-01	03	sub-014_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-014/ses-01/anat/sub-014_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	113	sub-014_ses-01_run-02_T1w.nii.gz	sub-014	ses-01	02	sub-014_ses-01_run-02_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-014/ses-01/anat/sub-014_ses-01_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	114	sub-013_ses-01_run-03_T1w.nii.gz	sub-013	ses-01	03	sub-013_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-013/ses-01/anat/sub-013_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	115	sub-012_ses-02_run-03_T1w.nii.gz	sub-012	ses-02	03	sub-012_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-012/ses-02/anat/sub-012_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	116	sub-012_ses-01_run-03_T1w.nii.gz	sub-012	ses-01	03	sub-012_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-012/ses-01/anat/sub-012_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	117	sub-012_ses-01_run-01_T1w.nii.gz	sub-012	ses-01	01	sub-012_ses-01_run-01_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-012/ses-01/anat/sub-012_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	118	sub-011_ses-02_run-03_T1w.nii.gz	sub-011	ses-02	03	sub-011_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-011/ses-02/anat/sub-011_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	119	sub-011_ses-01_run-03_T1w.nii.gz	sub-011	ses-01	03	sub-011_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-011/ses-01/anat/sub-011_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	120	sub-010_ses-01_run-03_T1w.nii.gz	sub-010	ses-01	03	sub-010_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-010/ses-01/anat/sub-010_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	121	sub-010_ses-01_run-01_T1w.nii.gz	sub-010	ses-01	01	sub-010_ses-01_run-01_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-010/ses-01/anat/sub-010_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	122	sub-008_ses-02_run-03_T1w.nii.gz	sub-008	ses-02	03	sub-008_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-008/ses-02/anat/sub-008_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	123	sub-008_ses-01_run-03_T1w.nii.gz	sub-008	ses-01	03	sub-008_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-008/ses-01/anat/sub-008_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	124	sub-007_ses-01_run-03_T1w.nii.gz	sub-007	ses-01	03	sub-007_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-007/ses-01/anat/sub-007_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	125	sub-006_ses-02_run-03_T1w.nii.gz	sub-006	ses-02	03	sub-006_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-006/ses-02/anat/sub-006_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	126	sub-006_ses-02_run-01_T1w.nii.gz	sub-006	ses-02	01	sub-006_ses-02_run-01_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-006/ses-02/anat/sub-006_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	127	sub-005_ses-01_run-03_T1w.nii.gz	sub-005	ses-01	03	sub-005_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-005/ses-01/anat/sub-005_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	128	sub-004_ses-02_run-03_T1w.nii.gz	sub-004	ses-02	03	sub-004_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-004/ses-02/anat/sub-004_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	129	sub-004_ses-02_run-01_T1w.nii.gz	sub-004	ses-02	01	sub-004_ses-02_run-01_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-004/ses-02/anat/sub-004_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	130	sub-004_ses-01_run-03_T1w.nii.gz	sub-004	ses-01	03	sub-004_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-004/ses-01/anat/sub-004_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	131	sub-004_ses-01_run-01_T1w.nii.gz	sub-004	ses-01	01	sub-004_ses-01_run-01_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-004/ses-01/anat/sub-004_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	132	sub-003_ses-02_run-03_T1w.nii.gz	sub-003	ses-02	03	sub-003_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-003/ses-02/anat/sub-003_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	133	sub-003_ses-01_run-03_T1w.nii.gz	sub-003	ses-01	03	sub-003_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-003/ses-01/anat/sub-003_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	134	sub-002_ses-02_run-03_T1w.nii.gz	sub-002	ses-02	03	sub-002_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-002/ses-02/anat/sub-002_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	135	sub-002_ses-01_run-03_T1w.nii.gz	sub-002	ses-01	03	sub-002_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-002/ses-01/anat/sub-002_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	136	sub-001_ses-02_run-03_T1w.nii.gz	sub-001	ses-02	03	sub-001_ses-02_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-001/ses-02/anat/sub-001_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	137	sub-001_ses-01_run-03_T1w.nii.gz	sub-001	ses-01	03	sub-001_ses-01_run-03_T1w.nii.gz	100.0	0.0	100.0	/lustre07/scratch/alexrees/bids/sub-001/ses-01/anat/sub-001_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	138	sub-083_ses-01_run-01_T1w.nii.gz	sub-083	ses-01	01	sub-083_ses-01_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-083/ses-01/anat/sub-083_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	139	sub-081_ses-02_run-02_T1w.nii.gz	sub-081	ses-02	02	sub-081_ses-02_run-02_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-081/ses-02/anat/sub-081_ses-02_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	140	sub-081_ses-02_run-01_T1w.nii.gz	sub-081	ses-02	01	sub-081_ses-02_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-081/ses-02/anat/sub-081_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	141	sub-079_ses-01_run-03_T1w.nii.gz	sub-079	ses-01	03	sub-079_ses-01_run-03_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-079/ses-01/anat/sub-079_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	142	sub-076_ses-01_run-02_T1w.nii.gz	sub-076	ses-01	02	sub-076_ses-01_run-02_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-076/ses-01/anat/sub-076_ses-01_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	143	sub-069_ses-02_run-03_T1w.nii.gz	sub-069	ses-02	03	sub-069_ses-02_run-03_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-069/ses-02/anat/sub-069_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	144	sub-069_ses-01_run-02_T1w.nii.gz	sub-069	ses-01	02	sub-069_ses-01_run-02_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-069/ses-01/anat/sub-069_ses-01_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	145	sub-064_ses-02_run-01_T1w.nii.gz	sub-064	ses-02	01	sub-064_ses-02_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-064/ses-02/anat/sub-064_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	146	sub-061_ses-01_run-01_T1w.nii.gz	sub-061	ses-01	01	sub-061_ses-01_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-061/ses-01/anat/sub-061_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	147	sub-052_ses-02_run-03_T1w.nii.gz	sub-052	ses-02	03	sub-052_ses-02_run-03_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-052/ses-02/anat/sub-052_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	148	sub-052_ses-01_run-01_T1w.nii.gz	sub-052	ses-01	01	sub-052_ses-01_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-052/ses-01/anat/sub-052_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	149	sub-051_ses-01_run-01_T1w.nii.gz	sub-051	ses-01	01	sub-051_ses-01_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-051/ses-01/anat/sub-051_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	150	sub-048_ses-02_run-02_T1w.nii.gz	sub-048	ses-02	02	sub-048_ses-02_run-02_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-048/ses-02/anat/sub-048_ses-02_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	151	sub-047_ses-02_run-03_T1w.nii.gz	sub-047	ses-02	03	sub-047_ses-02_run-03_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-047/ses-02/anat/sub-047_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	152	sub-047_ses-02_run-01_T1w.nii.gz	sub-047	ses-02	01	sub-047_ses-02_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-047/ses-02/anat/sub-047_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	153	sub-045_ses-01_run-02_T1w.nii.gz	sub-045	ses-01	02	sub-045_ses-01_run-02_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-045/ses-01/anat/sub-045_ses-01_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	154	sub-045_ses-01_run-01_T1w.nii.gz	sub-045	ses-01	01	sub-045_ses-01_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-045/ses-01/anat/sub-045_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	155	sub-038_ses-02_run-01_T1w.nii.gz	sub-038	ses-02	01	sub-038_ses-02_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-038/ses-02/anat/sub-038_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	156	sub-036_ses-01_run-02_T1w.nii.gz	sub-036	ses-01	02	sub-036_ses-01_run-02_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-036/ses-01/anat/sub-036_ses-01_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	157	sub-035_ses-02_run-02_T1w.nii.gz	sub-035	ses-02	02	sub-035_ses-02_run-02_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-035/ses-02/anat/sub-035_ses-02_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	158	sub-035_ses-02_run-01_T1w.nii.gz	sub-035	ses-02	01	sub-035_ses-02_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-035/ses-02/anat/sub-035_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	159	sub-034_ses-01_run-01_T1w.nii.gz	sub-034	ses-01	01	sub-034_ses-01_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-034/ses-01/anat/sub-034_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	160	sub-031_ses-02_run-01_T1w.nii.gz	sub-031	ses-02	01	sub-031_ses-02_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-031/ses-02/anat/sub-031_ses-02_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	161	sub-027_ses-01_run-02_T1w.nii.gz	sub-027	ses-01	02	sub-027_ses-01_run-02_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-027/ses-01/anat/sub-027_ses-01_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	162	sub-026_ses-01_run-03_T1w.nii.gz	sub-026	ses-01	03	sub-026_ses-01_run-03_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-026/ses-01/anat/sub-026_ses-01_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	163	sub-025_ses-02_run-03_T1w.nii.gz	sub-025	ses-02	03	sub-025_ses-02_run-03_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-025/ses-02/anat/sub-025_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	164	sub-017_ses-02_run-03_T1w.nii.gz	sub-017	ses-02	03	sub-017_ses-02_run-03_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	165	sub-013_ses-01_run-01_T1w.nii.gz	sub-013	ses-01	01	sub-013_ses-01_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-013/ses-01/anat/sub-013_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	166	sub-011_ses-01_run-01_T1w.nii.gz	sub-011	ses-01	01	sub-011_ses-01_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-011/ses-01/anat/sub-011_ses-01_run-01_T1w.nii.gz
high_model_estimated_artifact_probability	167	sub-010_ses-01_run-02_T1w.nii.gz	sub-010	ses-01	02	sub-010_ses-01_run-02_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-010/ses-01/anat/sub-010_ses-01_run-02_T1w.nii.gz
high_model_estimated_artifact_probability	168	sub-009_ses-02_run-03_T1w.nii.gz	sub-009	ses-02	03	sub-009_ses-02_run-03_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-009/ses-02/anat/sub-009_ses-02_run-03_T1w.nii.gz
high_model_estimated_artifact_probability	169	sub-002_ses-02_run-01_T1w.nii.gz	sub-002	ses-02	01	sub-002_ses-02_run-01_T1w.nii.gz	90.0	0.468996	90.0	/lustre07/scratch/alexrees/bids/sub-002/ses-02/anat/sub-002_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	1	sub-081_ses-01_run-02_T1w.nii.gz	sub-081	ses-01	02	sub-081_ses-01_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-081/ses-01/anat/sub-081_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	2	sub-078_ses-01_run-02_T1w.nii.gz	sub-078	ses-01	02	sub-078_ses-01_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-078/ses-01/anat/sub-078_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	3	sub-073_ses-01_run-02_T1w.nii.gz	sub-073	ses-01	02	sub-073_ses-01_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-073/ses-01/anat/sub-073_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	4	sub-069_ses-02_run-01_T1w.nii.gz	sub-069	ses-02	01	sub-069_ses-02_run-01_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-069/ses-02/anat/sub-069_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	5	sub-067_ses-01_run-01_T1w.nii.gz	sub-067	ses-01	01	sub-067_ses-01_run-01_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-067/ses-01/anat/sub-067_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	6	sub-065_ses-01_run-02_T1w.nii.gz	sub-065	ses-01	02	sub-065_ses-01_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-065/ses-01/anat/sub-065_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	7	sub-058_ses-01_run-03_T1w.nii.gz	sub-058	ses-01	03	sub-058_ses-01_run-03_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-058/ses-01/anat/sub-058_ses-01_run-03_T1w.nii.gz
high_model_uncertainty	8	sub-058_ses-01_run-01_T1w.nii.gz	sub-058	ses-01	01	sub-058_ses-01_run-01_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-058/ses-01/anat/sub-058_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	9	sub-057_ses-02_run-02_T1w.nii.gz	sub-057	ses-02	02	sub-057_ses-02_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-057/ses-02/anat/sub-057_ses-02_run-02_T1w.nii.gz
high_model_uncertainty	10	sub-051_ses-01_run-02_T1w.nii.gz	sub-051	ses-01	02	sub-051_ses-01_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-051/ses-01/anat/sub-051_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	11	sub-046_ses-01_run-02_T1w.nii.gz	sub-046	ses-01	02	sub-046_ses-01_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-046/ses-01/anat/sub-046_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	12	sub-038_ses-01_run-01_T1w.nii.gz	sub-038	ses-01	01	sub-038_ses-01_run-01_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-038/ses-01/anat/sub-038_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	13	sub-037_ses-01_run-01_T1w.nii.gz	sub-037	ses-01	01	sub-037_ses-01_run-01_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-037/ses-01/anat/sub-037_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	14	sub-031_ses-01_run-01_T1w.nii.gz	sub-031	ses-01	01	sub-031_ses-01_run-01_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-031/ses-01/anat/sub-031_ses-01_run-01_T1w.nii.gz
high_model_uncertainty	15	sub-029_ses-01_run-02_T1w.nii.gz	sub-029	ses-01	02	sub-029_ses-01_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-029/ses-01/anat/sub-029_ses-01_run-02_T1w.nii.gz
high_model_uncertainty	16	sub-026_ses-02_run-01_T1w.nii.gz	sub-026	ses-02	01	sub-026_ses-02_run-01_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-026/ses-02/anat/sub-026_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	17	sub-024_ses-02_run-01_T1w.nii.gz	sub-024	ses-02	01	sub-024_ses-02_run-01_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-024/ses-02/anat/sub-024_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	18	sub-022_ses-02_run-01_T1w.nii.gz	sub-022	ses-02	01	sub-022_ses-02_run-01_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-022/ses-02/anat/sub-022_ses-02_run-01_T1w.nii.gz
high_model_uncertainty	19	sub-017_ses-02_run-02_T1w.nii.gz	sub-017	ses-02	02	sub-017_ses-02_run-02_T1w.nii.gz	50.0	1.0	50.0	/lustre07/scratch/alexrees/bids/sub-017/ses-02/anat/sub-017_ses-02_run-02_T1w.nii.gz
