subject	session	run	task	series_description	bids_target	timing_source	timing_variables	status	confidence
sub-002	ses-02	02	fmri	fMRI3_AP	sub-002_ses-02_task-fmri_run-02_bold	November-20-2023_ 3-06-44_PM__scan_info_for_subject_subC02-session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-002	ses-02	01	control	Control1_PA	sub-002_ses-02_task-control_run-01_bold	November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-002	ses-02	02	control	Control1_PA	sub-002_ses-02_task-control_run-02_bold	November-20-2023_ 3-06-44_PM__scan_info_for_subject_subC02-session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-002	ses-02	03	fmri	fMRI4_AP	sub-002_ses-02_task-fmri_run-03_bold	November-20-2023_ 3-11-59_PM__scan_info_for_subject_subC02-session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-002	ses-02	04	fmri	fMRI4_AP	sub-002_ses-02_task-fmri_run-04_bold	November-20-2023_ 3-18-43_PM__scan_info_for_subject_subC02-session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-002	ses-02	01	movie	Movie1_AP	sub-002_ses-02_task-movie_run-01_bold	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-002	ses-02	02	movie	Movie1_AP	sub-002_ses-02_task-movie_run-02_bold	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-002	ses-02	03	movie	Movie2_AP	sub-002_ses-02_task-movie_run-03_bold	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-002	ses-02	04	movie	Movie2_AP	sub-002_ses-02_task-movie_run-04_bold	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-002	ses-02	05	fmri	fMRI1_AP	sub-002_ses-02_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-002	ses-02	05	movie	Movie3_AP	sub-002_ses-02_task-movie_run-05_bold	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-002	ses-02	06	movie	Movie3_AP	sub-002_ses-02_task-movie_run-06_bold	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-002	ses-02	07	movie	Movie4_AP	sub-002_ses-02_task-movie_run-07_bold	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-002	ses-02	06	fmri	fMRI1_AP	sub-002_ses-02_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-002	ses-02	08	movie	Movie4_AP	sub-002_ses-02_task-movie_run-08_bold	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-002	ses-02	01	rest	REST1_AP	sub-002_ses-02_task-rest_run-01_bold	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-002	ses-02	02	rest	REST1_AP	sub-002_ses-02_task-rest_run-02_bold	November-20-2023_ 2-57-07_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-20-2023_ 3-02-22_PM__scan_info_for_subject_subC02-session2__selected_run_is_1__fmri_number_is1.mat;November-20-2023_ 3-02-48_PM__Subject_is_subC02-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-002	ses-02	03	control	Control2_AP	sub-002_ses-02_task-control_run-03_bold	November-20-2023_ 3-11-59_PM__scan_info_for_subject_subC02-session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-002	ses-02	04	control	Control2_AP	sub-002_ses-02_task-control_run-04_bold	November-20-2023_ 3-18-43_PM__scan_info_for_subject_subC02-session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-002	ses-02	05	control	Control3_PA	sub-002_ses-02_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-002	ses-02	06	control	Control3_PA	sub-002_ses-02_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-002	ses-02	07	fmri	fMRI2_AP	sub-002_ses-02_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-002	ses-02	08	fmri	fMRI2_AP	sub-002_ses-02_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-003	ses-01	01	control	Control1_PA	sub-003_ses-01_task-control_run-01_bold	May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-01	02	control	Control1_PA	sub-003_ses-01_task-control_run-02_bold	May-19-2023_ 1-33-40_PM__scan_info_for_subject_C03__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-01	01	fmri	fMRI3_AP	sub-003_ses-01_task-fmri_run-01_bold	May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-01	02	fmri	fMRI3_AP	sub-003_ses-01_task-fmri_run-02_bold	May-19-2023_ 1-33-40_PM__scan_info_for_subject_C03__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-01	03	fmri	fMRI4_AP	sub-003_ses-01_task-fmri_run-03_bold	May-19-2023_ 1-38-30_PM__scan_info_for_subject_C03__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-01	04	fmri	fMRI4_AP	sub-003_ses-01_task-fmri_run-04_bold	May-19-2023_ 1-42-46_PM__scan_info_for_subject_C03__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-01	01	movie	Movie1_AP	sub-003_ses-01_task-movie_run-01_bold	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-01	02	movie	Movie1_AP	sub-003_ses-01_task-movie_run-02_bold	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-01	03	movie	Movie2_AP	sub-003_ses-01_task-movie_run-03_bold	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-01	04	movie	Movie2_AP	sub-003_ses-01_task-movie_run-04_bold	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-01	05	fmri	fMRI1_AP	sub-003_ses-01_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-003	ses-01	05	movie	Movie3_AP	sub-003_ses-01_task-movie_run-05_bold	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-01	06	movie	Movie3_AP	sub-003_ses-01_task-movie_run-06_bold	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-01	07	movie	Movie4_AP	sub-003_ses-01_task-movie_run-07_bold	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-01	08	movie	Movie4_AP	sub-003_ses-01_task-movie_run-08_bold	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-01	01	rest	REST1_AP	sub-003_ses-01_task-rest_run-01_bold	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-01	06	fmri	fMRI1_AP	sub-003_ses-01_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-003	ses-01	02	rest	REST1_AP	sub-003_ses-01_task-rest_run-02_bold	May-19-2023_ 1-24-21_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;May-19-2023_ 1-29-16_PM__scan_info_for_subject_C03__selected_run_is_1__fmri_number_is1.mat;May-19-2023_ 1-29-35_PM__Subject_is_C03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-01	03	control	Control3_AP	sub-003_ses-01_task-control_run-03_bold	May-19-2023_ 1-38-30_PM__scan_info_for_subject_C03__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-01	04	control	Control3_AP	sub-003_ses-01_task-control_run-04_bold	May-19-2023_ 1-42-46_PM__scan_info_for_subject_C03__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-01	05	control	Control2_PA	sub-003_ses-01_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-003	ses-01	06	control	Control2_PA	sub-003_ses-01_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-003	ses-01	07	fmri	fMRI2_AP	sub-003_ses-01_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-003	ses-01	08	fmri	fMRI2_AP	sub-003_ses-01_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-003	ses-02	01	fmri	fMRI3_AP	sub-003_ses-02_task-fmri_run-01_bold	November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-02	02	fmri	fMRI3_AP	sub-003_ses-02_task-fmri_run-02_bold	November-10-2023_ 3-40-40_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-02	03	fmri	fMRI4_AP	sub-003_ses-02_task-fmri_run-03_bold	November-10-2023_ 3-44-52_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-02	04	fmri	fMRI4_AP	sub-003_ses-02_task-fmri_run-04_bold	November-10-2023_ 3-48-56_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-02	01	control	Control1_PA	sub-003_ses-02_task-control_run-01_bold	November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-02	02	control	Control1_PA	sub-003_ses-02_task-control_run-02_bold	November-10-2023_ 3-40-40_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-003	ses-02	01	movie	Movie1_AP	sub-003_ses-02_task-movie_run-01_bold	November-10-2023_ 3-31-33_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;November-10-2023_ 3-36-42_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-02	02	movie	Movie1_AP	sub-003_ses-02_task-movie_run-02_bold	November-10-2023_ 3-31-33_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;November-10-2023_ 3-36-42_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-02	03	movie	Movie2_AP	sub-003_ses-02_task-movie_run-03_bold	November-10-2023_ 3-31-33_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;November-10-2023_ 3-36-42_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-02	04	movie	Movie2_AP	sub-003_ses-02_task-movie_run-04_bold	November-10-2023_ 3-31-33_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;November-10-2023_ 3-36-42_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-02	05	fmri	fMRI1_AP	sub-003_ses-02_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-003	ses-02	05	movie	Movie3_AP	sub-003_ses-02_task-movie_run-05_bold	November-10-2023_ 3-31-33_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;November-10-2023_ 3-36-42_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-02	06	movie	Movie3_AP	sub-003_ses-02_task-movie_run-06_bold	November-10-2023_ 3-31-33_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;November-10-2023_ 3-36-42_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-003	ses-02	07	movie	Movie4_AP	sub-003_ses-02_task-movie_run-07_bold	November-10-2023_ 3-31-33_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;November-10-2023_ 3-36-30_PM__scan_info_for_subject_SUBC03_SESSION2__selected_run_is_1__fmri_number_is1.mat;November-10-2023_ 3-36-42_PM__Subject_is_SUBC03_SESSION2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
