subject	session	physio_uid	target_stem	target_bold_exists	target_already_has_trigger	start_time_missing	ambiguous
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071710422893894261990.0.0.0	sub-013_ses-01_task-control_run-01	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071711285297902748533.0.0.0	sub-013_ses-01_task-control_run-03	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071711310478731056022.0.0.0	sub-013_ses-01_task-control_run-05	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071710322310913700348.0.0.0	sub-013_ses-01_task-fmri_run-05	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.202307171036123526781169.0.0.0	sub-013_ses-01_task-fmri_run-07	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071710434459364069475.0.0.0	sub-013_ses-01_task-fmri_run-01	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071710475633544450296.0.0.0	sub-013_ses-01_task-fmri_run-03	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071710530847912531117.0.0.0	sub-013_ses-01_task-movie_run-01	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071710564136348306242.0.0.0	sub-013_ses-01_task-movie_run-03	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071711011779109781367.0.0.0	sub-013_ses-01_task-movie_run-05	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071711045445439656492.0.0.0	sub-013_ses-01_task-movie_run-07	True	False	True	False
sub-013	ses-01	1.3.12.2.1107.5.2.43.166092.2023071711095579795931617.0.0.0	sub-013_ses-01_task-rest_run-01	True	False	True	False
sub-014	ses-01	1.3.12.2.1107.5.2.43.166092.2023071913411333607086070.0.0.0	sub-014_ses-01_task-control_run-01	True	False	True	False
