subject	session	physio_uid	target_stem	target_bold_exists	target_already_has_trigger	start_time_missing	ambiguous
sub-060	ses-01	1.3.12.2.1107.5.2.43.166092.202505171244533502131154.0.0.0	sub-060_ses-01_task-control_run-05	True	False	True	False
sub-065	ses-01	1.3.12.2.1107.5.2.43.166092.2025030712001326395248869.0.0.0	sub-065_ses-01_task-control_run-03	True	False	True	False
sub-065	ses-01	1.3.12.2.1107.5.2.43.166092.202503071202321064256358.0.0.0	sub-065_ses-01_task-control_run-05	True	False	True	False
sub-065	ses-01	1.3.12.2.1107.5.2.43.166092.2025030711401815599532677.0.0.0	sub-065_ses-01_task-rest_run-01	True	False	True	False
sub-068	ses-01	1.3.12.2.1107.5.2.43.166092.2023101415410723628948549.0.0.0	sub-068_ses-01_task-control_run-03	True	False	True	False
sub-068	ses-01	1.3.12.2.1107.5.2.43.166092.2023101415432128710656038.0.0.0	sub-068_ses-01_task-control_run-05	True	False	True	False
sub-068	ses-02	1.3.12.2.1107.5.2.43.166092.2024041415512875746448531.0.0.0	sub-068_ses-02_task-control_run-03	True	False	True	False
sub-068	ses-02	1.3.12.2.1107.5.2.43.166092.2024041415512875746448531.0.0.0	sub-068_ses-02_task-control_run-03	True	False	True	False
sub-068	ses-02	1.3.12.2.1107.5.2.43.166092.2024041415534951607756020.0.0.0	sub-068_ses-02_task-control_run-05	True	False	True	False
sub-068	ses-02	1.3.12.2.1107.5.2.43.166092.2024041415534951607756020.0.0.0	sub-068_ses-02_task-control_run-05	True	False	True	False
sub-069	ses-02	1.3.12.2.1107.5.2.43.166092.2024041311180224303148532.0.0.0	sub-069_ses-02_task-control_run-03	True	False	True	False
sub-069	ses-02	1.3.12.2.1107.5.2.43.166092.2024041311201841870656021.0.0.0	sub-069_ses-02_task-control_run-05	True	False	True	False
sub-071	ses-01	1.3.12.2.1107.5.2.43.166092.2023111418554495840248532.0.0.0	sub-071_ses-01_task-control_run-03	True	False	True	False
sub-071	ses-01	1.3.12.2.1107.5.2.43.166092.2023111418575886213356022.0.0.0	sub-071_ses-01_task-control_run-05	True	False	True	False
sub-074	ses-01	1.3.12.2.1107.5.2.43.166092.2024052312092932044048532.0.0.0	sub-074_ses-01_task-control_run-03	True	False	True	False
sub-074	ses-01	1.3.12.2.1107.5.2.43.166092.2024052312114697568856021.0.0.0	sub-074_ses-01_task-control_run-05	True	False	True	False
sub-075	ses-01	1.3.12.2.1107.5.2.43.166092.2024091318393037994148532.0.0.0	sub-075_ses-01_task-control_run-03	True	False	True	False
sub-075	ses-01	1.3.12.2.1107.5.2.43.166092.2024091318413620665756034.0.0.0	sub-075_ses-01_task-control_run-05	True	False	True	False
sub-076	ses-01	1.3.12.2.1107.5.2.43.166092.2024100615261710343548532.0.0.0	sub-076_ses-01_task-control_run-03	True	False	True	False
sub-076	ses-01	1.3.12.2.1107.5.2.43.166092.2024100615282432416556022.0.0.0	sub-076_ses-01_task-control_run-05	True	False	True	False
sub-078	ses-01	1.3.12.2.1107.5.2.43.166092.2024112517293391412889712.0.0.0	sub-078_ses-01_task-control_run-03	True	False	True	False
sub-078	ses-01	1.3.12.2.1107.5.2.43.166092.2024112517314789689997201.0.0.0	sub-078_ses-01_task-control_run-05	True	False	True	False
sub-079	ses-01	1.3.12.2.1107.5.2.43.166092.2024120116022957802948532.0.0.0	sub-079_ses-01_task-control_run-03	True	False	True	False
sub-079	ses-01	1.3.12.2.1107.5.2.43.166092.2024120116044966809356021.0.0.0	sub-079_ses-01_task-control_run-05	True	False	True	False
sub-080	ses-01	1.3.12.2.1107.5.2.43.166092.2024120812060655558548532.0.0.0	sub-080_ses-01_task-control_run-03	True	False	True	False
sub-080	ses-01	1.3.12.2.1107.5.2.43.166092.202412081208208654956034.0.0.0	sub-080_ses-01_task-control_run-05	True	False	True	False
sub-082	ses-01	1.3.12.2.1107.5.2.43.166092.2025020615165630077080666.0.0.0	sub-082_ses-01_task-control_run-03	True	False	True	False
sub-082	ses-01	1.3.12.2.1107.5.2.43.166092.2025020615191716129688155.0.0.0	sub-082_ses-01_task-control_run-05	True	False	True	False
sub-083	ses-01	1.3.12.2.1107.5.2.43.166092.2025031412492137030367618.0.0.0	sub-083_ses-01_task-control_run-03	True	False	True	False
sub-083	ses-01	1.3.12.2.1107.5.2.43.166092.2025031412513522713375107.0.0.0	sub-083_ses-01_task-control_run-05	True	False	True	False
