subject	session	task	run	TR	n_volumes	duration_seconds	AcquisitionTime
sub-001	ses-01	control	01	0.937	20	18.74	NA
sub-001	ses-01	control	03	0.937	20	18.74	NA
sub-001	ses-01	control	05	0.937	20	18.74	NA
sub-001	ses-01	fmri	01	0.937	226	211.762	NA
sub-001	ses-01	fmri	03	0.937	226	211.762	NA
sub-001	ses-01	fmri	05	0.937	226	211.762	NA
sub-001	ses-01	fmri	07	0.937	226	211.762	NA
sub-001	ses-01	movie	01	0.937	210	196.77	NA
sub-001	ses-01	movie	03	0.937	210	196.77	NA
sub-001	ses-01	movie	05	0.937	210	196.77	NA
sub-001	ses-01	movie	07	0.937	210	196.77	NA
sub-001	ses-01	rest	01	0.937	320	299.84	NA
sub-001	ses-02	control	01	0.937	20	18.74	NA
sub-001	ses-02	control	03	0.937	20	18.74	NA
sub-001	ses-02	control	05	0.937	20	18.74	NA
sub-001	ses-02	fmri	01	0.937	226	211.762	NA
sub-001	ses-02	fmri	03	0.937	226	211.762	NA
sub-001	ses-02	fmri	05	0.937	226	211.762	NA
sub-001	ses-02	fmri	07	0.937	226	211.762	NA
sub-001	ses-02	movie	01	0.937	210	196.77	NA
sub-001	ses-02	movie	03	0.937	210	196.77	NA
sub-001	ses-02	movie	05	0.937	210	196.77	NA
sub-001	ses-02	movie	07	0.937	210	196.77	NA
sub-001	ses-02	rest	01	0.937	320	299.84	NA
sub-002	ses-01	control	01	0.937	20	18.74	NA
sub-002	ses-01	control	03	0.937	20	18.74	NA
sub-002	ses-01	control	05	0.937	20	18.74	NA
sub-002	ses-01	fmri	01	0.937	226	211.762	NA
sub-002	ses-01	fmri	03	0.937	226	211.762	NA
sub-002	ses-01	fmri	05	0.937	226	211.762	NA
sub-002	ses-01	fmri	07	0.937	4	3.748	NA
sub-002	ses-01	fmri	09	0.937	226	211.762	NA
sub-002	ses-01	movie	01	0.937	210	196.77	NA
sub-002	ses-01	movie	03	0.937	210	196.77	NA
sub-002	ses-01	movie	05	0.937	210	196.77	NA
sub-002	ses-01	movie	07	0.937	210	196.77	NA
sub-002	ses-01	rest	01	0.937	320	299.84	NA
sub-002	ses-02	control	01	0.937	20	18.74	NA
sub-002	ses-02	control	03	0.937	20	18.74	NA
sub-002	ses-02	control	05	0.937	20	18.74	NA
sub-002	ses-02	fmri	01	0.937	226	211.762	NA
sub-002	ses-02	fmri	03	0.937	226	211.762	NA
sub-002	ses-02	fmri	05	0.937	226	211.762	NA
sub-002	ses-02	fmri	07	0.937	226	211.762	NA
sub-002	ses-02	movie	01	0.937	210	196.77	NA
sub-002	ses-02	movie	03	0.937	210	196.77	NA
sub-002	ses-02	movie	05	0.937	210	196.77	NA
sub-002	ses-02	movie	07	0.937	210	196.77	NA
sub-002	ses-02	rest	01	0.937	320	299.84	NA
sub-003	ses-01	control	01	0.937	20	18.74	NA
sub-003	ses-01	control	03	0.937	20	18.74	NA
sub-003	ses-01	control	05	0.937	20	18.74	NA
sub-003	ses-01	fmri	01	0.937	226	211.762	NA
sub-003	ses-01	fmri	03	0.937	226	211.762	NA
sub-003	ses-01	fmri	05	0.937	226	211.762	NA
sub-003	ses-01	fmri	07	0.937	226	211.762	NA
sub-003	ses-01	movie	01	0.937	210	196.77	NA
sub-003	ses-01	movie	03	0.937	210	196.77	NA
sub-003	ses-01	movie	05	0.937	210	196.77	NA
sub-003	ses-01	movie	07	0.937	210	196.77	NA
sub-003	ses-01	rest	01	0.937	320	299.84	NA
sub-003	ses-02	control	01	0.937	20	18.74	NA
sub-003	ses-02	control	03	0.937	20	18.74	NA
sub-003	ses-02	control	05	0.937	20	18.74	NA
sub-003	ses-02	fmri	01	0.937	226	211.762	NA
sub-003	ses-02	fmri	03	0.937	226	211.762	NA
sub-003	ses-02	fmri	05	0.937	226	211.762	NA
sub-003	ses-02	fmri	07	0.937	226	211.762	NA
sub-003	ses-02	movie	01	0.937	210	196.77	NA
sub-003	ses-02	movie	03	0.937	210	196.77	NA
sub-003	ses-02	movie	05	0.937	210	196.77	NA
sub-003	ses-02	movie	07	0.937	210	196.77	NA
sub-003	ses-02	rest	01	0.937	320	299.84	NA
sub-004	ses-01	control	01	0.937	20	18.74	NA
sub-004	ses-01	control	03	0.937	20	18.74	NA
sub-004	ses-01	control	05	0.937	20	18.74	NA
sub-004	ses-01	fmri	01	0.937	226	211.762	NA
sub-004	ses-01	fmri	03	0.937	226	211.762	NA
sub-004	ses-01	fmri	05	0.937	226	211.762	NA
sub-004	ses-01	fmri	07	0.937	226	211.762	NA
sub-004	ses-01	movie	01	0.937	210	196.77	NA
sub-004	ses-01	movie	03	0.937	210	196.77	NA
sub-004	ses-01	movie	05	0.937	210	196.77	NA
sub-004	ses-01	movie	07	0.937	210	196.77	NA
sub-004	ses-01	rest	01	0.937	320	299.84	NA
sub-004	ses-02	control	01	0.937	20	18.74	NA
sub-004	ses-02	control	03	0.937	20	18.74	NA
sub-004	ses-02	control	05	0.937	20	18.74	NA
sub-004	ses-02	fmri	01	0.937	226	211.762	NA
sub-004	ses-02	fmri	03	0.937	226	211.762	NA
sub-004	ses-02	fmri	05	0.937	226	211.762	NA
sub-004	ses-02	fmri	07	0.937	226	211.762	NA
sub-004	ses-02	movie	01	0.937	210	196.77	NA
sub-004	ses-02	movie	03	0.937	210	196.77	NA
sub-004	ses-02	movie	05	0.937	210	196.77	NA
sub-004	ses-02	movie	07	0.937	210	196.77	NA
sub-004	ses-02	rest	01	0.937	320	299.84	NA
sub-005	ses-01	control	01	0.937	20	18.74	NA
sub-005	ses-01	control	03	0.937	20	18.74	NA
sub-005	ses-01	control	05	0.937	20	18.74	NA
sub-005	ses-01	control	07	0.937	20	18.74	NA
sub-005	ses-01	fmri	01	0.937	226	211.762	NA
sub-005	ses-01	fmri	03	0.937	226	211.762	NA
sub-005	ses-01	fmri	05	0.937	226	211.762	NA
sub-005	ses-01	fmri	07	0.937	226	211.762	NA
sub-005	ses-01	movie	01	0.937	210	196.77	NA
sub-005	ses-01	movie	03	0.937	210	196.77	NA
sub-005	ses-01	movie	05	0.937	210	196.77	NA
sub-005	ses-01	movie	07	0.937	210	196.77	NA
sub-005	ses-01	rest	01	0.937	320	299.84	NA
sub-005	ses-02	control	01	0.937	20	18.74	NA
sub-005	ses-02	control	03	0.937	20	18.74	NA
sub-005	ses-02	control	05	0.937	20	18.74	NA
sub-005	ses-02	fmri	01	0.937	226	211.762	NA
sub-005	ses-02	fmri	03	0.937	226	211.762	NA
sub-005	ses-02	fmri	05	0.937	226	211.762	NA
sub-005	ses-02	fmri	07	0.937	226	211.762	NA
sub-005	ses-02	movie	01	0.937	210	196.77	NA
sub-005	ses-02	movie	03	0.937	210	196.77	NA
sub-005	ses-02	movie	05	0.937	210	196.77	NA
sub-005	ses-02	movie	07	0.937	210	196.77	NA
sub-005	ses-02	rest	01	0.937	320	299.84	NA
sub-006	ses-01	control	01	0.937	20	18.74	NA
sub-006	ses-01	control	03	0.937	20	18.74	NA
sub-006	ses-01	control	05	0.937	20	18.74	NA
sub-006	ses-01	fmri	01	0.937	226	211.762	NA
sub-006	ses-01	fmri	03	0.937	226	211.762	NA
sub-006	ses-01	fmri	05	0.937	226	211.762	NA
sub-006	ses-01	fmri	07	0.937	226	211.762	NA
sub-006	ses-01	movie	01	0.937	210	196.77	NA
sub-006	ses-01	movie	03	0.937	210	196.77	NA
sub-006	ses-01	movie	05	0.937	210	196.77	NA
sub-006	ses-01	movie	07	0.937	210	196.77	NA
sub-006	ses-01	rest	01	0.937	320	299.84	NA
sub-006	ses-02	control	01	0.937	20	18.74	NA
sub-006	ses-02	control	03	0.937	20	18.74	NA
sub-006	ses-02	control	05	0.937	20	18.74	NA
sub-006	ses-02	fmri	01	0.937	226	211.762	NA
sub-006	ses-02	fmri	03	0.937	226	211.762	NA
sub-006	ses-02	fmri	05	0.937	226	211.762	NA
sub-006	ses-02	fmri	07	0.937	226	211.762	NA
sub-006	ses-02	movie	01	0.937	210	196.77	NA
sub-006	ses-02	movie	03	0.937	210	196.77	NA
sub-006	ses-02	movie	05	0.937	210	196.77	NA
sub-006	ses-02	movie	07	0.937	210	196.77	NA
sub-006	ses-02	rest	01	0.937	320	299.84	NA
sub-007	ses-01	control	01	0.937	20	18.74	NA
sub-007	ses-01	control	03	0.937	20	18.74	NA
sub-007	ses-01	control	05	0.937	20	18.74	NA
sub-007	ses-01	fmri	01	0.937	226	211.762	NA
sub-007	ses-01	fmri	03	0.937	226	211.762	NA
sub-007	ses-01	fmri	05	0.937	226	211.762	NA
sub-007	ses-01	fmri	07	0.937	226	211.762	NA
sub-007	ses-01	movie	01	0.937	210	196.77	NA
sub-007	ses-01	movie	03	0.937	210	196.77	NA
sub-007	ses-01	movie	05	0.937	210	196.77	NA
sub-007	ses-01	movie	07	0.937	210	196.77	NA
sub-007	ses-01	movie	09	0.937	210	196.77	NA
sub-007	ses-01	rest	01	0.937	320	299.84	NA
sub-007	ses-02	control	01	0.937	20	18.74	NA
sub-007	ses-02	control	03	0.937	20	18.74	NA
sub-007	ses-02	control	05	0.937	20	18.74	NA
sub-007	ses-02	fmri	01	0.937	226	211.762	NA
sub-007	ses-02	fmri	03	0.937	226	211.762	NA
sub-007	ses-02	fmri	05	0.937	226	211.762	NA
sub-007	ses-02	fmri	07	0.937	226	211.762	NA
sub-007	ses-02	movie	01	0.937	210	196.77	NA
sub-007	ses-02	movie	03	0.937	210	196.77	NA
sub-007	ses-02	movie	05	0.937	210	196.77	NA
sub-007	ses-02	movie	07	0.937	210	196.77	NA
sub-007	ses-02	rest	01	0.937	320	299.84	NA
sub-008	ses-01	control	01	0.937	20	18.74	NA
sub-008	ses-01	control	03	0.937	20	18.74	NA
sub-008	ses-01	control	05	0.937	20	18.74	NA
sub-008	ses-01	control	07	0.937	8	7.496	NA
sub-008	ses-01	control	09	0.937	20	18.74	NA
sub-008	ses-01	fmri	01	0.937	226	211.762	NA
sub-008	ses-01	fmri	03	0.937	226	211.762	NA
sub-008	ses-01	fmri	05	0.937	226	211.762	NA
sub-008	ses-01	fmri	07	0.937	226	211.762	NA
sub-008	ses-01	movie	01	0.937	210	196.77	NA
sub-008	ses-01	movie	03	0.937	210	196.77	NA
sub-008	ses-01	movie	05	0.937	210	196.77	NA
sub-008	ses-01	movie	07	0.937	210	196.77	NA
sub-008	ses-01	rest	01	0.937	320	299.84	NA
sub-008	ses-02	control	01	0.937	20	18.74	NA
sub-008	ses-02	control	03	0.937	20	18.74	NA
sub-008	ses-02	control	05	0.937	20	18.74	NA
sub-008	ses-02	fmri	01	0.937	226	211.762	NA
sub-008	ses-02	fmri	03	0.937	226	211.762	NA
sub-008	ses-02	fmri	05	0.937	226	211.762	NA
sub-008	ses-02	fmri	07	0.937	226	211.762	NA
sub-008	ses-02	movie	01	0.937	210	196.77	NA
sub-008	ses-02	movie	03	0.937	210	196.77	NA
sub-008	ses-02	movie	05	0.937	210	196.77	NA
sub-008	ses-02	movie	07	0.937	210	196.77	NA
sub-008	ses-02	rest	01	0.937	320	299.84	NA
sub-009	ses-01	control	01	0.937	20	18.74	NA
sub-009	ses-01	control	03	0.937	20	18.74	NA
sub-009	ses-01	control	05	0.937	20	18.74	NA
sub-009	ses-01	fmri	01	0.937	226	211.762	NA
sub-009	ses-01	fmri	03	0.937	226	211.762	NA
sub-009	ses-01	fmri	05	0.937	226	211.762	NA
sub-009	ses-01	fmri	07	0.937	226	211.762	NA
sub-009	ses-01	movie	01	0.937	210	196.77	NA
sub-009	ses-01	movie	03	0.937	210	196.77	NA
sub-009	ses-01	movie	05	0.937	210	196.77	NA
sub-009	ses-01	movie	07	0.937	210	196.77	NA
sub-009	ses-01	rest	01	0.937	320	299.84	NA
sub-009	ses-02	control	01	0.937	20	18.74	NA
sub-009	ses-02	control	03	0.937	20	18.74	NA
sub-009	ses-02	control	05	0.937	20	18.74	NA
sub-009	ses-02	fmri	01	0.937	226	211.762	NA
sub-009	ses-02	fmri	03	0.937	226	211.762	NA
sub-009	ses-02	fmri	05	0.937	226	211.762	NA
sub-009	ses-02	fmri	07	0.937	226	211.762	NA
sub-009	ses-02	movie	01	0.937	210	196.77	NA
sub-009	ses-02	movie	03	0.937	210	196.77	NA
sub-009	ses-02	movie	05	0.937	210	196.77	NA
sub-009	ses-02	movie	07	0.937	210	196.77	NA
sub-009	ses-02	rest	01	0.937	320	299.84	NA
sub-010	ses-01	control	01	0.937	20	18.74	NA
sub-010	ses-01	control	03	0.937	20	18.74	NA
sub-010	ses-01	control	05	0.937	20	18.74	NA
sub-010	ses-01	fmri	01	0.937	226	211.762	NA
sub-010	ses-01	fmri	03	0.937	226	211.762	NA
sub-010	ses-01	fmri	05	0.937	226	211.762	NA
sub-010	ses-01	fmri	07	0.937	226	211.762	NA
sub-010	ses-01	movie	01	0.937	53	49.661	NA
sub-010	ses-01	movie	03	0.937	35	32.795	NA
sub-010	ses-01	rest	01	0.937	320	299.84	NA
sub-011	ses-01	control	01	0.937	20	18.74	NA
sub-011	ses-01	control	03	0.937	20	18.74	NA
sub-011	ses-01	control	05	0.937	20	18.74	NA
sub-011	ses-01	fmri	01	0.937	226	211.762	NA
sub-011	ses-01	fmri	03	0.937	3	2.811	NA
sub-011	ses-01	fmri	05	0.937	226	211.762	NA
sub-011	ses-01	fmri	07	0.937	226	211.762	NA
sub-011	ses-01	fmri	09	0.937	226	211.762	NA
sub-011	ses-01	movie	01	0.937	210	196.77	NA
sub-011	ses-01	movie	03	0.937	210	196.77	NA
sub-011	ses-01	movie	05	0.937	210	196.77	NA
sub-011	ses-01	movie	07	0.937	210	196.77	NA
sub-011	ses-01	rest	01	0.937	320	299.84	NA
sub-011	ses-02	control	01	0.937	20	18.74	NA
sub-011	ses-02	control	03	0.937	20	18.74	NA
sub-011	ses-02	control	05	0.937	20	18.74	NA
sub-011	ses-02	fmri	02	0.937	226	211.762	NA
sub-011	ses-02	fmri	04	0.937	226	211.762	NA
sub-011	ses-02	fmri	06	0.937	226	211.762	NA
sub-011	ses-02	fmri	08	0.937	226	211.762	NA
sub-011	ses-02	movie	01	0.937	210	196.77	NA
sub-011	ses-02	movie	03	0.937	210	196.77	NA
sub-011	ses-02	movie	05	0.937	210	196.77	NA
sub-011	ses-02	movie	07	0.937	210	196.77	NA
sub-011	ses-02	rest	01	0.937	320	299.84	NA
sub-012	ses-01	control	01	0.937	20	18.74	NA
sub-012	ses-01	control	03	0.937	20	18.74	NA
sub-012	ses-01	control	05	0.937	20	18.74	NA
sub-012	ses-01	fmri	01	0.937	226	211.762	NA
sub-012	ses-01	fmri	03	0.937	226	211.762	NA
sub-012	ses-01	fmri	05	0.937	226	211.762	NA
sub-012	ses-01	fmri	07	0.937	226	211.762	NA
sub-012	ses-01	fmri	09	0.937	226	211.762	NA
sub-012	ses-01	movie	01	0.937	210	196.77	NA
sub-012	ses-01	movie	03	0.937	210	196.77	NA
sub-012	ses-01	movie	05	0.937	210	196.77	NA
sub-012	ses-01	movie	07	0.937	210	196.77	NA
sub-012	ses-01	rest	01	0.937	320	299.84	NA
sub-012	ses-02	control	01	0.937	20	18.74	NA
sub-012	ses-02	control	03	0.937	20	18.74	NA
sub-012	ses-02	control	05	0.937	20	18.74	NA
sub-012	ses-02	fmri	01	0.937	226	211.762	NA
sub-012	ses-02	fmri	03	0.937	226	211.762	NA
sub-012	ses-02	fmri	05	0.937	226	211.762	NA
sub-012	ses-02	fmri	07	0.937	226	211.762	NA
sub-012	ses-02	movie	01	0.937	210	196.77	NA
sub-012	ses-02	movie	03	0.937	210	196.77	NA
sub-012	ses-02	movie	05	0.937	210	196.77	NA
sub-012	ses-02	movie	07	0.937	210	196.77	NA
sub-012	ses-02	rest	01	0.937	320	299.84	NA
sub-013	ses-01	control	01	0.937	20	18.74	NA
sub-013	ses-01	control	03	0.937	20	18.74	NA
sub-013	ses-01	control	05	0.937	20	18.74	NA
sub-013	ses-01	fmri	01	0.937	226	211.762	NA
sub-013	ses-01	fmri	03	0.937	226	211.762	NA
sub-013	ses-01	fmri	05	0.937	226	211.762	NA
sub-013	ses-01	fmri	07	0.937	226	211.762	NA
sub-013	ses-01	movie	01	0.937	210	196.77	NA
sub-013	ses-01	movie	03	0.937	210	196.77	NA
sub-013	ses-01	movie	05	0.937	210	196.77	NA
sub-013	ses-01	movie	07	0.937	210	196.77	NA
sub-013	ses-01	rest	01	0.937	320	299.84	NA
sub-014	ses-01	control	01	0.937	20	18.74	NA
sub-014	ses-01	control	03	0.937	20	18.74	NA
sub-014	ses-01	control	05	0.937	20	18.74	NA
sub-014	ses-01	fmri	01	0.937	226	211.762	NA
sub-014	ses-01	fmri	03	0.937	226	211.762	NA
sub-014	ses-01	fmri	05	0.937	226	211.762	NA
sub-014	ses-01	fmri	07	0.937	226	211.762	NA
sub-014	ses-01	movie	01	0.937	210	196.77	NA
sub-014	ses-01	movie	03	0.937	210	196.77	NA
sub-014	ses-01	movie	05	0.937	210	196.77	NA
sub-014	ses-01	movie	07	0.937	210	196.77	NA
sub-014	ses-01	rest	01	0.937	320	299.84	NA
sub-015	ses-01	control	01	0.937	20	18.74	NA
sub-015	ses-01	control	03	0.937	20	18.74	NA
sub-015	ses-01	control	05	0.937	20	18.74	NA
sub-015	ses-01	control	07	0.937	20	18.74	NA
sub-015	ses-01	fmri	01	0.937	226	211.762	NA
sub-015	ses-01	fmri	03	0.937	226	211.762	NA
sub-015	ses-01	fmri	05	0.937	226	211.762	NA
sub-015	ses-01	fmri	07	0.937	226	211.762	NA
sub-015	ses-01	movie	01	0.937	210	196.77	NA
sub-015	ses-01	movie	03	0.937	210	196.77	NA
sub-015	ses-01	movie	05	0.937	210	196.77	NA
sub-015	ses-01	movie	07	0.937	210	196.77	NA
sub-015	ses-01	rest	01	0.937	320	299.84	NA
sub-015	ses-02	control	01	0.937	20	18.74	NA
sub-015	ses-02	control	03	0.937	20	18.74	NA
sub-015	ses-02	control	05	0.937	20	18.74	NA
sub-015	ses-02	fmri	01	0.937	226	211.762	NA
sub-015	ses-02	fmri	03	0.937	226	211.762	NA
sub-015	ses-02	fmri	05	0.937	226	211.762	NA
sub-015	ses-02	fmri	07	0.937	226	211.762	NA
sub-015	ses-02	movie	01	0.937	210	196.77	NA
sub-015	ses-02	movie	03	0.937	210	196.77	NA
sub-015	ses-02	movie	05	0.937	210	196.77	NA
sub-015	ses-02	movie	07	0.937	210	196.77	NA
sub-015	ses-02	rest	01	0.937	320	299.84	NA
sub-016	ses-01	control	01	0.937	20	18.74	NA
sub-016	ses-01	control	03	0.937	20	18.74	NA
sub-016	ses-01	control	05	0.937	20	18.74	NA
sub-016	ses-01	fmri	01	0.937	226	211.762	NA
sub-016	ses-01	fmri	03	0.937	226	211.762	NA
sub-016	ses-01	fmri	05	0.937	226	211.762	NA
sub-016	ses-01	fmri	07	0.937	226	211.762	NA
sub-016	ses-01	movie	01	0.937	210	196.77	NA
sub-016	ses-01	movie	03	0.937	210	196.77	NA
sub-016	ses-01	movie	05	0.937	210	196.77	NA
sub-016	ses-01	movie	07	0.937	210	196.77	NA
sub-016	ses-01	rest	01	0.937	320	299.84	NA
sub-016	ses-02	control	01	0.937	20	18.74	NA
sub-016	ses-02	control	03	0.937	20	18.74	NA
sub-016	ses-02	control	05	0.937	20	18.74	NA
sub-016	ses-02	fmri	01	0.937	226	211.762	NA
sub-016	ses-02	fmri	03	0.937	226	211.762	NA
sub-016	ses-02	fmri	05	0.937	226	211.762	NA
sub-016	ses-02	fmri	07	0.937	17	15.929	NA
sub-016	ses-02	fmri	09	0.937	226	211.762	NA
sub-016	ses-02	movie	01	0.937	210	196.77	NA
sub-016	ses-02	movie	03	0.937	210	196.77	NA
sub-016	ses-02	movie	05	0.937	210	196.77	NA
sub-016	ses-02	movie	07	0.937	210	196.77	NA
sub-016	ses-02	rest	01	0.937	320	299.84	NA
sub-017	ses-01	control	01	0.937	20	18.74	NA
sub-017	ses-01	control	03	0.937	20	18.74	NA
sub-017	ses-01	control	05	0.937	20	18.74	NA
sub-017	ses-01	fmri	01	0.937	226	211.762	NA
sub-017	ses-01	fmri	03	0.937	226	211.762	NA
sub-017	ses-01	fmri	05	0.937	226	211.762	NA
sub-017	ses-01	fmri	07	0.937	226	211.762	NA
sub-017	ses-01	movie	01	0.937	210	196.77	NA
sub-017	ses-01	movie	03	0.937	210	196.77	NA
sub-017	ses-01	movie	05	0.937	210	196.77	NA
sub-017	ses-01	movie	07	0.937	210	196.77	NA
sub-017	ses-01	rest	01	0.937	320	299.84	NA
sub-017	ses-02	control	01	0.937	20	18.74	NA
sub-017	ses-02	control	03	0.937	20	18.74	NA
sub-017	ses-02	control	05	0.937	20	18.74	NA
sub-017	ses-02	fmri	01	0.937	226	211.762	NA
sub-017	ses-02	fmri	03	0.937	226	211.762	NA
sub-017	ses-02	fmri	05	0.937	226	211.762	NA
sub-017	ses-02	fmri	07	0.937	226	211.762	NA
sub-017	ses-02	movie	01	0.937	210	196.77	NA
sub-017	ses-02	movie	03	0.937	210	196.77	NA
sub-017	ses-02	movie	05	0.937	210	196.77	NA
sub-017	ses-02	movie	07	0.937	210	196.77	NA
sub-017	ses-02	rest	01	0.937	320	299.84	NA
sub-018	ses-01	control	01	0.937	20	18.74	NA
sub-018	ses-01	control	03	0.937	20	18.74	NA
sub-018	ses-01	control	05	0.937	20	18.74	NA
sub-018	ses-01	fmri	01	0.937	226	211.762	NA
sub-018	ses-01	fmri	03	0.937	226	211.762	NA
sub-018	ses-01	fmri	05	0.937	226	211.762	NA
sub-018	ses-01	fmri	07	0.937	226	211.762	NA
sub-018	ses-01	movie	01	0.937	210	196.77	NA
sub-018	ses-01	movie	03	0.937	210	196.77	NA
sub-018	ses-01	movie	05	0.937	210	196.77	NA
sub-018	ses-01	movie	07	0.937	210	196.77	NA
sub-018	ses-01	rest	01	0.937	320	299.84	NA
sub-019	ses-01	control	01	0.937	20	18.74	NA
sub-019	ses-01	control	03	0.937	20	18.74	NA
sub-019	ses-01	control	05	0.937	20	18.74	NA
sub-019	ses-01	fmri	01	0.937	226	211.762	NA
sub-019	ses-01	fmri	03	0.937	226	211.762	NA
sub-019	ses-01	fmri	05	0.937	226	211.762	NA
sub-019	ses-01	fmri	07	0.937	226	211.762	NA
sub-019	ses-01	movie	01	0.937	210	196.77	NA
sub-019	ses-01	movie	03	0.937	210	196.77	NA
sub-019	ses-01	movie	05	0.937	210	196.77	NA
sub-019	ses-01	movie	07	0.937	210	196.77	NA
sub-019	ses-01	rest	01	0.937	320	299.84	NA
sub-019	ses-02	control	01	0.937	20	18.74	NA
sub-019	ses-02	control	03	0.937	20	18.74	NA
sub-019	ses-02	control	05	0.937	20	18.74	NA
sub-019	ses-02	fmri	01	0.937	226	211.762	NA
sub-019	ses-02	fmri	03	0.937	226	211.762	NA
sub-019	ses-02	fmri	05	0.937	226	211.762	NA
sub-019	ses-02	fmri	07	0.937	226	211.762	NA
sub-019	ses-02	movie	01	0.937	210	196.77	NA
sub-019	ses-02	movie	03	0.937	210	196.77	NA
sub-019	ses-02	movie	05	0.937	210	196.77	NA
sub-019	ses-02	movie	07	0.937	210	196.77	NA
sub-019	ses-02	rest	01	0.937	320	299.84	NA
sub-020	ses-01	control	01	0.937	20	18.74	NA
sub-020	ses-01	control	03	0.937	20	18.74	NA
sub-020	ses-01	control	05	0.937	20	18.74	NA
sub-020	ses-01	fmri	01	0.937	226	211.762	NA
sub-020	ses-01	fmri	03	0.937	226	211.762	NA
sub-020	ses-01	fmri	05	0.937	226	211.762	NA
sub-020	ses-01	fmri	07	0.937	226	211.762	NA
sub-020	ses-01	movie	01	0.937	210	196.77	NA
sub-020	ses-01	movie	03	0.937	210	196.77	NA
sub-020	ses-01	movie	05	0.937	210	196.77	NA
sub-020	ses-01	movie	07	0.937	210	196.77	NA
sub-020	ses-01	rest	01	0.937	320	299.84	NA
sub-021	ses-01	control	01	0.937	20	18.74	NA
sub-021	ses-01	control	03	0.937	20	18.74	NA
sub-021	ses-01	control	05	0.937	20	18.74	NA
sub-021	ses-01	fmri	01	0.937	226	211.762	NA
sub-021	ses-01	fmri	03	0.937	226	211.762	NA
sub-021	ses-01	fmri	05	0.937	226	211.762	NA
sub-021	ses-01	fmri	07	0.937	226	211.762	NA
sub-021	ses-01	movie	01	0.937	210	196.77	NA
sub-021	ses-01	movie	03	0.937	210	196.77	NA
sub-021	ses-01	movie	05	0.937	210	196.77	NA
sub-021	ses-01	movie	07	0.937	210	196.77	NA
sub-021	ses-01	rest	01	0.937	320	299.84	NA
sub-021	ses-02	control	01	0.937	20	18.74	NA
sub-021	ses-02	control	03	0.937	20	18.74	NA
sub-021	ses-02	control	05	0.937	20	18.74	NA
sub-021	ses-02	fmri	01	0.937	226	211.762	NA
sub-021	ses-02	fmri	03	0.937	226	211.762	NA
sub-021	ses-02	fmri	05	0.937	226	211.762	NA
sub-021	ses-02	fmri	07	0.937	226	211.762	NA
sub-021	ses-02	movie	01	0.937	210	196.77	NA
sub-021	ses-02	movie	03	0.937	210	196.77	NA
sub-021	ses-02	movie	05	0.937	210	196.77	NA
sub-021	ses-02	movie	07	0.937	210	196.77	NA
sub-021	ses-02	rest	01	0.937	181	169.597	NA
sub-021	ses-02	rest	03	0.937	320	299.84	NA
sub-022	ses-01	control	01	0.937	20	18.74	NA
sub-022	ses-01	control	03	0.937	20	18.74	NA
sub-022	ses-01	control	05	0.937	20	18.74	NA
sub-022	ses-01	fmri	01	0.937	226	211.762	NA
sub-022	ses-01	fmri	03	0.937	226	211.762	NA
sub-022	ses-01	fmri	05	0.937	226	211.762	NA
sub-022	ses-01	fmri	07	0.937	226	211.762	NA
sub-022	ses-01	movie	01	0.937	210	196.77	NA
sub-022	ses-01	movie	03	0.937	210	196.77	NA
sub-022	ses-01	movie	05	0.937	210	196.77	NA
sub-022	ses-01	movie	07	0.937	210	196.77	NA
sub-022	ses-01	rest	01	0.937	320	299.84	NA
sub-022	ses-02	control	01	0.937	20	18.74	NA
sub-022	ses-02	control	03	0.937	20	18.74	NA
sub-022	ses-02	control	05	0.937	20	18.74	NA
sub-022	ses-02	fmri	01	0.937	226	211.762	NA
sub-022	ses-02	fmri	03	0.937	226	211.762	NA
sub-022	ses-02	fmri	05	0.937	226	211.762	NA
sub-022	ses-02	fmri	07	0.937	226	211.762	NA
sub-022	ses-02	movie	01	0.937	210	196.77	NA
sub-022	ses-02	movie	03	0.937	210	196.77	NA
sub-022	ses-02	movie	05	0.937	210	196.77	NA
sub-022	ses-02	movie	07	0.937	210	196.77	NA
sub-022	ses-02	rest	01	0.937	320	299.84	NA
sub-023	ses-01	control	01	0.937	20	18.74	NA
sub-023	ses-01	control	03	0.937	20	18.74	NA
sub-023	ses-01	control	05	0.937	20	18.74	NA
sub-023	ses-01	fmri	01	0.937	226	211.762	NA
sub-023	ses-01	fmri	03	0.937	226	211.762	NA
sub-023	ses-01	fmri	05	0.937	226	211.762	NA
sub-023	ses-01	fmri	07	0.937	159	148.983	NA
sub-023	ses-01	fmri	09	0.937	226	211.762	NA
sub-023	ses-01	movie	01	0.937	210	196.77	NA
sub-023	ses-01	movie	03	0.937	210	196.77	NA
sub-023	ses-01	movie	05	0.937	210	196.77	NA
sub-023	ses-01	movie	07	0.937	210	196.77	NA
sub-023	ses-01	rest	01	0.937	320	299.84	NA
sub-023	ses-02	control	01	0.937	20	18.74	NA
sub-023	ses-02	control	03	0.937	20	18.74	NA
sub-023	ses-02	control	05	0.937	20	18.74	NA
sub-023	ses-02	fmri	01	0.937	226	211.762	NA
sub-023	ses-02	fmri	03	0.937	226	211.762	NA
sub-023	ses-02	fmri	05	0.937	226	211.762	NA
sub-023	ses-02	fmri	07	0.937	226	211.762	NA
sub-023	ses-02	movie	01	0.937	210	196.77	NA
