subject	session	task	run	TR	n_volumes	duration_seconds	AcquisitionTime
sub-058	ses-01	movie	07	0.937	210	196.77	NA
sub-058	ses-01	rest	01	0.937	320	299.84	NA
sub-059	ses-01	control	01	0.937	20	18.74	NA
sub-059	ses-01	control	03	0.937	20	18.74	NA
sub-059	ses-01	control	05	0.937	20	18.74	NA
sub-059	ses-01	fmri	01	0.937	226	211.762	NA
sub-059	ses-01	fmri	03	0.937	226	211.762	NA
sub-059	ses-01	fmri	05	0.937	226	211.762	NA
sub-059	ses-01	fmri	07	0.937	226	211.762	NA
sub-059	ses-01	movie	01	0.937	210	196.77	NA
sub-059	ses-01	movie	03	0.937	210	196.77	NA
sub-059	ses-01	movie	05	0.937	210	196.77	NA
sub-059	ses-01	movie	07	0.937	210	196.77	NA
sub-059	ses-01	rest	01	0.937	320	299.84	NA
sub-060	ses-01	control	01	0.937	20	18.74	NA
sub-060	ses-01	control	03	0.937	20	18.74	NA
sub-060	ses-01	control	05	0.937	20	18.74	NA
sub-060	ses-01	fmri	01	0.937	226	211.762	NA
sub-060	ses-01	fmri	03	0.937	226	211.762	NA
sub-060	ses-01	fmri	05	0.937	226	211.762	NA
sub-060	ses-01	fmri	07	0.937	226	211.762	NA
sub-060	ses-01	movie	01	0.937	210	196.77	NA
sub-060	ses-01	movie	03	0.937	210	196.77	NA
sub-060	ses-01	movie	05	0.937	210	196.77	NA
sub-060	ses-01	movie	07	0.937	210	196.77	NA
sub-060	ses-01	movie	09	0.937	210	196.77	NA
sub-060	ses-01	rest	01	0.937	320	299.84	NA
sub-061	ses-01	control	02	0.937	20	18.74	NA
sub-061	ses-01	control	04	0.937	20	18.74	NA
sub-061	ses-01	control	06	0.937	20	18.74	NA
sub-061	ses-01	fmri	01	0.937	226	211.762	NA
sub-061	ses-01	fmri	03	0.937	226	211.762	NA
sub-061	ses-01	fmri	05	0.937	67	62.779	NA
sub-061	ses-01	fmri	07	0.937	226	211.762	NA
sub-061	ses-01	fmri	09	0.937	226	211.762	NA
sub-061	ses-01	movie	01	0.937	210	196.77	NA
sub-061	ses-01	movie	03	0.937	210	196.77	NA
sub-061	ses-01	movie	05	0.937	210	196.77	NA
sub-061	ses-01	movie	07	0.937	210	196.77	NA
sub-061	ses-01	rest	01	0.937	320	299.84	NA
sub-062	ses-01	control	01	0.937	20	18.74	NA
sub-062	ses-01	control	03	0.937	20	18.74	NA
sub-062	ses-01	control	05	0.937	20	18.74	NA
sub-062	ses-01	fmri	01	0.937	226	211.762	NA
sub-062	ses-01	fmri	03	0.937	226	211.762	NA
sub-062	ses-01	fmri	05	0.937	226	211.762	NA
sub-062	ses-01	fmri	07	0.937	226	211.762	NA
sub-062	ses-01	movie	01	0.937	210	196.77	NA
sub-062	ses-01	movie	03	0.937	210	196.77	NA
sub-062	ses-01	movie	05	0.937	210	196.77	NA
sub-062	ses-01	movie	07	0.937	210	196.77	NA
sub-062	ses-01	rest	01	0.937	320	299.84	NA
sub-063	ses-01	control	01	0.937	20	18.74	NA
sub-063	ses-01	control	03	0.937	20	18.74	NA
sub-063	ses-01	rest	01	0.937	320	299.84	NA
sub-064	ses-01	control	01	0.937	20	18.74	NA
sub-064	ses-01	control	03	0.937	20	18.74	NA
sub-064	ses-01	control	05	0.937	20	18.74	NA
sub-064	ses-01	fmri	01	0.937	226	211.762	NA
sub-064	ses-01	fmri	03	0.937	226	211.762	NA
sub-064	ses-01	fmri	05	0.937	226	211.762	NA
sub-064	ses-01	fmri	07	0.937	226	211.762	NA
sub-064	ses-01	movie	01	0.937	210	196.77	NA
sub-064	ses-01	movie	03	0.937	210	196.77	NA
sub-064	ses-01	movie	05	0.937	210	196.77	NA
sub-064	ses-01	movie	07	0.937	210	196.77	NA
sub-064	ses-01	rest	01	0.937	320	299.84	NA
sub-064	ses-02	control	01	0.937	20	18.74	NA
sub-064	ses-02	control	03	0.937	20	18.74	NA
sub-064	ses-02	control	05	0.937	20	18.74	NA
sub-064	ses-02	fmri	01	0.937	226	211.762	NA
sub-064	ses-02	fmri	03	0.937	226	211.762	NA
sub-064	ses-02	fmri	05	0.937	226	211.762	NA
sub-064	ses-02	fmri	07	0.937	226	211.762	NA
sub-064	ses-02	movie	01	0.937	210	196.77	NA
sub-064	ses-02	movie	03	0.937	210	196.77	NA
sub-064	ses-02	movie	05	0.937	210	196.77	NA
sub-064	ses-02	movie	07	0.937	210	196.77	NA
sub-064	ses-02	rest	01	0.937	320	299.84	NA
sub-065	ses-01	control	01	0.937	20	18.74	NA
sub-065	ses-01	control	03	0.937	20	18.74	NA
sub-065	ses-01	control	05	0.937	20	18.74	NA
sub-065	ses-01	fmri	01	0.937	226	211.762	NA
sub-065	ses-01	fmri	03	0.937	226	211.762	NA
sub-065	ses-01	fmri	05	0.937	226	211.762	NA
sub-065	ses-01	fmri	07	0.937	226	211.762	NA
sub-065	ses-01	movie	01	0.937	210	196.77	NA
sub-065	ses-01	movie	03	0.937	210	196.77	NA
sub-065	ses-01	movie	05	0.937	210	196.77	NA
sub-065	ses-01	movie	07	0.937	210	196.77	NA
sub-065	ses-01	rest	01	0.937	320	299.84	NA
sub-066	ses-01	control	01	0.937	20	18.74	NA
sub-066	ses-01	control	03	0.937	20	18.74	NA
sub-066	ses-01	control	05	0.937	20	18.74	NA
sub-066	ses-01	fmri	01	0.937	226	211.762	NA
sub-066	ses-01	fmri	03	0.937	226	211.762	NA
sub-066	ses-01	fmri	05	0.937	226	211.762	NA
sub-066	ses-01	fmri	07	0.937	226	211.762	NA
sub-066	ses-01	movie	01	0.937	210	196.77	NA
sub-066	ses-01	movie	03	0.937	210	196.77	NA
sub-066	ses-01	movie	05	0.937	210	196.77	NA
sub-066	ses-01	movie	07	0.937	210	196.77	NA
sub-066	ses-01	rest	01	0.937	320	299.84	NA
sub-066	ses-02	control	01	0.937	20	18.74	NA
sub-066	ses-02	control	03	0.937	20	18.74	NA
sub-066	ses-02	control	05	0.937	20	18.74	NA
sub-066	ses-02	fmri	01	0.937	226	211.762	NA
sub-066	ses-02	fmri	03	0.937	226	211.762	NA
sub-066	ses-02	fmri	05	0.937	226	211.762	NA
sub-066	ses-02	fmri	07	0.937	226	211.762	NA
sub-066	ses-02	movie	01	0.937	210	196.77	NA
sub-066	ses-02	movie	03	0.937	210	196.77	NA
sub-066	ses-02	movie	05	0.937	210	196.77	NA
sub-066	ses-02	movie	07	0.937	210	196.77	NA
sub-066	ses-02	rest	01	0.937	320	299.84	NA
sub-067	ses-01	control	01	0.937	20	18.74	NA
sub-067	ses-01	control	03	0.937	20	18.74	NA
sub-067	ses-01	control	05	0.937	20	18.74	NA
sub-067	ses-01	fmri	01	0.937	226	211.762	NA
sub-067	ses-01	fmri	03	0.937	226	211.762	NA
sub-067	ses-01	fmri	05	0.937	226	211.762	NA
sub-067	ses-01	fmri	07	0.937	226	211.762	NA
sub-067	ses-01	movie	01	0.937	210	196.77	NA
sub-067	ses-01	movie	03	0.937	210	196.77	NA
sub-067	ses-01	movie	05	0.937	210	196.77	NA
sub-067	ses-01	movie	07	0.937	210	196.77	NA
sub-067	ses-01	rest	01	0.937	320	299.84	NA
sub-067	ses-02	control	01	0.937	20	18.74	NA
sub-067	ses-02	control	03	0.937	20	18.74	NA
sub-067	ses-02	control	05	0.937	20	18.74	NA
sub-067	ses-02	fmri	01	0.937	226	211.762	NA
sub-067	ses-02	fmri	03	0.937	226	211.762	NA
sub-067	ses-02	fmri	05	0.937	226	211.762	NA
sub-067	ses-02	fmri	07	0.937	226	211.762	NA
sub-067	ses-02	movie	01	0.937	210	196.77	NA
sub-067	ses-02	movie	03	0.937	210	196.77	NA
sub-067	ses-02	movie	05	0.937	210	196.77	NA
sub-067	ses-02	movie	07	0.937	210	196.77	NA
sub-067	ses-02	rest	01	0.937	320	299.84	NA
sub-068	ses-01	control	01	0.937	20	18.74	NA
sub-068	ses-01	control	03	0.937	20	18.74	NA
sub-068	ses-01	control	05	0.937	20	18.74	NA
sub-068	ses-01	fmri	01	0.937	226	211.762	NA
sub-068	ses-01	fmri	03	0.937	226	211.762	NA
sub-068	ses-01	fmri	05	0.937	226	211.762	NA
sub-068	ses-01	fmri	07	0.937	226	211.762	NA
sub-068	ses-01	movie	01	0.937	210	196.77	NA
sub-068	ses-01	movie	03	0.937	210	196.77	NA
sub-068	ses-01	movie	05	0.937	210	196.77	NA
sub-068	ses-01	movie	07	0.937	210	196.77	NA
sub-068	ses-01	rest	01	0.937	320	299.84	NA
sub-068	ses-02	control	01	0.937	20	18.74	NA
sub-068	ses-02	control	03	0.937	20	18.74	NA
sub-068	ses-02	control	05	0.937	20	18.74	NA
sub-068	ses-02	fmri	01	0.937	226	211.762	NA
sub-068	ses-02	fmri	03	0.937	226	211.762	NA
sub-068	ses-02	fmri	05	0.937	226	211.762	NA
sub-068	ses-02	fmri	07	0.937	226	211.762	NA
sub-068	ses-02	movie	01	0.937	210	196.77	NA
sub-068	ses-02	movie	03	0.937	210	196.77	NA
sub-068	ses-02	movie	05	0.937	210	196.77	NA
sub-068	ses-02	movie	07	0.937	210	196.77	NA
sub-068	ses-02	rest	01	0.937	320	299.84	NA
sub-069	ses-01	control	01	0.937	20	18.74	NA
sub-069	ses-01	control	03	0.937	20	18.74	NA
sub-069	ses-01	control	05	0.937	20	18.74	NA
sub-069	ses-01	fmri	01	0.937	226	211.762	NA
sub-069	ses-01	fmri	03	0.937	226	211.762	NA
sub-069	ses-01	fmri	05	0.937	226	211.762	NA
sub-069	ses-01	fmri	07	0.937	226	211.762	NA
sub-069	ses-01	movie	01	0.937	210	196.77	NA
sub-069	ses-01	movie	03	0.937	210	196.77	NA
sub-069	ses-01	movie	05	0.937	210	196.77	NA
sub-069	ses-01	movie	07	0.937	210	196.77	NA
sub-069	ses-01	rest	01	0.937	320	299.84	NA
sub-069	ses-02	control	01	0.937	20	18.74	NA
sub-069	ses-02	control	03	0.937	20	18.74	NA
sub-069	ses-02	control	05	0.937	20	18.74	NA
sub-069	ses-02	fmri	01	0.937	226	211.762	NA
sub-069	ses-02	fmri	03	0.937	226	211.762	NA
sub-069	ses-02	fmri	05	0.937	226	211.762	NA
sub-069	ses-02	fmri	07	0.937	226	211.762	NA
sub-069	ses-02	movie	01	0.937	210	196.77	NA
sub-069	ses-02	movie	03	0.937	210	196.77	NA
sub-069	ses-02	movie	05	0.937	210	196.77	NA
sub-069	ses-02	movie	07	0.937	210	196.77	NA
sub-069	ses-02	rest	01	0.937	320	299.84	NA
sub-070	ses-01	control	01	0.937	20	18.74	NA
sub-070	ses-01	fmri	01	0.937	226	211.762	NA
sub-070	ses-01	fmri	03	0.937	226	211.762	NA
sub-070	ses-01	fmri	05	0.937	226	211.762	NA
sub-070	ses-01	fmri	07	0.937	226	211.762	NA
sub-070	ses-01	movie	01	0.937	210	196.77	NA
sub-070	ses-01	movie	03	0.937	210	196.77	NA
sub-070	ses-01	movie	05	0.937	210	196.77	NA
sub-070	ses-01	movie	07	0.937	210	196.77	NA
sub-070	ses-01	rest	01	0.937	320	299.84	NA
sub-071	ses-01	control	01	0.937	20	18.74	NA
sub-071	ses-01	control	03	0.937	20	18.74	NA
sub-071	ses-01	control	05	0.937	20	18.74	NA
sub-071	ses-01	fmri	01	0.937	226	211.762	NA
sub-071	ses-01	fmri	03	0.937	226	211.762	NA
sub-071	ses-01	fmri	05	0.937	226	211.762	NA
sub-071	ses-01	fmri	07	0.937	226	211.762	NA
sub-071	ses-01	movie	01	0.937	210	196.77	NA
sub-071	ses-01	movie	03	0.937	210	196.77	NA
sub-071	ses-01	movie	05	0.937	210	196.77	NA
sub-071	ses-01	movie	07	0.937	210	196.77	NA
sub-071	ses-01	rest	01	0.937	320	299.84	NA
sub-072	ses-01	control	01	0.937	20	18.74	NA
sub-072	ses-01	control	03	0.937	20	18.74	NA
sub-072	ses-01	control	05	0.937	20	18.74	NA
sub-072	ses-01	fmri	01	0.937	226	211.762	NA
sub-072	ses-01	fmri	03	0.937	226	211.762	NA
sub-072	ses-01	fmri	05	0.937	226	211.762	NA
sub-072	ses-01	fmri	07	0.937	226	211.762	NA
sub-072	ses-01	movie	01	0.937	210	196.77	NA
sub-072	ses-01	movie	03	0.937	210	196.77	NA
sub-072	ses-01	movie	05	0.937	210	196.77	NA
sub-072	ses-01	movie	07	0.937	210	196.77	NA
sub-072	ses-01	rest	01	0.937	320	299.84	NA
sub-072	ses-02	control	01	0.937	20	18.74	NA
sub-072	ses-02	control	03	0.937	20	18.74	NA
sub-072	ses-02	control	05	0.937	20	18.74	NA
sub-072	ses-02	fmri	01	0.937	226	211.762	NA
sub-072	ses-02	fmri	03	0.937	226	211.762	NA
sub-072	ses-02	fmri	05	0.937	226	211.762	NA
sub-072	ses-02	fmri	07	0.937	226	211.762	NA
sub-072	ses-02	movie	01	0.937	210	196.77	NA
sub-072	ses-02	movie	03	0.937	210	196.77	NA
sub-072	ses-02	movie	05	0.937	210	196.77	NA
sub-072	ses-02	movie	07	0.937	210	196.77	NA
sub-072	ses-02	rest	01	0.937	320	299.84	NA
sub-073	ses-01	control	01	0.937	20	18.74	NA
sub-073	ses-01	control	03	0.937	20	18.74	NA
sub-073	ses-01	control	05	0.937	20	18.74	NA
sub-073	ses-01	fmri	01	0.937	226	211.762	NA
sub-073	ses-01	fmri	03	0.937	226	211.762	NA
sub-073	ses-01	fmri	05	0.937	226	211.762	NA
sub-073	ses-01	fmri	07	0.937	226	211.762	NA
sub-073	ses-01	movie	01	0.937	210	196.77	NA
sub-073	ses-01	movie	03	0.937	210	196.77	NA
sub-073	ses-01	movie	05	0.937	210	196.77	NA
sub-073	ses-01	movie	07	0.937	210	196.77	NA
sub-073	ses-01	rest	01	0.937	320	299.84	NA
sub-073	ses-02	control	01	0.937	20	18.74	NA
sub-073	ses-02	control	03	0.937	20	18.74	NA
sub-073	ses-02	control	05	0.937	20	18.74	NA
sub-073	ses-02	fmri	01	0.937	226	211.762	NA
sub-073	ses-02	fmri	03	0.937	226	211.762	NA
sub-073	ses-02	fmri	05	0.937	226	211.762	NA
sub-073	ses-02	fmri	07	0.937	226	211.762	NA
sub-073	ses-02	movie	01	0.937	210	196.77	NA
sub-073	ses-02	movie	03	0.937	210	196.77	NA
sub-073	ses-02	movie	05	0.937	210	196.77	NA
sub-073	ses-02	movie	07	0.937	210	196.77	NA
sub-073	ses-02	rest	01	0.937	320	299.84	NA
sub-074	ses-01	control	01	0.937	20	18.74	NA
sub-074	ses-01	control	03	0.937	20	18.74	NA
sub-074	ses-01	control	05	0.937	20	18.74	NA
sub-074	ses-01	fmri	01	0.937	226	211.762	NA
sub-074	ses-01	fmri	03	0.937	226	211.762	NA
sub-074	ses-01	fmri	05	0.937	226	211.762	NA
sub-074	ses-01	fmri	07	0.937	226	211.762	NA
sub-074	ses-01	movie	01	0.937	210	196.77	NA
sub-074	ses-01	movie	03	0.937	210	196.77	NA
sub-074	ses-01	movie	05	0.937	210	196.77	NA
sub-074	ses-01	movie	07	0.937	210	196.77	NA
sub-074	ses-01	rest	01	0.937	320	299.84	NA
sub-074	ses-02	control	01	0.937	20	18.74	NA
sub-074	ses-02	control	03	0.937	20	18.74	NA
sub-074	ses-02	fmri	01	0.937	226	211.762	NA
sub-074	ses-02	fmri	03	0.937	226	211.762	NA
sub-074	ses-02	fmri	05	0.937	226	211.762	NA
sub-074	ses-02	fmri	07	0.937	226	211.762	NA
sub-074	ses-02	movie	01	0.937	210	196.77	NA
sub-074	ses-02	movie	03	0.937	210	196.77	NA
sub-074	ses-02	movie	05	0.937	210	196.77	NA
sub-074	ses-02	movie	07	0.937	210	196.77	NA
sub-074	ses-02	rest	01	0.937	320	299.84	NA
sub-075	ses-01	control	01	0.937	20	18.74	NA
sub-075	ses-01	control	03	0.937	20	18.74	NA
sub-075	ses-01	control	05	0.937	20	18.74	NA
sub-075	ses-01	fmri	01	0.937	226	211.762	NA
sub-075	ses-01	fmri	03	0.937	226	211.762	NA
sub-075	ses-01	fmri	05	0.937	226	211.762	NA
sub-075	ses-01	fmri	07	0.937	226	211.762	NA
sub-075	ses-01	movie	01	0.937	210	196.77	NA
sub-075	ses-01	movie	03	0.937	210	196.77	NA
sub-075	ses-01	movie	05	0.937	210	196.77	NA
sub-075	ses-01	movie	07	0.937	210	196.77	NA
sub-075	ses-01	rest	01	0.937	320	299.84	NA
sub-076	ses-01	control	01	0.937	20	18.74	NA
sub-076	ses-01	control	03	0.937	20	18.74	NA
sub-076	ses-01	control	05	0.937	20	18.74	NA
sub-076	ses-01	fmri	01	0.937	226	211.762	NA
sub-076	ses-01	fmri	03	0.937	226	211.762	NA
sub-076	ses-01	fmri	05	0.937	226	211.762	NA
sub-076	ses-01	fmri	07	0.937	226	211.762	NA
sub-076	ses-01	movie	01	0.937	210	196.77	NA
sub-076	ses-01	movie	03	0.937	210	196.77	NA
sub-076	ses-01	movie	05	0.937	210	196.77	NA
sub-076	ses-01	movie	07	0.937	210	196.77	NA
sub-076	ses-01	rest	01	0.937	320	299.84	NA
sub-077	ses-01	control	01	0.937	20	18.74	NA
sub-077	ses-01	control	03	0.937	20	18.74	NA
sub-077	ses-01	control	05	0.937	20	18.74	NA
sub-077	ses-01	fmri	01	0.937	226	211.762	NA
sub-077	ses-01	fmri	03	0.937	226	211.762	NA
sub-077	ses-01	fmri	05	0.937	226	211.762	NA
sub-077	ses-01	fmri	07	0.937	226	211.762	NA
sub-077	ses-01	movie	01	0.937	210	196.77	NA
sub-077	ses-01	movie	03	0.937	210	196.77	NA
sub-077	ses-01	movie	05	0.937	210	196.77	NA
sub-077	ses-01	movie	07	0.937	210	196.77	NA
sub-077	ses-01	rest	01	0.937	320	299.84	NA
sub-078	ses-01	control	01	0.937	20	18.74	NA
sub-078	ses-01	control	03	0.937	20	18.74	NA
sub-078	ses-01	control	05	0.937	20	18.74	NA
sub-078	ses-01	fmri	01	0.937	226	211.762	NA
sub-078	ses-01	fmri	03	0.937	226	211.762	NA
sub-078	ses-01	fmri	05	0.937	226	211.762	NA
sub-078	ses-01	fmri	07	0.937	226	211.762	NA
sub-078	ses-01	movie	01	0.937	210	196.77	NA
sub-078	ses-01	movie	03	0.937	210	196.77	NA
sub-078	ses-01	movie	05	0.937	210	196.77	NA
sub-078	ses-01	movie	07	0.937	210	196.77	NA
sub-078	ses-01	rest	01	0.937	320	299.84	NA
sub-078	ses-02	control	01	0.937	20	18.74	NA
sub-078	ses-02	fmri	01	0.937	226	211.762	NA
sub-078	ses-02	fmri	03	0.937	226	211.762	NA
sub-078	ses-02	fmri	05	0.937	226	211.762	NA
sub-078	ses-02	fmri	07	0.937	226	211.762	NA
sub-078	ses-02	movie	01	0.937	128	119.936	NA
sub-079	ses-01	control	01	0.937	20	18.74	NA
sub-079	ses-01	control	03	0.937	20	18.74	NA
sub-079	ses-01	control	05	0.937	20	18.74	NA
sub-079	ses-01	fmri	01	0.937	226	211.762	NA
sub-079	ses-01	fmri	03	0.937	226	211.762	NA
sub-079	ses-01	fmri	05	0.937	226	211.762	NA
sub-079	ses-01	fmri	07	0.937	226	211.762	NA
sub-079	ses-01	movie	01	0.937	210	196.77	NA
sub-079	ses-01	movie	03	0.937	210	196.77	NA
sub-079	ses-01	movie	05	0.937	210	196.77	NA
sub-079	ses-01	movie	07	0.937	210	196.77	NA
sub-079	ses-01	rest	01	0.937	320	299.84	NA
sub-080	ses-01	control	01	0.937	20	18.74	NA
sub-080	ses-01	control	03	0.937	20	18.74	NA
sub-080	ses-01	control	05	0.937	20	18.74	NA
sub-080	ses-01	fmri	01	0.937	226	211.762	NA
sub-080	ses-01	fmri	03	0.937	226	211.762	NA
sub-080	ses-01	fmri	05	0.937	226	211.762	NA
sub-080	ses-01	fmri	07	0.937	226	211.762	NA
sub-080	ses-01	movie	01	0.937	210	196.77	NA
sub-080	ses-01	movie	03	0.937	210	196.77	NA
sub-080	ses-01	movie	05	0.937	210	196.77	NA
sub-080	ses-01	movie	07	0.937	210	196.77	NA
sub-080	ses-01	rest	01	0.937	320	299.84	NA
sub-081	ses-01	control	01	0.937	20	18.74	NA
sub-081	ses-01	control	03	0.937	20	18.74	NA
sub-081	ses-01	control	05	0.937	20	18.74	NA
sub-081	ses-01	fmri	01	0.937	226	211.762	NA
sub-081	ses-01	fmri	03	0.937	226	211.762	NA
sub-081	ses-01	fmri	05	0.937	226	211.762	NA
sub-081	ses-01	fmri	07	0.937	226	211.762	NA
sub-081	ses-01	movie	01	0.937	210	196.77	NA
sub-081	ses-01	movie	03	0.937	210	196.77	NA
sub-081	ses-01	movie	05	0.937	210	196.77	NA
sub-081	ses-01	movie	07	0.937	210	196.77	NA
sub-081	ses-01	rest	01	0.937	320	299.84	NA
sub-081	ses-02	control	01	0.937	20	18.74	NA
sub-081	ses-02	control	03	0.937	20	18.74	NA
sub-081	ses-02	control	05	0.937	20	18.74	NA
sub-081	ses-02	fmri	01	0.937	226	211.762	NA
sub-081	ses-02	fmri	03	0.937	226	211.762	NA
sub-081	ses-02	fmri	05	0.937	226	211.762	NA
sub-081	ses-02	fmri	07	0.937	226	211.762	NA
sub-081	ses-02	movie	01	0.937	210	196.77	NA
sub-081	ses-02	movie	03	0.937	210	196.77	NA
sub-081	ses-02	movie	05	0.937	210	196.77	NA
sub-081	ses-02	movie	07	0.937	210	196.77	NA
sub-081	ses-02	rest	01	0.937	320	299.84	NA
sub-082	ses-01	control	01	0.937	20	18.74	NA
sub-082	ses-01	control	03	0.937	20	18.74	NA
sub-082	ses-01	control	05	0.937	20	18.74	NA
sub-082	ses-01	fmri	01	0.937	226	211.762	NA
sub-082	ses-01	fmri	03	0.937	226	211.762	NA
sub-082	ses-01	fmri	05	0.937	226	211.762	NA
sub-082	ses-01	fmri	07	0.937	226	211.762	NA
sub-082	ses-01	movie	01	0.937	210	196.77	NA
sub-082	ses-01	movie	03	0.937	210	196.77	NA
sub-082	ses-01	movie	05	0.937	49	45.913	NA
sub-082	ses-01	movie	07	0.937	210	196.77	NA
sub-082	ses-01	movie	09	0.937	210	196.77	NA
sub-082	ses-01	rest	01	0.937	320	299.84	NA
sub-083	ses-01	control	01	0.937	20	18.74	NA
sub-083	ses-01	control	03	0.937	20	18.74	NA
sub-083	ses-01	control	05	0.937	20	18.74	NA
sub-083	ses-01	fmri	01	0.937	226	211.762	NA
sub-083	ses-01	fmri	03	0.937	226	211.762	NA
sub-083	ses-01	fmri	05	0.937	226	211.762	NA
sub-083	ses-01	fmri	07	0.937	51	47.787	NA
sub-083	ses-01	fmri	09	0.937	226	211.762	NA
sub-083	ses-01	movie	01	0.937	210	196.77	NA
sub-083	ses-01	movie	03	0.937	210	196.77	NA
sub-083	ses-01	movie	05	0.937	210	196.77	NA
sub-083	ses-01	movie	07	0.937	210	196.77	NA
sub-083	ses-01	rest	01	0.937	320	299.84	NA
sub-084	ses-01	control	01	0.937	20	18.74	NA
sub-084	ses-01	control	03	0.937	20	18.74	NA
sub-084	ses-01	control	05	0.937	20	18.74	NA
sub-084	ses-01	fmri	01	0.937	226	211.762	NA
sub-084	ses-01	fmri	03	0.937	226	211.762	NA
sub-084	ses-01	fmri	05	0.937	226	211.762	NA
sub-084	ses-01	fmri	07	0.937	226	211.762	NA
sub-084	ses-01	movie	01	0.937	210	196.77	NA
sub-084	ses-01	movie	03	0.937	210	196.77	NA
sub-084	ses-01	movie	05	0.937	210	196.77	NA
sub-084	ses-01	movie	07	0.937	210	196.77	NA
sub-084	ses-01	rest	01	0.937	320	299.84	NA
