ext_id	bold_id	subject	session	task	run	bold_TR	bold_n_volumes	ext_n_transitions	ext_nr_trig_footer	ext_median_interval	trigger_count_abs_diff	score	decision_hint
ext_9ba8a41951ae	sub-001_ses-02_task-control_run-01	sub-001	ses-02	control	01	0.937	20	4260	2124	0.0449988	2104	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-control_run-03	sub-001	ses-02	control	03	0.937	20	4260	2124	0.0449988	2104	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-control_run-05	sub-001	ses-02	control	05	0.937	20	4260	2124	0.0449988	2104	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-fmri_run-01	sub-001	ses-02	fmri	01	0.937	226	4260	2124	0.0449988	1898	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-fmri_run-03	sub-001	ses-02	fmri	03	0.937	226	4260	2124	0.0449988	1898	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-fmri_run-05	sub-001	ses-02	fmri	05	0.937	226	4260	2124	0.0449988	1898	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-fmri_run-07	sub-001	ses-02	fmri	07	0.937	226	4260	2124	0.0449988	1898	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-movie_run-01	sub-001	ses-02	movie	01	0.937	210	4260	2124	0.0449988	1914	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-movie_run-03	sub-001	ses-02	movie	03	0.937	210	4260	2124	0.0449988	1914	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-movie_run-05	sub-001	ses-02	movie	05	0.937	210	4260	2124	0.0449988	1914	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-movie_run-07	sub-001	ses-02	movie	07	0.937	210	4260	2124	0.0449988	1914	0.0000	UNLIKELY
ext_9ba8a41951ae	sub-001_ses-02_task-rest_run-01	sub-001	ses-02	rest	01	0.937	320	4260	2124	0.0449988	1804	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-control_run-01	sub-001	ses-02	control	01	0.937	20	2	2124	0.00249993	2104	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-control_run-03	sub-001	ses-02	control	03	0.937	20	2	2124	0.00249993	2104	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-control_run-05	sub-001	ses-02	control	05	0.937	20	2	2124	0.00249993	2104	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-fmri_run-01	sub-001	ses-02	fmri	01	0.937	226	2	2124	0.00249993	1898	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-fmri_run-03	sub-001	ses-02	fmri	03	0.937	226	2	2124	0.00249993	1898	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-fmri_run-05	sub-001	ses-02	fmri	05	0.937	226	2	2124	0.00249993	1898	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-fmri_run-07	sub-001	ses-02	fmri	07	0.937	226	2	2124	0.00249993	1898	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-movie_run-01	sub-001	ses-02	movie	01	0.937	210	2	2124	0.00249993	1914	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-movie_run-03	sub-001	ses-02	movie	03	0.937	210	2	2124	0.00249993	1914	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-movie_run-05	sub-001	ses-02	movie	05	0.937	210	2	2124	0.00249993	1914	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-movie_run-07	sub-001	ses-02	movie	07	0.937	210	2	2124	0.00249993	1914	0.0000	UNLIKELY
ext_7656a8fc2629	sub-001_ses-02_task-rest_run-01	sub-001	ses-02	rest	01	0.937	320	2	2124	0.00249993	1804	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-control_run-01	sub-027	ses-01	control	01	0.937	20	4	0	0.00250005	18	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-control_run-03	sub-027	ses-01	control	03	0.937	20	4	0	0.00250005	18	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-control_run-05	sub-027	ses-01	control	05	0.937	20	4	0	0.00250005	18	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-fmri_run-01	sub-027	ses-01	fmri	01	0.937	226	4	0	0.00250005	224	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-fmri_run-03	sub-027	ses-01	fmri	03	0.937	226	4	0	0.00250005	224	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-fmri_run-05	sub-027	ses-01	fmri	05	0.937	226	4	0	0.00250005	224	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-fmri_run-07	sub-027	ses-01	fmri	07	0.937	226	4	0	0.00250005	224	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-movie_run-01	sub-027	ses-01	movie	01	0.937	210	4	0	0.00250005	208	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-movie_run-03	sub-027	ses-01	movie	03	0.937	210	4	0	0.00250005	208	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-movie_run-05	sub-027	ses-01	movie	05	0.937	210	4	0	0.00250005	208	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-movie_run-07	sub-027	ses-01	movie	07	0.937	210	4	0	0.00250005	208	0.0000	UNLIKELY
ext_4e76bb0bbee6	sub-027_ses-01_task-rest_run-01	sub-027	ses-01	rest	01	0.937	320	4	0	0.00250005	318	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-control_run-01	sub-027	ses-01	control	01	0.937	20	2	0	0.00250005	18	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-control_run-03	sub-027	ses-01	control	03	0.937	20	2	0	0.00250005	18	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-control_run-05	sub-027	ses-01	control	05	0.937	20	2	0	0.00250005	18	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-fmri_run-01	sub-027	ses-01	fmri	01	0.937	226	2	0	0.00250005	224	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-fmri_run-03	sub-027	ses-01	fmri	03	0.937	226	2	0	0.00250005	224	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-fmri_run-05	sub-027	ses-01	fmri	05	0.937	226	2	0	0.00250005	224	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-fmri_run-07	sub-027	ses-01	fmri	07	0.937	226	2	0	0.00250005	224	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-movie_run-01	sub-027	ses-01	movie	01	0.937	210	2	0	0.00250005	208	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-movie_run-03	sub-027	ses-01	movie	03	0.937	210	2	0	0.00250005	208	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-movie_run-05	sub-027	ses-01	movie	05	0.937	210	2	0	0.00250005	208	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-movie_run-07	sub-027	ses-01	movie	07	0.937	210	2	0	0.00250005	208	0.0000	UNLIKELY
ext_189cab5e4291	sub-027_ses-01_task-rest_run-01	sub-027	ses-01	rest	01	0.937	320	2	0	0.00250005	318	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-control_run-01	sub-028	ses-01	control	01	0.937	20	4	0	0.00249954	18	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-control_run-03	sub-028	ses-01	control	03	0.937	20	4	0	0.00249954	18	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-control_run-05	sub-028	ses-01	control	05	0.937	20	4	0	0.00249954	18	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-fmri_run-01	sub-028	ses-01	fmri	01	0.937	226	4	0	0.00249954	224	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-fmri_run-03	sub-028	ses-01	fmri	03	0.937	226	4	0	0.00249954	224	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-fmri_run-05	sub-028	ses-01	fmri	05	0.937	226	4	0	0.00249954	224	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-fmri_run-07	sub-028	ses-01	fmri	07	0.937	226	4	0	0.00249954	224	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-movie_run-01	sub-028	ses-01	movie	01	0.937	210	4	0	0.00249954	208	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-movie_run-03	sub-028	ses-01	movie	03	0.937	210	4	0	0.00249954	208	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-movie_run-05	sub-028	ses-01	movie	05	0.937	210	4	0	0.00249954	208	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-movie_run-07	sub-028	ses-01	movie	07	0.937	210	4	0	0.00249954	208	0.0000	UNLIKELY
ext_606b4580296a	sub-028_ses-01_task-rest_run-01	sub-028	ses-01	rest	01	0.937	320	4	0	0.00249954	318	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-control_run-01	sub-028	ses-01	control	01	0.937	20	2	0	0.00249954	18	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-control_run-03	sub-028	ses-01	control	03	0.937	20	2	0	0.00249954	18	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-control_run-05	sub-028	ses-01	control	05	0.937	20	2	0	0.00249954	18	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-fmri_run-01	sub-028	ses-01	fmri	01	0.937	226	2	0	0.00249954	224	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-fmri_run-03	sub-028	ses-01	fmri	03	0.937	226	2	0	0.00249954	224	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-fmri_run-05	sub-028	ses-01	fmri	05	0.937	226	2	0	0.00249954	224	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-fmri_run-07	sub-028	ses-01	fmri	07	0.937	226	2	0	0.00249954	224	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-movie_run-01	sub-028	ses-01	movie	01	0.937	210	2	0	0.00249954	208	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-movie_run-03	sub-028	ses-01	movie	03	0.937	210	2	0	0.00249954	208	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-movie_run-05	sub-028	ses-01	movie	05	0.937	210	2	0	0.00249954	208	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-movie_run-07	sub-028	ses-01	movie	07	0.937	210	2	0	0.00249954	208	0.0000	UNLIKELY
ext_06519321de67	sub-028_ses-01_task-rest_run-01	sub-028	ses-01	rest	01	0.937	320	2	0	0.00249954	318	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-control_run-01	sub-002	ses-02	control	01	0.937	20	4266	2125	0.0449965	2105	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-control_run-03	sub-002	ses-02	control	03	0.937	20	4266	2125	0.0449965	2105	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-control_run-05	sub-002	ses-02	control	05	0.937	20	4266	2125	0.0449965	2105	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-fmri_run-01	sub-002	ses-02	fmri	01	0.937	226	4266	2125	0.0449965	1899	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-fmri_run-03	sub-002	ses-02	fmri	03	0.937	226	4266	2125	0.0449965	1899	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-fmri_run-05	sub-002	ses-02	fmri	05	0.937	226	4266	2125	0.0449965	1899	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-fmri_run-07	sub-002	ses-02	fmri	07	0.937	226	4266	2125	0.0449965	1899	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-movie_run-01	sub-002	ses-02	movie	01	0.937	210	4266	2125	0.0449965	1915	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-movie_run-03	sub-002	ses-02	movie	03	0.937	210	4266	2125	0.0449965	1915	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-movie_run-05	sub-002	ses-02	movie	05	0.937	210	4266	2125	0.0449965	1915	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-movie_run-07	sub-002	ses-02	movie	07	0.937	210	4266	2125	0.0449965	1915	0.0000	UNLIKELY
ext_730f2020e2bf	sub-002_ses-02_task-rest_run-01	sub-002	ses-02	rest	01	0.937	320	4266	2125	0.0449965	1805	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-control_run-01	sub-002	ses-02	control	01	0.937	20	2	2125	0.00249981	2105	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-control_run-03	sub-002	ses-02	control	03	0.937	20	2	2125	0.00249981	2105	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-control_run-05	sub-002	ses-02	control	05	0.937	20	2	2125	0.00249981	2105	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-fmri_run-01	sub-002	ses-02	fmri	01	0.937	226	2	2125	0.00249981	1899	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-fmri_run-03	sub-002	ses-02	fmri	03	0.937	226	2	2125	0.00249981	1899	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-fmri_run-05	sub-002	ses-02	fmri	05	0.937	226	2	2125	0.00249981	1899	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-fmri_run-07	sub-002	ses-02	fmri	07	0.937	226	2	2125	0.00249981	1899	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-movie_run-01	sub-002	ses-02	movie	01	0.937	210	2	2125	0.00249981	1915	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-movie_run-03	sub-002	ses-02	movie	03	0.937	210	2	2125	0.00249981	1915	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-movie_run-05	sub-002	ses-02	movie	05	0.937	210	2	2125	0.00249981	1915	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-movie_run-07	sub-002	ses-02	movie	07	0.937	210	2	2125	0.00249981	1915	0.0000	UNLIKELY
ext_4a3060433a0b	sub-002_ses-02_task-rest_run-01	sub-002	ses-02	rest	01	0.937	320	2	2125	0.00249981	1805	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-control_run-01	sub-030	ses-02	control	01	0.937	20	4176	2084	0.0450047	2064	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-control_run-03	sub-030	ses-02	control	03	0.937	20	4176	2084	0.0450047	2064	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-control_run-05	sub-030	ses-02	control	05	0.937	20	4176	2084	0.0450047	2064	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-fmri_run-01	sub-030	ses-02	fmri	01	0.937	226	4176	2084	0.0450047	1858	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-fmri_run-03	sub-030	ses-02	fmri	03	0.937	226	4176	2084	0.0450047	1858	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-fmri_run-05	sub-030	ses-02	fmri	05	0.937	226	4176	2084	0.0450047	1858	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-fmri_run-07	sub-030	ses-02	fmri	07	0.937	226	4176	2084	0.0450047	1858	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-movie_run-01	sub-030	ses-02	movie	01	0.937	210	4176	2084	0.0450047	1874	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-movie_run-03	sub-030	ses-02	movie	03	0.937	210	4176	2084	0.0450047	1874	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-movie_run-05	sub-030	ses-02	movie	05	0.937	210	4176	2084	0.0450047	1874	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-movie_run-07	sub-030	ses-02	movie	07	0.937	210	4176	2084	0.0450047	1874	0.0000	UNLIKELY
ext_e8904cb6bcea	sub-030_ses-02_task-rest_run-01	sub-030	ses-02	rest	01	0.937	320	4176	2084	0.0450047	1764	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-control_run-01	sub-030	ses-02	control	01	0.937	20	2	2084	0.00250026	2064	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-control_run-03	sub-030	ses-02	control	03	0.937	20	2	2084	0.00250026	2064	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-control_run-05	sub-030	ses-02	control	05	0.937	20	2	2084	0.00250026	2064	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-fmri_run-01	sub-030	ses-02	fmri	01	0.937	226	2	2084	0.00250026	1858	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-fmri_run-03	sub-030	ses-02	fmri	03	0.937	226	2	2084	0.00250026	1858	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-fmri_run-05	sub-030	ses-02	fmri	05	0.937	226	2	2084	0.00250026	1858	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-fmri_run-07	sub-030	ses-02	fmri	07	0.937	226	2	2084	0.00250026	1858	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-movie_run-01	sub-030	ses-02	movie	01	0.937	210	2	2084	0.00250026	1874	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-movie_run-03	sub-030	ses-02	movie	03	0.937	210	2	2084	0.00250026	1874	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-movie_run-05	sub-030	ses-02	movie	05	0.937	210	2	2084	0.00250026	1874	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-movie_run-07	sub-030	ses-02	movie	07	0.937	210	2	2084	0.00250026	1874	0.0000	UNLIKELY
ext_31fcae4ee3fd	sub-030_ses-02_task-rest_run-01	sub-030	ses-02	rest	01	0.937	320	2	2084	0.00250026	1764	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-control_run-01	sub-036	ses-02	control	01	0.937	20	4176	2084	0.0450097	2064	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-control_run-03	sub-036	ses-02	control	03	0.937	20	4176	2084	0.0450097	2064	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-control_run-05	sub-036	ses-02	control	05	0.937	20	4176	2084	0.0450097	2064	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-fmri_run-01	sub-036	ses-02	fmri	01	0.937	226	4176	2084	0.0450097	1858	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-fmri_run-03	sub-036	ses-02	fmri	03	0.937	226	4176	2084	0.0450097	1858	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-fmri_run-05	sub-036	ses-02	fmri	05	0.937	226	4176	2084	0.0450097	1858	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-fmri_run-07	sub-036	ses-02	fmri	07	0.937	226	4176	2084	0.0450097	1858	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-movie_run-01	sub-036	ses-02	movie	01	0.937	210	4176	2084	0.0450097	1874	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-movie_run-03	sub-036	ses-02	movie	03	0.937	210	4176	2084	0.0450097	1874	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-movie_run-05	sub-036	ses-02	movie	05	0.937	210	4176	2084	0.0450097	1874	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-movie_run-07	sub-036	ses-02	movie	07	0.937	210	4176	2084	0.0450097	1874	0.0000	UNLIKELY
ext_eaf9cf141abc	sub-036_ses-02_task-rest_run-01	sub-036	ses-02	rest	01	0.937	320	4176	2084	0.0450097	1764	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-control_run-01	sub-036	ses-02	control	01	0.937	20	2	2084	0.00250054	2064	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-control_run-03	sub-036	ses-02	control	03	0.937	20	2	2084	0.00250054	2064	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-control_run-05	sub-036	ses-02	control	05	0.937	20	2	2084	0.00250054	2064	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-fmri_run-01	sub-036	ses-02	fmri	01	0.937	226	2	2084	0.00250054	1858	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-fmri_run-03	sub-036	ses-02	fmri	03	0.937	226	2	2084	0.00250054	1858	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-fmri_run-05	sub-036	ses-02	fmri	05	0.937	226	2	2084	0.00250054	1858	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-fmri_run-07	sub-036	ses-02	fmri	07	0.937	226	2	2084	0.00250054	1858	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-movie_run-01	sub-036	ses-02	movie	01	0.937	210	2	2084	0.00250054	1874	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-movie_run-03	sub-036	ses-02	movie	03	0.937	210	2	2084	0.00250054	1874	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-movie_run-05	sub-036	ses-02	movie	05	0.937	210	2	2084	0.00250054	1874	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-movie_run-07	sub-036	ses-02	movie	07	0.937	210	2	2084	0.00250054	1874	0.0000	UNLIKELY
ext_a5157d182e52	sub-036_ses-02_task-rest_run-01	sub-036	ses-02	rest	01	0.937	320	2	2084	0.00250054	1764	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-control_run-01	sub-003	ses-02	control	01	0.937	20	4176	2084	0.045006	2064	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-control_run-03	sub-003	ses-02	control	03	0.937	20	4176	2084	0.045006	2064	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-control_run-05	sub-003	ses-02	control	05	0.937	20	4176	2084	0.045006	2064	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-fmri_run-01	sub-003	ses-02	fmri	01	0.937	226	4176	2084	0.045006	1858	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-fmri_run-03	sub-003	ses-02	fmri	03	0.937	226	4176	2084	0.045006	1858	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-fmri_run-05	sub-003	ses-02	fmri	05	0.937	226	4176	2084	0.045006	1858	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-fmri_run-07	sub-003	ses-02	fmri	07	0.937	226	4176	2084	0.045006	1858	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-movie_run-01	sub-003	ses-02	movie	01	0.937	210	4176	2084	0.045006	1874	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-movie_run-03	sub-003	ses-02	movie	03	0.937	210	4176	2084	0.045006	1874	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-movie_run-05	sub-003	ses-02	movie	05	0.937	210	4176	2084	0.045006	1874	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-movie_run-07	sub-003	ses-02	movie	07	0.937	210	4176	2084	0.045006	1874	0.0000	UNLIKELY
ext_d2d030eac353	sub-003_ses-02_task-rest_run-01	sub-003	ses-02	rest	01	0.937	320	4176	2084	0.045006	1764	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-control_run-01	sub-003	ses-02	control	01	0.937	20	2	2084	0.00250033	2064	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-control_run-03	sub-003	ses-02	control	03	0.937	20	2	2084	0.00250033	2064	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-control_run-05	sub-003	ses-02	control	05	0.937	20	2	2084	0.00250033	2064	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-fmri_run-01	sub-003	ses-02	fmri	01	0.937	226	2	2084	0.00250033	1858	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-fmri_run-03	sub-003	ses-02	fmri	03	0.937	226	2	2084	0.00250033	1858	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-fmri_run-05	sub-003	ses-02	fmri	05	0.937	226	2	2084	0.00250033	1858	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-fmri_run-07	sub-003	ses-02	fmri	07	0.937	226	2	2084	0.00250033	1858	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-movie_run-01	sub-003	ses-02	movie	01	0.937	210	2	2084	0.00250033	1874	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-movie_run-03	sub-003	ses-02	movie	03	0.937	210	2	2084	0.00250033	1874	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-movie_run-05	sub-003	ses-02	movie	05	0.937	210	2	2084	0.00250033	1874	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-movie_run-07	sub-003	ses-02	movie	07	0.937	210	2	2084	0.00250033	1874	0.0000	UNLIKELY
ext_48983e6e106a	sub-003_ses-02_task-rest_run-01	sub-003	ses-02	rest	01	0.937	320	2	2084	0.00250033	1764	0.0000	UNLIKELY
ext_f909618e3444	sub-004_ses-02_task-control_run-01	sub-004	ses-02	control	01	0.937	20	4178	2085	0.0449923	2065	0.0000	UNLIKELY
ext_f909618e3444	sub-004_ses-02_task-control_run-03	sub-004	ses-02	control	03	0.937	20	4178	2085	0.0449923	2065	0.0000	UNLIKELY
ext_f909618e3444	sub-004_ses-02_task-control_run-05	sub-004	ses-02	control	05	0.937	20	4178	2085	0.0449923	2065	0.0000	UNLIKELY
ext_f909618e3444	sub-004_ses-02_task-fmri_run-01	sub-004	ses-02	fmri	01	0.937	226	4178	2085	0.0449923	1859	0.0000	UNLIKELY
ext_f909618e3444	sub-004_ses-02_task-fmri_run-03	sub-004	ses-02	fmri	03	0.937	226	4178	2085	0.0449923	1859	0.0000	UNLIKELY
ext_f909618e3444	sub-004_ses-02_task-fmri_run-05	sub-004	ses-02	fmri	05	0.937	226	4178	2085	0.0449923	1859	0.0000	UNLIKELY
ext_f909618e3444	sub-004_ses-02_task-fmri_run-07	sub-004	ses-02	fmri	07	0.937	226	4178	2085	0.0449923	1859	0.0000	UNLIKELY
ext_f909618e3444	sub-004_ses-02_task-movie_run-01	sub-004	ses-02	movie	01	0.937	210	4178	2085	0.0449923	1875	0.0000	UNLIKELY
