subject	session	protocol	series_number	series_time	has_EXT	sampling_frequency	start_time	n_samples	trigger_count	first_trigger	last_trigger	trigger_interval_mean	trigger_interval_std	unique_values	usable_for_sync	usable_for_stimulus_onset	comments	filepath
sub-040	ses-02	Movie1_AP	29	182230.410000	yes	125.000000	26381022	460	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/MOVIE1_AP_PHYSIOLOG_0029/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2024.10.04.19.09.23.798611.170463405.IMA
sub-040	ses-01	Movie3_AP	43	164224.507000	yes	125.000000	23978859	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC41_Session01_2024MAR21/SUBC41_SESSION01_2024MAR21_DATA/MOVIE3_AP_PHYSIOLOG_0043/SUBC41_SESSION01_2024MAR21.MR.DR_SHMUEL_FINAL_PROTOCOL.0043.0001.2024.03.21.17.40.50.813898.47250539.IMA
sub-040	ses-01	Movie1_AP	35	163211.323000	yes	125.000000	23733542	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC41_Session01_2024MAR21/SUBC41_SESSION01_2024MAR21_DATA/MOVIE1_AP_PHYSIOLOG_0035/SUBC41_SESSION01_2024MAR21.MR.DR_SHMUEL_FINAL_PROTOCOL.0035.0001.2024.03.21.17.40.50.813898.47151213.IMA
sub-042	ses-01	Movie4_AP	41	162043.263000	yes	125.000000	23458222	459	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_DATA/MOVIE4_AP_PHYSIOLOG_0041/SUBC43_SESSION01_2024MAY13.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.05.13.16.28.48.720067.74670197.IMA
sub-040	ses-02	Movie3_AP	37	183022.956000	yes	125.000000	26570104	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/MOVIE3_AP_PHYSIOLOG_0037/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.10.04.19.09.23.798611.170563761.IMA
sub-042	ses-01	Movie3_AP	37	161629.040000	yes	125.000000	23356658	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_DATA/MOVIE3_AP_PHYSIOLOG_0037/SUBC43_SESSION01_2024MAY13.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.05.13.16.28.48.720067.74621037.IMA
sub-041	ses-02	Movie1_AP	59	155332.972000	yes	125.000000	22806308	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC42_Session02_2024NOV08/ION2-2024NOV08_24_11_08-13_49_56-STD-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20241108_135137_783000/MOVIE1_AP_PHYSIOLOG_0059/SUBC42-SESSION2-2024NOV08.MR.DR_SHMUEL_FINAL_PROTOCOL.0059.0001.2024.11.08.16.31.01.731983.196722887.IMA
sub-041	ses-02	Movie2_AP	63	155730.501000	yes	125.000000	22901023	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC42_Session02_2024NOV08/ION2-2024NOV08_24_11_08-13_49_56-STD-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20241108_135137_783000/MOVIE2_AP_PHYSIOLOG_0063/SUBC42-SESSION2-2024NOV08.MR.DR_SHMUEL_FINAL_PROTOCOL.0063.0001.2024.11.08.16.31.01.731983.196772047.IMA
sub-044	ses-02	Movie1_AP	29	105706.508000	yes	125.000000	15691443	431	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC45_SESSION02_2025FEB10/SUBC045_SESSION02_2025FEB10_SUBC045_SESSION02_2025FEB10/DR_SHMUEL_FINAL_PROTOCOL_20250210_095840_981000/MOVIE1_AP_PHYSIOLOG_0029/SUBC045_SESSION02_2025FEB10.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2025.02.10.11.47.29.590162.252815435.IMA
sub-044	ses-02	Movie3_AP	37	110456.735000	yes	125.000000	15879596	441	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC45_SESSION02_2025FEB10/SUBC045_SESSION02_2025FEB10_SUBC045_SESSION02_2025FEB10/DR_SHMUEL_FINAL_PROTOCOL_20250210_095840_981000/MOVIE3_AP_PHYSIOLOG_0037/SUBC045_SESSION02_2025FEB10.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2025.02.10.11.47.29.590162.252912719.IMA
sub-044	ses-02	Movie2_AP	33	110057.097000	yes	125.000000	15783977	431	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC45_SESSION02_2025FEB10/SUBC045_SESSION02_2025FEB10_SUBC045_SESSION02_2025FEB10/DR_SHMUEL_FINAL_PROTOCOL_20250210_095840_981000/MOVIE2_AP_PHYSIOLOG_0033/SUBC045_SESSION02_2025FEB10.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2025.02.10.11.47.29.590162.252865613.IMA
sub-041	ses-02	Movie4_AP	71	160507.132000	yes	125.000000	23083692	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC42_Session02_2024NOV08/ION2-2024NOV08_24_11_08-13_49_56-STD-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20241108_135137_783000/MOVIE4_AP_PHYSIOLOG_0071/SUBC42-SESSION2-2024NOV08.MR.DR_SHMUEL_FINAL_PROTOCOL.0071.0001.2024.11.08.16.31.01.731983.196870355.IMA
sub-040	ses-02	Movie2_AP	33	182623.985000	yes	125.000000	26474742	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/MOVIE2_AP_PHYSIOLOG_0033/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.10.04.19.09.23.798611.170512559.IMA
sub-043	ses-02	Movie1_AP	29	174111.238000	yes	125.000000	25389294	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19-data/SUBC044_SESSION02_2025FEB19_SUBC044_SESSION02_2025FEB19/DR_SHMUEL_FINAL_PROTOCOL_20250219_140637_336000/MOVIE1_AP_PHYSIOLOG_0029/SUBC044_SESSION02_2024JUL25.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2024.07.26.16.25.58.980106.124041401.IMA
sub-040	ses-02	Movie4_AP	41	183410.106000	yes	125.000000	26660902	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_data/DR_SHMUEL_FINAL_PROTOCOL_20241004_171820_367000/MOVIE4_AP_PHYSIOLOG_0041/SUBC04_SESSION02_2024OCT04.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.10.04.19.09.23.798611.170612915.IMA
sub-043	ses-02	Movie2_AP	33	145017.653000	yes	125.000000	21288121	431	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19-data/SUBC044_SESSION02_2025FEB19_SUBC044_SESSION02_2025FEB19/DR_SHMUEL_FINAL_PROTOCOL_20250219_140637_336000/MOVIE2_AP_PHYSIOLOG_0033/SUBC044_SESSION02_2025FEB19.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2025.02.19.16.34.45.73027.261049475.IMA
sub-044	ses-02	Movie4_AP	41	110908.260000	yes	125.000000	15980272	431	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC45_SESSION02_2025FEB10/SUBC045_SESSION02_2025FEB10_SUBC045_SESSION02_2025FEB10/DR_SHMUEL_FINAL_PROTOCOL_20250210_095840_981000/MOVIE4_AP_PHYSIOLOG_0041/SUBC045_SESSION02_2025FEB10.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2025.02.10.11.47.29.590162.252963921.IMA
sub-041	ses-02	Movie3_AP	67	160119.168000	yes	125.000000	22992730	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC42_Session02_2024NOV08/ION2-2024NOV08_24_11_08-13_49_56-STD-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20241108_135137_783000/MOVIE3_AP_PHYSIOLOG_0067/SUBC42-SESSION2-2024NOV08.MR.DR_SHMUEL_FINAL_PROTOCOL.0067.0001.2024.11.08.16.31.01.731983.196822219.IMA
sub-043	ses-02	Movie2_AP	33	174514.949000	yes	125.000000	25486762	466	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19-data/SUBC044_SESSION02_2025FEB19_SUBC044_SESSION02_2025FEB19/DR_SHMUEL_FINAL_PROTOCOL_20250219_140637_336000/MOVIE2_AP_PHYSIOLOG_0033/SUBC044_SESSION02_2024JUL25.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2024.07.26.16.25.58.980106.124091579.IMA
sub-043	ses-02	Movie1_AP	29	144626.638000	yes	125.000000	21195782	432	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19-data/SUBC044_SESSION02_2025FEB19_SUBC044_SESSION02_2025FEB19/DR_SHMUEL_FINAL_PROTOCOL_20250219_140637_336000/MOVIE1_AP_PHYSIOLOG_0029/SUBC044_SESSION02_2025FEB19.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2025.02.19.16.34.45.73027.261000327.IMA
sub-043	ses-02	Movie4_AP	41	175308.118000	yes	125.000000	25676286	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19-data/SUBC044_SESSION02_2025FEB19_SUBC044_SESSION02_2025FEB19/DR_SHMUEL_FINAL_PROTOCOL_20250219_140637_336000/MOVIE4_AP_PHYSIOLOG_0041/SUBC044_SESSION02_2024JUL25.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2024.07.26.16.25.58.980106.124189893.IMA
sub-043	ses-02	Movie3_AP	37	174915.273000	yes	125.000000	25583224	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19-data/SUBC044_SESSION02_2025FEB19_SUBC044_SESSION02_2025FEB19/DR_SHMUEL_FINAL_PROTOCOL_20250219_140637_336000/MOVIE3_AP_PHYSIOLOG_0037/SUBC044_SESSION02_2024JUL25.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2024.07.26.16.25.58.980106.124139709.IMA
sub-044	ses-01	Movie1_AP	29	104559.003000	yes	125.000000	15424651	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024-data/DR_SHMUEL_COMPLETE_PROTOCOL_20240729_092831_922000/MOVIE1_AP_PHYSIOLOG_0029/SUBC45-SESSION1-2024JUL29.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2024.07.29.11.33.58.785164.126264395.IMA
sub-045	ses-01	Movie3_AP	37	143338.932000	yes	125.000000	20888365	472	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC46_Session01_2024AUG23/SUBC046_Session01_2024AUG23-data/DR_SHMUEL_FINAL_PROTOCOL_20240823_130310_236000/MOVIE3_AP_PHYSIOLOG_0037/SUBC046-SESSION1-2024AUG23.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.08.23.15.49.27.916325.143388751.IMA
sub-046	ses-02	Movie1_AP	29	112531.637000	yes	125.000000	16373788	442	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC47_Session02_2025FEB23/SUBC047_SESSSION02_2025FEB23_SUBC047_SESSSION02_2025FEB23/DR_SHMUEL_FINAL_PROTOCOL_20250223_103250_074000/MOVIE1_AP_PHYSIOLOG_0029/SUBC047_SESSSION02_2025FEB23.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2025.02.23.11.54.44.715323.263998601.IMA
sub-043	ses-02	Movie4_AP	41	145807.144000	yes	125.000000	21475943	432	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19-data/SUBC044_SESSION02_2025FEB19_SUBC044_SESSION02_2025FEB19/DR_SHMUEL_FINAL_PROTOCOL_20250219_140637_336000/MOVIE4_AP_PHYSIOLOG_0041/SUBC044_SESSION02_2025FEB19.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2025.02.19.16.34.45.73027.261148807.IMA
sub-043	ses-02	Movie3_AP	37	145409.712000	yes	125.000000	21380917	431	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC44_Session02_2025FEB19/SUBC44_Session02_2025FEB19-data/SUBC044_SESSION02_2025FEB19_SUBC044_SESSION02_2025FEB19/DR_SHMUEL_FINAL_PROTOCOL_20250219_140637_336000/MOVIE3_AP_PHYSIOLOG_0037/SUBC044_SESSION02_2025FEB19.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2025.02.19.16.34.45.73027.261098635.IMA
sub-045	ses-01	Movie2_AP	33	142833.361000	yes	125.000000	20766257	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC46_Session01_2024AUG23/SUBC046_Session01_2024AUG23-data/DR_SHMUEL_FINAL_PROTOCOL_20240823_130310_236000/MOVIE2_AP_PHYSIOLOG_0033/SUBC046-SESSION1-2024AUG23.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.08.23.15.49.27.916325.143339597.IMA
sub-044	ses-01	Movie4_AP	41	105831.317000	yes	125.000000	15725378	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024-data/DR_SHMUEL_COMPLETE_PROTOCOL_20240729_092831_922000/MOVIE4_AP_PHYSIOLOG_0041/SUBC45-SESSION1-2024JUL29.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2024.07.29.11.33.58.785164.126412881.IMA
sub-044	ses-01	Movie3_AP	37	105434.654000	yes	125.000000	15630941	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024-data/DR_SHMUEL_COMPLETE_PROTOCOL_20240729_092831_922000/MOVIE3_AP_PHYSIOLOG_0037/SUBC45-SESSION1-2024JUL29.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2024.07.29.11.33.58.785164.126363727.IMA
sub-044	ses-01	Movie2_AP	33	105022.689000	yes	125.000000	15530152	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC45_Session01_29JUL2024/SUBC045_Session01_29JUL2024-data/DR_SHMUEL_COMPLETE_PROTOCOL_20240729_092831_922000/MOVIE2_AP_PHYSIOLOG_0033/SUBC45-SESSION1-2024JUL29.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2024.07.29.11.33.58.785164.126314579.IMA
sub-047	ses-01	Movie4_AP	41	121842.446000	yes	125.000000	17650144	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC48_Session01_2024SEP20/SUBC48_SESSION01_2024SEP20_DATA/SUBC048_SESSION01_2024SEP20_SUBC048_SESSION01_2024SEP20/DR_SHMUEL_FINAL_PROTOCOL_20240920_110604_062000/MOVIE4_AP_PHYSIOLOG_0041/SUBC048_SESSION01_2024SEP20.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.09.20.14.25.16.305527.164637777.IMA
sub-045	ses-01	Movie4_AP	41	143733.490000	yes	125.000000	20982138	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC46_Session01_2024AUG23/SUBC046_Session01_2024AUG23-data/DR_SHMUEL_FINAL_PROTOCOL_20240823_130310_236000/MOVIE4_AP_PHYSIOLOG_0041/SUBC046-SESSION1-2024AUG23.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.08.23.15.49.27.916325.143438929.IMA
sub-046	ses-02	Movie4_AP	41	113704.170000	yes	125.000000	16650764	442	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC47_Session02_2025FEB23/SUBC047_SESSSION02_2025FEB23_SUBC047_SESSSION02_2025FEB23/DR_SHMUEL_FINAL_PROTOCOL_20250223_103250_074000/MOVIE4_AP_PHYSIOLOG_0041/SUBC047_SESSSION02_2025FEB23.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2025.02.23.11.54.44.715323.264147087.IMA
sub-046	ses-01	Movie4_AP	45	121024.435000	yes	125.000000	17450865	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC47_Session1_2024AUG27/SUBC47_2024AUG27_session1/DR_SHMUEL_FINAL_PROTOCOL_20240827_110853_731000/MOVIE4_AP_PHYSIOLOG_0045/SUBC047_2024AUG27_SESSION1.MR.DR_SHMUEL_FINAL_PROTOCOL.0045.0001.2024.08.27.13.04.03.511080.149275811.IMA
sub-046	ses-02	Movie2_AP	33	112920.372000	yes	125.000000	16465250	434	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC47_Session02_2025FEB23/SUBC047_SESSSION02_2025FEB23_SUBC047_SESSSION02_2025FEB23/DR_SHMUEL_FINAL_PROTOCOL_20250223_103250_074000/MOVIE2_AP_PHYSIOLOG_0033/SUBC047_SESSSION02_2025FEB23.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2025.02.23.11.54.44.715323.264048779.IMA
sub-045	ses-01	Movie1_AP	29	142438.928000	yes	125.000000	20672362	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC46_Session01_2024AUG23/SUBC046_Session01_2024AUG23-data/DR_SHMUEL_FINAL_PROTOCOL_20240823_130310_236000/MOVIE1_AP_PHYSIOLOG_0029/SUBC046-SESSION1-2024AUG23.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2024.08.23.15.49.27.916325.143289425.IMA
sub-047	ses-01	Movie2_AP	33	121053.182000	yes	125.000000	17462263	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC48_Session01_2024SEP20/SUBC48_SESSION01_2024SEP20_DATA/SUBC048_SESSION01_2024SEP20_SUBC048_SESSION01_2024SEP20/DR_SHMUEL_FINAL_PROTOCOL_20240920_110604_062000/MOVIE2_AP_PHYSIOLOG_0033/SUBC048_SESSION01_2024SEP20.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.09.20.14.01.47.287936.164538445.IMA
sub-047	ses-01	Movie1_AP	29	120658.708000	yes	125.000000	17368499	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC48_Session01_2024SEP20/SUBC48_SESSION01_2024SEP20_DATA/SUBC048_SESSION01_2024SEP20_SUBC048_SESSION01_2024SEP20/DR_SHMUEL_FINAL_PROTOCOL_20240920_110604_062000/MOVIE1_AP_PHYSIOLOG_0029/SUBC048_SESSION01_2024SEP20.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2024.09.20.14.25.16.305527.164488273.IMA
sub-046	ses-02	Movie3_AP	37	113307.617000	yes	125.000000	16556186	442	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC47_Session02_2025FEB23/SUBC047_SESSSION02_2025FEB23_SUBC047_SESSSION02_2025FEB23/DR_SHMUEL_FINAL_PROTOCOL_20250223_103250_074000/MOVIE3_AP_PHYSIOLOG_0037/SUBC047_SESSSION02_2025FEB23.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2025.02.23.11.54.44.715323.264097933.IMA
sub-046	ses-01	Movie3_AP	41	120638.450000	yes	125.000000	17360236	473	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC47_Session1_2024AUG27/SUBC47_2024AUG27_session1/DR_SHMUEL_FINAL_PROTOCOL_20240827_110853_731000/MOVIE3_AP_PHYSIOLOG_0041/SUBC047_2024AUG27_SESSION1.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.08.27.13.04.03.511080.149226657.IMA
sub-047	ses-01	Movie3_AP	37	121446.182000	yes	125.000000	17555316	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC48_Session01_2024SEP20/SUBC48_SESSION01_2024SEP20_DATA/SUBC048_SESSION01_2024SEP20_SUBC048_SESSION01_2024SEP20/DR_SHMUEL_FINAL_PROTOCOL_20240920_110604_062000/MOVIE3_AP_PHYSIOLOG_0037/SUBC048_SESSION01_2024SEP20.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.09.20.14.25.16.305527.164586575.IMA
sub-047	ses-01	Movie1_AP	29	120658.708000	yes	125.000000	17368499	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC48_Session01_2024SEP20/SUBC48_SESSION01_2024SEP20_DATA/SUBC048_SESSION01_2024SEP20_SUBC048_SESSION01_2024SEP20/DR_SHMUEL_FINAL_PROTOCOL_20240920_110604_062000/MOVIE1_AP_PHYSIOLOG_0029/SUBC048_SESSION01_2024SEP20.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2024.09.20.14.01.47.287936.164488273.IMA
sub-047	ses-02	Movie1_AP	29	104201.554000	yes	125.000000	15329801	442	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC48_SESSION02_2025MARCH17/SUBC048_SESSION2_2025MARCH17_mri/DR_SHMUEL_FINAL_PROTOCOL_20250317_095242_091000/MOVIE1_AP_PHYSIOLOG_0029/SUBC048_SESSION2_2025MARCH17.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2025.03.17.11.15.56.105604.277933137.IMA
sub-046	ses-01	Movie2_AP	37	120247.810000	yes	125.000000	17267774	472	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC47_Session1_2024AUG27/SUBC47_2024AUG27_session1/DR_SHMUEL_FINAL_PROTOCOL_20240827_110853_731000/MOVIE2_AP_PHYSIOLOG_0037/SUBC047_2024AUG27_SESSION1.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.08.27.13.04.03.511080.149175455.IMA
sub-047	ses-02	Movie2_AP	33	104551.326000	yes	125.000000	15421602	441	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC48_SESSION02_2025MARCH17/SUBC048_SESSION2_2025MARCH17_mri/DR_SHMUEL_FINAL_PROTOCOL_20250317_095242_091000/MOVIE2_AP_PHYSIOLOG_0033/SUBC048_SESSION2_2025MARCH17.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2025.03.17.11.15.56.105604.277983309.IMA
sub-047	ses-02	Movie4_AP	41	105424.266000	yes	125.000000	15626863	441	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC48_SESSION02_2025MARCH17/SUBC048_SESSION2_2025MARCH17_mri/DR_SHMUEL_FINAL_PROTOCOL_20250317_095242_091000/MOVIE4_AP_PHYSIOLOG_0041/SUBC048_SESSION2_2025MARCH17.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2025.03.17.11.15.56.105604.278081623.IMA
sub-047	ses-02	Movie3_AP	37	105032.516000	yes	125.000000	15533789	441	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC48_SESSION02_2025MARCH17/SUBC048_SESSION2_2025MARCH17_mri/DR_SHMUEL_FINAL_PROTOCOL_20250317_095242_091000/MOVIE3_AP_PHYSIOLOG_0037/SUBC048_SESSION2_2025MARCH17.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2025.03.17.11.15.56.105604.278031439.IMA
sub-047	ses-01	Movie3_AP	37	121446.182000	yes	125.000000	17555316	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC48_Session01_2024SEP20/SUBC48_SESSION01_2024SEP20_DATA/SUBC048_SESSION01_2024SEP20_SUBC048_SESSION01_2024SEP20/DR_SHMUEL_FINAL_PROTOCOL_20240920_110604_062000/MOVIE3_AP_PHYSIOLOG_0037/SUBC048_SESSION01_2024SEP20.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.09.20.14.01.47.287936.164586575.IMA
