subject	session	protocol	series_number	series_time	has_EXT	sampling_frequency	start_time	n_samples	trigger_count	first_trigger	last_trigger	trigger_interval_mean	trigger_interval_std	unique_values	usable_for_sync	usable_for_stimulus_onset	comments	filepath
sub-015	ses-01	Movie2_AP	29	101020.650000	yes	125.000000	14569255	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC15-Session1-2023AUG07/SUBC15_Session01_2023AUG07_Data/MOVIE2_AP_PHYSIOLOG_0029/SUBC015_CONTROL_SESSION01_2023AUG07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.08.08.14.34.24.73131.20223049.IMA
sub-016	ses-01	Movie1_AP	29	145555.582000	yes	125.000000	21423372	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC16-Session1-2023AUG08/SUBC16_Session01_2023AUG08_Data/MOVIE1_AP_PHYSIOLOG_0029/SUBC16_CONTROL_2023AUG08.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.08.08.16.29.32.103247.21243051.IMA
sub-016	ses-01	Movie2_AP	33	150119.581000	yes	125.000000	21552721	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC16-Session1-2023AUG08/SUBC16_Session01_2023AUG08_Data/MOVIE2_AP_PHYSIOLOG_0033/SUBC16_CONTROL_2023AUG08.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2023.08.08.16.29.32.103247.21294259.IMA
sub-017	ses-01	Movie2_AP	33	152713.257000	yes	125.000000	22174229	472	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Data/MOVIE2_AP_PHYSIOLOG_0033/SUBC17_CONTROL_SESSION01_2023AUG18.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2023.08.18.17.29.57.678738.24308907.IMA
sub-016	ses-02	Movie4_AP	45	101049.570000	yes	125.000000	14580977	455	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC16-SESSION2-2024FEB07/SUBC016-Session02-2023FEB07_NII/MOVIE4_AP_PHYSIOLOG_0045/SUBC016-SESSION2-2024FEB07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0045.0001.2024.02.07.10.25.58.223681.21019731.IMA
sub-016	ses-02	Movie2_AP	37	100257.170000	yes	125.000000	14391791	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC16-SESSION2-2024FEB07/SUBC016-Session02-2023FEB07_NII/MOVIE2_AP_PHYSIOLOG_0037/SUBC016-SESSION2-2024FEB07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2024.02.07.10.25.58.223681.20921429.IMA
sub-017	ses-01	Movie1_AP	29	152154.804000	yes	125.000000	22047048	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Data/MOVIE1_AP_PHYSIOLOG_0029/SUBC17_CONTROL_SESSION01_2023AUG18.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.08.18.17.29.57.678738.24258729.IMA
sub-018	ses-01	Movie1_AP	29	140808.050000	yes	125.000000	20276184	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC18-Session1-2023AUG28/SUBC18_Control_Session01_2023AUG28_Data/MOVIE1_AP_PHYSIOLOG_0029/SUBC18_CONTROL_SESSION01_2023AUG28.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.08.28.16.14.33.921936.27934795.IMA
sub-017	ses-01	Movie4_AP	41	153637.019000	yes	125.000000	22399929	468	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Data/MOVIE4_AP_PHYSIOLOG_0041/SUBC17_CONTROL_SESSION01_2023AUG18.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.08.18.17.29.57.678738.24407215.IMA
sub-016	ses-02	Movie1_AP	29	095746.554000	yes	125.000000	14267615	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC16-SESSION2-2024FEB07/SUBC016-Session02-2023FEB07_NII/MOVIE1_AP_PHYSIOLOG_0029/SUBC016-SESSION2-2024FEB07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2024.02.07.10.25.58.223681.20867145.IMA
sub-017	ses-02	Movie3_AP	37	102229.901000	yes	125.000000	14860774	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC17_Session02_2024APR09/SUBC17_SESSION02_2024APR09_DATA/ON02_2024APR09_24_04_09-09_41_55-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20240409_094329_247000/MOVIE3_AP_PHYSIOLOG_0037/SUBC17_SESSION02_2024APR09.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.04.13.12.12.34.962932.56452175.IMA
sub-017	ses-02	Movie2_AP	33	101755.722000	yes	125.000000	14751101	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC17_Session02_2024APR09/SUBC17_SESSION02_2024APR09_DATA/ON02_2024APR09_24_04_09-09_41_55-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20240409_094329_247000/MOVIE2_AP_PHYSIOLOG_0033/SUBC17_SESSION02_2024APR09.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.04.13.12.12.34.962932.56403021.IMA
sub-017	ses-02	Movie4_AP	41	102728.440000	yes	125.000000	14980327	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC17_Session02_2024APR09/SUBC17_SESSION02_2024APR09_DATA/ON02_2024APR09_24_04_09-09_41_55-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20240409_094329_247000/MOVIE4_AP_PHYSIOLOG_0041/SUBC17_SESSION02_2024APR09.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.04.13.12.12.34.962932.56502353.IMA
sub-018	ses-01	Movie4_AP	41	142204.856000	yes	125.000000	20610727	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC18-Session1-2023AUG28/SUBC18_Control_Session01_2023AUG28_Data/MOVIE4_AP_PHYSIOLOG_0041/SUBC18_CONTROL_SESSION01_2023AUG28.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.08.28.16.14.33.921936.28086353.IMA
sub-017	ses-01	Movie3_AP	37	153233.500000	yes	125.000000	22302375	473	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC17-Session1-2023AUG18/SUBC17_Session01_2023AUG18_Data/MOVIE3_AP_PHYSIOLOG_0037/SUBC17_CONTROL_SESSION01_2023AUG18.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.08.18.17.29.57.678738.24357037.IMA
sub-018	ses-01	Movie2_AP	33	141309.926000	yes	125.000000	20396771	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC18-Session1-2023AUG28/SUBC18_Control_Session01_2023AUG28_Data/MOVIE2_AP_PHYSIOLOG_0033/SUBC18_CONTROL_SESSION01_2023AUG28.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2023.08.28.16.14.33.921936.27984973.IMA
sub-019	ses-01	Movie3_AP	37	151321.002000	yes	125.000000	21841279	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC20-Session1_2023SEP07/SUBC20_SESSION01_2023SEP07_DATA/MOVIE3_AP_PHYSIOLOG_0037/SUBC20_CONTROL_SESSION01_2023SEP07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.09.07.16.51.20.904732.32835683.IMA
sub-018	ses-01	Movie3_AP	37	141746.890000	yes	125.000000	20507686	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC18-Session1-2023AUG28/SUBC18_Control_Session01_2023AUG28_Data/MOVIE3_AP_PHYSIOLOG_0037/SUBC18_CONTROL_SESSION01_2023AUG28.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.08.28.16.14.33.921936.28035151.IMA
sub-017	ses-02	Movie1_AP	25	101255.351000	yes	125.000000	14631276	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC17_Session02_2024APR09/SUBC17_SESSION02_2024APR09_DATA/ON02_2024APR09_24_04_09-09_41_55-DST-1_3_12_2_1107_5_2_43_166092/DR_SHMUEL_FINAL_PROTOCOL_20240409_094329_247000/MOVIE1_AP_PHYSIOLOG_0025/SUBC17_SESSION02_2024APR09.MR.DR_SHMUEL_FINAL_PROTOCOL.0025.0001.2024.04.13.12.12.34.962932.56348743.IMA
sub-019	ses-01	Movie2_AP	29	150817.242000	yes	125.000000	21719923	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC20-Session1_2023SEP07/SUBC20_SESSION01_2023SEP07_DATA/MOVIE2_AP_PHYSIOLOG_0029/SUBC20_CONTROL_SESSION01_2023SEP07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.09.07.16.51.20.904732.32782429.IMA
sub-016	ses-02	Movie3_AP	41	100653.404000	yes	125.000000	14486155	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC16-SESSION2-2024FEB07/SUBC016-Session02-2023FEB07_NII/MOVIE3_AP_PHYSIOLOG_0041/SUBC016-SESSION2-2024FEB07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2024.02.07.10.25.58.223681.20969553.IMA
sub-019	ses-01	Movie1_AP	25	150344.420000	yes	125.000000	21610509	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC20-Session1_2023SEP07/SUBC20_SESSION01_2023SEP07_DATA/MOVIE1_AP_PHYSIOLOG_0025/SUBC20_CONTROL_SESSION01_2023SEP07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2023.09.07.16.51.20.904732.32732251.IMA
sub-019	ses-02	Movie2_AP	33	102219.173000	yes	125.000000	14856566	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC20_Session02_2024MAR05/SUBC20_SESSION02_2024MAR5_NII/MOVIE2_AP_PHYSIOLOG_0033/SUBC020_SESSION02_05MAR2024.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.03.05.11.24.28.551891.36037709.IMA
sub-019	ses-01	Movie4_AP	41	151741.190000	yes	125.000000	21945369	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC20-Session1_2023SEP07/SUBC20_SESSION01_2023SEP07_DATA/MOVIE4_AP_PHYSIOLOG_0041/SUBC20_CONTROL_SESSION01_2023SEP07.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.09.07.16.51.20.904732.32886885.IMA
sub-019	ses-02	Movie3_AP	37	102654.853000	yes	125.000000	14966748	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC20_Session02_2024MAR05/SUBC20_SESSION02_2024MAR5_NII/MOVIE3_AP_PHYSIOLOG_0037/SUBC020_SESSION02_05MAR2024.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.03.05.11.24.28.551891.36086857.IMA
sub-020	ses-01	Movie1_AP	25	111021.916000	yes	125.000000	16009595	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC21-Session1-2023SEP09/SUBC021-CONTROL-SESSION01-2023-SEPT-09_DATA/MOVIE1_AP_PHYSIOLOG_0025/SUBC021-CONTROL-SESSION01-2023-SEPT-09.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2023.09.09.12.25.08.26996.33415239.IMA
sub-020	ses-01	Movie3_AP	37	111919.678000	yes	125.000000	16224746	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC21-Session1-2023SEP09/SUBC021-CONTROL-SESSION01-2023-SEPT-09_DATA/MOVIE3_AP_PHYSIOLOG_0037/SUBC021-CONTROL-SESSION01-2023-SEPT-09.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.09.09.12.25.08.26996.33519701.IMA
sub-019	ses-02	Movie4_AP	41	103104.770000	yes	125.000000	15066912	459	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC20_Session02_2024MAR05/SUBC20_SESSION02_2024MAR5_NII/MOVIE4_AP_PHYSIOLOG_0041/SUBC020_SESSION02_05MAR2024.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.03.05.11.24.28.551891.36137041.IMA
sub-019	ses-02	Movie1_AP	29	101815.067000	yes	125.000000	14758887	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC20_Session02_2024MAR05/SUBC20_SESSION02_2024MAR5_NII/MOVIE1_AP_PHYSIOLOG_0029/SUBC020_SESSION02_05MAR2024.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2024.03.05.11.24.28.551891.35987531.IMA
sub-020	ses-01	Movie2_AP	29	111418.326000	yes	125.000000	16104227	471	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC21-Session1-2023SEP09/SUBC021-CONTROL-SESSION01-2023-SEPT-09_DATA/MOVIE2_AP_PHYSIOLOG_0029/SUBC021-CONTROL-SESSION01-2023-SEPT-09.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.09.09.12.25.08.26996.33466447.IMA
sub-021	ses-01	Movie4_AP	41	141136.043000	yes	125.000000	20359231	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-dicom/MOVIE4_AP_PHYSIOLOG_0041/SUBC22_CONTROL_SESSION01_28SEPT2023.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.09.28.15.23.42.584822.41444433.IMA
sub-020	ses-01	Movie4_AP	41	112315.737000	yes	125.000000	16319092	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC21-Session1-2023SEP09/SUBC021-CONTROL-SESSION01-2023-SEPT-09_DATA/MOVIE4_AP_PHYSIOLOG_0041/SUBC021-CONTROL-SESSION01-2023-SEPT-09.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.09.09.12.25.08.26996.33569873.IMA
sub-021	ses-01	Movie3_AP	37	140655.328000	yes	125.000000	20246965	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-dicom/MOVIE3_AP_PHYSIOLOG_0037/SUBC22_CONTROL_SESSION01_28SEPT2023.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.09.28.15.23.42.584822.41395279.IMA
sub-021	ses-01	Movie2_AP	33	140211.373000	yes	125.000000	20133445	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-dicom/MOVIE2_AP_PHYSIOLOG_0033/SUBC22_CONTROL_SESSION01_28SEPT2023.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2023.09.28.15.23.42.584822.41347149.IMA
sub-021	ses-01	Movie1_AP	25	135701.290000	yes	125.000000	20009419	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC22-Session1-2023SEPT28/SUBC22-Session1-2023SEPT28-dicom/MOVIE1_AP_PHYSIOLOG_0025/SUBC22_CONTROL_SESSION01_28SEPT2023.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2023.09.28.15.23.42.584822.41292871.IMA
sub-021	ses-02	Movie4_AP	42	120059.048000	yes	125.000000	17224385	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC22_Session02_2024MAR25/SUBC22_SESSION02_2024MAR25_NII/MOVIE4_AP_PHYSIOLOG_0042/SUBC22_SESSION02_2024MAR25.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0042.0001.2024.03.25.12.50.09.853583.49098835.IMA
sub-021	ses-02	Movie1_AP	30	114722.574000	yes	125.000000	16898177	453	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC22_Session02_2024MAR25/SUBC22_SESSION02_2024MAR25_NII/MOVIE1_AP_PHYSIOLOG_0030/SUBC22_SESSION02_2024MAR25.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0030.0001.2024.03.25.12.50.09.853583.48950355.IMA
sub-022	ses-01	Movie1_AP	25	103705.878000	yes	125.000000	15211314	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-dicom/MOVIE1_AP_PHYSIOLOG_0025/SUBC023_CONTROL_SESSION01_2023OCT05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0025.0001.2023.10.05.11.32.02.55299.44666957.IMA
sub-021	ses-02	Movie2_AP	34	115234.388000	yes	125.000000	17022862	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC22_Session02_2024MAR25/SUBC22_SESSION02_2024MAR25_NII/MOVIE2_AP_PHYSIOLOG_0034/SUBC22_SESSION02_2024MAR25.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0034.0001.2024.03.25.12.50.09.853583.48999503.IMA
sub-022	ses-02	Movie2_AP	33	153408.423000	yes	125.000000	22340421	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC23_Session02_2024APR22/SUBC23_SESSION02_2024APR22_DATA/MOVIE2_AP_PHYSIOLOG_0033/SUBC23_SESSION02_2024APR22.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.04.22.16.44.00.607679.67434723.IMA
sub-022	ses-02	Movie4_AP	41	154300.123000	yes	125.000000	22553163	454	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC23_Session02_2024APR22/SUBC23_SESSION02_2024APR22_DATA/MOVIE4_AP_PHYSIOLOG_0041/SUBC23_SESSION02_2024APR22.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.04.22.16.44.00.607679.67533025.IMA
sub-022	ses-01	Movie3_AP	37	104537.646000	yes	125.000000	15415773	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-dicom/MOVIE3_AP_PHYSIOLOG_0037/SUBC023_CONTROL_SESSION01_2023OCT05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.10.05.11.32.02.55299.44770383.IMA
sub-022	ses-01	Movie2_AP	33	104142.128000	yes	125.000000	15321945	463	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-dicom/MOVIE2_AP_PHYSIOLOG_0033/SUBC023_CONTROL_SESSION01_2023OCT05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2023.10.05.11.32.02.55299.44721229.IMA
sub-021	ses-02	Movie3_AP	38	115641.752000	yes	125.000000	17121577	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC22_Session02_2024MAR25/SUBC22_SESSION02_2024MAR25_NII/MOVIE3_AP_PHYSIOLOG_0038/SUBC22_SESSION02_2024MAR25.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0038.0001.2024.03.25.12.50.09.853583.49048657.IMA
sub-022	ses-02	Movie3_AP	37	153837.266000	yes	125.000000	22448069	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC23_Session02_2024APR22/SUBC23_SESSION02_2024APR22_DATA/MOVIE3_AP_PHYSIOLOG_0037/SUBC23_SESSION02_2024APR22.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.04.22.16.44.00.607679.67482847.IMA
sub-023	ses-02	Movie2_AP	33	092230.393000	yes	125.000000	13421301	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC24-SESSION2-2024APR27/SUBC024_SESSION02_2024APR27_Data/MOVIE2_AP_PHYSIOLOG_0033/SUBC024_SESSION02_2024APR27.MR.DR_SHMUEL_FINAL_PROTOCOL.0033.0001.2024.04.27.09.43.25.523538.70886477.IMA
sub-023	ses-02	Movie4_AP	41	093018.394000	yes	125.000000	13608169	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC24-SESSION2-2024APR27/SUBC024_SESSION02_2024APR27_Data/MOVIE4_AP_PHYSIOLOG_0041/SUBC024_SESSION02_2024APR27.MR.DR_SHMUEL_FINAL_PROTOCOL.0041.0001.2024.04.27.09.43.25.523538.70989905.IMA
sub-022	ses-01	Movie4_AP	41	105009.097000	yes	125.000000	15524524	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC23-Session01-2023OCT05/SUBC23-Session01-2023OCT05-dicom/MOVIE4_AP_PHYSIOLOG_0041/SUBC023_CONTROL_SESSION01_2023OCT05.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.10.05.11.32.02.55299.44820561.IMA
sub-023	ses-02	Movie3_AP	37	092624.777000	yes	125.000000	13515089	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC24-SESSION2-2024APR27/SUBC024_SESSION02_2024APR27_Data/MOVIE3_AP_PHYSIOLOG_0037/SUBC024_SESSION02_2024APR27.MR.DR_SHMUEL_FINAL_PROTOCOL.0037.0001.2024.04.27.09.43.25.523538.70935631.IMA
sub-023	ses-02	Movie1_AP	29	091832.312000	yes	125.000000	13325929	442	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC24-SESSION2-2024APR27/SUBC024_SESSION02_2024APR27_Data/MOVIE1_AP_PHYSIOLOG_0029/SUBC024_SESSION02_2024APR27.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2024.04.27.09.43.25.523538.70836299.IMA
sub-023	ses-01	Movie3_AP	41	175448.817000	yes	125.000000	25716400	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-dicom/MOVIE3_AP_PHYSIOLOG_0041/SUBC024_SESSION01_2023OCT17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.10.17.18.49.56.405083.51156065.IMA
sub-022	ses-02	Movie1_AP	29	152953.585000	yes	125.000000	22238564	447	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC23_Session02_2024APR22/SUBC23_SESSION02_2024APR22_DATA/MOVIE1_AP_PHYSIOLOG_0029/SUBC23_SESSION02_2024APR22.MR.DR_SHMUEL_FINAL_PROTOCOL.0029.0001.2024.04.22.16.44.00.607679.67384539.IMA
sub-023	ses-01	Movie2_AP	33	174942.086000	yes	125.000000	25593980	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-dicom/MOVIE2_AP_PHYSIOLOG_0033/SUBC024_SESSION01_2023OCT17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0033.0001.2023.10.17.18.49.56.405083.51102811.IMA
sub-023	ses-01	Movie4_AP	45	175839.906000	yes	125.000000	25808984	452	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-dicom/MOVIE4_AP_PHYSIOLOG_0045/SUBC024_SESSION01_2023OCT17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0045.0001.2023.10.17.18.49.56.405083.51205219.IMA
sub-024	ses-01	Movie3_AP	37	114601.674000	yes	125.000000	16865713	459	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC25-Session01-2023NOV08/SUBC25-Session01-2023NOV08-dicom/MOVIE3_AP_PHYSIOLOG_0037/SUBC25_CONTROL_SESSION01_2023OCT19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0037.0001.2023.10.20.17.48.34.197537.52890705.IMA
sub-023	ses-01	Movie1_AP	29	174537.935000	yes	125.000000	25496075	462	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-dicom/MOVIE1_AP_PHYSIOLOG_0029/SUBC024_SESSION01_2023OCT17.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0029.0001.2023.10.17.18.49.56.405083.51052633.IMA
sub-024	ses-01	Movie4_AP	41	115004.410000	yes	125.000000	16962611	454	1	0.000000	0.000000			1,8	FALSE	FALSE	EXT_sparse_digital_marker_not_volume_train	<RAW>/Control/SUBC25-Session01-2023NOV08/SUBC25-Session01-2023NOV08-dicom/MOVIE4_AP_PHYSIOLOG_0041/SUBC25_CONTROL_SESSION01_2023OCT19.MR.DR_SHMUEL_COMPLETE_PROTOCOL.0041.0001.2023.10.20.17.48.34.197537.52940883.IMA
