subject	session	bids_run	ProtocolName	n_volumes	TR	PhysioLog_available	EXT_available	EXT_usable_for_scanner_sync	MATLAB_timing_available	Peripheral_EXT_available	DICOM_stimulus_trigger_available	flag_A_matlab_full	flag_B_physio_ext_sync	flag_C_peripheral	flag_D_dicom_stim	classification
sub-025	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-025	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-026	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-026	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-026	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-026	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-026	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-026	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-026	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-026	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-027	ses-01	run-01	Movie1_AP		0.937	yes	no	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-027	ses-01	run-03	Movie2_AP		0.937	yes	no	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-027	ses-01	run-05	Movie3_AP		0.937	yes	no	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-027	ses-01	run-07	Movie4_AP		0.937	yes	no	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-027	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-027	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-027	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-027	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-028	ses-01	run-01	Movie1_AP		0.937	yes	no	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-028	ses-01	run-03	Movie2_AP		0.937	yes	no	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-028	ses-01	run-05	Movie3_AP		0.937	yes	no	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-028	ses-01	run-07	Movie4_AP		0.937	yes	no	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-028	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-028	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-028	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-028	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-029	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-029	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-029	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-029	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-029	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-029	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-029	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-029	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-030	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-030	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-030	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-030	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-030	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-030	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-030	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-030	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-031	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-031	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-031	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-031	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-031	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-031	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-031	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-031	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-032	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-032	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-032	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-032	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-033	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-033	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-033	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-033	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-034	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-034	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-034	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-034	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-034	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-034	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-034	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-034	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-035	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-035	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-035	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-035	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-035	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-035	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-035	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-035	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-036	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-036	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-036	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-036	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-036	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-036	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-036	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-036	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-037	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-037	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-037	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-037	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-038	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-038	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-038	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-038	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-038	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-038	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-038	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-038	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-039	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-039	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-039	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-039	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-039	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-039	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-039	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-039	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-040	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-040	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-040	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-040	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-040	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-040	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-040	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-040	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-041	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-041	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-041	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-041	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-041	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-041	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-041	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-041	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-042	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-042	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-042	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-042	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-043	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-043	ses-02	run-02	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-043	ses-02	run-05	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-043	ses-02	run-06	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-043	ses-02	run-09	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-043	ses-02	run-10	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-043	ses-02	run-13	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-043	ses-02	run-14	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-044	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-044	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-044	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-044	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-044	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-044	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-044	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-044	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-045	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-045	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-045	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-045	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-046	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-046	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-046	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-046	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-046	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-046	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-046	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-046	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-047	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	no	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-047	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	no	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-047	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	no	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-047	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	no	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-047	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-047	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-047	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-047	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-048	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-048	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-048	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-048	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	no	no	no	no	no	no	INSUFFICIENT_FOR_EVENTS
sub-048	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-048	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-048	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-048	ses-02	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-049	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-049	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-049	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-049	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-049	ses-02	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-049	ses-02	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-049	ses-02	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-050	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-050	ses-01	run-03	Movie2_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-050	ses-01	run-05	Movie3_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-050	ses-01	run-07	Movie4_AP		0.937	yes	yes	FALSE	partial_run_id	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
sub-051	ses-01	run-01	Movie1_AP		0.937	yes	yes	FALSE	no	yes	no	no	no	yes	no	INSUFFICIENT_FOR_EVENTS
